# target name             accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          A0224_LKAP-FHGF1_C07_059 -               21     881       6     858       1     860    1474    +           0 1040.7  20.8  -
Chloroflexales            -          A0224_LKAP-FHGF1_C07_059 -               16     830       6     857       1     861    1355    +    2.9e-102  339.1  21.7  -
Tepidisphaeraceae         -          A0224_LKAP-FHGF1_C07_059 -               40     853       5     858       1     861    1491    +     7.3e-99  327.5  20.0  -
Methanocaldococcaceae     -          A0224_LKAP-FHGF1_C07_059 -               44     846       6     858       2     861    1429    +     4.5e-78  258.7  18.7  -
Methanobacteriaceae       -          A0224_LKAP-FHGF1_C07_059 -               20     818       7     858       3     861    1403    +     5.5e-75  247.9  17.9  -
Methanococcaceae          -          A0224_LKAP-FHGF1_C07_059 -               70     829      62     858      41     861    1410    +       4e-70  232.0  18.4  -
Methanothermaceae         -          A0224_LKAP-FHGF1_C07_059 -               44     843       6     857       2     861    1482    +     5.8e-70  231.7  18.7  -
Sulfolobaceae             -          A0224_LKAP-FHGF1_C07_059 -               52     846      47     857      27     860    1464    +     7.7e-69  227.5  19.5  -
Archaeoglobaceae          -          A0224_LKAP-FHGF1_C07_059 -               24     836       6     857       2     860    1451    +     1.6e-68  226.7  19.2  -
Methanoregulaceae         -          A0224_LKAP-FHGF1_C07_059 -               25     812       8     857       4     861    1413    +     3.9e-68  225.2  18.9  -
Methanomicrobiaceae       -          A0224_LKAP-FHGF1_C07_059 -               28     817       8     858       3     861    1420    +     6.5e-66  218.0  19.3  -
Desulfurococcaceae        -          A0224_LKAP-FHGF1_C07_059 -               38     856       6     857       2     860    1460    +     1.1e-62  207.5  20.3  -
Thermoproteaceae          -          A0224_LKAP-FHGF1_C07_059 -               24     844       5     857       2     860    1471    +       1e-61  202.6  20.5  -
Thermococcaceae           -          A0224_LKAP-FHGF1_C07_059 -               30     833       6     857       2     860    1448    +     7.1e-61  201.5  18.8  -
Methanomicrobiales        -          A0224_LKAP-FHGF1_C07_059 -               38     827       7     858       3     861    1425    +     1.7e-60  199.8  18.7  -
Pyrodictiaceae            -          A0224_LKAP-FHGF1_C07_059 -               78     859      56     857      35     860    1497    +     4.4e-59  195.5  21.2  -
Acidilobaceae             -          A0224_LKAP-FHGF1_C07_059 -               41     860       5     857       2     860    1451    +     5.3e-58  191.7  20.3  -
Halobacteriaceae          -          A0224_LKAP-FHGF1_C07_059 -               61     838      48     854      27     860    1474    +     3.7e-57  188.7  20.0  -
Thermofilaceae            -          A0224_LKAP-FHGF1_C07_059 -               53     873       5     857       1     861    1513    +     2.5e-56  186.2  20.8  -
Methanopyraceae           -          A0224_LKAP-FHGF1_C07_059 -               44     875       6     858       2     861    1512    +     8.4e-56  185.1  20.1  -
Methanospirillaceae       -          A0224_LKAP-FHGF1_C07_059 -               27     784      61     857      41     861    1378    +     5.7e-54  178.2  18.6  -
Nostocaceae               -          A0224_LKAP-FHGF1_C07_059 -                4     490     351     855     348     860    1476    +       2e-53  177.0  10.6  -
Natrialbaceae             -          A0224_LKAP-FHGF1_C07_059 -               76     838      60     854      40     860    1474    +     4.3e-53  175.1  19.8  -
Haloarculaceae            -          A0224_LKAP-FHGF1_C07_059 -               55     770      42     789      22     826    1473    +     4.5e-53  175.2  20.6  -
Caldisphaeraceae          -          A0224_LKAP-FHGF1_C07_059 -               62     847      58     858      38     861    1466    +     9.5e-52  171.6  18.8  -
Methanocorpusculaceae     -          A0224_LKAP-FHGF1_C07_059 -               40     752       7     783       3     805    1421    +     2.1e-50  166.3  18.8  -
Haloferacaceae            -          A0224_LKAP-FHGF1_C07_059 -               76     838      60     854      37     859    1474    +     2.8e-50  165.6  19.3  -
Cuniculiplasmataceae      -          A0224_LKAP-FHGF1_C07_059 -               75     836      59     858      38     861    1469    +     5.8e-49  162.3  18.2  -
Methanotrichaceae         -          A0224_LKAP-FHGF1_C07_059 -               75     766      62     788      41     809    1423    +     9.5e-49  160.8  18.1  -
Thermoplasmataceae        -          A0224_LKAP-FHGF1_C07_059 -               44     839       6     857       3     860    1471    +     1.3e-48  160.8  18.2  -
Ferroplasmaceae           -          A0224_LKAP-FHGF1_C07_059 -               76     836      61     858      41     861    1442    +       4e-48  159.0  16.8  -
Fervidicoccaceae          -          A0224_LKAP-FHGF1_C07_059 -               75     865      53     858      32     861    1502    +     2.3e-47  156.9  19.7  -
Methermicoccaceae         -          A0224_LKAP-FHGF1_C07_059 -               18     728      48     790      34     818    1346    +     1.6e-46  154.3  18.5  -
Thermoplasmatales         -          A0224_LKAP-FHGF1_C07_059 -               28     821       6     858       2     861    1370    +     2.1e-46  154.0  19.0  -
Methanocellaceae          -          A0224_LKAP-FHGF1_C07_059 -               74     764      61     788      37     809    1440    +     2.3e-46  153.1  18.2  -
Picrophilaceae            -          A0224_LKAP-FHGF1_C07_059 -               53     847       6     858       3     861    1479    +     4.6e-46  152.2  18.5  -
Methanomassiliicoccaceae  -          A0224_LKAP-FHGF1_C07_059 -               44     829       7     854       3     860    1434    +     9.3e-46  151.7  18.4  -
Methanosarcinaceae        -          A0224_LKAP-FHGF1_C07_059 -               73     765      61     788      20     810    1425    +     1.6e-45  150.1  18.1  -
Halorubraceae             -          A0224_LKAP-FHGF1_C07_059 -               77     836      61     853      40     859    1470    +       7e-45  148.0  18.4  -
Nitrososphaeraceae        -          A0224_LKAP-FHGF1_C07_059 -               73     835      60     859      39     861    1470    +     7.5e-45  148.5  18.4  -
Halococcaceae             -          A0224_LKAP-FHGF1_C07_059 -               80     776      64     799      39     820    1474    +     4.8e-44  145.3  19.7  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/A0224_LKAP-FHGF1_C07_059.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/A0224_LKAP-FHGF1_C07_059.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/A0224_LKAP-FHGF1_C07_059.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 10:03:59 2020
# [ok]
