# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales                -          LKAP-GUTHK2_C04_028_2017_1 -               18    1189       1    1143       1    1145    1503    +           0 1088.8  18.0  -
Brevinemataceae           -          LKAP-GUTHK2_C04_028_2017_1 -               91    1113      71    1095      51    1123    1490    +      1e-144  479.4  15.1  -
Mariprofundaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               34    1174       4    1138       1    1145    1528    +    1.2e-144  479.1  16.9  -
Prochlorotrichaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               33    1091      63    1138      42    1145    1448    +    4.2e-143  474.0  15.0  -
Hydrogenimonaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               24    1096      13    1086       1    1123    1422    +    9.4e-142  469.7  16.6  -
Ktedonobacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               51    1067      69    1105      47    1125    1386    +    1.5e-141  469.1  14.2  -
Victivallaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               56    1075      43    1085      23    1125    1456    +    4.9e-139  460.7  14.5  -
Xenococcaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               54    1113      69    1142      48    1145    1418    +    2.4e-138  458.6  14.7  -
Thermonemataceae          -          LKAP-GUTHK2_C04_028_2017_1 -                9    1082       8    1085       1    1106    1465    +    6.8e-138  457.0  17.2  -
Fimbriimonadaceae         -          LKAP-GUTHK2_C04_028_2017_1 -                7    1135      24    1141      18    1145    1443    +    1.6e-137  455.7  17.1  -
Ventosimonadaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               95    1191      71    1142      50    1145    1489    +      6e-137  453.6  16.1  -
Gloeomargaritaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               25    1127      27    1140       7    1145    1482    +    2.3e-136  451.9  16.0  -
Roseiflexaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               32    1058       2    1072       1    1096    1469    +    1.2e-134  446.5  17.0  -
Verrucomicrobiales        -          LKAP-GUTHK2_C04_028_2017_1 -               33    1090      63    1084      43    1104    1410    +    1.7e-134  446.0  16.3  -
Spartobacteria            -          LKAP-GUTHK2_C04_028_2017_1 -               11    1089       3    1084       1    1110    1418    +      1e-133  443.1  16.6  -
Soortiaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               41    1102       7    1067       1    1091    1516    +      2e-133  442.0  17.4  -
Mooreiaceae               -          LKAP-GUTHK2_C04_028_2017_1 -                9    1059      11    1071       2    1094    1424    +    9.7e-133  439.9  16.9  -
Blastocatellales          -          LKAP-GUTHK2_C04_028_2017_1 -               35    1066       5    1077       1    1098    1488    +    1.1e-132  439.6  16.7  -
Lentimicrobiaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               59    1089      62    1086      30    1110    1446    +    1.5e-130  432.5  16.2  -
Catalimonadaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               10    1061      12    1072       3    1096    1425    +    6.6e-129  427.2  17.5  -
Spirochaetales            -          LKAP-GUTHK2_C04_028_2017_1 -               15    1151       5    1142       1    1145    1456    +    2.6e-128  425.1  17.4  -
Chthonomonadaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               40    1126      72    1142      51    1145    1411    +    9.4e-127  420.1  15.4  -
Chloroflexales            -          LKAP-GUTHK2_C04_028_2017_1 -                7    1079       2    1106       1    1128    1355    +    1.7e-125  416.4  16.2  -
Ichthyobacteriaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               87    1091      70    1067      50    1101    1521    +      5e-124  411.0  16.1  -
Simkaniaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               82    1130      71    1087      50    1108    1545    +      6e-124  410.7  14.7  -
Waddliaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               88    1160      70    1102      49    1125    1557    +    1.2e-122  406.5  14.6  -
Schleiferiaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               78    1106      66    1084      44    1105    1499    +    1.9e-122  406.0  15.8  -
Filobacteriaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               89    1144      71    1113      50    1137    1521    +    1.9e-114  379.1  15.1  -
Phycisphaeraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               24    1125      14    1132       1    1145    1461    +    5.2e-113  374.8  17.0  -
Balneicellaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               77    1101      70    1087      50    1114    1505    +    8.7e-111  367.1  14.9  -
Tepidisphaeraceae         -          LKAP-GUTHK2_C04_028_2017_1 -               77    1143      72    1133      51    1145    1491    +    3.1e-109  362.2  15.0  -
Methanobacteriaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               52     903      73     973      53     993    1403    +     6.7e-99  327.6  19.4  -
Sulfolobaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               65     933      71     957      49     977    1464    +     1.3e-98  326.6  21.9  -
Methanocaldococcaceae     -          LKAP-GUTHK2_C04_028_2017_1 -               80     913      72     942      50     962    1429    +     7.9e-97  321.3  22.7  -
Methanococcaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               70     913      76     972      55     993    1410    +     1.3e-92  306.9  20.1  -
Acidilobaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               77     946      72     957      52     966    1451    +     8.9e-92  304.1  22.5  -
Pyrodictiaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               80     946      72     957      52     962    1497    +     2.1e-90  299.7  23.3  -
Desulfurococcaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               73     931      71     947      50     961    1460    +     1.4e-89  297.0  22.5  -
Thermococcaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               66     902      73     943      52     963    1448    +     1.7e-89  296.7  22.6  -
Methanomicrobiaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               59     884      75     942      55     963    1420    +     6.6e-88  291.3  21.5  -
Thermofilaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               95     961      75     958      55     969    1513    +     1.1e-87  290.6  21.6  -
Archaeoglobaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               67     904      69     942      45     962    1451    +     1.2e-86  287.1  22.8  -
Methanoregulaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               55     901      75     959      55     979    1413    +     1.3e-86  286.8  21.1  -
Methanothermaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               78     930      75     973      65     994    1482    +     1.4e-84  280.5  20.1  -
Thermoproteaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               61     932      72     958      51     978    1471    +     1.3e-83  275.6  22.7  -
Methanopyraceae           -          LKAP-GUTHK2_C04_028_2017_1 -               84    1035      72    1032      50    1052    1512    +     2.1e-79  263.7  20.3  -
Nostocaceae               -          LKAP-GUTHK2_C04_028_2017_1 -                2     786     371    1142     370    1145    1476    +     4.3e-78  259.0   9.3  -
Methanocellaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               74     904      75     943      55     963    1440    +       1e-76  254.1  22.0  -
Halobacteriaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               76     929      74     975      57    1002    1474    +     1.3e-76  253.6  18.9  -
Haloarculaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               77     945      75     993      60    1015    1473    +     3.9e-75  248.7  19.1  -
Methanotrichaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               75     925      76     958      56     978    1423    +       6e-74  244.7  21.0  -
Methanosarcinaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               74     917      76     958      65     986    1425    +       2e-73  242.9  19.7  -
Caldisphaeraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               62     917      72     946      51     992    1466    +       3e-71  236.5  21.1  -
Fervidicoccaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               79    1088      71    1084      51    1112    1502    +     3.7e-71  236.0  14.2  -
Haloferacaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               76    1003      74    1030      58    1042    1474    +     1.4e-69  230.0  18.9  -
Natrialbaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               79     927      77     973      58     993    1474    +     2.6e-69  229.2  19.3  -
Halorubraceae             -          LKAP-GUTHK2_C04_028_2017_1 -               78     926      76     973      63     994    1470    +     6.3e-68  224.8  18.9  -
Nitrososphaeraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               60     995      61    1033      40    1079    1470    +     1.6e-67  223.9  18.7  -
Methanospirillaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               27     852      75     942      55     962    1378    +     4.5e-67  222.0  21.8  -
Methermicoccaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               15     866      46     943      32     977    1346    +     1.2e-66  221.2  21.2  -
Methanomicrobiales        -          LKAP-GUTHK2_C04_028_2017_1 -               69     917      75     978      55     988    1425    +     1.9e-64  213.3  20.2  -
Halococcaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               80     935      78     981      59    1002    1474    +     5.1e-64  211.9  18.1  -
Methanocorpusculaceae     -          LKAP-GUTHK2_C04_028_2017_1 -               71     920      75     979      55     991    1421    +     7.4e-61  201.4  19.3  -
Methanomassiliicoccaceae  -          LKAP-GUTHK2_C04_028_2017_1 -               75     902      75     944      55     967    1434    +     1.7e-59  197.5  20.9  -
Thermoplasmataceae        -          LKAP-GUTHK2_C04_028_2017_1 -               75     908      73     943      53     963    1471    +     1.7e-55  184.0  21.0  -
Ferroplasmaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               76     904      75     943      58     963    1442    +     3.7e-53  176.1  20.3  -
Thermoplasmatales         -          LKAP-GUTHK2_C04_028_2017_1 -               59     922      73     972      53    1047    1370    +     7.1e-53  175.8  19.4  -
Cuniculiplasmataceae      -          LKAP-GUTHK2_C04_028_2017_1 -               75     919      73     954      53     978    1469    +     1.9e-52  174.3  20.8  -
Picrophilaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               85     915      74     943      54     963    1479    +     3.4e-50  166.3  20.8  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-GUTHK2_C04_028_2017_1.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-GUTHK2_C04_028_2017_1.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-GUTHK2_C04_028_2017_1.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 10:22:00 2020
# [ok]
