# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               27    1030      19    1027       4    1031    1474    +           0 1118.8  20.5  -
Brevinemataceae           -          LKAP-GUTHK2_E01_007_2017_1 -               47     978      20     977       6    1003    1490    +    7.4e-129  426.8  20.8  -
Verrucomicrobiales        -          LKAP-GUTHK2_E01_007_2017_1 -               43     956      67     974      46     996    1410    +    9.5e-129  426.8  21.4  -
Ktedonobacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               42     936      55     992      24    1013    1386    +    4.3e-128  424.5  20.4  -
Thermoflexaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               11     951      16     975       7     997    1466    +    7.6e-128  423.8  21.3  -
Spartobacteria            -          LKAP-GUTHK2_E01_007_2017_1 -               25     951      19     974       3     995    1418    +    3.3e-127  421.4  21.2  -
Spirochaetales            -          LKAP-GUTHK2_E01_007_2017_1 -               35     987      26    1007       6    1024    1456    +    1.3e-126  419.4  20.2  -
Ichthyobacteriaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               47     978      19     966       5     997    1521    +    1.8e-126  418.9  20.8  -
Oligosphaeraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               60     932      67     967      46     993    1434    +    3.4e-126  418.0  20.4  -
Soortiaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               84    1032      61    1013      32    1030    1516    +    5.7e-126  417.2  20.3  -
Fimbriimonadaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               63     941      67     976      46     996    1443    +    8.1e-126  416.8  19.9  -
Thermonemataceae          -          LKAP-GUTHK2_E01_007_2017_1 -               20     939      21     956       6     979    1465    +    3.8e-125  414.7  21.7  -
Lentimicrobiaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               63     949      56     961      31     981    1446    +    1.7e-124  412.3  21.1  -
Simkaniaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               83    1002      66     977      44     997    1545    +    3.5e-123  408.0  20.8  -
Schleiferiaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               47     968      20     961       3     981    1499    +    1.4e-122  406.2  22.0  -
Filobacteriaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               86     969      62     961      40     981    1521    +    8.5e-122  403.3  21.1  -
Balneicellaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               31     962      19     962       4     984    1505    +    1.6e-121  402.5  20.6  -
Roseiflexaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               78     935      65     963      43     998    1469    +    4.5e-121  401.5  20.7  -
Chthonomonadaceae         -          LKAP-GUTHK2_E01_007_2017_1 -                6     909      24     959      20     993    1411    +    3.6e-120  398.2  21.5  -
Waddliaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               68    1010      45     974      25     997    1557    +    7.2e-120  397.2  20.8  -
Phycisphaeraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               60     944      63     980      36    1002    1461    +    4.5e-111  368.2  19.6  -
Tepidisphaeraceae         -          LKAP-GUTHK2_E01_007_2017_1 -               74     950      63     973      39     994    1491    +      2e-109  362.7  20.2  -
Chloroflexales            -          LKAP-GUTHK2_E01_007_2017_1 -               55     931      67     976      45     999    1355    +    2.4e-109  362.8  21.8  -
Methanocaldococcaceae     -          LKAP-GUTHK2_E01_007_2017_1 -               74     920      60     947      32     959    1429    +     1.1e-86  287.5  20.8  -
Methanococcaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               70     903      70     947      60     955    1410    +     5.1e-83  275.0  21.7  -
Methanobacteriaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               53     892      68     947      48     959    1403    +     1.4e-80  266.8  20.9  -
Methanothermaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               77     919      68     947      48     962    1482    +     4.6e-75  248.8  22.1  -
Sulfolobaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               66     921      66     947      47     964    1464    +       2e-74  246.3  22.3  -
Methanoregulaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               55     887      69     947      49     964    1413    +     2.9e-72  239.1  21.8  -
Archaeoglobaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               71     911      67     947      46     963    1451    +       3e-72  239.3  21.9  -
Desulfurococcaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               75     936      67     949      55     962    1460    +     6.6e-71  235.0  23.5  -
Methanomicrobiaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               59     891      69     947      49     961    1420    +     2.1e-70  233.1  22.5  -
Thermococcaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               66     908      67     947      47     963    1448    +     4.8e-70  232.1  22.1  -
Thermoproteaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               61     933      66     961      47     964    1471    +       9e-69  226.2  22.7  -
Pyrodictiaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               80     934      66     947      53     967    1497    +     2.4e-68  226.4  23.8  -
Acidilobaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               79     934      68     947      56     963    1451    +     3.3e-66  219.2  23.1  -
Thermofilaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               95     959      69     958      63     965    1513    +     3.2e-65  215.9  23.5  -
Halobacteriaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               73     916      65     947      45     965    1474    +     3.8e-65  215.4  21.7  -
Methanomicrobiales        -          LKAP-GUTHK2_E01_007_2017_1 -               70     901      70     947      49     966    1425    +     1.2e-64  213.9  22.1  -
Nostocaceae               -          LKAP-GUTHK2_E01_007_2017_1 -                4     633     359    1016     356    1029    1476    +     4.1e-64  212.6  11.8  -
Methanopyraceae           -          LKAP-GUTHK2_E01_007_2017_1 -               86     961      68     959      47     972    1512    +     1.2e-62  208.0  22.3  -
Natrialbaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               86     916      78     947      54     962    1474    +     3.2e-62  205.6  21.6  -
Haloarculaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               76     915      68     947      47     965    1473    +     9.5e-62  204.2  22.0  -
Methanospirillaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               27     859      69     947      49     962    1378    +     1.6e-59  196.9  22.4  -
Haloferacaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               76     916      68     947      48     967    1474    +     1.4e-57  190.1  21.0  -
Caldisphaeraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               63     928      67     955      47     975    1466    +     3.9e-56  186.4  20.8  -
Methanotrichaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               75     919      70     952      50     966    1423    +     6.6e-56  184.8  21.2  -
Nitrososphaeraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               70     917      65     956      44     978    1470    +       2e-54  180.4  21.1  -
Thermoplasmataceae        -          LKAP-GUTHK2_E01_007_2017_1 -               75     927      67     955      56     971    1471    +     4.8e-54  179.0  20.7  -
Methanocorpusculaceae     -          LKAP-GUTHK2_E01_007_2017_1 -               72     902      70     946      49     961    1421    +     5.7e-54  178.4  22.3  -
Cuniculiplasmataceae      -          LKAP-GUTHK2_E01_007_2017_1 -               75     924      67     956      47     978    1469    +     8.6e-54  178.5  20.2  -
Fervidicoccaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               80     940      66     948      45     968    1502    +     9.4e-54  178.3  22.4  -
Ferroplasmaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               76     924      69     956      49     972    1442    +     3.4e-53  176.1  19.9  -
Halorubraceae             -          LKAP-GUTHK2_E01_007_2017_1 -               76     915      68     947      48     964    1470    +     7.7e-53  174.6  21.4  -
Thermoplasmatales         -          LKAP-GUTHK2_E01_007_2017_1 -               60     910      68     957      47     977    1370    +     9.4e-53  175.3  20.8  -
Methanosarcinaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               65     917      54     951      36     962    1425    +     1.6e-52  173.5  21.4  -
Halococcaceae             -          LKAP-GUTHK2_E01_007_2017_1 -              105     915      96     947      75     967    1474    +       3e-52  172.7  19.8  -
Methanocellaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               74     910      69     947      49     965    1440    +     6.9e-52  171.6  21.7  -
Methermicoccaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               31     872      69     947      49     967    1346    +     1.4e-50  168.0  21.0  -
Methanomassiliicoccaceae  -          LKAP-GUTHK2_E01_007_2017_1 -               75     916      69     955      49     975    1434    +     1.9e-50  167.5  20.6  -
Picrophilaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               86     935      69     956      57     972    1479    +     1.8e-49  163.8  20.7  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-GUTHK2_E01_007_2017_1.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-GUTHK2_E01_007_2017_1.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-GUTHK2_E01_007_2017_1.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 10:25:00 2020
# [ok]
