# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae             -          LKAP-TSAKG2_B11_093_2018_2 -               16     946      13     947       6     947    1468    +           0 1102.4  19.5  -
Oceanospirillaceae        -          LKAP-TSAKG2_B11_093_2018_2 -               29     956      20     947       7     947    1467    +    3.1e-303 1004.4  19.3  -
Ichthyobacteriaceae       -          LKAP-TSAKG2_B11_093_2018_2 -               51     971      22     947       7     947    1521    +    2.8e-139  461.2  18.7  -
Verrucomicrobiales        -          LKAP-TSAKG2_B11_093_2018_2 -               42     942      67     947      46     947    1410    +      7e-139  460.2  19.5  -
Fimbriimonadaceae         -          LKAP-TSAKG2_B11_093_2018_2 -               62     925      67     947      46     947    1443    +    1.2e-138  459.1  19.7  -
Chitinivibrionaceae       -          LKAP-TSAKG2_B11_093_2018_2 -               41     966      24     947       8     947    1488    +    2.4e-138  458.1  19.2  -
Thermoflexaceae           -          LKAP-TSAKG2_B11_093_2018_2 -               10     936      15     947       7     947    1466    +    4.4e-138  457.6  19.4  -
Soortiaceae               -          LKAP-TSAKG2_B11_093_2018_2 -               94     981      70     947      50     947    1516    +    4.6e-138  457.1  19.4  -
Brevinemataceae           -          LKAP-TSAKG2_B11_093_2018_2 -               52     961      24     947       9     947    1490    +    5.9e-138  456.8  19.7  -
Oligosphaeraceae          -          LKAP-TSAKG2_B11_093_2018_2 -               59     923      67     947      45     947    1434    +    3.7e-136  450.9  19.9  -
Balneicellaceae           -          LKAP-TSAKG2_B11_093_2018_2 -               36     958      23     947       7     947    1505    +      6e-134  443.5  18.9  -
Filobacteriaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               89     966      66     947      45     947    1521    +    1.1e-131  436.0  19.5  -
Chthonomonadaceae         -          LKAP-TSAKG2_B11_093_2018_2 -               38     916      65     947      41     947    1411    +    9.8e-130  429.7  19.7  -
Phycisphaeraceae          -          LKAP-TSAKG2_B11_093_2018_2 -               64     922      68     947      48     947    1461    +    6.1e-128  423.9  19.4  -
Waddliaceae               -          LKAP-TSAKG2_B11_093_2018_2 -               66     996      43     947      22     947    1557    +    6.9e-128  423.6  18.9  -
Simkaniaceae              -          LKAP-TSAKG2_B11_093_2018_2 -               78     985      62     947      28     947    1545    +    4.7e-127  420.7  19.3  -
Tepidisphaeraceae         -          LKAP-TSAKG2_B11_093_2018_2 -               76     937      66     947      46     947    1491    +    5.2e-127  420.8  19.2  -
Chloroflexales            -          LKAP-TSAKG2_B11_093_2018_2 -               55     914      68     946      42     947    1355    +    1.1e-124  413.4  20.0  -
Methanocaldococcaceae     -          LKAP-TSAKG2_B11_093_2018_2 -               82     929      69     945      48     947    1429    +     1.7e-95  316.6  19.1  -
Methanococcaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               69     904      70     937      50     946    1410    +     5.6e-94  311.2  19.5  -
Methanobacteriaceae       -          LKAP-TSAKG2_B11_093_2018_2 -               53     893      69     937      49     945    1403    +     5.1e-92  304.5  18.7  -
Desulfurococcaceae        -          LKAP-TSAKG2_B11_093_2018_2 -               75     941      68     946      59     947    1460    +     1.9e-88  293.0  18.9  -
Methanoregulaceae         -          LKAP-TSAKG2_B11_093_2018_2 -               55     897      70     946      50     947    1413    +     8.7e-88  290.4  19.4  -
Sulfolobaceae             -          LKAP-TSAKG2_B11_093_2018_2 -               66     931      67     946      50     947    1464    +     1.1e-87  290.1  19.0  -
Methanomicrobiaceae       -          LKAP-TSAKG2_B11_093_2018_2 -               58     896      69     941      56     947    1420    +     7.5e-86  284.2  19.4  -
Thermococcaceae           -          LKAP-TSAKG2_B11_093_2018_2 -               66     918      68     946      48     947    1448    +     3.7e-85  282.1  19.8  -
Halobacteriaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               65     917      58     937      41     944    1474    +     7.7e-85  280.5  18.7  -
Thermoproteaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               61     929      67     946      47     947    1471    +     1.1e-84  278.8  19.5  -
Methanothermaceae         -          LKAP-TSAKG2_B11_093_2018_2 -               77     920      69     937      49     946    1482    +     2.6e-83  276.0  19.0  -
Haloferacaceae            -          LKAP-TSAKG2_B11_093_2018_2 -               63     917      56     937      38     946    1474    +     1.1e-81  269.9  18.0  -
Archaeoglobaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               71     921      68     946      48     947    1451    +       2e-81  269.5  19.2  -
Haloarculaceae            -          LKAP-TSAKG2_B11_093_2018_2 -               75     916      68     937      45     944    1473    +     1.9e-80  266.1  19.0  -
Methanospirillaceae       -          LKAP-TSAKG2_B11_093_2018_2 -               26     867      69     944      49     947    1378    +     2.7e-80  265.6  19.9  -
Pyrodictiaceae            -          LKAP-TSAKG2_B11_093_2018_2 -               81     945      68     947      60     947    1497    +     9.5e-80  264.1  20.2  -
Nostocaceae               -          LKAP-TSAKG2_B11_093_2018_2 -                4     578     358     947     343     947    1476    +     9.7e-80  264.2  11.8  -
Thermofilaceae            -          LKAP-TSAKG2_B11_093_2018_2 -               95     958      70     946      58     947    1513    +       1e-79  263.8  19.6  -
Methanomicrobiales        -          LKAP-TSAKG2_B11_093_2018_2 -               69     902      70     937      50     945    1425    +     3.4e-79  261.9  19.5  -
Natrialbaceae             -          LKAP-TSAKG2_B11_093_2018_2 -               76     917      69     937      45     944    1474    +     6.6e-79  260.8  18.1  -
Acidilobaceae             -          LKAP-TSAKG2_B11_093_2018_2 -               77     944      67     946      56     947    1451    +       5e-78  258.2  19.4  -
Halorubraceae             -          LKAP-TSAKG2_B11_093_2018_2 -               63     916      56     937      38     944    1470    +     2.2e-77  255.8  18.1  -
Methanocellaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               74     916      70     942      59     947    1440    +     2.5e-73  242.5  18.1  -
Methanopyraceae           -          LKAP-TSAKG2_B11_093_2018_2 -               84     959      67     946      46     947    1512    +     3.8e-72  239.3  19.2  -
Caldisphaeraceae          -          LKAP-TSAKG2_B11_093_2018_2 -               63     930      68     946      47     947    1466    +       1e-71  237.8  19.2  -
Methanosarcinaceae        -          LKAP-TSAKG2_B11_093_2018_2 -               74     912      71     937      51     946    1425    +     1.2e-70  233.4  18.8  -
Halococcaceae             -          LKAP-TSAKG2_B11_093_2018_2 -               80     916      73     937      52     945    1474    +     3.1e-70  232.2  18.7  -
Methanocorpusculaceae     -          LKAP-TSAKG2_B11_093_2018_2 -               71     904      70     937      56     945    1421    +     3.9e-70  231.8  18.7  -
Fervidicoccaceae          -          LKAP-TSAKG2_B11_093_2018_2 -               81     949      68     946      48     947    1502    +     1.5e-69  230.4  18.5  -
Methanotrichaceae         -          LKAP-TSAKG2_B11_093_2018_2 -               75     914      71     938      56     947    1423    +     4.1e-69  228.4  19.2  -
Thermoplasmataceae        -          LKAP-TSAKG2_B11_093_2018_2 -               75     915      68     937      48     946    1471    +     5.7e-69  228.3  18.0  -
Ferroplasmaceae           -          LKAP-TSAKG2_B11_093_2018_2 -               76     911      70     937      50     946    1442    +     3.1e-66  219.2  18.9  -
Nitrososphaeraceae        -          LKAP-TSAKG2_B11_093_2018_2 -               71     914      67     942      44     947    1470    +     8.6e-65  214.6  18.7  -
Methermicoccaceae         -          LKAP-TSAKG2_B11_093_2018_2 -               31     882      70     946      50     947    1346    +     1.9e-64  213.7  19.6  -
Cuniculiplasmataceae      -          LKAP-TSAKG2_B11_093_2018_2 -               75     912      68     938      48     946    1469    +     2.1e-63  210.2  18.6  -
Picrophilaceae            -          LKAP-TSAKG2_B11_093_2018_2 -               86     922      70     937      60     946    1479    +     3.7e-62  205.7  18.6  -
Thermoplasmatales         -          LKAP-TSAKG2_B11_093_2018_2 -               60     897      69     938      48     946    1370    +     2.3e-57  190.4  18.9  -
Methanomassiliicoccaceae  -          LKAP-TSAKG2_B11_093_2018_2 -               75     914      70     943      50     947    1434    +     5.5e-57  188.9  18.8  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_B11_093_2018_2.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-TSAKG2_B11_093_2018_2.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_B11_093_2018_2.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 11:11:20 2020
# [ok]
