# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          A0224_LKAP-FHGF1_C07_059 -               21     881       6     858       1     860    1466    +           0 1052.1  20.8  -
Vibrionaceae_Photobacterium                      -          A0224_LKAP-FHGF1_C07_059 -               21     881       6     858       1     860    1487    +    4.7e-303 1006.2  20.8  -
Acetobacteraceae_Swingsia                        -          A0224_LKAP-FHGF1_C07_059 -               27     821       7     858       1     861    1370    +    4.5e-146  486.3  20.3  -
Thermoanaerobacterales_Caldicellulosiruptor      -          A0224_LKAP-FHGF1_C07_059 -               38     890       6     857       1     860    1517    +      6e-146  485.6  20.4  -
Flavobacteriaceae_Winogradskyella                -          A0224_LKAP-FHGF1_C07_059 -               21     865       6     857       1     860    1448    +    6.3e-146  485.3  20.9  -
Hyphomicrobiaceae_Paradevosia                    -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     859       1     861    1407    +    8.9e-146  485.2  20.4  -
Rhodospirillaceae_Limibacillus                   -          A0224_LKAP-FHGF1_C07_059 -               13     797      37     858      16     861    1402    +    1.1e-145  485.0  21.1  -
Fibrobacteraceae_Fibrobacter                     -          A0224_LKAP-FHGF1_C07_059 -               20     840       6     854       2     859    1412    +    1.1e-145  485.2  21.3  -
Magnetococcaceae_Magnetococcus                   -          A0224_LKAP-FHGF1_C07_059 -               42     850       7     858       1     861    1497    +    1.2e-145  484.8  21.5  -
Methylocystaceae_Chenggangzhangella              -          A0224_LKAP-FHGF1_C07_059 -               40     833       6     859       1     861    1448    +    1.2e-145  484.8  19.9  -
Balneolaceae_Balneola                            -          A0224_LKAP-FHGF1_C07_059 -               34     873       7     854       1     858    1479    +    1.4e-145  484.4  19.3  -
Spirochaetaceae_Sphaerochaeta                    -          A0224_LKAP-FHGF1_C07_059 -               46     887      11     857       2     860    1529    +    1.4e-145  484.5  21.0  -
Rhodobiaceae_Tepidicaulis                        -          A0224_LKAP-FHGF1_C07_059 -                9     812       6     859       1     861    1396    +    1.6e-145  484.4  19.9  -
Alphaproteobacteria_Breoghania                   -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     859       1     861    1481    +    2.3e-145  484.0  20.5  -
Rhodothalassiaceae_Rhodothalassium               -          A0224_LKAP-FHGF1_C07_059 -               16     808       6     858       1     861    1318    +    2.4e-145  483.9  20.9  -
Flammeovirgaceae_Cesiribacter                    -          A0224_LKAP-FHGF1_C07_059 -               40     873       6     854       1     857    1502    +    3.1e-145  483.3  20.9  -
Acetobacteraceae_Granulibacter                   -          A0224_LKAP-FHGF1_C07_059 -               45     843       7     858       1     861    1491    +    3.5e-145  483.5  20.4  -
Rhodobiaceae_Anderseniella                       -          A0224_LKAP-FHGF1_C07_059 -               21     812       6     859       1     861    1406    +    3.5e-145  483.2  19.3  -
Rhizobiales_Alsobacter                           -          A0224_LKAP-FHGF1_C07_059 -               29     824       6     859       1     861    1467    +    4.1e-145  483.0  20.6  -
Acetobacteraceae_Bombella                        -          A0224_LKAP-FHGF1_C07_059 -               29     823       7     858       1     861    1450    +    4.9e-145  482.9  20.1  -
Spirochaetaceae_Pleomorphochaeta                 -          A0224_LKAP-FHGF1_C07_059 -               50     894      11     857       2     860    1492    +    5.6e-145  482.3  21.0  -
Micromonosporaceae_Phytomonospora                -          A0224_LKAP-FHGF1_C07_059 -               43     868       8     857       2     860    1513    +    6.2e-145  482.5  20.4  -
Lachnospiraceae_Lachnoanaerobaculum              -          A0224_LKAP-FHGF1_C07_059 -               39     877       7     857       2     860    1490    +    6.3e-145  481.5  20.9  -
Flavobacteriaceae_Maribacter                     -          A0224_LKAP-FHGF1_C07_059 -               21     868       6     857       1     860    1443    +    6.4e-145  482.2  21.3  -
Hyphomonadaceae_Hyphobacterium                   -          A0224_LKAP-FHGF1_C07_059 -               41     831       6     858       1     861    1423    +    6.8e-145  482.4  19.4  -
Beijerinckiaceae_Methylorosula                   -          A0224_LKAP-FHGF1_C07_059 -               38     829       6     859       1     861    1413    +    7.6e-145  482.0  21.1  -
Flavobacteriaceae_Polaribacter                   -          A0224_LKAP-FHGF1_C07_059 -               21     858       6     858       1     861    1440    +    7.7e-145  481.9  20.3  -
Acetobacteraceae_Rhodopila                       -          A0224_LKAP-FHGF1_C07_059 -               42     850       7     858       1     861    1465    +    7.8e-145  482.4  21.3  -
Phyllobacteriaceae_Thalassocola                  -          A0224_LKAP-FHGF1_C07_059 -               24     816       6     859       1     861    1443    +    8.4e-145  482.1  19.6  -
Balneolaceae_Gracilimonas                        -          A0224_LKAP-FHGF1_C07_059 -               22     863       7     854       1     858    1447    +    9.4e-145  481.6  20.4  -
Desulfurellaceae_Desulfurella                    -          A0224_LKAP-FHGF1_C07_059 -               17     879       6     858       1     860    1526    +    9.5e-145  481.8  20.5  -
Methylobacteriaceae_Meganema                     -          A0224_LKAP-FHGF1_C07_059 -               21     811       6     858       1     861    1383    +    1.2e-144  481.5  20.0  -
Selenomonadaceae_Pectinatus                      -          A0224_LKAP-FHGF1_C07_059 -               42     896       7     857       2     860    1511    +    1.3e-144  481.1  19.8  -
Dictyoglomaceae_Dictyoglomus                     -          A0224_LKAP-FHGF1_C07_059 -               43     891       6     857       2     860    1541    +    1.3e-144  481.2  20.7  -
Phyllobacteriaceae_Lentilitoribacter             -          A0224_LKAP-FHGF1_C07_059 -               21     814       6     859       1     861    1443    +    1.5e-144  481.3  19.5  -
Cytophagaceae_Flexibacter                        -          A0224_LKAP-FHGF1_C07_059 -               50     879       7     855       1     859    1463    +    1.8e-144  480.9  20.2  -
Comamonadaceae_Melaminivora                      -          A0224_LKAP-FHGF1_C07_059 -               44     855      47     858      23     861    1436    +      2e-144  480.6  20.8  -
Chlorobiaceae_Chlorobium                         -          A0224_LKAP-FHGF1_C07_059 -               41     871       6     857       1     860    1465    +    2.2e-144  480.5  20.7  -
Beijerinckiaceae_Methylovirgula                  -          A0224_LKAP-FHGF1_C07_059 -               40     833       6     859       1     861    1402    +    2.2e-144  480.5  20.4  -
Marinilabiliaceae_Carboxylicivirga               -          A0224_LKAP-FHGF1_C07_059 -               21     860       6     855       1     859    1445    +    2.5e-144  480.1  20.8  -
Flavobacteriaceae_Nonlabens                      -          A0224_LKAP-FHGF1_C07_059 -               21     865       6     857       1     860    1448    +    3.2e-144  479.8  20.2  -
Bradymonadaceae_Bradymonas                       -          A0224_LKAP-FHGF1_C07_059 -               22     861       7     858       1     861    1461    +    3.9e-144  479.5  20.7  -
Rhodospirillaceae_Telmatospirillum               -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     858       1     861    1344    +    4.5e-144  479.5  19.5  -
Halobacteroidaceae_Natroniella                   -          A0224_LKAP-FHGF1_C07_059 -               16     860       7     857       2     860    1467    +    4.8e-144  479.3  19.6  -
Alphaproteobacteria_Phreatobacter                -          A0224_LKAP-FHGF1_C07_059 -               21     812       6     859       1     861    1402    +    4.8e-144  479.7  19.9  -
Rhodospirillaceae_Rhodospira                     -          A0224_LKAP-FHGF1_C07_059 -               69     859       7     858       1     861    1465    +    4.9e-144  479.4  20.4  -
Sandaracinaceae_Sandaracinus                     -          A0224_LKAP-FHGF1_C07_059 -               11     871       7     858       1     861    1506    +      5e-144  479.5  20.2  -
Hyphomonadaceae_Fretibacter                      -          A0224_LKAP-FHGF1_C07_059 -               29     832       6     859       1     861    1412    +    5.3e-144  479.5  19.7  -
Desulfobulbaceae_Desulfurivibrio                 -          A0224_LKAP-FHGF1_C07_059 -               11     874       7     858       2     861    1409    +    6.9e-144  478.9  20.0  -
Cystobacteraceae_Hyalangium                      -          A0224_LKAP-FHGF1_C07_059 -               21     879       6     858       1     861    1491    +    7.6e-144  478.7  20.3  -
Erysipelotrichaceae_Breznakia                    -          A0224_LKAP-FHGF1_C07_059 -               26     897       6     854       1     859    1508    +    7.7e-144  478.5  21.0  -
Rhizobiaceae_Ciceribacter                        -          A0224_LKAP-FHGF1_C07_059 -                7     797       7     859       3     861    1392    +    7.8e-144  479.0  19.9  -
Clostridiales_Helcococcus                        -          A0224_LKAP-FHGF1_C07_059 -               38     868       7     854       2     859    1458    +    7.8e-144  478.6  20.2  -
Sphingobacteriaceae_Solitalea                    -          A0224_LKAP-FHGF1_C07_059 -               21     860       6     858       1     861    1475    +    8.2e-144  478.8  20.3  -
Methylocystaceae_Hartmannibacter                 -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1426    +    8.5e-144  478.8  19.8  -
Desulfarculaceae_Desulfarculus                   -          A0224_LKAP-FHGF1_C07_059 -               41     909       6     858       1     861    1522    +    9.3e-144  478.6  20.2  -
Syntrophomonadaceae_Pelospora                    -          A0224_LKAP-FHGF1_C07_059 -               41     913       6     859       1     861    1500    +    9.5e-144  478.5  20.4  -
Phyllobacteriaceae_Tianweitania                  -          A0224_LKAP-FHGF1_C07_059 -               41     832       6     859       1     861    1447    +    9.6e-144  478.6  20.0  -
Desulfovibrionaceae_Lawsonia                     -          A0224_LKAP-FHGF1_C07_059 -               49     904       7     859       1     861    1552    +      1e-143  478.5  20.4  -
Aurantimonadaceae_Jiella                         -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1445    +      1e-143  478.5  19.5  -
Polyangiaceae_Byssovorax                         -          A0224_LKAP-FHGF1_C07_059 -               34     894       5     858       1     861    1529    +    1.2e-143  478.2  20.5  -
Leptotrichiaceae_Leptotrichia                    -          A0224_LKAP-FHGF1_C07_059 -               41     860       7     857       3     860    1486    +    1.3e-143  477.9  20.0  -
Phyllobacteriaceae_Oricola                       -          A0224_LKAP-FHGF1_C07_059 -               25     818       6     859       1     861    1455    +    1.4e-143  477.9  19.5  -
Myxococcaceae_Pyxidicoccus                       -          A0224_LKAP-FHGF1_C07_059 -               21     881       6     858       1     861    1493    +    1.5e-143  477.7  20.1  -
Rhodobacteraceae_Agaricicola                     -          A0224_LKAP-FHGF1_C07_059 -               40     833       6     859       1     861    1436    +    1.8e-143  477.5  19.8  -
Flammeovirgaceae_Marivirga                       -          A0224_LKAP-FHGF1_C07_059 -               21     856       6     855       1     860    1476    +    1.8e-143  477.6  20.0  -
Rhodospirillaceae_Tagaea                         -          A0224_LKAP-FHGF1_C07_059 -               44     847       7     858       1     861    1467    +    2.1e-143  477.3  19.9  -
Syntrophobacteraceae_Desulforhabdus              -          A0224_LKAP-FHGF1_C07_059 -               21     886       6     858       1     861    1482    +    2.2e-143  477.5  19.8  -
Polyangiaceae_Sorangium                          -          A0224_LKAP-FHGF1_C07_059 -               43     903       6     858       1     861    1520    +    2.3e-143  477.3  20.4  -
Cyclobacteriaceae_Algoriphagus                   -          A0224_LKAP-FHGF1_C07_059 -               21     858       6     854       1     860    1446    +    3.4e-143  476.6  20.8  -
Desulfovibrionaceae_Bilophila                    -          A0224_LKAP-FHGF1_C07_059 -               38     893       7     859       1     861    1500    +      4e-143  476.3  20.3  -
Desulfomicrobiaceae_Desulfoplanes                -          A0224_LKAP-FHGF1_C07_059 -               21     882       6     859       1     861    1437    +    4.9e-143  476.1  20.0  -
Hyphomonadaceae_Hellea                           -          A0224_LKAP-FHGF1_C07_059 -               27     830       6     859       1     861    1412    +    5.2e-143  476.1  19.6  -
Geobacteraceae_Geopsychrobacter                  -          A0224_LKAP-FHGF1_C07_059 -               41     877       6     858       1     861    1493    +    6.5e-143  475.6  20.2  -
Cyclobacteriaceae_Belliella                      -          A0224_LKAP-FHGF1_C07_059 -               27     862       6     854       1     860    1451    +    6.7e-143  475.7  20.5  -
Deltaproteobacteria_Dissulfuribacter             -          A0224_LKAP-FHGF1_C07_059 -               27     893       6     858       1     861    1502    +    7.3e-143  475.7  20.4  -
Rhodospirillaceae_Tistlia                        -          A0224_LKAP-FHGF1_C07_059 -               31     824       6     858       1     861    1299    +    9.2e-143  475.6  20.2  -
Beijerinckiaceae_Methyloferula                   -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1408    +    9.2e-143  475.2  20.3  -
Spirochaetaceae_Sediminispirochaeta              -          A0224_LKAP-FHGF1_C07_059 -               33     876      11     857       3     860    1520    +    9.8e-143  474.9  20.7  -
Acetobacteraceae_Endobacter                      -          A0224_LKAP-FHGF1_C07_059 -               45     843       7     858       1     861    1492    +      1e-142  475.4  20.7  -
Desulfuromonadaceae_Malonomonas                  -          A0224_LKAP-FHGF1_C07_059 -               41     880       6     858       1     861    1525    +      1e-142  475.0  20.5  -
Acidobacteria_Thermoanaerobaculum                -          A0224_LKAP-FHGF1_C07_059 -               20     885       5     859       1     861    1464    +      1e-142  475.2  20.7  -
Cyclobacteriaceae_Cyclobacterium                 -          A0224_LKAP-FHGF1_C07_059 -               21     859       6     857       1     860    1465    +      1e-142  475.0  20.2  -
Sphingobacteriaceae_Sphingobacterium             -          A0224_LKAP-FHGF1_C07_059 -               27     873       6     857       1     860    1463    +    1.1e-142  474.8  20.5  -
Hyphomicrobiaceae_Cucumibacter                   -          A0224_LKAP-FHGF1_C07_059 -               15     806       6     859       1     861    1358    +    1.3e-142  474.8  19.8  -
Lachnospiraceae_Dorea                            -          A0224_LKAP-FHGF1_C07_059 -                1     758      76     857      76     860    1316    +    1.3e-142  474.8  17.1  -
Rhodobacteraceae_Halodurantibacterium            -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     861    1387    +    1.3e-142  474.8  19.1  -
Methylocystaceae_Oharaeibacter                   -          A0224_LKAP-FHGF1_C07_059 -               21     817       6     859       1     861    1408    +    1.4e-142  474.8  20.1  -
Anaplasmataceae_Anaplasma                        -          A0224_LKAP-FHGF1_C07_059 -               33     843       7     858       1     861    1433    +    1.4e-142  474.8  19.9  -
Rhodobiaceae_Roseospirillum                      -          A0224_LKAP-FHGF1_C07_059 -                9     765      56     858      46     861    1310    +    1.4e-142  474.7  19.9  -
Myxococcaceae_Aggregicoccus                      -          A0224_LKAP-FHGF1_C07_059 -               41     901       6     858       1     861    1531    +    1.5e-142  474.4  20.1  -
Thermoanaerobacteraceae_Calderihabitans          -          A0224_LKAP-FHGF1_C07_059 -               21     899       6     858       1     861    1503    +    1.5e-142  474.6  20.8  -
Rhodospirillaceae_Aliidongia                     -          A0224_LKAP-FHGF1_C07_059 -               41     835       6     859       1     861    1447    +    1.6e-142  474.4  19.8  -
Rhodobacteraceae_Paenirhodobacter                -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1428    +    1.7e-142  474.3  19.6  -
Spirochaetaceae_Alkalispirochaeta                -          A0224_LKAP-FHGF1_C07_059 -               17     855      11     853       2     857    1462    +    1.9e-142  474.1  21.5  -
Xanthobacteraceae_Pseudorhodoplanes              -          A0224_LKAP-FHGF1_C07_059 -               29     820       6     859       1     861    1424    +    1.9e-142  474.2  21.0  -
Fervidobacteriaceae_Thermosipho                  -          A0224_LKAP-FHGF1_C07_059 -               29     893       6     854       2     859    1514    +    2.4e-142  473.8  21.1  -
Entomoplasmataceae_Mesoplasma                    -          A0224_LKAP-FHGF1_C07_059 -               28     853       6     845       1     859    1497    +    2.5e-142  473.9  18.7  -
Halobacteroidaceae_Halanaerobacter               -          A0224_LKAP-FHGF1_C07_059 -               41     869       7     855       2     860    1437    +    2.6e-142  473.6  20.2  -
Rhodobacteraceae_Vadicella                       -          A0224_LKAP-FHGF1_C07_059 -               27     820       6     859       1     861    1439    +    2.8e-142  473.7  19.6  -
Actinomycetaceae_Flaviflexus                     -          A0224_LKAP-FHGF1_C07_059 -               30     833      48     857      27     860    1400    +    3.2e-142  473.4  20.6  -
Rhodospirillaceae_Limimonas                      -          A0224_LKAP-FHGF1_C07_059 -               27     807      50     858      29     861    1407    +      4e-142  473.2  21.1  -
Xanthobacteraceae_Pseudolabrys                   -          A0224_LKAP-FHGF1_C07_059 -                3     762      58     859      56     861    1386    +    4.3e-142  473.1  19.9  -
Rhodobacteraceae_Silicimonas                     -          A0224_LKAP-FHGF1_C07_059 -               27     818       6     859       1     861    1395    +    4.9e-142  472.8  19.6  -
Haliscomenobacteraceae_Phaeodactylibacter        -          A0224_LKAP-FHGF1_C07_059 -               43     879       7     854       1     858    1486    +    6.5e-142  472.5  20.5  -
Phaselicystidaceae_Phaselicystis                 -          A0224_LKAP-FHGF1_C07_059 -               40     898       6     858       1     861    1539    +    6.6e-142  472.5  20.3  -
Flavobacteriaceae_Euzebyella                     -          A0224_LKAP-FHGF1_C07_059 -               40     887       5     857       1     860    1489    +    6.7e-142  472.2  19.9  -
Rhodobacteraceae_Oceanicella                     -          A0224_LKAP-FHGF1_C07_059 -               39     831       6     858       1     861    1431    +    6.9e-142  472.6  19.8  -
Brucellaceae_Falsochrobactrum                    -          A0224_LKAP-FHGF1_C07_059 -               40     833       6     859       1     861    1458    +    7.4e-142  472.4  19.7  -
Phormidiaceae_Cephalothrix                       -          A0224_LKAP-FHGF1_C07_059 -               42     834       7     854       2     859    1481    +    8.5e-142  472.0  20.8  -
Xanthobacteraceae_Variibacter                    -          A0224_LKAP-FHGF1_C07_059 -               21     812       6     859       1     861    1407    +    8.5e-142  472.2  20.3  -
Flavobacteriaceae_Moheibacter                    -          A0224_LKAP-FHGF1_C07_059 -               42     876       7     857       1     860    1481    +      1e-141  471.4  19.3  -
Anaeroplasmataceae_Anaeroplasma                  -          A0224_LKAP-FHGF1_C07_059 -               47     849       6     853       2     859    1435    +      1e-141  471.6  19.2  -
Rhodobacteraceae_Albirhodobacter                 -          A0224_LKAP-FHGF1_C07_059 -                6     814       6     859       3     861    1405    +      1e-141  471.7  19.9  -
Rhodobacteraceae_Frigidibacter                   -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1428    +    1.8e-141  471.0  19.7  -
Rhodospirillaceae_Defluviicoccus                 -          A0224_LKAP-FHGF1_C07_059 -               41     836       7     858       1     861    1452    +    1.8e-141  471.1  20.4  -
Ruminococcaceae_Anaerofilum                      -          A0224_LKAP-FHGF1_C07_059 -               46     893       5     855       1     860    1468    +    2.1e-141  470.3  20.1  -
Syntrophaceae_Smithella                          -          A0224_LKAP-FHGF1_C07_059 -               35     899       6     859       1     861    1371    +    2.7e-141  470.4  20.0  -
Selenomonadaceae_Megamonas                       -          A0224_LKAP-FHGF1_C07_059 -               33     851      57     857      37     860    1475    +    2.8e-141  470.2  19.8  -
Rhodobacteraceae_Pleomorphobacterium             -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     858       1     861    1432    +    2.9e-141  470.5  19.8  -
Prevotellaceae_Prevotella                        -          A0224_LKAP-FHGF1_C07_059 -               42     887       7     854       3     857    1482    +    3.3e-141  469.7  20.8  -
Acetobacteraceae_Kozakia                         -          A0224_LKAP-FHGF1_C07_059 -               22     816       7     858       1     861    1415    +      4e-141  470.0  20.3  -
Flavobacteriaceae_Zeaxanthinibacter              -          A0224_LKAP-FHGF1_C07_059 -               21     866       6     857       1     860    1451    +    4.2e-141  469.5  20.3  -
Thermoactinomycetaceae_Polycladomyces            -          A0224_LKAP-FHGF1_C07_059 -               21     891       6     858       1     861    1485    +    4.3e-141  469.8  20.4  -
Desulfobulbaceae_Desulfoprunum                   -          A0224_LKAP-FHGF1_C07_059 -               13     836      55     859      42     861    1357    +    4.6e-141  469.7  19.9  -
Clostridiaceae_Lutispora                         -          A0224_LKAP-FHGF1_C07_059 -               21     855       6     858       1     861    1438    +    4.8e-141  469.6  19.9  -
Rhodospirillaceae_Lacibacterium                  -          A0224_LKAP-FHGF1_C07_059 -               29     787      59     859      38     861    1401    +    5.2e-141  469.5  18.9  -
Roseiarcaceae_Roseiarcus                         -          A0224_LKAP-FHGF1_C07_059 -               40     831       6     859       1     861    1399    +    5.4e-141  469.3  20.6  -
Actinomycetaceae_Mobiluncus                      -          A0224_LKAP-FHGF1_C07_059 -               21     866       7     858       2     860    1477    +    5.4e-141  469.0  21.0  -
Flavobacteriaceae_Pseudofulvibacter              -          A0224_LKAP-FHGF1_C07_059 -               22     859       7     857       1     860    1442    +    5.5e-141  469.2  20.4  -
Desulfarculaceae_Dethiosulfatarculus             -          A0224_LKAP-FHGF1_C07_059 -               30     898       6     858       1     861    1516    +    6.1e-141  469.2  19.9  -
Labilitrichaceae_Labilithrix                     -          A0224_LKAP-FHGF1_C07_059 -               20     883       5     858       1     861    1483    +    7.4e-141  468.8  20.1  -
Methylobacteriaceae_Psychroglaciecola            -          A0224_LKAP-FHGF1_C07_059 -                2     786      15     859      14     861    1353    +    7.7e-141  468.9  20.4  -
Sphingobacteriaceae_Pedobacter                   -          A0224_LKAP-FHGF1_C07_059 -               21     859       6     857       1     860    1449    +    7.8e-141  468.8  20.6  -
Desulfobacteraceae_Desulfatitalea                -          A0224_LKAP-FHGF1_C07_059 -               22     889       7     858       1     861    1485    +      8e-141  468.7  19.9  -
Acetobacteraceae_Saccharibacter                  -          A0224_LKAP-FHGF1_C07_059 -               36     829       7     857       1     861    1436    +      8e-141  469.0  19.7  -
Rhodobacteraceae_Roseicyclus                     -          A0224_LKAP-FHGF1_C07_059 -               31     823       6     858       1     861    1435    +    9.3e-141  468.6  19.1  -
Emcibacteraceae_Emcibacter                       -          A0224_LKAP-FHGF1_C07_059 -               41     845       6     859       1     861    1460    +      1e-140  468.6  19.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          A0224_LKAP-FHGF1_C07_059 -               41     903       6     858       1     861    1549    +    1.1e-140  468.4  20.7  -
Chlorobiaceae_Prosthecochloris                   -          A0224_LKAP-FHGF1_C07_059 -               41     872       6     857       2     860    1495    +    1.6e-140  467.7  20.3  -
Kosmotogaceae_Kosmotoga                          -          A0224_LKAP-FHGF1_C07_059 -               23     858       7     855       2     860    1458    +    1.6e-140  468.0  21.3  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          A0224_LKAP-FHGF1_C07_059 -               30     860      51     859      38     861    1453    +    1.7e-140  467.7  20.3  -
Rhodobacteraceae_Tabrizicola                     -          A0224_LKAP-FHGF1_C07_059 -               20     812       6     858       1     861    1388    +    1.7e-140  467.8  20.1  -
Rhodobacteraceae_Roseicitreum                    -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1429    +    1.7e-140  467.7  19.7  -
Flavobacteriaceae_Bizionia                       -          A0224_LKAP-FHGF1_C07_059 -               21     866       6     857       1     860    1449    +    1.8e-140  467.5  20.2  -
Desulfobacteraceae_Desulforegula                 -          A0224_LKAP-FHGF1_C07_059 -               40     896       7     859       1     861    1524    +    1.8e-140  467.7  20.5  -
Flavobacteriaceae_Leeuwenhoekiella               -          A0224_LKAP-FHGF1_C07_059 -               21     868       6     857       1     860    1481    +    2.1e-140  467.2  20.6  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          A0224_LKAP-FHGF1_C07_059 -               21     816       6     859       1     861    1393    +    2.1e-140  467.4  19.1  -
Chitinophagaceae_Chitinophaga                    -          A0224_LKAP-FHGF1_C07_059 -               28     866       6     854       1     860    1476    +    2.1e-140  467.7  20.9  -
Porphyromonadaceae_Paludibacter                  -          A0224_LKAP-FHGF1_C07_059 -               29     872       6     857       1     860    1471    +    2.2e-140  467.4  20.2  -
Rhodobacteraceae_Pseudoroseicyclus               -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     861    1418    +      3e-140  467.0  19.7  -
Cyclobacteriaceae_Echinicola                     -          A0224_LKAP-FHGF1_C07_059 -               15     820      44     854      24     859    1388    +    3.4e-140  466.7  19.9  -
Clostridiales_Acidaminobacter                    -          A0224_LKAP-FHGF1_C07_059 -               20     859       6     859       1     861    1468    +    3.5e-140  466.8  21.2  -
Acidobacteria_Luteitalea                         -          A0224_LKAP-FHGF1_C07_059 -               42     904       6     859       1     861    1506    +    3.6e-140  466.9  20.3  -
Marinifilaceae_Marinifilum                       -          A0224_LKAP-FHGF1_C07_059 -               21     862       6     855       1     859    1451    +    3.9e-140  466.4  20.7  -
Prolixibacteraceae_Sunxiuqinia                   -          A0224_LKAP-FHGF1_C07_059 -               21     797       6     787       1     814    1445    +    3.9e-140  466.4  19.8  -
Flavobacteriaceae_Muricauda                      -          A0224_LKAP-FHGF1_C07_059 -               21     865       6     857       1     860    1461    +      4e-140  466.4  20.5  -
Thermodesulfobiaceae_Coprothermobacter           -          A0224_LKAP-FHGF1_C07_059 -               37     871       6     857       2     860    1529    +    4.2e-140  466.2  20.9  -
Thermoactinomycetaceae_Paludifilum               -          A0224_LKAP-FHGF1_C07_059 -               21     882       6     858       1     861    1362    +    4.6e-140  466.5  20.7  -
Alphaproteobacteria_Eilatimonas                  -          A0224_LKAP-FHGF1_C07_059 -               46     867       6     858       1     861    1494    +    4.6e-140  466.4  20.5  -
Thermoanaerobacterales_Thermovenabulum           -          A0224_LKAP-FHGF1_C07_059 -               41     872       6     858       1     861    1424    +    5.1e-140  466.2  21.6  -
Oligoflexaceae_Oligoflexus                       -          A0224_LKAP-FHGF1_C07_059 -               21     863       6     858       1     861    1458    +    5.1e-140  466.2  20.4  -
Porphyromonadaceae_Dysgonomonas                  -          A0224_LKAP-FHGF1_C07_059 -               21     864       6     854       2     857    1465    +    5.4e-140  465.8  21.1  -
Flavobacteriaceae_Empedobacter                   -          A0224_LKAP-FHGF1_C07_059 -               42     877       6     857       1     860    1484    +    5.9e-140  465.6  19.6  -
Flavobacteriaceae_Arenibacter                    -          A0224_LKAP-FHGF1_C07_059 -               21     863       6     857       1     860    1446    +    6.1e-140  465.7  20.6  -
Chitinophagaceae_Taibaiella                      -          A0224_LKAP-FHGF1_C07_059 -               15     848       5     854       1     860    1427    +    7.3e-140  465.7  20.4  -
Sporomusaceae_Propionispora                      -          A0224_LKAP-FHGF1_C07_059 -               40     901       6     857       1     860    1548    +    7.4e-140  465.4  20.1  -
Polyangiaceae_Minicystis                         -          A0224_LKAP-FHGF1_C07_059 -               40     899       5     858       1     861    1550    +    7.6e-140  465.6  20.3  -
Rhodobacteraceae_Rubricella                      -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     859       1     861    1416    +    8.3e-140  465.5  19.4  -
Flavobacteriaceae_Robiginitalea                  -          A0224_LKAP-FHGF1_C07_059 -               44     888       6     856       1     860    1525    +    8.3e-140  465.4  20.4  -
Rhodobacteraceae_Acuticoccus                     -          A0224_LKAP-FHGF1_C07_059 -               29     821       6     859       1     861    1397    +    8.6e-140  465.6  19.0  -
Syntrophobacteraceae_Desulfovirga                -          A0224_LKAP-FHGF1_C07_059 -               28     891       6     858       1     861    1524    +    8.6e-140  465.6  20.1  -
Rhodobacteraceae_Nesiotobacter                   -          A0224_LKAP-FHGF1_C07_059 -                1     793       7     859       7     861    1384    +    8.6e-140  465.4  19.9  -
Coriobacteriaceae_Collinsella                    -          A0224_LKAP-FHGF1_C07_059 -               40     858       5     857       1     860    1468    +    8.9e-140  465.6  20.5  -
Rhodobacteraceae_Rubribacterium                  -          A0224_LKAP-FHGF1_C07_059 -               18     800       6     858       1     861    1380    +      1e-139  465.4  20.7  -
Flavobacteriaceae_Lacinutrix                     -          A0224_LKAP-FHGF1_C07_059 -               24     865       6     857       1     860    1464    +    1.1e-139  464.9  20.4  -
Eggerthellaceae_Eggerthella                      -          A0224_LKAP-FHGF1_C07_059 -               41     863       6     857       1     860    1505    +    1.3e-139  464.5  20.0  -
Deltaproteobacteria_Dissulfurimicrobium          -          A0224_LKAP-FHGF1_C07_059 -               41     907       6     858       1     861    1521    +    1.4e-139  464.7  20.3  -
Hyphomonadaceae_Woodsholea                       -          A0224_LKAP-FHGF1_C07_059 -               22     811       7     858       1     861    1421    +    1.5e-139  464.6  19.9  -
