# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_C01_011_2017_1 -               26     971       9     957       5     959    1526    +           0 1138.3  28.6  -
Deltaproteobacteria_Dissulfuribacter             -          LKAP-GUTHK2_C01_011_2017_1 -               20     960      10     956       4     959    1502    +    5.1e-157  522.7  26.9  -
Clostridiaceae_Extibacter                        -          LKAP-GUTHK2_C01_011_2017_1 -               21     938       8     956       3     959    1436    +    5.5e-157  522.4  27.0  -
Beutenbergiaceae_Beutenbergia                    -          LKAP-GUTHK2_C01_011_2017_1 -               22     929       9     952       4     959    1485    +    5.7e-157  522.4  27.0  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP-GUTHK2_C01_011_2017_1 -               13     920       9     951       5     956    1439    +    6.2e-157  522.3  26.3  -
Dermabacteraceae_Devriesea                       -          LKAP-GUTHK2_C01_011_2017_1 -               32     931       9     952       4     959    1476    +    6.3e-157  522.1  26.2  -
Porphyromonadaceae_Paludibacter                  -          LKAP-GUTHK2_C01_011_2017_1 -               36     936      21     951       7     956    1471    +    6.3e-157  522.4  25.6  -
Microbacteriaceae_Aurantimicrobium               -          LKAP-GUTHK2_C01_011_2017_1 -               12     915       8     952       4     959    1473    +    7.3e-157  522.0  25.7  -
Microbacteriaceae_Rhodoluna                      -          LKAP-GUTHK2_C01_011_2017_1 -                6     902      14     952       9     959    1423    +    7.8e-157  522.0  25.7  -
Eubacteriaceae_Anaerofustis                      -          LKAP-GUTHK2_C01_011_2017_1 -                4     910       9     956       6     959    1462    +    7.8e-157  522.0  26.6  -
Clostridiales_Muricomes                          -          LKAP-GUTHK2_C01_011_2017_1 -               21     939       8     956       3     959    1431    +    7.8e-157  521.9  27.0  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-GUTHK2_C01_011_2017_1 -                5     921       8     952       5     959    1445    +    8.7e-157  521.7  26.3  -
Dermatophilaceae_Austwickia                      -          LKAP-GUTHK2_C01_011_2017_1 -               18     919       9     952       4     959    1495    +    9.3e-157  521.8  26.1  -
Micromonosporaceae_Xiangella                     -          LKAP-GUTHK2_C01_011_2017_1 -               33     930       8     952       4     959    1512    +    9.5e-157  521.7  26.1  -
Gammaproteobacteria_Litorivivens                 -          LKAP-GUTHK2_C01_011_2017_1 -               13     930       9     952       2     959    1456    +    1.2e-156  521.2  26.6  -
Micromonosporaceae_Mangrovihabitans              -          LKAP-GUTHK2_C01_011_2017_1 -               32     934       8     952       4     959    1484    +    1.3e-156  521.3  26.4  -
Myxococcaceae_Aggregicoccus                      -          LKAP-GUTHK2_C01_011_2017_1 -               33     965       9     952       4     959    1531    +    1.6e-156  520.8  26.1  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-GUTHK2_C01_011_2017_1 -               80     937      77     951      52     956    1463    +    1.6e-156  520.7  25.4  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-GUTHK2_C01_011_2017_1 -                6     911      17     952      13     959    1417    +    1.7e-156  520.8  26.4  -
Ruminococcaceae_Mageeibacillus                   -          LKAP-GUTHK2_C01_011_2017_1 -               13     923       9     952       3     959    1480    +    2.1e-156  520.4  26.1  -
Spirochaetaceae_Salinispira                      -          LKAP-GUTHK2_C01_011_2017_1 -               66     982      12     951       4     957    1501    +    2.4e-156  520.2  26.7  -
Micromonosporaceae_Jishengella                   -          LKAP-GUTHK2_C01_011_2017_1 -               32     928       8     952       4     959    1508    +    2.4e-156  520.3  25.9  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP-GUTHK2_C01_011_2017_1 -               45     955       8     956       3     959    1480    +    2.7e-156  520.1  27.0  -
Verrucomicrobiaceae_Prosthecobacter              -          LKAP-GUTHK2_C01_011_2017_1 -               73     935      77     951      45     959    1469    +    3.1e-156  520.1  25.1  -
Erysipelotrichaceae_Dubosiella                   -          LKAP-GUTHK2_C01_011_2017_1 -               15     931       8     956       3     959    1460    +    3.1e-156  519.9  25.8  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-GUTHK2_C01_011_2017_1 -               22     942      11     952       4     958    1516    +    3.3e-156  519.7  26.7  -
Micromonosporaceae_Pseudosporangium              -          LKAP-GUTHK2_C01_011_2017_1 -               32     931       8     952       4     959    1513    +    3.4e-156  519.9  26.2  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-GUTHK2_C01_011_2017_1 -               22     932       9     951       4     956    1469    +    3.6e-156  519.7  27.2  -
Intrasporangiaceae_Oryzobacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               17     921       9     952       4     959    1467    +      4e-156  519.6  25.8  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-GUTHK2_C01_011_2017_1 -               22     932       8     951       4     956    1484    +    4.2e-156  519.4  26.5  -
Pasteurellaceae_Rodentibacter                    -          LKAP-GUTHK2_C01_011_2017_1 -               38     953       8     951       2     958    1478    +    4.4e-156  519.4  26.3  -
Euzebyaceae_Euzebya                              -          LKAP-GUTHK2_C01_011_2017_1 -               28     917      21     956       5     959    1476    +    4.5e-156  519.5  25.7  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-GUTHK2_C01_011_2017_1 -               13     945       9     952       4     959    1493    +    4.5e-156  519.3  26.1  -
Pasteurellaceae_Bisgaardia                       -          LKAP-GUTHK2_C01_011_2017_1 -               20     949       8     951       1     959    1389    +    4.5e-156  519.5  26.0  -
Lachnospiraceae_Parasporobacterium               -          LKAP-GUTHK2_C01_011_2017_1 -               12     929       8     956       3     959    1487    +    4.8e-156  519.4  26.6  -
Geodermatophilaceae_Antricoccus                  -          LKAP-GUTHK2_C01_011_2017_1 -                4     904      10     952       7     959    1415    +    4.8e-156  519.3  25.7  -
Clostridiales_Anaerovorax                        -          LKAP-GUTHK2_C01_011_2017_1 -               33     947       9     956       3     959    1500    +      5e-156  519.2  26.3  -
Holophagaceae_Holophaga                          -          LKAP-GUTHK2_C01_011_2017_1 -               75     951      80     952      58     959    1501    +    5.1e-156  519.4  25.6  -
Ruminococcaceae_Papillibacter                    -          LKAP-GUTHK2_C01_011_2017_1 -               26     932       9     956       4     959    1491    +    5.2e-156  519.2  26.2  -
Clostridiales_Proteinivorax                      -          LKAP-GUTHK2_C01_011_2017_1 -               29     933       8     952       3     959    1488    +    5.2e-156  519.0  25.7  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-GUTHK2_C01_011_2017_1 -                6     901      21     952      17     959    1452    +    5.3e-156  519.4  25.8  -
Microbacteriaceae_Diaminobutyricibacter          -          LKAP-GUTHK2_C01_011_2017_1 -               22     924       9     952       4     959    1466    +      6e-156  519.0  25.4  -
Thermoanaerobacterales_Mahella                   -          LKAP-GUTHK2_C01_011_2017_1 -               33     947       9     956       4     959    1531    +      7e-156  518.9  26.5  -
Acidobacteria_Vicinamibacter                     -          LKAP-GUTHK2_C01_011_2017_1 -               48     966      21     952       5     959    1515    +    7.6e-156  518.8  27.8  -
Clostridiales_Frisingicoccus                     -          LKAP-GUTHK2_C01_011_2017_1 -               32     950       8     956       3     959    1448    +    8.1e-156  518.6  26.6  -
Kineosporiaceae_Thalassiella                     -          LKAP-GUTHK2_C01_011_2017_1 -               20     922       9     952       4     959    1466    +    9.9e-156  518.4  26.1  -
Microbacteriaceae_Rudaibacter                    -          LKAP-GUTHK2_C01_011_2017_1 -               21     923       9     952       4     959    1466    +    1.1e-155  518.2  25.6  -
Microbacteriaceae_Klugiella                      -          LKAP-GUTHK2_C01_011_2017_1 -               36     938       9     952       4     959    1501    +    1.2e-155  518.0  25.9  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-GUTHK2_C01_011_2017_1 -               20     933       8     956       3     959    1423    +    1.5e-155  517.7  26.5  -
Ruminococcaceae_Pseudobacteroides                -          LKAP-GUTHK2_C01_011_2017_1 -               32     931       9     956       4     959    1506    +    1.5e-155  517.5  24.8  -
Lachnospiraceae_Robinsoniella                    -          LKAP-GUTHK2_C01_011_2017_1 -               33     948       8     956       3     959    1525    +    1.5e-155  517.6  26.7  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP-GUTHK2_C01_011_2017_1 -               49     978      22     952       5     958    1546    +    1.6e-155  517.6  27.7  -
Microbacteriaceae_Alpinimonas                    -          LKAP-GUTHK2_C01_011_2017_1 -               33     935       9     952       4     959    1513    +    1.6e-155  517.5  26.4  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-GUTHK2_C01_011_2017_1 -               41     951       8     952       4     959    1542    +    1.6e-155  517.6  25.7  -
Microbacteriaceae_Lysinibacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               33     935       9     952       4     959    1482    +    1.6e-155  517.6  25.7  -
Spirochaetaceae_Borreliella                      -          LKAP-GUTHK2_C01_011_2017_1 -               73     939      77     951      56     957    1484    +    1.7e-155  517.5  25.7  -
Brachyspiraceae_Brachyspira                      -          LKAP-GUTHK2_C01_011_2017_1 -               19     896      20     951       3     956    1441    +      2e-155  517.3  26.1  -
Natranaerobiaceae_Natronovirga                   -          LKAP-GUTHK2_C01_011_2017_1 -               28     749     209     955     189     959    1225    +      2e-155  517.1  19.6  -
Jiangellaceae_Haloactinopolyspora                -          LKAP-GUTHK2_C01_011_2017_1 -                6     892      17     952      13     959    1432    +      2e-155  517.3  25.1  -
Clostridiaceae_Cellulosibacter                   -          LKAP-GUTHK2_C01_011_2017_1 -              218    1069      76     956      54     959    1570    +    2.2e-155  517.0  25.6  -
Gaiellaceae_Gaiella                              -          LKAP-GUTHK2_C01_011_2017_1 -               35     958      11     952       4     959    1544    +    2.3e-155  516.9  27.1  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-GUTHK2_C01_011_2017_1 -                4     914       9     952       6     959    1418    +    2.3e-155  517.2  26.0  -
Intrasporangiaceae_Ornithinibacter               -          LKAP-GUTHK2_C01_011_2017_1 -                9     911       9     952       1     959    1441    +    2.9e-155  516.8  25.8  -
Clostridiales_Finegoldia                         -          LKAP-GUTHK2_C01_011_2017_1 -                4     895      21     952      18     959    1409    +    2.9e-155  516.7  26.6  -
Clostridiaceae_Eisenbergiella                    -          LKAP-GUTHK2_C01_011_2017_1 -                9     854      77     956      70     959    1390    +    3.2e-155  516.6  23.9  -
Microbacteriaceae_Compostimonas                  -          LKAP-GUTHK2_C01_011_2017_1 -               22     922      10     952       4     959    1422    +    3.6e-155  516.4  26.1  -
Flammeovirgaceae_Roseivirga                      -          LKAP-GUTHK2_C01_011_2017_1 -                7     914       9     951       5     956    1415    +    3.8e-155  516.5  26.9  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-GUTHK2_C01_011_2017_1 -               21     923       9     952       4     959    1464    +    3.9e-155  516.4  25.7  -
Clostridiaceae_Oxobacter                         -          LKAP-GUTHK2_C01_011_2017_1 -               40     932       9     956       4     959    1496    +    4.7e-155  515.9  24.7  -
Microbacteriaceae_Glaciibacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               14     925      10     952       4     959    1498    +    4.9e-155  515.9  26.7  -
Caldilineaceae_Litorilinea                       -          LKAP-GUTHK2_C01_011_2017_1 -               20     932       9     952       3     959    1543    +    5.1e-155  515.9  27.4  -
Thorselliaceae_Thorsellia                        -          LKAP-GUTHK2_C01_011_2017_1 -                9     911      21     951      14     959    1421    +    5.7e-155  515.6  26.1  -
Cystobacteraceae_Hyalangium                      -          LKAP-GUTHK2_C01_011_2017_1 -               14     943      10     952       4     959    1491    +    5.9e-155  515.7  26.3  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-GUTHK2_C01_011_2017_1 -               15     895      77     956      61     959    1413    +      6e-155  515.8  26.4  -
Dermacoccaceae_Demetria                          -          LKAP-GUTHK2_C01_011_2017_1 -                5     909       9     952       6     959    1457    +    6.7e-155  515.4  25.6  -
Acidaminococcaceae_Succinispira                  -          LKAP-GUTHK2_C01_011_2017_1 -               68     948      78     953      57     958    1495    +    6.9e-155  515.4  25.4  -
Sneathiellaceae_Oceanibacterium                  -          LKAP-GUTHK2_C01_011_2017_1 -               34     910      10     956       4     959    1397    +    7.9e-155  515.3  25.4  -
Deferribacteraceae_Flexistipes                   -          LKAP-GUTHK2_C01_011_2017_1 -               41     968       9     952       4     958    1498    +    8.3e-155  515.1  26.9  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-GUTHK2_C01_011_2017_1 -                5     895      44     952      40     959    1318    +    8.5e-155  515.2  26.0  -
Cyclobacteriaceae_Echinicola                     -          LKAP-GUTHK2_C01_011_2017_1 -               30     887      77     951      57     956    1388    +      9e-155  515.2  25.9  -
Pasteurellaceae_Volucribacter                    -          LKAP-GUTHK2_C01_011_2017_1 -               42     904      76     951      67     959    1434    +    9.2e-155  515.2  24.4  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-GUTHK2_C01_011_2017_1 -               28     926      21     951       4     956    1445    +    9.5e-155  514.8  25.7  -
Iamiaceae_Aquihabitans                           -          LKAP-GUTHK2_C01_011_2017_1 -               14     909      10     952       4     959    1439    +      1e-154  515.2  25.5  -
Lachnospiraceae_Syntrophococcus                  -          LKAP-GUTHK2_C01_011_2017_1 -               32     941       8     956       3     959    1535    +    1.1e-154  514.7  26.5  -
Intrasporangiaceae_Monashia                      -          LKAP-GUTHK2_C01_011_2017_1 -               33     937       9     952       4     959    1488    +    1.2e-154  514.7  26.1  -
Ignavibacteriaceae_Ignavibacterium               -          LKAP-GUTHK2_C01_011_2017_1 -               68     928      79     952      58     959    1461    +    1.4e-154  514.5  24.7  -
Pseudonocardiaceae_Labedaea                      -          LKAP-GUTHK2_C01_011_2017_1 -               19     915       8     952       4     959    1424    +    1.4e-154  514.5  25.6  -
Microbacteriaceae_Naasia                         -          LKAP-GUTHK2_C01_011_2017_1 -               24     922      11     952       4     959    1463    +    1.5e-154  514.4  25.4  -
Micrococcaceae_Auritidibacter                    -          LKAP-GUTHK2_C01_011_2017_1 -                5     906       9     952       6     959    1466    +    1.6e-154  514.2  26.1  -
Brucellaceae_Daeguia                             -          LKAP-GUTHK2_C01_011_2017_1 -               13     880       9     956       4     959    1441    +    1.7e-154  514.3  24.1  -
Anaplasmataceae_Neorickettsia                    -          LKAP-GUTHK2_C01_011_2017_1 -              100     913      81     951      61     959    1498    +    1.8e-154  514.1  23.4  -
Melioribacteraceae_Melioribacter                 -          LKAP-GUTHK2_C01_011_2017_1 -               36     953      10     952       4     959    1539    +    1.9e-154  513.9  26.2  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-GUTHK2_C01_011_2017_1 -               13     927       9     956       4     959    1451    +    1.9e-154  513.9  26.4  -
Lachnospiraceae_Anaerobium                       -          LKAP-GUTHK2_C01_011_2017_1 -               35     907      51     956      29     959    1402    +    1.9e-154  514.1  25.7  -
Lactobacillaceae_Sharpea                         -          LKAP-GUTHK2_C01_011_2017_1 -               55     929      76     956      30     959    1460    +    2.1e-154  514.0  26.8  -
Beutenbergiaceae_Miniimonas                      -          LKAP-GUTHK2_C01_011_2017_1 -               12     916       8     952       4     959    1447    +    2.2e-154  513.8  26.5  -
Intrasporangiaceae_Kribbia                       -          LKAP-GUTHK2_C01_011_2017_1 -               13     912       9     952       4     959    1476    +    2.2e-154  513.8  26.3  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-GUTHK2_C01_011_2017_1 -               31     959       8     952       2     959    1513    +    2.6e-154  513.6  26.7  -
Microbacteriaceae_Conyzicola                     -          LKAP-GUTHK2_C01_011_2017_1 -               21     920      10     952       4     959    1457    +    2.6e-154  513.5  25.8  -
Chitinophagaceae_Chitinophaga                    -          LKAP-GUTHK2_C01_011_2017_1 -               20     933       9     951       4     956    1476    +    2.6e-154  514.0  26.5  -
Cyclobacteriaceae_Lunatimonas                    -          LKAP-GUTHK2_C01_011_2017_1 -               48     944      21     951       4     956    1511    +    2.7e-154  513.5  26.4  -
Ruminococcaceae_Intestinimonas                   -          LKAP-GUTHK2_C01_011_2017_1 -               12     932       8     956       3     959    1475    +    2.7e-154  513.6  26.4  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-GUTHK2_C01_011_2017_1 -                7     836      78     951      72     959    1317    +    2.7e-154  513.7  24.6  -
Polyangiaceae_Byssovorax                         -          LKAP-GUTHK2_C01_011_2017_1 -               42     958      21     952       5     959    1529    +    3.1e-154  513.4  27.3  -
Intrasporangiaceae_Lapillicoccus                 -          LKAP-GUTHK2_C01_011_2017_1 -               15     904      21     952      10     959    1412    +    3.1e-154  513.3  25.7  -
Ruminococcaceae_Harryflintia                     -          LKAP-GUTHK2_C01_011_2017_1 -               27     873      78     956      68     959    1363    +    3.1e-154  513.1  23.5  -
Chitinophagaceae_Taibaiella                      -          LKAP-GUTHK2_C01_011_2017_1 -               10     915      10     951       4     956    1427    +    3.5e-154  513.3  25.7  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-GUTHK2_C01_011_2017_1 -               49     946      21     951       5     956    1486    +    3.5e-154  513.3  26.6  -
Porphyromonadaceae_Parabacteroides               -          LKAP-GUTHK2_C01_011_2017_1 -               36     949      12     951       5     956    1489    +    4.3e-154  513.0  25.9  -
Sporomusaceae_Anaerosinus                        -          LKAP-GUTHK2_C01_011_2017_1 -               62     945      77     952      56     959    1511    +    4.9e-154  512.4  25.3  -
Desulfobacteraceae_Desulfosalsimonas             -          LKAP-GUTHK2_C01_011_2017_1 -               13     954      10     952       3     959    1469    +    5.2e-154  512.6  27.0  -
Microbacteriaceae_Marisediminicola               -          LKAP-GUTHK2_C01_011_2017_1 -               33     933       9     952       4     959    1480    +    5.4e-154  512.4  26.0  -
Lachnospiraceae_Cuneatibacter                    -          LKAP-GUTHK2_C01_011_2017_1 -               32     949       8     956       3     959    1485    +    5.8e-154  512.5  27.4  -
Porphyromonadaceae_Coprobacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               59     962      21     951       7     956    1540    +    5.8e-154  512.4  26.6  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-GUTHK2_C01_011_2017_1 -                5     926       8     952       5     959    1475    +    7.2e-154  512.3  27.0  -
Sphingobacteriaceae_Solitalea                    -          LKAP-GUTHK2_C01_011_2017_1 -               67     923      78     951      43     956    1475    +    7.3e-154  512.3  25.3  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP-GUTHK2_C01_011_2017_1 -               14     911       8     952       4     959    1480    +    7.9e-154  512.0  25.7  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-GUTHK2_C01_011_2017_1 -               18     918      20     956       7     959    1393    +    8.9e-154  511.6  26.7  -
Erysipelotrichaceae_Bulleidia                    -          LKAP-GUTHK2_C01_011_2017_1 -               13     922       9     952       4     959    1479    +    9.2e-154  511.9  27.4  -
Cyclobacteriaceae_Belliella                      -          LKAP-GUTHK2_C01_011_2017_1 -               19     929       9     951       4     956    1451    +    9.5e-154  511.8  26.1  -
Acidobacteria_Luteitalea                         -          LKAP-GUTHK2_C01_011_2017_1 -               88     967      79     952      55     959    1506    +    9.7e-154  512.0  25.9  -
Rhodospirillaceae_Aliidongia                     -          LKAP-GUTHK2_C01_011_2017_1 -               33     898       9     952       4     959    1447    +    1.2e-153  511.4  24.8  -
Chitinivibrionaceae_Chitinivibrio                -          LKAP-GUTHK2_C01_011_2017_1 -               26     946      14     952       3     959    1488    +    1.2e-153  511.3  27.2  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-GUTHK2_C01_011_2017_1 -                2     905      15     951      14     956    1405    +    1.3e-153  511.6  25.2  -
Polyangiaceae_Minicystis                         -          LKAP-GUTHK2_C01_011_2017_1 -               48     963      21     952       5     959    1550    +    1.3e-153  511.3  26.3  -
Microbacteriaceae_Huakuichenia                   -          LKAP-GUTHK2_C01_011_2017_1 -               33     935       9     952       3     959    1482    +    1.6e-153  511.0  25.7  -
Erysipelotrichaceae_Coprobacillus                -          LKAP-GUTHK2_C01_011_2017_1 -               48     947      21     956       2     959    1485    +      2e-153  510.6  25.9  -
Erysipelotrichaceae_Faecalibaculum               -          LKAP-GUTHK2_C01_011_2017_1 -               32     951       8     956       3     959    1487    +    2.1e-153  510.7  26.6  -
Calditrichaeota_Calorithrix                      -          LKAP-GUTHK2_C01_011_2017_1 -               89     964      80     952      57     959    1453    +    2.8e-153  510.3  25.7  -
Aquificaceae_Thermocrinis                        -          LKAP-GUTHK2_C01_011_2017_1 -               15     935      20     951       9     958    1482    +    2.8e-153  510.2  27.3  -
Micromonosporaceae_Spirilliplanes                -          LKAP-GUTHK2_C01_011_2017_1 -               12     907       8     952       4     959    1470    +    2.9e-153  510.2  26.2  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-GUTHK2_C01_011_2017_1 -               88     960      77     956      47     959    1495    +    2.9e-153  510.2  25.8  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-GUTHK2_C01_011_2017_1 -               48     964      21     956       4     959    1527    +    3.1e-153  509.9  26.5  -
Lachnospiraceae_Agathobacter                     -          LKAP-GUTHK2_C01_011_2017_1 -               53     900      74     952      54     959    1434    +    3.1e-153  509.9  24.6  -
Spirillaceae_Spirillum                           -          LKAP-GUTHK2_C01_011_2017_1 -               28     953       8     951       1     959    1447    +    3.1e-153  510.2  26.6  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-GUTHK2_C01_011_2017_1 -               13     915       9     952       4     959    1476    +    3.2e-153  510.0  25.9  -
Microbacteriaceae_Canibacter                     -          LKAP-GUTHK2_C01_011_2017_1 -               16     901      21     952       9     959    1486    +    3.2e-153  509.9  26.1  -
Microbacteriaceae_Homoserinibacter               -          LKAP-GUTHK2_C01_011_2017_1 -               20     925       8     952       3     959    1468    +    3.8e-153  509.7  25.4  -
Chitinophagaceae_Sediminibacterium               -          LKAP-GUTHK2_C01_011_2017_1 -               52     908      78     951      57     956    1429    +    4.1e-153  509.7  24.3  -
Chlamydiaceae_Chlamydia                          -          LKAP-GUTHK2_C01_011_2017_1 -               51     966      21     951       4     959    1548    +    4.5e-153  509.3  26.5  -
Armatimonadaceae_Armatimonas                     -          LKAP-GUTHK2_C01_011_2017_1 -               11     905       8     952       3     959    1438    +    4.8e-153  509.3  24.9  -
Intrasporangiaceae_Marihabitans                  -          LKAP-GUTHK2_C01_011_2017_1 -                4     912       4     952       2     959    1435    +    4.8e-153  509.4  26.7  -
Cyclobacteriaceae_Cecembia                       -          LKAP-GUTHK2_C01_011_2017_1 -               32     943       8     951       4     956    1513    +    5.1e-153  509.3  26.1  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-GUTHK2_C01_011_2017_1 -               19     929       8     952       4     959    1469    +    5.3e-153  509.4  26.2  -
Dermatophilaceae_Piscicoccus                     -          LKAP-GUTHK2_C01_011_2017_1 -               12     911       8     952       4     959    1473    +      6e-153  509.0  26.3  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-GUTHK2_C01_011_2017_1 -               28     950      21     952       4     959    1482    +    6.4e-153  509.3  27.2  -
Nocardiaceae_Millisia                            -          LKAP-GUTHK2_C01_011_2017_1 -               34     931       9     952       4     959    1519    +    7.3e-153  508.9  25.4  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP-GUTHK2_C01_011_2017_1 -                6     849      47     956      40     959    1346    +    7.5e-153  508.8  23.7  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-GUTHK2_C01_011_2017_1 -                4     890      21     952      18     959    1450    +    7.6e-153  508.9  26.1  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-GUTHK2_C01_011_2017_1 -               12     934       8     952       2     959    1464    +    7.9e-153  508.8  26.7  -
Sandaracinaceae_Sandaracinus                     -          LKAP-GUTHK2_C01_011_2017_1 -               17     935      21     952       8     959    1506    +    7.9e-153  508.8  26.6  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-GUTHK2_C01_011_2017_1 -               12     908       8     952       4     959    1467    +    8.2e-153  508.7  26.2  -
Glycomycetaceae_Salilacibacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               32     942       8     952       4     959    1494    +    8.3e-153  508.8  26.1  -
Ruminococcaceae_Ethanoligenens                   -          LKAP-GUTHK2_C01_011_2017_1 -               47     924      20     956       5     959    1499    +    9.9e-153  508.3  24.7  -
Cellulomonadaceae_Tropicihabitans                -          LKAP-GUTHK2_C01_011_2017_1 -               13     913       9     952       4     959    1475    +      1e-152  508.3  26.1  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-GUTHK2_C01_011_2017_1 -               28     880      21     956       6     959    1387    +    1.2e-152  508.2  25.2  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-GUTHK2_C01_011_2017_1 -               42     959       9     952       3     959    1548    +    1.2e-152  508.1  27.1  -
Flavobacteriaceae_Lutibacter                     -          LKAP-GUTHK2_C01_011_2017_1 -               12     925       8     951       4     956    1444    +    1.3e-152  507.9  26.4  -
Lachnospiraceae_Sporobacterium                   -          LKAP-GUTHK2_C01_011_2017_1 -               27     943       8     956       3     959    1511    +    1.4e-152  507.9  26.3  -
Lachnospiraceae_Lachnospira                      -          LKAP-GUTHK2_C01_011_2017_1 -               28     945       8     956       3     959    1518    +    1.4e-152  507.8  26.6  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-GUTHK2_C01_011_2017_1 -               12     932       8     952       2     959    1463    +    1.5e-152  507.6  26.9  -
Pasteurellaceae_Avibacterium                     -          LKAP-GUTHK2_C01_011_2017_1 -               37     959       8     951       2     958    1480    +    1.6e-152  507.6  26.4  -
Microbacteriaceae_Parafrigoribacterium           -          LKAP-GUTHK2_C01_011_2017_1 -              121     970      75     952      53     959    1476    +    1.6e-152  507.7  24.5  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-GUTHK2_C01_011_2017_1 -               36     933      20     956       5     959    1472    +      2e-152  507.4  27.0  -
Lentisphaeraceae_Lentisphaera                    -          LKAP-GUTHK2_C01_011_2017_1 -               24     916       9     951       3     959    1465    +      2e-152  507.5  25.3  -
Beutenbergiaceae_Salana                          -          LKAP-GUTHK2_C01_011_2017_1 -                5     908       9     952       6     959    1447    +    2.6e-152  507.0  26.4  -
Cytophagaceae_Litoribacter                       -          LKAP-GUTHK2_C01_011_2017_1 -               57     918      77     951      56     956    1452    +      3e-152  506.9  24.4  -
Intrasporangiaceae_Humibacillus                  -          LKAP-GUTHK2_C01_011_2017_1 -               38     891      75     956      54     959    1480    +    3.4e-152  506.5  24.8  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-GUTHK2_C01_011_2017_1 -               81     931      74     952      49     959    1480    +    3.4e-152  506.6  24.7  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP-GUTHK2_C01_011_2017_1 -               39     867      76     956      30     959    1417    +    3.8e-152  506.4  23.9  -
Methylococcaceae_Methylomarinum                  -          LKAP-GUTHK2_C01_011_2017_1 -               12     934       8     952       2     959    1464    +    4.1e-152  506.2  26.7  -
Ruminococcaceae_Herbivorax                       -          LKAP-GUTHK2_C01_011_2017_1 -               34     890      69     956      48     959    1421    +    4.8e-152  505.9  25.2  -
Microbacteriaceae_Microterricola                 -          LKAP-GUTHK2_C01_011_2017_1 -               33     938       8     952       4     959    1442    +    5.2e-152  506.0  25.9  -
Rhodobiaceae_Tepidamorphus                       -          LKAP-GUTHK2_C01_011_2017_1 -               18     870      21     956       7     959    1391    +    5.5e-152  506.0  24.7  -
Dermabacteraceae_Helcobacillus                   -          LKAP-GUTHK2_C01_011_2017_1 -               13     918       9     952       4     959    1448    +    5.5e-152  505.7  26.7  -
Deferribacteraceae_Calditerrivibrio              -          LKAP-GUTHK2_C01_011_2017_1 -               75     943      81     951      59     957    1487    +    6.3e-152  505.7  25.9  -
