# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Rhodobacteraceae_Rhodobaculum                    -          A1d2_forward         -               26     870       3     900       1     900    1436    +    1.2e-158  528.0  17.8  -
Syntrophorhabdaceae_Syntrophorhabdus             -          A1d2_forward         -                3     917       3     900       1     900    1482    +    1.3e-158  527.7  17.9  -
Halobacteroidaceae_Fuchsiella                    -          A1d2_forward         -               20     929       3     900       2     900    1500    +    1.3e-158  527.6  17.5  -
Anaeroplasmataceae_Anaeroplasma                  -          A1d2_forward         -               31     887       5     900       3     900    1435    +    1.6e-158  527.4  17.5  -
Flavobacteriaceae_Moheibacter                    -          A1d2_forward         -               24     910       4     900       2     900    1481    +    1.6e-158  527.1  17.7  -
Rhodospirillales_Elioraea                        -          A1d2_forward         -                1     837      11     900      11     900    1413    +    1.7e-158  527.7  19.0  -
Fusobacteriaceae_Fusobacterium                   -          A1d2_forward         -               20     881       4     899       2     900    1443    +    1.8e-158  527.2  18.4  -
Sphingomonadaceae_Sandaracinobacter              -          A1d2_forward         -                2     833      17     900      16     900    1417    +      2e-158  527.1  16.8  -
Erythrobacteraceae_Erythromicrobium              -          A1d2_forward         -                1     837      11     900      11     900    1413    +      2e-158  527.0  17.3  -
Rhodobacteraceae_Marimonas                       -          A1d2_forward         -               12     856       3     900       1     900    1437    +    2.1e-158  527.2  18.0  -
Hyphomonadaceae_Woodsholea                       -          A1d2_forward         -                3     844       3     900       1     900    1421    +    2.1e-158  527.0  17.9  -
Flavobacteriaceae_Ulvibacter                     -          A1d2_forward         -                3     892       4     900       2     900    1440    +    2.2e-158  526.9  18.1  -
Beijerinckiaceae_Methylorosula                   -          A1d2_forward         -               20     861       3     900       1     900    1413    +    2.3e-158  526.8  17.9  -
Sphingomonadaceae_Hephaestia                     -          A1d2_forward         -                3     847       3     900       1     900    1411    +    2.4e-158  527.0  17.5  -
Veillonellaceae_Veillonella                      -          A1d2_forward         -               11     880      54     900      45     900    1407    +    2.5e-158  526.7  17.6  -
Cytophagaceae_Litoribacter                       -          A1d2_forward         -               15     887      24     899      11     900    1452    +    2.8e-158  526.8  17.7  -
Thermoanaerobacterales_Caldicellulosiruptor      -          A1d2_forward         -               20     924       3     900       2     900    1517    +    2.9e-158  526.5  18.3  -
Rhodospirillaceae_Rhodospira                     -          A1d2_forward         -               50     891       3     900       1     900    1465    +      3e-158  526.5  17.0  -
Kofleriaceae_Kofleria                            -          A1d2_forward         -               19     934       3     900       1     900    1498    +    3.2e-158  526.6  17.8  -
Emcibacteraceae_Emcibacter                       -          A1d2_forward         -               23     877       3     900       1     900    1460    +    3.4e-158  526.5  18.1  -
Crocinitomicaceae_Brumimicrobium                 -          A1d2_forward         -               13     904       4     900       2     900    1484    +    4.2e-158  526.0  17.8  -
Pasteurellaceae_Seminibacterium                  -          A1d2_forward         -               29     863      65     900      44     900    1405    +    4.2e-158  526.1  17.9  -
Clostridiales_Mogibacterium                      -          A1d2_forward         -               22     909       4     899       2     900    1477    +    4.6e-158  525.8  17.7  -
Fusobacteriaceae_Cetobacterium                   -          A1d2_forward         -               25     892       4     899       2     900    1505    +    5.4e-158  525.5  19.0  -
Rhodobacteraceae_Thalassobacter                  -          A1d2_forward         -               23     868       3     900       1     900    1465    +    5.5e-158  525.6  18.0  -
Deltaproteobacteria_Dissulfuribacter             -          A1d2_forward         -                9     926       3     900       1     900    1502    +    5.9e-158  525.7  18.1  -
Sphingobacteriaceae_Olivibacter                  -          A1d2_forward         -               13     902       4     900       2     900    1469    +    6.2e-158  525.4  18.3  -
Dermacoccaceae_Yimella                           -          A1d2_forward         -                2     860      27     900      26     900    1471    +    6.8e-158  525.2  18.7  -
Flavobacteriaceae_Empedobacter                   -          A1d2_forward         -               25     911       4     900       2     900    1484    +      7e-158  525.0  17.8  -
Rhodobacteraceae_Thiobacimonas                   -          A1d2_forward         -               23     865       3     900       1     900    1425    +    7.8e-158  525.1  17.3  -
Chitinophagaceae_Niabella                        -          A1d2_forward         -               39     868      69     899      48     900    1406    +    8.7e-158  525.2  17.3  -
Verrucomicrobiaceae_Roseibacillus                -          A1d2_forward         -               14     910       3     899       1     900    1473    +    1.1e-157  524.8  18.2  -
Flavobacteriaceae_Elizabethkingia                -          A1d2_forward         -               10     896       4     900       2     900    1450    +    1.2e-157  524.5  18.4  -
Halanaerobiaceae_Halanaerobium                   -          A1d2_forward         -               11     934       3     900       1     900    1503    +    1.4e-157  524.2  18.2  -
Acetobacteraceae_Rhodovarius                     -          A1d2_forward         -               25     868       4     900       2     900    1458    +    1.5e-157  524.5  17.9  -
Rhodospirillaceae_Tagaea                         -          A1d2_forward         -               25     880       3     900       1     900    1467    +    1.7e-157  524.0  18.0  -
Nautiliaceae_Nitratiruptor                       -          A1d2_forward         -                4     884       4     899       2     900    1409    +    1.8e-157  524.2  18.5  -
Prochlorococcaceae_Prochlorococcus               -          A1d2_forward         -               11     854       4     900       2     900    1465    +    1.8e-157  524.0  18.1  -
Leuconostocaceae_Leuconostoc                     -          A1d2_forward         -                1     903       9     899       9     900    1477    +      2e-157  523.9  18.4  -
Rhodobacteraceae_Boseongicola                    -          A1d2_forward         -                3     844       3     900       1     900    1391    +    2.1e-157  523.7  18.1  -
Flavobacteriaceae_Muricauda                      -          A1d2_forward         -                4     899       4     900       2     900    1461    +    2.3e-157  523.6  17.9  -
Flavobacteriaceae_Muriicola                      -          A1d2_forward         -               24     919       4     900       2     900    1490    +    2.6e-157  523.4  18.5  -
Flavobacteriaceae_Chryseobacterium               -          A1d2_forward         -                4     890       4     900       2     900    1439    +    2.8e-157  523.2  17.8  -
Rhizobiales_Alsobacter                           -          A1d2_forward         -               11     856       3     900       1     900    1467    +    3.4e-157  523.1  17.9  -
Clostridiales_Acetoanaerobium                    -          A1d2_forward         -                3     841      35     899      33     900    1343    +    4.1e-157  522.6  17.4  -
Roseiarcaceae_Roseiarcus                         -          A1d2_forward         -               22     863       3     900       1     900    1399    +    4.1e-157  522.7  18.2  -
Sphingobacteriaceae_Mucilaginibacter             -          A1d2_forward         -                4     893       4     900       2     900    1444    +    4.2e-157  522.8  17.8  -
Balneolaceae_Aliifodinibius                      -          A1d2_forward         -                4     882      19     900      16     900    1446    +    4.3e-157  522.8  17.4  -
Acidobacteria_Thermoanaerobaculum                -          A1d2_forward         -                4     917       4     900       2     900    1464    +    4.7e-157  522.7  18.1  -
Prevotellaceae_Alloprevotella                    -          A1d2_forward         -                4     903       4     900       2     900    1455    +    6.1e-157  522.2  17.4  -
Chlorobiaceae_Prosthecochloris                   -          A1d2_forward         -               23     906       3     900       2     900    1495    +    6.3e-157  522.1  17.5  -
Pasteurellaceae_Necropsobacter                   -          A1d2_forward         -               15     856      54     900      39     900    1272    +    7.8e-157  522.0  18.2  -
Rhodobacteraceae_Alkalimicrobium                 -          A1d2_forward         -               23     853       3     900       1     900    1411    +    8.2e-157  521.8  18.9  -
Rhodobacteraceae_Maliponia                       -          A1d2_forward         -                3     835       3     900       1     900    1373    +    9.2e-157  521.7  18.8  -
Bradyrhizobiaceae_Pararhizobium                  -          A1d2_forward         -                2     836      14     900      13     900    1421    +      1e-156  521.4  18.3  -
Synergistaceae_Aminobacterium                    -          A1d2_forward         -               20     898       3     900       2     900    1521    +    1.1e-156  521.3  19.8  -
Sphingobacteriaceae_Solitalea                    -          A1d2_forward         -                4     893       4     900       2     900    1475    +    1.2e-156  521.4  17.8  -
Cytophagales_Ohtaekwangia                        -          A1d2_forward         -                4     892       4     899       2     900    1444    +    1.2e-156  521.5  18.1  -
Eggerthellaceae_Gordonibacter                    -          A1d2_forward         -               10     880       4     900       2     900    1437    +    1.3e-156  521.1  18.7  -
Rhodobacteraceae_Marivivens                      -          A1d2_forward         -                3     846       3     900       1     900    1385    +    1.4e-156  521.0  17.6  -
Marinifilaceae_Marinifilum                       -          A1d2_forward         -                4     898       4     900       2     900    1451    +    1.4e-156  520.9  17.7  -
Flavobacteriaceae_Sediminicola                   -          A1d2_forward         -                4     891       4     900       2     900    1449    +    1.4e-156  520.8  18.2  -
Cytophagaceae_Dyadobacter                        -          A1d2_forward         -                4     879       4     899       2     900    1416    +    1.6e-156  520.8  18.2  -
Rhodobacteraceae_Litorisediminivivens            -          A1d2_forward         -                3     846       3     900       1     900    1390    +    1.7e-156  520.7  17.7  -
Iodidimonadaceae_Iodidimonas                     -          A1d2_forward         -               10     868       3     900       1     900    1437    +    1.8e-156  520.6  18.1  -
Actinomycetaceae_Flaviflexus                     -          A1d2_forward         -                2     867      31     900      30     900    1400    +    1.8e-156  520.6  17.7  -
Sporomusaceae_Propionispora                      -          A1d2_forward         -               22     935       3     900       2     900    1548    +      2e-156  520.4  18.2  -
Geobacteraceae_Geothermobacter                   -          A1d2_forward         -               24     941       3     900       1     900    1470    +      2e-156  520.4  18.0  -
Rhodobacteraceae_Marinibacterium                 -          A1d2_forward         -                3     844       3     900       1     900    1378    +    2.7e-156  520.1  17.8  -
Rhodobacteraceae_Brevirhabdus                    -          A1d2_forward         -                3     846       3     900       1     900    1384    +    3.1e-156  519.9  18.0  -
Rhodobacteraceae_Xuhuaishuia                     -          A1d2_forward         -                3     846       3     900       1     900    1384    +    3.1e-156  519.9  18.0  -
Rhodobacteraceae_Nautella                        -          A1d2_forward         -                1     841       6     900       6     900    1426    +    3.1e-156  519.8  17.8  -
Bradyrhizobiaceae_Oligotropha                    -          A1d2_forward         -               19     864       3     900       1     900    1477    +    3.2e-156  519.7  17.8  -
Rhodobacteraceae_Litorisediminicola              -          A1d2_forward         -                3     844       3     900       1     900    1382    +    3.3e-156  520.0  17.8  -
Clostridiaceae_Anaerosporobacter                 -          A1d2_forward         -                4     881       4     899       2     900    1442    +    3.8e-156  519.6  18.6  -
Hyphomicrobiaceae_Methylorhabdus                 -          A1d2_forward         -               23     864       3     900       1     900    1337    +      4e-156  519.6  17.7  -
Rhodobacteraceae_Citreimonas                     -          A1d2_forward         -                3     845       3     900       1     900    1401    +      4e-156  519.7  18.0  -
Rhodobacteraceae_Cereibacter                     -          A1d2_forward         -               16     836      26     900       8     900    1380    +    4.5e-156  519.4  17.7  -
Cytophagaceae_Spirosoma                          -          A1d2_forward         -                9     883       4     899       2     900    1438    +    4.6e-156  519.2  19.0  -
Rhodobacteraceae_Dinoroseobacter                 -          A1d2_forward         -                1     789      74     900      74     900    1262    +    4.9e-156  519.2  16.9  -
Rhodobacteraceae_Planktomarina                   -          A1d2_forward         -                2     845       3     900       2     900    1441    +    5.3e-156  519.1  18.0  -
Fervidobacteraceae_Fervidobacterium              -          A1d2_forward         -                5     868       4     900       2     900    1480    +    5.9e-156  519.1  20.0  -
Flavobacteriaceae_Subsaxibacter                  -          A1d2_forward         -               24     911       4     900       2     900    1479    +      8e-156  518.3  18.5  -
Nautiliaceae_Lebetimonas                         -          A1d2_forward         -                4     869       4     899       2     900    1431    +    8.3e-156  518.7  19.1  -
Rhodobacteraceae_Salinihabitans                  -          A1d2_forward         -                3     846       3     900       1     900    1421    +    9.6e-156  518.3  17.6  -
Rhodospirillaceae_Tistlia                        -          A1d2_forward         -               13     857       3     900       1     900    1299    +    1.2e-155  518.2  18.0  -
Eggerthellaceae_Enterorhabdus                    -          A1d2_forward         -               13     884       4     900       2     900    1452    +    1.3e-155  518.0  18.2  -
Crocinitomicaceae_Lishizhenia                    -          A1d2_forward         -               24     927       4     900       2     900    1513    +    1.6e-155  517.2  17.5  -
Pyrinomonadaceae_Brevitalea                      -          A1d2_forward         -               25     941       5     899       2     900    1528    +    1.7e-155  517.3  18.0  -
Flavobacteriaceae_Riemerella                     -          A1d2_forward         -                4     899       4     900       2     900    1440    +    1.8e-155  517.3  18.0  -
Micropepsaceae_Micropepsis                       -          A1d2_forward         -               22     866       3     900       1     900    1455    +    2.6e-155  516.8  18.0  -
Magnetococcaceae_Magnetococcus                   -          A1d2_forward         -               23     883       3     900       1     900    1497    +    2.6e-155  516.9  18.5  -
Akkermansiaceae_Akkermansia                      -          A1d2_forward         -                3     876       3     899       2     900    1441    +    2.7e-155  517.0  18.9  -
Leuconostocaceae_Oenococcus                      -          A1d2_forward         -                7     931       5     899       2     900    1496    +    2.8e-155  516.9  18.0  -
Chitinophagaceae_Flavitalea                      -          A1d2_forward         -                2     880      20     899      19     900    1447    +    3.8e-155  516.4  16.8  -
Thermoanaerobacterales_Thermosediminibacter      -          A1d2_forward         -                1     857      29     900      29     900    1404    +      5e-155  516.1  18.9  -
Chitinophagaceae_Flaviaesturariibacter           -          A1d2_forward         -               24     919       4     899       2     900    1493    +    5.5e-155  515.8  17.8  -
Petrotogaceae_Marinitoga                         -          A1d2_forward         -                6     891       3     899       2     900    1487    +    6.4e-155  515.7  18.8  -
Desulfobacteraceae_Desulfocella                  -          A1d2_forward         -               24     933       4     900       2     900    1547    +    6.7e-155  515.4  18.4  -
Nautiliaceae_Cetia                               -          A1d2_forward         -               32     893       4     899       2     900    1482    +      7e-155  515.5  18.1  -
Clostridiaceae_Paeniclostridium                  -          A1d2_forward         -               13     863       4     899       2     900    1461    +    7.1e-155  515.4  17.6  -
Deltaproteobacteria_Dissulfurimicrobium          -          A1d2_forward         -               24     940       4     900       2     900    1521    +    7.7e-155  515.2  17.7  -
Desulfarculaceae_Desulfarculus                   -          A1d2_forward         -               23     943       3     900       1     900    1522    +    8.2e-155  515.2  17.9  -
Micrococcaceae_Rhizobium                         -          A1d2_forward         -                1     835      12     900      12     900    1424    +    9.7e-155  515.1  18.3  -
Desulfovibrionaceae_Desulfobaculum               -          A1d2_forward         -                2     908       2     900       1     900    1471    +    1.1e-154  514.8  18.4  -
Rhodospirillaceae_Varunaivibrio                  -          A1d2_forward         -                4     829      33     900      30     900    1360    +    1.3e-154  514.6  17.9  -
Thermodesulfobiaceae_Thermodesulfobium           -          A1d2_forward         -               52     925       3     900       2     900    1545    +    1.4e-154  514.2  19.0  -
Porphyromonadaceae_Barnesiella                   -          A1d2_forward         -                8     907       4     900       2     900    1488    +    1.5e-154  514.6  19.0  -
Fusobacteriaceae_Propionigenium                  -          A1d2_forward         -               33     905       4     899       2     900    1524    +    1.6e-154  514.0  18.6  -
Rhodobacteraceae_Aestuariihabitans               -          A1d2_forward         -                3     848       3     900       1     900    1389    +    1.7e-154  514.2  17.8  -
Cryomorphaceae_Phaeocystidibacter                -          A1d2_forward         -               24     913       4     900       2     900    1480    +    1.7e-154  514.3  18.1  -
Rhodobacteraceae_Pontibaca                       -          A1d2_forward         -               25     868       3     900       1     900    1434    +    2.4e-154  513.7  17.3  -
Leptotrichiaceae_Leptotrichia                    -          A1d2_forward         -               23     893       4     899       2     900    1486    +    2.5e-154  513.4  19.3  -
Sphingomonadaceae_Rhizorhapis                    -          A1d2_forward         -               23     867       3     900       1     900    1453    +    3.6e-154  513.0  17.6  -
Rhodobacteraceae_Aquimixticola                   -          A1d2_forward         -                3     846       3     900       1     900    1388    +    3.7e-154  513.0  17.9  -
Rhodobacteraceae_Salipiger                       -          A1d2_forward         -                5     832      18     900      10     900    1364    +    3.9e-154  512.9  17.6  -
Rhodobacteraceae_Roseibaca                       -          A1d2_forward         -                1     836      10     900      10     900    1425    +    5.8e-154  512.4  17.6  -
Desulfomicrobiaceae_Desulfoplanes                -          A1d2_forward         -                4     914       4     900       2     900    1437    +    6.1e-154  512.3  18.2  -
Clostridiaceae_Lutispora                         -          A1d2_forward         -                3     888       3     900       1     900    1438    +    7.2e-154  512.0  18.3  -
Rhodospirillaceae_Limimonas                      -          A1d2_forward         -               43     840      73     900      53     900    1407    +    8.6e-154  511.9  17.9  -
Rhodobacteraceae_Marinovum                       -          A1d2_forward         -                2     844       3     900       2     900    1348    +    8.8e-154  511.8  17.7  -
Temperatibacteraceae_Temperatibacter             -          A1d2_forward         -                3     825      35     900      33     900    1362    +    9.1e-154  511.6  17.3  -
Rhodobacteraceae_Oceanibulbus                    -          A1d2_forward         -                8     851       3     900       1     900    1379    +    9.4e-154  511.7  18.0  -
Rhodobacteraceae_Ascidiaceihabitans              -          A1d2_forward         -                3     846       3     900       1     900    1387    +    9.9e-154  511.6  18.1  -
Oligoflexaceae_Oligoflexus                       -          A1d2_forward         -                4     896       4     900       2     900    1458    +    9.9e-154  511.6  18.4  -
Alphaproteobacteria_Geminicoccus                 -          A1d2_forward         -               28     818      70     900      49     900    1352    +    1.2e-153  511.5  17.6  -
Chlorobiaceae_Chlorobaculum                      -          A1d2_forward         -                3     869      20     900      18     900    1419    +    1.2e-153  511.2  18.0  -
Helicobacteraceae_Wolinella                      -          A1d2_forward         -               30     890       4     899       2     900    1481    +    1.2e-153  511.4  17.8  -
Flavobacteriaceae_Croceitalea                    -          A1d2_forward         -                4     897       4     900       2     900    1494    +    1.3e-153  511.0  17.7  -
Rhodobacteraceae_Sediminimonas                   -          A1d2_forward         -               15     840      18     900       4     900    1368    +    1.5e-153  510.9  17.9  -
Desulfarculaceae_Dethiosulfatarculus             -          A1d2_forward         -               12     930       3     899       1     900    1516    +    1.5e-153  511.0  17.9  -
Lachnospiraceae_Lachnospira                      -          A1d2_forward         -               20     910       4     899       2     900    1518    +    1.5e-153  510.9  18.5  -
Rhodobacteraceae_Pelagibaca                      -          A1d2_forward         -               23     867       3     900       1     900    1460    +    1.5e-153  510.9  17.7  -
Syntrophaceae_Smithella                          -          A1d2_forward         -               18     931       4     900       2     900    1371    +    1.7e-153  510.8  18.2  -
Acetobacteraceae_Crenalkalicoccus                -          A1d2_forward         -               46     894       3     900       1     900    1514    +      2e-153  510.9  18.3  -
Rhodospirillaceae_Defluviicoccus                 -          A1d2_forward         -               22     869       3     900       1     900    1452    +      2e-153  510.8  17.8  -
Phyllobacteriaceae_Corticibacterium              -          A1d2_forward         -               43     836      69     900      48     900    1435    +    2.5e-153  510.4  17.6  -
Rhodobacteraceae_Tranquillimonas                 -          A1d2_forward         -               24     814      71     900      51     900    1364    +    2.6e-153  510.3  17.7  -
Lachnospiraceae_Mobilitalea                      -          A1d2_forward         -               12     900       4     899       2     900    1444    +    2.6e-153  510.1  18.5  -
Gaiellaceae_Gaiella                              -          A1d2_forward         -               23     927       3     900       1     900    1544    +    2.7e-153  510.0  17.7  -
Bacillaceae_Marinococcus                         -          A1d2_forward         -                2     922      12     900      11     900    1503    +    3.4e-153  509.9  18.2  -
Nautiliaceae_Thioreductor                        -          A1d2_forward         -                4     859       4     899       2     900    1417    +    3.7e-153  509.8  17.8  -
Rhodobacteraceae_Youngimonas                     -          A1d2_forward         -                6     848       3     900       1     900    1423    +    4.1e-153  509.6  17.4  -
Rhodobacteraceae_Pseudodonghicola                -          A1d2_forward         -               21     863       3     900       1     900    1424    +    4.3e-153  509.5  17.8  -
Rhodobacteraceae_Salinovum                       -          A1d2_forward         -                2     818      30     900      29     900    1334    +    5.2e-153  509.3  17.6  -
Hyphomonadaceae_Litorimonas                      -          A1d2_forward         -                1     830      27     900      27     900    1357    +    5.3e-153  509.2  17.7  -
Acidaminococcaceae_Phascolarctobacterium         -          A1d2_forward         -              168    1018      72     900      52     900    1610    +    6.3e-153  508.6  17.6  -
Coriobacteriaceae_Collinsella                    -          A1d2_forward         -               24     892       4     900       2     900    1468    +      9e-153  508.8  18.6  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          A1d2_forward         -               23     936       3     900       1     900    1549    +      1e-152  508.3  18.7  -
Rhodobacteraceae_Rubribacterium                  -          A1d2_forward         -                1     833       4     900       4     900    1380    +      1e-152  508.5  19.0  -
Bacillaceae_Vulcanibacillus                      -          A1d2_forward         -               13     926       3     900       1     900    1526    +    1.3e-152  507.8  18.1  -
Thermoactinomycetaceae_Salinithrix               -          A1d2_forward         -               23     932       3     900       1     900    1509    +    1.3e-152  508.1  18.0  -
Holophagaceae_Geothrix                           -          A1d2_forward         -                2     898       4     900       3     900    1448    +    1.5e-152  507.7  18.2  -
Desulfobacteraceae_Desulfatirhabdium             -          A1d2_forward         -               24     944       4     900       2     900    1535    +    1.6e-152  507.5  18.4  -
Sphingomonadaceae_Sandarakinorhabdus             -          A1d2_forward         -               24     815      72     900      52     900    1346    +    1.7e-152  507.5  17.4  -
Acetobacteraceae_Craurococcus                    -          A1d2_forward         -               23     871       3     900       1     900    1443    +      2e-152  507.6  18.4  -
Rhodobacteraceae_Profundibacterium               -          A1d2_forward         -               10     853       3     900       1     900    1436    +    2.2e-152  507.3  17.8  -
Clostridiaceae_Proteiniclasticum                 -          A1d2_forward         -               23     906       3     900       1     900    1516    +    2.4e-152  507.0  18.6  -
Rhodobacteraceae_Planktotalea                    -          A1d2_forward         -               22     815      69     900      49     900    1336    +    2.5e-152  506.9  17.6  -
Anaerolineaceae_Anaerolinea                      -          A1d2_forward         -               21     894       4     900       2     900    1457    +    4.2e-152  506.5  19.3  -
Erythrobacteraceae_Qipengyuania                  -          A1d2_forward         -               20     867       3     900       1     900    1452    +    4.3e-152  506.0  17.5  -
Thermodesulfobiaceae_Coprothermobacter           -          A1d2_forward         -               19     904       3     899       1     900    1529    +    5.6e-152  505.6  17.8  -
Rhodospirillaceae_Lacibacterium                  -          A1d2_forward         -               29     819      72     900      52     900    1401    +    5.7e-152  505.9  17.7  -
Cytophagaceae_Larkinella                         -          A1d2_forward         -               11     891       4     899       2     900    1433    +    6.8e-152  505.5  18.4  -
Bradymonadaceae_Bradymonas                       -          A1d2_forward         -                3     894       3     900       1     900    1461    +    2.3e-151  503.5  17.7  -
Eubacteriaceae_Garciella                         -          A1d2_forward         -                1     877       6     900       6     900    1471    +    2.3e-151  503.8  19.3  -
Streptococcaceae_Faecalicoccus                   -          A1d2_forward         -               24     925       4     900       2     900    1380    +    2.4e-151  503.9  18.8  -
Hyphomonadaceae_Ponticaulis                      -          A1d2_forward         -                1     819      18     900      18     900    1328    +    2.7e-151  503.5  17.3  -
Bacillaceae_Thermolongibacillus                  -          A1d2_forward         -                3     887      35     900      33     900    1432    +    4.1e-151  502.8  18.0  -
Acetobacteraceae_Rubritepida                     -          A1d2_forward         -                2     840      12     900      11     900    1429    +    4.7e-151  502.7  18.5  -
Selenomonadaceae_Propionispira                   -          A1d2_forward         -                3     852      72     899      70     900    1448    +      5e-151  502.5  17.4  -
Thermaceae_Oceanithermus                         -          A1d2_forward         -               19     907       4     900       2     900    1503    +    6.4e-151  502.3  18.8  -
Chlamydiaceae_Chlamydia                          -          A1d2_forward         -               25     936       2     900       1     900    1548    +    6.6e-151  502.1  17.2  -
Selenomonadaceae_Megamonas                       -          A1d2_forward         -               32     885      69     900      46     900    1475    +    6.9e-151  502.1  17.5  -
Polyangiaceae_Minicystis                         -          A1d2_forward         -               23     932       3     900       1     900    1550    +    7.6e-151  502.1  17.4  -
Methylobacteriaceae_Psychroglaciecola            -          A1d2_forward         -                2     818      30     900      29     900    1353    +    7.7e-151  502.0  17.7  -
Syntrophomonadaceae_Pelospora                    -          A1d2_forward         -               24     945       4     900       2     900    1500    +    8.5e-151  501.8  18.1  -
Lachnospiraceae_Anaerotaenia                     -          A1d2_forward         -               12     900       4     899       2     900    1479    +    9.8e-151  501.7  18.6  -
Streptomycetaceae_Allostreptomyces               -          A1d2_forward         -               24     901       3     900       1     900    1510    +    1.1e-150  501.6  18.4  -
Lachnospiraceae_Kineothrix                       -          A1d2_forward         -               13     901       4     899       2     900    1412    +    1.1e-150  501.4  18.9  -
Hydrogenimonaceae_Hydrogenimonas                 -          A1d2_forward         -                4     895       4     899       2     900    1422    +    1.2e-150  501.5  17.6  -
Blastocatellaceae_Stenotrophobacter              -          A1d2_forward         -               25     901       5     899       2     900    1483    +    1.2e-150  501.3  18.4  -
Labilitrichaceae_Labilithrix                     -          A1d2_forward         -                3     916       3     900       1     900    1483    +    1.4e-150  501.0  17.6  -
Flavobacteriaceae_Spongiibacterium               -          A1d2_forward         -               24     917       4     900       2     900    1485    +    1.5e-150  501.0  17.5  -
Sphingobacteriaceae_Arcticibacter                -          A1d2_forward         -                4     891       4     900       2     900    1441    +    1.6e-150  501.0  18.0  -
Rhodobacteraceae_Epibacterium                    -          A1d2_forward         -               24     816      70     900      50     900    1326    +    1.6e-150  501.0  17.4  -
Desulfobulbaceae_Desulfofustis                   -          A1d2_forward         -               23     938       3     900       1     900    1547    +    2.2e-150  500.6  17.8  -
Flavobacteriaceae_Zeaxanthinibacter              -          A1d2_forward         -                4     900       4     900       2     900    1451    +    2.5e-150  500.2  17.7  -
Acetobacteraceae_Dankookia                       -          A1d2_forward         -                9     850       4     900       2     900    1411    +    2.7e-150  500.5  18.1  -
Rhodobacteraceae_Lentibacter                     -          A1d2_forward         -               22     814      70     900      49     900    1375    +    2.9e-150  500.1  17.6  -
Sandaracinaceae_Sandaracinus                     -          A1d2_forward         -                1     904      12     900      12     900    1506    +    3.1e-150  500.1  17.8  -
Chitinophagaceae_Arachidicoccus                  -          A1d2_forward         -               10     902       5     899       2     900    1470    +    3.3e-150  499.8  17.8  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          A1d2_forward         -                2     872      30     900      29     900    1466    +    3.6e-150  499.7  17.9  -
Desulfuromonadaceae_Malonomonas                  -          A1d2_forward         -               23     913       3     900       1     900    1525    +    3.9e-150  499.6  18.1  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          A1d2_forward         -                3     912       3     900       2     900    1495    +    4.6e-150  499.6  18.0  -
Thermodesulfobacteriaceae_Caldimicrobium         -          A1d2_forward         -               16     925       3     900       2     900    1508    +    4.8e-150  499.5  18.3  -
Clostridiaceae_Fonticella                        -          A1d2_forward         -               20     891       3     900       1     900    1503    +    5.1e-150  499.4  18.5  -
Blastocatellaceae_Aridibacter                    -          A1d2_forward         -               25     901       5     899       2     900    1484    +    5.2e-150  499.0  18.0  -
Holophagaceae_Holophaga                          -          A1d2_forward         -               23     920       4     900       2     900    1501    +      6e-150  499.3  18.1  -
Bacteroidaceae_Acetomicrobium                    -          A1d2_forward         -               23     900       3     900       2     900    1525    +    6.5e-150  498.7  18.5  -
Clostridiaceae_Saccharofermentans                -          A1d2_forward         -               19     905       4     900       2     900    1510    +    9.4e-150  498.3  19.1  -
Cystobacteraceae_Hyalangium                      -          A1d2_forward         -                3     912       3     900       1     900    1491    +    1.3e-149  497.9  17.7  -
Acetobacteraceae_Acidicaldus                     -          A1d2_forward         -               16     816      69     900      57     900    1340    +    1.7e-149  497.8  18.4  -
Corynebacterineae_Lawsonella                     -          A1d2_forward         -                3     883       3     900       1     900    1445    +      2e-149  497.6  18.7  -
Bacillaceae_Melghiribacillus                     -          A1d2_forward         -               12     935       3     900       1     900    1552    +    2.1e-149  497.3  18.3  -
Cytophagaceae_Runella                            -          A1d2_forward         -                4     878       4     899       2     900    1428    +    2.1e-149  497.4  18.3  -
Desulfobacteraceae_Desulfospira                  -          A1d2_forward         -                4     920       4     900       2     900    1447    +    2.2e-149  497.3  18.3  -
Rhodobacteraceae_Litorimicrobium                 -          A1d2_forward         -                3     846       3     900       1     900    1386    +    2.2e-149  497.1  18.0  -
Microbacteriaceae_Aurantimicrobium               -          A1d2_forward         -                3     884       3     900       1     900    1473    +    2.3e-149  497.1  18.8  -
Microbacteriaceae_Huakuichenia                   -          A1d2_forward         -               24     900       4     896       2     900    1482    +    2.4e-149  497.1  18.2  -
Prolixibacteraceae_Mangrovibacterium             -          A1d2_forward         -                4     893       4     899       2     900    1447    +    2.5e-149  496.9  18.7  -
