# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     917       8     918    1491    +           0 1137.8  17.8  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_E06_040_2018_2 -               19     913      18     916       8     918    1446    +    2.5e-304 1010.7  18.0  -
Flavobacteriaceae_Maribacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     929      18     916       8     918    1443    +    1.4e-168  560.8  17.3  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_E06_040_2018_2 -               45     927      19     916      11     918    1500    +    1.4e-168  560.7  18.1  -
Acetobacteraceae_Swingsia                        -          LKAP-TSAKG2_E06_040_2018_2 -               32     881      18     916       7     918    1370    +    1.7e-168  560.6  18.2  -
Rhodobiaceae_Microbaculum                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     893      18     916       6     918    1455    +      2e-168  560.2  17.9  -
Cyclobacteriaceae_Fontibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               50     942      18     916       6     918    1488    +    2.1e-168  560.3  17.6  -
Cellulomonadaceae_Paraoerskovia                  -          LKAP-TSAKG2_E06_040_2018_2 -               24     915      12     916       7     918    1483    +    2.2e-168  560.1  18.9  -
Phyllobacteriaceae_Oricola                       -          LKAP-TSAKG2_E06_040_2018_2 -               31     877      18     916       6     918    1455    +    2.2e-168  560.1  18.0  -
Microbacteriaceae_Herbiconiux                    -          LKAP-TSAKG2_E06_040_2018_2 -               26     917      12     916       7     918    1472    +    2.7e-168  559.8  18.6  -
Chitinophagaceae_Taibaiella                      -          LKAP-TSAKG2_E06_040_2018_2 -               15     912      12     916       5     918    1427    +    3.1e-168  559.8  17.6  -
Paenibacillaceae_Fontibacillus                   -          LKAP-TSAKG2_E06_040_2018_2 -               32     946      18     916       8     918    1487    +    3.1e-168  559.6  18.4  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-TSAKG2_E06_040_2018_2 -                9     894      12     916       8     918    1450    +    3.2e-168  559.6  18.9  -
Micromonosporaceae_Plantactinospora              -          LKAP-TSAKG2_E06_040_2018_2 -               39     925      12     916       7     918    1509    +    3.3e-168  559.5  18.7  -
Geodermatophilaceae_Blastococcus                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     912      13     913       6     918    1444    +    3.5e-168  559.5  18.7  -
Flavobacteriaceae_Gaetbulibacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     919      18     916      10     918    1450    +    3.7e-168  559.2  17.4  -
Comamonadaceae_Pseudacidovorax                   -          LKAP-TSAKG2_E06_040_2018_2 -               29     928      15     916       7     918    1491    +    3.8e-168  559.2  18.6  -
Rhodobiaceae_Tepidamorphus                       -          LKAP-TSAKG2_E06_040_2018_2 -               18     863      19     916       8     918    1391    +      4e-168  559.3  17.8  -
Flavobacteriaceae_Cellulophaga                   -          LKAP-TSAKG2_E06_040_2018_2 -               26     918      18     916       9     918    1459    +    4.1e-168  559.1  17.8  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-TSAKG2_E06_040_2018_2 -               38     929      19     916      11     918    1484    +    4.5e-168  559.0  17.3  -
Thermoactinomycetaceae_Mechercharimyces          -          LKAP-TSAKG2_E06_040_2018_2 -               37     946      18     916       9     918    1439    +    4.6e-168  559.1  17.7  -
Intrasporangiaceae_Intrasporangium               -          LKAP-TSAKG2_E06_040_2018_2 -               14     902      15     916       6     918    1435    +    5.3e-168  558.8  18.6  -
Bacillaceae_Thalassobacillus                     -          LKAP-TSAKG2_E06_040_2018_2 -               35     963      19     916       9     918    1506    +    5.5e-168  558.9  17.8  -
Gammaproteobacteria_Thiohalorhabdus              -          LKAP-TSAKG2_E06_040_2018_2 -               25     903      59     916      40     918    1332    +    5.6e-168  558.8  17.8  -
Streptosporangiaceae_Herbidospora                -          LKAP-TSAKG2_E06_040_2018_2 -               25     905      12     914       7     918    1484    +    5.6e-168  558.6  18.5  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     920      18     916       7     918    1449    +    5.6e-168  558.8  17.7  -
Flavobacteriaceae_Winogradskyella                -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916       7     918    1448    +      6e-168  558.4  17.8  -
Flavobacteriaceae_Algibacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     919      18     916       9     918    1441    +      6e-168  558.6  17.1  -
Dermacoccaceae_Kytococcus                        -          LKAP-TSAKG2_E06_040_2018_2 -               33     918      13     909       6     918    1468    +      6e-168  558.7  18.2  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-TSAKG2_E06_040_2018_2 -               41     917      18     916       7     918    1448    +    6.1e-168  558.8  19.0  -
Dermabacteraceae_Brachybacterium                 -          LKAP-TSAKG2_E06_040_2018_2 -               25     917      11     916       5     918    1476    +    6.7e-168  558.3  18.7  -
Bifidobacteriaceae_Bifidobacterium               -          LKAP-TSAKG2_E06_040_2018_2 -               34     928      13     916       7     918    1504    +      7e-168  558.5  18.2  -
Microbacteriaceae_Labedella                      -          LKAP-TSAKG2_E06_040_2018_2 -               56     940      18     916       5     918    1542    +    7.1e-168  558.4  17.9  -
Bacillaceae_Halolactibacillus                    -          LKAP-TSAKG2_E06_040_2018_2 -               15     943      19     916      10     918    1491    +    8.1e-168  558.1  17.6  -
Cyclobacteriaceae_Echinicola                     -          LKAP-TSAKG2_E06_040_2018_2 -               24     884      55     916      33     918    1388    +    8.3e-168  558.3  17.8  -
Nocardiopsaceae_Nocardiopsis                     -          LKAP-TSAKG2_E06_040_2018_2 -               14     908      13     912       7     918    1461    +    9.1e-168  558.2  18.2  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-TSAKG2_E06_040_2018_2 -               31     921      14     916       6     918    1482    +    9.2e-168  558.1  18.1  -
Cellulomonadaceae_Oerskovia                      -          LKAP-TSAKG2_E06_040_2018_2 -               29     920      12     916       7     918    1488    +    9.5e-168  558.1  18.5  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP-TSAKG2_E06_040_2018_2 -               28     919      18     916      10     918    1441    +      1e-167  557.7  17.7  -
Chitinophagaceae_Chitinophaga                    -          LKAP-TSAKG2_E06_040_2018_2 -               35     930      19     916      10     918    1476    +    1.3e-167  558.0  17.9  -
Flavobacteriaceae_Mesonia                        -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916      10     918    1449    +    1.7e-167  556.8  17.3  -
Micrococcaceae_Pseudoglutamicibacter             -          LKAP-TSAKG2_E06_040_2018_2 -               29     930      12     916       7     918    1502    +    2.1e-167  556.7  17.8  -
Bacillaceae_Alkalibacillus                       -          LKAP-TSAKG2_E06_040_2018_2 -               18     945      18     916       8     918    1492    +    2.2e-167  556.9  17.8  -
Lachnospiraceae_Dorea                            -          LKAP-TSAKG2_E06_040_2018_2 -               12     819      90     916      71     918    1316    +    2.2e-167  557.0  16.7  -
Burkholderiales_Xylophilus                       -          LKAP-TSAKG2_E06_040_2018_2 -               33     932      15     916       7     918    1550    +    2.2e-167  556.6  18.1  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_E06_040_2018_2 -               45     959      18     916       7     918    1550    +    2.2e-167  556.0  18.0  -
Bacillaceae_Pelagirhabdus                        -          LKAP-TSAKG2_E06_040_2018_2 -               51     927      60     916      40     918    1462    +    2.2e-167  556.7  17.4  -
Pseudonocardiaceae_Actinophytocola               -          LKAP-TSAKG2_E06_040_2018_2 -               22     907      12     916       7     918    1475    +    2.2e-167  556.8  18.9  -
Actinomycetaceae_Arcanobacterium                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     915      18     916       7     918    1476    +    2.3e-167  556.9  18.6  -
Rhodobiaceae_Lutibaculum                         -          LKAP-TSAKG2_E06_040_2018_2 -               44     890      18     916       6     918    1455    +    2.3e-167  556.8  17.9  -
Listeriaceae_Brochothrix                         -          LKAP-TSAKG2_E06_040_2018_2 -               15     926      19     916      10     918    1421    +    2.8e-167  556.7  17.6  -
Carnobacteriaceae_Trichococcus                   -          LKAP-TSAKG2_E06_040_2018_2 -               29     950      18     916       8     918    1513    +    2.9e-167  556.2  17.3  -
Streptosporangiaceae_Planotetraspora             -          LKAP-TSAKG2_E06_040_2018_2 -               38     918      12     914       8     918    1496    +    3.2e-167  556.1  18.5  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-TSAKG2_E06_040_2018_2 -               36     898      18     916       9     918    1414    +    3.5e-167  556.1  17.9  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-TSAKG2_E06_040_2018_2 -               28     954      19     916       8     918    1498    +    3.8e-167  556.5  17.9  -
Rhodobacteraceae_Nesiotobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -                7     852      19     916      14     918    1384    +    3.9e-167  556.0  17.9  -
Microbacteriaceae_Curtobacterium                 -          LKAP-TSAKG2_E06_040_2018_2 -               34     925      12     916       7     918    1505    +    4.2e-167  555.8  18.5  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-TSAKG2_E06_040_2018_2 -               79     970      12     916       7     918    1612    +    4.2e-167  555.7  18.6  -
Rarobacteraceae_Rarobacter                       -          LKAP-TSAKG2_E06_040_2018_2 -                8     897      12     916       8     918    1464    +    4.3e-167  555.7  18.6  -
Chitinophagaceae_Terrimonas                      -          LKAP-TSAKG2_E06_040_2018_2 -               15     912      18     916       7     918    1441    +    4.4e-167  556.1  17.3  -
Microbacteriaceae_Gryllotalpicola                -          LKAP-TSAKG2_E06_040_2018_2 -               30     927      12     916       7     918    1431    +    4.5e-167  555.8  18.1  -
Flavobacteriaceae_Hyunsoonleella                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     922      18     916       8     918    1446    +    4.6e-167  555.7  17.3  -
Pasteurellaceae_Nicoletella                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     931      18     916       6     918    1365    +    4.7e-167  555.7  17.8  -
Microbacteriaceae_Subtercola                     -          LKAP-TSAKG2_E06_040_2018_2 -                9     908      12     916       8     918    1470    +    4.8e-167  555.5  17.4  -
Verrucomicrobiaceae_Prosthecobacter              -          LKAP-TSAKG2_E06_040_2018_2 -               29     932      19     916      10     918    1469    +      5e-167  555.8  18.1  -
Thermoactinomycetaceae_Laceyella                 -          LKAP-TSAKG2_E06_040_2018_2 -               28     895      19     916       9     918    1428    +    5.4e-167  555.6  17.4  -
Flavobacteriaceae_Salinimicrobium                -          LKAP-TSAKG2_E06_040_2018_2 -               27     924      18     916       7     918    1467    +    6.3e-167  555.1  17.8  -
Pasteurellaceae_Cricetibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               19     891      45     916      25     918    1295    +    6.5e-167  555.3  18.0  -
Streptosporangiaceae_Planobispora                -          LKAP-TSAKG2_E06_040_2018_2 -               19     898      12     914       8     918    1443    +    6.7e-167  555.1  18.4  -
Microbacteriaceae_Frondihabitans                 -          LKAP-TSAKG2_E06_040_2018_2 -               30     920      13     916       6     918    1434    +    6.7e-167  555.1  18.5  -
Lactobacillaceae_Pediococcus                     -          LKAP-TSAKG2_E06_040_2018_2 -              106     976      61     916      41     918    1526    +    6.9e-167  555.2  17.9  -
Microbacteriaceae_Plantibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               39     929      12     916       4     918    1512    +      7e-167  554.9  18.5  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-TSAKG2_E06_040_2018_2 -               27     923      18     916       5     918    1445    +      8e-167  554.7  17.4  -
Streptosporangiaceae_Microbispora                -          LKAP-TSAKG2_E06_040_2018_2 -               40     918      13     913       7     918    1482    +    8.8e-167  554.7  18.5  -
Bacillaceae_Scopulibacillus                      -          LKAP-TSAKG2_E06_040_2018_2 -               47     971      18     916       6     918    1555    +      1e-166  554.5  18.1  -
Flammeovirgaceae_Reichenbachiella                -          LKAP-TSAKG2_E06_040_2018_2 -               35     929      19     916       8     918    1429    +    1.1e-166  554.9  18.2  -
Atopobacteriaceae_Atopobium                      -          LKAP-TSAKG2_E06_040_2018_2 -               31     911      18     916       8     918    1424    +    1.2e-166  554.5  18.1  -
Micromonosporaceae_Phytohabitans                 -          LKAP-TSAKG2_E06_040_2018_2 -               19     905      12     916       7     918    1468    +    1.2e-166  554.5  18.6  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_E06_040_2018_2 -               20     902      13     913       7     918    1459    +    1.8e-166  553.9  18.3  -
Microbacteriaceae_Frigoribacterium               -          LKAP-TSAKG2_E06_040_2018_2 -               27     917      12     916       7     918    1474    +    1.8e-166  553.8  18.5  -
Dermacoccaceae_Flexivirga                        -          LKAP-TSAKG2_E06_040_2018_2 -               20     914      13     916       6     918    1448    +    1.8e-166  553.6  18.1  -
Pasteurellaceae_Chelonobacter                    -          LKAP-TSAKG2_E06_040_2018_2 -                3     898      24     916      22     918    1389    +    1.9e-166  553.8  18.2  -
Nocardiopsaceae_Thermobifida                     -          LKAP-TSAKG2_E06_040_2018_2 -               18     921      12     915       6     918    1481    +    2.2e-166  553.6  17.8  -
Bacillaceae_Alkalicoccus                         -          LKAP-TSAKG2_E06_040_2018_2 -               48     982      19     916       9     918    1558    +    2.4e-166  553.3  17.9  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_E06_040_2018_2 -                7     919      12     916       8     918    1506    +    2.5e-166  553.3  18.2  -
Acidobacteriaceae_Terriglobus                    -          LKAP-TSAKG2_E06_040_2018_2 -               36     897      19     916       9     918    1449    +    2.8e-166  553.1  18.1  -
Methylocystaceae_Chthonobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               31     877      18     916       7     918    1404    +    2.9e-166  553.1  17.8  -
Phyllobacteriaceae_Pseudohoeflea                 -          LKAP-TSAKG2_E06_040_2018_2 -               47     893      18     916       6     918    1449    +    3.1e-166  553.0  17.4  -
Flavobacteriaceae_Formosa                        -          LKAP-TSAKG2_E06_040_2018_2 -               24     917      18     916       8     918    1428    +    3.6e-166  552.6  17.5  -
Geodermatophilaceae_Modestobacter                -          LKAP-TSAKG2_E06_040_2018_2 -               40     929      12     914       7     918    1469    +    3.6e-166  552.7  18.6  -
Carnobacteriaceae_Jeotgalibaca                   -          LKAP-TSAKG2_E06_040_2018_2 -               19     933      19     916       6     918    1453    +      4e-166  552.5  17.5  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_E06_040_2018_2 -               19     914      12     916       8     918    1451    +    4.1e-166  552.5  18.1  -
Peptococcaceae_Sporotomaculum                    -          LKAP-TSAKG2_E06_040_2018_2 -              120    1002      35     917      14     918    1510    +    4.1e-166  552.5  18.5  -
Bacillaceae_Terribacillus                        -          LKAP-TSAKG2_E06_040_2018_2 -               21     945      19     916       8     918    1472    +    4.2e-166  552.7  17.5  -
Hyphomicrobiaceae_Dichotomicrobium               -          LKAP-TSAKG2_E06_040_2018_2 -               45     888      19     916       7     918    1469    +    4.7e-166  552.4  17.8  -
Acetobacteraceae_Ameyamaea                       -          LKAP-TSAKG2_E06_040_2018_2 -               27     876      18     916       7     918    1414    +    5.1e-166  552.5  18.1  -
Micromonosporaceae_Verrucosispora                -          LKAP-TSAKG2_E06_040_2018_2 -               20     905      13     916       6     918    1459    +    5.7e-166  552.1  18.5  -
Clostridiales_Helcococcus                        -          LKAP-TSAKG2_E06_040_2018_2 -               36     932      13     916       8     918    1458    +    5.9e-166  552.0  17.8  -
Acidobacteriaceae_Occallatibacter                -          LKAP-TSAKG2_E06_040_2018_2 -               48     909      19     916       9     918    1463    +    7.3e-166  551.8  18.1  -
Deferribacteraceae_Deferribacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               36     952      18     916       8     918    1542    +    7.3e-166  551.6  18.0  -
Micrococcaceae_Tersicoccus                       -          LKAP-TSAKG2_E06_040_2018_2 -               14     903      25     916      13     918    1447    +    7.3e-166  551.7  17.5  -
Bacillaceae_Piscibacillus                        -          LKAP-TSAKG2_E06_040_2018_2 -                3     932      15     916      13     918    1520    +    8.1e-166  551.7  17.2  -
Chitinophagaceae_Niastella                       -          LKAP-TSAKG2_E06_040_2018_2 -               36     934      18     916       9     918    1469    +    8.2e-166  552.0  17.4  -
Dermacoccaceae_Dermacoccus                       -          LKAP-TSAKG2_E06_040_2018_2 -               14     907      12     916       7     918    1468    +    8.6e-166  551.5  18.5  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP-TSAKG2_E06_040_2018_2 -               27     946      18     916       8     918    1496    +    9.4e-166  551.4  17.7  -
Clostridiales_Anaerococcus                       -          LKAP-TSAKG2_E06_040_2018_2 -                7     892      19     916      15     918    1410    +      1e-165  551.4  18.3  -
Flavobacteriaceae_Aequorivita                    -          LKAP-TSAKG2_E06_040_2018_2 -               24     921      18     916       9     918    1422    +    1.2e-165  551.0  17.5  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-TSAKG2_E06_040_2018_2 -               48     931      18     916       5     918    1449    +    1.3e-165  551.1  19.1  -
Prevotellaceae_Prevotella                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     951      18     916      10     918    1482    +    1.4e-165  550.5  17.8  -
Thermomonosporaceae_Spirillospora                -          LKAP-TSAKG2_E06_040_2018_2 -                9     889      12     914       8     918    1445    +    1.6e-165  550.6  17.9  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     916      10     918    1465    +    1.8e-165  550.3  17.7  -
Porphyromonadaceae_Coprobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               58     959      18     916      10     918    1540    +    1.9e-165  550.4  17.9  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_E06_040_2018_2 -               44     908      18     916       7     918    1462    +    1.9e-165  550.2  17.7  -
Comamonadaceae_Alicycliphilus                    -          LKAP-TSAKG2_E06_040_2018_2 -               33     932      15     916       7     918    1502    +    2.1e-165  550.1  18.0  -
Thermoactinomycetaceae_Risungbinella             -          LKAP-TSAKG2_E06_040_2018_2 -               48     916      18     916       6     918    1464    +    2.1e-165  550.4  18.0  -
Hyphomonadaceae_Hyphobacterium                   -          LKAP-TSAKG2_E06_040_2018_2 -               48     891      19     916       9     918    1423    +    2.2e-165  550.3  17.9  -
Flavobacteriaceae_Lacinutrix                     -          LKAP-TSAKG2_E06_040_2018_2 -               30     926      18     916       8     918    1464    +    2.2e-165  550.1  17.8  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP-TSAKG2_E06_040_2018_2 -               32     937      16     916       7     918    1520    +    2.2e-165  550.1  17.7  -
Bacillaceae_Salimicrobium                        -          LKAP-TSAKG2_E06_040_2018_2 -               28     957      19     916       9     918    1500    +    2.3e-165  550.2  17.8  -
Acetobacteraceae_Bombella                        -          LKAP-TSAKG2_E06_040_2018_2 -               35     883      19     916       8     918    1450    +    2.3e-165  550.2  18.3  -
Crocinitomicaceae_Fluviicola                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     924      18     916       9     918    1446    +    2.3e-165  550.0  17.4  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_E06_040_2018_2 -               34     917      18     916       7     918    1449    +    2.6e-165  550.0  18.9  -
Micrococcaceae_Zhihengliuella                    -          LKAP-TSAKG2_E06_040_2018_2 -               19     909      13     916       6     918    1469    +    2.8e-165  549.7  18.5  -
Streptosporangiaceae_Sphaerimonospora            -          LKAP-TSAKG2_E06_040_2018_2 -               24     904      12     914       7     918    1464    +    2.9e-165  549.7  18.6  -
Micromonosporaceae_Planosporangium               -          LKAP-TSAKG2_E06_040_2018_2 -               20     907      13     916       6     918    1434    +    2.9e-165  549.8  18.4  -
Propionibacteriaceae_Microlunatus                -          LKAP-TSAKG2_E06_040_2018_2 -               30     917      14     916       7     918    1472    +      3e-165  549.9  18.2  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     917      18     916      10     918    1439    +    3.3e-165  549.7  17.7  -
Rhodospirillaceae_Marispirillum                  -          LKAP-TSAKG2_E06_040_2018_2 -               46     892      18     916       7     918    1450    +      4e-165  549.4  17.9  -
Microbacteriaceae_Clavibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               21     911      14     916       6     918    1496    +    4.1e-165  549.1  18.3  -
Oscillospiraceae_Oscillibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               17     922      10     916       4     918    1453    +    4.5e-165  548.8  18.3  -
Nocardioidaceae_Kribbella                        -          LKAP-TSAKG2_E06_040_2018_2 -               39     926      13     916       6     918    1476    +    4.7e-165  549.1  18.7  -
Pseudonocardiaceae_Saccharomonospora             -          LKAP-TSAKG2_E06_040_2018_2 -               29     922      12     916       8     918    1498    +    5.3e-165  548.8  18.3  -
Pasteurellaceae_Histophilus                      -          LKAP-TSAKG2_E06_040_2018_2 -                9     871      56     916      46     918    1361    +    6.4e-165  548.8  18.7  -
Chitinophagaceae_Parasegetibacter                -          LKAP-TSAKG2_E06_040_2018_2 -               31     931      18     916       7     918    1470    +    6.6e-165  548.9  17.1  -
Propionibacteriaceae_Propionibacterium           -          LKAP-TSAKG2_E06_040_2018_2 -               19     910      12     916       7     918    1473    +    7.1e-165  548.5  18.5  -
Micromonosporaceae_Dactylosporangium             -          LKAP-TSAKG2_E06_040_2018_2 -               33     919      12     916       8     918    1470    +    8.1e-165  548.3  18.2  -
Rhodospirillaceae_Telmatospirillum               -          LKAP-TSAKG2_E06_040_2018_2 -               48     893      19     916       9     918    1344    +    8.1e-165  548.2  17.2  -
Flavobacteriaceae_Tamlana                        -          LKAP-TSAKG2_E06_040_2018_2 -               27     919      18     916       8     918    1474    +    8.4e-165  548.1  17.4  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-TSAKG2_E06_040_2018_2 -                4     902      15     916      12     918    1405    +    8.5e-165  548.6  17.5  -
Comamonadaceae_Macromonas                        -          LKAP-TSAKG2_E06_040_2018_2 -               49     946      18     916       7     918    1461    +    9.2e-165  548.0  18.1  -
Pasteurellaceae_Testudinibacter                  -          LKAP-TSAKG2_E06_040_2018_2 -               95     996      18     916       6     918    1412    +    9.6e-165  548.0  18.1  -
Bacillaceae_Salisediminibacterium                -          LKAP-TSAKG2_E06_040_2018_2 -               56     931      60     916      40     918    1449    +    1.1e-164  548.0  17.8  -
Dictyoglomaceae_Dictyoglomus                     -          LKAP-TSAKG2_E06_040_2018_2 -               50     952      19     916       9     918    1541    +    1.2e-164  547.7  18.7  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-TSAKG2_E06_040_2018_2 -               39     923      18     916       5     918    1491    +    1.2e-164  547.5  18.3  -
Rhodospirillaceae_Limibacillus                   -          LKAP-TSAKG2_E06_040_2018_2 -                2     857      21     916      20     918    1402    +    1.3e-164  547.6  17.9  -
Micromonosporaceae_Salinispora                   -          LKAP-TSAKG2_E06_040_2018_2 -               39     925      12     916       7     918    1479    +    1.4e-164  547.5  18.2  -
Synergistaceae_Thermanaerovibrio                 -          LKAP-TSAKG2_E06_040_2018_2 -               39     919      12     916       7     918    1510    +    1.5e-164  547.3  19.4  -
Rikenellaceae_Alistipes                          -          LKAP-TSAKG2_E06_040_2018_2 -               33     933      18     916       9     918    1456    +    1.7e-164  547.3  16.9  -
Microbacteriaceae_Salinibacterium                -          LKAP-TSAKG2_E06_040_2018_2 -               24     908      18     916       5     918    1444    +      2e-164  546.9  18.5  -
Flavobacteriaceae_Mariniflexile                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     915      18     916      10     918    1437    +      2e-164  546.9  17.2  -
Flavobacteriaceae_Actibacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               19     927      12     916       6     918    1449    +    2.1e-164  546.8  16.7  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-TSAKG2_E06_040_2018_2 -               13     920      13     916       6     918    1462    +    2.1e-164  547.0  18.0  -
Rhodobacteraceae_Jhaorihella                     -          LKAP-TSAKG2_E06_040_2018_2 -               35     881      18     916       7     918    1400    +    2.1e-164  547.1  17.4  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-TSAKG2_E06_040_2018_2 -               45     948      16     916       8     918    1529    +    2.2e-164  546.9  17.7  -
Nocardioidaceae_Mumia                            -          LKAP-TSAKG2_E06_040_2018_2 -               40     921      12     909       7     918    1516    +    2.4e-164  546.9  18.5  -
Flavobacteriaceae_Flaviramulus                   -          LKAP-TSAKG2_E06_040_2018_2 -               35     930      18     916       8     918    1466    +    2.5e-164  546.4  17.3  -
Chitinophagaceae_Ferruginibacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               35     933      18     916       6     918    1467    +      3e-164  546.5  17.4  -
Actinomycetaceae_Actinotignum                    -          LKAP-TSAKG2_E06_040_2018_2 -               12     921      12     916       8     918    1488    +    3.1e-164  546.5  18.3  -
Synergistaceae_Dethiosulfovibrio                 -          LKAP-TSAKG2_E06_040_2018_2 -               86     914      56     916      30     918    1470    +    3.3e-164  546.4  19.2  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_E06_040_2018_2 -               47     970      18     916       8     918    1571    +    3.4e-164  546.5  17.9  -
Streptosporangiaceae_Microtetraspora             -          LKAP-TSAKG2_E06_040_2018_2 -                1     870      21     914      21     918    1415    +    3.8e-164  545.9  18.7  -
Carnobacteriaceae_Granulicatella                 -          LKAP-TSAKG2_E06_040_2018_2 -               47     960      18     916       9     918    1407    +    3.9e-164  546.1  17.8  -
Micrococcaceae_Neomicrococcus                    -          LKAP-TSAKG2_E06_040_2018_2 -                9     890      19     916      13     918    1451    +    4.1e-164  545.9  18.2  -
Promicromonosporaceae_Myceligenerans             -          LKAP-TSAKG2_E06_040_2018_2 -               40     931      14     916       5     918    1475    +    4.2e-164  546.0  18.0  -
Comamonadaceae_Extensimonas                      -          LKAP-TSAKG2_E06_040_2018_2 -               23     925      15     916       7     918    1454    +    4.4e-164  545.8  18.2  -
Clostridiales_Sulfobacillus                      -          LKAP-TSAKG2_E06_040_2018_2 -               48     924      19     916      10     918    1472    +    4.6e-164  546.1  18.1  -
Streptosporangiaceae_Acrocarpospora              -          LKAP-TSAKG2_E06_040_2018_2 -               19     899      12     914       8     918    1478    +    4.7e-164  545.7  18.5  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-TSAKG2_E06_040_2018_2 -               47     932      18     916       8     918    1424    +    4.9e-164  545.9  19.7  -
Flammeovirgaceae_Roseivirga                      -          LKAP-TSAKG2_E06_040_2018_2 -               21     911      18     916       8     918    1415    +    6.1e-164  545.6  18.0  -
Saprospiraceae_Aureispira                        -          LKAP-TSAKG2_E06_040_2018_2 -               49     945      18     916       9     918    1459    +    6.5e-164  545.7  18.3  -
Rhodobiaceae_Tepidicaulis                        -          LKAP-TSAKG2_E06_040_2018_2 -                7     871      11     916       6     918    1396    +    6.5e-164  545.3  17.5  -
Rhizobiaceae_Methylobrevis                       -          LKAP-TSAKG2_E06_040_2018_2 -               33     853      60     916      39     918    1367    +    7.3e-164  545.2  17.8  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-TSAKG2_E06_040_2018_2 -               24     921      12     916       5     918    1443    +    7.5e-164  544.9  18.0  -
Rhodothalassiaceae_Rhodothalassium               -          LKAP-TSAKG2_E06_040_2018_2 -               22     868      18     916       7     918    1318    +    8.3e-164  545.1  18.0  -
Thermaceae_Meiothermus                           -          LKAP-TSAKG2_E06_040_2018_2 -               48     904      19     916      11     918    1482    +      9e-164  544.7  17.3  -
Pasteurellaceae_Seminibacterium                  -          LKAP-TSAKG2_E06_040_2018_2 -               29     890      56     916      35     918    1405    +      9e-164  544.9  18.0  -
