# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     829      18     810       6     810    1526    +    6.8e-302 1002.5  25.6  -
Halieaceae_Congregibacter                        -          LKAP-TSAKG2_G09_067_2018_2 -               33     794      18     806       5     810    1416    +      4e-132  439.9  23.4  -
Erysipelotrichaceae_Eggerthia                    -          LKAP-TSAKG2_G09_067_2018_2 -               34     765      78     805      58     809    1506    +    4.4e-132  440.1  21.9  -
Clostridiales_Flavonifractor                     -          LKAP-TSAKG2_G09_067_2018_2 -               18     781      18     806       5     810    1465    +    4.5e-132  439.8  24.5  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_G09_067_2018_2 -                9     712      76     809      69     810    1390    +    4.7e-132  439.7  21.4  -
Ruminococcaceae_Harryflintia                     -          LKAP-TSAKG2_G09_067_2018_2 -               27     730      77     807      62     810    1363    +    4.7e-132  439.5  21.3  -
Chromatiaceae_Rhabdochromatium                   -          LKAP-TSAKG2_G09_067_2018_2 -               24     781      18     806       4     809    1452    +    5.3e-132  439.7  23.8  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-TSAKG2_G09_067_2018_2 -               34     796      18     807      10     809    1484    +    5.8e-132  439.1  24.3  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-TSAKG2_G09_067_2018_2 -               18     785      18     806       5     809    1363    +    6.3e-132  439.4  23.7  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_G09_067_2018_2 -               37     802      20     808       9     810    1473    +    7.8e-132  439.0  23.3  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-TSAKG2_G09_067_2018_2 -               24     765      18     806       4     810    1467    +    8.5e-132  438.9  24.3  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-TSAKG2_G09_067_2018_2 -               43     809      18     809       5     810    1494    +    8.9e-132  438.9  23.1  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               32     792      18     809       4     810    1423    +      1e-131  438.6  25.1  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          LKAP-TSAKG2_G09_067_2018_2 -               43     802      18     807       5     810    1510    +      1e-131  438.5  24.6  -
Chromatiaceae_Thiobaca                           -          LKAP-TSAKG2_G09_067_2018_2 -               21     776      18     806       4     809    1370    +    1.1e-131  438.7  23.7  -
Intrasporangiaceae_Ornithinibacter               -          LKAP-TSAKG2_G09_067_2018_2 -               14     768      14     806       4     810    1441    +    1.2e-131  438.4  24.2  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_G09_067_2018_2 -               46     817      19     806       5     809    1457    +    1.3e-131  438.3  23.4  -
Clostridiaceae_Anaerosporobacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               24     775      18     808       4     810    1442    +    1.3e-131  438.2  24.8  -
Geodermatophilaceae_Antricoccus                  -          LKAP-TSAKG2_G09_067_2018_2 -               14     762      18     807       7     810    1415    +    1.5e-131  438.0  23.6  -
Chromatiaceae_Thiorhodovibrio                    -          LKAP-TSAKG2_G09_067_2018_2 -               24     781      18     806       4     809    1456    +    1.5e-131  438.2  23.6  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-TSAKG2_G09_067_2018_2 -               33     797      18     809       5     810    1472    +    1.5e-131  438.0  25.5  -
Brucellaceae_Daeguia                             -          LKAP-TSAKG2_G09_067_2018_2 -               26     740      20     809       7     810    1441    +    1.6e-131  438.1  23.0  -
Microbacteriaceae_Conyzicola                     -          LKAP-TSAKG2_G09_067_2018_2 -               31     777      18     806       4     809    1457    +    1.6e-131  437.9  23.6  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_G09_067_2018_2 -               44     806      18     808       4     810    1475    +    1.7e-131  437.9  24.2  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-TSAKG2_G09_067_2018_2 -               24     806      18     806       4     810    1437    +    1.8e-131  437.7  23.9  -
Desulfobulbaceae_Desulfurivibrio                 -          LKAP-TSAKG2_G09_067_2018_2 -               14     796      19     807       8     810    1409    +    2.2e-131  437.5  23.6  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-TSAKG2_G09_067_2018_2 -               44     812      18     806       4     809    1530    +    2.3e-131  437.4  23.7  -
Halanaerobiaceae_Halocella                       -          LKAP-TSAKG2_G09_067_2018_2 -               15     806      18     806       6     809    1475    +    2.3e-131  437.3  24.7  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_G09_067_2018_2 -                7     696      77     807      62     809    1317    +    2.3e-131  437.5  22.5  -
Cystobacteraceae_Hyalangium                      -          LKAP-TSAKG2_G09_067_2018_2 -               24     803      18     808       4     810    1491    +    2.5e-131  437.3  23.8  -
Lachnospiraceae_Lachnospira                      -          LKAP-TSAKG2_G09_067_2018_2 -               40     802      18     808       4     810    1518    +    2.5e-131  437.2  25.3  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-TSAKG2_G09_067_2018_2 -               15     751      76     807      56     810    1413    +    2.7e-131  437.3  21.8  -
Nannocystaceae_Enhygromyxa                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     803      18     809       4     810    1480    +    2.9e-131  437.1  23.3  -
Porticoccaceae_Porticoccus                       -          LKAP-TSAKG2_G09_067_2018_2 -               32     795      18     806       5     810    1497    +    3.3e-131  436.9  23.6  -
Intrasporangiaceae_Kribbia                       -          LKAP-TSAKG2_G09_067_2018_2 -               24     770      18     807       4     810    1476    +    3.3e-131  436.9  24.3  -
Microbacteriaceae_Homoserinimonas                -          LKAP-TSAKG2_G09_067_2018_2 -               33     783      18     806       4     809    1469    +    3.4e-131  436.9  24.3  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-TSAKG2_G09_067_2018_2 -               22     779      18     807       4     810    1443    +    3.6e-131  436.9  23.5  -
Clostridiales_Parvimonas                         -          LKAP-TSAKG2_G09_067_2018_2 -               24     784      18     809       4     810    1481    +    3.9e-131  436.6  24.9  -
Lachnospiraceae_Mobilisporobacter                -          LKAP-TSAKG2_G09_067_2018_2 -               45     800      18     808       4     810    1589    +      4e-131  436.5  24.9  -
Dermatophilaceae_Austwickia                      -          LKAP-TSAKG2_G09_067_2018_2 -               29     777      18     807       4     810    1495    +      4e-131  436.7  24.6  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-TSAKG2_G09_067_2018_2 -               24     794      18     806       4     809    1464    +    4.1e-131  436.5  23.4  -
Pseudonocardiaceae_Labedaea                      -          LKAP-TSAKG2_G09_067_2018_2 -               31     774      18     807       4     810    1424    +    4.2e-131  436.6  23.8  -
Ruminococcaceae_Papillibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               37     788      18     806       4     810    1491    +    4.3e-131  436.5  24.7  -
Aquificaceae_Thermocrinis                        -          LKAP-TSAKG2_G09_067_2018_2 -               12     802      18     808       9     810    1482    +    4.8e-131  436.2  23.9  -
Acidobacteria_Luteitalea                         -          LKAP-TSAKG2_G09_067_2018_2 -               45     828      18     809       4     810    1506    +    4.9e-131  436.6  24.1  -
Microbacteriaceae_Marisediminicola               -          LKAP-TSAKG2_G09_067_2018_2 -               44     790      18     806       4     809    1480    +    5.9e-131  435.9  24.3  -
Opitutaceae_Cephaloticoccus                      -          LKAP-TSAKG2_G09_067_2018_2 -               46     830      20     805       9     808    1552    +      6e-131  435.7  23.2  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-TSAKG2_G09_067_2018_2 -               15     773      18     807       6     810    1418    +    6.1e-131  436.2  23.9  -
Kosmotogaceae_Mesotoga                           -          LKAP-TSAKG2_G09_067_2018_2 -               34     782      20     806       6     809    1478    +    6.4e-131  436.2  23.3  -
Lachnospiraceae_Sporobacterium                   -          LKAP-TSAKG2_G09_067_2018_2 -               39     801      18     808       4     810    1511    +    7.5e-131  435.7  25.0  -
Erythrobacteraceae_Erythromicrobium              -          LKAP-TSAKG2_G09_067_2018_2 -               15     728      19     807       7     809    1413    +    9.1e-131  435.4  20.8  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-TSAKG2_G09_067_2018_2 -               32     816      18     807       4     810    1495    +      1e-130  435.4  25.4  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-TSAKG2_G09_067_2018_2 -               24     772      18     806       4     809    1476    +    1.3e-130  434.9  24.1  -
Halomonadaceae_Modicisalibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               44     813      18     806       5     809    1531    +    1.3e-130  434.8  23.8  -
Nocardiaceae_Millisia                            -          LKAP-TSAKG2_G09_067_2018_2 -               45     790      18     808       4     810    1519    +    1.5e-130  434.8  23.9  -
Clostridiales_Caproiciproducens                  -          LKAP-TSAKG2_G09_067_2018_2 -               24     779      18     807       4     810    1445    +    1.5e-130  434.6  24.0  -
Cyclobacteriaceae_Lunatimonas                    -          LKAP-TSAKG2_G09_067_2018_2 -               44     806      18     806       5     809    1511    +    1.6e-130  434.5  24.1  -
Intrasporangiaceae_Monashia                      -          LKAP-TSAKG2_G09_067_2018_2 -               44     795      18     807       4     810    1488    +    1.6e-130  434.6  24.0  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-TSAKG2_G09_067_2018_2 -                1     749      19     807      19     810    1450    +    1.7e-130  434.7  23.7  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_G09_067_2018_2 -               24     795      18     808       4     810    1464    +    1.8e-130  434.6  23.9  -
Cytophagales_Ohtaekwangia                        -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     807      10     810    1444    +    1.8e-130  434.5  22.6  -
Desulfobacteraceae_Desulfocella                  -          LKAP-TSAKG2_G09_067_2018_2 -               43     824      17     807       4     810    1547    +    1.9e-130  434.3  24.2  -
Microbacteriaceae_Parafrigoribacterium           -          LKAP-TSAKG2_G09_067_2018_2 -               81     827      18     806       4     809    1476    +    1.9e-130  434.4  24.2  -
Sphingobacteriaceae_Mucilaginibacter             -          LKAP-TSAKG2_G09_067_2018_2 -               24     787      18     807       6     809    1444    +      2e-130  434.2  23.4  -
Bacteriovoracaceae_Peredibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               23     787      17     808       4     810    1457    +      2e-130  434.5  23.5  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     823      18     806       4     810    1525    +      2e-130  434.1  23.7  -
Intrasporangiaceae_Humibacillus                  -          LKAP-TSAKG2_G09_067_2018_2 -               39     744      75     806      55     810    1480    +    2.1e-130  434.1  22.7  -
Kofleriaceae_Kofleria                            -          LKAP-TSAKG2_G09_067_2018_2 -               40     826      18     809       4     810    1498    +    2.2e-130  434.3  24.3  -
Sphingomonadaceae_Hephaestia                     -          LKAP-TSAKG2_G09_067_2018_2 -               26     738      20     807       6     809    1411    +    2.2e-130  434.3  22.9  -
Rhodobiaceae_Tepidamorphus                       -          LKAP-TSAKG2_G09_067_2018_2 -               15     730      19     809       7     810    1391    +    2.3e-130  434.2  21.9  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP-TSAKG2_G09_067_2018_2 -               26     769      18     807       4     810    1480    +    2.5e-130  434.0  24.3  -
Intrasporangiaceae_Terracoccus                   -          LKAP-TSAKG2_G09_067_2018_2 -               24     772      18     806       4     810    1479    +    2.6e-130  433.9  24.3  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-TSAKG2_G09_067_2018_2 -               53     810      18     807       4     810    1542    +    2.6e-130  434.0  23.3  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               34     796      19     807      10     809    1469    +    2.7e-130  433.7  24.4  -
Syntrophobacteraceae_Thermodesulforhabdus        -          LKAP-TSAKG2_G09_067_2018_2 -              117     857      77     807      44     810    1559    +    2.8e-130  434.0  22.8  -
Sneathiellaceae_Oceanibacterium                  -          LKAP-TSAKG2_G09_067_2018_2 -               45     770      19     809       5     810    1397    +    3.5e-130  433.5  23.3  -
Methylococcaceae_Methylomarinovum                -          LKAP-TSAKG2_G09_067_2018_2 -               24     793      18     806       5     809    1466    +    3.6e-130  433.5  23.3  -
Oceanospirillales_Alkalimarinus                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     806       5     810    1464    +    3.7e-130  433.3  23.5  -
Spongiibacteraceae_Dasania                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     785      19     806       5     809    1486    +    3.8e-130  433.4  23.4  -
Flavobacteriaceae_Moheibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               45     803      19     806       6     809    1481    +    3.9e-130  432.9  24.0  -
Ruminococcaceae_Herbivorax                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     745      71     806      50     810    1421    +    4.2e-130  433.0  22.5  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-TSAKG2_G09_067_2018_2 -               15     759      76     808      56     810    1357    +    4.4e-130  433.3  22.3  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-TSAKG2_G09_067_2018_2 -               48     815      19     806       5     810    1475    +    4.7e-130  432.9  23.4  -
Lachnospiraceae_Stomatobaculum                   -          LKAP-TSAKG2_G09_067_2018_2 -                6     707      77     808      73     810    1377    +    4.7e-130  433.3  21.4  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-TSAKG2_G09_067_2018_2 -               43     819      18     808       4     810    1513    +    4.8e-130  433.0  23.8  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     788      18     806       4     809    1480    +    4.9e-130  433.0  23.7  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_G09_067_2018_2 -               11     780      17     807       7     810    1459    +    5.1e-130  433.0  24.5  -
Microbacteriaceae_Homoserinibacter               -          LKAP-TSAKG2_G09_067_2018_2 -               32     783      18     807       4     810    1468    +    5.4e-130  432.8  23.9  -
Chrysiogenaceae_Chrysiogenes                     -          LKAP-TSAKG2_G09_067_2018_2 -               24     791      31     807      11     810    1511    +    5.6e-130  432.8  23.8  -
Dermatophilaceae_Piscicoccus                     -          LKAP-TSAKG2_G09_067_2018_2 -               24     769      18     807       4     810    1473    +    5.9e-130  432.7  24.6  -
Syntrophobacteraceae_Desulfovirga                -          LKAP-TSAKG2_G09_067_2018_2 -               32     814      19     807       4     810    1524    +      6e-130  432.9  24.1  -
Methylococcaceae_Methyloparacoccus               -          LKAP-TSAKG2_G09_067_2018_2 -               24     790      18     808       4     810    1451    +    6.1e-130  432.7  23.9  -
Cytophagaceae_Litoribacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               12     781      15     807       7     810    1452    +    7.8e-130  432.4  24.2  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-TSAKG2_G09_067_2018_2 -               17     781      18     808       5     810    1445    +    8.3e-130  432.2  23.6  -
Promicromonosporaceae_Xylanibacterium            -          LKAP-TSAKG2_G09_067_2018_2 -               45     786      18     806       4     810    1513    +    8.3e-130  432.4  24.2  -
Cellulomonadaceae_Sediminihabitans               -          LKAP-TSAKG2_G09_067_2018_2 -               24     771      18     806       4     810    1475    +    8.6e-130  432.2  24.4  -
Chitinophagaceae_Taibaiella                      -          LKAP-TSAKG2_G09_067_2018_2 -               14     779      14     807       5     810    1427    +    9.4e-130  432.1  23.4  -
Oceanospirillaceae_Bermanella                    -          LKAP-TSAKG2_G09_067_2018_2 -               52     813      19     806       5     810    1533    +    9.5e-130  431.9  23.5  -
Thermoanaerobacterales_Mahella                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     802      19     806       4     810    1531    +    9.6e-130  432.1  24.7  -
Streptosporangineae_Allonocardiopsis             -          LKAP-TSAKG2_G09_067_2018_2 -                5     760      21     807      18     810    1476    +      1e-129  432.0  23.0  -
Halobacteroidaceae_Halanaerobaculum              -          LKAP-TSAKG2_G09_067_2018_2 -               32     792      18     806       4     810    1498    +    1.1e-129  431.7  24.2  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       6     810    1387    +    1.1e-129  431.9  22.7  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_G09_067_2018_2 -               24     790      19     806       4     809    1451    +    1.2e-129  431.6  23.0  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          LKAP-TSAKG2_G09_067_2018_2 -               25     764      19     806       6     810    1447    +    1.4e-129  431.6  24.8  -
Crocinitomicaceae_Fluviicola                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     791      19     807       8     810    1446    +    1.5e-129  431.1  23.4  -
Methylocystaceae_Oharaeibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     741      19     807       6     810    1408    +    1.5e-129  431.5  22.4  -
Micrococcaceae_Garicola                          -          LKAP-TSAKG2_G09_067_2018_2 -               24     780      18     806       4     810    1459    +    1.6e-129  431.3  24.4  -
Thermomicrobiaceae_Thermorudis                   -          LKAP-TSAKG2_G09_067_2018_2 -               27     738      79     806      59     810    1375    +    1.6e-129  431.7  22.6  -
Chromatiaceae_Thioflavicoccus                    -          LKAP-TSAKG2_G09_067_2018_2 -               24     787      18     806       4     809    1469    +    1.9e-129  431.1  23.5  -
Brevibacteriaceae_Spelaeicoccus                  -          LKAP-TSAKG2_G09_067_2018_2 -                8     766      19     806      14     810    1397    +      2e-129  431.0  23.3  -
Micromonosporaceae_Catelliglobosispora           -          LKAP-TSAKG2_G09_067_2018_2 -               44     788      18     807       4     810    1510    +    2.1e-129  430.9  23.9  -
Microbacteriaceae_Galbitalea                     -          LKAP-TSAKG2_G09_067_2018_2 -               33     783      18     806       4     809    1467    +    2.1e-129  430.8  23.5  -
Spirillaceae_Spirillum                           -          LKAP-TSAKG2_G09_067_2018_2 -               34     813      14     806       5     808    1447    +    2.1e-129  430.9  23.4  -
Clostridiales_Guggenheimella                     -          LKAP-TSAKG2_G09_067_2018_2 -               43     802      18     808       4     810    1501    +    2.2e-129  430.9  25.3  -
Microbacteriaceae_Microterricola                 -          LKAP-TSAKG2_G09_067_2018_2 -               45     795      18     806       4     809    1442    +    2.2e-129  430.9  24.6  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-TSAKG2_G09_067_2018_2 -               17     785      18     807       5     810    1475    +    2.5e-129  430.8  24.0  -
Clostridiales_Flintibacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               28     740      71     806      49     810     808    +    2.8e-129  430.8  22.6  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_G09_067_2018_2 -               50     825      21     806       9     809    1548    +    2.8e-129  430.2  22.8  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-TSAKG2_G09_067_2018_2 -               28     755      75     808      55     810    1318    +    2.9e-129  430.5  21.9  -
Desulfarculaceae_Desulfarculus                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     830      19     805       5     809    1522    +    2.9e-129  430.5  23.7  -
Rhodobiaceae_Lutibaculum                         -          LKAP-TSAKG2_G09_067_2018_2 -               41     754      18     806       5     810    1455    +    3.2e-129  430.5  21.8  -
Micrococcaceae_Renibacterium                     -          LKAP-TSAKG2_G09_067_2018_2 -               52     812      18     806       4     810    1471    +    3.3e-129  430.2  24.1  -
Halomonadaceae_Zymobacter                        -          LKAP-TSAKG2_G09_067_2018_2 -               20     788      18     806       5     809    1509    +      4e-129  429.9  23.5  -
Natranaerobiaceae_Natronovirga                   -          LKAP-TSAKG2_G09_067_2018_2 -               27     607     207     808     187     810    1225    +    4.1e-129  429.9  18.0  -
Synergistaceae_Thermovirga                       -          LKAP-TSAKG2_G09_067_2018_2 -                5     744      29     809      25     810    1427    +    4.2e-129  429.9  25.5  -
Micrococcaceae_Psychromicrobium                  -          LKAP-TSAKG2_G09_067_2018_2 -               21     744      70     806      50     810    1368    +    4.5e-129  429.9  22.4  -
Oceanospirillales_Spongiispira                   -          LKAP-TSAKG2_G09_067_2018_2 -               31     798      19     806       5     810    1486    +    4.6e-129  429.6  23.4  -
Chitinivibrionaceae_Chitinivibrio                -          LKAP-TSAKG2_G09_067_2018_2 -               31     813      17     806       4     809    1488    +    4.6e-129  429.7  23.3  -
Syntrophorhabdaceae_Syntrophorhabdus             -          LKAP-TSAKG2_G09_067_2018_2 -               24     808      18     807       4     809    1482    +    4.7e-129  429.7  23.8  -
Halieaceae_Marimicrobium                         -          LKAP-TSAKG2_G09_067_2018_2 -               32     793      18     806       5     810    1512    +    4.9e-129  429.7  23.5  -
Pseudonocardiaceae_Tamaricihabitans              -          LKAP-TSAKG2_G09_067_2018_2 -               27     772      18     807       4     810    1445    +    4.9e-129  429.6  23.5  -
Lysobacteraceae_Chiayiivirga                     -          LKAP-TSAKG2_G09_067_2018_2 -               43     808      18     807       4     810    1522    +      5e-129  429.7  23.9  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     808       4     810    1463    +    5.1e-129  429.5  23.6  -
Rhodobiaceae_Pyruvatibacter                      -          LKAP-TSAKG2_G09_067_2018_2 -               49     763      19     808       5     810    1462    +    5.3e-129  429.5  21.8  -
Bogoriellaceae_Bogoriella                        -          LKAP-TSAKG2_G09_067_2018_2 -               17     767      18     806       5     810    1476    +    5.3e-129  429.7  23.8  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-TSAKG2_G09_067_2018_2 -               53     818      18     807       5     810    1548    +    5.4e-129  429.5  23.8  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-TSAKG2_G09_067_2018_2 -                9     772      21     808      14     810    1417    +    5.9e-129  429.4  23.1  -
Methylocystaceae_Chthonobacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               29     744      19     809       5     810    1404    +    6.4e-129  429.4  21.7  -
Methylocystaceae_Albibacter                      -          LKAP-TSAKG2_G09_067_2018_2 -               42     754      19     806       6     810    1476    +    6.7e-129  429.3  22.2  -
Peptoniphilaceae_Ezakiella                       -          LKAP-TSAKG2_G09_067_2018_2 -               19     784      18     809       4     810    1367    +    7.1e-129  429.2  25.7  -
Intrasporangiaceae_Marihabitans                  -          LKAP-TSAKG2_G09_067_2018_2 -               20     770      18     807       5     810    1435    +    7.5e-129  429.1  24.1  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-TSAKG2_G09_067_2018_2 -               42     810      18     806       4     809    1494    +    8.1e-129  428.8  23.7  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP-TSAKG2_G09_067_2018_2 -               18     706      72     807      52     809    1346    +    8.1e-129  429.0  21.3  -
Ruminococcaceae_Ethanoligenens                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     783      19     809       6     810    1499    +      1e-128  428.6  23.4  -
Anaplasmataceae_Neorickettsia                    -          LKAP-TSAKG2_G09_067_2018_2 -              100     782      80     810      59     810    1498    +    1.1e-128  428.5  21.4  -
Flavobacteriaceae_Chryseobacterium               -          LKAP-TSAKG2_G09_067_2018_2 -               24     783      18     806       5     808    1439    +    1.1e-128  428.3  23.7  -
Pseudonocardiaceae_Herbihabitans                 -          LKAP-TSAKG2_G09_067_2018_2 -               37     787      18     807       4     810    1496    +    1.2e-128  428.3  23.8  -
Oceanospirillaceae_Motiliproteus                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     806       5     809    1466    +    1.3e-128  428.3  23.4  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP-TSAKG2_G09_067_2018_2 -               44     801      18     807       4     809    1517    +    1.4e-128  428.2  25.0  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP-TSAKG2_G09_067_2018_2 -               45     836      19     806       5     809    1546    +    1.4e-128  428.1  24.4  -
Yersiniaceae_Chania                              -          LKAP-TSAKG2_G09_067_2018_2 -               54     823      19     806       5     809    1546    +    1.5e-128  428.0  23.0  -
Desulfobulbaceae_Desulfofustis                   -          LKAP-TSAKG2_G09_067_2018_2 -               44     827      18     806       4     809    1547    +    1.7e-128  428.0  24.0  -
Chromatiaceae_Thiococcus                         -          LKAP-TSAKG2_G09_067_2018_2 -               24     787      18     806       4     809    1470    +    1.7e-128  428.0  23.6  -
Oceanospirillaceae_Oleibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     786      19     806       5     810    1455    +    1.8e-128  427.8  23.0  -
Cellvibrionaceae_Teredinibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     783      19     806       5     810    1469    +      2e-128  427.5  22.8  -
Marinifilaceae_Marinifilum                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     807      12     810    1451    +      2e-128  427.4  23.4  -
Arenicellaceae_Perspicuibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               11     733      70     806      53     809    1365    +    2.1e-128  427.6  22.0  -
Dermabacteraceae_Helcobacillus                   -          LKAP-TSAKG2_G09_067_2018_2 -               24     775      18     806       4     810    1448    +    2.1e-128  427.5  24.4  -
Dermacoccaceae_Demetria                          -          LKAP-TSAKG2_G09_067_2018_2 -               16     767      18     807       6     810    1457    +    2.1e-128  427.5  23.9  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     806       6     808    1447    +    2.2e-128  427.3  23.5  -
Nocardiaceae_Skermania                           -          LKAP-TSAKG2_G09_067_2018_2 -               24     769      18     807       4     810    1477    +    2.2e-128  427.6  23.9  -
Methylobacteriaceae_Meganema                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     735      19     806       6     810    1383    +    2.4e-128  427.5  22.9  -
Streptosporangiaceae_Thermocatellispora          -          LKAP-TSAKG2_G09_067_2018_2 -               51     791      18     807       4     810    1526    +    2.4e-128  427.4  23.5  -
Cytophagaceae_Emticicia                          -          LKAP-TSAKG2_G09_067_2018_2 -               29     776      19     807       7     810    1433    +    2.5e-128  427.1  22.2  -
Clostridiales_Finegoldia                         -          LKAP-TSAKG2_G09_067_2018_2 -                2     760      20     809      19     810    1409    +    2.6e-128  427.3  24.9  -
Nocardiaceae_Smaragdicoccus                      -          LKAP-TSAKG2_G09_067_2018_2 -               44     784      19     807       4     810    1478    +    2.9e-128  427.1  24.4  -
Rhodobiaceae_Methyloceanibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               46     768      19     806       5     810    1485    +    3.1e-128  427.1  23.0  -
Acidimicrobiaceae_Acidimicrobium                 -          LKAP-TSAKG2_G09_067_2018_2 -               47     777      21     806       6     810    1465    +    3.2e-128  427.2  23.6  -
Aquificaceae_Hydrogenivirga                      -          LKAP-TSAKG2_G09_067_2018_2 -               24     816      18     807       5     810    1503    +    3.3e-128  427.1  24.1  -
Clostridiales_Murdochiella                       -          LKAP-TSAKG2_G09_067_2018_2 -               32     746      64     809      43     810    1362    +    3.5e-128  426.9  22.8  -
Lachnospiraceae_Moryella                         -          LKAP-TSAKG2_G09_067_2018_2 -                3     753      28     808      26     810    1374    +    3.8e-128  426.9  25.6  -
Iamiaceae_Iamia                                  -          LKAP-TSAKG2_G09_067_2018_2 -               20     770      19     806       5     810    1474    +      4e-128  426.8  24.2  -
Lachnospiraceae_Agathobacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               53     760      73     808      53     810    1434    +      4e-128  426.6  22.2  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-TSAKG2_G09_067_2018_2 -               31     788      18     807       4     810    1469    +    4.2e-128  426.7  23.7  -
Ruaniaceae_Ruania                                -          LKAP-TSAKG2_G09_067_2018_2 -               25     780      19     806       4     810    1454    +    4.8e-128  426.3  24.2  -
