# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Cytophagaceae_Emticicia                          -          LKAP-TSAKG2_D09_073_2018_2 -               38     937      24     946      14     948    1433    +    8.2e-171  568.1  18.7  -
Rikenellaceae_Alistipes                          -          LKAP-TSAKG2_D09_073_2018_2 -               39     966      23     946      14     948    1456    +    8.3e-171  568.3  17.5  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_D09_073_2018_2 -               91    1002      59     945      38     948    1571    +    8.5e-171  568.4  18.5  -
Synergistaceae_Thermanaerovibrio                 -          LKAP-TSAKG2_D09_073_2018_2 -               75     949      43     943      22     949    1510    +      1e-170  567.8  20.3  -
Flavobacteriaceae_Mariniflexile                  -          LKAP-TSAKG2_D09_073_2018_2 -               33     948      23     946      14     948    1437    +    1.1e-170  567.8  17.9  -
Saprospiraceae_Aureispira                        -          LKAP-TSAKG2_D09_073_2018_2 -               55     978      23     946      14     948    1459    +    1.1e-170  568.2  18.9  -
Chitinophagaceae_Hydrotalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               56     983      22     946       9     948    1531    +    1.2e-170  567.6  18.4  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-TSAKG2_D09_073_2018_2 -               53     965      23     946      15     948    1424    +    1.3e-170  567.7  20.3  -
Dermabacteraceae_Dermabacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               69     944      54     940      34     947    1456    +    1.3e-170  567.5  19.6  -
Carnobacteriaceae_Granulicatella                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     993      23     946      13     948    1407    +    1.5e-170  567.4  18.3  -
Microbacteriaceae_Microcella                     -          LKAP-TSAKG2_D09_073_2018_2 -               65     953      42     940      21     947    1505    +    1.7e-170  567.2  19.2  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     965      23     940      12     949    1519    +    1.8e-170  567.1  18.8  -
Flavobacteriaceae_Actibacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               29     960      20     946       9     948    1449    +    1.9e-170  566.9  17.5  -
Pasteurellaceae_Testudinibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -              100    1029      22     946      10     949    1412    +      2e-170  566.9  18.7  -
Comamonadaceae_Macromonas                        -          LKAP-TSAKG2_D09_073_2018_2 -               54     971      22     939      10     947    1461    +    2.3e-170  566.6  19.0  -
Erysipelotrichaceae_Breznakia                    -          LKAP-TSAKG2_D09_073_2018_2 -              104     994      62     946      42     948    1508    +    3.1e-170  566.2  19.1  -
Rhodospirillaceae_Marispirillum                  -          LKAP-TSAKG2_D09_073_2018_2 -               74     920      61     941      40     948    1450    +    3.5e-170  566.2  18.7  -
Rhodospirillaceae_Limibacillus                   -          LKAP-TSAKG2_D09_073_2018_2 -               38     885      61     941      40     948    1402    +    3.8e-170  566.0  18.6  -
Intrasporangiaceae_Aquipuribacter                -          LKAP-TSAKG2_D09_073_2018_2 -               81     952      59     940      37     947    1505    +    4.5e-170  565.7  19.5  -
Caldilineaceae_Caldilinea                        -          LKAP-TSAKG2_D09_073_2018_2 -               68     935      62     943      42     949    1427    +    4.8e-170  565.6  19.6  -
Rhodospirillaceae_Telmatospirillum               -          LKAP-TSAKG2_D09_073_2018_2 -               76     917      62     938      42     947    1344    +    5.1e-170  565.4  18.5  -
Comamonadaceae_Melaminivora                      -          LKAP-TSAKG2_D09_073_2018_2 -               18     940      15     939       7     947    1436    +    5.3e-170  565.4  18.7  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               28     915      22     941      10     947    1459    +    5.3e-170  565.4  18.4  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-TSAKG2_D09_073_2018_2 -               65     958      62     945      41     948    1497    +    5.4e-170  565.7  18.6  -
Phormidiaceae_Ancylothrix                        -          LKAP-TSAKG2_D09_073_2018_2 -               75     931      59     945      30     948    1485    +    5.4e-170  565.8  19.4  -
Sporomusaceae_Sporomusa                          -          LKAP-TSAKG2_D09_073_2018_2 -               53     994      24     946      15     948    1532    +    5.9e-170  565.1  18.2  -
Flavobacteriaceae_Psychroserpens                 -          LKAP-TSAKG2_D09_073_2018_2 -               37     959      23     946      15     948    1466    +    6.8e-170  565.1  18.3  -
Sutterellaceae_Turicimonas                       -          LKAP-TSAKG2_D09_073_2018_2 -               52     983      22     940      10     948    1528    +      7e-170  565.1  18.9  -
Deferribacteraceae_Geovibrio                     -          LKAP-TSAKG2_D09_073_2018_2 -               88     981      64     943      44     949    1545    +    7.3e-170  565.0  19.0  -
Flavobacteriaceae_Galbibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               53     973      23     946      15     948    1484    +    7.5e-170  564.9  18.5  -
Clostridiales_Sulfobacillus                      -          LKAP-TSAKG2_D09_073_2018_2 -               74     957      62     946      40     948    1472    +    7.6e-170  565.3  18.6  -
Acidobacteriaceae_Acidipila                      -          LKAP-TSAKG2_D09_073_2018_2 -               87     942      62     946      43     948    1461    +    7.7e-170  565.0  19.0  -
Propionibacteriaceae_Acidipropionibacterium      -          LKAP-TSAKG2_D09_073_2018_2 -               81     968      59     943      38     949    1455    +    7.8e-170  565.1  18.8  -
Pasteurellaceae_Necropsobacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               15     914      44     944      28     948    1272    +    7.9e-170  565.0  19.1  -
Ruminococcaceae_Anaerofilum                      -          LKAP-TSAKG2_D09_073_2018_2 -              115     989      62     946      41     948    1468    +    8.1e-170  564.7  17.9  -
Comamonadaceae_Extensimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     950      23     939      11     947    1454    +    9.9e-170  564.5  19.1  -
Chitinophagaceae_Segetibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               41     964      23     946      15     948    1480    +    1.2e-169  564.7  18.4  -
Balneolaceae_Aliifodinibius                      -          LKAP-TSAKG2_D09_073_2018_2 -               52     943      60     947      43     949    1446    +    1.2e-169  564.4  18.5  -
Flavobacteriaceae_Kordia                         -          LKAP-TSAKG2_D09_073_2018_2 -               38     962      23     946      15     948    1458    +    1.5e-169  563.9  18.4  -
Flavobacteriaceae_Siansivirga                    -          LKAP-TSAKG2_D09_073_2018_2 -               24     944      20     946       9     948    1449    +    1.5e-169  563.9  18.9  -
Chitinophagaceae_Pseudoflavitalea                -          LKAP-TSAKG2_D09_073_2018_2 -               31     952      23     946      14     948    1409    +    1.8e-169  564.1  17.9  -
Flavobacteriaceae_Lutimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      15     948    1449    +    1.9e-169  563.6  17.7  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-TSAKG2_D09_073_2018_2 -               35     967      19     946      11     948    1463    +    2.2e-169  563.3  18.2  -
Chrysiogenaceae_Desulfurispirillum               -          LKAP-TSAKG2_D09_073_2018_2 -               89     974      64     946      55     948    1530    +    2.3e-169  563.3  18.0  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP-TSAKG2_D09_073_2018_2 -                5     917      23     946      20     948    1404    +    2.3e-169  563.6  19.6  -
Flavobacteriaceae_Robiginitalea                  -          LKAP-TSAKG2_D09_073_2018_2 -               56     983      23     946      14     948    1525    +    2.4e-169  563.5  18.7  -
Flavobacteriaceae_Aureisphaera                   -          LKAP-TSAKG2_D09_073_2018_2 -               33     955      23     946      14     948    1444    +    2.9e-169  563.2  18.6  -
Actinomycetaceae_Flaviflexus                     -          LKAP-TSAKG2_D09_073_2018_2 -                2     921      21     940      20     948    1400    +    3.1e-169  563.1  18.4  -
Flavobacteriaceae_Gillisia                       -          LKAP-TSAKG2_D09_073_2018_2 -               28     952      20     946      10     948    1435    +    3.7e-169  562.6  18.5  -
Dermacoccaceae_Yimella                           -          LKAP-TSAKG2_D09_073_2018_2 -                9     914      24     940      17     947    1471    +    3.9e-169  562.5  19.5  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_D09_073_2018_2 -                3     901      25     945      23     948    1343    +    4.3e-169  562.3  18.3  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-TSAKG2_D09_073_2018_2 -               88     961      62     942      42     948    1437    +    5.1e-169  562.2  18.5  -
Flammeovirgaceae_Fabibacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               25     952      15     946       9     948    1420    +    5.1e-169  562.4  18.0  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-TSAKG2_D09_073_2018_2 -               33     958      23     946      14     948    1456    +    5.2e-169  562.2  18.0  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-TSAKG2_D09_073_2018_2 -               50     979      23     945      15     948    1541    +    5.2e-169  562.4  19.4  -
Actinopolysporaceae_Actinopolyspora              -          LKAP-TSAKG2_D09_073_2018_2 -               27     952      20     943       8     949    1471    +    5.3e-169  562.3  18.7  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-TSAKG2_D09_073_2018_2 -               53     979      23     946      14     948    1490    +    5.4e-169  562.0  18.3  -
Cyclobacteriaceae_Lunatimonas                    -          LKAP-TSAKG2_D09_073_2018_2 -               54     974      24     946      10     948    1511    +      6e-169  562.1  19.0  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-TSAKG2_D09_073_2018_2 -               64     958      61     945      40     948    1498    +    6.2e-169  562.3  18.5  -
Streptosporangineae_Sinosporangium               -          LKAP-TSAKG2_D09_073_2018_2 -               29     924      23     940      12     949    1457    +    7.4e-169  561.7  18.9  -
Methylocystaceae_Oharaeibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               57     904      61     942      40     948    1408    +    7.4e-169  561.8  18.6  -
Rhodobiaceae_Pyruvatibacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               79     925      61     941      41     948    1462    +    7.7e-169  561.6  18.8  -
Rhodothalassiaceae_Rhodothalassium               -          LKAP-TSAKG2_D09_073_2018_2 -               48     900      58     945      35     948    1318    +    8.4e-169  561.6  18.6  -
Dermacoccaceae_Calidifontibacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               41     946      24     940      15     947    1464    +    8.7e-169  561.4  19.6  -
Glycomycetaceae_Glycomyces                       -          LKAP-TSAKG2_D09_073_2018_2 -               33     950      23     944      10     949    1486    +    8.7e-169  561.6  19.1  -
Rhodobiaceae_Methyloceanibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               85     936      60     945      37     948    1485    +      1e-168  561.3  18.5  -
Rhodobacteraceae_Jhaorihella                     -          LKAP-TSAKG2_D09_073_2018_2 -               63     905      61     938      40     947    1400    +    1.1e-168  561.3  18.7  -
Bacteroidales_Saccharicrinis                     -          LKAP-TSAKG2_D09_073_2018_2 -               53     976      23     947      15     949    1483    +    1.2e-168  560.7  17.9  -
Acetobacteraceae_Kozakia                         -          LKAP-TSAKG2_D09_073_2018_2 -               56     908      62     945      41     948    1415    +    1.2e-168  561.2  19.3  -
Jonesiaceae_Jonesia                              -          LKAP-TSAKG2_D09_073_2018_2 -               55     980      23     940      14     947    1541    +    1.6e-168  560.8  18.9  -
Flavobacteriaceae_Zobellia                       -          LKAP-TSAKG2_D09_073_2018_2 -               32     959      22     946      11     948    1448    +    1.8e-168  560.3  17.7  -
Microbacteriaceae_Agreia                         -          LKAP-TSAKG2_D09_073_2018_2 -               53     956      23     940      15     947    1513    +    1.9e-168  560.2  18.9  -
Prolixibacteraceae_Prolixibacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     954      23     947      15     949    1444    +    2.3e-168  559.8  18.5  -
Flavobacteriaceae_Olleya                         -          LKAP-TSAKG2_D09_073_2018_2 -               33     953      23     946      15     948    1443    +    2.3e-168  560.2  18.5  -
Chitinophagaceae_Flavisolibacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               40     966      23     946      14     948    1465    +    2.7e-168  559.9  17.5  -
Acetobacteraceae_Acidomonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               74     927      61     945      40     948    1481    +    2.7e-168  560.0  19.2  -
Nannocystaceae_Nannocystis                       -          LKAP-TSAKG2_D09_073_2018_2 -               71     967      60     944      28     948    1518    +    3.1e-168  559.6  18.7  -
Sphingomonadaceae_Pacificimonas                  -          LKAP-TSAKG2_D09_073_2018_2 -               75     924      60     942      39     948    1450    +    3.1e-168  559.7  18.5  -
Flavobacteriaceae_Wenyingzhuangia                -          LKAP-TSAKG2_D09_073_2018_2 -               26     955      16     946      10     948    1444    +    3.9e-168  559.2  17.9  -
Microbacteriaceae_Rhodoglobus                    -          LKAP-TSAKG2_D09_073_2018_2 -               81     980      43     939      22     947    1515    +    4.3e-168  559.2  18.3  -
Propionibacteriaceae_Naumannella                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     958      23     943      15     949    1511    +    4.6e-168  559.0  18.2  -
Rhodobacteraceae_Paenirhodobacter                -          LKAP-TSAKG2_D09_073_2018_2 -               74     917      60     938      39     947    1428    +    5.4e-168  558.8  18.8  -
Kosmotogaceae_Kosmotoga                          -          LKAP-TSAKG2_D09_073_2018_2 -               67     953      59     945      39     948    1458    +    6.3e-168  559.0  18.8  -
Phyllobacteriaceae_Roseitalea                    -          LKAP-TSAKG2_D09_073_2018_2 -               58     905      60     941      40     948    1419    +    6.3e-168  558.6  18.8  -
Sneathiellaceae_Oceanibacterium                  -          LKAP-TSAKG2_D09_073_2018_2 -               83     931      59     941      37     948    1397    +    6.4e-168  558.6  18.5  -
Nocardioidaceae_Tenggerimyces                    -          LKAP-TSAKG2_D09_073_2018_2 -               69     969      23     943      15     949    1526    +    6.4e-168  558.3  18.6  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_D09_073_2018_2 -               71     936      58     941      35     947    1493    +    7.4e-168  558.2  17.7  -
Micromonosporaceae_Virgisporangium               -          LKAP-TSAKG2_D09_073_2018_2 -               33     934      23     943      14     949    1469    +    7.6e-168  558.4  19.0  -
Rhodospirillaceae_Aliidongia                     -          LKAP-TSAKG2_D09_073_2018_2 -               76     918      62     938      42     947    1447    +    8.3e-168  558.2  18.8  -
Propionibacteriaceae_Friedmanniella              -          LKAP-TSAKG2_D09_073_2018_2 -               33     937      23     943      12     949    1457    +    8.7e-168  558.4  18.9  -
Nostocales_Halotia                               -          LKAP-TSAKG2_D09_073_2018_2 -               55     904      61     940      40     947    1458    +    9.2e-168  558.2  19.0  -
Acetobacteraceae_Granulibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               82     935      61     945      39     948    1491    +    9.9e-168  558.2  19.3  -
Flavobacteriaceae_Sinomicrobium                  -          LKAP-TSAKG2_D09_073_2018_2 -               48     968      19     940       8     948    1485    +    1.3e-167  557.8  18.5  -
Rhodospirillaceae_Pelagibius                     -          LKAP-TSAKG2_D09_073_2018_2 -               63     914      57     941      34     948    1422    +    1.3e-167  557.8  18.4  -
Deinococcaceae_Deinococcus                       -          LKAP-TSAKG2_D09_073_2018_2 -               58     938      60     946      38     948    1455    +    1.8e-167  557.1  18.8  -
Rhodobiaceae_Tepidicaulis                        -          LKAP-TSAKG2_D09_073_2018_2 -               12     895      16     938       8     947    1396    +      2e-167  557.0  18.4  -
Prolixibacteraceae_Sunxiuqinia                   -          LKAP-TSAKG2_D09_073_2018_2 -               33     957      23     947      15     949    1445    +    2.1e-167  557.0  18.2  -
Micromonosporaceae_Hamadaea                      -          LKAP-TSAKG2_D09_073_2018_2 -               60     962      23     943      15     949    1521    +    2.1e-167  556.8  19.0  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_D09_073_2018_2 -               33     936      23     941      15     947    1473    +    2.4e-167  556.5  18.4  -
Flavobacteriaceae_Gramella                       -          LKAP-TSAKG2_D09_073_2018_2 -               30     963      21     946      10     948    1452    +    2.8e-167  556.2  18.4  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               80     959      63     940      49     948    1525    +    2.8e-167  556.6  18.3  -
Opitutaceae_Cephaloticoccus                      -          LKAP-TSAKG2_D09_073_2018_2 -               93    1002      59     946      30     948    1552    +    3.1e-167  556.3  18.5  -
Leuconostocaceae_Fructobacillus                  -          LKAP-TSAKG2_D09_073_2018_2 -               71     972      60     946      40     948    1485    +    3.9e-167  556.2  18.3  -
Fusobacteriaceae_Fusobacterium                   -          LKAP-TSAKG2_D09_073_2018_2 -               72     935      61     939      40     947    1443    +    4.5e-167  555.8  19.2  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_D09_073_2018_2 -               75     937      61     941      34     947    1490    +    4.6e-167  555.9  18.1  -
Rhodospirillaceae_Magnetovibrio                  -          LKAP-TSAKG2_D09_073_2018_2 -               77     920      60     941      40     948    1361    +      5e-167  555.6  18.9  -
Flavobacteriaceae_Mesoflavibacter                -          LKAP-TSAKG2_D09_073_2018_2 -               31     957      22     946      11     948    1443    +      6e-167  555.4  18.5  -
Thermaceae_Thermus                               -          LKAP-TSAKG2_D09_073_2018_2 -               66     948      56     946      28     948    1482    +    6.7e-167  555.6  19.1  -
Hyphomicrobiaceae_Methyloterrigena               -          LKAP-TSAKG2_D09_073_2018_2 -               66     912      60     941      39     948    1420    +      8e-167  555.0  18.7  -
Hyphomicrobiaceae_Cucumibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               46     897      60     945      39     948    1358    +    8.3e-167  554.9  18.7  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-TSAKG2_D09_073_2018_2 -               51     928      65     945      45     948    1419    +    8.4e-167  554.9  18.9  -
Porphyromonadaceae_Parabacteroides               -          LKAP-TSAKG2_D09_073_2018_2 -               53     976      23     943      15     948    1489    +    8.8e-167  555.1  18.3  -
Anaplasmataceae_Anaplasma                        -          LKAP-TSAKG2_D09_073_2018_2 -               44     929      23     940      11     947    1433    +      1e-166  554.7  18.4  -
Rhodobacteraceae_Dinoroseobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -                1     840      64     938      64     947    1262    +    1.1e-166  554.4  18.0  -
Fervidobacteriaceae_Thermosipho                  -          LKAP-TSAKG2_D09_073_2018_2 -               80     989      47     945      25     948    1514    +    1.2e-166  554.5  19.8  -
Atopobacteriaceae_Olsenella                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     939      23     945      13     948    1449    +    1.2e-166  554.7  19.0  -
Acetobacteraceae_Saccharibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               70     923      62     946      40     948    1436    +    1.4e-166  554.4  18.7  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-TSAKG2_D09_073_2018_2 -              168    1072      62     940      40     947    1610    +    1.8e-166  553.6  18.4  -
Flavobacteriaceae_Apibacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               61     981      23     946      15     948    1528    +    1.9e-166  553.4  17.8  -
Rhizobiaceae_Ciceribacter                        -          LKAP-TSAKG2_D09_073_2018_2 -               36     888      59     945      38     948    1392    +      2e-166  553.8  18.7  -
Fusobacteriaceae_Cetobacterium                   -          LKAP-TSAKG2_D09_073_2018_2 -               83     946      61     939      41     947    1505    +      2e-166  553.5  19.8  -
Rhodobacteraceae_Oceanicella                     -          LKAP-TSAKG2_D09_073_2018_2 -               74     915      62     938      40     947    1431    +    2.1e-166  553.8  18.6  -
Rhodospirillaceae_Constrictibacter               -          LKAP-TSAKG2_D09_073_2018_2 -               60     908      60     942      40     948    1456    +    2.3e-166  553.6  18.9  -
Methylocystaceae_Hartmannibacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               76     921      62     941      41     948    1426    +    2.4e-166  553.6  18.5  -
Leuconostocaceae_Leuconostoc                     -          LKAP-TSAKG2_D09_073_2018_2 -               63     964      60     946      40     948    1477    +    2.6e-166  553.5  19.0  -
Rhodospirillaceae_Magnetospira                   -          LKAP-TSAKG2_D09_073_2018_2 -               63     911      59     941      37     948    1417    +    2.6e-166  553.2  18.5  -
Halobacteroidaceae_Natroniella                   -          LKAP-TSAKG2_D09_073_2018_2 -               63     948      62     940      41     947    1467    +    3.2e-166  552.9  18.6  -
Odoribacteraceae_Odoribacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               29     955      20     944      11     948    1478    +    3.4e-166  552.9  19.2  -
Hyphomicrobiaceae_Aquabacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               69     915      61     942      40     948    1474    +    3.8e-166  552.8  18.6  -
Acetobacteraceae_Rhodopila                       -          LKAP-TSAKG2_D09_073_2018_2 -               78     942      62     945      42     948    1465    +    4.4e-166  552.9  19.1  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-TSAKG2_D09_073_2018_2 -               54     974      23     944      14     947    1486    +    4.5e-166  552.7  17.6  -
Flavobacteriaceae_Euzebyella                     -          LKAP-TSAKG2_D09_073_2018_2 -               75     981      44     946      23     948    1489    +    4.7e-166  552.4  18.3  -
Acetobacteraceae_Nguyenibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               52     904      62     945      41     948    1407    +    4.9e-166  552.5  19.4  -
Flavobacteriaceae_Gelidibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               53     971      23     946      12     948    1478    +    5.1e-166  552.2  18.3  -
Brucellaceae_Falsochrobactrum                    -          LKAP-TSAKG2_D09_073_2018_2 -               75     920      62     941      42     948    1458    +    5.4e-166  552.4  18.8  -
Selenomonadaceae_Mitsuokella                     -          LKAP-TSAKG2_D09_073_2018_2 -               47     995      23     945      14     948    1543    +    5.7e-166  551.9  18.6  -
Rhodospirillaceae_Varunaivibrio                  -          LKAP-TSAKG2_D09_073_2018_2 -                1     883      20     941      20     948    1360    +    8.1e-166  551.7  18.8  -
Acetobacteraceae_Acidisphaera                    -          LKAP-TSAKG2_D09_073_2018_2 -               77     928      62     943      42     948    1451    +    8.2e-166  551.8  19.5  -
Porphyromonadaceae_Paludibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               41     966      23     946      15     948    1471    +    8.8e-166  551.7  18.3  -
Rhodobacteraceae_Pleomorphobacterium             -          LKAP-TSAKG2_D09_073_2018_2 -               76     917      62     938      40     947    1432    +    8.9e-166  551.8  18.6  -
Bacillaceae_Marinococcus                         -          LKAP-TSAKG2_D09_073_2018_2 -               71     982      59     946      39     948    1503    +    9.5e-166  551.6  18.6  -
Rubricoccaceae_Rubrivirga                        -          LKAP-TSAKG2_D09_073_2018_2 -               82     964      62     940      41     947    1465    +    9.6e-166  551.5  19.3  -
Methylobacteriaceae_Meganema                     -          LKAP-TSAKG2_D09_073_2018_2 -               51     895      59     938      38     947    1383    +    1.1e-165  551.3  18.4  -
Rhodospirillaceae_Aestuariispira                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     905      23     938      10     947    1417    +    1.2e-165  550.9  19.2  -
Rhodobacteraceae_Tabrizicola                     -          LKAP-TSAKG2_D09_073_2018_2 -               53     896      60     938      40     947    1388    +    1.6e-165  550.8  18.6  -
Hyphomicrobiaceae_Paradevosia                    -          LKAP-TSAKG2_D09_073_2018_2 -               52     899      60     941      39     948    1407    +    1.7e-165  550.6  18.7  -
Crocinitomicaceae_Lishizhenia                    -          LKAP-TSAKG2_D09_073_2018_2 -               95     987      55     946      34     948    1513    +    2.4e-165  549.8  18.0  -
Hyphomicrobiaceae_Youhaiella                     -          LKAP-TSAKG2_D09_073_2018_2 -               69     917      59     941      38     948    1447    +    2.7e-165  549.9  18.6  -
Rhodobacteraceae_Silicimonas                     -          LKAP-TSAKG2_D09_073_2018_2 -               58     901      60     938      38     947    1395    +    2.8e-165  549.9  18.8  -
Bacillaceae_Thermolongibacillus                  -          LKAP-TSAKG2_D09_073_2018_2 -                2     947      24     946      23     948    1432    +    3.1e-165  549.6  18.7  -
Rhodobacteraceae_Cereibacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               14     887      15     938       7     947    1380    +    3.3e-165  549.7  18.5  -
Micromonosporaceae_Catellatospora                -          LKAP-TSAKG2_D09_073_2018_2 -               53     955      23     943      14     949    1509    +    3.8e-165  549.4  18.8  -
Acetobacteraceae_Swaminathania                   -          LKAP-TSAKG2_D09_073_2018_2 -               74     927      60     945      39     948    1455    +    4.5e-165  549.4  19.2  -
Rhodobacteraceae_Albirhodobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               39     897      60     938      40     947    1405    +    5.2e-165  549.0  18.9  -
Beijerinckiaceae_Methylovirgula                  -          LKAP-TSAKG2_D09_073_2018_2 -               71     920      58     942      36     948    1402    +    5.6e-165  548.7  18.5  -
Aurantimonadaceae_Jiella                         -          LKAP-TSAKG2_D09_073_2018_2 -               74     925      60     945      39     948    1445    +    5.7e-165  548.9  18.6  -
Synergistaceae_Cloacibacillus                    -          LKAP-TSAKG2_D09_073_2018_2 -               33     924      23     943      15     949    1447    +      6e-165  549.0  19.9  -
Marinilabiliaceae_Labilibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               55     980      23     947      15     949    1470    +      6e-165  548.5  17.3  -
Micromonosporaceae_Phytomonospora                -          LKAP-TSAKG2_D09_073_2018_2 -               53     959      23     943      12     949    1513    +    6.1e-165  549.0  18.8  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP-TSAKG2_D09_073_2018_2 -               40     886      60     940      40     948    1417    +    7.3e-165  548.4  18.3  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_D09_073_2018_2 -               23     962      23     946      10     948    1424    +    8.6e-165  548.4  18.4  -
Crocinitomicaceae_Brumimicrobium                 -          LKAP-TSAKG2_D09_073_2018_2 -               39     964      21     946       9     948    1484    +    8.8e-165  548.2  18.2  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_D09_073_2018_2 -                3     912      62     945      60     948    1448    +    8.9e-165  548.1  18.4  -
Balneolaceae_Gracilimonas                        -          LKAP-TSAKG2_D09_073_2018_2 -               68     961      60     947      39     949    1447    +    8.9e-165  548.1  18.1  -
Rhodobacteraceae_Roseibacterium                  -          LKAP-TSAKG2_D09_073_2018_2 -               54     896      60     938      39     947    1389    +    1.1e-164  547.9  18.6  -
Flavobacteriaceae_Arenibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               33     957      23     946      13     948    1446    +    1.2e-164  547.8  18.2  -
Rhodospirillaceae_Limimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               43     893      63     939      42     947    1407    +    1.4e-164  547.6  19.0  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_D09_073_2018_2 -               78     931      62     946      41     948    1481    +    1.4e-164  547.6  19.3  -
Cytophagaceae_Dyadobacter                        -          LKAP-TSAKG2_D09_073_2018_2 -               56     941      64     947      44     949    1416    +    1.6e-164  547.4  18.4  -
Rhodospirillaceae_Haematospirillum               -          LKAP-TSAKG2_D09_073_2018_2 -               57     903      61     941      40     948    1408    +    1.6e-164  547.4  18.6  -
Balneolaceae_Balneola                            -          LKAP-TSAKG2_D09_073_2018_2 -               77     971      57     947      36     949    1479    +    1.7e-164  547.3  18.2  -
Flavobacteriaceae_Flavivirga                     -          LKAP-TSAKG2_D09_073_2018_2 -               33     951      23     946      14     948    1439    +    1.8e-164  547.2  17.8  -
Acetobacteraceae_Endobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               83     934      62     945      42     948    1492    +    1.9e-164  547.4  19.4  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_D09_073_2018_2 -               53     989      23     945      13     948    1511    +    2.1e-164  546.8  18.1  -
