# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_H04_018_2018_2 -               18     854      14     848       5     848    1491    +           0 1031.8  15.3  -
Rhodothalassiaceae_Rhodothalassium               -          LKAP-TSAKG2_H04_018_2018_2 -               22     795      21     848       5     848    1318    +    2.3e-141  470.7  15.5  -
Pseudonocardiaceae_Pseudonocardia                -          LKAP-TSAKG2_H04_018_2018_2 -               27     844      15     848       5     848    1475    +    2.4e-141  470.4  15.9  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-TSAKG2_H04_018_2018_2 -               37     848      21     848       5     848    1482    +    2.8e-141  470.2  15.5  -
Carnobacteriaceae_Trichococcus                   -          LKAP-TSAKG2_H04_018_2018_2 -               29     877      21     848       6     848    1513    +    2.9e-141  469.9  15.0  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-TSAKG2_H04_018_2018_2 -               46     875      20     848       7     848    1529    +    3.1e-141  470.1  15.2  -
Chitinophagaceae_Pseudoflavitalea                -          LKAP-TSAKG2_H04_018_2018_2 -               16     845      14     847       7     848    1409    +    3.2e-141  470.3  14.9  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_H04_018_2018_2 -               29     843      17     847       5     848    1449    +    3.3e-141  470.0  16.7  -
Nocardiopsaceae_Thermobifida                     -          LKAP-TSAKG2_H04_018_2018_2 -               21     849      18     848       5     848    1481    +    3.5e-141  470.0  15.3  -
Pseudonocardiaceae_Prauserella                   -          LKAP-TSAKG2_H04_018_2018_2 -               38     858      15     848       4     848    1484    +    3.6e-141  469.7  16.5  -
Rhodospirillaceae_Magnetovibrio                  -          LKAP-TSAKG2_H04_018_2018_2 -               40     820      21     847       5     848    1361    +    3.7e-141  469.9  15.2  -
Cytophagaceae_Emticicia                          -          LKAP-TSAKG2_H04_018_2018_2 -               22     790      14     798       6     820    1433    +    3.9e-141  469.6  16.0  -
Rhodospirillaceae_Magnetospira                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     809      21     847       4     848    1417    +    3.9e-141  469.8  15.2  -
Pasteurellaceae_Seminibacterium                  -          LKAP-TSAKG2_H04_018_2018_2 -               29     816      59     847      38     848    1405    +    3.9e-141  469.9  15.2  -
Pseudonocardiaceae_Actinophytocola               -          LKAP-TSAKG2_H04_018_2018_2 -               30     834      21     848       6     848    1475    +    3.9e-141  469.7  16.4  -
Brucellaceae_Falsochrobactrum                    -          LKAP-TSAKG2_H04_018_2018_2 -               37     818      14     847       4     848    1458    +    3.9e-141  469.9  15.3  -
Streptosporangiaceae_Sphaerimonospora            -          LKAP-TSAKG2_H04_018_2018_2 -               27     833      18     848       6     848    1464    +      4e-141  469.5  16.1  -
Microbacteriaceae_Gryllotalpicola                -          LKAP-TSAKG2_H04_018_2018_2 -               32     854      17     848       5     848    1431    +    4.1e-141  469.7  15.6  -
Prolixibacteraceae_Sunxiuqinia                   -          LKAP-TSAKG2_H04_018_2018_2 -               20     800      16     794       6     815    1445    +    4.3e-141  469.6  15.8  -
Micromonosporaceae_Plantactinospora              -          LKAP-TSAKG2_H04_018_2018_2 -               41     852      17     848       5     848    1509    +    4.8e-141  469.4  16.1  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-TSAKG2_H04_018_2018_2 -                4     828      18     847      15     848    1405    +    5.5e-141  469.6  14.6  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-TSAKG2_H04_018_2018_2 -               35     853      22     848      11     848    1498    +    5.5e-141  469.5  15.5  -
Microbacteriaceae_Subtercola                     -          LKAP-TSAKG2_H04_018_2018_2 -               17     835      21     848       9     848    1470    +    5.6e-141  469.0  14.7  -
Microbacteriaceae_Plantibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               39     856      15     848       4     848    1512    +    5.9e-141  468.9  16.0  -
Microbacteriaceae_Frondihabitans                 -          LKAP-TSAKG2_H04_018_2018_2 -               37     847      21     848       5     848    1434    +    5.9e-141  469.0  16.0  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-TSAKG2_H04_018_2018_2 -               34     825      20     848       6     848    1414    +    6.7e-141  468.9  15.4  -
Microbacteriaceae_Labedella                      -          LKAP-TSAKG2_H04_018_2018_2 -               56     867      21     848       4     848    1542    +    6.9e-141  468.8  15.4  -
Flavobacteriaceae_Lutimonas                      -          LKAP-TSAKG2_H04_018_2018_2 -               18     811      14     802       6     823    1449    +    7.1e-141  468.7  15.1  -
Thermoactinomycetaceae_Laceyella                 -          LKAP-TSAKG2_H04_018_2018_2 -               27     821      21     847       6     848    1428    +    7.4e-141  468.9  15.1  -
Thermomonosporaceae_Spirillospora                -          LKAP-TSAKG2_H04_018_2018_2 -               17     818      21     848       8     848    1445    +    7.7e-141  468.7  15.3  -
Flavobacteriaceae_Actibacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               18     850      14     844       4     848    1449    +    8.2e-141  468.5  14.6  -
Bacillaceae_Halolactibacillus                    -          LKAP-TSAKG2_H04_018_2018_2 -               15     870      22     848      12     848    1491    +    8.3e-141  468.5  15.1  -
Actinomycetaceae_Arcanobacterium                 -          LKAP-TSAKG2_H04_018_2018_2 -               24     842      19     848       5     848    1476    +    8.7e-141  468.7  16.1  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-TSAKG2_H04_018_2018_2 -               37     869      12     848       5     848    1486    +    9.2e-141  468.7  14.3  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_H04_018_2018_2 -               42     886      19     848       4     848    1550    +    1.1e-140  467.5  15.6  -
Cyclobacteriaceae_Lunatimonas                    -          LKAP-TSAKG2_H04_018_2018_2 -               47     859      21     839       5     848    1511    +    1.1e-140  468.2  15.8  -
Dermacoccaceae_Flexivirga                        -          LKAP-TSAKG2_H04_018_2018_2 -               27     841      21     848       5     848    1448    +    1.2e-140  467.9  15.5  -
Chitinophagaceae_Ferruginibacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               28     859      16     847       4     848    1467    +    1.2e-140  468.3  14.9  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-TSAKG2_H04_018_2018_2 -               48     858      21     848       4     848    1449    +    1.2e-140  468.2  16.5  -
Bacillaceae_Halobacillus                         -          LKAP-TSAKG2_H04_018_2018_2 -               27     883      21     848       4     848    1520    +    1.2e-140  468.1  15.5  -
Chitinophagaceae_Lacibacter                      -          LKAP-TSAKG2_H04_018_2018_2 -                9     834      21     847      14     848    1412    +    1.3e-140  468.3  14.3  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_H04_018_2018_2 -               22     841      18     848       6     848    1451    +    1.3e-140  467.9  15.6  -
Acetobacteraceae_Saccharibacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               41     817      21     848       5     848    1436    +    1.4e-140  468.2  14.9  -
Listeriaceae_Brochothrix                         -          LKAP-TSAKG2_H04_018_2018_2 -               15     853      22     848      12     848    1421    +    1.7e-140  467.8  15.0  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               22     814      20     848       6     848    1459    +    1.7e-140  467.4  15.3  -
Streptosporangiaceae_Microtetraspora             -          LKAP-TSAKG2_H04_018_2018_2 -                1     799      24     848      24     848    1415    +    1.8e-140  467.3  15.9  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_H04_018_2018_2 -               43     836      18     848       5     848    1490    +    1.8e-140  467.5  15.3  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP-TSAKG2_H04_018_2018_2 -               27     843      21     847       8     848    1439    +    1.8e-140  467.5  14.8  -
Dermacoccaceae_Dermacoccus                       -          LKAP-TSAKG2_H04_018_2018_2 -               15     834      16     848       6     848    1468    +      2e-140  467.3  16.0  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP-TSAKG2_H04_018_2018_2 -               22     873      17     848       5     848    1496    +    2.1e-140  467.3  15.5  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-TSAKG2_H04_018_2018_2 -               40     872      16     847       7     848    1490    +    2.8e-140  466.6  15.0  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_H04_018_2018_2 -               15     846      21     848      11     848    1506    +      3e-140  466.7  15.4  -
Methylocystaceae_Hartmannibacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               38     819      14     847       4     848    1426    +      3e-140  467.0  14.8  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-TSAKG2_H04_018_2018_2 -               27     881      21     848       5     848    1498    +      3e-140  467.2  15.5  -
Flavobacteriaceae_Zobellia                       -          LKAP-TSAKG2_H04_018_2018_2 -               27     853      21     848       5     848    1448    +    3.1e-140  466.6  14.0  -
Carnobacteriaceae_Jeotgalibaca                   -          LKAP-TSAKG2_H04_018_2018_2 -                7     860      11     848       5     848    1453    +    3.2e-140  466.6  15.3  -
Acetobacteraceae_Kozakia                         -          LKAP-TSAKG2_H04_018_2018_2 -               27     803      21     848       6     848    1415    +    3.3e-140  467.0  15.6  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_H04_018_2018_2 -               27     832      21     848       6     848    1459    +    3.4e-140  466.6  15.8  -
Rhizobiaceae_Ciceribacter                        -          LKAP-TSAKG2_H04_018_2018_2 -               12     782      21     847      12     848    1392    +      4e-140  466.6  15.5  -
Chitinophagaceae_Sediminibacterium               -          LKAP-TSAKG2_H04_018_2018_2 -                8     831      21     847      16     848    1429    +    4.1e-140  466.4  14.3  -
Microbacteriaceae_Frigoribacterium               -          LKAP-TSAKG2_H04_018_2018_2 -               30     844      18     848       6     848    1474    +    4.2e-140  466.3  15.9  -
Hyphomicrobiaceae_Cucumibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               22     791      22     847       6     848    1358    +    4.2e-140  466.4  15.3  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_H04_018_2018_2 -               41     835      19     848       6     848    1493    +    4.2e-140  466.1  14.7  -
Micrococcaceae_Tersicoccus                       -          LKAP-TSAKG2_H04_018_2018_2 -               14     830      28     848      16     848    1447    +    4.3e-140  466.2  14.8  -
Rhodobacteraceae_Oceanicella                     -          LKAP-TSAKG2_H04_018_2018_2 -               45     818      21     848       4     848    1431    +    4.4e-140  466.6  15.2  -
Flavobacteriaceae_Siansivirga                    -          LKAP-TSAKG2_H04_018_2018_2 -               17     837      17     847       8     848    1449    +    4.8e-140  465.9  15.3  -
Atopobacteriaceae_Atopobium                      -          LKAP-TSAKG2_H04_018_2018_2 -               28     838      19     848       5     848    1424    +    4.9e-140  466.2  15.6  -
Streptosporangiaceae_Acrocarpospora              -          LKAP-TSAKG2_H04_018_2018_2 -               22     828      18     848       6     848    1478    +      5e-140  465.9  16.0  -
Acidobacteriaceae_Terriglobus                    -          LKAP-TSAKG2_H04_018_2018_2 -               36     824      22     848       6     848    1449    +    5.1e-140  465.9  15.5  -
Bacillaceae_Scopulibacillus                      -          LKAP-TSAKG2_H04_018_2018_2 -               47     854      21     800       4     821    1555    +    5.2e-140  465.8  16.2  -
Geodermatophilaceae_Modestobacter                -          LKAP-TSAKG2_H04_018_2018_2 -               42     858      17     848       6     848    1469    +      6e-140  465.7  16.1  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_H04_018_2018_2 -               44     848      19     799       6     819    1571    +    6.1e-140  465.9  16.2  -
Spirochaetaceae_Pleomorphochaeta                 -          LKAP-TSAKG2_H04_018_2018_2 -               45     882      18     848       5     848    1492    +    7.5e-140  465.3  14.9  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP-TSAKG2_H04_018_2018_2 -               32     864      19     848       5     848    1520    +    7.7e-140  465.3  15.3  -
Hyphomonadaceae_Robiginitomaculum                -          LKAP-TSAKG2_H04_018_2018_2 -               24     815      14     847       4     848    1415    +      8e-140  465.4  15.3  -
Bacillaceae_Thalassobacillus                     -          LKAP-TSAKG2_H04_018_2018_2 -               35     890      22     848       7     848    1506    +    9.1e-140  465.3  15.4  -
Lactobacillaceae_Pediococcus                     -          LKAP-TSAKG2_H04_018_2018_2 -              106     903      64     848      44     848    1526    +    9.2e-140  465.2  15.3  -
Rhodospirillaceae_Haematospirillum               -          LKAP-TSAKG2_H04_018_2018_2 -               27     802      21     848       4     848    1408    +    9.3e-140  465.3  15.0  -
Flavobacteriaceae_Flaviramulus                   -          LKAP-TSAKG2_H04_018_2018_2 -               35     857      21     848       6     848    1466    +    9.7e-140  464.8  14.5  -
Acetobacteraceae_Granulibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               50     830      21     848       5     848    1491    +    9.8e-140  465.4  15.9  -
Oscillospiraceae_Oscillibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               19     847      15     846       4     848    1453    +      1e-139  464.7  15.9  -
Chitinophagaceae_Segetibacter                    -          LKAP-TSAKG2_H04_018_2018_2 -               26     856      14     846       7     848    1480    +    1.1e-139  465.2  15.3  -
Acidobacteriaceae_Occallatibacter                -          LKAP-TSAKG2_H04_018_2018_2 -               47     836      21     848       6     848    1463    +    1.1e-139  464.8  15.6  -
Micromonosporaceae_Phytohabitans                 -          LKAP-TSAKG2_H04_018_2018_2 -               22     832      18     848       6     848    1468    +    1.1e-139  464.9  16.1  -
Nocardioidaceae_Mumia                            -          LKAP-TSAKG2_H04_018_2018_2 -               43     855      18     848       6     848    1516    +    1.3e-139  464.8  16.0  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-TSAKG2_H04_018_2018_2 -               44     874      21     848       6     848    1541    +    1.4e-139  464.7  16.0  -
Hyphomicrobiaceae_Methyloterrigena               -          LKAP-TSAKG2_H04_018_2018_2 -               34     811      16     847       4     848    1420    +    1.6e-139  464.4  15.5  -
Flavobacteriaceae_Psychroserpens                 -          LKAP-TSAKG2_H04_018_2018_2 -               25     852      17     847       8     848    1466    +    1.7e-139  464.2  14.9  -
Micrococcaceae_Zhihengliuella                    -          LKAP-TSAKG2_H04_018_2018_2 -               26     836      21     848       5     848    1469    +    1.8e-139  464.1  16.0  -
Rhodobacteraceae_Pleomorphobacterium             -          LKAP-TSAKG2_H04_018_2018_2 -               47     820      21     848       4     848    1432    +    1.8e-139  464.5  15.2  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-TSAKG2_H04_018_2018_2 -               14     847      17     848       6     848    1462    +    1.9e-139  464.2  15.4  -
Brucellaceae_Daeguia                             -          LKAP-TSAKG2_H04_018_2018_2 -               18     799      14     847       4     848    1441    +      2e-139  464.3  15.3  -
Bacillaceae_Alkalicoccus                         -          LKAP-TSAKG2_H04_018_2018_2 -               48     909      22     848       7     848    1558    +    2.3e-139  463.8  15.4  -
Bacteriovoracaceae_Peredibacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               27     850      21     848       4     848    1457    +    2.3e-139  464.1  15.2  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               45     863      20     848       6     848    1519    +    2.3e-139  463.6  14.8  -
Flavobacteriaceae_Robiginitalea                  -          LKAP-TSAKG2_H04_018_2018_2 -               50     876      21     847       8     848    1525    +    2.5e-139  463.8  15.2  -
Hyphomicrobiaceae_Aquabacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               43     813      21     847       4     848    1474    +    2.5e-139  463.9  15.4  -
Chitinophagaceae_Niabella                        -          LKAP-TSAKG2_H04_018_2018_2 -               39     822      63     847      42     848    1406    +    2.7e-139  463.8  14.3  -
Flavobacteriaceae_Galbibacter                    -          LKAP-TSAKG2_H04_018_2018_2 -               47     867      21     848       8     848    1484    +    2.8e-139  463.4  15.1  -
Chitinophagaceae_Flavisolibacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               25     809      14     793       7     815    1465    +    2.8e-139  463.6  14.9  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_H04_018_2018_2 -               15     843      21     847       9     848    1459    +    2.9e-139  463.7  15.5  -
Propionibacteriaceae_Microlunatus                -          LKAP-TSAKG2_H04_018_2018_2 -               36     844      21     848       5     848    1472    +    2.9e-139  463.6  15.7  -
Propionibacteriaceae_Propionibacterium           -          LKAP-TSAKG2_H04_018_2018_2 -               27     837      21     848       6     848    1473    +    3.1e-139  463.4  16.0  -
Deferribacteraceae_Deferribacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               36     877      21     846       6     848    1542    +    3.3e-139  463.2  15.7  -
Prolixibacteraceae_Prolixibacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               16     801      12     798       5     818    1444    +    3.5e-139  463.0  16.1  -
Rhodobacteraceae_Dinoroseobacter                 -          LKAP-TSAKG2_H04_018_2018_2 -                1     743      68     848      68     848    1262    +    3.7e-139  463.3  14.3  -
Bacillaceae_Alkalibacillus                       -          LKAP-TSAKG2_H04_018_2018_2 -               18     872      21     848       7     848    1492    +    3.8e-139  463.2  15.2  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_H04_018_2018_2 -               27     835      21     848       6     848    1473    +      4e-139  462.9  15.4  -
Rhodobacteraceae_Cereibacter                     -          LKAP-TSAKG2_H04_018_2018_2 -                7     790      11     848       6     848    1380    +    4.5e-139  463.1  15.5  -
Rhodobacteraceae_Albirhodobacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               12     800      21     848      12     848    1405    +    5.4e-139  462.7  15.2  -
Chitinophagaceae_Hydrotalea                      -          LKAP-TSAKG2_H04_018_2018_2 -               44     875      16     846       4     848    1531    +    5.7e-139  462.5  15.3  -
Actinomycetaceae_Actinotignum                    -          LKAP-TSAKG2_H04_018_2018_2 -               20     848      21     848       7     848    1488    +    6.1e-139  462.6  15.7  -
Nocardioidaceae_Kribbella                        -          LKAP-TSAKG2_H04_018_2018_2 -               46     853      21     848       5     848    1476    +    6.4e-139  462.4  16.2  -
Flavobacteriaceae_Olleya                         -          LKAP-TSAKG2_H04_018_2018_2 -               18     801      14     798       6     821    1443    +    7.1e-139  462.3  15.7  -
Microbacteriaceae_Salinibacterium                -          LKAP-TSAKG2_H04_018_2018_2 -               24     835      21     848       5     848    1444    +    7.4e-139  462.0  16.0  -
Micrococcaceae_Neomicrococcus                    -          LKAP-TSAKG2_H04_018_2018_2 -                9     817      22     848      16     848    1451    +    8.1e-139  462.0  15.5  -
Carnobacteriaceae_Granulicatella                 -          LKAP-TSAKG2_H04_018_2018_2 -               47     887      21     848       6     848    1407    +    8.9e-139  461.9  15.4  -
Erythrobacteraceae_Erythromicrobium              -          LKAP-TSAKG2_H04_018_2018_2 -               17     790      21     847       8     848    1413    +    9.4e-139  461.9  14.2  -
Peptococcaceae_Sporotomaculum                    -          LKAP-TSAKG2_H04_018_2018_2 -              120     928      38     848      17     848    1510    +    9.4e-139  461.7  15.9  -
Dictyoglomaceae_Dictyoglomus                     -          LKAP-TSAKG2_H04_018_2018_2 -               49     879      21     848       7     848    1541    +    9.7e-139  461.7  16.2  -
Flavobacteriaceae_Euzebyella                     -          LKAP-TSAKG2_H04_018_2018_2 -               38     875      13     848       4     848    1489    +    1.2e-138  461.4  15.0  -
Bacillaceae_Terribacillus                        -          LKAP-TSAKG2_H04_018_2018_2 -               20     872      21     848       6     848    1472    +    1.4e-138  461.4  15.3  -
Aurantimonadaceae_Jiella                         -          LKAP-TSAKG2_H04_018_2018_2 -               39     819      15     847       4     848    1445    +    1.4e-138  461.5  15.3  -
Rhodobacteraceae_Roseibacterium                  -          LKAP-TSAKG2_H04_018_2018_2 -               27     799      21     848       4     848    1389    +    1.5e-138  461.3  15.1  -
Flavobacteriaceae_Gillisia                       -          LKAP-TSAKG2_H04_018_2018_2 -               21     845      18     847       6     848    1435    +    1.5e-138  460.9  15.0  -
Flavobacteriaceae_Kordia                         -          LKAP-TSAKG2_H04_018_2018_2 -               24     855      15     847       7     848    1458    +    1.6e-138  460.9  14.8  -
Rhodobacteraceae_Silicimonas                     -          LKAP-TSAKG2_H04_018_2018_2 -               33     803      21     847       4     848    1395    +    1.7e-138  461.1  15.6  -
Phormidiaceae_Ancylothrix                        -          LKAP-TSAKG2_H04_018_2018_2 -               47     826      21     848       8     848    1485    +    1.8e-138  461.2  16.5  -
Acetobacteraceae_Endobacter                      -          LKAP-TSAKG2_H04_018_2018_2 -               50     830      21     848       5     848    1492    +    1.9e-138  461.3  15.6  -
Methylobacteriaceae_Meganema                     -          LKAP-TSAKG2_H04_018_2018_2 -               27     798      21     848       4     848    1383    +    1.9e-138  461.0  15.2  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-TSAKG2_H04_018_2018_2 -               39     850      21     848       4     848    1491    +    1.9e-138  460.6  15.8  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP-TSAKG2_H04_018_2018_2 -               12     787      21     848      13     848    1417    +    2.1e-138  460.7  14.4  -
Pseudonocardiaceae_Saccharomonospora             -          LKAP-TSAKG2_H04_018_2018_2 -               37     849      21     848       7     848    1498    +    2.2e-138  460.5  15.8  -
Micromonosporaceae_Verrucosispora                -          LKAP-TSAKG2_H04_018_2018_2 -               27     832      21     848       5     848    1459    +    2.4e-138  460.5  16.0  -
Deltaproteobacteria_Dissulfurirhabdus            -          LKAP-TSAKG2_H04_018_2018_2 -               37     889      16     847       4     848    1521    +    2.6e-138  460.6  15.6  -
Hyphomonadaceae_Marinicauda                      -          LKAP-TSAKG2_H04_018_2018_2 -               39     820      15     848       4     848    1428    +    2.6e-138  460.5  15.2  -
Rhodobacteraceae_Tabrizicola                     -          LKAP-TSAKG2_H04_018_2018_2 -               26     798      21     847       4     848    1388    +    2.7e-138  460.5  15.2  -
Micromonosporaceae_Planosporangium               -          LKAP-TSAKG2_H04_018_2018_2 -               27     834      21     848       5     848    1434    +    2.7e-138  460.3  15.9  -
Microbacteriaceae_Clavibacter                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     838      21     848       5     848    1496    +    2.8e-138  460.0  15.8  -
Caldilineaceae_Caldilinea                        -          LKAP-TSAKG2_H04_018_2018_2 -               27     780      21     796       6     817    1427    +    2.9e-138  460.2  16.7  -
Micromonosporaceae_Actinocatenispora             -          LKAP-TSAKG2_H04_018_2018_2 -               20     836      16     848       5     848    1444    +    2.9e-138  460.2  15.9  -
Acetobacteraceae_Acidomonas                      -          LKAP-TSAKG2_H04_018_2018_2 -               74     822      65     848      43     848    1481    +    2.9e-138  460.5  15.4  -
Deferribacteraceae_Geovibrio                     -          LKAP-TSAKG2_H04_018_2018_2 -               47     878      21     848       6     848    1545    +    3.1e-138  460.0  16.1  -
Thermaceae_Meiothermus                           -          LKAP-TSAKG2_H04_018_2018_2 -               48     831      22     848      11     848    1482    +    3.3e-138  459.9  14.5  -
Thermoactinomycetaceae_Risungbinella             -          LKAP-TSAKG2_H04_018_2018_2 -               48     843      21     848       4     848    1464    +    3.5e-138  460.1  15.6  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-TSAKG2_H04_018_2018_2 -               33     815      21     798       7     818    1463    +    3.5e-138  459.7  15.6  -
Hyphomicrobiaceae_Paradevosia                    -          LKAP-TSAKG2_H04_018_2018_2 -               20     798      16     847       4     848    1407    +    3.6e-138  460.0  15.5  -
Rhodobacteraceae_Nereida                         -          LKAP-TSAKG2_H04_018_2018_2 -               47     819      21     847       5     848    1455    +    3.6e-138  460.0  15.3  -
Phyllobacteriaceae_Tianweitania                  -          LKAP-TSAKG2_H04_018_2018_2 -               39     817      15     847       4     848    1447    +    3.7e-138  460.1  15.7  -
Erysipelotrichaceae_Breznakia                    -          LKAP-TSAKG2_H04_018_2018_2 -               33     888      22     848       6     848    1508    +      4e-138  459.6  15.9  -
Flammeovirgaceae_Fabibacter                      -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     798       9     818    1420    +    4.2e-138  459.8  15.6  -
Synergistaceae_Thermanaerovibrio                 -          LKAP-TSAKG2_H04_018_2018_2 -               42     846      18     848       6     848    1510    +    4.3e-138  459.5  16.9  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_H04_018_2018_2 -               12     855      17     847       6     848    1424    +    4.3e-138  459.9  15.4  -
Fervidobacteriaceae_Thermosipho                  -          LKAP-TSAKG2_H04_018_2018_2 -               26     884      13     848       5     848    1514    +    4.4e-138  459.6  16.4  -
Rhodospirillaceae_Marinibaculum                  -          LKAP-TSAKG2_H04_018_2018_2 -               38     832      14     848       4     848    1464    +    4.5e-138  459.6  15.7  -
Promicromonosporaceae_Myceligenerans             -          LKAP-TSAKG2_H04_018_2018_2 -               46     858      21     848       4     848    1475    +    4.9e-138  459.5  15.6  -
Cytophagaceae_Litoribacter                       -          LKAP-TSAKG2_H04_018_2018_2 -               12     842      15     848       6     848    1452    +    5.1e-138  459.5  15.0  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_H04_018_2018_2 -                3     795      29     847      27     848    1343    +    5.1e-138  459.2  14.8  -
Acetobacteraceae_Nguyenibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               23     799      21     848       6     848    1407    +    5.6e-138  459.6  15.4  -
Hyphomicrobiaceae_Youhaiella                     -          LKAP-TSAKG2_H04_018_2018_2 -               38     816      16     847       4     848    1447    +    6.4e-138  459.2  15.4  -
Odoribacteraceae_Odoribacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               20     800      15     794       7     807    1478    +    6.4e-138  459.0  16.2  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-TSAKG2_H04_018_2018_2 -               47     865      21     848       6     848    1519    +    6.5e-138  459.0  15.8  -
Bacillaceae_Salisediminibacterium                -          LKAP-TSAKG2_H04_018_2018_2 -               56     858      63     848      43     848    1449    +    6.8e-138  459.0  15.2  -
Microbacteriaceae_Microcella                     -          LKAP-TSAKG2_H04_018_2018_2 -               36     853      18     848       6     848    1505    +    7.8e-138  458.8  15.8  -
Rhodospirillaceae_Constrictibacter               -          LKAP-TSAKG2_H04_018_2018_2 -               28     807      22     848       6     848    1456    +    8.2e-138  459.0  15.4  -
Porphyromonadaceae_Parabacteroides               -          LKAP-TSAKG2_H04_018_2018_2 -               39     825      15     796       8     817    1489    +    8.6e-138  458.8  15.6  -
Acetobacteraceae_Rhodopila                       -          LKAP-TSAKG2_H04_018_2018_2 -               47     836      21     847       5     848    1465    +    9.1e-138  459.0  15.5  -
Micromonosporaceae_Salinispora                   -          LKAP-TSAKG2_H04_018_2018_2 -               42     852      18     848       6     848    1479    +    9.7e-138  458.4  15.7  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-TSAKG2_H04_018_2018_2 -               25     848      16     848       5     848    1443    +    9.9e-138  458.2  15.5  -
Rhodobacteraceae_Sediminimonas                   -          LKAP-TSAKG2_H04_018_2018_2 -                9     794       8     848       4     848    1368    +    1.1e-137  458.4  15.5  -
Rhodobacteraceae_Roseisalinus                    -          LKAP-TSAKG2_H04_018_2018_2 -               10     791      15     848       7     848    1421    +    1.1e-137  458.4  14.8  -
Rhodobacteraceae_Vadicella                       -          LKAP-TSAKG2_H04_018_2018_2 -               33     805      21     847       4     848    1439    +    1.1e-137  458.4  15.3  -
Micromonosporaceae_Dactylosporangium             -          LKAP-TSAKG2_H04_018_2018_2 -               41     846      21     848       6     848    1470    +    1.2e-137  458.2  15.7  -
Bacillaceae_Piscibacillus                        -          LKAP-TSAKG2_H04_018_2018_2 -                3     859      18     848      16     848    1520    +    1.4e-137  458.0  14.6  -
Flavobacteriaceae_Sinomicrobium                  -          LKAP-TSAKG2_H04_018_2018_2 -               45     865      20     847       4     848    1485    +    1.4e-137  458.0  15.0  -
