# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP-TSAKG2_C07_059_2018_2 -               24     769      65     847      45     847    1346    +    9.4e-139  462.0  14.2  -
Acetobacteraceae_Rhodovarius                     -          LKAP-TSAKG2_C07_059_2018_2 -               76     822      64     847      42     847    1458    +    1.1e-138  462.0  14.2  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               80     859      66     847      45     847    1525    +    1.1e-138  461.6  14.3  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_C07_059_2018_2 -               48     825      21     847       9     847    1481    +    1.1e-138  461.6  15.3  -
Deinococcaceae_Deinococcus                       -          LKAP-TSAKG2_C07_059_2018_2 -               22     832      15     847       8     847    1455    +    1.2e-138  461.3  14.6  -
Flavobacteriaceae_Moheibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               37     864      12     847       4     847    1481    +    1.3e-138  461.1  14.1  -
Rhodobacteraceae_Rubricella                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     820      20     847       6     847    1416    +    1.5e-138  461.4  14.5  -
Fusobacteriaceae_Propionigenium                  -          LKAP-TSAKG2_C07_059_2018_2 -               57     859      21     847      10     847    1524    +    1.7e-138  460.8  15.4  -
Rhodobacteraceae_Marimonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               27     810      13     847       5     847    1437    +    1.7e-138  461.2  14.4  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_C07_059_2018_2 -               40     865      22     847      14     847    1473    +    1.8e-138  461.1  14.8  -
Cytophagales_Ohtaekwangia                        -          LKAP-TSAKG2_C07_059_2018_2 -               18     846      13     846       7     847    1444    +    2.1e-138  460.9  14.6  -
Rhodobacteraceae_Epibacterium                    -          LKAP-TSAKG2_C07_059_2018_2 -               24     770      63     847      43     847    1326    +    2.2e-138  460.8  14.2  -
Flavobacteriaceae_Elizabethkingia                -          LKAP-TSAKG2_C07_059_2018_2 -               34     850      21     847       7     847    1450    +    2.2e-138  460.5  14.6  -
Rubricoccaceae_Rubrivirga                        -          LKAP-TSAKG2_C07_059_2018_2 -               29     864      12     847       5     847    1465    +    2.5e-138  460.4  14.9  -
Methylobacteriaceae_Psychroglaciecola            -          LKAP-TSAKG2_C07_059_2018_2 -                1     772      22     847      22     847    1353    +    2.5e-138  460.5  14.6  -
Leuconostocaceae_Leuconostoc                     -          LKAP-TSAKG2_C07_059_2018_2 -               21     858      22     847      12     847    1477    +    2.8e-138  460.3  14.9  -
Rhodobacteraceae_Acuticoccus                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     806      14     846       5     847    1397    +    2.9e-138  460.5  14.0  -
Rhodobacteraceae_Lentibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               22     768      63     847      42     847    1375    +      3e-138  460.3  14.3  -
Sphingobacteriaceae_Pseudopedobacter             -          LKAP-TSAKG2_C07_059_2018_2 -               48     874      21     846       9     847    1518    +    3.3e-138  460.1  14.2  -
Rhodobacteraceae_Thalassobacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     822      20     847       6     847    1465    +    3.7e-138  459.9  14.4  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     884      21     847       9     847    1511    +    3.9e-138  459.6  14.4  -
Rhodobacteraceae_Thiobacimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     819      20     847       6     847    1425    +    4.4e-138  459.7  13.8  -
Micrococcaceae_Rhizobium                         -          LKAP-TSAKG2_C07_059_2018_2 -                9     789      15     847       8     847    1424    +    4.9e-138  459.7  14.7  -
Geobacteraceae_Geothermobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               48     895      20     847       7     847    1470    +    4.9e-138  459.5  14.5  -
Rhodobacteraceae_Salipiger                       -          LKAP-TSAKG2_C07_059_2018_2 -               15     786      21     847       9     847    1364    +    6.8e-138  459.1  14.3  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_C07_059_2018_2 -                3     807      65     847      63     847    1448    +    7.4e-138  458.7  14.4  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_C07_059_2018_2 -               36     854      21     846       7     847    1444    +    8.4e-138  458.7  14.9  -
Rhodobacteraceae_Boseongicola                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     798      21     847       7     847    1391    +    8.4e-138  458.8  14.5  -
Rhizobiales_Qingshengfania                       -          LKAP-TSAKG2_C07_059_2018_2 -               73     818      64     847      41     847    1442    +    1.1e-137  458.5  14.0  -
Rhodobacteraceae_Rhodobaculum                    -          LKAP-TSAKG2_C07_059_2018_2 -               50     824      20     847       6     847    1436    +    1.2e-137  458.5  14.2  -
Lachnospiraceae_Lachnospira                      -          LKAP-TSAKG2_C07_059_2018_2 -               43     864      20     846       7     847    1518    +    1.2e-137  458.2  14.7  -
Cytophagaceae_Dyadobacter                        -          LKAP-TSAKG2_C07_059_2018_2 -               56     833      67     846      46     847    1416    +    1.3e-137  458.1  14.5  -
Rhodospirillaceae_Tagaea                         -          LKAP-TSAKG2_C07_059_2018_2 -               49     834      20     847       7     847    1467    +    1.3e-137  458.2  14.4  -
Rhodobacteraceae_Nautella                        -          LKAP-TSAKG2_C07_059_2018_2 -               23     795      21     847       7     847    1426    +    1.4e-137  458.0  14.3  -
Flavobacteriaceae_Chryseobacterium               -          LKAP-TSAKG2_C07_059_2018_2 -               25     843      19     846       6     847    1439    +    1.7e-137  457.5  14.0  -
Clostridiaceae_Paeniclostridium                  -          LKAP-TSAKG2_C07_059_2018_2 -               37     818      21     847      10     847    1461    +    1.8e-137  457.6  14.2  -
Bacillaceae_Marinococcus                         -          LKAP-TSAKG2_C07_059_2018_2 -               71     876      62     847      42     847    1503    +    2.1e-137  457.4  14.4  -
Sphingomonadaceae_Parablastomonas                -          LKAP-TSAKG2_C07_059_2018_2 -                2     783      24     847      23     847    1397    +    2.4e-137  457.3  14.3  -
Flavobacteriaceae_Empedobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               40     865      14     847       6     847    1484    +    2.7e-137  456.7  14.0  -
Flavobacteriaceae_Subsaxibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     865      20     847       6     847    1479    +    2.9e-137  456.7  14.7  -
Flavobacteriaceae_Sediminicola                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     845      20     847       6     847    1449    +      3e-137  456.7  14.5  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_C07_059_2018_2 -               29     751      22     795       8     800    1457    +    3.2e-137  457.0  16.4  -
Balneolaceae_Gracilimonas                        -          LKAP-TSAKG2_C07_059_2018_2 -               19     854      14     847       6     847    1447    +    3.4e-137  456.6  14.3  -
Nautiliaceae_Lebetimonas                         -          LKAP-TSAKG2_C07_059_2018_2 -               27     823      20     846       7     847    1431    +    3.5e-137  457.0  15.6  -
Rhodobacteraceae_Brevirhabdus                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     800      21     847       8     847    1384    +    3.5e-137  456.9  14.4  -
Rhodobacteraceae_Xuhuaishuia                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     800      21     847       8     847    1384    +    3.5e-137  456.9  14.4  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               28     836      21     847       9     847    1443    +    3.6e-137  456.8  15.0  -
Balneolaceae_Balneola                            -          LKAP-TSAKG2_C07_059_2018_2 -               30     864      13     847       7     847    1479    +    5.3e-137  456.0  14.5  -
Nautiliaceae_Cetia                               -          LKAP-TSAKG2_C07_059_2018_2 -               55     848      20     847       7     847    1482    +    5.6e-137  456.2  14.5  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_C07_059_2018_2 -               27     800      20     847       6     847    1385    +    6.2e-137  455.9  14.1  -
Magnetococcaceae_Magnetococcus                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     837      20     847       7     847    1497    +    6.4e-137  455.9  15.0  -
Deltaproteobacteria_Dissulfurimicrobium          -          LKAP-TSAKG2_C07_059_2018_2 -               49     894      22     847       8     847    1521    +    7.7e-137  455.5  14.2  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_C07_059_2018_2 -               27     831      65     847      45     847    1439    +    7.8e-137  455.4  14.4  -
Beijerinckiaceae_Methylorosula                   -          LKAP-TSAKG2_C07_059_2018_2 -               68     815      62     847      39     847    1413    +    7.9e-137  455.5  14.1  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               72     807      63     847      41     847    1411    +    7.9e-137  455.6  15.2  -
Rhodobacteraceae_Planktomarina                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     799      21     847       7     847    1441    +    8.4e-137  455.5  14.4  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-TSAKG2_C07_059_2018_2 -               44     883      20     847      10     847    1500    +    8.8e-137  455.2  14.2  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP-TSAKG2_C07_059_2018_2 -               27     862      20     847       7     847    1471    +    8.8e-137  455.4  14.8  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_C07_059_2018_2 -               27     800      20     847       6     847    1390    +    9.5e-137  455.3  14.2  -
Flavobacteriaceae_Ulvibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     846      21     847       9     847    1440    +    1.1e-136  454.9  14.4  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          LKAP-TSAKG2_C07_059_2018_2 -                2     826      23     847      22     847    1466    +    1.1e-136  454.9  14.6  -
Rhodobacteraceae_Maliponia                       -          LKAP-TSAKG2_C07_059_2018_2 -               54     789      63     847      40     847    1373    +    1.3e-136  455.0  15.1  -
Rhizobiales_Alsobacter                           -          LKAP-TSAKG2_C07_059_2018_2 -               26     810      13     847       5     847    1467    +    1.4e-136  454.8  14.5  -
Rhodobacteraceae_Marinibacterium                 -          LKAP-TSAKG2_C07_059_2018_2 -               28     798      21     847       7     847    1378    +    1.4e-136  454.8  14.3  -
Flavobacteriaceae_Muriicola                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     873      21     847       8     847    1490    +    1.4e-136  454.6  14.6  -
Cytophagaceae_Spirosoma                          -          LKAP-TSAKG2_C07_059_2018_2 -               33     838      21     847       8     847    1438    +    1.4e-136  454.6  15.4  -
Micromonosporaceae_Phytomonospora                -          LKAP-TSAKG2_C07_059_2018_2 -               48     856      21     847      11     847    1513    +    1.4e-136  454.7  14.9  -
Roseiarcaceae_Roseiarcus                         -          LKAP-TSAKG2_C07_059_2018_2 -               38     817      14     847       5     847    1399    +    1.7e-136  454.5  14.7  -
Iodidimonadaceae_Iodidimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               34     822      20     847       6     847    1437    +    2.2e-136  454.1  14.4  -
Rhodobacteraceae_Litorisediminicola              -          LKAP-TSAKG2_C07_059_2018_2 -               28     798      21     847       7     847    1382    +    2.4e-136  454.2  14.2  -
Acetobacteraceae_Rubritepida                     -          LKAP-TSAKG2_C07_059_2018_2 -               19     794      22     847       9     847    1429    +    2.4e-136  454.0  14.8  -
Xanthobacteraceae_Pseudolabrys                   -          LKAP-TSAKG2_C07_059_2018_2 -                3     748      64     847      62     847    1386    +    2.7e-136  453.9  14.3  -
Rhodobacteraceae_Roseibaca                       -          LKAP-TSAKG2_C07_059_2018_2 -                9     790      13     847       7     847    1425    +    2.7e-136  453.9  13.9  -
Bifidobacteriaceae_Scardovia                     -          LKAP-TSAKG2_C07_059_2018_2 -               45     873      21     847       9     847    1534    +    2.8e-136  453.7  14.8  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-TSAKG2_C07_059_2018_2 -               35     808      21     847      10     847    1465    +    2.9e-136  453.6  14.4  -
Rhodobacteraceae_Citreimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     799      20     847       6     847    1401    +    3.1e-136  453.8  14.5  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-TSAKG2_C07_059_2018_2 -               45     878      21     847       9     847    1517    +    3.2e-136  453.3  14.3  -
Chitinophagaceae_Flaviaesturariibacter           -          LKAP-TSAKG2_C07_059_2018_2 -               39     874      14     847       5     847    1493    +    3.3e-136  453.5  14.3  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     847      21     847       7     847    1475    +    4.4e-136  453.1  14.2  -
Bacillaceae_Thermolongibacillus                  -          LKAP-TSAKG2_C07_059_2018_2 -                3     841      28     847      26     847    1432    +    4.7e-136  452.8  14.9  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_C07_059_2018_2 -              164     966      63     847      42     847    1588    +    6.6e-136  452.6  14.9  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               37     856      21     847       9     847    1469    +    7.3e-136  452.2  14.6  -
Sandaracinaceae_Sandaracinus                     -          LKAP-TSAKG2_C07_059_2018_2 -                8     858      14     847       8     847    1506    +    7.5e-136  452.4  14.3  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     896      21     847      12     847    1528    +    7.6e-136  452.1  14.4  -
Rhodobacteraceae_Pelagimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               33     779      63     847      42     847    1344    +    7.6e-136  452.3  14.2  -
Holophagaceae_Geothrix                           -          LKAP-TSAKG2_C07_059_2018_2 -               53     852      66     847      44     847    1448    +    8.9e-136  452.2  14.5  -
Rhodospirillaceae_Tistlia                        -          LKAP-TSAKG2_C07_059_2018_2 -               38     811      21     847       6     847    1299    +      9e-136  452.4  14.3  -
Oligoflexaceae_Oligoflexus                       -          LKAP-TSAKG2_C07_059_2018_2 -               28     850      21     847       8     847    1458    +    9.4e-136  452.0  14.7  -
Desulfarculaceae_Desulfarculus                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     896      20     847       6     847    1522    +      1e-135  451.9  14.5  -
Sphingobacteriaceae_Mucilaginibacter             -          LKAP-TSAKG2_C07_059_2018_2 -               28     847      21     847       7     847    1444    +    1.1e-135  451.7  14.3  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     860      21     847       7     847    1516    +    1.1e-135  451.8  15.2  -
Micropepsaceae_Micropepsis                       -          LKAP-TSAKG2_C07_059_2018_2 -               46     820      20     847       7     847    1455    +    1.1e-135  451.7  14.4  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_C07_059_2018_2 -               18     800      13     847       5     847    1421    +    1.1e-135  451.8  14.1  -
Syntrophaceae_Smithella                          -          LKAP-TSAKG2_C07_059_2018_2 -               42     885      21     847       8     847    1371    +    1.1e-135  451.8  14.5  -
Flavobacteriaceae_Muricauda                      -          LKAP-TSAKG2_C07_059_2018_2 -               28     853      21     847       8     847    1461    +    1.1e-135  451.6  14.2  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_C07_059_2018_2 -               37     855      21     846       8     847    1412    +    1.2e-135  451.7  15.2  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_C07_059_2018_2 -               27     814      20     847       7     847    1417    +    1.3e-135  451.6  14.3  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     889      21     847      10     847    1548    +    1.3e-135  451.3  14.7  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_C07_059_2018_2 -               54     845      21     847       8     847    1481    +    1.4e-135  451.4  14.2  -
Selenomonadaceae_Megamonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               32     839      62     847      39     847    1475    +    1.4e-135  451.2  14.5  -
Chitinophagaceae_Arachidicoccus                  -          LKAP-TSAKG2_C07_059_2018_2 -               25     857      16     847       5     847    1470    +    1.5e-135  451.2  14.4  -
Eggerthellaceae_Eggerthella                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     851      21     847      11     847    1505    +    1.6e-135  450.9  14.7  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_C07_059_2018_2 -               83     886      59     847      38     847    1496    +    1.9e-135  451.0  14.5  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_C07_059_2018_2 -               36     854      21     846       8     847    1479    +      2e-135  450.9  15.0  -
Hyphomonadaceae_Ponticaulis                      -          LKAP-TSAKG2_C07_059_2018_2 -               29     773      65     847      44     847    1328    +    2.1e-135  450.9  14.2  -
Chlorobiaceae_Prosthecochloris                   -          LKAP-TSAKG2_C07_059_2018_2 -               87     860      68     847      47     847    1495    +    2.1e-135  450.6  14.2  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_C07_059_2018_2 -               28     830      21     847      11     847    1463    +    2.2e-135  450.8  15.0  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_C07_059_2018_2 -               29     822      21     847       8     847    1480    +    2.5e-135  450.7  16.4  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-TSAKG2_C07_059_2018_2 -               28     868      21     847       7     847    1437    +    2.6e-135  450.5  14.5  -
Clostridiaceae_Lutispora                         -          LKAP-TSAKG2_C07_059_2018_2 -               27     842      20     847       7     847    1438    +    2.8e-135  450.4  14.9  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_C07_059_2018_2 -               57     804      65     847      45     847    1411    +    2.9e-135  450.7  14.6  -
Lachnospiraceae_Anaerobium                       -          LKAP-TSAKG2_C07_059_2018_2 -               58     826      60     846      39     847    1402    +      3e-135  450.4  14.7  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_C07_059_2018_2 -               50     822      21     847       7     847    1434    +      4e-135  450.0  13.8  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     817      21     846       6     847    1337    +    5.2e-135  449.7  14.1  -
Desulfobacteraceae_Desulfocella                  -          LKAP-TSAKG2_C07_059_2018_2 -               48     887      21     847       8     847    1547    +      6e-135  449.3  14.7  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_C07_059_2018_2 -               48     886      21     847       8     847    1509    +    6.1e-135  449.5  14.6  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_C07_059_2018_2 -               47     890      20     847       7     847    1549    +    6.8e-135  449.2  15.2  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP-TSAKG2_C07_059_2018_2 -               34     818      13     847       5     847    1477    +    7.8e-135  448.9  14.3  -
Acetobacteraceae_Craurococcus                    -          LKAP-TSAKG2_C07_059_2018_2 -               49     825      22     847       8     847    1443    +    8.3e-135  449.2  14.8  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_C07_059_2018_2 -               29     850      21     847       7     847    1422    +    8.7e-135  448.8  14.0  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP-TSAKG2_C07_059_2018_2 -               27     802      20     847       6     847    1389    +      1e-134  448.6  14.3  -
Sphingomonadaceae_Rhizorhapis                    -          LKAP-TSAKG2_C07_059_2018_2 -               48     821      21     847       8     847    1453    +    1.2e-134  448.3  14.1  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_C07_059_2018_2 -              169     972      64     847      43     847    1559    +    1.2e-134  448.3  14.5  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_C07_059_2018_2 -               47     899      20     847       7     847    1500    +    1.2e-134  448.3  14.6  -
Chitinophagaceae_Flavihumibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               29     813      60     847      40     847    1417    +    1.4e-134  448.0  14.0  -
Rhodospirillaceae_Elstera                        -          LKAP-TSAKG2_C07_059_2018_2 -                2     776      23     847      22     847    1356    +    2.2e-134  447.5  13.9  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-TSAKG2_C07_059_2018_2 -               15     822      63     847      50     847    1357    +    2.2e-134  447.6  14.7  -
Cryomorphaceae_Phaeocystidibacter                -          LKAP-TSAKG2_C07_059_2018_2 -               48     866      21     846       9     847    1480    +    2.3e-134  447.4  14.7  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-TSAKG2_C07_059_2018_2 -               36     888      21     847       9     847    1503    +    2.3e-134  447.1  14.8  -
Prevotellaceae_Alloprevotella                    -          LKAP-TSAKG2_C07_059_2018_2 -               19     857      14     847      10     847    1455    +    2.3e-134  447.3  13.7  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_C07_059_2018_2 -               29     831      22     847      15     847    1441    +    2.5e-134  447.4  15.4  -
Rhodobacteraceae_Aquimixticola                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     800      20     847       6     847    1388    +    2.9e-134  447.1  14.4  -
Rhodobacteraceae_Pelagibaca                      -          LKAP-TSAKG2_C07_059_2018_2 -               73     821      61     847      41     847    1460    +    3.4e-134  446.8  14.1  -
Labilitrichaceae_Labilithrix                     -          LKAP-TSAKG2_C07_059_2018_2 -               65     870      65     847      43     847    1483    +    3.5e-134  446.7  14.2  -
Petrotogaceae_Marinitoga                         -          LKAP-TSAKG2_C07_059_2018_2 -               31     846      21     847       8     847    1487    +    3.6e-134  446.9  15.3  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_C07_059_2018_2 -               26     798      20     847       6     847    1348    +    3.8e-134  446.8  14.1  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_C07_059_2018_2 -               32     805      20     847       6     847    1379    +      4e-134  446.7  14.4  -
Rhodobacteraceae_Ascidiaceihabitans              -          LKAP-TSAKG2_C07_059_2018_2 -               27     800      20     847       6     847    1387    +    4.4e-134  446.5  14.5  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_C07_059_2018_2 -               69     873      21     847       9     847    1536    +    4.6e-134  446.0  14.9  -
Eubacteriaceae_Garciella                         -          LKAP-TSAKG2_C07_059_2018_2 -               22     831      20     847       8     847    1471    +      5e-134  446.4  15.6  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_C07_059_2018_2 -               48     886      21     847       8     847    1550    +    5.1e-134  446.3  13.8  -
Porphyromonadaceae_Barnesiella                   -          LKAP-TSAKG2_C07_059_2018_2 -               32     861      21     847      11     847    1488    +      6e-134  446.3  15.4  -
Gaiellaceae_Gaiella                              -          LKAP-TSAKG2_C07_059_2018_2 -               47     881      20     847       7     847    1544    +    6.4e-134  445.8  14.3  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_C07_059_2018_2 -               47     848      21     847      10     847    1486    +    7.3e-134  445.5  15.6  -
Flavobacteriaceae_Croceitalea                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     851      21     847       7     847    1494    +      9e-134  445.1  14.0  -
Rhodobiaceae_Roseospirillum                      -          LKAP-TSAKG2_C07_059_2018_2 -               11     751      64     846      55     847    1310    +      1e-133  445.4  14.9  -
Desulfarculaceae_Desulfocarbo                    -          LKAP-TSAKG2_C07_059_2018_2 -               31     836      64     847      44     847    1417    +      1e-133  445.3  14.4  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP-TSAKG2_C07_059_2018_2 -              100     848      64     847      41     847    1514    +    1.2e-133  445.4  14.4  -
Bacillaceae_Vulcanibacillus                      -          LKAP-TSAKG2_C07_059_2018_2 -               38     880      21     847       8     847    1526    +    1.2e-133  444.9  14.6  -
Desulfobacteraceae_Desulfatirhabdium             -          LKAP-TSAKG2_C07_059_2018_2 -               47     898      20     847       7     847    1535    +    1.3e-133  444.9  14.8  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_C07_059_2018_2 -               52     890      22     847      13     847    1548    +    1.3e-133  444.6  14.1  -
Desulfarculaceae_Dethiosulfatarculus             -          LKAP-TSAKG2_C07_059_2018_2 -               36     885      20     847       6     847    1516    +    2.3e-133  444.1  14.4  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_C07_059_2018_2 -               24     787      20     847       6     847    1380    +    2.3e-133  444.4  15.1  -
Holophagaceae_Holophaga                          -          LKAP-TSAKG2_C07_059_2018_2 -               75     874      66     847      44     847    1501    +    2.6e-133  444.1  14.5  -
Cystobacteraceae_Hyalangium                      -          LKAP-TSAKG2_C07_059_2018_2 -               27     866      20     847       7     847    1491    +    2.7e-133  443.8  14.1  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_C07_059_2018_2 -               46     817      21     847       7     847    1424    +      3e-133  443.8  14.4  -
Rhodospirillaceae_Defluviicoccus                 -          LKAP-TSAKG2_C07_059_2018_2 -               47     823      21     847       7     847    1452    +    3.3e-133  443.8  14.3  -
Rhodobacteraceae_Youngimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               31     802      21     847       7     847    1423    +    3.4e-133  443.6  13.9  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_C07_059_2018_2 -               30     856      21     847       8     847    1497    +    3.6e-133  443.5  14.2  -
Desulfovibrionaceae_Bilophila                    -          LKAP-TSAKG2_C07_059_2018_2 -               43     879      20     847       7     847    1500    +    3.6e-133  443.4  14.5  -
Cytophagaceae_Flectobacillus                     -          LKAP-TSAKG2_C07_059_2018_2 -               26     799      65     842      45     847    1400    +    4.2e-133  443.1  15.1  -
Erythrobacteraceae_Qipengyuania                  -          LKAP-TSAKG2_C07_059_2018_2 -               45     821      21     847       8     847    1452    +    4.6e-133  443.0  13.9  -
Flavobacteriaceae_Spongiibacterium               -          LKAP-TSAKG2_C07_059_2018_2 -               38     871      12     847       5     847    1485    +    5.6e-133  442.7  13.7  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               34     834      21     847      11     847    1437    +    6.2e-133  442.5  15.2  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               47     866      22     846       8     847    1484    +    7.8e-133  442.3  14.7  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-TSAKG2_C07_059_2018_2 -               27     868      20     847       7     847    1493    +    8.2e-133  442.1  14.2  -
Myxococcaceae_Aggregicoccus                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     888      20     847       7     847    1531    +      1e-132  441.8  14.2  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_C07_059_2018_2 -               20     852      15     846       8     847    1440    +    1.6e-132  441.2  14.2  -
Rhodobacteraceae_Profundibacterium               -          LKAP-TSAKG2_C07_059_2018_2 -               35     807      21     847       6     847    1436    +    1.6e-132  441.5  14.3  -
Clostridiaceae_Saccharofermentans                -          LKAP-TSAKG2_C07_059_2018_2 -               42     858      20     846       7     847    1510    +    1.8e-132  441.0  15.5  -
Synergistaceae_Aminobacterium                    -          LKAP-TSAKG2_C07_059_2018_2 -               46     852      22     847      10     847    1521    +    1.8e-132  440.9  16.1  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_C07_059_2018_2 -               49     856      22     847      13     847    1483    +    2.1e-132  440.7  14.8  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_C07_059_2018_2 -               44     845      20     847       7     847    1503    +    2.6e-132  440.7  15.1  -
Polyangiaceae_Byssovorax                         -          LKAP-TSAKG2_C07_059_2018_2 -               42     881      21     847       8     847    1529    +    2.9e-132  440.5  14.1  -
