# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B04_030_2017_1 -               23     984       6     966       3     966    1526    +           0 1159.4  32.9  -
Porphyromonadaceae_Coprobacter                   -          LKAP-GUTHK2_B04_030_2017_1 -              106     976      77     962      57     966    1540    +      3e-159  529.9  28.7  -
Clostridiales_Frisingicoccus                     -          LKAP-GUTHK2_B04_030_2017_1 -               30     963       6     965       3     966    1448    +    3.2e-159  529.9  31.1  -
Clostridiales_Muricomes                          -          LKAP-GUTHK2_B04_030_2017_1 -               19     952       6     965       2     966    1431    +    3.4e-159  529.7  31.5  -
Iamiaceae_Aquihabitans                           -          LKAP-GUTHK2_B04_030_2017_1 -               61     925      72     965      32     966    1439    +    3.6e-159  529.9  27.9  -
Lactobacillaceae_Sharpea                         -          LKAP-GUTHK2_B04_030_2017_1 -               56     942      76     965      55     966    1460    +    3.7e-159  529.7  29.8  -
Micromonosporaceae_Spirilliplanes                -          LKAP-GUTHK2_B04_030_2017_1 -               11     923       7     965       3     966    1470    +    3.8e-159  529.7  30.3  -
Microbacteriaceae_Marisediminicola               -          LKAP-GUTHK2_B04_030_2017_1 -               81     949      71     965      49     966    1480    +    3.8e-159  529.5  28.4  -
Polyangiaceae_Byssovorax                         -          LKAP-GUTHK2_B04_030_2017_1 -               76     974      77     965      56     966    1529    +    3.9e-159  529.6  29.5  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-GUTHK2_B04_030_2017_1 -               91     975      76     965      56     966    1513    +    4.3e-159  529.4  28.7  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-GUTHK2_B04_030_2017_1 -               54     966      55     965      33     966    1482    +    4.7e-159  529.6  29.8  -
Beutenbergiaceae_Miniimonas                      -          LKAP-GUTHK2_B04_030_2017_1 -               61     932      71     965      48     966    1447    +    5.4e-159  529.0  28.5  -
Micrococcaceae_Auritidibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               57     922      73     965      50     966    1466    +    5.6e-159  529.0  28.1  -
Melioribacteraceae_Melioribacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               93     969      79     965      57     966    1539    +    5.6e-159  528.9  28.4  -
Clostridiaceae_Cellulosibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -              218    1082      75     965      54     966    1570    +    8.6e-159  528.3  28.8  -
Microbacteriaceae_Huakuichenia                   -          LKAP-GUTHK2_B04_030_2017_1 -               86     951      74     965      53     966    1482    +    8.7e-159  528.5  28.1  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-GUTHK2_B04_030_2017_1 -               68     940      75     962      55     966    1445    +    8.8e-159  528.1  27.8  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-GUTHK2_B04_030_2017_1 -               35     906      69     965      48     966    1450    +    9.9e-159  528.4  28.3  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP-GUTHK2_B04_030_2017_1 -               62     934      75     962      54     966    1439    +      1e-158  528.2  28.9  -
Acidobacteria_Vicinamibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               79     982      70     965      43     966    1515    +    1.2e-158  528.1  30.0  -
Microbacteriaceae_Canibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               50     917      72     965      50     966    1486    +    1.4e-158  527.6  28.5  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               75     946      76     962      55     966    1469    +    1.4e-158  527.6  29.4  -
Pseudonocardiaceae_Labedaea                      -          LKAP-GUTHK2_B04_030_2017_1 -               18     931       7     965       3     966    1424    +    1.5e-158  527.6  29.7  -
Microbacteriaceae_Parafrigoribacterium           -          LKAP-GUTHK2_B04_030_2017_1 -              121     986      74     965      53     966    1476    +    1.6e-158  527.6  27.8  -
Cyclobacteriaceae_Echinicola                     -          LKAP-GUTHK2_B04_030_2017_1 -               30     901      76     962      56     966    1388    +    1.6e-158  527.7  29.2  -
Eubacteriaceae_Anaerofustis                      -          LKAP-GUTHK2_B04_030_2017_1 -               25     923      26     965       6     966    1462    +    1.6e-158  527.6  30.8  -
Porphyromonadaceae_Paludibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               80     950      77     962      56     966    1471    +    1.7e-158  527.6  27.9  -
Polyangiaceae_Minicystis                         -          LKAP-GUTHK2_B04_030_2017_1 -               83     979      78     965      57     966    1550    +    1.9e-158  527.3  28.8  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP-GUTHK2_B04_030_2017_1 -               13     927       7     965       3     966    1480    +    2.3e-158  527.1  29.8  -
Lachnospiraceae_Parasporobacterium               -          LKAP-GUTHK2_B04_030_2017_1 -               11     942       7     965       3     966    1487    +    2.7e-158  526.8  30.9  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-GUTHK2_B04_030_2017_1 -               81     947      73     965      51     966    1480    +    2.9e-158  526.7  27.8  -
Micrococcaceae_Psychromicrobium                  -          LKAP-GUTHK2_B04_030_2017_1 -               20     903      69     965      52     966    1368    +    2.9e-158  526.7  28.9  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-GUTHK2_B04_030_2017_1 -                4     942       7     965       4     966    1475    +    3.4e-158  526.6  30.9  -
Deferribacteraceae_Flexistipes                   -          LKAP-GUTHK2_B04_030_2017_1 -               77     984      52     965      31     966    1498    +    3.7e-158  526.2  29.6  -
Microbacteriaceae_Homoserinibacter               -          LKAP-GUTHK2_B04_030_2017_1 -               76     941      74     965      53     966    1468    +    3.9e-158  526.2  27.9  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-GUTHK2_B04_030_2017_1 -               65     931      73     965      49     966    1476    +    4.1e-158  526.2  28.2  -
Spirochaetaceae_Borreliella                      -          LKAP-GUTHK2_B04_030_2017_1 -               73     956      76     965      56     966    1484    +    4.5e-158  526.0  28.9  -
Sphingobacteriaceae_Solitalea                    -          LKAP-GUTHK2_B04_030_2017_1 -               67     937      77     962      57     966    1475    +    5.7e-158  525.9  28.8  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP-GUTHK2_B04_030_2017_1 -                6     862      46     965      39     966    1346    +    5.9e-158  525.7  26.7  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               91     968      53     965      33     966    1480    +    5.9e-158  525.6  29.5  -
Sporomusaceae_Anaerosinus                        -          LKAP-GUTHK2_B04_030_2017_1 -               62     961      76     965      56     966    1511    +    6.1e-158  525.3  28.4  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-GUTHK2_B04_030_2017_1 -               47     924      51     965      29     966    1467    +    6.1e-158  525.7  28.9  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-GUTHK2_B04_030_2017_1 -               77     946      77     962      56     966    1484    +    6.2e-158  525.5  28.8  -
Ruminococcaceae_Harryflintia                     -          LKAP-GUTHK2_B04_030_2017_1 -               27     886      77     965      67     966    1363    +      7e-158  525.2  26.7  -
Ruminococcaceae_Pseudobacteroides                -          LKAP-GUTHK2_B04_030_2017_1 -               53     944      26     965       5     966    1506    +      7e-158  525.2  28.5  -
Dermatophilaceae_Piscicoccus                     -          LKAP-GUTHK2_B04_030_2017_1 -               51     927      54     965      30     966    1473    +    8.3e-158  525.1  28.8  -
Cellulomonadaceae_Tropicihabitans                -          LKAP-GUTHK2_B04_030_2017_1 -               62     929      72     965      49     966    1475    +    8.5e-158  525.1  28.6  -
Clostridiales_Proteinivorax                      -          LKAP-GUTHK2_B04_030_2017_1 -               91     949      78     965      57     966    1488    +      9e-158  524.8  27.3  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-GUTHK2_B04_030_2017_1 -               73     955      78     962      57     966    1516    +      9e-158  524.9  29.0  -
Pasteurellaceae_Avibacterium                     -          LKAP-GUTHK2_B04_030_2017_1 -               98     977      75     966      55     966    1480    +    9.8e-158  524.9  28.2  -
Chlamydiaceae_Chlamydophila                      -          LKAP-GUTHK2_B04_030_2017_1 -               87     983      76     965      55     966    1550    +      1e-157  524.6  27.7  -
Intrasporangiaceae_Marihabitans                  -          LKAP-GUTHK2_B04_030_2017_1 -               56     928      68     965      47     966    1435    +    1.1e-157  524.8  28.7  -
Arenicellaceae_Perspicuibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               11     889      70     965      50     966    1365    +    1.1e-157  524.7  29.0  -
Ruminococcaceae_Herbivorax                       -          LKAP-GUTHK2_B04_030_2017_1 -               34     903      68     965      47     966    1421    +    1.2e-157  524.5  28.4  -
Myxococcaceae_Aggregicoccus                      -          LKAP-GUTHK2_B04_030_2017_1 -               31     981       7     965       3     966    1531    +    1.2e-157  524.5  30.3  -
Clostridiales_Finegoldia                         -          LKAP-GUTHK2_B04_030_2017_1 -               56     911      74     965      34     966    1409    +    1.2e-157  524.6  28.8  -
Ignavibacteriaceae_Ignavibacterium               -          LKAP-GUTHK2_B04_030_2017_1 -               68     944      78     965      58     966    1461    +    1.2e-157  524.6  28.1  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-GUTHK2_B04_030_2017_1 -               41     949      43     966      22     966    1463    +    1.5e-157  524.1  30.0  -
Lachnospiraceae_Robinsoniella                    -          LKAP-GUTHK2_B04_030_2017_1 -               31     961       6     965       2     966    1525    +    1.5e-157  524.2  31.3  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               18     946       6     965       3     966    1423    +    1.5e-157  524.3  31.0  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-GUTHK2_B04_030_2017_1 -               42     893      64     965      39     966    1387    +    1.6e-157  524.3  28.4  -
Beutenbergiaceae_Salana                          -          LKAP-GUTHK2_B04_030_2017_1 -               58     924      76     965      56     966    1447    +    1.6e-157  524.2  28.5  -
Erysipelotrichaceae_Coprobacillus                -          LKAP-GUTHK2_B04_030_2017_1 -               76     960      75     965      54     966    1485    +    1.7e-157  524.1  29.0  -
Nocardiaceae_Millisia                            -          LKAP-GUTHK2_B04_030_2017_1 -               70     947      53     965      31     966    1519    +    1.8e-157  524.1  28.1  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-GUTHK2_B04_030_2017_1 -               37     946      21     965       3     966    1472    +      2e-157  523.9  31.3  -
Flammeovirgaceae_Roseivirga                      -          LKAP-GUTHK2_B04_030_2017_1 -               58     929      76     963      34     966    1415    +    2.1e-157  524.0  29.4  -
Rhodospirillaceae_Aliidongia                     -          LKAP-GUTHK2_B04_030_2017_1 -               70     914      72     965      51     966    1447    +    2.1e-157  523.8  27.8  -
Thermoanaerobacterales_Mahella                   -          LKAP-GUTHK2_B04_030_2017_1 -               95     960      75     965      54     966    1531    +    2.2e-157  523.8  28.0  -
Brucellaceae_Daeguia                             -          LKAP-GUTHK2_B04_030_2017_1 -               50     893      72     965      51     966    1441    +    2.3e-157  523.8  27.5  -
Lentisphaeraceae_Lentisphaera                    -          LKAP-GUTHK2_B04_030_2017_1 -               74     934      73     966      52     966    1465    +    2.6e-157  523.7  27.7  -
Intrasporangiaceae_Terracoccus                   -          LKAP-GUTHK2_B04_030_2017_1 -               61     931      69     965      49     966    1479    +    3.1e-157  523.2  28.3  -
Gammaproteobacteria_Thiohalorhabdus              -          LKAP-GUTHK2_B04_030_2017_1 -               28     923      75     965      51     966    1332    +    3.2e-157  523.2  29.0  -
Nocardiaceae_Skermania                           -          LKAP-GUTHK2_B04_030_2017_1 -               56     927      72     965      48     966    1477    +    3.2e-157  523.2  28.5  -
Acidobacteria_Luteitalea                         -          LKAP-GUTHK2_B04_030_2017_1 -               88     983      78     965      57     966    1506    +    3.4e-157  523.4  29.1  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-GUTHK2_B04_030_2017_1 -               11     961       7     965       3     966    1493    +    3.6e-157  522.9  30.3  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-GUTHK2_B04_030_2017_1 -               17     945       6     965       2     966    1469    +    4.2e-157  523.0  30.3  -
Microbacteriaceae_Microterricola                 -          LKAP-GUTHK2_B04_030_2017_1 -               88     954      73     965      49     966    1442    +    4.6e-157  522.7  28.2  -
Clostridiales_Pseudoflavonifractor               -          LKAP-GUTHK2_B04_030_2017_1 -               83     945      76     965      56     966    1483    +    4.7e-157  522.7  27.3  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-GUTHK2_B04_030_2017_1 -               16     915      77     965      62     966    1357    +    4.8e-157  522.7  28.7  -
Dermabacteraceae_Helcobacillus                   -          LKAP-GUTHK2_B04_030_2017_1 -               62     934      70     965      49     966    1448    +    5.2e-157  522.4  28.9  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-GUTHK2_B04_030_2017_1 -               88     977      77     965      55     966    1527    +    5.7e-157  522.3  28.4  -
Microbacteriaceae_Galbitalea                     -          LKAP-GUTHK2_B04_030_2017_1 -               77     942      74     965      53     966    1467    +    6.1e-157  522.2  27.6  -
Aquificaceae_Thermocrinis                        -          LKAP-GUTHK2_B04_030_2017_1 -               53     953      74     966      31     966    1482    +    6.4e-157  522.2  29.3  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-GUTHK2_B04_030_2017_1 -               30     940      23     965       3     966    1451    +    6.7e-157  522.0  30.3  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP-GUTHK2_B04_030_2017_1 -               41     880      77     965      55     966    1417    +      7e-157  522.1  27.0  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-GUTHK2_B04_030_2017_1 -               73     975      46     965      23     966    1548    +    7.6e-157  522.0  30.0  -
Dermacoccaceae_Rudaeicoccus                      -          LKAP-GUTHK2_B04_030_2017_1 -               33     902      70     965      49     966    1394    +      8e-157  521.8  28.4  -
Lachnospiraceae_Syntrophococcus                  -          LKAP-GUTHK2_B04_030_2017_1 -               30     954       6     965       3     966    1535    +    8.1e-157  521.8  31.1  -
Porphyromonadaceae_Proteiniphilum                -          LKAP-GUTHK2_B04_030_2017_1 -               88     965      69     962      49     966    1523    +      9e-157  521.5  29.4  -
Lachnospiraceae_Cuneatibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               30     962       6     965       3     966    1485    +    9.1e-157  521.8  31.8  -
Syntrophobacteraceae_Thermodesulforhabdus        -          LKAP-GUTHK2_B04_030_2017_1 -              117    1013      77     965      57     966    1559    +    9.5e-157  521.8  29.5  -
Nocardioidaceae_Flindersiella                    -          LKAP-GUTHK2_B04_030_2017_1 -               44     909      74     965      32     966    1401    +      1e-156  521.6  28.6  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP-GUTHK2_B04_030_2017_1 -               12     915      44     965      25     966    1599    +      1e-156  521.4  29.6  -
Rhodobiaceae_Tepidamorphus                       -          LKAP-GUTHK2_B04_030_2017_1 -               30     883      48     965      27     966    1391    +    1.4e-156  521.2  27.7  -
Sandaracinaceae_Sandaracinus                     -          LKAP-GUTHK2_B04_030_2017_1 -               54     951      78     965      57     966    1506    +    1.7e-156  520.9  28.9  -
Desulfobulbaceae_Desulfurivibrio                 -          LKAP-GUTHK2_B04_030_2017_1 -               51     954      73     965      51     966    1409    +    1.9e-156  520.7  29.5  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-GUTHK2_B04_030_2017_1 -               16     924      39     965      19     966    1425    +    2.2e-156  520.4  29.8  -
Porphyromonadaceae_Parabacteroides               -          LKAP-GUTHK2_B04_030_2017_1 -               92     963      77     962      56     966    1489    +    2.3e-156  520.6  28.2  -
Clostridiales_Flavonifractor                     -          LKAP-GUTHK2_B04_030_2017_1 -               79     938      78     965      57     966    1465    +    2.8e-156  520.2  27.4  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP-GUTHK2_B04_030_2017_1 -              102     994      76     965      34     966    1546    +    2.9e-156  520.0  29.8  -
Cystobacteraceae_Hyalangium                      -          LKAP-GUTHK2_B04_030_2017_1 -               62     959      77     965      56     966    1491    +    3.5e-156  519.7  28.8  -
Desulfarculaceae_Desulfarculus                   -          LKAP-GUTHK2_B04_030_2017_1 -               66     990      47     965      25     966    1522    +    3.5e-156  519.8  30.0  -
Cyclobacteriaceae_Belliella                      -          LKAP-GUTHK2_B04_030_2017_1 -               72     943      76     962      56     966    1451    +    3.6e-156  519.8  28.4  -
Lachnospiraceae_Lachnospira                      -          LKAP-GUTHK2_B04_030_2017_1 -               26     958       6     965       2     966    1518    +    3.6e-156  519.6  31.2  -
Promicromonosporaceae_Xylanibacterium            -          LKAP-GUTHK2_B04_030_2017_1 -               68     945      51     965      29     966    1513    +    3.8e-156  519.8  28.8  -
Deferribacteraceae_Calditerrivibrio              -          LKAP-GUTHK2_B04_030_2017_1 -               75     959      80     964      60     966    1487    +    3.8e-156  519.7  28.6  -
Calditrichaeota_Calorithrix                      -          LKAP-GUTHK2_B04_030_2017_1 -               89     980      79     965      58     966    1453    +    3.9e-156  519.7  28.8  -
Nocardiaceae_Smaragdicoccus                      -          LKAP-GUTHK2_B04_030_2017_1 -               75     942      72     965      48     966    1478    +      4e-156  519.6  28.3  -
Cyclobacteriaceae_Lunatimonas                    -          LKAP-GUTHK2_B04_030_2017_1 -               87     958      77     962      56     966    1511    +    4.1e-156  519.6  28.6  -
Microbacteriaceae_Schumannella                   -          LKAP-GUTHK2_B04_030_2017_1 -               78     943      74     965      53     966    1466    +    4.3e-156  519.5  27.9  -
Lachnospiraceae_Mobilitalea                      -          LKAP-GUTHK2_B04_030_2017_1 -               20     948       8     965       3     966    1444    +    4.6e-156  519.3  31.1  -
Streptosporangiaceae_Thermocatellispora          -          LKAP-GUTHK2_B04_030_2017_1 -               38     948       7     965       3     966    1526    +    4.6e-156  519.4  29.2  -
Nocardiopsaceae_Salinactinospora                 -          LKAP-GUTHK2_B04_030_2017_1 -               30     966       6     965       2     966    1486    +    4.7e-156  519.6  30.8  -
Ruaniaceae_Haloactinobacterium                   -          LKAP-GUTHK2_B04_030_2017_1 -               88     956      74     965      48     966    1524    +    4.8e-156  519.3  28.6  -
Prevotellaceae_Prevotella                        -          LKAP-GUTHK2_B04_030_2017_1 -               97     968      77     962      57     966    1482    +    5.4e-156  518.9  28.4  -
Methylococcaceae_Methylomarinum                  -          LKAP-GUTHK2_B04_030_2017_1 -               73     950      77     965      56     966    1464    +    5.5e-156  519.0  28.6  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-GUTHK2_B04_030_2017_1 -               24     931      25     965       6     966    1393    +    5.9e-156  518.9  30.5  -
Ruaniaceae_Ruania                                -          LKAP-GUTHK2_B04_030_2017_1 -               64     939      72     965      52     966    1454    +    6.1e-156  518.8  29.1  -
Sanguibacteraceae_Timonella                      -          LKAP-GUTHK2_B04_030_2017_1 -               89     954      75     965      54     966    1508    +    6.1e-156  519.0  27.9  -
Chromatiaceae_Rhabdochromatium                   -          LKAP-GUTHK2_B04_030_2017_1 -               63     939      76     965      55     966    1452    +    7.3e-156  518.9  28.8  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-GUTHK2_B04_030_2017_1 -               33     950      25     965       5     966    1464    +    7.4e-156  518.8  30.4  -
Micrococcaceae_Renibacterium                     -          LKAP-GUTHK2_B04_030_2017_1 -               92     971      74     965      53     966    1471    +      1e-155  518.2  28.5  -
Thermoanaerobacteraceae_Caloribacterium          -          LKAP-GUTHK2_B04_030_2017_1 -               68     922      78     965      57     966    1437    +      1e-155  518.2  28.2  -
Polyangiaceae_Sorangium                          -          LKAP-GUTHK2_B04_030_2017_1 -               86     983      77     965      57     966    1520    +      1e-155  518.3  28.8  -
Microbacteriaceae_Homoserinimonas                -          LKAP-GUTHK2_B04_030_2017_1 -               74     942      71     965      49     966    1469    +    1.2e-155  518.1  28.1  -
Micromonosporaceae_Catelliglobosispora           -          LKAP-GUTHK2_B04_030_2017_1 -               68     946      52     965      27     966    1510    +    1.2e-155  518.1  28.4  -
Chitinivibrionaceae_Chitinivibrio                -          LKAP-GUTHK2_B04_030_2017_1 -               19     962       7     965       3     966    1488    +    1.4e-155  517.7  31.5  -
Ruminococcaceae_Ethanoligenens                   -          LKAP-GUTHK2_B04_030_2017_1 -               72     937      72     965      30     966    1499    +    1.4e-155  517.7  28.0  -
Phaselicystidaceae_Phaselicystis                 -          LKAP-GUTHK2_B04_030_2017_1 -               82     978      78     965      57     966    1539    +    1.6e-155  517.7  29.0  -
Jonesiaceae_Populibacterium                      -          LKAP-GUTHK2_B04_030_2017_1 -               42     922      72     965      49     966    1411    +    1.8e-155  517.4  28.6  -
Promicromonosporaceae_Xylanimonas                -          LKAP-GUTHK2_B04_030_2017_1 -               82     951      69     965      49     966    1518    +    1.9e-155  517.3  28.6  -
Lysobacteraceae_Chujaibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               74     956      76     965      56     966    1483    +    1.9e-155  517.2  28.8  -
Oceanospirillales_Salinispirillum                -          LKAP-GUTHK2_B04_030_2017_1 -               44     923      77     965      57     966    1417    +    1.9e-155  517.1  28.3  -
Micrococcaceae_Garicola                          -          LKAP-GUTHK2_B04_030_2017_1 -               67     939      72     964      49     966    1459    +      2e-155  517.3  28.7  -
Ectothiorhodospiraceae_Halopeptonella            -          LKAP-GUTHK2_B04_030_2017_1 -               20     918      50     965      28     966    1437    +    2.1e-155  517.3  29.6  -
Desulfobacteraceae_Desulforegula                 -          LKAP-GUTHK2_B04_030_2017_1 -               69     975      54     965      19     966    1524    +    2.1e-155  517.3  29.7  -
Sphingobacteriaceae_Mucilaginibacter             -          LKAP-GUTHK2_B04_030_2017_1 -               67     937      77     962      59     966    1444    +    2.3e-155  517.1  28.8  -
Brevibacteriaceae_Spelaeicoccus                  -          LKAP-GUTHK2_B04_030_2017_1 -               44     925      69     965      49     966    1397    +    2.3e-155  517.1  28.9  -
Sphingomonadaceae_Hephaestia                     -          LKAP-GUTHK2_B04_030_2017_1 -               55     894      77     965      54     966    1411    +    2.4e-155  517.2  27.1  -
Herpetosiphonaceae_Herpetosiphon                 -          LKAP-GUTHK2_B04_030_2017_1 -               42     927      19     966       3     966    1475    +    2.7e-155  516.8  28.1  -
Chitinophagaceae_Taibaiella                      -          LKAP-GUTHK2_B04_030_2017_1 -               60     929      77     962      57     966    1427    +    2.8e-155  516.9  28.4  -
Syntrophorhabdaceae_Syntrophorhabdus             -          LKAP-GUTHK2_B04_030_2017_1 -               47     965      50     966       5     966    1482    +      3e-155  516.7  31.0  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-GUTHK2_B04_030_2017_1 -               32     919      54     962      33     966    1405    +    3.2e-155  516.9  28.1  -
Intrasporangiaceae_Fodinibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               46     912      75     965      54     966    1444    +    3.5e-155  516.4  28.0  -
Erysipelotrichaceae_Solobacterium                -          LKAP-GUTHK2_B04_030_2017_1 -               83     960      71     965      51     966    1487    +    3.5e-155  516.6  28.8  -
Cyclobacteriaceae_Cecembia                       -          LKAP-GUTHK2_B04_030_2017_1 -               87     957      77     962      56     966    1513    +    3.6e-155  516.4  28.1  -
Ruminococcaceae_Fastidiosipila                   -          LKAP-GUTHK2_B04_030_2017_1 -               30     906      65     965      44     966    1389    +    3.7e-155  516.2  28.3  -
Streptosporangiaceae_Thermoactinospora           -          LKAP-GUTHK2_B04_030_2017_1 -               39     950       8     965       3     966    1533    +    3.8e-155  516.4  30.1  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP-GUTHK2_B04_030_2017_1 -               80     961      73     965      30     966    1528    +      4e-155  516.5  28.9  -
Syntrophobacteraceae_Desulfovirga                -          LKAP-GUTHK2_B04_030_2017_1 -               76     971      78     965      58     966    1524    +      4e-155  516.5  29.2  -
Streptosporangineae_Allonocardiopsis             -          LKAP-GUTHK2_B04_030_2017_1 -               31     917      69     965      48     966    1476    +    4.2e-155  516.2  28.9  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-GUTHK2_B04_030_2017_1 -               32     960       8     965       3     966    1528    +    4.4e-155  516.4  30.9  -
Spirochaetaceae_Rectinema                        -          LKAP-GUTHK2_B04_030_2017_1 -               79     961      76     962      53     966    1501    +    4.6e-155  516.3  29.7  -
Halieaceae_Pseudohaliea                          -          LKAP-GUTHK2_B04_030_2017_1 -               73     957      71     965      32     966    1485    +      5e-155  516.0  29.1  -
Methylococcaceae_Methylomarinovum                -          LKAP-GUTHK2_B04_030_2017_1 -               38     950      39     965      19     966    1466    +    5.2e-155  516.0  30.0  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP-GUTHK2_B04_030_2017_1 -               53     952      25     965       5     966    1517    +    6.8e-155  515.5  30.8  -
Glycomycetaceae_Salilacibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               69     958      52     965      27     966    1494    +    7.2e-155  515.6  28.8  -
Erysipelotrichaceae_Kandleria                    -          LKAP-GUTHK2_B04_030_2017_1 -               58     942      78     965      57     966    1450    +    7.9e-155  515.3  29.1  -
Intrasporangiaceae_Humibacillus                  -          LKAP-GUTHK2_B04_030_2017_1 -               38     904      74     965      54     966    1480    +    8.7e-155  515.1  28.0  -
Rhizobiaceae_Methylobrevis                       -          LKAP-GUTHK2_B04_030_2017_1 -                4     873      14     965      11     966    1367    +    9.3e-155  515.2  28.1  -
Armatimonadaceae_Armatimonas                     -          LKAP-GUTHK2_B04_030_2017_1 -               61     921      76     965      56     966    1438    +    9.3e-155  515.0  27.2  -
Chrysiogenaceae_Chrysiogenes                     -          LKAP-GUTHK2_B04_030_2017_1 -               77     947      80     965      59     966    1511    +    9.6e-155  515.0  28.5  -
Pseudonocardiaceae_Tamaricihabitans              -          LKAP-GUTHK2_B04_030_2017_1 -               47     929      49     965      19     966    1445    +    9.6e-155  515.0  29.0  -
Prolixibacteraceae_Prolixibacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               42     937      43     962      22     966    1444    +      1e-154  514.6  29.6  -
Sphingomonadaceae_Parasphingopyxis               -          LKAP-GUTHK2_B04_030_2017_1 -               61     908      69     965      44     966    1447    +    1.1e-154  514.8  27.5  -
Dermatophilaceae_Dermatophilus                   -          LKAP-GUTHK2_B04_030_2017_1 -               72     939      72     965      49     966    1464    +    1.2e-154  514.7  28.5  -
Cytophagaceae_Litoribacter                       -          LKAP-GUTHK2_B04_030_2017_1 -               57     932      76     962      56     966    1452    +    1.3e-154  514.8  28.1  -
Kangiellaceae_Aliikangiella                      -          LKAP-GUTHK2_B04_030_2017_1 -               40     920      76     965      42     966    1392    +    1.4e-154  514.4  29.0  -
Cellvibrionaceae_Saccharophagus                  -          LKAP-GUTHK2_B04_030_2017_1 -               39     925      71     965      50     966    1431    +    1.4e-154  514.4  28.9  -
Oleiphilaceae_Oleiphilus                         -          LKAP-GUTHK2_B04_030_2017_1 -               48     948      40     965      19     966    1437    +    1.6e-154  514.3  29.7  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-GUTHK2_B04_030_2017_1 -               89     960      76     962      55     966    1486    +    1.7e-154  514.4  28.8  -
Sporomusaceae_Sporolituus                        -          LKAP-GUTHK2_B04_030_2017_1 -                2     850     126     965     125     966    1410    +    1.9e-154  513.8  25.5  -
Chromatiaceae_Thiorhodovibrio                    -          LKAP-GUTHK2_B04_030_2017_1 -               39     939      45     965      21     966    1456    +      2e-154  514.2  29.5  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-GUTHK2_B04_030_2017_1 -               93     972      76     965      56     966    1475    +      2e-154  513.8  28.4  -
Pseudonocardiaceae_Goodfellowiella               -          LKAP-GUTHK2_B04_030_2017_1 -               35     949       7     965       3     966    1497    +    2.2e-154  513.9  29.7  -
