# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     880      24     870      13     871    1491    +           0 1080.9  16.8  -
Geobacteraceae_Geothermobacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               55     916      25     866      13     871    1470    +    8.7e-143  475.3  16.8  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP-TSAKG2_D06_042_2018_2 -               72     828      61     866      40     871    1411    +    9.2e-143  475.3  17.8  -
Balneolaceae_Balneola                            -          LKAP-TSAKG2_D06_042_2018_2 -               77     880      58     861      37     871    1479    +      1e-142  475.0  16.7  -
Rhodobacteraceae_Nautella                        -          LKAP-TSAKG2_D06_042_2018_2 -               49     816      61     866      39     871    1426    +    1.1e-142  475.0  16.6  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               52     862      44     870      23     871    1443    +    1.1e-142  475.2  17.3  -
Fusobacteriaceae_Propionigenium                  -          LKAP-TSAKG2_D06_042_2018_2 -               96     878      64     863      44     871    1524    +    1.1e-142  474.7  17.6  -
Rhodobacteraceae_Boseongicola                    -          LKAP-TSAKG2_D06_042_2018_2 -               52     819      61     866      39     871    1391    +    1.1e-142  474.9  16.9  -
Rhodospirillaceae_Tagaea                         -          LKAP-TSAKG2_D06_042_2018_2 -               89     857      62     867      36     871    1467    +    1.2e-142  474.8  16.7  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-TSAKG2_D06_042_2018_2 -               47     897      22     864      12     871    1517    +    1.2e-142  474.6  16.9  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_D06_042_2018_2 -               67     866      62     864      42     871    1475    +    1.4e-142  474.7  16.8  -
Rhodobacteraceae_Maliponia                       -          LKAP-TSAKG2_D06_042_2018_2 -               54     810      61     866      40     871    1373    +    1.5e-142  474.7  17.8  -
Rhodobacteraceae_Thalassobacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               71     843      56     866      35     871    1465    +    1.5e-142  474.5  16.8  -
Rhodobacteraceae_Pelagimonas                     -          LKAP-TSAKG2_D06_042_2018_2 -                7     800      21     866      15     871    1344    +    1.7e-142  474.3  16.5  -
Rhodobacteraceae_Thiobacimonas                   -          LKAP-TSAKG2_D06_042_2018_2 -               75     840      62     866      41     871    1425    +    1.8e-142  474.3  16.7  -
Nautiliaceae_Cetia                               -          LKAP-TSAKG2_D06_042_2018_2 -               61     873      24     869      10     871    1482    +    1.9e-142  474.3  16.9  -
Deltaproteobacteria_Dissulfurimicrobium          -          LKAP-TSAKG2_D06_042_2018_2 -               88     917      60     867      39     871    1521    +    2.3e-142  473.8  16.6  -
Flavobacteriaceae_Subsaxibacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               53     883      24     863      10     871    1479    +    3.5e-142  473.1  17.2  -
Hyphomonadaceae_Ponticaulis                      -          LKAP-TSAKG2_D06_042_2018_2 -               29     796      63     867      42     871    1328    +    3.5e-142  473.3  16.6  -
Eggerthellaceae_Eggerthella                      -          LKAP-TSAKG2_D06_042_2018_2 -               87     877      62     870      41     871    1505    +    3.5e-142  473.0  17.0  -
Cytophagales_Ohtaekwangia                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     863      24     861      13     871    1444    +    4.2e-142  473.2  16.6  -
Roseiarcaceae_Roseiarcus                         -          LKAP-TSAKG2_D06_042_2018_2 -               70     838      60     866      39     871    1399    +    4.5e-142  472.9  16.8  -
Acetobacteraceae_Rubritepida                     -          LKAP-TSAKG2_D06_042_2018_2 -               48     813      63     864      43     871    1429    +    4.7e-142  472.9  17.4  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_D06_042_2018_2 -               67     856      62     870      42     871    1463    +    4.9e-142  472.9  17.3  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          LKAP-TSAKG2_D06_042_2018_2 -               36     850      61     868      39     871    1466    +    6.2e-142  472.4  16.9  -
Rhodobacteraceae_Brevirhabdus                    -          LKAP-TSAKG2_D06_042_2018_2 -               55     821      62     866      41     871    1384    +    6.2e-142  472.6  16.9  -
Rhodobacteraceae_Xuhuaishuia                     -          LKAP-TSAKG2_D06_042_2018_2 -               55     821      62     866      41     871    1384    +    6.2e-142  472.6  16.9  -
Flavobacteriaceae_Ulvibacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               32     864      24     863      18     871    1440    +    6.6e-142  472.2  16.9  -
Rhizobiales_Alsobacter                           -          LKAP-TSAKG2_D06_042_2018_2 -               59     831      58     866      37     871    1467    +      7e-142  472.3  16.5  -
Rhodobacteraceae_Planktomarina                   -          LKAP-TSAKG2_D06_042_2018_2 -               53     820      61     866      39     871    1441    +    7.1e-142  472.3  16.7  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_D06_042_2018_2 -               91     873      62     863      41     871    1444    +    7.9e-142  472.1  17.3  -
Lachnospiraceae_Lachnospira                      -          LKAP-TSAKG2_D06_042_2018_2 -               50     883      25     863      11     871    1518    +    9.3e-142  471.8  17.0  -
Marinifilaceae_Marinifilum                       -          LKAP-TSAKG2_D06_042_2018_2 -               33     868      24     861      17     870    1451    +    9.4e-142  471.7  16.5  -
Magnetococcaceae_Magnetococcus                   -          LKAP-TSAKG2_D06_042_2018_2 -               53     860      24     867      10     871    1497    +    1.1e-141  471.7  17.3  -
Sphingobacteriaceae_Mucilaginibacter             -          LKAP-TSAKG2_D06_042_2018_2 -               50     865      43     863      22     871    1444    +    1.3e-141  471.4  16.5  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_D06_042_2018_2 -               57     823      63     864      42     871    1411    +    1.3e-141  471.7  17.0  -
Chlorobiaceae_Prosthecochloris                   -          LKAP-TSAKG2_D06_042_2018_2 -               87     878      66     863      46     871    1495    +    1.4e-141  471.2  16.4  -
Micropepsaceae_Micropepsis                       -          LKAP-TSAKG2_D06_042_2018_2 -               72     839      62     864      41     871    1455    +    1.4e-141  471.2  16.6  -
Rhodobacteraceae_Marinibacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               52     819      61     866      39     871    1378    +    1.5e-141  471.3  16.7  -
Rhodobacteraceae_Litorisediminicola              -          LKAP-TSAKG2_D06_042_2018_2 -               52     819      61     866      39     871    1382    +    1.8e-141  471.2  16.6  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_D06_042_2018_2 -               53     914      24     863      18     871    1528    +      2e-141  470.6  16.8  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_D06_042_2018_2 -               54     821      61     866      41     871    1385    +    2.1e-141  470.7  16.6  -
Rhodospirillaceae_Tistlia                        -          LKAP-TSAKG2_D06_042_2018_2 -               65     834      62     867      41     871    1299    +    2.1e-141  471.1  16.8  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP-TSAKG2_D06_042_2018_2 -              100     867      62     864      42     871    1514    +    2.6e-141  470.7  17.0  -
Iodidimonadaceae_Iodidimonas                     -          LKAP-TSAKG2_D06_042_2018_2 -               61     843      61     866      39     871    1437    +    3.1e-141  470.1  16.8  -
Flavobacteriaceae_Muriicola                      -          LKAP-TSAKG2_D06_042_2018_2 -               53     891      24     863      17     871    1490    +    3.3e-141  470.0  17.3  -
Flavobacteriaceae_Muricauda                      -          LKAP-TSAKG2_D06_042_2018_2 -               30     872      22     864      14     871    1461    +    3.4e-141  470.0  16.5  -
Desulfobacteraceae_Desulfocella                  -          LKAP-TSAKG2_D06_042_2018_2 -               53     908      24     866      12     871    1547    +      4e-141  469.7  17.1  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP-TSAKG2_D06_042_2018_2 -               33     880      24     863      10     871    1471    +    4.1e-141  469.8  17.2  -
Clostridiaceae_Paeniclostridium                  -          LKAP-TSAKG2_D06_042_2018_2 -               59     836      59     863      39     871    1461    +    4.5e-141  469.6  16.2  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_D06_042_2018_2 -              164     984      61     863      41     871    1588    +    5.4e-141  469.5  17.3  -
Chitinophagaceae_Flaviaesturariibacter           -          LKAP-TSAKG2_D06_042_2018_2 -               53     893      24     864       8     871    1493    +    5.5e-141  469.4  16.4  -
Rhodobacteraceae_Citreimonas                     -          LKAP-TSAKG2_D06_042_2018_2 -               53     820      60     866      39     871    1401    +    5.9e-141  469.4  16.9  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_D06_042_2018_2 -               75     839      63     866      43     871    1337    +    6.2e-141  469.3  16.7  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_D06_042_2018_2 -               81     866      61     863      40     871    1486    +    6.3e-141  469.0  17.9  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     835      24     866      12     871    1417    +    6.7e-141  469.2  16.5  -
Syntrophaceae_Smithella                          -          LKAP-TSAKG2_D06_042_2018_2 -               82     906      62     866      41     871    1371    +    7.5e-141  469.0  17.0  -
Holophagaceae_Geothrix                           -          LKAP-TSAKG2_D06_042_2018_2 -               53     870      64     863      43     871    1448    +      8e-141  468.9  16.9  -
Rhodobiaceae_Roseospirillum                      -          LKAP-TSAKG2_D06_042_2018_2 -               11     775      62     867      53     871    1310    +    8.8e-141  468.8  17.3  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-TSAKG2_D06_042_2018_2 -               94     907      63     864      42     871    1503    +    8.8e-141  468.5  17.0  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_D06_042_2018_2 -               55     821      62     866      41     871    1390    +    8.9e-141  468.7  16.7  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_D06_042_2018_2 -              169     990      62     863      40     871    1559    +      1e-140  468.5  16.9  -
Rhodobacteraceae_Roseibaca                       -          LKAP-TSAKG2_D06_042_2018_2 -               46     811      62     866      41     871    1425    +      1e-140  468.5  16.8  -
Rhodospirillaceae_Elstera                        -          LKAP-TSAKG2_D06_042_2018_2 -               28     797      61     866      41     871    1356    +    1.1e-140  468.3  16.4  -
Sphingomonadaceae_Rhizorhapis                    -          LKAP-TSAKG2_D06_042_2018_2 -               74     842      61     866      40     871    1453    +    1.2e-140  468.3  16.6  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-TSAKG2_D06_042_2018_2 -               15     843      61     866      48     871    1357    +    1.2e-140  468.4  17.2  -
Acetobacteraceae_Craurococcus                    -          LKAP-TSAKG2_D06_042_2018_2 -               76     844      61     864      41     871    1443    +    1.2e-140  468.5  17.2  -
Chitinophagaceae_Flavihumibacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               29     832      58     864      38     871    1417    +    1.3e-140  468.1  16.1  -
Desulfarculaceae_Desulfarculus                   -          LKAP-TSAKG2_D06_042_2018_2 -               55     919      26     867      14     871    1522    +    1.6e-140  467.9  16.6  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_D06_042_2018_2 -               85     908      63     864      43     871    1548    +    1.9e-140  467.4  16.8  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               43     874      25     863      18     871    1469    +    2.1e-140  467.3  16.9  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_D06_042_2018_2 -               91     874      61     863      38     871    1412    +    2.1e-140  467.4  17.5  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_D06_042_2018_2 -               59     866      24     866       9     871    1481    +    2.2e-140  467.4  16.6  -
Petrotogaceae_Marinitoga                         -          LKAP-TSAKG2_D06_042_2018_2 -               69     864      60     863      40     871    1487    +    2.6e-140  467.3  17.5  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-TSAKG2_D06_042_2018_2 -               61     826      63     863      43     871    1465    +    2.7e-140  467.0  17.2  -
Cytophagaceae_Spirosoma                          -          LKAP-TSAKG2_D06_042_2018_2 -               56     854      60     861      37     871    1438    +    2.8e-140  466.9  17.0  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_D06_042_2018_2 -               74     899      24     870      14     871    1536    +    2.9e-140  466.6  17.0  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_D06_042_2018_2 -               56     821      63     866      42     871    1421    +    3.2e-140  466.9  16.9  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_D06_042_2018_2 -               89     904      60     863      24     871    1509    +    4.1e-140  466.6  16.9  -
Rhodobacteraceae_Pelagibaca                      -          LKAP-TSAKG2_D06_042_2018_2 -               74     842      60     866      39     871    1460    +    4.3e-140  466.4  16.6  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               73     860      62     870      42     871    1437    +    4.6e-140  466.2  17.6  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP-TSAKG2_D06_042_2018_2 -               74     839      63     866      42     871    1477    +      5e-140  466.1  16.6  -
Sandaracinaceae_Sandaracinus                     -          LKAP-TSAKG2_D06_042_2018_2 -               54     880      63     866      42     871    1506    +      5e-140  466.3  17.1  -
Lachnospiraceae_Anaerobium                       -          LKAP-TSAKG2_D06_042_2018_2 -               58     845      58     863      35     871    1402    +    5.4e-140  466.1  17.1  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_D06_042_2018_2 -               34     840      24     863      13     871    1480    +    5.9e-140  466.0  18.6  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_D06_042_2018_2 -               86     871      62     866      41     871    1422    +    6.6e-140  465.8  16.5  -
Synergistaceae_Aminobacterium                    -          LKAP-TSAKG2_D06_042_2018_2 -              105     871      63     864      41     871    1521    +    6.9e-140  465.5  18.5  -
Desulfarculaceae_Desulfocarbo                    -          LKAP-TSAKG2_D06_042_2018_2 -               31     859      62     867      42     871    1417    +    7.2e-140  465.7  16.9  -
Oligoflexaceae_Oligoflexus                       -          LKAP-TSAKG2_D06_042_2018_2 -               64     872      62     866      39     871    1458    +    8.1e-140  465.5  17.0  -
Clostridiaceae_Lutispora                         -          LKAP-TSAKG2_D06_042_2018_2 -               34     861      25     864      13     871    1438    +    9.2e-140  465.3  17.0  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     856      24     869      18     871    1441    +    9.3e-140  465.4  17.8  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-TSAKG2_D06_042_2018_2 -               63     886      59     863      33     871    1437    +    1.1e-139  465.0  16.8  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_D06_042_2018_2 -               92     873      63     863      42     871    1479    +    1.4e-139  464.7  17.4  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_D06_042_2018_2 -               78     843      63     866      42     871    1434    +    1.5e-139  464.7  16.8  -
Cytophagaceae_Flectobacillus                     -          LKAP-TSAKG2_D06_042_2018_2 -               26     820      63     861      43     871    1400    +    1.5e-139  464.5  17.2  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_D06_042_2018_2 -               95     882      62     866      34     871    1516    +    1.6e-139  464.5  17.3  -
Labilitrichaceae_Labilithrix                     -          LKAP-TSAKG2_D06_042_2018_2 -               65     894      63     868      43     871    1483    +      2e-139  464.1  16.8  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP-TSAKG2_D06_042_2018_2 -               56     823      61     866      40     871    1389    +    2.3e-139  464.0  16.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_D06_042_2018_2 -               54     914      25     868      11     871    1549    +    2.4e-139  463.9  17.3  -
Anaerolineaceae_Anaerolinea                      -          LKAP-TSAKG2_D06_042_2018_2 -               81     874      63     870      42     871    1457    +    3.6e-139  463.6  17.7  -
Chitinophagaceae_Arachidicoccus                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     875      21     863       7     871    1470    +    4.9e-139  462.7  16.5  -
Eubacteriaceae_Garciella                         -          LKAP-TSAKG2_D06_042_2018_2 -               28     854      24     867      11     871    1471    +    5.6e-139  462.8  18.0  -
Rhodobacteraceae_Aquimixticola                   -          LKAP-TSAKG2_D06_042_2018_2 -               56     821      63     866      42     871    1388    +    6.8e-139  462.5  16.8  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     872      24     864      16     871    1440    +    7.8e-139  462.2  16.6  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_D06_042_2018_2 -               53     819      61     866      40     871    1348    +      9e-139  462.1  16.6  -
Bacillaceae_Vulcanibacillus                      -          LKAP-TSAKG2_D06_042_2018_2 -               43     899      24     864      10     871    1526    +    9.3e-139  461.8  16.9  -
Prevotellaceae_Alloprevotella                    -          LKAP-TSAKG2_D06_042_2018_2 -               33     873      24     861      15     871    1455    +      1e-138  461.7  15.9  -
Desulfarculaceae_Dethiosulfatarculus             -          LKAP-TSAKG2_D06_042_2018_2 -               79     908      62     867      40     871    1516    +    1.1e-138  461.8  16.7  -
Porphyromonadaceae_Barnesiella                   -          LKAP-TSAKG2_D06_042_2018_2 -               74     877      59     861      36     871    1488    +    1.2e-138  461.9  17.5  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_D06_042_2018_2 -               52     810      62     867      33     871    1380    +    1.3e-138  461.8  17.8  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_D06_042_2018_2 -               58     826      60     866      39     871    1379    +    1.4e-138  461.5  16.8  -
Erythrobacteraceae_Qipengyuania                  -          LKAP-TSAKG2_D06_042_2018_2 -               71     842      61     866      40     871    1452    +    1.4e-138  461.3  16.4  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_D06_042_2018_2 -               76     864      62     870      42     871    1452    +    1.4e-138  461.4  16.8  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_D06_042_2018_2 -               53     910      24     868      11     871    1550    +    1.7e-138  461.2  16.2  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_D06_042_2018_2 -               72     838      61     866      40     871    1424    +    1.7e-138  461.2  16.8  -
Holophagaceae_Holophaga                          -          LKAP-TSAKG2_D06_042_2018_2 -               75     892      64     863      43     871    1501    +    2.1e-138  461.0  16.8  -
Flavobacteriaceae_Croceitalea                    -          LKAP-TSAKG2_D06_042_2018_2 -               33     869      24     863      13     871    1494    +    2.3e-138  460.3  16.4  -
Rhodobacteraceae_Youngimonas                     -          LKAP-TSAKG2_D06_042_2018_2 -               59     823      63     866      42     871    1423    +    2.5e-138  460.6  16.9  -
Flavobacteriaceae_Spongiibacterium               -          LKAP-TSAKG2_D06_042_2018_2 -               48     889      20     863       6     871    1485    +    2.9e-138  460.2  16.2  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_D06_042_2018_2 -               53     917      24     863      10     871    1500    +      3e-138  460.3  16.9  -
Rhodospirillaceae_Defluviicoccus                 -          LKAP-TSAKG2_D06_042_2018_2 -               77     846      63     867      42     871    1452    +    3.3e-138  460.4  16.8  -
Gaiellaceae_Gaiella                              -          LKAP-TSAKG2_D06_042_2018_2 -               88     905      63     868      41     871    1544    +    3.5e-138  459.9  16.7  -
Thermodesulfobiaceae_Coprothermobacter           -          LKAP-TSAKG2_D06_042_2018_2 -               49     878      24     864      16     871    1529    +    3.7e-138  459.8  16.6  -
Rhodobacteraceae_Ascidiaceihabitans              -          LKAP-TSAKG2_D06_042_2018_2 -               54     821      61     866      39     871    1387    +    4.2e-138  459.9  16.8  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_D06_042_2018_2 -               35     874      24     863      11     871    1497    +    4.6e-138  459.7  16.5  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_D06_042_2018_2 -               69     871      63     867      43     871    1461    +    6.2e-138  459.0  16.8  -
Thermaceae_Oceanithermus                         -          LKAP-TSAKG2_D06_042_2018_2 -               93     879      63     863      44     871    1503    +    1.1e-137  458.3  17.3  -
Cryomorphaceae_Phaeocystidibacter                -          LKAP-TSAKG2_D06_042_2018_2 -               53     883      24     861      17     871    1480    +    1.2e-137  458.4  16.8  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_D06_042_2018_2 -               63     873      35     863      21     871    1482    +    1.3e-137  458.1  17.7  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_D06_042_2018_2 -               54     751      61     793      40     799    1457    +    1.4e-137  458.2  17.5  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-TSAKG2_D06_042_2018_2 -               29     839      47     870      27     871    1395    +    1.5e-137  458.0  17.1  -
Rhodobacteraceae_Profundibacterium               -          LKAP-TSAKG2_D06_042_2018_2 -               58     828      60     866      39     871    1436    +    1.7e-137  458.0  16.7  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_D06_042_2018_2 -                7     785      62     869      54     871    1317    +    1.7e-137  458.0  17.6  -
Rhodobacteraceae_Antarctobacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               44     800      61     866      40     871    1400    +      2e-137  457.6  17.7  -
Desulfobacteraceae_Desulfatirhabdium             -          LKAP-TSAKG2_D06_042_2018_2 -               54     921      25     867      11     871    1535    +    2.3e-137  457.3  16.9  -
Desulfovibrionaceae_Bilophila                    -          LKAP-TSAKG2_D06_042_2018_2 -               81     897      63     863      42     871    1500    +    2.4e-137  457.3  17.1  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-TSAKG2_D06_042_2018_2 -               83     905      25     870      19     871    1545    +    2.9e-137  456.8  17.6  -
Cytophagaceae_Larkinella                         -          LKAP-TSAKG2_D06_042_2018_2 -               66     862      62     861      42     871    1433    +    3.1e-137  456.9  17.0  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_D06_042_2018_2 -               63     885      23     863      13     871    1484    +    5.1e-137  456.2  17.1  -
Polyangiaceae_Byssovorax                         -          LKAP-TSAKG2_D06_042_2018_2 -               76     905      62     868      42     871    1529    +    5.1e-137  456.3  16.8  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_D06_042_2018_2 -               90     874      63     863      43     871    1483    +    5.1e-137  456.0  17.3  -
Cytophagaceae_Runella                            -          LKAP-TSAKG2_D06_042_2018_2 -               56     849      65     861      46     871    1428    +    6.2e-137  456.1  16.6  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_D06_042_2018_2 -               33     872      24     863      13     871    1451    +    7.2e-137  455.5  16.4  -
Lachnospiraceae_Mobilisporobacter                -          LKAP-TSAKG2_D06_042_2018_2 -              105     881      62     863      42     871    1589    +    8.2e-137  455.4  17.7  -
Cystobacteraceae_Hyalangium                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     889      24     867      12     871    1491    +    9.2e-137  455.3  16.5  -
Clostridiaceae_Saccharofermentans                -          LKAP-TSAKG2_D06_042_2018_2 -               90     878      62     864      26     871    1510    +      1e-136  455.1  17.6  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-TSAKG2_D06_042_2018_2 -               34     838      64     870      44     871    1275    +    1.3e-136  455.3  17.5  -
Planococcaceae_Filibacter                        -          LKAP-TSAKG2_D06_042_2018_2 -               43     893      24     863       9     871    1517    +    1.6e-136  454.5  16.4  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-TSAKG2_D06_042_2018_2 -              198     987      59     864      37     871    1549    +    2.1e-136  454.1  17.2  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_D06_042_2018_2 -               87     914      63     868      42     871    1520    +    2.1e-136  454.3  16.7  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          LKAP-TSAKG2_D06_042_2018_2 -               66     884      64     863      43     871    1495    +    2.2e-136  454.2  16.9  -
Rhodobacteraceae_Yangia                          -          LKAP-TSAKG2_D06_042_2018_2 -               40     809      60     866      39     871    1351    +    2.4e-136  454.1  16.6  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-TSAKG2_D06_042_2018_2 -               33     852      24     863      10     871    1475    +    2.4e-136  454.1  17.1  -
Syntrophobacteraceae_Desulfovirga                -          LKAP-TSAKG2_D06_042_2018_2 -               76     900      63     866      43     871    1524    +      3e-136  453.9  16.9  -
Lachnospiraceae_Acetitomaculum                   -          LKAP-TSAKG2_D06_042_2018_2 -              101     893      51     863      29     871    1478    +    3.4e-136  453.7  17.6  -
Microbacteriaceae_Huakuichenia                   -          LKAP-TSAKG2_D06_042_2018_2 -               53     883      24     869      10     871    1482    +    4.1e-136  453.3  17.0  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-TSAKG2_D06_042_2018_2 -               29     864      21     861       8     871    1447    +    4.3e-136  452.9  17.2  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_D06_042_2018_2 -               11     792      63     863      53     871    1390    +    4.6e-136  453.1  17.5  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-TSAKG2_D06_042_2018_2 -               63     890      61     866      39     871    1493    +      5e-136  452.8  16.7  -
Bacillaceae_Melghiribacillus                     -          LKAP-TSAKG2_D06_042_2018_2 -               90     907      60     863      39     871    1552    +    5.2e-136  452.9  17.1  -
Desulfuromonadaceae_Malonomonas                  -          LKAP-TSAKG2_D06_042_2018_2 -               88     891      61     868      39     871    1525    +    5.7e-136  452.7  17.2  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_D06_042_2018_2 -               56     907      24     862      18     871    1548    +    5.8e-136  452.5  16.1  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_D06_042_2018_2 -               50     866      24     866      11     871    1503    +    6.1e-136  452.8  17.3  -
Myxococcaceae_Aggregicoccus                      -          LKAP-TSAKG2_D06_042_2018_2 -               83     910      61     866      39     871    1531    +    6.5e-136  452.4  16.7  -
Streptomycetaceae_Allostreptomyces               -          LKAP-TSAKG2_D06_042_2018_2 -               80     879      58     868      33     871    1510    +    6.6e-136  452.7  17.1  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               61     893      60     868      40     871    1479    +    7.2e-136  452.5  16.8  -
Clostridiaceae_Oxobacter                         -          LKAP-TSAKG2_D06_042_2018_2 -               88     874      62     866      41     871    1496    +    7.8e-136  452.2  17.1  -
Desulfobulbaceae_Desulfofustis                   -          LKAP-TSAKG2_D06_042_2018_2 -               53     913      24     866      10     871    1547    +    7.9e-136  452.4  16.6  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               90     874      63     863      38     871    1484    +    9.9e-136  451.6  16.8  -
Clostridiaceae_Thermobrachium                    -          LKAP-TSAKG2_D06_042_2018_2 -                4     787      63     866      60     871    1404    +    1.1e-135  452.0  16.6  -
Desulfobacteraceae_Desulfospira                  -          LKAP-TSAKG2_D06_042_2018_2 -               35     897      26     867      12     871    1447    +    1.4e-135  451.6  16.9  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_D06_042_2018_2 -               33     887      24     863      10     871    1362    +    1.4e-135  451.7  17.0  -
Desulfobacteraceae_Desulfoconvexum               -          LKAP-TSAKG2_D06_042_2018_2 -               21     884      25     867      13     871    1367    +    1.4e-135  451.5  16.8  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-TSAKG2_D06_042_2018_2 -               89     904      62     868      40     871    1495    +    1.4e-135  451.6  16.9  -
Bacillaceae_Sinibacillus                         -          LKAP-TSAKG2_D06_042_2018_2 -               83     900      60     863      40     871    1489    +    1.5e-135  451.5  16.9  -
