# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_B06_046_2018_2 -               28     977      20     966       7     966    1491    +           0 1208.7  18.5  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_B06_046_2018_2 -               20     962      20     965       7     966    1446    +           0 1079.1  18.6  -
Micrococcaceae_Pseudarthrobacter                 -          LKAP-TSAKG2_B06_046_2018_2 -               39     960      20     955       7     964    1471    +    4.2e-185  615.6  19.7  -
Hymenobacteraceae_Adhaeribacter                  -          LKAP-TSAKG2_B06_046_2018_2 -               48     968      20     947       8     965    1483    +    4.3e-185  615.6  18.5  -
Rhodocyclaceae_Quatrionicoccus                   -          LKAP-TSAKG2_B06_046_2018_2 -               41     992      15     963       6     966    1477    +    4.8e-185  615.5  18.6  -
Burkholderiales_Paucibacter                      -          LKAP-TSAKG2_B06_046_2018_2 -               18     960      15     959       6     966    1429    +      5e-185  615.2  18.4  -
Micrococcaceae_Yaniella                          -          LKAP-TSAKG2_B06_046_2018_2 -               37     967      20     955       6     964    1497    +    6.2e-185  614.9  18.7  -
Orbaceae_Gilliamella                             -          LKAP-TSAKG2_B06_046_2018_2 -               54    1003      19     965       5     966    1538    +    6.3e-185  614.9  18.8  -
Pasteurellaceae_Frederiksenia                    -          LKAP-TSAKG2_B06_046_2018_2 -               27     971      19     958       5     965    1362    +    6.4e-185  615.0  19.0  -
Salinibacteraceae_Salinibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               53     981      20     947       7     955    1500    +    7.8e-185  614.7  19.1  -
Orbaceae_Frischella                              -          LKAP-TSAKG2_B06_046_2018_2 -               54     999      19     965       5     966    1534    +    8.1e-185  614.5  18.8  -
Cryptosporangiaceae_Cryptosporangium             -          LKAP-TSAKG2_B06_046_2018_2 -               27     945      19     957       7     965    1470    +    9.1e-185  614.5  19.3  -
Peptococcaceae_Thermincola                       -          LKAP-TSAKG2_B06_046_2018_2 -               32     959      20     955       6     962    1482    +    9.7e-185  614.3  20.1  -
Micrococcaceae_Paeniglutamicibacter              -          LKAP-TSAKG2_B06_046_2018_2 -               32     957      19     957       6     965    1467    +    9.9e-185  614.4  19.2  -
Flavobacteriaceae_Aquimarina                     -          LKAP-TSAKG2_B06_046_2018_2 -               20     959      14     954       6     964    1453    +      1e-184  614.1  18.7  -
Nocardiopsaceae_Nocardiopsis                     -          LKAP-TSAKG2_B06_046_2018_2 -               22     954      20     958       7     964    1461    +    1.1e-184  614.3  19.2  -
Pseudomonadaceae_Rugamonas                       -          LKAP-TSAKG2_B06_046_2018_2 -               78     990      58     966      31     966    1456    +    1.2e-184  614.1  18.7  -
Comamonadaceae_Tepidicella                       -          LKAP-TSAKG2_B06_046_2018_2 -               17     954      19     958       9     965    1480    +    1.2e-184  613.9  19.1  -
Rhodocyclaceae_Sulfuritalea                      -          LKAP-TSAKG2_B06_046_2018_2 -               27     973      19     963       6     966    1448    +    1.2e-184  614.0  18.9  -
Bacillaceae_Paraliobacillus                      -          LKAP-TSAKG2_B06_046_2018_2 -               29     996      21     955      10     963    1511    +    1.4e-184  613.9  18.7  -
Acidobacteriaceae_Edaphobacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               75     929      64     949      42     963    1449    +    1.6e-184  613.6  19.2  -
Microbacteriaceae_Herbiconiux                    -          LKAP-TSAKG2_B06_046_2018_2 -               35     958      20     957       7     964    1472    +    1.6e-184  613.7  19.5  -
Microbacteriaceae_Labedella                      -          LKAP-TSAKG2_B06_046_2018_2 -               57     981      20     957       6     965    1542    +      2e-184  613.3  18.8  -
Clostridiales_Tissierella                        -          LKAP-TSAKG2_B06_046_2018_2 -               45     979      20     959       7     965    1415    +    2.2e-184  613.2  19.1  -
Dermacoccaceae_Kytococcus                        -          LKAP-TSAKG2_B06_046_2018_2 -               40     964      19     955       6     963    1468    +    2.3e-184  613.2  19.2  -
Sporolactobacillaceae_Sporolactobacillus         -          LKAP-TSAKG2_B06_046_2018_2 -               28     977      20     955       7     963    1503    +    2.3e-184  613.1  19.1  -
Streptosporangiaceae_Planomonospora              -          LKAP-TSAKG2_B06_046_2018_2 -               28     941      20     956       7     964    1444    +    2.3e-184  613.0  19.5  -
Streptosporangiaceae_Herbidospora                -          LKAP-TSAKG2_B06_046_2018_2 -               34     948      20     957       7     965    1484    +    2.8e-184  612.7  19.5  -
Fibrobacteraceae_Fibrobacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               27     943      20     955       7     961    1412    +    3.2e-184  613.0  19.5  -
Carnobacteriaceae_Marinilactibacillus            -          LKAP-TSAKG2_B06_046_2018_2 -               16     968      20     956      13     965    1511    +    3.4e-184  612.4  19.0  -
Streptosporangiaceae_Planotetraspora             -          LKAP-TSAKG2_B06_046_2018_2 -               47     962      20     958       7     965    1496    +    4.4e-184  612.1  19.4  -
Flavobacteriaceae_Bizionia                       -          LKAP-TSAKG2_B06_046_2018_2 -               27     965      19     955       6     964    1449    +    4.5e-184  612.2  19.1  -
Intrasporangiaceae_Intrasporangium               -          LKAP-TSAKG2_B06_046_2018_2 -               15     943      17     957       7     965    1435    +    4.8e-184  612.1  19.5  -
Lachnospiraceae_Lachnoanaerobaculum              -          LKAP-TSAKG2_B06_046_2018_2 -              102     986      64     963      43     965    1490    +      5e-184  611.3  19.7  -
Dermabacteraceae_Brachybacterium                 -          LKAP-TSAKG2_B06_046_2018_2 -               26     956      13     955       5     962    1476    +    5.2e-184  611.8  19.7  -
Pasteurellaceae_Otariodibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -                4     923      47     962      43     965    1410    +    5.6e-184  611.7  19.1  -
Micromonosporaceae_Phytohabitans                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     951      20     962       7     966    1468    +    5.9e-184  611.8  19.3  -
Flavobacteriaceae_Pseudofulvibacter              -          LKAP-TSAKG2_B06_046_2018_2 -               28     957      20     954       7     962    1442    +    6.7e-184  611.6  18.4  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-TSAKG2_B06_046_2018_2 -               38     961      20     956       6     963    1482    +    8.3e-184  611.3  19.1  -
Nocardioidaceae_Kribbella                        -          LKAP-TSAKG2_B06_046_2018_2 -               47     973      20     963       6     966    1476    +      9e-184  611.3  19.3  -
Bacillaceae_Halobacillus                         -          LKAP-TSAKG2_B06_046_2018_2 -               29    1001      21     961       7     966    1520    +    1.1e-183  610.9  18.6  -
Pasteurellaceae_Vespertiliibacter                -          LKAP-TSAKG2_B06_046_2018_2 -               27     978      19     965       5     966    1462    +    1.1e-183  610.7  18.6  -
Flavobacteriaceae_Polaribacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               28     971      20     958       7     964    1440    +    1.1e-183  610.8  18.1  -
Actinomycetaceae_Arcanobacterium                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     955      20     956       7     964    1476    +    1.2e-183  611.0  19.6  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_B06_046_2018_2 -               45     974      20     963      10     966    1500    +    1.2e-183  610.8  18.9  -
Streptosporangiaceae_Microbispora                -          LKAP-TSAKG2_B06_046_2018_2 -               48     961      20     956       7     964    1482    +    1.3e-183  610.5  19.6  -
Succinivibrionaceae_Succinivibrio                -          LKAP-TSAKG2_B06_046_2018_2 -               38     951      20     964       6     966    1463    +    1.3e-183  610.5  19.4  -
Propionibacteriaceae_Microlunatus                -          LKAP-TSAKG2_B06_046_2018_2 -               37     959      20     958       6     964    1472    +    1.4e-183  610.7  19.1  -
Cellulomonadaceae_Oerskovia                      -          LKAP-TSAKG2_B06_046_2018_2 -               38     961      20     957       7     965    1488    +    1.5e-183  610.5  19.3  -
Bacillaceae_Alkalibacillus                       -          LKAP-TSAKG2_B06_046_2018_2 -               19     986      20     957       8     964    1492    +    1.5e-183  610.5  18.8  -
Flavobacteriaceae_Psychroflexus                  -          LKAP-TSAKG2_B06_046_2018_2 -               28     960      20     951       9     962    1448    +    1.6e-183  610.1  18.7  -
Bacillaceae_Thalassobacillus                     -          LKAP-TSAKG2_B06_046_2018_2 -               90    1004      61     957      41     965    1506    +    1.7e-183  610.4  18.7  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-TSAKG2_B06_046_2018_2 -               28     952      20     949       8     964    1430    +    1.9e-183  610.2  18.8  -
Paenibacillaceae_Fontibacillus                   -          LKAP-TSAKG2_B06_046_2018_2 -               33     988      20     958       8     964    1487    +    1.9e-183  610.1  19.3  -
Staphylococcaceae_Nosocomiicoccus                -          LKAP-TSAKG2_B06_046_2018_2 -               49    1009      20     954       7     963    1546    +      2e-183  609.9  18.8  -
Microbacteriaceae_Frondihabitans                 -          LKAP-TSAKG2_B06_046_2018_2 -               38     961      20     957       6     965    1434    +    2.1e-183  609.9  19.3  -
Microbacteriaceae_Gryllotalpicola                -          LKAP-TSAKG2_B06_046_2018_2 -               38     968      19     957       7     964    1431    +    2.3e-183  609.9  19.0  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_B06_046_2018_2 -               28     951      20     962       7     965    1459    +    2.6e-183  609.7  19.3  -
Microbacteriaceae_Subtercola                     -          LKAP-TSAKG2_B06_046_2018_2 -               18     949      20     957       9     965    1470    +      3e-183  609.3  18.1  -
Microbacteriaceae_Plantibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               40     970      14     957       5     964    1512    +      3e-183  609.2  19.4  -
Mariprofundaceae_Mariprofundus                   -          LKAP-TSAKG2_B06_046_2018_2 -               48     994      20     964       5     966    1528    +    3.3e-183  609.0  18.4  -
Geodermatophilaceae_Modestobacter                -          LKAP-TSAKG2_B06_046_2018_2 -               49     970      20     955       7     965    1469    +    3.6e-183  609.2  19.7  -
Rarobacteraceae_Rarobacter                       -          LKAP-TSAKG2_B06_046_2018_2 -               17     938      20     957       9     965    1464    +      4e-183  608.9  19.3  -
Streptosporangiaceae_Planobispora                -          LKAP-TSAKG2_B06_046_2018_2 -               28     942      20     958       7     965    1443    +      4e-183  608.9  19.4  -
Comamonadaceae_Corticibacter                     -          LKAP-TSAKG2_B06_046_2018_2 -                5     944      26     965      22     966    1418    +    4.5e-183  608.8  18.8  -
Bacillaceae_Pelagirhabdus                        -          LKAP-TSAKG2_B06_046_2018_2 -               51     966      61     955      41     963    1462    +    4.7e-183  608.7  18.6  -
Pasteurellaceae_Lonepinella                      -          LKAP-TSAKG2_B06_046_2018_2 -               12     959      20     963      11     965    1498    +      5e-183  608.5  18.6  -
Microbacteriaceae_Curtobacterium                 -          LKAP-TSAKG2_B06_046_2018_2 -               43     965      20     956       7     964    1505    +    5.1e-183  608.6  19.4  -
Dehalococcoidaceae_Dehalogenimonas               -          LKAP-TSAKG2_B06_046_2018_2 -               28     934      20     957       9     964    1433    +    5.4e-183  609.1  19.4  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-TSAKG2_B06_046_2018_2 -               88    1011      20     957       7     964    1612    +    5.6e-183  608.4  19.5  -
Bacillaceae_Halolactibacillus                    -          LKAP-TSAKG2_B06_046_2018_2 -               70     982      61     955      41     964    1491    +    5.9e-183  608.4  18.6  -
Flavobacteriaceae_Dokdonia                       -          LKAP-TSAKG2_B06_046_2018_2 -               28     962      20     955       7     964    1446    +      6e-183  608.2  19.3  -
Carnobacteriaceae_Trichococcus                   -          LKAP-TSAKG2_B06_046_2018_2 -               30     993      20     959       8     966    1513    +    6.5e-183  608.1  18.1  -
Peptostreptococcaceae_Tepidibacter               -          LKAP-TSAKG2_B06_046_2018_2 -               13     933      20     960      12     965    1412    +    6.8e-183  608.3  17.9  -
Micromonosporaceae_Verrucosispora                -          LKAP-TSAKG2_B06_046_2018_2 -               27     950      19     961       6     966    1459    +    7.2e-183  608.2  19.3  -
Cyclobacteriaceae_Cecembia                       -          LKAP-TSAKG2_B06_046_2018_2 -               48     973      20     950      10     964    1513    +    7.5e-183  608.2  18.4  -
Flavobacteriaceae_Myroides                       -          LKAP-TSAKG2_B06_046_2018_2 -               28     957      20     956       6     964    1439    +    7.6e-183  608.0  18.6  -
Thermoactinomycetaceae_Mechercharimyces          -          LKAP-TSAKG2_B06_046_2018_2 -               38     985      20     955       9     964    1439    +    7.6e-183  608.2  18.6  -
Listeriaceae_Brochothrix                         -          LKAP-TSAKG2_B06_046_2018_2 -               15     966      20     956      12     964    1421    +      8e-183  608.3  18.5  -
Nocardioidaceae_Mumia                            -          LKAP-TSAKG2_B06_046_2018_2 -               49     976      20     963       7     966    1516    +    8.3e-183  608.1  19.2  -
Nocardiopsaceae_Thermobifida                     -          LKAP-TSAKG2_B06_046_2018_2 -               26     965      19     959       6     966    1481    +    9.7e-183  607.9  18.6  -
Succinivibrionaceae_Succinatimonas               -          LKAP-TSAKG2_B06_046_2018_2 -               27     949      19     962       5     966    1469    +    1.1e-182  607.5  19.5  -
Carnobacteriaceae_Jeotgalibaca                   -          LKAP-TSAKG2_B06_046_2018_2 -               19     979      20     962       5     965    1453    +    1.1e-182  607.5  18.5  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-TSAKG2_B06_046_2018_2 -               42     968      20     966       6     966    1448    +    1.1e-182  607.7  19.6  -
Micrococcaceae_Pseudoglutamicibacter             -          LKAP-TSAKG2_B06_046_2018_2 -               38     969      20     955       7     964    1502    +    1.1e-182  607.3  18.7  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-TSAKG2_B06_046_2018_2 -               38     939      21     957       9     966    1414    +    1.2e-182  607.4  18.7  -
Cyclobacteriaceae_Belliella                      -          LKAP-TSAKG2_B06_046_2018_2 -               34     958      20     949      11     964    1451    +    1.3e-182  607.4  19.1  -
Comamonadaceae_Kinneretia                        -          LKAP-TSAKG2_B06_046_2018_2 -               25     937      57     965      33     966    1386    +    1.5e-182  607.2  18.5  -
Dermacoccaceae_Flexivirga                        -          LKAP-TSAKG2_B06_046_2018_2 -               28     954      20     956       7     964    1448    +    1.5e-182  607.0  19.0  -
Lachnospiraceae_Dorea                            -          LKAP-TSAKG2_B06_046_2018_2 -               12     859      91     956      72     964    1316    +    1.5e-182  607.3  17.8  -
Pseudonocardiaceae_Saccharomonospora             -          LKAP-TSAKG2_B06_046_2018_2 -               38     961      20     955       8     965    1498    +    1.7e-182  606.9  19.1  -
Comamonadaceae_Tibeticola                        -          LKAP-TSAKG2_B06_046_2018_2 -               54     999      19     964       6     966    1535    +    1.8e-182  606.7  18.7  -
Propionibacteriaceae_Propionibacterium           -          LKAP-TSAKG2_B06_046_2018_2 -               28     951      20     957       7     964    1473    +    1.8e-182  606.9  19.4  -
Microbacteriaceae_Frigoribacterium               -          LKAP-TSAKG2_B06_046_2018_2 -               36     958      20     957       7     965    1474    +    1.8e-182  606.8  19.3  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_B06_046_2018_2 -               16     960      20     957       9     964    1506    +    2.1e-182  606.7  19.0  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_B06_046_2018_2 -               46     998      20     955       6     962    1550    +    2.2e-182  605.9  19.0  -
Micromonosporaceae_Planosporangium               -          LKAP-TSAKG2_B06_046_2018_2 -               28     946      20     955       6     965    1434    +    2.3e-182  606.5  19.3  -
Atopobacteriaceae_Atopobium                      -          LKAP-TSAKG2_B06_046_2018_2 -               32     951      20     956       8     962    1424    +    2.7e-182  606.4  19.2  -
Bacillaceae_Scopulibacillus                      -          LKAP-TSAKG2_B06_046_2018_2 -               48    1010      20     955       6     964    1555    +    2.9e-182  606.1  19.2  -
Lactobacillaceae_Pediococcus                     -          LKAP-TSAKG2_B06_046_2018_2 -              106    1017      62     957      42     964    1526    +    3.7e-182  605.9  18.9  -
Gammaproteobacteria_Thiohalorhabdus              -          LKAP-TSAKG2_B06_046_2018_2 -               25     953      60     965      41     966    1332    +      4e-182  605.6  18.5  -
Thermoactinomycetaceae_Laceyella                 -          LKAP-TSAKG2_B06_046_2018_2 -               29     934      21     955       9     961    1428    +    5.2e-182  605.5  18.4  -
Streptosporangiaceae_Sphaerimonospora            -          LKAP-TSAKG2_B06_046_2018_2 -               33     947      20     957       7     964    1464    +    5.3e-182  605.2  19.6  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-TSAKG2_B06_046_2018_2 -               29     993      21     955      10     962    1498    +    5.9e-182  605.7  18.8  -
Desulfurellaceae_Desulfurella                    -          LKAP-TSAKG2_B06_046_2018_2 -               63     978      64     955      43     963    1526    +    5.9e-182  605.3  18.7  -
Chitinophagaceae_Taibaiella                      -          LKAP-TSAKG2_B06_046_2018_2 -               13     944      11     949       4     964    1427    +    6.7e-182  605.2  18.9  -
Micromonosporaceae_Dactylosporangium             -          LKAP-TSAKG2_B06_046_2018_2 -               42     959      20     956       7     963    1470    +    6.8e-182  605.0  19.1  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     958      20     960       7     965    1451    +    7.8e-182  604.7  18.9  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-TSAKG2_B06_046_2018_2 -               35     956      20     957       6     965    1444    +    7.8e-182  604.8  18.9  -
Micrococcaceae_Tersicoccus                       -          LKAP-TSAKG2_B06_046_2018_2 -               14     942      26     955      14     962    1447    +    8.6e-182  604.6  18.5  -
Micromonosporaceae_Salinispora                   -          LKAP-TSAKG2_B06_046_2018_2 -               48     971      20     962       7     966    1479    +    8.7e-182  604.6  18.9  -
Coxiellaceae_Diplorickettsia                     -          LKAP-TSAKG2_B06_046_2018_2 -               28     992      20     957       6     964    1488    +    9.3e-182  604.5  18.9  -
Thermotogaceae_Thermotoga                        -          LKAP-TSAKG2_B06_046_2018_2 -               55     999      20     955       9     959    1561    +      1e-181  604.5  19.2  -
Dermacoccaceae_Dermacoccus                       -          LKAP-TSAKG2_B06_046_2018_2 -               15     948      14     957       7     965    1468    +    1.1e-181  604.2  19.3  -
Flavobacteriaceae_Maribacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               28     965      20     953       8     962    1443    +    1.2e-181  604.2  18.5  -
Morganellaceae_Arsenophonus                      -          LKAP-TSAKG2_B06_046_2018_2 -               23     971      19     960       6     965    1511    +    1.2e-181  604.0  18.8  -
Bacillaceae_Alkalicoccus                         -          LKAP-TSAKG2_B06_046_2018_2 -              101    1022      61     956      41     965    1558    +    1.3e-181  604.0  18.8  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP-TSAKG2_B06_046_2018_2 -               28     985      20     955       8     962    1496    +    1.4e-181  603.9  18.7  -
Acidobacteriaceae_Terriglobus                    -          LKAP-TSAKG2_B06_046_2018_2 -               75     935      64     954      43     966    1449    +    1.4e-181  603.8  19.1  -
Flavobacteriaceae_Salegentibacter                -          LKAP-TSAKG2_B06_046_2018_2 -               25     964      20     954       9     963    1471    +    1.6e-181  603.6  18.7  -
Microbacteriaceae_Clavibacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               27     952      19     957       6     965    1496    +    1.7e-181  603.4  19.2  -
Thermomonosporaceae_Spirillospora                -          LKAP-TSAKG2_B06_046_2018_2 -               18     934      20     959       8     965    1445    +    1.8e-181  603.5  18.8  -
Bacillaceae_Terribacillus                        -          LKAP-TSAKG2_B06_046_2018_2 -               22     984      21     955       7     962    1472    +      2e-181  603.5  18.6  -
Flavobacteriaceae_Cellulophaga                   -          LKAP-TSAKG2_B06_046_2018_2 -               27     956      20     955       8     964    1459    +    2.8e-181  602.8  18.9  -
Acidobacteriaceae_Occallatibacter                -          LKAP-TSAKG2_B06_046_2018_2 -               49     950      21     957       9     966    1463    +    2.9e-181  602.9  18.9  -
Cyclobacteriaceae_Echinicola                     -          LKAP-TSAKG2_B06_046_2018_2 -               24     915      56     948      34     965    1388    +    3.2e-181  602.9  19.0  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-TSAKG2_B06_046_2018_2 -               49     970      20     955       6     965    1449    +    3.4e-181  602.7  20.0  -
Pseudonocardiaceae_Actinomycetospora             -          LKAP-TSAKG2_B06_046_2018_2 -               28     958      20     955       7     962    1487    +    3.9e-181  602.4  19.2  -
Bacillaceae_Piscibacillus                        -          LKAP-TSAKG2_B06_046_2018_2 -                4     971      17     955      14     963    1520    +      4e-181  602.5  18.3  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-TSAKG2_B06_046_2018_2 -               39     964      19     957       5     965    1491    +    4.5e-181  602.1  19.2  -
Flavobacteriaceae_Winogradskyella                -          LKAP-TSAKG2_B06_046_2018_2 -               28     964      20     955       7     964    1448    +    4.5e-181  602.0  19.0  -
Flavobacteriaceae_Algibacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               28     957      20     955       9     964    1441    +      5e-181  602.0  18.1  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-TSAKG2_B06_046_2018_2 -               38     961      20     949      11     965    1484    +    5.2e-181  602.0  18.3  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-TSAKG2_B06_046_2018_2 -                4     933      14     962      11     966    1434    +    5.2e-181  602.1  19.3  -
Cyclobacteriaceae_Fontibacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               51     975      20     950       6     964    1488    +    5.3e-181  602.1  18.7  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               28     951      20     948       5     964    1449    +    5.4e-181  602.0  18.9  -
Flavobacteriaceae_Gaetbulibacter                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     955      20     953      10     961    1450    +    5.4e-181  601.8  18.5  -
Microbacteriaceae_Salinibacterium                -          LKAP-TSAKG2_B06_046_2018_2 -               24     949      19     957       5     964    1444    +    6.7e-181  601.6  19.5  -
Comamonadaceae_Albidiferax                       -          LKAP-TSAKG2_B06_046_2018_2 -               42     995      15     965       6     966    1531    +    6.9e-181  601.5  18.5  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-TSAKG2_B06_046_2018_2 -               47     984      19     962       7     966    1519    +    7.3e-181  601.6  19.1  -
Flavobacteriaceae_Mesonia                        -          LKAP-TSAKG2_B06_046_2018_2 -               28     983      20     962       9     965    1449    +    7.6e-181  601.2  18.3  -
Chitinophagaceae_Terrimonas                      -          LKAP-TSAKG2_B06_046_2018_2 -               16     943      20     948       7     965    1441    +    8.2e-181  601.7  18.4  -
Micrococcaceae_Zhihengliuella                    -          LKAP-TSAKG2_B06_046_2018_2 -               26     948      19     955       6     964    1469    +    8.9e-181  601.1  19.5  -
Chitinophagaceae_Chitinophaga                    -          LKAP-TSAKG2_B06_046_2018_2 -               35     961      20     948       9     965    1476    +    9.8e-181  601.6  19.1  -
Thorselliaceae_Coetzeea                          -          LKAP-TSAKG2_B06_046_2018_2 -               11     920      57     964      46     966    1391    +    1.1e-180  600.7  19.0  -
Streptosporangiaceae_Microtetraspora             -          LKAP-TSAKG2_B06_046_2018_2 -                1     912      22     956      22     964    1415    +    1.2e-180  600.7  19.8  -
Clostridiales_Anaerococcus                       -          LKAP-TSAKG2_B06_046_2018_2 -                8     934      21     958      16     963    1410    +    1.4e-180  600.7  19.3  -
Bacillaceae_Salimicrobium                        -          LKAP-TSAKG2_B06_046_2018_2 -               83     996      61     955      40     964    1500    +    1.5e-180  600.6  18.7  -
Clostridiales_Helcococcus                        -          LKAP-TSAKG2_B06_046_2018_2 -               44     976      20     960       8     965    1458    +    1.5e-180  600.4  18.6  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP-TSAKG2_B06_046_2018_2 -               29     956      20     954       9     961    1441    +    1.9e-180  600.0  18.8  -
Actinomycetaceae_Actinotignum                    -          LKAP-TSAKG2_B06_046_2018_2 -               21     962      20     957       8     962    1488    +    2.6e-180  599.9  19.2  -
Bacillaceae_Salisediminibacterium                -          LKAP-TSAKG2_B06_046_2018_2 -               56     971      61     956      41     965    1449    +    2.6e-180  599.8  18.8  -
Thermaceae_Meiothermus                           -          LKAP-TSAKG2_B06_046_2018_2 -               49     953      21     965      11     966    1482    +      3e-180  599.4  17.8  -
Comamonadaceae_Pseudacidovorax                   -          LKAP-TSAKG2_B06_046_2018_2 -               28     977      15     965       6     966    1491    +    3.2e-180  599.2  19.2  -
Streptosporangiaceae_Acrocarpospora              -          LKAP-TSAKG2_B06_046_2018_2 -               28     941      20     956       7     964    1478    +    3.6e-180  599.2  19.5  -
Glycomycetaceae_Stackebrandtia                   -          LKAP-TSAKG2_B06_046_2018_2 -               51     972      20     958       9     966    1517    +    3.7e-180  599.3  18.5  -
Deferribacteraceae_Deferribacter                 -          LKAP-TSAKG2_B06_046_2018_2 -               38     995      21     959       9     965    1542    +    3.9e-180  599.0  18.9  -
Flavobacteriaceae_Hyunsoonleella                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     960      20     955       8     964    1446    +    4.2e-180  598.9  18.3  -
Pasteurellaceae_Chelonobacter                    -          LKAP-TSAKG2_B06_046_2018_2 -                3     947      25     965      23     966    1389    +    4.9e-180  598.8  18.8  -
Thermoactinomycetaceae_Risungbinella             -          LKAP-TSAKG2_B06_046_2018_2 -               49     955      20     955       6     963    1464    +      5e-180  599.0  19.1  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_B06_046_2018_2 -               35     956      20     955       7     960    1449    +    5.1e-180  598.8  19.9  -
Promicromonosporaceae_Myceligenerans             -          LKAP-TSAKG2_B06_046_2018_2 -               46     971      19     956       5     963    1475    +    5.2e-180  598.9  19.1  -
Rhodobiaceae_Microbaculum                        -          LKAP-TSAKG2_B06_046_2018_2 -               48     932      20     955       5     963    1455    +    5.5e-180  598.5  18.9  -
Micromonosporaceae_Actinocatenispora             -          LKAP-TSAKG2_B06_046_2018_2 -               28     955      20     962       6     966    1444    +    5.5e-180  598.7  19.1  -
Pasteurellaceae_Cricetibacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               19     932      46     957      26     965    1295    +    6.3e-180  598.4  19.0  -
Micrococcaceae_Neomicrococcus                    -          LKAP-TSAKG2_B06_046_2018_2 -                9     929      20     955      14     964    1451    +    6.3e-180  598.4  19.1  -
Pseudonocardiaceae_Thermocrispum                 -          LKAP-TSAKG2_B06_046_2018_2 -               43     968      20     956       7     964    1329    +    7.4e-180  598.4  19.7  -
Flavobacteriaceae_Salinimicrobium                -          LKAP-TSAKG2_B06_046_2018_2 -               28     960      20     953       7     962    1467    +    7.6e-180  598.0  19.0  -
Pasteurellaceae_Nicoletella                      -          LKAP-TSAKG2_B06_046_2018_2 -               27     975      19     960       5     964    1365    +    7.6e-180  598.1  18.8  -
Synergistaceae_Dethiosulfovibrio                 -          LKAP-TSAKG2_B06_046_2018_2 -               87     954      58     956      37     962    1470    +    9.5e-180  598.0  20.2  -
Acetobacteraceae_Swingsia                        -          LKAP-TSAKG2_B06_046_2018_2 -               33     917      20     953       6     962    1370    +      1e-179  597.8  19.3  -
Phormidiaceae_Ancylothrix                        -          LKAP-TSAKG2_B06_046_2018_2 -               48     948      20     965       8     966    1485    +    1.1e-179  597.9  19.9  -
Propionibacteriaceae_Luteococcus                 -          LKAP-TSAKG2_B06_046_2018_2 -               27     946      19     957       5     964    1439    +    1.3e-179  597.3  19.6  -
Phyllobacteriaceae_Oricola                       -          LKAP-TSAKG2_B06_046_2018_2 -               31     915      19     954       5     961    1455    +    1.4e-179  597.2  19.0  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_B06_046_2018_2 -               11     946      46     955      37     963    1407    +    1.5e-179  597.2  18.8  -
Chitinophagaceae_Niastella                       -          LKAP-TSAKG2_B06_046_2018_2 -               37     966      20     949       7     965    1469    +    1.5e-179  597.6  18.5  -
