# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Rhodocyclaceae_Thauera                           -          LKAP-TSAKG2_C04_028_2018_2 -               26     801      21     804       4     811    1487    +    2.8e-148  493.3  22.1  -
Alcaligenaceae_Taylorella                        -          LKAP-TSAKG2_C04_028_2018_2 -               49     835      21     807      10     820    1521    +    4.2e-148  492.9  21.2  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_C04_028_2018_2 -              278     916     178     807     158     816    1528    +    4.8e-148  492.4  18.9  -
Pasteurellaceae_Haemophilus                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     794      21     791       5     812    1450    +    4.9e-148  492.5  21.1  -
Acidobacteriaceae_Granulicella                   -          LKAP-TSAKG2_C04_028_2018_2 -               34     785       9     805       4     823    1455    +    4.9e-148  492.5  23.3  -
Lysobacteraceae_Xylella                          -          LKAP-TSAKG2_C04_028_2018_2 -               49     826      21     803       5     812    1537    +    5.2e-148  492.5  21.4  -
Nitrospiraceae_Leptospirillum                    -          LKAP-TSAKG2_C04_028_2018_2 -               64     834      51     812      28     822    1516    +    6.6e-148  492.1  20.7  -
Halanaerobiales_Anoxybacter                      -          LKAP-TSAKG2_C04_028_2018_2 -               89     847      61     815      40     827    1500    +      7e-148  492.0  20.3  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_C04_028_2018_2 -               38     816      21     816       3     826    1412    +    7.6e-148  492.0  22.7  -
Rhodobacteraceae_Sedimentitalea                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     769      21     804       6     816    1429    +    8.5e-148  491.8  23.2  -
Pseudoalteromonadaceae_Psychrosphaera            -          LKAP-TSAKG2_C04_028_2018_2 -               33     806      21     807       5     826    1450    +      9e-148  491.6  20.7  -
Burkholderiales_Sphaerotilus                     -          LKAP-TSAKG2_C04_028_2018_2 -               16     797      21     816      12     825    1407    +      1e-147  491.6  21.5  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-TSAKG2_C04_028_2018_2 -                3     778      22     808      20     817    1432    +    1.2e-147  491.2  21.4  -
Chromobacteriaceae_Iodobacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               25     818      20     823       3     826    1459    +    1.2e-147  491.4  21.5  -
Rhodobacteraceae_Pelagicola                      -          LKAP-TSAKG2_C04_028_2018_2 -               49     769      21     803       5     816    1412    +    1.2e-147  491.3  23.3  -
Moritellaceae_Moritella                          -          LKAP-TSAKG2_C04_028_2018_2 -               49     832      21     807       5     820    1506    +    1.3e-147  490.9  20.8  -
Rhodobacteraceae_Mameliella                      -          LKAP-TSAKG2_C04_028_2018_2 -               38     745      21     803       6     815    1380    +    1.3e-147  491.2  22.3  -
Hyphomonadaceae_Hirschia                         -          LKAP-TSAKG2_C04_028_2018_2 -               29     752      21     806       4     815    1373    +      2e-147  490.8  23.5  -
Xanthobacteraceae_Starkeya                       -          LKAP-TSAKG2_C04_028_2018_2 -               31     752      21     806       5     821    1406    +    2.2e-147  490.9  22.7  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-TSAKG2_C04_028_2018_2 -               23     774       9     805       4     821    1414    +    2.4e-147  490.2  23.0  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_C04_028_2018_2 -               46     827      20     812       3     823    1517    +    2.5e-147  490.1  22.1  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     780      20     814       5     826    1446    +    2.7e-147  490.3  22.6  -
Rhodospirillaceae_Thalassospira                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     783      21     807       5     820    1457    +    2.8e-147  489.7  22.4  -
Rhodocyclaceae_Dechloromonas                     -          LKAP-TSAKG2_C04_028_2018_2 -               39     817      21     810       5     821    1512    +    2.9e-147  490.1  21.8  -
Budviciaceae_Budvicia                            -          LKAP-TSAKG2_C04_028_2018_2 -               50     815      21     791       4     811    1536    +      3e-147  489.8  20.7  -
Anaplasmataceae_Ehrlichia                        -          LKAP-TSAKG2_C04_028_2018_2 -               45     796      21     808       7     827    1448    +    3.1e-147  490.0  21.5  -
Peptococcaceae_Desulfurispora                    -          LKAP-TSAKG2_C04_028_2018_2 -              160     886      59     813      38     827    1567    +    3.2e-147  489.8  21.8  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-TSAKG2_C04_028_2018_2 -               38     773      21     822       5     827    1449    +    3.4e-147  490.0  22.7  -
Chlorobiaceae_Chlorobium                         -          LKAP-TSAKG2_C04_028_2018_2 -               70     812      54     804      29     813    1465    +      4e-147  489.5  20.5  -
Clostridiaceae_Caldisalinibacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               37     822      10     808       3     824    1526    +    4.1e-147  489.5  22.5  -
Rhodobacteraceae_Silicibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               56     776      21     803       5     815    1463    +    4.3e-147  489.4  23.0  -
Rhodocyclaceae_Methyloversatilis                 -          LKAP-TSAKG2_C04_028_2018_2 -               49     824      21     807       7     815    1426    +    4.6e-147  489.6  21.5  -
Bacteroidaceae_Anaerorhabdus                     -          LKAP-TSAKG2_C04_028_2018_2 -               36     821      20     815       3     825    1471    +    5.3e-147  489.2  21.5  -
Rubritaleaceae_Rubritalea                        -          LKAP-TSAKG2_C04_028_2018_2 -               35     816      20     813       3     828    1459    +    5.5e-147  489.0  21.1  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               20     796       9     815       4     824    1437    +    5.5e-147  489.0  23.1  -
Nitrosomonadaceae_Nitrosospira                   -          LKAP-TSAKG2_C04_028_2018_2 -               49     821      21     804       5     819    1529    +      6e-147  489.0  21.3  -
Clostridiaceae_Thermobrachium                    -          LKAP-TSAKG2_C04_028_2018_2 -                2     722      60     809      59     824    1404    +    6.4e-147  489.0  21.7  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     827      21     806       6     824    1541    +      8e-147  488.4  20.9  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     817      21     798       5     816    1508    +    8.2e-147  488.6  21.8  -
Hymenobacteraceae_Pontibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               10     780      21     805      15     816    1426    +    8.5e-147  488.4  21.3  -
Veillonellaceae_Allisonella                      -          LKAP-TSAKG2_C04_028_2018_2 -               36     870      10     823       3     828    1537    +    8.6e-147  488.3  21.3  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     813      21     815       3     826    1482    +    8.8e-147  488.4  22.7  -
Hydrogenothermaceae_Persephonella                -          LKAP-TSAKG2_C04_028_2018_2 -               15     799      10     813       4     826    1465    +    9.1e-147  488.5  23.0  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     774      21     805       6     820    1481    +      1e-146  488.2  22.8  -
Clostridiales_Proteiniborus                      -          LKAP-TSAKG2_C04_028_2018_2 -               49     819      21     809       3     823    1523    +      1e-146  488.1  23.0  -
Clostridiaceae_Intestinibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               17     781      10     815       3     826    1429    +    1.1e-146  488.0  23.0  -
Pseudomonadaceae_Rhizobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -                3     777      21     806      19     820    1443    +    1.1e-146  488.1  20.9  -
Christensenellaceae_Christensenella              -          LKAP-TSAKG2_C04_028_2018_2 -               88     815      58     807      32     823    1497    +    1.2e-146  487.9  21.4  -
Cellulomonadaceae_Tropheryma                     -          LKAP-TSAKG2_C04_028_2018_2 -               34     822      10     822       3     827    1484    +    1.4e-146  487.8  22.3  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-TSAKG2_C04_028_2018_2 -                1     741      44     791      44     811    1368    +    1.5e-146  487.7  19.6  -
Cytophagaceae_Flexibacter                        -          LKAP-TSAKG2_C04_028_2018_2 -               57     826      21     807       4     824    1463    +    1.5e-146  487.7  21.7  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_C04_028_2018_2 -               35     826      10     823       3     828    1516    +    1.5e-146  487.7  22.4  -
Rhodobacteraceae_Thalassococcus                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     752      21     805       5     817    1419    +    1.7e-146  487.5  23.5  -
Clostridiaceae_Clostridiisalibacter              -          LKAP-TSAKG2_C04_028_2018_2 -               40     812      20     809       3     823    1434    +    1.7e-146  487.6  22.8  -
Oxalobacteraceae_Pseudoduganella                 -          LKAP-TSAKG2_C04_028_2018_2 -                1     775      21     806      21     823    1439    +    1.8e-146  487.4  21.0  -
Rhodobacteraceae_Leisingera                      -          LKAP-TSAKG2_C04_028_2018_2 -               35     757      21     805       5     817    1409    +    1.8e-146  487.5  23.1  -
Acetobacteraceae_Roseococcus                     -          LKAP-TSAKG2_C04_028_2018_2 -               44     747      60     809      40     825    1383    +    1.9e-146  487.6  21.7  -
Hahellaceae_Allohahella                          -          LKAP-TSAKG2_C04_028_2018_2 -               48     828      20     813       4     822    1485    +    2.2e-146  487.2  22.1  -
Clostridiaceae_Salimesophilobacter               -          LKAP-TSAKG2_C04_028_2018_2 -               33     808      10     806       3     822    1471    +    2.4e-146  486.9  22.6  -
Pasteurellaceae_Gallibacterium                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     797      21     791       4     811    1464    +    2.4e-146  487.1  21.3  -
Clostridiales_Proteinivorax                      -          LKAP-TSAKG2_C04_028_2018_2 -               46     813      21     814       4     826    1488    +    2.7e-146  486.6  21.8  -
Sporomusaceae_Anaerosinus                        -          LKAP-TSAKG2_C04_028_2018_2 -               15     834      10     823       3     828    1511    +    2.8e-146  486.5  21.3  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-TSAKG2_C04_028_2018_2 -              178     902      60     813      39     825    1577    +    3.1e-146  486.6  21.3  -
Rhodobacteraceae_Cribrihabitans                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     768      21     803       5     815    1427    +    3.8e-146  486.3  23.3  -
Hymenobacteraceae_Adhaeribacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     817      21     804       4     823    1483    +    3.9e-146  486.3  21.2  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_C04_028_2018_2 -               45     817      21     806       5     822    1497    +    4.2e-146  485.8  21.6  -
Clostridiales_Proteocatella                      -          LKAP-TSAKG2_C04_028_2018_2 -               15     797      10     806       3     822    1450    +    4.2e-146  486.3  22.5  -
Alcaligenaceae_Alcaligenes                       -          LKAP-TSAKG2_C04_028_2018_2 -               24     807      21     809       5     823    1469    +    4.3e-146  486.0  21.3  -
Acetobacteraceae_Acidiphilium                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     768      21     813       5     827    1418    +    4.7e-146  486.2  23.0  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-TSAKG2_C04_028_2018_2 -               36     848      10     820       3     827    1509    +    5.4e-146  485.8  21.8  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_C04_028_2018_2 -               49     775      21     807       5     821    1437    +    5.7e-146  486.1  23.6  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     810      21     813       5     826    1460    +    5.8e-146  485.5  20.8  -
Peptostreptococcaceae_Maledivibacter             -          LKAP-TSAKG2_C04_028_2018_2 -               56     831      21     813       3     825    1480    +    5.8e-146  485.6  22.6  -
Acidothermaceae_Acidothermus                     -          LKAP-TSAKG2_C04_028_2018_2 -               32     813      10     820       3     826    1509    +    6.8e-146  485.7  22.7  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_C04_028_2018_2 -               14     777       9     804       3     816    1431    +    7.1e-146  485.5  23.0  -
Balneolaceae_Gracilimonas                        -          LKAP-TSAKG2_C04_028_2018_2 -               28     807      20     805       3     818    1447    +    7.7e-146  485.2  22.0  -
Ruminococcaceae_Pseudobacteroides                -          LKAP-TSAKG2_C04_028_2018_2 -               34     816      10     822       3     827    1506    +      9e-146  484.9  22.6  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     793      21     798       4     813    1430    +    1.1e-145  484.8  21.6  -
Clostridiaceae_Saccharofermentans                -          LKAP-TSAKG2_C04_028_2018_2 -               30     822      10     820       3     827    1510    +    1.1e-145  484.7  22.7  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-TSAKG2_C04_028_2018_2 -               15     800      10     809       3     822    1462    +    1.2e-145  484.7  23.0  -
Oxalobacteraceae_Collimonas                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     802      21     805       5     823    1453    +    1.4e-145  484.5  21.3  -
Rhodobacteraceae_Confluentimicrobium             -          LKAP-TSAKG2_C04_028_2018_2 -               48     768      21     803       5     816    1455    +    1.5e-145  484.4  23.1  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-TSAKG2_C04_028_2018_2 -               23     806      18     812       3     821    1515    +    1.5e-145  484.3  22.0  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_C04_028_2018_2 -               42     804      21     792       5     812    1522    +    1.5e-145  484.0  21.2  -
Ruminococcaceae_Herbivorax                       -          LKAP-TSAKG2_C04_028_2018_2 -                2     776      26     823      25     828    1421    +    1.6e-145  484.1  21.5  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_C04_028_2018_2 -               49     819      21     804       8     817    1492    +    1.9e-145  483.7  21.4  -
Alcaligenaceae_Derxia                            -          LKAP-TSAKG2_C04_028_2018_2 -               45     817      20     803       3     816    1481    +      2e-145  484.0  21.5  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_C04_028_2018_2 -                2     782      22     819      21     827    1390    +    2.1e-145  483.9  21.0  -
Hafniaceae_Edwardsiella                          -          LKAP-TSAKG2_C04_028_2018_2 -               28     796      20     791       3     811    1466    +    3.1e-145  483.1  20.8  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     819      21     804       4     818    1512    +    3.3e-145  482.9  21.8  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     803      21     797       5     813    1487    +    3.5e-145  483.4  21.5  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-TSAKG2_C04_028_2018_2 -               48     771      20     805       3     814    1427    +    4.1e-145  482.9  23.2  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_C04_028_2018_2 -               28     785      20     810       4     823    1441    +    4.4e-145  483.0  21.8  -
Geobacteraceae_Geopsychrobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               35     827      10     820       3     826    1493    +    4.4e-145  482.7  22.1  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     803      21     807       4     818    1446    +    4.8e-145  482.7  21.7  -
Neisseriaceae_Conchiformibius                    -          LKAP-TSAKG2_C04_028_2018_2 -               39     826      21     813       5     825    1479    +      5e-145  482.7  21.0  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_C04_028_2018_2 -                6     813      11     812       6     826    1424    +    5.6e-145  482.6  21.2  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_C04_028_2018_2 -               16     801      20     813       8     828    1459    +    6.3e-145  482.4  20.3  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_C04_028_2018_2 -               49     809      21     794       5     816    1526    +    6.8e-145  481.9  21.6  -
Morganellaceae_Morganella                        -          LKAP-TSAKG2_C04_028_2018_2 -                1     741      44     791      44     812    1356    +    6.9e-145  482.3  19.4  -
Acidobacteriaceae_Acidipila                      -          LKAP-TSAKG2_C04_028_2018_2 -               34     789       9     809       4     820    1461    +    6.9e-145  482.1  23.4  -
Clostridiales_Dethiosulfatibacter                -          LKAP-TSAKG2_C04_028_2018_2 -               39     808      10     808       3     821    1479    +    8.5e-145  482.0  22.6  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-TSAKG2_C04_028_2018_2 -               15     813      10     823       3     828    1451    +    1.1e-144  481.4  22.4  -
Nostocales_Halotia                               -          LKAP-TSAKG2_C04_028_2018_2 -               29     751      21     803       6     815    1458    +    1.1e-144  481.5  23.5  -
Persicobacteraceae_Persicobacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     800      21     805       5     819    1447    +    1.1e-144  481.7  21.3  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-TSAKG2_C04_028_2018_2 -              152     871      61     812      46     827    1725    +    1.3e-144  481.1  21.4  -
Methylocystaceae_Terasakiella                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     791      21     815       5     823    1463    +    1.4e-144  481.0  22.0  -
Fibrobacteraceae_Fibrobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               28     794      21     815       4     821    1412    +    1.7e-144  481.2  22.5  -
Clostridiales_Acidaminobacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               28     802      21     809       3     823    1468    +      2e-144  480.8  23.4  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_C04_028_2018_2 -               49     769      21     803       5     817    1474    +    2.2e-144  480.6  23.2  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     817      21     822       8     826    1483    +    2.5e-144  480.2  20.7  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_C04_028_2018_2 -               29     799      21     804       4     816    1470    +    2.6e-144  479.8  21.8  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_C04_028_2018_2 -               38     794      21     797       4     817    1476    +    2.7e-144  480.4  21.6  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-TSAKG2_C04_028_2018_2 -               34     765      63     809      43     822    1275    +    3.6e-144  480.2  22.5  -
Selenomonadaceae_Centipeda                       -          LKAP-TSAKG2_C04_028_2018_2 -               10     837      10     824       3     828    1494    +    3.8e-144  479.6  21.1  -
Methylophilaceae_Methylotenera                   -          LKAP-TSAKG2_C04_028_2018_2 -               49     824      21     807       8     813    1526    +    4.1e-144  479.4  21.3  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_C04_028_2018_2 -               17     813      10     822       3     827    1416    +    4.5e-144  479.5  22.2  -
Ruminococcaceae_Mageeibacillus                   -          LKAP-TSAKG2_C04_028_2018_2 -               15     812      10     823       3     828    1480    +    4.7e-144  479.3  22.4  -
Fusobacteriaceae_Cetobacterium                   -          LKAP-TSAKG2_C04_028_2018_2 -               50     804      21     809      14     823    1505    +    7.3e-144  478.5  22.4  -
Anaplasmataceae_Neorickettsia                    -          LKAP-TSAKG2_C04_028_2018_2 -               56     790      20     803       3     823    1498    +    7.7e-144  478.7  22.4  -
Alteromonadaceae_Aliagarivorans                  -          LKAP-TSAKG2_C04_028_2018_2 -               22     822      21     813       5     822    1462    +    7.9e-144  478.7  21.1  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_C04_028_2018_2 -               48     822      21     803       3     816    1488    +    8.1e-144  478.5  21.2  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               37     811      20     807       3     823    1438    +    9.5e-144  477.9  21.7  -
Comamonadaceae_Caldimonas                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     805      21     808       3     825    1468    +    9.7e-144  478.4  21.8  -
Clostridiaceae_Oxobacter                         -          LKAP-TSAKG2_C04_028_2018_2 -               42     817      10     822       3     827    1496    +    1.1e-143  478.2  22.7  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               33     752      21     802       5     813    1389    +    1.3e-143  478.0  23.4  -
Clostridiales_Anaerovorax                        -          LKAP-TSAKG2_C04_028_2018_2 -               35     821      10     808       3     823    1500    +    1.9e-143  477.4  22.9  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_C04_028_2018_2 -               37     812      21     807       4     824    1481    +    2.5e-143  476.7  21.2  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_C04_028_2018_2 -               24     808      11     809       3     821    1479    +    2.7e-143  476.9  23.4  -
Microbacteriaceae_Diaminobutyricibacter          -          LKAP-TSAKG2_C04_028_2018_2 -               24     806      10     816       3     826    1466    +    2.9e-143  476.8  22.5  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_C04_028_2018_2 -               25     810      12     811       3     823    1444    +    3.1e-143  476.7  23.1  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-TSAKG2_C04_028_2018_2 -               37     817      20     813       3     826    1465    +    3.1e-143  476.8  21.9  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_C04_028_2018_2 -               35     847      10     813       3     826    1549    +    3.2e-143  476.7  21.9  -
Clostridiaceae_Asaccharospora                    -          LKAP-TSAKG2_C04_028_2018_2 -               42     805      10     817       3     826    1495    +    3.2e-143  476.5  22.7  -
Brachyspiraceae_Brachyspira                      -          LKAP-TSAKG2_C04_028_2018_2 -               21     772      21     804      10     812    1441    +    3.3e-143  476.6  22.0  -
Rhodobacteraceae_Amylibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     754      21     808       5     825    1423    +    3.4e-143  476.7  22.3  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_C04_028_2018_2 -               18     790      20     805       6     821    1430    +    3.7e-143  476.2  21.5  -
Lachnospiraceae_Abyssivirga                      -          LKAP-TSAKG2_C04_028_2018_2 -               35     820      10     809       3     823    1520    +    3.7e-143  476.4  23.0  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_C04_028_2018_2 -               48     788      21     813       4     826    1450    +    4.1e-143  476.1  21.8  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     836      21     819       5     827    1496    +    4.1e-143  476.2  21.9  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-TSAKG2_C04_028_2018_2 -               46     822      21     811       3     823    1453    +    4.2e-143  476.3  22.6  -
Halanaerobiaceae_Halothermothrix                 -          LKAP-TSAKG2_C04_028_2018_2 -               41     847      22     811       3     826    1534    +    4.3e-143  476.1  21.1  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     826      21     812       4     823    1510    +    4.7e-143  475.7  21.8  -
Kineosporiaceae_Thalassiella                     -          LKAP-TSAKG2_C04_028_2018_2 -               22     803      10     815       3     824    1466    +    5.8e-143  475.9  22.6  -
Thorselliaceae_Thorsellia                        -          LKAP-TSAKG2_C04_028_2018_2 -               10     771      21     791      14     811    1421    +    5.8e-143  475.6  20.2  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     774      21     804       7     815    1411    +    5.9e-143  475.8  22.3  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_C04_028_2018_2 -               29     790      21     797       5     817    1446    +    6.1e-143  475.7  21.1  -
Kofleriaceae_Kofleria                            -          LKAP-TSAKG2_C04_028_2018_2 -               44     850      20     818       3     827    1498    +    6.1e-143  475.8  21.0  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_C04_028_2018_2 -              162     932      58     823      38     828    1588    +    6.5e-143  475.8  20.4  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               54     819      21     791       5     811    1480    +    6.9e-143  475.4  21.2  -
Microbacteriaceae_Huakuichenia                   -          LKAP-TSAKG2_C04_028_2018_2 -               35     815      10     814       3     824    1482    +      7e-143  475.6  22.6  -
Acidobacteriaceae_Edaphobacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               23     772      10     804       3     821    1449    +    7.2e-143  475.3  22.7  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               47     821      21     806       5     822    1501    +    7.6e-143  475.0  21.6  -
Enterobacteriaceae_Cedecea                       -          LKAP-TSAKG2_C04_028_2018_2 -                1     716      67     791      67     812    1403    +    9.3e-143  475.1  20.7  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_C04_028_2018_2 -               49     810      21     810       4     821    1483    +    9.3e-143  475.0  23.1  -
Microbacteriaceae_Rhodoluna                      -          LKAP-TSAKG2_C04_028_2018_2 -               16     773      20     805       8     823    1423    +    1.2e-142  474.8  22.0  -
Microbacteriaceae_Rudaibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               23     811      10     822       3     827    1466    +    1.2e-142  474.8  22.2  -
Pseudonocardiaceae_Thermotunica                  -          LKAP-TSAKG2_C04_028_2018_2 -               22     772      25     808       5     825    1446    +    1.3e-142  474.7  22.3  -
Comamonadaceae_Roseateles                        -          LKAP-TSAKG2_C04_028_2018_2 -                2     787      22     819      21     827    1396    +    1.4e-142  474.5  20.9  -
Cytophagaceae_Cytophaga                          -          LKAP-TSAKG2_C04_028_2018_2 -                7     728      64     797      59     809    1382    +    1.7e-142  474.2  21.3  -
Yersiniaceae_Rahnella                            -          LKAP-TSAKG2_C04_028_2018_2 -                1     715      68     791      68     812    1345    +    1.7e-142  474.2  20.6  -
Hymenobacteraceae_Rufibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     806      21     802       5     822    1469    +    1.8e-142  474.2  21.7  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-TSAKG2_C04_028_2018_2 -               33     803      20     810       3     824    1458    +    1.8e-142  474.5  22.3  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-TSAKG2_C04_028_2018_2 -                1     731      64     814      64     825    1427    +    2.1e-142  474.0  21.9  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               16     800      11     806       3     820    1461    +    2.6e-142  473.4  22.3  -
Pasteurellaceae_Ursidibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               74     843      21     791       5     811    1409    +    2.9e-142  473.5  20.4  -
Microbacteriaceae_Naasia                         -          LKAP-TSAKG2_C04_028_2018_2 -               24     802      10     814       3     825    1463    +    3.8e-142  473.1  22.6  -
Microbacteriaceae_Allohumibacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               24     807      10     816       3     826    1450    +    4.8e-142  472.7  22.5  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               37     809      21     806       5     821    1470    +    5.2e-142  472.6  21.9  -
Deltaproteobacteria_Dissulfurirhabdus            -          LKAP-TSAKG2_C04_028_2018_2 -               45     855      21     822       3     828    1521    +    5.7e-142  472.6  21.2  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               36     805      21     801       5     820    1460    +    5.8e-142  472.3  21.1  -
Eubacteriaceae_Holdemanella                      -          LKAP-TSAKG2_C04_028_2018_2 -               56     847      21     812       4     824    1487    +    7.1e-142  472.2  21.2  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     798      21     803      13     819    1486    +    8.4e-142  471.8  21.9  -
Mycoplasmataceae_Ureaplasma                      -          LKAP-TSAKG2_C04_028_2018_2 -               48     819      21     803       7     813    1476    +    9.1e-142  471.8  20.4  -
