# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Flavobacteriaceae_Euzebyella                     -          F0113_LKAP-FHGF1_B04_030 -               47     841       9     815       3     817    1489    +    1.4e-131  437.9  23.0  -
Cryptosporangiaceae_Fodinicola                   -          F0113_LKAP-FHGF1_B04_030 -               18     775       9     804       3     816    1441    +    1.4e-131  438.2  22.6  -
Chlorobiaceae_Chlorobaculum                      -          F0113_LKAP-FHGF1_B04_030 -               51     778      68     802      47     817    1419    +    1.5e-131  437.8  21.0  -
Syntrophorhabdaceae_Syntrophorhabdus             -          F0113_LKAP-FHGF1_B04_030 -               27     819       9     797       3     814    1482    +    1.6e-131  437.9  22.2  -
Streptomycetaceae_Allostreptomyces               -          F0113_LKAP-FHGF1_B04_030 -               48     800       9     796       3     814    1510    +    1.6e-131  438.0  22.2  -
Eggerthellaceae_Eggerthella                      -          F0113_LKAP-FHGF1_B04_030 -               47     797       9     796       4     815    1505    +    1.8e-131  437.4  21.1  -
Halobacteroidaceae_Fuchsiella                    -          F0113_LKAP-FHGF1_B04_030 -               43     839       8     799       4     816    1500    +      2e-131  437.4  21.5  -
Emcibacteraceae_Emcibacter                       -          F0113_LKAP-FHGF1_B04_030 -               47     777       9     795       3     815    1460    +      2e-131  437.8  21.2  -
Syntrophaceae_Desulfobacca                       -          F0113_LKAP-FHGF1_B04_030 -               43     846       9     809       3     816    1562    +    2.1e-131  437.5  21.5  -
Flavobacteriaceae_Aureisphaera                   -          F0113_LKAP-FHGF1_B04_030 -               27     797       9     794       3     814    1444    +    2.5e-131  437.2  21.0  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          F0113_LKAP-FHGF1_B04_030 -               30     808      57     812      36     816    1453    +    2.7e-131  437.2  22.3  -
Phormidiaceae_Cephalothrix                       -          F0113_LKAP-FHGF1_B04_030 -               47     776       9     802       4     816    1481    +    3.2e-131  436.9  21.5  -
Flavobacteriaceae_Elizabethkingia                -          F0113_LKAP-FHGF1_B04_030 -               33     797       9     793       4     810    1450    +    3.3e-131  436.7  21.9  -
Flavobacteriaceae_Bizionia                       -          F0113_LKAP-FHGF1_B04_030 -               27     803       9     795       2     812    1449    +    3.3e-131  436.7  21.4  -
Thermaceae_Oceanithermus                         -          F0113_LKAP-FHGF1_B04_030 -               42     835       9     814       5     817    1503    +    3.6e-131  436.6  21.9  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          F0113_LKAP-FHGF1_B04_030 -               27     783       9     798       3     813    1475    +    3.8e-131  436.9  22.5  -
Acetobacteraceae_Acidicaldus                     -          F0113_LKAP-FHGF1_B04_030 -               16     720      62     800      45     816    1340    +    4.1e-131  436.9  22.2  -
Rhodobacteraceae_Planktotalea                    -          F0113_LKAP-FHGF1_B04_030 -               22     712      62     791      42     810    1336    +    4.3e-131  436.6  19.7  -
Rhodobacteraceae_Marinovum                       -          F0113_LKAP-FHGF1_B04_030 -               26     741       9     791       3     809    1348    +    4.3e-131  436.6  19.5  -
Rhodobacteraceae_Ascidiaceihabitans              -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     791       2     810    1387    +    4.5e-131  436.5  20.2  -
Flavobacteriaceae_Cellulophaga                   -          F0113_LKAP-FHGF1_B04_030 -               26     794       9     795       3     814    1459    +    4.6e-131  436.2  21.7  -
Flavobacteriaceae_Arenibacter                    -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       3     808    1446    +    4.7e-131  436.2  21.1  -
Eubacteriaceae_Alkalibacter                      -          F0113_LKAP-FHGF1_B04_030 -               29     793       9     800       3     816    1465    +    5.3e-131  436.2  21.7  -
Rhizobiales_Qingshengfania                       -          F0113_LKAP-FHGF1_B04_030 -               48     762      10     792       3     812    1442    +    5.6e-131  436.2  20.7  -
Thermoactinomycetaceae_Novibacillus              -          F0113_LKAP-FHGF1_B04_030 -               27     837       9     810       3     816    1481    +    5.7e-131  436.3  22.5  -
Clostridiales_Acidaminobacter                    -          F0113_LKAP-FHGF1_B04_030 -               26     802       9     803       3     817    1468    +    5.8e-131  436.2  23.1  -
Clostridiaceae_Proteiniclasticum                 -          F0113_LKAP-FHGF1_B04_030 -               47     819       9     809       3     816    1516    +    6.3e-131  436.0  21.9  -
Rhodobacteraceae_Marimonas                       -          F0113_LKAP-FHGF1_B04_030 -               36     753       9     791       3     810    1437    +    6.3e-131  436.2  20.3  -
Erysipelotrichaceae_Turicibacter                 -          F0113_LKAP-FHGF1_B04_030 -               56     806      43     801      21     815    1508    +    6.5e-131  436.1  21.8  -
Flavobacteriaceae_Lutibacter                     -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     793       3     813    1444    +    6.7e-131  435.7  21.5  -
Chitinophagaceae_Terrimonas                      -          F0113_LKAP-FHGF1_B04_030 -               15     785       9     792       4     800    1441    +    7.3e-131  435.9  21.5  -
Roseiarcaceae_Roseiarcus                         -          F0113_LKAP-FHGF1_B04_030 -               71     772      63     803      41     816    1399    +    7.5e-131  435.7  20.9  -
Chitinophagaceae_Niastella                       -          F0113_LKAP-FHGF1_B04_030 -               36     807       9     792       4     798    1469    +    7.9e-131  435.9  21.6  -
Bacillales_Chungangia                            -          F0113_LKAP-FHGF1_B04_030 -               35     829       9     807       3     815    1440    +    8.5e-131  435.5  22.6  -
Gaiellaceae_Gaiella                              -          F0113_LKAP-FHGF1_B04_030 -               47     839       9     803       2     817    1544    +    8.6e-131  435.4  22.0  -
Bacillaceae_Saliterribacillus                    -          F0113_LKAP-FHGF1_B04_030 -               47     863       9     807       3     815    1472    +    9.5e-131  435.3  22.6  -
Jiangellaceae_Haloactinopolyspora                -          F0113_LKAP-FHGF1_B04_030 -                6     768       6     804       2     816    1432    +      1e-130  435.3  21.6  -
Rhodobacteraceae_Citreimonas                     -          F0113_LKAP-FHGF1_B04_030 -               27     742       9     791       2     811    1401    +    1.1e-130  435.3  20.5  -
Rhodobacteraceae_Profundibacterium               -          F0113_LKAP-FHGF1_B04_030 -               34     750       9     791       3     811    1436    +    1.2e-130  435.2  20.6  -
Lentisphaeraceae_Lentisphaera                    -          F0113_LKAP-FHGF1_B04_030 -               38     785       9     795       5     812    1465    +    1.3e-130  435.0  21.2  -
Flavobacteriaceae_Lacinutrix                     -          F0113_LKAP-FHGF1_B04_030 -               30     800       9     793       2     810    1464    +    1.4e-130  434.6  21.4  -
Temperatibacteraceae_Temperatibacter             -          F0113_LKAP-FHGF1_B04_030 -               32     731      62     800      40     817    1362    +    1.5e-130  434.7  20.8  -
Rhodobacteraceae_Nereida                         -          F0113_LKAP-FHGF1_B04_030 -               48     763      10     791       3     808    1455    +    1.5e-130  434.8  19.9  -
Rhodobacteraceae_Litorisediminivivens            -          F0113_LKAP-FHGF1_B04_030 -               28     743      10     791       3     809    1390    +    1.7e-130  434.6  20.2  -
Lachnospiraceae_Lachnobacterium                  -          F0113_LKAP-FHGF1_B04_030 -               44     813       9     796       3     814    1453    +    1.9e-130  434.4  22.5  -
Flavobacteriaceae_Capnocytophaga                 -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     800       3     815    1439    +    1.9e-130  434.3  21.6  -
Lachnospiraceae_Anaerobium                       -          F0113_LKAP-FHGF1_B04_030 -                5     779       6     802       3     815    1402    +    2.1e-130  434.3  21.7  -
Rhodobacteraceae_Aquimixticola                   -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     791       2     809    1388    +    2.2e-130  434.2  20.4  -
Flavobacteriaceae_Leeuwenhoekiella               -          F0113_LKAP-FHGF1_B04_030 -               27     799       9     793       3     812    1481    +    2.3e-130  433.9  20.9  -
Clostridiales_Proteocatella                      -          F0113_LKAP-FHGF1_B04_030 -               27     801       9     807       3     816    1450    +    2.3e-130  434.2  22.4  -
Pseudonocardiaceae_Goodfellowiella               -          F0113_LKAP-FHGF1_B04_030 -               51     800       9     795       3     815    1497    +    2.4e-130  434.1  23.4  -
Rhodobacteraceae_Sediminimonas                   -          F0113_LKAP-FHGF1_B04_030 -               19     737       6     791       1     810    1368    +    2.8e-130  433.8  20.6  -
Eubacteriaceae_Pseudoramibacter                  -          F0113_LKAP-FHGF1_B04_030 -               60     831       9     800       3     814    1480    +      3e-130  433.7  22.5  -
Bacillaceae_Saccharococcus                       -          F0113_LKAP-FHGF1_B04_030 -               47     832       9     800       3     815    1538    +    3.3e-130  433.6  21.3  -
Nautiliaceae_Nitratifractor                      -          F0113_LKAP-FHGF1_B04_030 -               27     780       9     793       3     814    1439    +    3.3e-130  433.5  21.6  -
Flammeovirgaceae_Reichenbachiella                -          F0113_LKAP-FHGF1_B04_030 -               34     802       9     793       4     807    1429    +    3.8e-130  433.6  21.4  -
Lachnospiraceae_Anaerotaenia                     -          F0113_LKAP-FHGF1_B04_030 -               35     809       9     804       3     815    1479    +    3.9e-130  433.4  22.0  -
Bacillaceae_Natronobacillus                      -          F0113_LKAP-FHGF1_B04_030 -               54     865       9     807       3     815    1473    +    4.2e-130  433.4  22.5  -
Pseudonocardiaceae_Thermotunica                  -          F0113_LKAP-FHGF1_B04_030 -               10     766       2     796       1     816    1446    +    4.5e-130  433.2  23.2  -
Flavobacteriaceae_Seonamhaeicola                 -          F0113_LKAP-FHGF1_B04_030 -               28     795       9     793       3     813    1441    +    4.7e-130  432.7  22.3  -
Streptococcaceae_Faecalicoccus                   -          F0113_LKAP-FHGF1_B04_030 -               47     827       9     793       5     807    1380    +    4.8e-130  433.2  21.9  -
Rhodobacteraceae_Planktomarina                   -          F0113_LKAP-FHGF1_B04_030 -               26     742       9     791       3     807    1441    +    4.9e-130  433.1  20.0  -
Crocinitomicaceae_Brumimicrobium                 -          F0113_LKAP-FHGF1_B04_030 -               36     804       9     792       2     798    1484    +    4.9e-130  432.8  21.2  -
Caldilineaceae_Litorilinea                       -          F0113_LKAP-FHGF1_B04_030 -               34     811       9     806       3     815    1543    +    6.3e-130  432.7  23.1  -
Nautiliaceae_Lebetimonas                         -          F0113_LKAP-FHGF1_B04_030 -               27     775       9     800       3     815    1431    +    6.7e-130  432.9  22.3  -
Bacillaceae_Allobacillus                         -          F0113_LKAP-FHGF1_B04_030 -                4     815       9     804       6     816    1431    +    6.8e-130  432.5  22.5  -
Flavobacteriaceae_Zeaxanthinibacter              -          F0113_LKAP-FHGF1_B04_030 -               27     801       9     793       3     813    1451    +    6.8e-130  432.3  22.1  -
Acetobacteraceae_Humitalea                       -          F0113_LKAP-FHGF1_B04_030 -               74     771      65     800      45     815    1479    +    7.2e-130  432.7  21.7  -
Rhodobacteraceae_Aestuariihabitans               -          F0113_LKAP-FHGF1_B04_030 -               27     745       9     791       2     810    1389    +    7.2e-130  432.6  20.4  -
Bacillaceae_Alkalilactibacillus                  -          F0113_LKAP-FHGF1_B04_030 -               47     864       9     807       3     815    1567    +    7.3e-130  432.5  22.5  -
Hyphomicrobiaceae_Methylorhabdus                 -          F0113_LKAP-FHGF1_B04_030 -               75     772      65     802      44     816    1337    +    7.8e-130  432.5  21.0  -
Rhodobacteraceae_Brevirhabdus                    -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     791       3     810    1384    +    9.2e-130  432.2  20.4  -
Rhodobacteraceae_Xuhuaishuia                     -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     791       3     810    1384    +    9.2e-130  432.2  20.4  -
Fervidobacteraceae_Fervidobacterium              -          F0113_LKAP-FHGF1_B04_030 -               28     772       9     796       3     814    1480    +      1e-129  432.0  22.4  -
Rhodobacteraceae_Thiobacimonas                   -          F0113_LKAP-FHGF1_B04_030 -               47     762       9     791       2     809    1425    +    1.2e-129  431.8  20.9  -
Acetobacteraceae_Dankookia                       -          F0113_LKAP-FHGF1_B04_030 -               57     762      65     806      45     816    1411    +    1.2e-129  432.1  20.9  -
Flavobacteriaceae_Muricauda                      -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     793       2     815    1461    +    1.2e-129  431.6  21.6  -
Rhodobacteraceae_Litorimicrobium                 -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     791       3     808    1386    +    1.2e-129  431.7  20.0  -
Bacillaceae_Melghiribacillus                     -          F0113_LKAP-FHGF1_B04_030 -               36     843       9     804       3     814    1552    +    1.2e-129  431.8  22.2  -
Desulfarculaceae_Desulfocarbo                    -          F0113_LKAP-FHGF1_B04_030 -               29     795      62     809      41     816    1417    +    1.3e-129  431.7  21.7  -
Bacteriovoracaceae_Peredibacter                  -          F0113_LKAP-FHGF1_B04_030 -               27     807       9     807       3     815    1457    +    1.3e-129  431.8  22.0  -
Planococcaceae_Filibacter                        -          F0113_LKAP-FHGF1_B04_030 -               37     832       9     807       3     815    1517    +    1.4e-129  431.5  22.2  -
Thermoanaerobacterales_Thermosediminibacter      -          F0113_LKAP-FHGF1_B04_030 -                1     757      11     796      11     814    1404    +    1.4e-129  431.6  22.7  -
Bacillaceae_Caldibacillus                        -          F0113_LKAP-FHGF1_B04_030 -               27     825       9     802       3     815    1512    +    1.4e-129  431.6  22.1  -
Syntrophomonadaceae_Syntrophothermus             -          F0113_LKAP-FHGF1_B04_030 -              162     925      61     809      40     816    1588    +    1.5e-129  431.5  22.1  -
Micromonosporaceae_Polymorphospora               -          F0113_LKAP-FHGF1_B04_030 -               27     786       9     806       3     815    1471    +    1.6e-129  431.5  22.5  -
Rhodobacteraceae_Oceanibulbus                    -          F0113_LKAP-FHGF1_B04_030 -               32     748       9     791       2     810    1379    +    1.6e-129  431.4  20.2  -
Peptococcaceae_Desulfonispora                    -          F0113_LKAP-FHGF1_B04_030 -               21     830       9     804       3     816    1507    +    1.6e-129  431.0  21.9  -
Flavobacteriaceae_Dokdonia                       -          F0113_LKAP-FHGF1_B04_030 -               27     805       9     800       3     815    1446    +    1.6e-129  430.9  21.6  -
Staphylococcaceae_Corticicoccus                  -          F0113_LKAP-FHGF1_B04_030 -               10     826       2     807       1     815    1465    +    1.9e-129  431.0  22.3  -
Staphylococcaceae_Auricoccus                     -          F0113_LKAP-FHGF1_B04_030 -               52     852       9     807       3     815    1507    +    2.1e-129  430.9  21.7  -
Rhodobacteraceae_Pelagibaca                      -          F0113_LKAP-FHGF1_B04_030 -               71     764      59     791      38     809    1460    +    2.2e-129  430.8  20.8  -
Micromonosporaceae_Krasilnikovia                 -          F0113_LKAP-FHGF1_B04_030 -               46     807       9     806       3     815    1511    +    2.4e-129  430.8  23.3  -
Micromonosporaceae_Pseudosporangium              -          F0113_LKAP-FHGF1_B04_030 -               47     800       9     797       3     814    1513    +    2.9e-129  430.5  22.8  -
Flavobacteriaceae_Sediminicola                   -          F0113_LKAP-FHGF1_B04_030 -               27     792       9     793       2     813    1449    +    2.9e-129  430.2  21.3  -
Clostridiaceae_Anoxynatronum                     -          F0113_LKAP-FHGF1_B04_030 -               12     789       9     803       3     815    1409    +      3e-129  430.5  23.0  -
Bacillaceae_Pseudogracilibacillus                -          F0113_LKAP-FHGF1_B04_030 -               34     844       9     807       3     815    1521    +    3.1e-129  430.4  22.4  -
Sphingobacteriaceae_Mucilaginibacter             -          F0113_LKAP-FHGF1_B04_030 -               27     794       9     793       2     806    1444    +    3.3e-129  430.2  20.9  -
Flavobacteriaceae_Kordia                         -          F0113_LKAP-FHGF1_B04_030 -               32     810       9     800       3     816    1458    +    3.3e-129  429.9  21.3  -
Peptostreptococcaceae_Wukongibacter              -          F0113_LKAP-FHGF1_B04_030 -               27     796       9     799       3     816    1455    +    3.5e-129  430.2  22.5  -
Flavobacteriaceae_Robiginitalea                  -          F0113_LKAP-FHGF1_B04_030 -               50     824       9     793       3     813    1525    +    3.8e-129  430.0  21.7  -
Peptostreptococcaceae_Maledivibacter             -          F0113_LKAP-FHGF1_B04_030 -               54     823       9     799       3     816    1480    +    3.8e-129  430.0  23.2  -
Staphylococcaceae_Abyssicoccus                   -          F0113_LKAP-FHGF1_B04_030 -               75     875       9     807       3     815    1576    +    4.1e-129  429.9  21.7  -
Aquificaceae_Hydrogenivirga                      -          F0113_LKAP-FHGF1_B04_030 -               27     821       9     791       2     811    1503    +    4.2e-129  430.0  21.5  -
Crocinitomicaceae_Fluviicola                     -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       4     810    1446    +    4.3e-129  429.6  21.5  -
Bifidobacteriaceae_Pseudoscardovia               -          F0113_LKAP-FHGF1_B04_030 -               23     753      44     791      17     811    1395    +    4.4e-129  429.9  22.2  -
Micromonosporaceae_Jishengella                   -          F0113_LKAP-FHGF1_B04_030 -               47     806       9     806       3     815    1508    +    4.4e-129  429.9  22.6  -
Lachnospiraceae_Kineothrix                       -          F0113_LKAP-FHGF1_B04_030 -               36     815       9     809       3     816    1412    +    4.5e-129  429.9  22.6  -
Egicoccaceae_Egicoccus                           -          F0113_LKAP-FHGF1_B04_030 -               47     801       9     796       4     815    1512    +    4.6e-129  429.8  22.1  -
Bacillaceae_Sinibacillus                         -          F0113_LKAP-FHGF1_B04_030 -               27     837       9     805       3     814    1489    +    4.6e-129  429.9  22.2  -
Verrucomicrobiaceae_Brevifollis                  -          F0113_LKAP-FHGF1_B04_030 -               27     819       9     810       3     816    1469    +    4.7e-129  429.8  22.3  -
Sporolactobacillaceae_Tuberibacillus             -          F0113_LKAP-FHGF1_B04_030 -               27     831       9     803       3     814    1486    +    5.1e-129  429.6  22.4  -
Lachnospiraceae_Abyssivirga                      -          F0113_LKAP-FHGF1_B04_030 -               47     819       9     802       3     817    1520    +    5.8e-129  429.4  22.1  -
Nitriliruptoraceae_Nitriliruptor                 -          F0113_LKAP-FHGF1_B04_030 -               36     790       9     796       4     815    1425    +    6.2e-129  429.3  21.9  -
Sporolactobacillaceae_Terrilactibacillus         -          F0113_LKAP-FHGF1_B04_030 -               17     787      41     803      24     816    1456    +    6.2e-129  429.4  22.0  -
Intrasporangiaceae_Ornithinibacter               -          F0113_LKAP-FHGF1_B04_030 -               18     780       6     797       2     815    1441    +    6.3e-129  429.4  21.3  -
Rhodospirillaceae_Phaeovibrio                    -          F0113_LKAP-FHGF1_B04_030 -               47     758      62     806      41     815    1450    +    6.4e-129  429.4  21.1  -
Bacillaceae_Salirhabdus                          -          F0113_LKAP-FHGF1_B04_030 -               41     850       9     807       3     815    1546    +    6.5e-129  429.4  22.5  -
Flavobacteriaceae_Aquimarina                     -          F0113_LKAP-FHGF1_B04_030 -               27     802       9     799       3     815    1453    +    6.9e-129  428.8  21.3  -
Sphingobacteriaceae_Olivibacter                  -          F0113_LKAP-FHGF1_B04_030 -               36     804       9     794       4     806    1469    +    7.6e-129  428.9  21.5  -
Helicobacteraceae_Wolinella                      -          F0113_LKAP-FHGF1_B04_030 -               53     799       9     807       3     815    1481    +    7.9e-129  429.1  20.8  -
Microbacteriaceae_Homoserinibacter               -          F0113_LKAP-FHGF1_B04_030 -               35     789       9     792       3     812    1468    +    8.2e-129  428.9  22.0  -
Rhodobacteraceae_Rhodobaculum                    -          F0113_LKAP-FHGF1_B04_030 -               50     767       9     791       2     811    1436    +    8.4e-129  429.1  20.6  -
Rhodobacteraceae_Salipiger                       -          F0113_LKAP-FHGF1_B04_030 -               40     729      62     791      39     811    1364    +    8.7e-129  428.9  20.6  -
Micromonosporaceae_Xiangella                     -          F0113_LKAP-FHGF1_B04_030 -               48     808       9     806       3     815    1512    +      9e-129  428.9  22.5  -
Lachnospiraceae_Agathobacter                     -          F0113_LKAP-FHGF1_B04_030 -                4     772      15     799      12     817    1434    +    9.7e-129  428.6  22.6  -
Acetobacteraceae_Rubritepida                     -          F0113_LKAP-FHGF1_B04_030 -               40     753      57     809      36     816    1429    +    1.1e-128  428.6  22.2  -
Aerococcaceae_Dolosicoccus                       -          F0113_LKAP-FHGF1_B04_030 -               27     828       9     803       3     815    1510    +    1.1e-128  428.4  21.9  -
Clostridiales_Parvimonas                         -          F0113_LKAP-FHGF1_B04_030 -               27     795       9     799       3     814    1481    +    1.2e-128  428.3  21.4  -
Bradyrhizobiaceae_Oligotropha                    -          F0113_LKAP-FHGF1_B04_030 -               74     778      65     802      40     816    1477    +    1.6e-128  427.9  20.8  -
Rhodobacteraceae_Marivivens                      -          F0113_LKAP-FHGF1_B04_030 -               27     760       9     808       3     817    1385    +    1.7e-128  428.0  20.8  -
Chitinophagaceae_Ferruginibacter                 -          F0113_LKAP-FHGF1_B04_030 -               35     806       9     792       2     802    1467    +    1.8e-128  427.8  21.9  -
Chitinophagaceae_Flaviaesturariibacter           -          F0113_LKAP-FHGF1_B04_030 -               47     820       9     793       2     806    1493    +    1.8e-128  427.8  21.9  -
Bacteroidales_Saccharicrinis                     -          F0113_LKAP-FHGF1_B04_030 -               47     816       9     793       4     809    1483    +      2e-128  427.2  21.7  -
Hyphomonadaceae_Robiginitomaculum                -          F0113_LKAP-FHGF1_B04_030 -               33     761       9     793       2     813    1415    +    2.3e-128  427.5  21.1  -
Clostridiales_Proteiniborus                      -          F0113_LKAP-FHGF1_B04_030 -               47     817       9     801       3     815    1523    +    2.5e-128  427.2  22.1  -
Rhodobacteraceae_Hwanghaeicola                   -          F0113_LKAP-FHGF1_B04_030 -                6     730       5     791       2     811    1350    +    2.6e-128  427.5  20.6  -
Saprospiraceae_Aureispira                        -          F0113_LKAP-FHGF1_B04_030 -               49     816       9     791       4     803    1459    +    3.1e-128  427.3  21.9  -
Propionibacteriaceae_Aestuariimicrobium          -          F0113_LKAP-FHGF1_B04_030 -               27     778       9     797       3     814    1472    +    3.3e-128  427.0  22.7  -
Flavobacteriaceae_Riemerella                     -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     793       4     812    1440    +    3.4e-128  426.8  21.7  -
Clostridiaceae_Anaeromicrobium                   -          F0113_LKAP-FHGF1_B04_030 -               14     790       4     802       2     817    1414    +    4.2e-128  426.7  22.0  -
Rickettsiaceae_Orientia                          -          F0113_LKAP-FHGF1_B04_030 -               27     764       9     794       3     814    1459    +    5.2e-128  426.6  20.7  -
Bradyrhizobiaceae_Tardiphaga                     -          F0113_LKAP-FHGF1_B04_030 -               58     760      65     806      40     816    1439    +    5.3e-128  426.3  20.7  -
Intrasporangiaceae_Oryzobacter                   -          F0113_LKAP-FHGF1_B04_030 -               31     790       9     797       3     815    1467    +    5.4e-128  426.3  22.1  -
Clostridiales_Catabacter                         -          F0113_LKAP-FHGF1_B04_030 -               27     807       9     802       3     816    1453    +    5.9e-128  426.1  22.2  -
Lachnospiraceae_Falcatimonas                     -          F0113_LKAP-FHGF1_B04_030 -               45     815       9     797       3     815    1484    +    6.3e-128  426.0  22.2  -
Alphaproteobacteria_Geminicoccus                 -          F0113_LKAP-FHGF1_B04_030 -               29     732      64     808      43     816    1352    +    6.8e-128  426.2  22.0  -
Bacillaceae_Paucisalibacillus                    -          F0113_LKAP-FHGF1_B04_030 -               42     851       9     807       3     815    1441    +    6.9e-128  425.9  22.5  -
Microbacteriaceae_Allohumibacter                 -          F0113_LKAP-FHGF1_B04_030 -               36     789       9     792       3     812    1450    +    8.2e-128  425.6  22.0  -
Micromonosporaceae_Mangrovihabitans              -          F0113_LKAP-FHGF1_B04_030 -               47     812       9     806       3     816    1484    +      9e-128  425.6  22.8  -
Clostridiales_Flintibacter                       -          F0113_LKAP-FHGF1_B04_030 -                7     758      26     803      21     815     808    +    9.1e-128  425.8  21.7  -
Microbacteriaceae_Klugiella                      -          F0113_LKAP-FHGF1_B04_030 -               50     814       9     805       3     815    1501    +    9.3e-128  425.4  22.8  -
Egibacteraceae_Egibacter                         -          F0113_LKAP-FHGF1_B04_030 -               47     803       9     796       2     815    1516    +    9.7e-128  425.6  22.2  -
Thermomicrobiaceae_Thermomicrobium               -          F0113_LKAP-FHGF1_B04_030 -               27     773      61     811      43     816    1275    +      1e-127  425.7  22.8  -
Flavobacteriaceae_Mariniflexile                  -          F0113_LKAP-FHGF1_B04_030 -               27     791       9     793       3     807    1437    +    1.2e-127  424.9  21.1  -
Ruminococcaceae_Herbivorax                       -          F0113_LKAP-FHGF1_B04_030 -               42     769      63     809      43     816    1421    +    1.4e-127  424.7  21.8  -
Pseudonocardiaceae_Labedaea                      -          F0113_LKAP-FHGF1_B04_030 -               34     783       9     795       3     815    1424    +    1.4e-127  424.9  22.6  -
Paenibacillaceae_Oxalophagus                     -          F0113_LKAP-FHGF1_B04_030 -               29     802       9     795       3     815    1497    +    1.5e-127  424.9  21.7  -
Planococcaceae_Savagea                           -          F0113_LKAP-FHGF1_B04_030 -               48     844       9     807       3     815    1547    +    1.5e-127  424.7  21.5  -
Akkermansiaceae_Akkermansia                      -          F0113_LKAP-FHGF1_B04_030 -               27     787       9     806       5     816    1441    +    1.5e-127  424.9  20.9  -
Bacteriovoracaceae_Bacteriovorax                 -          F0113_LKAP-FHGF1_B04_030 -               12     810       9     809       3     816    1371    +    1.6e-127  424.8  22.1  -
Heliobacteriaceae_Heliobacillus                  -          F0113_LKAP-FHGF1_B04_030 -               46     815       9     810       3     816    1482    +    1.6e-127  424.7  22.4  -
Flavobacteriaceae_Psychroflexus                  -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     795       3     813    1448    +    1.6e-127  424.2  21.8  -
Clostridiaceae_Anaerosporobacter                 -          F0113_LKAP-FHGF1_B04_030 -               27     788       9     800       3     814    1442    +    1.7e-127  424.7  21.4  -
Bacillaceae_Hydrogenibacillus                    -          F0113_LKAP-FHGF1_B04_030 -               39     825       9     801       2     816    1515    +    1.8e-127  424.7  23.3  -
Flavobacteriaceae_Psychroserpens                 -          F0113_LKAP-FHGF1_B04_030 -               31     800       9     793       3     812    1466    +    1.8e-127  424.2  21.4  -
Cryomorphaceae_Phaeocystidibacter                -          F0113_LKAP-FHGF1_B04_030 -               47     814       9     793       3     806    1480    +    2.2e-127  424.2  21.0  -
Gracilibacteraceae_Gracilibacter                 -          F0113_LKAP-FHGF1_B04_030 -              202     926      65     808      44     816    1549    +    2.2e-127  424.1  22.2  -
Micromonosporaceae_Spirilliplanes                -          F0113_LKAP-FHGF1_B04_030 -               27     774       9     794       3     813    1470    +    2.2e-127  424.3  22.5  -
Porphyromonadaceae_Barnesiella                   -          F0113_LKAP-FHGF1_B04_030 -               31     807       9     792       4     804    1488    +    2.3e-127  424.4  21.6  -
Polyangiaceae_Jahnella                           -          F0113_LKAP-FHGF1_B04_030 -               80     848      61     811      39     817    1550    +    2.3e-127  424.2  22.3  -
Microbacteriaceae_Huakuichenia                   -          F0113_LKAP-FHGF1_B04_030 -               47     800       9     793       3     813    1482    +    2.3e-127  424.2  21.2  -
Rhodobacteraceae_Antarctobacter                  -          F0113_LKAP-FHGF1_B04_030 -               17     722       9     791       3     810    1400    +    2.4e-127  424.3  20.9  -
Microbacteriaceae_Galbitalea                     -          F0113_LKAP-FHGF1_B04_030 -               36     791       9     793       3     813    1467    +    2.4e-127  424.1  21.6  -
Flavobacteriaceae_Hyunsoonleella                 -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       4     813    1446    +    2.4e-127  423.8  21.2  -
Prevotellaceae_Alloprevotella                    -          F0113_LKAP-FHGF1_B04_030 -               27     813       9     802       3     814    1455    +    2.7e-127  423.8  21.7  -
Intrasporangiaceae_Fodinibacter                  -          F0113_LKAP-FHGF1_B04_030 -                4     763       9     796       7     815    1444    +    3.2e-127  423.6  22.5  -
Microbacteriaceae_Diaminobutyricimonas           -          F0113_LKAP-FHGF1_B04_030 -               35     788       9     793       3     813    1464    +    3.5e-127  423.6  21.3  -
Bacillaceae_Vulcanibacillus                      -          F0113_LKAP-FHGF1_B04_030 -               37     838       9     808       3     815    1526    +    3.9e-127  423.3  21.5  -
