# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          B1h_reverse          -              381    1442    1146      29    1166       9    1483    -      9e-304 1009.2  22.3  -
Blastocatellaceae_Aridibacter                    -          B1h_reverse          -              475    1430    1015      38    1035      25    1484    -      2e-154  514.1  21.2  -
Planctomycetaceae_Blastopirellula                -          B1h_reverse          -              454    1428    1041      42    1061      22    1520    -    2.1e-154  514.2  21.4  -
Rikenellaceae_Alistipes                          -          B1h_reverse          -              473    1395    1029      75    1050      55    1456    -    2.7e-154  513.9  21.1  -
Flammeovirgaceae_Reichenbachiella                -          B1h_reverse          -              409    1391    1115      74    1160      54    1429    -    3.1e-154  514.0  21.7  -
Christensenellaceae_Christensenella              -          B1h_reverse          -              407    1413    1084      59    1104      36    1497    -    3.6e-154  513.4  23.4  -
Cytophagaceae_Spirosoma                          -          B1h_reverse          -              417    1376    1064      75    1085      54    1438    -    3.6e-154  513.4  23.4  -
Carnobacteriaceae_Atopobacter                    -          B1h_reverse          -              388    1456    1161      38    1183      18    1511    -    3.7e-154  513.2  23.1  -
Desulfovibrionaceae_Bilophila                    -          B1h_reverse          -              467    1435    1057      57    1166      30    1500    -    3.9e-154  513.3  22.4  -
Thermoactinomycetaceae_Polycladomyces            -          B1h_reverse          -              398    1431    1143      57    1182      36    1485    -    4.6e-154  513.2  23.7  -
Acidobacteria_Thermoanaerobaculum                -          B1h_reverse          -              444    1444    1073      39    1112      18    1464    -    4.6e-154  513.3  23.6  -
Bacillaceae_Microaerobacter                      -          B1h_reverse          -              301    1350    1160      57    1182      36    1440    -    5.8e-154  512.8  23.4  -
Syntrophorhabdaceae_Syntrophorhabdus             -          B1h_reverse          -              411    1427    1118      58    1154      36    1482    -      6e-154  512.7  21.9  -
Spirochaetaceae_Borreliella                      -          B1h_reverse          -              488    1400    1015      76    1035      55    1484    -      6e-154  512.6  19.3  -
Clostridiales_Acidaminobacter                    -          B1h_reverse          -              443    1383    1049      74    1072      53    1468    -      6e-154  512.8  21.9  -
Staphylococcaceae_Auricoccus                     -          B1h_reverse          -              397    1429    1163      75    1185      53    1507    -    6.5e-154  512.6  22.2  -
Cytophagaceae_Dyadobacter                        -          B1h_reverse          -              404    1370    1082      75    1103      55    1416    -    7.2e-154  512.4  23.0  -
Geobacteraceae_Geopsychrobacter                  -          B1h_reverse          -              458    1441    1048      36    1072      15    1493    -    7.3e-154  512.3  22.2  -
Cyclobacteriaceae_Echinicola                     -          B1h_reverse          -              339    1346    1143      76    1163      54    1388    -    8.2e-154  512.4  21.6  -
Chitinophagaceae_Chitinophaga                    -          B1h_reverse          -              455    1394    1048      77    1072      56    1476    -    8.3e-154  512.6  20.1  -
Syntrophobacteraceae_Desulfovirga                -          B1h_reverse          -              406    1440    1133      50    1158      29    1524    -    8.4e-154  512.4  22.3  -
Peptococcaceae_Desulfitibacter                   -          B1h_reverse          -              528    1530    1087      52    1164      31    1559    -    8.6e-154  512.2  23.0  -
Desulfuromonadaceae_Malonomonas                  -          B1h_reverse          -              460    1439    1049      40    1127      19    1525    -    8.8e-154  512.1  22.7  -
Desulfobulbaceae_Desulfurivibrio                 -          B1h_reverse          -              359    1403    1161      74    1182      68    1409    -    1.2e-153  511.7  22.8  -
Sphingobacteriaceae_Solitalea                    -          B1h_reverse          -              451    1380    1041      76    1061      56    1475    -    1.5e-153  511.6  21.4  -
Porphyromonadaceae_Porphyromonas                 -          B1h_reverse          -              466    1424    1045      53    1144      33    1465    -    1.8e-153  511.1  21.0  -
Flavobacteriaceae_Cellulophaga                   -          B1h_reverse          -              441    1378    1050      76    1116      56    1459    -    1.8e-153  511.0  21.0  -
Thermoanaerobacteraceae_Calderihabitans          -          B1h_reverse          -              470    1468    1057      38    1167      17    1503    -    1.9e-153  511.2  23.8  -
Chitinophagaceae_Flavihumibacter                 -          B1h_reverse          -              408    1376    1051      51    1113      31    1417    -    2.3e-153  510.8  21.7  -
Lachnospiraceae_Parasporobacterium               -          B1h_reverse          -              467    1384    1017      76    1049      54    1487    -    2.4e-153  510.7  21.2  -
Bacillaceae_Sinibacillus                         -          B1h_reverse          -              381    1438    1165      56    1186      36    1489    -      3e-153  510.5  23.0  -
Enterococcaceae_Bavariicoccus                    -          B1h_reverse          -              378    1434    1162      51    1183      29    1470    -    3.5e-153  510.0  22.9  -
Enterococcaceae_Catellicoccus                    -          B1h_reverse          -              375    1418    1142      47    1163      26    1480    -    4.2e-153  509.7  22.7  -
Anaplasmataceae_Neorickettsia                    -          B1h_reverse          -              437    1376    1048      76    1070      68    1498    -    4.3e-153  509.9  21.1  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          B1h_reverse          -              423    1380    1048      70    1068      47    1447    -    4.5e-153  510.0  21.7  -
Staphylococcaceae_Abyssicoccus                   -          B1h_reverse          -              420    1452    1163      75    1185      53    1576    -    5.4e-153  509.5  22.3  -
Clostridiaceae_Thermohalobacter                  -          B1h_reverse          -              457    1436    1048      40    1070      20    1521    -    6.7e-153  509.1  22.4  -
Carnobacteriaceae_Pisciglobus                    -          B1h_reverse          -              349    1406    1162      50    1185      29    1501    -    7.1e-153  509.0  23.3  -
Flammeovirgaceae_Flammeovirga                    -          B1h_reverse          -              382    1398    1141      70    1163      50    1456    -    8.7e-153  508.8  21.2  -
Sphingobacteriaceae_Parapedobacter               -          B1h_reverse          -              480    1391    1015      77    1048      57    1474    -    1.1e-152  508.3  20.4  -
Erythrobacteraceae_Erythromicrobium              -          B1h_reverse          -              411    1353    1015      49    1037      27    1413    -    1.2e-152  508.4  21.5  -
Verrucomicrobiaceae_Roseibacillus                -          B1h_reverse          -              470    1415    1033      57    1053      43    1473    -    1.2e-152  508.6  20.9  -
Bacillaceae_Texcoconibacillus                    -          B1h_reverse          -              382    1362    1096      77    1156      64    1374    -    1.2e-152  508.2  21.0  -
Comamonadaceae_Extensimonas                      -          B1h_reverse          -              449    1421    1048      37    1073      15    1454    -    1.7e-152  507.8  21.8  -
Ruminococcaceae_Herbivorax                       -          B1h_reverse          -              336    1387    1160      31    1182      11    1421    -    1.8e-152  507.6  23.6  -
Bifidobacteriaceae_Scardovia                     -          B1h_reverse          -              489    1446    1016      39    1079      18    1534    -    1.8e-152  507.8  23.4  -
Flavobacteriaceae_Muricauda                      -          B1h_reverse          -              450    1385    1049      77    1079      57    1461    -    1.9e-152  507.8  21.5  -
Holophagaceae_Holophaga                          -          B1h_reverse          -              475    1430    1040      54    1073      29    1501    -    2.5e-152  507.6  21.9  -
Clostridiales_Catabacter                         -          B1h_reverse          -              451    1404    1046      59    1069      36    1453    -    2.7e-152  507.2  21.9  -
Polyangiaceae_Minicystis                         -          B1h_reverse          -              504    1462    1016      39    1071      19    1550    -    2.8e-152  507.3  22.1  -
Calditrichaeota_Calorithrix                      -          B1h_reverse          -              426    1448    1116      53    1152      48    1453    -    2.8e-152  507.3  22.7  -
Egibacteraceae_Egibacter                         -          B1h_reverse          -              450    1432    1049      36    1071      16    1516    -    3.2e-152  507.2  22.6  -
Peptococcaceae_Syntrophobotulus                  -          B1h_reverse          -              402    1447    1162      66    1185      41    1554    -    3.3e-152  506.9  22.6  -
Natranaerobiaceae_Natranaerobaculum              -          B1h_reverse          -              464    1411    1048      70    1072      43    1499    -    3.4e-152  506.8  20.7  -
Desulfobacteraceae_Desulfatirhabdium             -          B1h_reverse          -              407    1455    1150      57    1179      36    1535    -    3.4e-152  506.9  23.8  -
Sphingobacteriaceae_Pseudopedobacter             -          B1h_reverse          -              498    1410    1015      76    1049      56    1518    -    3.6e-152  506.9  20.3  -
Polyangiaceae_Byssovorax                         -          B1h_reverse          -              439    1456    1095      39    1164      19    1529    -    3.9e-152  506.8  23.7  -
Bacillaceae_Allobacillus                         -          B1h_reverse          -              362    1424    1163      50    1185      37    1431    -    4.3e-152  506.5  22.7  -
Longimicrobiaceae_Longimicrobium                 -          B1h_reverse          -              316    1385    1162      44    1183      24    1413    -    4.4e-152  506.7  24.7  -
Kofleriaceae_Kofleria                            -          B1h_reverse          -              480    1451    1049      49    1098      28    1498    -    4.6e-152  506.6  22.6  -
Thermotogaceae_Pseudothermotoga                  -          B1h_reverse          -              469    1420    1050      76    1115      54    1541    -    5.3e-152  506.4  21.6  -
Thermoactinomycetaceae_Salinithrix               -          B1h_reverse          -              474    1453    1059      49    1155       6    1509    -    5.7e-152  506.4  23.5  -
Eubacteriaceae_Irregularibacter                  -          B1h_reverse          -              421    1404    1074      57    1101      37    1431    -    6.5e-152  505.9  22.7  -
Thermoactinomycetaceae_Shimazuella               -          B1h_reverse          -              427    1384    1031      45    1067      24    1459    -    6.7e-152  505.9  22.3  -
Erysipelotrichaceae_Turicibacter                 -          B1h_reverse          -              410    1418    1097      45    1163      23    1508    -    7.4e-152  505.9  23.0  -
Carnobacteriaceae_Alloiococcus                   -          B1h_reverse          -              383    1418    1165      75    1187      46    1525    -    9.5e-152  505.4  22.5  -
Phaselicystidaceae_Phaselicystis                 -          B1h_reverse          -              478    1456    1049      42    1163      21    1539    -    9.7e-152  505.5  23.1  -
Chitinophagaceae_Niabella                        -          B1h_reverse          -              391    1387    1094      49    1116      35    1406    -    1.1e-151  505.5  21.1  -
Chitinophagaceae_Flaviaesturariibacter           -          B1h_reverse          -              469    1439    1050      49    1074      29    1493    -    1.1e-151  505.3  21.2  -
Acidobacteria_Luteitalea                         -          B1h_reverse          -              478    1462    1054      38    1111      18    1506    -    1.1e-151  505.5  23.0  -
Rubritaleaceae_Rubritalea                        -          B1h_reverse          -              460    1409    1040      59    1061      39    1459    -    1.2e-151  505.0  20.8  -
Sphingomonadaceae_Sandaracinobacter              -          B1h_reverse          -              406    1343    1016      57    1060      36    1417    -    1.3e-151  504.9  21.7  -
Polyangiaceae_Sorangium                          -          B1h_reverse          -              431    1465    1118      39    1166      19    1520    -    1.4e-151  505.0  23.9  -
Bifidobacteriaceae_Pseudoscardovia               -          B1h_reverse          -              382    1384    1071      41    1083      32    1395    -    1.4e-151  504.9  23.8  -
Desulfobacteraceae_Desulfoconvexum               -          B1h_reverse          -              455    1367    1048     103    1073     103    1367    -      2e-151  504.3  21.2  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          B1h_reverse          -              428    1388    1049      59    1072      38    1475    -    2.2e-151  504.4  21.8  -
Cyclobacteriaceae_Lunatimonas                    -          B1h_reverse          -              434    1404    1096      75    1116      54    1511    -    2.7e-151  503.9  21.9  -
Chitinophagaceae_Flavisolibacter                 -          B1h_reverse          -              458    1423    1048      51    1071      30    1465    -    3.2e-151  503.7  21.1  -
Rhodospirillaceae_Limimonas                      -          B1h_reverse          -              390    1376    1047      33    1068      13    1407    -    3.2e-151  503.8  23.4  -
Rhodospirillaceae_Marispirillum                  -          B1h_reverse          -              427    1392    1029      40    1068      19    1450    -    3.5e-151  503.7  23.1  -
Aerococcaceae_Dolosicoccus                       -          B1h_reverse          -              376    1440    1164      44    1186      23    1510    -    4.9e-151  502.9  23.4  -
Chitinophagaceae_Flavitalea                      -          B1h_reverse          -              440    1399    1040      50    1067      32    1447    -    5.7e-151  503.0  21.4  -
Clostridiaceae_Fervidicella                      -          B1h_reverse          -              375    1316    1035      60    1067      39    1423    -    5.8e-151  502.9  22.1  -
Streptomycetaceae_Allostreptomyces               -          B1h_reverse          -              447    1429    1049      36    1080      16    1510    -    6.8e-151  502.7  23.5  -
Rhodospirillaceae_Magnetospira                   -          B1h_reverse          -              416    1352    1031      71    1075      48    1417    -    7.2e-151  502.5  21.6  -
Eubacteriaceae_Alkalibacter                      -          B1h_reverse          -              438    1396    1047      51    1068      29    1465    -    7.6e-151  502.4  21.8  -
Clostridiaceae_Eisenbergiella                    -          B1h_reverse          -              375    1312    1040      74    1068      53    1390    -    7.7e-151  502.4  21.3  -
Peptococcaceae_Dehalobacter                      -          B1h_reverse          -              401    1449    1163      62    1185      24    1525    -    8.2e-151  502.4  23.1  -
Syntrophaceae_Smithella                          -          B1h_reverse          -              475    1368    1053     129    1136     126    1371    -      9e-151  502.2  22.7  -
Anaerolineaceae_Anaerolinea                      -          B1h_reverse          -              453    1408    1033      37    1053      20    1457    -    9.4e-151  502.4  23.0  -
Desulfobacteraceae_Desulfocella                  -          B1h_reverse          -              398    1463    1151      36    1177      16    1547    -    1.2e-150  501.8  23.5  -
Sphingobacteriaceae_Arcticibacter                -          B1h_reverse          -              457    1380    1030      76    1050      54    1441    -    1.2e-150  501.8  20.5  -
Flavobacteriaceae_Kordia                         -          B1h_reverse          -              450    1412    1052      53    1117      34    1458    -    1.3e-150  501.4  21.4  -
Nautiliaceae_Cetia                               -          B1h_reverse          -              444    1419    1048      45    1069      22    1482    -    1.6e-150  501.5  22.6  -
Cytophagales_Ohtaekwangia                        -          B1h_reverse          -              376    1382    1143      76    1163      60    1444    -    1.7e-150  501.5  22.8  -
Thermoanaerobacteraceae_Thermacetogenium         -          B1h_reverse          -              439    1418    1050      45    1074      24    1462    -    2.2e-150  501.0  22.6  -
Nannocystaceae_Enhygromyxa                       -          B1h_reverse          -              445    1443    1062      30    1102      12    1480    -    2.7e-150  500.6  24.0  -
Rhodospirillaceae_Aestuariispira                 -          B1h_reverse          -              374    1388    1083      33    1116      13    1417    -      3e-150  500.4  23.6  -
Syntrophomonadaceae_Pelospora                    -          B1h_reverse          -              403    1453    1158      57    1181      37    1500    -    3.4e-150  500.3  23.0  -
Phyllobacteriaceae_Thalassocola                  -          B1h_reverse          -              369    1378    1081      37    1122      16    1443    -    3.5e-150  500.4  23.4  -
Bacillaceae_Pseudogracilibacillus                -          B1h_reverse          -              442    1443    1096      56    1151      35    1521    -    3.8e-150  500.2  21.9  -
Flavobacteriaceae_Arenibacter                    -          B1h_reverse          -              433    1384    1061      76    1116      56    1446    -    4.1e-150  499.9  22.4  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          B1h_reverse          -              333    1386    1157      50    1186      29    1466    -    4.7e-150  499.7  23.2  -
Enterococcaceae_Pilibacter                       -          B1h_reverse          -              426    1412    1081      61    1162      45    1432    -    5.3e-150  499.6  21.9  -
Thermoactinomycetaceae_Marinithermofilum         -          B1h_reverse          -              454    1451    1096      57    1159      36    1523    -    6.1e-150  499.6  22.8  -
Thermoactinomycetaceae_Lihuaxuella               -          B1h_reverse          -              451    1410    1052      54    1073      30    1516    -    6.1e-150  499.5  22.2  -
Chloroflexaceae_Chloroflexus                     -          B1h_reverse          -              438    1356    1027      72    1048      51    1473    -    6.6e-150  499.7  21.8  -
Erythrobacteraceae_Qipengyuania                  -          B1h_reverse          -              437    1390    1016      44    1061      21    1452    -    7.4e-150  499.1  22.3  -
Lachnospiraceae_Abyssivirga                      -          B1h_reverse          -              476    1403    1029      72    1069      50    1520    -    8.7e-150  498.9  21.5  -
Sneathiellaceae_Oceanibacterium                  -          B1h_reverse          -              439    1394    1028      50    1068      47    1397    -    9.8e-150  498.8  21.6  -
Labilitrichaceae_Labilithrix                     -          B1h_reverse          -              454    1426    1060      59    1163      39    1483    -      1e-149  498.6  22.2  -
Clostridiaceae_Caldisalinibacter                 -          B1h_reverse          -              465    1423    1048      59    1070      31    1526    -    1.2e-149  498.4  22.0  -
Temperatibacteraceae_Temperatibacter             -          B1h_reverse          -              388    1344    1031      49    1054      32    1362    -    1.4e-149  498.2  22.1  -
Flavobacteriaceae_Euzebyella                     -          B1h_reverse          -              470    1407    1048      77    1075      57    1489    -    1.5e-149  498.0  21.6  -
Planctomycetaceae_Rhodopirellula                 -          B1h_reverse          -              448    1384    1037      76    1060      56    1457    -    1.5e-149  498.0  20.3  -
Chitinophagaceae_Parasegetibacter                -          B1h_reverse          -              457    1421    1047      51    1070      31    1470    -    1.6e-149  498.3  21.0  -
Chitinophagaceae_Lacibacter                      -          B1h_reverse          -              432    1397    1048      52    1068      38    1412    -    1.7e-149  498.2  20.9  -
Lentisphaeraceae_Lentisphaera                    -          B1h_reverse          -              440    1384    1041      66    1066      41    1465    -    1.8e-149  498.1  20.1  -
Sutterellaceae_Turicimonas                       -          B1h_reverse          -              478    1446    1049      41    1133      17    1528    -      2e-149  497.8  22.1  -
Sneathiellaceae_Taonella                         -          B1h_reverse          -              396    1365    1046      48    1069      26    1408    -      2e-149  497.9  22.6  -
Rhodothalassiaceae_Rhodothalassium               -          B1h_reverse          -              412    1317    1018      89    1050      88    1318    -    2.3e-149  497.7  20.5  -
Phyllobacteriaceae_Pseudohoeflea                 -          B1h_reverse          -              389    1384    1080      49    1116      21    1449    -    2.3e-149  497.6  23.7  -
Thermoactinomycetaceae_Hazenella                 -          B1h_reverse          -              442    1378    1016      53    1048      32    1426    -    2.4e-149  497.5  21.3  -
Cyclobacteriaceae_Cecembia                       -          B1h_reverse          -              395    1403    1143      75    1163      54    1513    -    2.5e-149  497.4  20.2  -
Sphingomonadaceae_Parablastomonas                -          B1h_reverse          -              403    1340    1015      56    1038      31    1397    -    2.9e-149  497.2  20.9  -
Polyangiaceae_Jahnella                           -          B1h_reverse          -              447    1458    1093      43    1164      22    1550    -    3.1e-149  497.1  23.8  -
Aquificaceae_Thermocrinis                        -          B1h_reverse          -              455    1403    1052      76    1072      56    1482    -    3.3e-149  497.0  22.8  -
Flavobacteriaceae_Aquimarina                     -          B1h_reverse          -              443    1382    1052      76    1074      56    1453    -    3.5e-149  496.7  20.6  -
Iodidimonadaceae_Iodidimonas                     -          B1h_reverse          -              440    1386    1017      50    1068      24    1437    -    3.6e-149  496.9  22.3  -
Deferribacteraceae_Flexistipes                   -          B1h_reverse          -              398    1465    1158      40    1182      19    1498    -    4.2e-149  496.5  24.1  -
Kosmotogaceae_Kosmotoga                          -          B1h_reverse          -              403    1393    1096      71    1118      46    1458    -    4.2e-149  496.9  22.7  -
Bacillaceae_Hydrogenibacillus                    -          B1h_reverse          -              385    1412    1163      74    1185      53    1515    -    4.4e-149  496.8  23.9  -
Verrucomicrobiaceae_Prosthecobacter              -          B1h_reverse          -              454    1400    1047      74    1068      51    1469    -    4.4e-149  496.7  21.0  -
Rhodospirillaceae_Constrictibacter               -          B1h_reverse          -              413    1373    1032      49    1053      26    1456    -    4.7e-149  496.7  22.8  -
Saprospiraceae_Aureispira                        -          B1h_reverse          -              424    1409    1115      75    1138      54    1459    -    4.8e-149  496.9  21.6  -
Syntrophomonadaceae_Thermohydrogenium            -          B1h_reverse          -              468    1413    1017      47    1068      26    1508    -    4.9e-149  496.4  22.1  -
Thermoactinomycetaceae_Geothermomicrobium        -          B1h_reverse          -              459    1415    1028      41    1068      20    1506    -    5.2e-149  496.5  22.4  -
Emcibacteraceae_Emcibacter                       -          B1h_reverse          -              441    1391    1029      54    1067      29    1460    -    7.3e-149  496.1  22.0  -
Chitinophagaceae_Niastella                       -          B1h_reverse          -              458    1424    1048      51    1068      31    1469    -    7.3e-149  496.2  21.2  -
Halanaerobiaceae_Halothermothrix                 -          B1h_reverse          -              431    1444    1119      60    1181      40    1534    -    8.2e-149  495.5  23.0  -
Clostridiaceae_Anaerosporobacter                 -          B1h_reverse          -              455    1373    1017      74    1049      51    1442    -    8.3e-149  495.8  21.1  -
Clostridiaceae_Caloranaerobacter                 -          B1h_reverse          -              346    1366    1161      63    1185      41    1443    -    8.5e-149  495.8  22.0  -
Flavobacteriaceae_Psychroflexus                  -          B1h_reverse          -              415    1386    1096      76    1116      54    1448    -    9.3e-149  495.2  21.7  -
Lachnospiraceae_Marvinbryantia                   -          B1h_reverse          -              439    1375    1041      74    1139      53    1456    -      1e-148  495.5  21.5  -
Rhodobacteraceae_Roseicyclus                     -          B1h_reverse          -              431    1367    1015      37    1037      17    1435    -      1e-148  495.4  22.2  -
Lachnospiraceae_Falcatimonas                     -          B1h_reverse          -              469    1405    1040      74    1068      53    1484    -    1.1e-148  495.3  21.3  -
Natranaerobiaceae_Natronovirga                   -          B1h_reverse          -              263    1203    1047      77    1068      57    1225    -    1.1e-148  495.2  21.1  -
Thermoactinomycetaceae_Seinonella                -          B1h_reverse          -              449    1416    1056      57    1101      36    1501    -    1.2e-148  495.3  22.4  -
Ruminococcaceae_Ethanoligenens                   -          B1h_reverse          -              389    1400    1084      56    1104      35    1499    -    1.3e-148  494.9  22.8  -
Clostridiaceae_Haloimpatiens                     -          B1h_reverse          -              453    1393    1041      67    1068      42    1476    -    1.7e-148  494.6  21.7  -
Lachnospiraceae_Faecalimonas                     -          B1h_reverse          -              469    1402    1040      76    1067      54    1492    -    1.7e-148  494.6  21.3  -
Lachnospiraceae_Kineothrix                       -          B1h_reverse          -              457    1392    1040      74    1068      56    1412    -      2e-148  494.4  21.5  -
Alphaproteobacteria_Geminicoccus                 -          B1h_reverse          -              369    1326    1047      56    1068      36    1352    -    2.2e-148  494.5  22.6  -
Rhodospirillaceae_Rhodospira                     -          B1h_reverse          -              446    1419    1046      37    1068      16    1465    -    2.4e-148  494.2  22.6  -
Acetobacteraceae_Humitalea                       -          B1h_reverse          -              428    1403    1029      30    1068       9    1479    -    2.5e-148  494.4  23.2  -
Trueperaceae_Truepera                            -          B1h_reverse          -              373    1382    1077      45    1098      24    1461    -    2.6e-148  493.9  23.3  -
Aurantimonadaceae_Jiella                         -          B1h_reverse          -              389    1389    1080      40    1115      19    1445    -    2.8e-148  494.1  23.1  -
Nautiliaceae_Nitratiruptor                       -          B1h_reverse          -              443    1382    1038      73    1061      52    1409    -    3.1e-148  494.0  20.8  -
Crocinitomicaceae_Brumimicrobium                 -          B1h_reverse          -              456    1410    1048      57    1068      36    1484    -    3.2e-148  493.7  20.7  -
Ruminococcaceae_Anaerobacterium                  -          B1h_reverse          -              452    1415    1033      41    1068      19    1451    -    3.4e-148  493.5  22.6  -
Nannocystaceae_Plesiocystis                      -          B1h_reverse          -              431    1441    1082      30    1157      11    1484    -    3.4e-148  493.7  23.4  -
Lachnospiraceae_Cuneatibacter                    -          B1h_reverse          -              485    1407    1018      74    1061      52    1485    -    3.5e-148  493.7  21.5  -
Crocinitomicaceae_Lishizhenia                    -          B1h_reverse          -              479    1413    1048      77    1068      56    1513    -    3.6e-148  493.3  21.0  -
Flavobacteriaceae_Empedobacter                   -          B1h_reverse          -              488    1416    1015      58    1035      38    1484    -    4.1e-148  493.1  20.3  -
Acidobacteria_Vicinamibacter                     -          B1h_reverse          -              483    1457    1048      42    1103      21    1515    -    4.2e-148  493.5  22.7  -
Flavobacteriaceae_Aequorivita                    -          B1h_reverse          -              408    1396    1096      61    1117      41    1422    -    4.5e-148  493.2  20.6  -
Holophagaceae_Geothrix                           -          B1h_reverse          -              447    1408    1047      55    1073      31    1448    -    5.3e-148  493.1  22.0  -
Ruminococcaceae_Ercella                          -          B1h_reverse          -              299    1301    1079      60    1101      35    1376    -    6.1e-148  492.7  22.5  -
Clostridiaceae_Extibacter                        -          B1h_reverse          -              460    1397    1040      73    1066      48    1436    -    6.2e-148  492.8  21.5  -
Clostridiaceae_Lactonifactor                     -          B1h_reverse          -              470    1406    1040      74    1068      52    1438    -    6.4e-148  492.7  21.5  -
Paenibacillaceae_Gorillibacterium                -          B1h_reverse          -              465    1439    1053      55    1098      31    1529    -    6.7e-148  492.7  23.1  -
Clostridiaceae_Lutispora                         -          B1h_reverse          -              390    1401    1081      50    1102      29    1438    -    6.9e-148  492.7  23.5  -
Sphingomonadaceae_Hephaestia                     -          B1h_reverse          -              421    1382    1015      33    1037      12    1411    -    7.6e-148  492.7  21.9  -
Egicoccaceae_Egicoccus                           -          B1h_reverse          -              448    1426    1049      40    1070      19    1512    -    7.7e-148  492.5  22.0  -
Clostridiales_Marinisporobacter                  -          B1h_reverse          -              433    1395    1047      49    1068      27    1435    -    7.7e-148  492.5  22.2  -
Rhodobacteraceae_Pseudoroseicyclus               -          B1h_reverse          -              421    1352    1015      36    1036      15    1418    -    7.8e-148  492.6  22.1  -
Flavobacteriaceae_Pseudofulvibacter              -          B1h_reverse          -              446    1381    1047      75    1068      55    1442    -    9.1e-148  492.1  20.2  -
Sporomusaceae_Anaeroarcus                        -          B1h_reverse          -              367    1410    1162      68    1184      42    1506    -    9.9e-148  492.0  23.2  -
Paenibacillaceae_Marinicrinis                    -          B1h_reverse          -              408    1435    1119      49    1157      29    1476    -    1.2e-147  491.8  22.4  -
Clostridiales_Muricomes                          -          B1h_reverse          -              461    1395    1040      75    1067      54    1431    -    1.2e-147  491.8  21.2  -
Brachyspiraceae_Brachyspira                      -          B1h_reverse          -              443    1394    1015      40    1035      20    1441    -    1.3e-147  491.7  21.2  -
Bacteriovoracaceae_Peredibacter                  -          B1h_reverse          -              439    1423    1053      38    1137      18    1457    -    1.4e-147  491.8  22.3  -
Flavobacteriaceae_Nonlabens                      -          B1h_reverse          -              415    1385    1096      77    1130      56    1448    -    1.4e-147  491.4  20.8  -
Chitinophagaceae_Segetibacter                    -          B1h_reverse          -              448    1422    1057      50    1116      29    1480    -    1.4e-147  491.9  21.9  -
Fervidobacteriaceae_Thermosipho                  -          B1h_reverse          -              481    1466    1048      42    1068      21    1514    -    1.6e-147  491.4  22.5  -
Sporomusaceae_Anaeromusa                         -          B1h_reverse          -              378    1419    1162      68    1184      42    1530    -    1.8e-147  491.1  23.3  -
Rhodospirillaceae_Telmatospirillum               -          B1h_reverse          -              418    1343    1046      91    1069      90    1344    -    2.2e-147  490.9  20.7  -
Crocinitomicaceae_Fluviicola                     -          B1h_reverse          -              473    1410    1016      50    1060      36    1446    -    2.4e-147  490.6  20.2  -
Clostridiaceae_Fonticella                        -          B1h_reverse          -              441    1398    1050      60    1075      38    1503    -    2.7e-147  490.8  22.0  -
Sphingomonadaceae_Sandarakinorhabdus             -          B1h_reverse          -              366    1308    1040      72    1066      50    1346    -    2.8e-147  490.7  21.9  -
Flavobacteriaceae_Tenacibaculum                  -          B1h_reverse          -              448    1382    1049      76    1072      56    1444    -    2.9e-147  490.6  20.3  -
Thermoactinomycetaceae_Baia                      -          B1h_reverse          -              435    1395    1050      57    1070      36    1499    -    3.3e-147  490.3  21.6  -
Sphingomonadaceae_Rhizorhapis                    -          B1h_reverse          -              440    1361    1016      73    1061      41    1453    -    3.3e-147  490.4  21.2  -
Sphingomonadaceae_Pacificimonas                  -          B1h_reverse          -              441    1387    1016      49    1068      29    1450    -    3.3e-147  490.5  21.8  -
Flavobacteriaceae_Aureisphaera                   -          B1h_reverse          -              447    1382    1048      76    1068      54    1444    -    3.7e-147  490.2  20.9  -
Brucellaceae_Daeguia                             -          B1h_reverse          -              396    1342    1048      71    1097      44    1441    -    3.8e-147  490.3  22.1  -
Rhodobiaceae_Lutibaculum                         -          B1h_reverse          -              411    1384    1050      49    1104      28    1455    -    3.8e-147  490.3  23.5  -
Sporomusaceae_Acetonema                          -          B1h_reverse          -              369    1451    1162      16    1185       3    1510    -    3.9e-147  490.1  24.2  -
Carnobacteriaceae_Atopostipes                    -          B1h_reverse          -              391    1454    1161      50    1182      16    1546    -      5e-147  489.7  23.3  -
Aquificaceae_Hydrogenobacter                     -          B1h_reverse          -              473    1419    1053      76    1113      57    1524    -    5.1e-147  489.8  23.0  -
Rhodospirillaceae_Varunaivibrio                  -          B1h_reverse          -              402    1326    1017      70    1072      47    1360    -    5.2e-147  489.9  21.6  -
Micrococcaceae_Rhizobium                         -          B1h_reverse          -              385    1340    1048      59    1098      32    1424    -    5.3e-147  489.9  22.6  -
Lachnospiraceae_Anaerotaenia                     -          B1h_reverse          -              456    1395    1040      72    1068      48    1479    -    5.4e-147  489.7  21.4  -
Lachnospiraceae_Sporobacterium                   -          B1h_reverse          -              481    1434    1017      40    1068      19    1511    -    5.5e-147  489.6  22.7  -
