# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP.g-Gut1_E11_087.seq -               27    1020       6    1010       3    1011    1461    +           0 1027.4  11.3  -
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_E11_087.seq -               27    1036       6    1010       2    1011    1466    +      1e-303 1008.7  11.9  -
Micrococcaceae_Tersicoccus                       -          LKAP.g-Gut1_E11_087.seq -               45     942      57     953      24     967    1447    +    1.3e-165  551.0  12.3  -
Pseudonocardiaceae_Actinoalloteichus             -          LKAP.g-Gut1_E11_087.seq -               31     948       6     954       3     975    1475    +    1.4e-165  551.1  14.1  -
Erysipelotrichaceae_Erysipelothrix               -          LKAP.g-Gut1_E11_087.seq -               65     984      44     960      17     980    1467    +    1.4e-165  551.1  13.2  -
Micrococcaceae_Zhihengliuella                    -          LKAP.g-Gut1_E11_087.seq -               54     948      48     953      27     973    1469    +    1.6e-165  550.6  12.8  -
Nocardioidaceae_Aeromicrobium                    -          LKAP.g-Gut1_E11_087.seq -               28     948       7     956       3     977    1462    +    1.7e-165  550.9  13.1  -
Comamonadaceae_Alicycliphilus                    -          LKAP.g-Gut1_E11_087.seq -               43     992      16     974       3     995    1502    +    1.8e-165  550.4  12.5  -
Bifidobacteriaceae_Bifidobacterium               -          LKAP.g-Gut1_E11_087.seq -               47     982      11     968       3     990    1504    +    2.1e-165  550.4  12.4  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP.g-Gut1_E11_087.seq -               80     985      61     978      52     998    1525    +    2.4e-165  550.2  13.1  -
Pseudonocardiaceae_Pseudonocardia                -          LKAP.g-Gut1_E11_087.seq -               36     976       7     972       3     990    1475    +    2.5e-165  550.2  12.4  -
Frankiales_Motilibacter                          -          LKAP.g-Gut1_E11_087.seq -               35     954       7     954       3     974    1425    +    2.5e-165  550.3  13.4  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP.g-Gut1_E11_087.seq -               36     956       8     953       3     961    1449    +    3.1e-165  549.9  14.7  -
Rhodocyclaceae_Quatrionicoccus                   -          LKAP.g-Gut1_E11_087.seq -               78    1004      51     973      19    1001    1477    +    3.2e-165  550.0  12.5  -
Burkholderiales_Paucibacter                      -          LKAP.g-Gut1_E11_087.seq -               55    1001      52    1000      30    1011    1429    +    3.3e-165  549.7  12.2  -
Carnobacteriaceae_Granulicatella                 -          LKAP.g-Gut1_E11_087.seq -               88    1001      56     955      19     977    1407    +    3.9e-165  549.5  12.6  -
Micromonosporaceae_Hamadaea                      -          LKAP.g-Gut1_E11_087.seq -               54     982       6     964       3     984    1521    +      4e-165  549.4  12.5  -
Burkholderiales_Mitsuaria                        -          LKAP.g-Gut1_E11_087.seq -               78     989      52     961      31     982    1490    +    4.5e-165  549.4  12.6  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP.g-Gut1_E11_087.seq -              115    1032      48     975      27     996    1612    +    5.1e-165  548.9  12.0  -
Burkholderiales_Xylophilus                       -          LKAP.g-Gut1_E11_087.seq -               43    1021      16    1004       3    1010    1550    +    5.2e-165  548.9  12.0  -
Chlorobiaceae_Chlorobium                         -          LKAP.g-Gut1_E11_087.seq -               87    1023      63    1008      42    1011    1465    +    5.6e-165  548.9  10.9  -
Promicromonosporaceae_Promicromonospora          -          LKAP.g-Gut1_E11_087.seq -               50     965      47     974      27     995    1455    +    6.8e-165  548.7  12.1  -
Comamonadaceae_Kinneretia                        -          LKAP.g-Gut1_E11_087.seq -               24     937      52     963      32     984    1386    +    6.8e-165  548.8  12.7  -
Phormidiaceae_Ancylothrix                        -          LKAP.g-Gut1_E11_087.seq -               78     986      60    1004      40    1009    1485    +    6.8e-165  549.0  11.9  -
Dermacoccaceae_Branchiibius                      -          LKAP.g-Gut1_E11_087.seq -               88     977      57     955      36     975    1524    +      7e-165  548.4  12.4  -
Neisseriaceae_Stenoxybacter                      -          LKAP.g-Gut1_E11_087.seq -               66    1010      52     992      30    1011    1484    +    7.2e-165  548.5  11.8  -
Synergistaceae_Cloacibacillus                    -          LKAP.g-Gut1_E11_087.seq -               29     935       8     955       3     975    1447    +    9.3e-165  548.5  13.3  -
Balneolaceae_Aliifodinibius                      -          LKAP.g-Gut1_E11_087.seq -               28     941      27     946       7     967    1446    +    9.9e-165  548.2  13.4  -
Burkholderiales_Aquincola                        -          LKAP.g-Gut1_E11_087.seq -               58     971      52     963      31     983    1451    +    1.1e-164  548.0  12.7  -
Sphingomonadaceae_Parablastomonas                -          LKAP.g-Gut1_E11_087.seq -               14     914      28     970      10     992    1397    +    1.2e-164  547.9  11.4  -
Erysipelotrichaceae_Holdemania                   -          LKAP.g-Gut1_E11_087.seq -               87     992      55     958      34     973    1518    +    1.5e-164  547.4  12.7  -
Opitutaceae_Cephaloticoccus                      -          LKAP.g-Gut1_E11_087.seq -               94    1009      58     954      38     974    1552    +    1.5e-164  547.4  12.4  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP.g-Gut1_E11_087.seq -               17     942       6     960       3     981    1450    +    1.6e-164  547.5  13.4  -
Paenibacillaceae_Thermobacillus                  -          LKAP.g-Gut1_E11_087.seq -               47    1016       6     954       3     976    1599    +    1.7e-164  547.4  13.6  -
Micromonosporaceae_Luedemannella                 -          LKAP.g-Gut1_E11_087.seq -               46     964       6     954       3     973    1506    +    1.9e-164  547.2  13.1  -
Micromonosporaceae_Salinispora                   -          LKAP.g-Gut1_E11_087.seq -               47     976       6     965       3     977    1479    +      2e-164  547.2  12.7  -
Synergistaceae_Thermanaerovibrio                 -          LKAP.g-Gut1_E11_087.seq -               96     960      60     955      40     961    1510    +    2.1e-164  547.0  12.9  -
Thermomonosporaceae_Actinocorallia               -          LKAP.g-Gut1_E11_087.seq -               27     949       6     963       3     981    1487    +    2.9e-164  546.5  12.6  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          LKAP.g-Gut1_E11_087.seq -               27     952      49     967      27     992    1466    +    2.9e-164  546.5  12.0  -
Thermoactinomycetaceae_Risungbinella             -          LKAP.g-Gut1_E11_087.seq -               65     976      44     973      22     994    1464    +    3.4e-164  546.6  12.6  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP.g-Gut1_E11_087.seq -               14     938       9     965       3     982    1434    +    3.6e-164  546.3  13.2  -
Porphyromonadaceae_Porphyromonas                 -          LKAP.g-Gut1_E11_087.seq -               38    1009       6     985       3     999    1465    +    3.7e-164  546.2  12.3  -
Clostridiales_Carboxydocella                     -          LKAP.g-Gut1_E11_087.seq -               18     984       6     958       3     978    1458    +    3.8e-164  546.1  13.4  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP.g-Gut1_E11_087.seq -               47    1019       6     984       3     994    1529    +    3.8e-164  546.3  13.2  -
Chlamydiaceae_Chlamydia                          -          LKAP.g-Gut1_E11_087.seq -               51    1004       7     955       5     975    1548    +      4e-164  546.0  12.3  -
Acidobacteriaceae_Granulicella                   -          LKAP.g-Gut1_E11_087.seq -               81     957      54     962      32     985    1455    +    4.1e-164  546.0  11.7  -
Nocardiaceae_Williamsia                          -          LKAP.g-Gut1_E11_087.seq -               30     939      12     955       3     975    1472    +    4.9e-164  545.9  12.9  -
Hymenobacteraceae_Hymenobacter                   -          LKAP.g-Gut1_E11_087.seq -               64     953      58     950      37     970    1457    +      6e-164  545.6  12.5  -
Dermacoccaceae_Luteipulveratus                   -          LKAP.g-Gut1_E11_087.seq -               81     964      59     955      38     975    1491    +    6.3e-164  545.3  12.6  -
Kineosporiaceae_Pseudokineococcus                -          LKAP.g-Gut1_E11_087.seq -               89     982      58     965      27     978    1449    +    6.4e-164  545.6  12.5  -
Carnobacteriaceae_Trichococcus                   -          LKAP.g-Gut1_E11_087.seq -               80    1008      60     972      40     992    1513    +    6.6e-164  545.2  12.2  -
Rubricoccaceae_Rubrivirga                        -          LKAP.g-Gut1_E11_087.seq -               45     972      16     949       3     963    1465    +    7.5e-164  545.3  12.6  -
Leuconostocaceae_Fructobacillus                  -          LKAP.g-Gut1_E11_087.seq -               71    1017      58     993      42    1006    1485    +    9.2e-164  545.1  11.5  -
Comamonadaceae_Albidiferax                       -          LKAP.g-Gut1_E11_087.seq -               81    1002      53     970      20     995    1531    +    9.2e-164  544.9  12.3  -
Rubritaleaceae_Rubritalea                        -          LKAP.g-Gut1_E11_087.seq -               38     972      10     954       4     998    1459    +    9.8e-164  544.8  11.7  -
Pseudonocardiaceae_Saccharomonospora             -          LKAP.g-Gut1_E11_087.seq -               66     963      48     955      27     975    1498    +    1.1e-163  544.6  13.3  -
Synergistaceae_Aminobacterium                    -          LKAP.g-Gut1_E11_087.seq -               51     965      12     954       4     972    1521    +    1.2e-163  544.4  13.6  -
Deinococcaceae_Deinococcus                       -          LKAP.g-Gut1_E11_087.seq -               50     994      50    1004      29    1011    1455    +    1.7e-163  544.0  11.9  -
Hymenobacteraceae_Rufibacter                     -          LKAP.g-Gut1_E11_087.seq -               71     980      53     965      32     989    1469    +    2.5e-163  543.5  12.3  -
Comamonadaceae_Tepidicella                       -          LKAP.g-Gut1_E11_087.seq -               21     969      14     971       3     995    1480    +    2.9e-163  543.2  12.5  -
Peptococcaceae_Thermincola                       -          LKAP.g-Gut1_E11_087.seq -               76     963      57     957      36     977    1482    +    3.3e-163  543.0  12.8  -
Dermabacteraceae_Brachybacterium                 -          LKAP.g-Gut1_E11_087.seq -               76     957      59     954      37     975    1476    +    3.3e-163  542.9  12.6  -
Micromonosporaceae_Catellatospora                -          LKAP.g-Gut1_E11_087.seq -               47     964       6     953       3     969    1509    +    3.9e-163  542.8  12.8  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP.g-Gut1_E11_087.seq -              167    1128      59     999      28    1007    1610    +      5e-163  542.2  11.7  -
Micrococcaceae_Yaniella                          -          LKAP.g-Gut1_E11_087.seq -               66     975      48     960      27     990    1497    +    6.6e-163  542.0  11.4  -
Entomoplasmataceae_Entomoplasma                  -          LKAP.g-Gut1_E11_087.seq -               63     966      58     954      38     970    1498    +    7.4e-163  542.3  13.0  -
Gammaproteobacteria_Thiohalorhabdus              -          LKAP.g-Gut1_E11_087.seq -               13     972      34     982      22    1002    1332    +    7.6e-163  541.9  11.9  -
Rhodospirillaceae_Aestuariispira                 -          LKAP.g-Gut1_E11_087.seq -               29     926       8     959       2     983    1417    +      1e-162  541.3  12.1  -
Comamonadaceae_Tibeticola                        -          LKAP.g-Gut1_E11_087.seq -               88    1007      53     970      31     993    1535    +    1.3e-162  541.1  12.3  -
Halobacteroidaceae_Natroniella                   -          LKAP.g-Gut1_E11_087.seq -               22     968       7     961       3     982    1467    +    1.3e-162  541.0  12.6  -
Acidobacteriaceae_Edaphobacter                   -          LKAP.g-Gut1_E11_087.seq -               71     947      56     964      42     984    1449    +    1.5e-162  540.9  11.5  -
Veillonellaceae_Veillonella                      -          LKAP.g-Gut1_E11_087.seq -               30     992      60    1001      40    1008    1407    +    1.9e-162  540.6  11.9  -
Clostridiaceae_Paeniclostridium                  -          LKAP.g-Gut1_E11_087.seq -               38     933       8     956       3     978    1461    +      2e-162  540.5  11.8  -
Pseudonocardiaceae_Prauserella                   -          LKAP.g-Gut1_E11_087.seq -               74     979      47     962      26     985    1484    +    2.1e-162  540.4  13.0  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP.g-Gut1_E11_087.seq -               68     999      57     966      34     987    1496    +    2.3e-162  540.3  12.4  -
Propionibacteriaceae_Propionibacterium           -          LKAP.g-Gut1_E11_087.seq -               30     951       9     955       4     977    1473    +    2.8e-162  540.0  12.9  -
Promicromonosporaceae_Myceligenerans             -          LKAP.g-Gut1_E11_087.seq -               75     972      49     955      27     975    1475    +      3e-162  540.1  12.0  -
Acidaminococcaceae_Acidaminococcus               -          LKAP.g-Gut1_E11_087.seq -               27     982      60     994      40    1007    1439    +    3.1e-162  539.9  11.4  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP.g-Gut1_E11_087.seq -               71     956      60     961      40     981    1443    +    3.2e-162  540.1  12.3  -
Streptosporangiaceae_Planobispora                -          LKAP.g-Gut1_E11_087.seq -               27     948       6     961       3     992    1443    +    3.2e-162  539.8  12.5  -
Actinomycetaceae_Arcanobacterium                 -          LKAP.g-Gut1_E11_087.seq -               67     969      57     966      28     986    1476    +    3.5e-162  539.9  12.6  -
Propionibacteriaceae_Naumannella                 -          LKAP.g-Gut1_E11_087.seq -               48     978       7     962       3     982    1511    +    3.7e-162  539.6  12.9  -
Lachnospiraceae_Dorea                            -          LKAP.g-Gut1_E11_087.seq -                4     870      80     965      68     989    1316    +    4.2e-162  539.6  10.7  -
Selenomonadaceae_Megamonas                       -          LKAP.g-Gut1_E11_087.seq -               15     962      44     964      24     993    1475    +    4.9e-162  539.2  12.8  -
Rhodospirillaceae_Magnetovibrio                  -          LKAP.g-Gut1_E11_087.seq -               46     938      16     959       3     979    1361    +    7.6e-162  538.5  12.0  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP.g-Gut1_E11_087.seq -               56     999      35     959      15     979    1498    +    8.3e-162  538.9  12.6  -
Sphingomonadaceae_Parasphingopyxis               -          LKAP.g-Gut1_E11_087.seq -               69     935      59     961      39     982    1447    +    8.5e-162  538.5  11.3  -
Carnobacteriaceae_Marinilactibacillus            -          LKAP.g-Gut1_E11_087.seq -               60     986      60     972      39     992    1511    +      9e-162  538.1  12.2  -
Clostridiales_Mogibacterium                      -          LKAP.g-Gut1_E11_087.seq -               45     977       6     954       3     977    1477    +    9.8e-162  538.1  12.4  -
Sutterellaceae_Turicimonas                       -          LKAP.g-Gut1_E11_087.seq -               87    1005      49     964      22     985    1528    +      1e-161  538.2  12.5  -
Acholeplasmataceae_Acholeplasma                  -          LKAP.g-Gut1_E11_087.seq -               44     951      52     955      31     973    1437    +    1.1e-161  537.9  12.5  -
Clostridiales_Anaerococcus                       -          LKAP.g-Gut1_E11_087.seq -               12     983      16    1004       4    1008    1410    +    1.1e-161  538.1  12.2  -
Micrococcaceae_Neomicrococcus                    -          LKAP.g-Gut1_E11_087.seq -               48     929      59     953      37     974    1451    +    1.2e-161  537.9  12.6  -
Thermomonosporaceae_Thermomonospora              -          LKAP.g-Gut1_E11_087.seq -               56     998       6     962       3     985    1548    +    1.2e-161  537.8  13.2  -
Comamonadaceae_Melaminivora                      -          LKAP.g-Gut1_E11_087.seq -               18     964       3     963       1     991    1436    +    1.4e-161  537.6  12.6  -
Micromonosporaceae_Virgisporangium               -          LKAP.g-Gut1_E11_087.seq -               27     944       6     954       3     974    1469    +    1.5e-161  537.6  13.2  -
Streptosporangiaceae_Planomonospora              -          LKAP.g-Gut1_E11_087.seq -               27     960       6     972       3     992    1444    +    1.7e-161  537.2  12.1  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP.g-Gut1_E11_087.seq -               29     950       8     956       3     969    1473    +    1.8e-161  537.2  13.1  -
Beutenbergiaceae_Serinibacter                    -          LKAP.g-Gut1_E11_087.seq -               68     959      60     959      40     981    1483    +    1.8e-161  537.2  12.1  -
Puniceicoccaceae_Pelagicoccus                    -          LKAP.g-Gut1_E11_087.seq -               83    1002      59     959      39     981    1500    +      2e-161  537.3  12.0  -
Micrococcaceae_Pseudoglutamicibacter             -          LKAP.g-Gut1_E11_087.seq -               78     969      56     953      36     966    1502    +      2e-161  537.0  12.0  -
Thermomonosporaceae_Actinoallomurus              -          LKAP.g-Gut1_E11_087.seq -               28     955       7     962       3     981    1459    +    2.1e-161  537.2  12.6  -
Actinomycetaceae_Actinobaculum                   -          LKAP.g-Gut1_E11_087.seq -               15     974       6     967       3     989    1506    +    3.1e-161  536.5  12.3  -
Sphingomonadaceae_Rhizorhapis                    -          LKAP.g-Gut1_E11_087.seq -               63     944      33     960      13     982    1453    +    3.2e-161  536.5  11.5  -
Rhodobiaceae_Tepidicaulis                        -          LKAP.g-Gut1_E11_087.seq -               33     928      31     971      10     992    1396    +    3.8e-161  536.3  11.5  -
Lachnospiraceae_Lachnoanaerobaculum              -          LKAP.g-Gut1_E11_087.seq -               45     979       7     955       3     975    1490    +    4.8e-161  535.2  13.1  -
Micromonosporaceae_Planosporangium               -          LKAP.g-Gut1_E11_087.seq -               30     947       8     954       2     974    1434    +    5.2e-161  535.8  13.1  -
Atopobacteriaceae_Atopobium                      -          LKAP.g-Gut1_E11_087.seq -               35     953      14     956       3     964    1424    +    5.6e-161  535.8  13.0  -
Micromonosporaceae_Actinocatenispora             -          LKAP.g-Gut1_E11_087.seq -               27     963       6     968       3     982    1444    +    6.4e-161  535.5  13.1  -
Dermacoccaceae_Dermacoccus                       -          LKAP.g-Gut1_E11_087.seq -               64     948      59     955      39     975    1468    +    6.5e-161  535.5  12.4  -
Jonesiaceae_Jonesia                              -          LKAP.g-Gut1_E11_087.seq -               55    1014      16     974       4     993    1541    +    7.3e-161  535.4  12.2  -
Acidobacteriaceae_Terriglobus                    -          LKAP.g-Gut1_E11_087.seq -               71     947      56     964      35     981    1449    +    1.1e-160  534.7  11.9  -
Propionibacteriaceae_Acidipropionibacterium      -          LKAP.g-Gut1_E11_087.seq -               78     977      54     953      32     973    1455    +    1.1e-160  534.8  12.8  -
Bacillaceae_Marinococcus                         -          LKAP.g-Gut1_E11_087.seq -               21    1007       9     972       1     995    1503    +    1.3e-160  534.6  12.3  -
Rhodobiaceae_Tepidamorphus                       -          LKAP.g-Gut1_E11_087.seq -               43     921      57     972      36     992    1391    +    1.3e-160  534.6  11.4  -
Comamonadaceae_Pseudacidovorax                   -          LKAP.g-Gut1_E11_087.seq -               67     984      55     970      35     995    1491    +    1.5e-160  534.2  12.3  -
Chlamydiaceae_Chlamydophila                      -          LKAP.g-Gut1_E11_087.seq -               53    1004       9     955       4     975    1550    +    1.5e-160  534.0  12.1  -
Caldilineaceae_Caldilinea                        -          LKAP.g-Gut1_E11_087.seq -               68     944      60     953      39     973    1427    +    2.3e-160  533.6  13.2  -
Comamonadaceae_Hylemonella                       -          LKAP.g-Gut1_E11_087.seq -               71    1022      54    1004      29    1010    1487    +    2.5e-160  533.5  11.8  -
Bacillaceae_Thermolongibacillus                  -          LKAP.g-Gut1_E11_087.seq -               40     967      60     967      38     990    1432    +    2.8e-160  533.3  12.2  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP.g-Gut1_E11_087.seq -               49    1022      51    1006      30    1011    1424    +    2.9e-160  533.5  11.7  -
Actinomycetaceae_Actinotignum                    -          LKAP.g-Gut1_E11_087.seq -               30     962      20     955       4     975    1488    +    2.9e-160  533.6  13.1  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP.g-Gut1_E11_087.seq -               33     996       7     954       3     982    1499    +      3e-160  533.2  13.2  -
Pseudonocardiaceae_Thermocrispum                 -          LKAP.g-Gut1_E11_087.seq -               75     969      50     955      26     975    1329    +    3.4e-160  533.3  12.9  -
Acidobacteriaceae_Acidicapsa                     -          LKAP.g-Gut1_E11_087.seq -               72     948      56     964      31     985    1414    +    3.6e-160  533.0  11.5  -
Comamonadaceae_Corticibacter                     -          LKAP.g-Gut1_E11_087.seq -                3     951      10     970       8     995    1418    +    5.1e-160  532.5  12.9  -
Streptosporangiaceae_Nonomuraea                  -          LKAP.g-Gut1_E11_087.seq -               27     951       6     963       3     991    1465    +      6e-160  532.2  12.2  -
Hymenobacteraceae_Adhaeribacter                  -          LKAP.g-Gut1_E11_087.seq -               86     974      60     950      39     970    1483    +    6.6e-160  532.2  12.7  -
Streptosporangiaceae_Sphaerisporangium           -          LKAP.g-Gut1_E11_087.seq -               29     963       6     972       3     992    1458    +    6.9e-160  532.0  12.3  -
Acidobacteriaceae_Acidobacterium                 -          LKAP.g-Gut1_E11_087.seq -               59     937      50     960      28     971    1424    +    7.3e-160  532.0  11.9  -
Rhodospirillaceae_Marinibaculum                  -          LKAP.g-Gut1_E11_087.seq -               54     944      12     953       3     973    1464    +    7.6e-160  531.9  12.3  -
Chlorobiaceae_Prosthecochloris                   -          LKAP.g-Gut1_E11_087.seq -               87     974      63     955      42     975    1495    +    7.6e-160  531.9  11.9  -
Propionibacteriaceae_Cutibacterium               -          LKAP.g-Gut1_E11_087.seq -               35     972       7     972       3     991    1507    +      1e-159  531.4  12.2  -
Iodidimonadaceae_Iodidimonas                     -          LKAP.g-Gut1_E11_087.seq -               43     939      39     958      18     976    1437    +    1.4e-159  531.1  12.3  -
Balneolaceae_Balneola                            -          LKAP.g-Gut1_E11_087.seq -               81     969      59     946      39     967    1479    +    1.6e-159  530.9  12.6  -
Methylocystaceae_Albibacter                      -          LKAP.g-Gut1_E11_087.seq -               64     981      50    1006      24    1011    1476    +    1.6e-159  531.0  11.2  -
Flavobacteriaceae_Tenacibaculum                  -          LKAP.g-Gut1_E11_087.seq -               28     950       7     942       3     963    1444    +    1.8e-159  530.8  13.3  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP.g-Gut1_E11_087.seq -               72     960      57     953      19     973    1443    +    2.3e-159  530.1  11.7  -
Erysipelotrichaceae_Breznakia                    -          LKAP.g-Gut1_E11_087.seq -               39    1014      12     967       3     987    1508    +    2.5e-159  530.1  12.5  -
Streptosporangiaceae_Streptosporangium           -          LKAP.g-Gut1_E11_087.seq -               21     954       6     972       3     993    1449    +    2.6e-159  530.0  12.3  -
Dermabacteraceae_Dermabacter                     -          LKAP.g-Gut1_E11_087.seq -               77     956      60     953      40     968    1456    +    2.7e-159  530.2  12.4  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP.g-Gut1_E11_087.seq -               44    1007       6     970       2     991    1517    +    3.1e-159  529.8  13.3  -
Eggerthellaceae_Slackia                          -          LKAP.g-Gut1_E11_087.seq -               36     945      19     956       3     977    1463    +    3.1e-159  530.1  13.3  -
Comamonadaceae_Extensimonas                      -          LKAP.g-Gut1_E11_087.seq -               30     985      13     974       3     996    1454    +    3.2e-159  529.8  12.5  -
Acetobacteraceae_Rhodopila                       -          LKAP.g-Gut1_E11_087.seq -               70     949      52     953      31     974    1465    +      5e-159  529.6  12.4  -
Acidobacteriaceae_Acidipila                      -          LKAP.g-Gut1_E11_087.seq -               82     958      55     963      30     979    1461    +    5.7e-159  529.1  11.7  -
Thermomonosporaceae_Spirillospora                -          LKAP.g-Gut1_E11_087.seq -               17     940       6     963       3     983    1445    +    5.9e-159  529.0  13.0  -
Acetobacteraceae_Granulibacter                   -          LKAP.g-Gut1_E11_087.seq -               72     943      49     954      28     974    1491    +    5.9e-159  529.3  12.0  -
Flammeovirgaceae_Fulvivirga                      -          LKAP.g-Gut1_E11_087.seq -               29     953      12     947       3     970    1430    +    5.9e-159  529.1  13.2  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP.g-Gut1_E11_087.seq -               22     901      58     972      38     997    1346    +    6.2e-159  529.0  11.2  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP.g-Gut1_E11_087.seq -               34     985       6     962       3     982    1520    +    7.7e-159  528.5  12.5  -
Nocardioidaceae_Kribbella                        -          LKAP.g-Gut1_E11_087.seq -               49     979       9     967       3     981    1476    +    8.6e-159  528.6  13.3  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP.g-Gut1_E11_087.seq -               36    1015      19     993       3    1011    1471    +      9e-159  528.4  12.2  -
Sneathiellaceae_Oceanibacterium                  -          LKAP.g-Gut1_E11_087.seq -               54     953      17     964       3     989    1397    +    9.7e-159  528.3  11.5  -
Streptosporangiaceae_Planotetraspora             -          LKAP.g-Gut1_E11_087.seq -               46     990       6     988       3    1006    1496    +    1.2e-158  527.8  12.1  -
Acidobacteriaceae_Occallatibacter                -          LKAP.g-Gut1_E11_087.seq -               84     954      57     959      36     975    1463    +    1.2e-158  527.9  11.7  -
Rhodobiaceae_Lutibaculum                         -          LKAP.g-Gut1_E11_087.seq -               71     933      58     957      29     977    1455    +    1.3e-158  528.1  11.8  -
Rhodospirillaceae_Magnetospira                   -          LKAP.g-Gut1_E11_087.seq -               34     929      17     960       3     986    1417    +    1.7e-158  527.5  12.1  -
Chlorobiaceae_Chlorobaculum                      -          LKAP.g-Gut1_E11_087.seq -               51     988      63    1010      43    1011    1419    +    1.9e-158  527.3  11.4  -
Peptococcaceae_Sporotomaculum                    -          LKAP.g-Gut1_E11_087.seq -              156    1044      56     957      34     979    1510    +      2e-158  527.2  12.9  -
Thermaceae_Thermus                               -          LKAP.g-Gut1_E11_087.seq -               32     978       7     978       4     998    1482    +    2.1e-158  527.5  13.8  -
Magnetococcaceae_Magnetococcus                   -          LKAP.g-Gut1_E11_087.seq -               58     992      21     997       3    1010    1497    +      3e-158  526.8  12.0  -
Comamonadaceae_Macromonas                        -          LKAP.g-Gut1_E11_087.seq -               54    1014      15     982       3    1006    1461    +    3.5e-158  526.4  12.4  -
Methylocystaceae_Chenggangzhangella              -          LKAP.g-Gut1_E11_087.seq -               66     982      50    1005      24    1011    1448    +    4.3e-158  526.2  11.2  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP.g-Gut1_E11_087.seq -               28     915      33     967      12     992    1417    +    4.5e-158  526.1  11.3  -
Bacteroidaceae_Acetomicrobium                    -          LKAP.g-Gut1_E11_087.seq -               96     966      58     953      37     962    1525    +      8e-158  525.1  12.8  -
Lentisphaeraceae_Lentisphaera                    -          LKAP.g-Gut1_E11_087.seq -               38     999      10    1003       4    1011    1465    +      8e-158  525.5  12.0  -
Acetobacteraceae_Endobacter                      -          LKAP.g-Gut1_E11_087.seq -               66     959      41     972      21     993    1492    +    9.9e-158  525.3  11.9  -
Entomoplasmataceae_Mesoplasma                    -          LKAP.g-Gut1_E11_087.seq -               64     971      59     959      38     977    1497    +      1e-157  525.1  12.7  -
Geobacteraceae_Geothermobacter                   -          LKAP.g-Gut1_E11_087.seq -               57    1018      19     964       3     985    1470    +    1.2e-157  524.6  12.6  -
Erythrobacteraceae_Erythromicrobium              -          LKAP.g-Gut1_E11_087.seq -               44     942      58     991      37    1011    1413    +    1.4e-157  524.4  11.1  -
Streptosporangiaceae_Microbispora                -          LKAP.g-Gut1_E11_087.seq -               47     980       6     972       3     992    1482    +    1.4e-157  524.3  12.1  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP.g-Gut1_E11_087.seq -               84     965      60     961      39     981    1448    +    1.7e-157  524.3  13.5  -
Nocardioidaceae_Mumia                            -          LKAP.g-Gut1_E11_087.seq -               48     969       6     955       3     975    1516    +    1.9e-157  524.1  13.2  -
Pyrinomonadaceae_Brevitalea                      -          LKAP.g-Gut1_E11_087.seq -               51    1002      14     947       4     968    1528    +      2e-157  523.9  13.4  -
Rhodospirillaceae_Telmatospirillum               -          LKAP.g-Gut1_E11_087.seq -               75     933      59     954      39     974    1344    +    2.3e-157  523.6  11.8  -
Streptosporangiaceae_Herbidospora                -          LKAP.g-Gut1_E11_087.seq -               33     978       6     989       3    1006    1484    +    2.4e-157  523.5  12.5  -
Phormidiaceae_Cephalothrix                       -          LKAP.g-Gut1_E11_087.seq -               78     982      60    1000      40    1009    1481    +    3.4e-157  523.2  12.0  -
Clostridiales_Sulfobacillus                      -          LKAP.g-Gut1_E11_087.seq -               47     972       6     961       3     982    1472    +    3.6e-157  523.3  13.1  -
Rhodospirillales_Elioraea                        -          LKAP.g-Gut1_E11_087.seq -               42     903      58     953      38     974    1413    +    3.8e-157  523.4  12.1  -
Clostridiales_Helcococcus                        -          LKAP.g-Gut1_E11_087.seq -              102    1015      60     998      20    1007    1458    +    3.8e-157  522.9  11.6  -
Nocardioidaceae_Tenggerimyces                    -          LKAP.g-Gut1_E11_087.seq -               63     988       6     963       3     981    1526    +    4.4e-157  522.5  13.3  -
