# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Kosmotogaceae_Kosmotoga                          -          LKAP-TSAKG2_A10_080_2018_2 -               16     917      12     942       4     942    1458    +    9.2e-177  588.3  33.6  -
Oxalobacteraceae_Janthinobacterium               -          LKAP-TSAKG2_A10_080_2018_2 -               21     919      17     942       6     942    1469    +    9.5e-177  588.0  31.3  -
Neisseriaceae_Kingella                           -          LKAP-TSAKG2_A10_080_2018_2 -               46     949      17     942       6     942    1474    +    9.7e-177  587.8  31.5  -
Aeromonadaceae_Oceanimonas                       -          LKAP-TSAKG2_A10_080_2018_2 -               20     926      18     942       5     942    1483    +      1e-176  587.5  31.1  -
Rhodobacteraceae_Methylarcula                    -          LKAP-TSAKG2_A10_080_2018_2 -               45     886      19     942       7     942    1370    +    1.1e-176  587.8  28.8  -
Peptostreptococcaceae_Wukongibacter              -          LKAP-TSAKG2_A10_080_2018_2 -               16     913      13     941       3     942    1455    +    1.1e-176  587.6  31.7  -
Hydrogenothermaceae_Persephonella                -          LKAP-TSAKG2_A10_080_2018_2 -               23     908      18     941       5     942    1465    +    1.2e-176  587.8  31.8  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_A10_080_2018_2 -               39     967      14     941       3     942    1554    +    1.2e-176  587.4  32.5  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_A10_080_2018_2 -               21     923      16     942       4     942    1459    +    1.2e-176  587.6  32.6  -
Chromobacteriaceae_Andreprevotia                 -          LKAP-TSAKG2_A10_080_2018_2 -               39     892      79     942      58     942    1418    +    1.3e-176  587.4  29.6  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_A10_080_2018_2 -                7     910      19     942      14     942    1491    +    1.5e-176  587.0  30.7  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_A10_080_2018_2 -               39     942      15     942       3     942    1488    +    1.6e-176  587.0  31.8  -
Rhodobacteraceae_Cribrihabitans                  -          LKAP-TSAKG2_A10_080_2018_2 -               43     888      19     942       7     942    1427    +    1.6e-176  587.2  29.5  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-TSAKG2_A10_080_2018_2 -               20     874      79     942      67     942    1368    +    1.7e-176  587.0  29.4  -
Pectobacteriaceae_Sodalis                        -          LKAP-TSAKG2_A10_080_2018_2 -               20     923      19     942       7     942    1511    +    1.8e-176  586.9  31.1  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_A10_080_2018_2 -               44     889      19     942       7     942    1474    +    1.8e-176  587.2  29.1  -
Pasteurellaceae_Actinobacillus                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     927      19     942       7     942    1364    +      2e-176  587.0  31.3  -
Burkholderiaceae_Ralstonia                       -          LKAP-TSAKG2_A10_080_2018_2 -               14     916      17     942       5     942    1446    +    2.1e-176  586.9  31.0  -
Enterobacteriaceae_Cedecea                       -          LKAP-TSAKG2_A10_080_2018_2 -                1     849      85     942      85     942    1403    +    2.1e-176  586.8  27.9  -
Alcaligenaceae_Pigmentiphaga                     -          LKAP-TSAKG2_A10_080_2018_2 -               23     920      18     942       6     942    1481    +    2.3e-176  586.6  32.0  -
Zoogloeaceae_Zoogloea                            -          LKAP-TSAKG2_A10_080_2018_2 -               27     929      17     942       6     942    1474    +    2.3e-176  586.6  31.8  -
Beijerinckiaceae_Rhodoblastus                    -          LKAP-TSAKG2_A10_080_2018_2 -               41     888      19     942       7     942    1477    +    2.4e-176  586.4  28.9  -
Hymenobacteraceae_Rufibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               43     925      18     942       6     942    1469    +    2.7e-176  586.4  30.5  -
Chromobacteriaceae_Iodobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               21     920      16     942       4     942    1459    +    4.2e-176  585.9  31.7  -
Chromobacteriaceae_Paludibacterium               -          LKAP-TSAKG2_A10_080_2018_2 -               38     892      78     942      58     942    1405    +    4.9e-176  585.6  30.4  -
Rhodocyclaceae_Methyloversatilis                 -          LKAP-TSAKG2_A10_080_2018_2 -               40     942      17     942       6     942    1426    +    6.2e-176  585.4  31.8  -
Rhodobacteraceae_Pseudophaeobacter               -          LKAP-TSAKG2_A10_080_2018_2 -               41     889      16     942       3     942    1426    +    6.8e-176  585.2  29.4  -
Hymenobacteraceae_Pontibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -                4     896      18     942      15     942    1426    +    7.6e-176  584.9  30.6  -
Rhodocyclaceae_Dechloromonas                     -          LKAP-TSAKG2_A10_080_2018_2 -               33     932      18     942       6     942    1512    +    1.1e-175  584.6  31.6  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               36     934      13     941       3     942    1529    +    1.1e-175  584.3  31.5  -
Hymenobacteraceae_Adhaeribacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               43     934      18     942       5     942    1483    +    1.2e-175  584.3  31.0  -
Rhodobacteraceae_Ketogulonicigenium              -          LKAP-TSAKG2_A10_080_2018_2 -               26     873      17     942       3     942    1371    +    1.5e-175  584.1  29.6  -
Comamonadaceae_Limnohabitans                     -          LKAP-TSAKG2_A10_080_2018_2 -               12     911      16     942       6     942    1500    +    1.6e-175  583.5  32.1  -
Nitrosomonadaceae_Nitrosospira                   -          LKAP-TSAKG2_A10_080_2018_2 -               40     940      17     942       6     942    1529    +    1.7e-175  583.8  32.7  -
Rhodobacteraceae_Amylibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1423    +    1.7e-175  583.9  29.8  -
Alcaligenaceae_Pusillimonas                      -          LKAP-TSAKG2_A10_080_2018_2 -               48     902      78     942      58     942    1446    +    2.4e-175  583.3  30.2  -
Chromobacteriaceae_Aquitalea                     -          LKAP-TSAKG2_A10_080_2018_2 -               28     927      16     942       4     942    1488    +    2.6e-175  583.1  31.6  -
Celerinatantimonadaceae_Celerinatantimonas       -          LKAP-TSAKG2_A10_080_2018_2 -               19     934      19     942       7     942    1433    +    3.9e-175  582.6  30.8  -
Chromobacteriaceae_Chromobacterium               -          LKAP-TSAKG2_A10_080_2018_2 -               33     938      12     942       4     942    1469    +    4.2e-175  582.5  32.2  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-TSAKG2_A10_080_2018_2 -               42     889      17     942       3     942    1427    +    5.2e-175  582.1  30.3  -
Alcaligenaceae_Bordetella                        -          LKAP-TSAKG2_A10_080_2018_2 -               42     940      17     942       4     942    1476    +    5.5e-175  582.0  32.2  -
Thiobacilliaceae_Thiobacillus                    -          LKAP-TSAKG2_A10_080_2018_2 -               32     934      17     942       4     942    1487    +    6.4e-175  581.9  31.8  -
Comamonadaceae_Verminephrobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               37     942      15     942       3     942    1469    +    8.5e-175  581.2  32.5  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-TSAKG2_A10_080_2018_2 -               22     918      17     942       5     942    1446    +    8.8e-175  581.5  31.3  -
Rhodobacteraceae_Mameliella                      -          LKAP-TSAKG2_A10_080_2018_2 -               33     865      19     942       8     942    1380    +    9.7e-175  581.3  28.4  -
Neisseriaceae_Uruburuella                        -          LKAP-TSAKG2_A10_080_2018_2 -               23     927      18     942       5     942    1477    +      1e-174  581.3  31.0  -
Oxalobacteraceae_Collimonas                      -          LKAP-TSAKG2_A10_080_2018_2 -               22     920      17     942       6     942    1453    +      1e-174  581.3  30.9  -
Eubacteriaceae_Irregularibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               28     917      14     941       3     942    1431    +    1.1e-174  580.9  31.2  -
Halanaerobiaceae_Halothermothrix                 -          LKAP-TSAKG2_A10_080_2018_2 -               27     959      13     941       3     942    1534    +    1.3e-174  580.5  33.5  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               31     881      19     942       7     942    1443    +    1.4e-174  580.7  29.2  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_A10_080_2018_2 -               36     934      20     942       5     942    1473    +      2e-174  580.4  30.5  -
Peptostreptococcaceae_Maledivibacter             -          LKAP-TSAKG2_A10_080_2018_2 -               43     940      13     941       3     942    1480    +      2e-174  580.0  32.0  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_A10_080_2018_2 -               40     942      17     942       5     942    1508    +    2.2e-174  580.2  31.4  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_A10_080_2018_2 -               34     938      19     942       5     942    1514    +    2.2e-174  580.0  31.0  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               34     881      81     942      61     942    1275    +    2.3e-174  580.5  29.5  -
Clostridiales_Crassaminicella                    -          LKAP-TSAKG2_A10_080_2018_2 -               11     879      41     941      29     942    1456    +    2.3e-174  579.8  31.4  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_A10_080_2018_2 -               18     920      15     942       3     942    1477    +    2.4e-174  579.8  32.7  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_A10_080_2018_2 -               15     897      12     942       3     942    1431    +    2.6e-174  579.9  29.9  -
Clostridiales_Proteiniborus                      -          LKAP-TSAKG2_A10_080_2018_2 -               36     932      13     941       3     942    1523    +    2.6e-174  579.6  32.7  -
Clostridiaceae_Clostridiisalibacter              -          LKAP-TSAKG2_A10_080_2018_2 -               30     925      13     941       3     942    1434    +    2.8e-174  579.7  32.0  -
Nostocales_Halotia                               -          LKAP-TSAKG2_A10_080_2018_2 -               24     873      19     942       6     942    1458    +    3.6e-174  579.4  28.9  -
Geobacteraceae_Geopsychrobacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               39     932      14     941       3     942    1493    +    4.5e-174  578.8  32.0  -
Sutterellaceae_Parasutterella                    -          LKAP-TSAKG2_A10_080_2018_2 -               22     932      17     942       5     942    1494    +    4.9e-174  578.9  31.9  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_A10_080_2018_2 -              296    1029     205     942     184     942    1528    +    8.2e-174  578.0  24.5  -
Pasteurellaceae_Haemophilus                      -          LKAP-TSAKG2_A10_080_2018_2 -               24     925      19     942       7     942    1450    +    9.3e-174  577.9  31.3  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               28     873      19     942       6     942    1389    +    1.2e-173  577.7  29.0  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     921      19     942       7     942    1460    +    1.3e-173  577.4  30.3  -
Petrotogaceae_Marinitoga                         -          LKAP-TSAKG2_A10_080_2018_2 -               18     915      12     942       4     942    1487    +    1.5e-173  577.6  33.4  -
Yersiniaceae_Rahnella                            -          LKAP-TSAKG2_A10_080_2018_2 -                1     848      86     942      86     942    1345    +    1.6e-173  577.2  28.1  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_A10_080_2018_2 -               30     885      77     942      57     942    1390    +    1.8e-173  577.1  30.2  -
Erysipelotrichaceae_Dielma                       -          LKAP-TSAKG2_A10_080_2018_2 -               43     942      17     941       4     942    1499    +    1.9e-173  576.9  32.2  -
Erysipelotrichaceae_Catenisphaera                -          LKAP-TSAKG2_A10_080_2018_2 -               22     925      17     941       4     942    1419    +      2e-173  576.9  31.7  -
Eubacteriaceae_Garciella                         -          LKAP-TSAKG2_A10_080_2018_2 -               14     899      14     941       3     942    1471    +    2.2e-173  576.7  32.4  -
Coriobacteriaceae_Enorma                         -          LKAP-TSAKG2_A10_080_2018_2 -               36     910      18     942       5     942    1465    +    2.4e-173  577.2  30.8  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_A10_080_2018_2 -               43     939      18     942       6     942    1496    +    2.5e-173  576.5  32.0  -
Puniceicoccaceae_Pelagicoccus                    -          LKAP-TSAKG2_A10_080_2018_2 -               83     953      79     942      59     942    1500    +    2.8e-173  576.4  29.8  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     894      19     942       6     942    1481    +    2.8e-173  576.4  29.9  -
Chromobacteriaceae_Vogesella                     -          LKAP-TSAKG2_A10_080_2018_2 -               38     893      77     942      57     942    1424    +    3.5e-173  575.9  30.3  -
Clostridiales_Marinisporobacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               19     901      14     941       3     942    1435    +      4e-173  575.8  31.1  -
Desulfuromonadaceae_Malonomonas                  -          LKAP-TSAKG2_A10_080_2018_2 -               39     935      14     941       3     942    1525    +    4.2e-173  575.7  31.8  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_A10_080_2018_2 -               21     926      15     942       3     942    1511    +    4.3e-173  575.8  31.2  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-TSAKG2_A10_080_2018_2 -               51     892      83     942      62     942    1419    +    7.9e-173  574.8  28.9  -
Clostridiales_Anaerovirgula                      -          LKAP-TSAKG2_A10_080_2018_2 -               21     913      14     941       3     942    1495    +    8.3e-173  574.8  32.3  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_A10_080_2018_2 -               33     921      19     942       6     942    1476    +    8.5e-173  575.0  30.0  -
Verrucomicrobiaceae_Haloferula                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     931      11     942       3     942    1460    +      9e-173  574.8  32.5  -
Methylocystaceae_Terasakiella                    -          LKAP-TSAKG2_A10_080_2018_2 -               44     899      19     942       7     942    1463    +    9.5e-173  574.6  30.2  -
Alcaligenaceae_Kerstersia                        -          LKAP-TSAKG2_A10_080_2018_2 -                9     913      17     942       7     942    1414    +    9.5e-173  574.9  31.3  -
Comamonadaceae_Roseateles                        -          LKAP-TSAKG2_A10_080_2018_2 -               35     890      77     942      55     942    1396    +    1.1e-172  574.5  31.1  -
Synergistaceae_Cloacibacillus                    -          LKAP-TSAKG2_A10_080_2018_2 -               19     890      16     942       5     942    1447    +    1.1e-172  574.6  30.7  -
Clostridiales_Acidaminobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               18     913      14     941       3     942    1468    +    1.3e-172  574.2  33.1  -
Pseudoalteromonadaceae_Psychrosphaera            -          LKAP-TSAKG2_A10_080_2018_2 -               28     922      19     942       6     942    1450    +    1.5e-172  573.9  31.6  -
Thermoanaerobacteraceae_Calderihabitans          -          LKAP-TSAKG2_A10_080_2018_2 -               19     954      14     941       3     942    1503    +    1.5e-172  574.0  33.4  -
Clostridiaceae_Lutispora                         -          LKAP-TSAKG2_A10_080_2018_2 -               21     910      16     941       3     942    1438    +    1.6e-172  573.8  30.8  -
Porphyromonadaceae_Porphyromonas                 -          LKAP-TSAKG2_A10_080_2018_2 -               35     935      19     942      14     942    1465    +    1.8e-172  573.7  30.9  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_A10_080_2018_2 -               23     915      18     942       6     942    1446    +    2.1e-172  573.6  31.6  -
Halanaerobiaceae_Halocella                       -          LKAP-TSAKG2_A10_080_2018_2 -                7     938      13     941       6     942    1475    +    2.9e-172  572.9  33.3  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_A10_080_2018_2 -               39     965      16     942       5     942    1528    +    3.1e-172  572.9  32.5  -
Clostridiaceae_Anoxynatronum                     -          LKAP-TSAKG2_A10_080_2018_2 -                8     900      18     941      11     942    1409    +    3.4e-172  572.8  31.6  -
Neisseriaceae_Conchiformibius                    -          LKAP-TSAKG2_A10_080_2018_2 -               30     937      17     942       6     942    1479    +    3.9e-172  572.8  31.5  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-TSAKG2_A10_080_2018_2 -               13     917      14     942       4     942    1515    +      4e-172  572.6  32.4  -
Alcaligenaceae_Castellaniella                    -          LKAP-TSAKG2_A10_080_2018_2 -               14     922      16     942       4     942    1464    +    5.2e-172  572.2  31.5  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_A10_080_2018_2 -                5     913      12     942       8     942    1459    +    6.5e-172  572.0  31.9  -
Clostridiaceae_Oceanirhabdus                     -          LKAP-TSAKG2_A10_080_2018_2 -               36     917      13     941       3     942    1473    +    6.6e-172  571.8  31.8  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -                9     894      18     941      10     942    1441    +    6.6e-172  571.6  30.1  -
Clostridiaceae_Caminicella                       -          LKAP-TSAKG2_A10_080_2018_2 -               33     926      14     941       3     942    1456    +    6.6e-172  571.7  31.9  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-TSAKG2_A10_080_2018_2 -               39     895      78     942      58     942    1432    +    7.2e-172  571.6  30.6  -
Nitrospiraceae_Leptospirillum                    -          LKAP-TSAKG2_A10_080_2018_2 -               32     945      19     942       5     942    1516    +    1.1e-171  571.1  31.7  -
Nautiliaceae_Nautilia                            -          LKAP-TSAKG2_A10_080_2018_2 -                2     865      25     942      24     942    1369    +    1.3e-171  571.2  31.1  -
Alcaligenaceae_Alcaligenes                       -          LKAP-TSAKG2_A10_080_2018_2 -               16     921      16     942       4     942    1469    +    1.4e-171  570.6  31.8  -
Alicyclobacillaceae_Kyrpidia                     -          LKAP-TSAKG2_A10_080_2018_2 -               38     942      13     941       3     942    1528    +    1.4e-171  570.9  33.1  -
Geobacteraceae_Geothermobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     963      18     941       4     942    1470    +    1.6e-171  570.4  32.5  -
Bacteroidaceae_Anaerorhabdus                     -          LKAP-TSAKG2_A10_080_2018_2 -               26     922      13     941       3     942    1471    +    3.1e-171  569.6  32.9  -
Persicobacteraceae_Persicobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               24     916      19     942       7     942    1447    +    3.3e-171  569.8  30.1  -
Cytophagaceae_Cytophaga                          -          LKAP-TSAKG2_A10_080_2018_2 -                4     852      79     942      76     942    1382    +    4.3e-171  569.2  29.1  -
Streptococcaceae_Lactovum                        -          LKAP-TSAKG2_A10_080_2018_2 -               14     932      13     941       3     942    1456    +    4.7e-171  568.8  31.8  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-TSAKG2_A10_080_2018_2 -              152     983      79     941      59     942    1725    +    5.5e-171  568.6  28.9  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -              200    1036      78     941      58     942    1549    +    6.5e-171  568.4  29.0  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_A10_080_2018_2 -               43     898      19     942       4     942    1450    +    7.9e-171  568.1  29.7  -
Moritellaceae_Moritella                          -          LKAP-TSAKG2_A10_080_2018_2 -               44     949      19     942       7     942    1506    +    8.8e-171  567.9  30.8  -
Phormidiaceae_Ancylothrix                        -          LKAP-TSAKG2_A10_080_2018_2 -               44     895      19     942       7     942    1485    +    1.1e-170  568.1  29.4  -
Clostridiaceae_Thermotalea                       -          LKAP-TSAKG2_A10_080_2018_2 -              206    1036      80     941      60     942    1627    +    1.2e-170  567.6  29.4  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               22     920      17     942       5     942    1483    +    1.3e-170  567.5  32.0  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_A10_080_2018_2 -               39     928      14     941       3     942    1516    +    1.4e-170  567.5  31.4  -
Clostridiaceae_Intestinibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               21     888      14     941       3     942    1429    +    1.4e-170  567.3  29.7  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-TSAKG2_A10_080_2018_2 -               42     881      78     941      58     942    1395    +    1.6e-170  567.4  29.5  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-TSAKG2_A10_080_2018_2 -                1     848      86     942      86     942    1345    +    1.6e-170  567.3  27.8  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               65     894      80     942      57     942    1411    +      2e-170  567.0  28.0  -
Clostridiaceae_Anaerosolibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               10     895      16     941       6     942    1412    +      2e-170  566.8  30.8  -
Clostridiaceae_Anaeromicrobium                   -          LKAP-TSAKG2_A10_080_2018_2 -               10     902      12     941       4     942    1414    +      3e-170  566.3  32.2  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     916      18     942       5     942    1430    +    3.1e-170  566.4  31.7  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-TSAKG2_A10_080_2018_2 -               23     914      18     941       4     942    1479    +    3.2e-170  566.1  31.5  -
Alcaligenaceae_Taylorella                        -          LKAP-TSAKG2_A10_080_2018_2 -               43     953      18     942       6     942    1521    +    4.1e-170  566.0  31.4  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_A10_080_2018_2 -               21     891      15     942       4     942    1480    +    5.8e-170  565.6  32.1  -
Neisseriaceae_Alysiella                          -          LKAP-TSAKG2_A10_080_2018_2 -               44     949      17     942       6     942    1524    +    6.2e-170  565.3  31.5  -
Kofleriaceae_Kofleria                            -          LKAP-TSAKG2_A10_080_2018_2 -               34     956      13     941       3     942    1498    +    6.6e-170  565.3  32.7  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_A10_080_2018_2 -               36     913      14     941       3     942    1503    +    6.7e-170  565.2  30.4  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               41     933      17     942       3     942    1502    +    9.2e-170  564.7  31.9  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_A10_080_2018_2 -               37     936      19     942       7     942    1522    +    9.3e-170  564.5  30.5  -
Deltaproteobacteria_Dissulfurirhabdus            -          LKAP-TSAKG2_A10_080_2018_2 -               35     958      14     941       3     942    1521    +    9.4e-170  564.8  32.8  -
Peptococcaceae_Desulfurispora                    -          LKAP-TSAKG2_A10_080_2018_2 -              162     996      79     941      55     942    1567    +    9.6e-170  564.5  29.6  -
Pasteurellaceae_Ursidibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               69     974      19     942       7     942    1409    +    1.3e-169  564.3  31.2  -
Clostridiaceae_Keratinibaculum                   -          LKAP-TSAKG2_A10_080_2018_2 -               39     931      14     941       3     942    1491    +    1.3e-169  564.2  32.5  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_A10_080_2018_2 -               39     925      16     942       5     942    1483    +    1.4e-169  564.1  30.7  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-TSAKG2_A10_080_2018_2 -               16     903      13     941       3     942    1474    +    1.4e-169  564.1  31.7  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-TSAKG2_A10_080_2018_2 -               42     923      18     941       4     942    1482    +    1.8e-169  563.7  30.7  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               22     916      17     942       4     942    1449    +      2e-169  563.6  31.7  -
Alcaligenaceae_Oligella                          -          LKAP-TSAKG2_A10_080_2018_2 -               35     941      17     942       6     942    1504    +      2e-169  563.5  31.2  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-TSAKG2_A10_080_2018_2 -               16     906      13     941       3     942    1443    +    2.4e-169  563.2  30.6  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -              166    1040      76     941      54     942    1559    +    2.6e-169  563.2  30.2  -
Eubacteriaceae_Alkalibacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               25     903      18     941       4     942    1465    +    2.7e-169  563.1  31.0  -
Opitutaceae_Cephaloticoccus                      -          LKAP-TSAKG2_A10_080_2018_2 -               44     965      19     942       5     942    1552    +    2.7e-169  563.1  32.4  -
Halanaerobiales_Anoxybacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     956      14     941       3     942    1500    +      3e-169  562.9  33.4  -
Pasteurellaceae_Gallibacterium                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     928      19     942       6     942    1464    +    3.1e-169  563.1  31.4  -
Clostridiaceae_Geosporobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -              238    1068      79     941      59     942    1627    +      4e-169  562.4  29.2  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_A10_080_2018_2 -               94     924      83     942      63     942    1482    +    5.9e-169  562.1  28.2  -
Spirochaetaceae_Borrelia                         -          LKAP-TSAKG2_A10_080_2018_2 -               51     910      78     942      56     942    1376    +      6e-169  562.0  30.4  -
Eubacteriaceae_Faecalitalea                      -          LKAP-TSAKG2_A10_080_2018_2 -               49     956      17     941       4     942    1490    +    8.7e-169  561.5  32.0  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     924      19     942      11     942    1465    +      9e-169  561.3  30.3  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-TSAKG2_A10_080_2018_2 -              179    1011      79     941      59     942    1577    +    9.1e-169  561.4  28.5  -
Succinivibrionaceae_Anaerobiospirillum           -          LKAP-TSAKG2_A10_080_2018_2 -               34     907      19     942       7     942    1494    +    9.4e-169  561.3  30.4  -
Sporomusaceae_Acetonema                          -          LKAP-TSAKG2_A10_080_2018_2 -               17     935      14     941       3     942    1510    +    9.8e-169  561.2  31.5  -
Clostridiaceae_Serpentinicella                   -          LKAP-TSAKG2_A10_080_2018_2 -               58     883      80     941      59     942    1417    +    2.5e-168  559.8  29.4  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-TSAKG2_A10_080_2018_2 -               22     914      12     941       3     942    1458    +    2.6e-168  560.3  31.7  -
Clostridiaceae_Haloimpatiens                     -          LKAP-TSAKG2_A10_080_2018_2 -               39     917      14     941       3     942    1476    +    3.4e-168  559.4  31.4  -
Clostridiaceae_Asaccharospora                    -          LKAP-TSAKG2_A10_080_2018_2 -               46     909      14     941       3     942    1495    +    3.5e-168  559.3  30.0  -
Flammeovirgaceae_Fabibacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               24     915      19     942       7     942    1420    +    3.8e-168  559.5  31.0  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-TSAKG2_A10_080_2018_2 -               10     915      12     941       5     942    1474    +    5.6e-168  558.6  33.1  -
Selenomonadaceae_Anaerovibrio                    -          LKAP-TSAKG2_A10_080_2018_2 -               44     997      19     941       3     942    1587    +    7.3e-168  558.3  33.2  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          LKAP-TSAKG2_A10_080_2018_2 -               23     896      18     941       5     942    1447    +    9.5e-168  558.3  31.6  -
Erysipelotrichaceae_Longicatena                  -          LKAP-TSAKG2_A10_080_2018_2 -               36     892      76     941      55     942    1433    +    1.1e-167  557.8  30.9  -
Clostridiales_Catabacter                         -          LKAP-TSAKG2_A10_080_2018_2 -               16     921      13     941       3     942    1453    +    1.1e-167  557.7  32.6  -
Christensenellaceae_Christensenella              -          LKAP-TSAKG2_A10_080_2018_2 -               25     930      13     941       3     942    1497    +    1.4e-167  557.4  32.9  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-TSAKG2_A10_080_2018_2 -               37     919      13     941       3     942    1483    +    1.5e-167  557.5  30.9  -
Sporomusaceae_Anaeroarcus                        -          LKAP-TSAKG2_A10_080_2018_2 -               16     932      13     941       3     942    1506    +    1.8e-167  556.9  32.2  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-TSAKG2_A10_080_2018_2 -               29     930      18     942       6     942    1463    +    1.8e-167  557.0  31.7  -
