# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_C01_011_2018_2 -               46     888      25     866       5     866    1526    +           0 1061.7  23.4  -
Holophagaceae_Holophaga                          -          LKAP-TSAKG2_C01_011_2018_2 -               74     872      75     866      54     866    1501    +    2.1e-144  480.9  20.3  -
Coriobacteriaceae_Enorma                         -          LKAP-TSAKG2_C01_011_2018_2 -               62     839      50     866      30     866    1465    +    2.9e-144  480.7  20.8  -
Erysipelotrichaceae_Dubosiella                   -          LKAP-TSAKG2_C01_011_2018_2 -               57     849      71     866      50     866    1460    +    3.1e-144  480.1  20.4  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_C01_011_2018_2 -               66     855      72     866      52     866    1511    +    3.3e-144  479.9  19.2  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_C01_011_2018_2 -               91     873      72     865      52     866    1504    +    3.4e-144  479.8  19.5  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_C01_011_2018_2 -               24     842      12     866       3     866    1461    +    3.5e-144  479.9  22.4  -
Beutenbergiaceae_Miniimonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               64     837      71     866      49     866    1447    +    3.5e-144  479.8  20.3  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               62     867      73     866      52     866    1479    +      4e-144  479.8  19.8  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-TSAKG2_C01_011_2018_2 -               26     845      24     866       6     866    1474    +    4.3e-144  479.5  22.0  -
Erysipelotrichaceae_Bulleidia                    -          LKAP-TSAKG2_C01_011_2018_2 -               33     843      25     866       5     866    1479    +    4.3e-144  479.7  22.9  -
Brachyspiraceae_Brachyspira                      -          LKAP-TSAKG2_C01_011_2018_2 -               57     818      72     866      50     866    1441    +    4.5e-144  479.5  20.0  -
Clostridiaceae_Oxobacter                         -          LKAP-TSAKG2_C01_011_2018_2 -               87     850      73     866      51     866    1496    +    4.9e-144  479.3  19.8  -
Succinivibrionaceae_Anaerobiospirillum           -          LKAP-TSAKG2_C01_011_2018_2 -               83     835      72     865      55     866    1494    +    5.5e-144  479.1  20.3  -
Clostridiales_Anaerovorax                        -          LKAP-TSAKG2_C01_011_2018_2 -               70     865      41     866       6     866    1500    +    6.4e-144  479.0  22.3  -
Microbacteriaceae_Allohumibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               74     846      70     866      48     866    1450    +    6.5e-144  479.0  20.4  -
Clostridiales_Proteinivorax                      -          LKAP-TSAKG2_C01_011_2018_2 -               90     854      74     866      46     866    1488    +    6.9e-144  478.7  20.1  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_C01_011_2018_2 -               66     826      73     866      52     866    1431    +    7.1e-144  478.9  19.4  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_C01_011_2018_2 -               82     888      72     866      47     866    1549    +    7.5e-144  478.9  20.3  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-TSAKG2_C01_011_2018_2 -               69     846      74     865      52     866    1446    +    7.5e-144  478.8  20.9  -
Pasteurellaceae_Rodentibacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               97     874      72     865      58     866    1478    +    8.2e-144  478.6  20.5  -
Egibacteraceae_Egibacter                         -          LKAP-TSAKG2_C01_011_2018_2 -               80     856      67     866      45     866    1516    +    8.9e-144  478.7  20.7  -
Micromonosporaceae_Pseudosporangium              -          LKAP-TSAKG2_C01_011_2018_2 -               37     852      13     866       3     866    1513    +    9.7e-144  478.5  22.7  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_C01_011_2018_2 -               94     853      78     866      58     866    1482    +      1e-143  478.3  19.5  -
Microbacteriaceae_Rudaibacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               73     844      70     866      48     866    1466    +    1.2e-143  478.2  20.5  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_C01_011_2018_2 -               89     884      73     866      38     866    1418    +    1.2e-143  477.9  20.5  -
Thermaceae_Thermus                               -          LKAP-TSAKG2_C01_011_2018_2 -               70     840      73     866      53     866    1482    +    1.9e-143  477.7  21.0  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_C01_011_2018_2 -                9     771      73     865      66     866    1390    +    2.1e-143  477.4  19.3  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_C01_011_2018_2 -               42     852      26     865       6     866    1444    +    2.1e-143  477.3  22.9  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               67     849      74     866      53     866    1483    +    2.1e-143  477.2  19.8  -
Nocardioidaceae_Thermasporomyces                 -          LKAP-TSAKG2_C01_011_2018_2 -               49     835      49     866      25     866    1447    +    2.2e-143  477.4  21.5  -
Lachnospiraceae_Parasporobacterium               -          LKAP-TSAKG2_C01_011_2018_2 -               33     846      25     865       5     866    1487    +    2.6e-143  477.1  23.2  -
Microbacteriaceae_Huakuichenia                   -          LKAP-TSAKG2_C01_011_2018_2 -               86     856      71     866      50     866    1482    +    2.9e-143  476.9  20.4  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_C01_011_2018_2 -              165     964      74     866      49     866    1588    +    3.1e-143  476.9  21.0  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               73     852      74     865      53     866    1465    +    3.3e-143  476.4  20.0  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-TSAKG2_C01_011_2018_2 -               59     849      40     866       5     866    1483    +    3.6e-143  476.7  21.7  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-TSAKG2_C01_011_2018_2 -                1     772      77     866      77     866    1427    +    3.7e-143  476.6  18.1  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               96     878      72     865      52     866    1480    +    3.9e-143  476.3  20.3  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-TSAKG2_C01_011_2018_2 -               15     820      73     866      53     866    1357    +    4.2e-143  476.5  20.1  -
Iamiaceae_Aquihabitans                           -          LKAP-TSAKG2_C01_011_2018_2 -               57     830      65     866      45     866    1439    +    4.8e-143  476.4  19.5  -
Acidimicrobiales_Aciditerrimonas                 -          LKAP-TSAKG2_C01_011_2018_2 -               74     842      72     866      46     866    1483    +    5.2e-143  476.3  20.5  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-TSAKG2_C01_011_2018_2 -               60     882      42     866      20     866    1527    +    5.3e-143  475.9  21.1  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_C01_011_2018_2 -               80     864      72     865      53     866    1522    +    6.9e-143  475.3  20.1  -
Microbacteriaceae_Alpinimonas                    -          LKAP-TSAKG2_C01_011_2018_2 -               53     856      25     866       5     866    1513    +    6.9e-143  475.5  22.4  -
Lachnospiraceae_Robinsoniella                    -          LKAP-TSAKG2_C01_011_2018_2 -               35     865      10     865       2     866    1525    +    7.3e-143  475.5  23.7  -
Kineosporiaceae_Thalassiella                     -          LKAP-TSAKG2_C01_011_2018_2 -               70     843      68     866      46     866    1466    +    8.7e-143  475.4  20.8  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_C01_011_2018_2 -               32     864      10     865       2     866    1484    +    9.2e-143  475.2  23.5  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-TSAKG2_C01_011_2018_2 -               34     865      10     866       2     866    1498    +    9.3e-143  475.2  22.6  -
Sporomusaceae_Anaerosinus                        -          LKAP-TSAKG2_C01_011_2018_2 -               62     866      73     866      53     866    1511    +      1e-142  474.8  19.7  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_C01_011_2018_2 -               85     863      75     866      55     866    1473    +      1e-142  475.1  19.6  -
Desulfobacteraceae_Desulfosalsimonas             -          LKAP-TSAKG2_C01_011_2018_2 -               71     875      74     866      53     866    1469    +    1.5e-142  474.5  20.2  -
Acidaminococcaceae_Succinispira                  -          LKAP-TSAKG2_C01_011_2018_2 -               67     871      73     866      53     866    1495    +    1.6e-142  474.3  20.3  -
Clostridiaceae_Lactonifactor                     -          LKAP-TSAKG2_C01_011_2018_2 -               35     865      12     865       2     866    1438    +    1.7e-142  474.2  23.6  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               65     823      75     866      61     866    1411    +    1.7e-142  474.3  19.2  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP-TSAKG2_C01_011_2018_2 -               58     860      66     866      30     866    1471    +    1.7e-142  474.3  21.6  -
Microbacteriaceae_Klugiella                      -          LKAP-TSAKG2_C01_011_2018_2 -               87     859      69     866      49     866    1501    +      2e-142  474.1  20.8  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-TSAKG2_C01_011_2018_2 -               16     771      62     866      42     866    1401    +    2.1e-142  474.1  20.5  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -              115     873      74     866      52     866    1480    +    2.8e-142  473.6  20.7  -
Spirochaetaceae_Salinispira                      -          LKAP-TSAKG2_C01_011_2018_2 -              115     903      72     865      52     866    1501    +    3.2e-142  473.3  19.8  -
Spirochaetaceae_Borrelia                         -          LKAP-TSAKG2_C01_011_2018_2 -               51     839      73     866      52     866    1376    +    3.2e-142  473.4  20.1  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_C01_011_2018_2 -               81     897      63     866       7     866    1500    +    3.4e-142  473.3  22.2  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-TSAKG2_C01_011_2018_2 -               37     871      39     866      18     866    1482    +    3.7e-142  473.5  21.9  -
Microbacteriaceae_Compostimonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               69     843      68     866      47     866    1422    +    3.7e-142  473.2  21.0  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP-TSAKG2_C01_011_2018_2 -               76     843      75     866      53     866    1425    +    4.4e-142  472.9  20.1  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_C01_011_2018_2 -               64     835      71     866      28     866    1476    +    6.1e-142  472.6  21.1  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-TSAKG2_C01_011_2018_2 -               58     868      41     866      20     866    1494    +    6.6e-142  472.5  20.7  -
Micromonosporaceae_Spirilliplanes                -          LKAP-TSAKG2_C01_011_2018_2 -               62     828      73     866      51     866    1470    +      8e-142  472.2  20.7  -
Ruminococcaceae_Intestinimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               14     849      10     865       2     866    1475    +    8.4e-142  472.1  23.0  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-TSAKG2_C01_011_2018_2 -               66     844      73     865      52     866    1430    +    8.4e-142  472.0  20.8  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-TSAKG2_C01_011_2018_2 -               63     833      70     866      47     866    1474    +    8.5e-142  472.0  20.7  -
Microbacteriaceae_Cnuibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               85     859      70     866      48     866    1490    +    8.7e-142  472.0  20.3  -
Acidobacteria_Vicinamibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               85     887      73     866      52     866    1515    +    8.7e-142  472.2  20.0  -
Intrasporangiaceae_Oryzobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               72     842      71     866      49     866    1467    +    8.8e-142  472.0  20.2  -
Ruminococcaceae_Mageeibacillus                   -          LKAP-TSAKG2_C01_011_2018_2 -               17     843      13     865       3     866    1480    +    9.6e-142  471.7  23.1  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-TSAKG2_C01_011_2018_2 -               39     822      72     866      51     866    1452    +    9.8e-142  472.0  20.0  -
Lachnospiraceae_Syntrophococcus                  -          LKAP-TSAKG2_C01_011_2018_2 -               34     858      10     865       2     866    1535    +    1.1e-141  471.7  23.5  -
Aquificales_Thermosulfidibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               43     869      47     866      25     866    1450    +    1.1e-141  471.8  21.6  -
Ruminococcaceae_Harryflintia                     -          LKAP-TSAKG2_C01_011_2018_2 -               27     790      74     865      61     866    1363    +    1.1e-141  471.5  19.1  -
Microbacteriaceae_Glaciibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               61     846      68     866      47     866    1498    +    1.2e-141  471.4  20.6  -
Clostridiales_Pseudoflavonifractor               -          LKAP-TSAKG2_C01_011_2018_2 -               83     849      73     865      51     866    1483    +    1.2e-141  471.6  19.6  -
Glycomycetaceae_Salininema                       -          LKAP-TSAKG2_C01_011_2018_2 -               68     862      48     866      24     866    1492    +    1.3e-141  471.5  21.2  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_C01_011_2018_2 -               73     854      74     865      53     866    1464    +    1.3e-141  471.2  19.5  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-TSAKG2_C01_011_2018_2 -               68     847      72     865      52     866    1445    +    1.4e-141  471.0  20.0  -
Alcaligenaceae_Alcaligenes                       -          LKAP-TSAKG2_C01_011_2018_2 -               68     850      74     866      53     866    1469    +    1.4e-141  471.1  20.5  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-TSAKG2_C01_011_2018_2 -               53     820      73     866      51     866    1441    +    1.6e-141  471.2  20.0  -
Acidobacteria_Luteitalea                         -          LKAP-TSAKG2_C01_011_2018_2 -               88     888      75     866      55     866    1506    +    1.6e-141  471.4  20.0  -
Microbacteriaceae_Rhodoluna                      -          LKAP-TSAKG2_C01_011_2018_2 -               22     823      26     866       9     866    1423    +    1.6e-141  471.2  21.7  -
Calditrichaeota_Calorithrix                      -          LKAP-TSAKG2_C01_011_2018_2 -               60     885      43     866      22     866    1453    +    1.7e-141  471.1  21.9  -
Clostridiales_Muricomes                          -          LKAP-TSAKG2_C01_011_2018_2 -               23     855      10     864       2     866    1431    +    1.9e-141  470.8  23.8  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-TSAKG2_C01_011_2018_2 -               30     832      25     866       5     866    1420    +      2e-141  470.8  22.4  -
Gammaproteobacteria_Litorivivens                 -          LKAP-TSAKG2_C01_011_2018_2 -               38     850      38     865      17     866    1456    +      2e-141  470.7  21.3  -
Nannocystaceae_Enhygromyxa                       -          LKAP-TSAKG2_C01_011_2018_2 -               50     862      39     866      19     866    1480    +    2.2e-141  470.7  20.9  -
Egicoccaceae_Egicoccus                           -          LKAP-TSAKG2_C01_011_2018_2 -               63     854      42     866      21     866    1512    +    2.3e-141  470.6  21.4  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_C01_011_2018_2 -               41     852      25     865       5     866    1479    +    2.6e-141  470.4  23.4  -
Cystobacteraceae_Hyalangium                      -          LKAP-TSAKG2_C01_011_2018_2 -               61     864      73     866      53     866    1491    +    2.8e-141  470.2  20.2  -
Jiangellaceae_Haloactinopolyspora                -          LKAP-TSAKG2_C01_011_2018_2 -               43     813      73     866      52     866    1432    +      3e-141  470.2  19.3  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               67     844      74     865      53     866    1449    +    3.5e-141  469.9  20.9  -
Sneathiellaceae_Oceanibacterium                  -          LKAP-TSAKG2_C01_011_2018_2 -               79     828      66     866      45     866    1397    +    5.3e-141  469.4  20.2  -
Microbacteriaceae_Naasia                         -          LKAP-TSAKG2_C01_011_2018_2 -               76     843      74     866      53     866    1463    +    5.7e-141  469.3  20.3  -
Syntrophomonadaceae_Thermohydrogenium            -          LKAP-TSAKG2_C01_011_2018_2 -               75     844      67     866       6     866    1508    +    6.2e-141  469.1  22.2  -
Microbacteriaceae_Diaminobutyricibacter          -          LKAP-TSAKG2_C01_011_2018_2 -               75     845      71     866      50     866    1466    +    6.8e-141  469.0  20.5  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_C01_011_2018_2 -               75     845      72     865      46     866    1416    +    7.4e-141  468.9  20.1  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_C01_011_2018_2 -               77     894      59     866      31     866    1528    +    8.1e-141  468.6  20.5  -
Rhodospirillaceae_Aliidongia                     -          LKAP-TSAKG2_C01_011_2018_2 -               70     819      69     866      48     866    1447    +    8.4e-141  468.7  20.3  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-TSAKG2_C01_011_2018_2 -               76     844      73     865      48     866    1451    +    8.6e-141  468.5  20.2  -
Desulfobulbaceae_Desulfurivibrio                 -          LKAP-TSAKG2_C01_011_2018_2 -               54     859      73     866      53     866    1409    +    9.4e-141  468.6  20.1  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_C01_011_2018_2 -               64     843      73     865      26     866    1446    +      1e-140  468.4  20.9  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-TSAKG2_C01_011_2018_2 -               43     811      73     866      51     866    1450    +    1.1e-140  468.6  20.2  -
Ruminococcaceae_Pseudobacteroides                -          LKAP-TSAKG2_C01_011_2018_2 -               83     848      73     865      53     866    1506    +    1.1e-140  468.1  20.0  -
Erysipelotrichaceae_Faecalibaculum               -          LKAP-TSAKG2_C01_011_2018_2 -               80     869      75     866      54     866    1487    +    1.2e-140  468.4  20.6  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               22     850      10     865       2     866    1423    +    1.2e-140  468.2  23.5  -
Microbacteriaceae_Canibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               51     822      70     866      49     866    1486    +    1.3e-140  468.1  20.5  -
Porphyromonadaceae_Coprobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -              106     883      74     865      60     866    1540    +    1.4e-140  467.9  20.3  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-TSAKG2_C01_011_2018_2 -               15     813      73     866      53     866    1413    +    1.6e-140  468.0  19.7  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_C01_011_2018_2 -               72     829      75     866      55     866    1441    +    1.7e-140  467.9  20.2  -
Natranaerobiaceae_Natronovirga                   -          LKAP-TSAKG2_C01_011_2018_2 -               27     668     204     866     184     866    1225    +    1.7e-140  467.6  15.9  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-TSAKG2_C01_011_2018_2 -               89     885      74     866      41     866    1525    +    1.9e-140  467.3  20.0  -
Microbacteriaceae_Aurantimicrobium               -          LKAP-TSAKG2_C01_011_2018_2 -               65     836      70     866      48     866    1473    +      2e-140  467.4  20.4  -
Erysipelotrichaceae_Eggerthia                    -          LKAP-TSAKG2_C01_011_2018_2 -               34     824      75     865      55     866    1506    +    2.1e-140  467.8  20.4  -
Lactobacillaceae_Sharpea                         -          LKAP-TSAKG2_C01_011_2018_2 -               56     846      73     865      52     866    1460    +    2.2e-140  467.4  21.2  -
Microbacteriaceae_Lysinibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               36     856      12     866       3     866    1482    +    2.3e-140  467.3  22.4  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_C01_011_2018_2 -               83     866      73     866      53     866    1475    +    2.5e-140  467.2  20.4  -
Clostridiales_Flavonifractor                     -          LKAP-TSAKG2_C01_011_2018_2 -               78     842      74     865      51     866    1465    +    2.5e-140  467.2  19.9  -
Dermabacteraceae_Devriesea                       -          LKAP-TSAKG2_C01_011_2018_2 -               82     852      70     866      48     866    1476    +    2.8e-140  466.9  21.0  -
Melioribacteraceae_Melioribacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               74     873      51     865      31     866    1539    +      3e-140  466.8  20.7  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               57     842      70     866      50     866    1459    +    3.2e-140  466.9  20.4  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-TSAKG2_C01_011_2018_2 -               45     835      45     865      24     866    1393    +    3.5e-140  466.5  22.2  -
Opitutaceae_Cephaloticoccus                      -          LKAP-TSAKG2_C01_011_2018_2 -               95     894      74     866      53     866    1552    +    4.7e-140  466.0  19.8  -
Cellulomonadaceae_Tropicihabitans                -          LKAP-TSAKG2_C01_011_2018_2 -               63     834      70     866      48     866    1475    +    5.1e-140  466.2  21.0  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-TSAKG2_C01_011_2018_2 -               80     878      63     866      40     866    1495    +    5.2e-140  466.2  21.1  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-TSAKG2_C01_011_2018_2 -               56     829      67     866      26     866    1467    +    5.2e-140  466.2  21.6  -
Brucellaceae_Daeguia                             -          LKAP-TSAKG2_C01_011_2018_2 -               49     798      68     866      48     866    1441    +    5.4e-140  466.2  20.4  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-TSAKG2_C01_011_2018_2 -               75     863      77     866      55     866    1516    +    5.6e-140  465.8  19.6  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-TSAKG2_C01_011_2018_2 -               74     844      71     866      50     866    1464    +      6e-140  466.0  20.7  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-TSAKG2_C01_011_2018_2 -               69     799      72     812      52     835    1456    +    6.1e-140  465.7  22.1  -
Bacteriovoracaceae_Peredibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               65     848      75     866      55     866    1457    +    6.7e-140  465.9  20.0  -
Clostridiaceae_Extibacter                        -          LKAP-TSAKG2_C01_011_2018_2 -               24     855      11     865       2     866    1436    +      7e-140  465.6  23.9  -
Lachnospiraceae_Mobilisporobacter                -          LKAP-TSAKG2_C01_011_2018_2 -               35     860      10     865       2     866    1589    +      7e-140  465.6  23.2  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_C01_011_2018_2 -               55     854      72     866      45     866    1424    +    7.1e-140  465.8  20.1  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               84     859      74     863      54     866    1502    +    7.2e-140  465.6  20.5  -
Beutenbergiaceae_Salana                          -          LKAP-TSAKG2_C01_011_2018_2 -               58     829      73     866      53     866    1447    +    7.3e-140  465.6  20.0  -
Cyclobacteriaceae_Echinicola                     -          LKAP-TSAKG2_C01_011_2018_2 -               30     808      73     865      53     866    1388    +    7.5e-140  465.6  21.1  -
Intrasporangiaceae_Lapillicoccus                 -          LKAP-TSAKG2_C01_011_2018_2 -               55     825      71     866      49     866    1412    +    7.6e-140  465.5  20.2  -
Desulfobacteraceae_Desulfocella                  -          LKAP-TSAKG2_C01_011_2018_2 -               59     885      41     866      21     866    1547    +    8.1e-140  465.4  21.8  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP-TSAKG2_C01_011_2018_2 -               41     785      74     866      53     866    1417    +    8.1e-140  465.4  19.7  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-TSAKG2_C01_011_2018_2 -               56     842      72     866      52     866    1445    +    8.4e-140  465.4  19.8  -
Geodermatophilaceae_Antricoccus                  -          LKAP-TSAKG2_C01_011_2018_2 -               55     825      72     866      51     866    1415    +    9.1e-140  465.3  20.2  -
Erysipelotrichaceae_Kandleria                    -          LKAP-TSAKG2_C01_011_2018_2 -               57     846      74     865      53     866    1450    +    1.4e-139  464.7  20.6  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-TSAKG2_C01_011_2018_2 -               91     880      73     866      53     866    1513    +    1.5e-139  464.6  20.1  -
Kofleriaceae_Kofleria                            -          LKAP-TSAKG2_C01_011_2018_2 -               84     886      74     866      53     866    1498    +    1.5e-139  464.7  20.0  -
Persicobacteraceae_Persicobacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               67     844      72     865      52     866    1447    +    2.4e-139  464.1  20.2  -
Clostridiaceae_Anaerosporobacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               33     833      25     865       5     866    1442    +    2.6e-139  463.9  22.6  -
Micrococcaceae_Psychromicrobium                  -          LKAP-TSAKG2_C01_011_2018_2 -               21     808      67     866      46     866    1368    +    2.6e-139  463.8  20.4  -
Lachnospiraceae_Sporobacterium                   -          LKAP-TSAKG2_C01_011_2018_2 -               32     860      13     865       3     866    1511    +    2.7e-139  463.7  23.1  -
Nocardiaceae_Millisia                            -          LKAP-TSAKG2_C01_011_2018_2 -               82     852      72     866      51     866    1519    +    2.7e-139  463.8  19.9  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          LKAP-TSAKG2_C01_011_2018_2 -               52     859      25     865       5     866    1510    +    3.1e-139  463.5  22.6  -
Clostridiales_Caproiciproducens                  -          LKAP-TSAKG2_C01_011_2018_2 -               71     839      72     865      51     866    1445    +    3.3e-139  463.4  19.9  -
Intrasporangiaceae_Ornithinibacter               -          LKAP-TSAKG2_C01_011_2018_2 -               62     832      71     866      50     866    1441    +    3.6e-139  463.4  20.2  -
Ruminococcaceae_Herbivorax                       -          LKAP-TSAKG2_C01_011_2018_2 -               37     807      68     865      47     866    1421    +    3.7e-139  463.1  20.4  -
Clostridiales_Flintibacter                       -          LKAP-TSAKG2_C01_011_2018_2 -               12     801      50     865      33     866     808    +    4.1e-139  463.3  21.2  -
Clostridiales_Parvimonas                         -          LKAP-TSAKG2_C01_011_2018_2 -               48     840      41     866       6     866    1481    +    4.1e-139  463.1  22.8  -
Intrasporangiaceae_Humibacillus                  -          LKAP-TSAKG2_C01_011_2018_2 -               39     808      72     866      52     866    1480    +    4.4e-139  462.9  20.4  -
Microbacteriaceae_Conyzicola                     -          LKAP-TSAKG2_C01_011_2018_2 -               72     841      72     866      51     866    1457    +    5.1e-139  462.8  20.5  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_C01_011_2018_2 -                6     758      73     866      59     866    1317    +      7e-139  462.5  20.2  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-TSAKG2_C01_011_2018_2 -               90     865      74     864      53     866    1486    +    7.2e-139  462.4  19.6  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-TSAKG2_C01_011_2018_2 -               59     841      72     866      50     866    1443    +    7.6e-139  462.4  20.1  -
Sporomusaceae_Anaerospora                        -          LKAP-TSAKG2_C01_011_2018_2 -              122     915      74     862      53     866    1517    +    7.8e-139  462.0  20.1  -
Halanaerobiaceae_Halocella                       -          LKAP-TSAKG2_C01_011_2018_2 -               76     867      74     865      26     866    1475    +    8.1e-139  462.1  21.2  -
Flammeovirgaceae_Marivirga                       -          LKAP-TSAKG2_C01_011_2018_2 -               64     843      73     865      52     866    1476    +    8.4e-139  462.1  20.6  -
Halobacteroidaceae_Halanaerobaculum              -          LKAP-TSAKG2_C01_011_2018_2 -               49     854      43     866      21     866    1498    +    8.6e-139  461.9  21.6  -
Intrasporangiaceae_Kribbia                       -          LKAP-TSAKG2_C01_011_2018_2 -               63     833      70     866      49     866    1476    +    9.1e-139  462.0  20.4  -
Microbacteriaceae_Marisediminicola               -          LKAP-TSAKG2_C01_011_2018_2 -               83     854      70     866      47     866    1480    +    9.2e-139  461.9  20.6  -
Chrysiogenaceae_Chrysiogenes                     -          LKAP-TSAKG2_C01_011_2018_2 -               77     852      77     866      56     866    1511    +    1.1e-138  461.8  19.5  -
Porphyromonadaceae_Paludibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               80     857      74     865      53     866    1471    +    1.1e-138  461.8  19.5  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-TSAKG2_C01_011_2018_2 -               52     835      72     866      50     866    1418    +    1.1e-138  461.8  20.5  -
