# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               22     898       4     877       1     879    1526    +           0 1054.9  23.8  -
Rhodobacteraceae_Pseudophaeobacter               -          LKAP-GUTHK2_A08_064_2017_1 -               31     828       6     877       1     879    1426    +    5.9e-145  482.5  20.1  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-GUTHK2_A08_064_2017_1 -                9     843       4     877       1     879    1474    +    6.1e-145  482.5  21.6  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-GUTHK2_A08_064_2017_1 -               51     829      79     877      59     878    1419    +    6.2e-145  482.3  19.3  -
Halanaerobiales_Anoxybacter                      -          LKAP-GUTHK2_A08_064_2017_1 -               14     896       5     877       1     879    1500    +      8e-145  482.0  23.4  -
Nostocales_Halotia                               -          LKAP-GUTHK2_A08_064_2017_1 -               10     812       5     877       2     878    1458    +      8e-145  482.0  19.8  -
Celerinatantimonadaceae_Celerinatantimonas       -          LKAP-GUTHK2_A08_064_2017_1 -                4     873       4     877       2     879    1433    +    1.1e-144  481.5  22.2  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               16     820       4     877       2     879    1443    +    1.2e-144  481.3  20.5  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-GUTHK2_A08_064_2017_1 -               33     828       8     877       1     879    1427    +    1.3e-144  481.4  20.9  -
Campylobacteraceae_Campylobacter                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     841       4     877       2     879    1424    +    1.5e-144  480.1  21.1  -
Kofleriaceae_Kofleria                            -          LKAP-GUTHK2_A08_064_2017_1 -               40     896      16     877       1     879    1498    +    1.7e-144  481.1  22.7  -
Rhodobacteraceae_Mameliella                      -          LKAP-GUTHK2_A08_064_2017_1 -               37     804      19     877       2     879    1380    +    1.8e-144  480.9  19.8  -
Comamonadaceae_Pelomonas                         -          LKAP-GUTHK2_A08_064_2017_1 -               30     824      73     877      53     879    1390    +    1.9e-144  480.8  20.5  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     846       4     877       1     879    1443    +      2e-144  480.7  20.9  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-GUTHK2_A08_064_2017_1 -                8     859       3     877       1     879    1477    +      2e-144  480.5  22.6  -
Clostridiales_Catabacter                         -          LKAP-GUTHK2_A08_064_2017_1 -                9     861       4     877       1     879    1453    +    2.2e-144  480.5  22.6  -
Comamonadaceae_Limnohabitans                     -          LKAP-GUTHK2_A08_064_2017_1 -               19     850      19     877       5     879    1500    +    2.6e-144  480.0  22.5  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               13     812       4     877       2     879    1389    +    2.7e-144  480.3  20.3  -
Comamonadaceae_Verminephrobacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               45     881      19     877       2     879    1469    +    3.2e-144  479.7  22.4  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-GUTHK2_A08_064_2017_1 -                7     856       6     877       1     879    1515    +    4.3e-144  479.6  22.2  -
Sporomusaceae_Acetonema                          -          LKAP-GUTHK2_A08_064_2017_1 -               18     875      12     877       1     879    1510    +    4.9e-144  479.3  21.5  -
Clostridiaceae_Haloimpatiens                     -          LKAP-GUTHK2_A08_064_2017_1 -               30     857       5     877       1     879    1476    +    5.5e-144  479.2  21.5  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-GUTHK2_A08_064_2017_1 -               30     859       4     877       1     879    1483    +    6.6e-144  479.2  21.2  -
Peptococcaceae_Desulfitibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -              165     980      71     877      49     879    1559    +    6.7e-144  479.0  20.7  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-GUTHK2_A08_064_2017_1 -              179     951      75     877      55     879    1577    +    6.9e-144  478.9  19.1  -
Clostridiales_Proteocatella                      -          LKAP-GUTHK2_A08_064_2017_1 -                9     849       4     876       1     878    1450    +    7.1e-144  479.0  22.2  -
Selenomonadaceae_Anaerovibrio                    -          LKAP-GUTHK2_A08_064_2017_1 -              134     937      76     877      55     879    1587    +    7.4e-144  478.8  20.6  -
Coriobacteriaceae_Enorma                         -          LKAP-GUTHK2_A08_064_2017_1 -               40     849      18     877       2     879    1465    +    8.2e-144  479.2  21.5  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-GUTHK2_A08_064_2017_1 -               28     863      19     877       4     878    1465    +    8.5e-144  478.4  21.0  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-GUTHK2_A08_064_2017_1 -               39     834      74     877      54     879    1432    +    9.6e-144  478.3  20.9  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-GUTHK2_A08_064_2017_1 -               46     863      18     877       2     879    1482    +      1e-143  478.4  21.2  -
Persicobacteraceae_Persicobacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               28     855      19     877       2     878    1447    +    1.1e-143  478.5  20.7  -
Chromobacteriaceae_Deefgea                       -          LKAP-GUTHK2_A08_064_2017_1 -               29     865      19     877       1     879    1511    +    1.3e-143  478.0  21.5  -
Clostridiaceae_Saccharofermentans                -          LKAP-GUTHK2_A08_064_2017_1 -               25     867       5     877       1     879    1510    +    1.8e-143  477.4  21.9  -
Comamonadaceae_Roseateles                        -          LKAP-GUTHK2_A08_064_2017_1 -               34     829      72     877      49     879    1396    +    1.9e-143  477.5  21.4  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-GUTHK2_A08_064_2017_1 -                1     787      82     877      82     879    1345    +    2.2e-143  477.2  18.7  -
Neisseriaceae_Conchiformibius                    -          LKAP-GUTHK2_A08_064_2017_1 -               18     876       3     877       1     879    1479    +    2.3e-143  477.3  22.1  -
Alcaligenaceae_Kerstersia                        -          LKAP-GUTHK2_A08_064_2017_1 -                7     852      12     877       7     879    1414    +    2.5e-143  477.3  21.9  -
Christensenellaceae_Christensenella              -          LKAP-GUTHK2_A08_064_2017_1 -               18     870       4     877       1     879    1497    +    3.5e-143  476.5  22.9  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-GUTHK2_A08_064_2017_1 -                5     855       4     877       2     879    1474    +    4.4e-143  476.2  23.2  -
Alcaligenaceae_Alcaligenes                       -          LKAP-GUTHK2_A08_064_2017_1 -               14     860      13     877       2     879    1469    +    5.4e-143  475.8  22.1  -
Petrotogaceae_Marinitoga                         -          LKAP-GUTHK2_A08_064_2017_1 -               11     854       3     877       1     878    1487    +    5.7e-143  476.1  23.1  -
Eubacteriaceae_Holdemanella                      -          LKAP-GUTHK2_A08_064_2017_1 -               96     893      73     876      49     878    1487    +    5.8e-143  475.8  20.8  -
Pseudoalteromonadaceae_Psychrosphaera            -          LKAP-GUTHK2_A08_064_2017_1 -               32     861      19     877       1     879    1450    +      6e-143  475.7  22.1  -
Burkholderiales_Rubrivivax                       -          LKAP-GUTHK2_A08_064_2017_1 -               30     878       5     877       2     879    1496    +    7.1e-143  475.5  22.5  -
Phormidiaceae_Cephalothrix                       -          LKAP-GUTHK2_A08_064_2017_1 -               77     833      75     877      51     878    1481    +    7.1e-143  475.6  19.5  -
Microbacteriaceae_Allohumibacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               19     856       5     877       1     879    1450    +    9.2e-143  475.2  21.5  -
Micromonosporaceae_Polymorphospora               -          LKAP-GUTHK2_A08_064_2017_1 -                9     839       4     877       1     879    1471    +    9.5e-143  475.3  21.5  -
Glycomycetaceae_Salininema                       -          LKAP-GUTHK2_A08_064_2017_1 -               29     872       4     877       1     879    1492    +    9.9e-143  475.2  22.0  -
Clostridiaceae_Fervidicella                      -          LKAP-GUTHK2_A08_064_2017_1 -                5     776      75     877      72     879    1423    +    1.1e-142  475.1  18.5  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-GUTHK2_A08_064_2017_1 -               30     854      17     877       1     879    1458    +    1.2e-142  475.2  21.5  -
Clostridiaceae_Thermobrachium                    -          LKAP-GUTHK2_A08_064_2017_1 -                3     774      75     877      73     879    1404    +    1.2e-142  474.9  18.6  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-GUTHK2_A08_064_2017_1 -               28     855      19     877       2     878    1430    +    1.3e-142  474.7  22.2  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-GUTHK2_A08_064_2017_1 -               28     860      19     877       2     879    1460    +    1.5e-142  474.3  20.8  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-GUTHK2_A08_064_2017_1 -               10     836       5     877       1     879    1431    +    1.5e-142  474.5  20.2  -
Nevskiaceae_Solimonas                            -          LKAP-GUTHK2_A08_064_2017_1 -               37     860      19     877       2     879    1476    +    1.6e-142  474.6  20.8  -
Micromonosporaceae_Krasilnikovia                 -          LKAP-GUTHK2_A08_064_2017_1 -               28     860       4     877       1     879    1511    +    1.9e-142  474.2  21.8  -
Lachnospiraceae_Abyssivirga                      -          LKAP-GUTHK2_A08_064_2017_1 -               29     871       4     877       1     879    1520    +      2e-142  474.1  22.5  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP-GUTHK2_A08_064_2017_1 -               18     852       4     876       1     879    1425    +      2e-142  474.0  21.6  -
Sporomusaceae_Anaeroarcus                        -          LKAP-GUTHK2_A08_064_2017_1 -               17     872      11     877       1     879    1506    +    2.1e-142  473.9  22.0  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               43     872      16     877       2     878    1502    +    2.2e-142  473.9  22.1  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-GUTHK2_A08_064_2017_1 -               42     821      74     877      54     879    1395    +    2.4e-142  473.9  20.3  -
Nocardioidaceae_Thermasporomyces                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     845       4     877       1     879    1447    +    2.8e-142  473.8  21.6  -
Streptomycetaceae_Allostreptomyces               -          LKAP-GUTHK2_A08_064_2017_1 -               30     863       4     877       1     879    1510    +    3.4e-142  473.5  21.5  -
Veillonellaceae_Negativicoccus                   -          LKAP-GUTHK2_A08_064_2017_1 -               50     861      75     877      54     879    1401    +    3.5e-142  473.0  20.5  -
Acidaminococcaceae_Succinispira                  -          LKAP-GUTHK2_A08_064_2017_1 -               68     881      75     877      54     879    1495    +    3.6e-142  473.2  20.4  -
Nocardiaceae_Micropolyspora                      -          LKAP-GUTHK2_A08_064_2017_1 -               17     852       4     877       1     879    1461    +      4e-142  473.2  21.8  -
Veillonellaceae_Allisonella                      -          LKAP-GUTHK2_A08_064_2017_1 -               99     912      76     877      55     879    1537    +    6.1e-142  472.4  20.3  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-GUTHK2_A08_064_2017_1 -               11     829       5     876       1     878    1480    +    6.4e-142  472.6  22.1  -
Clostridiales_Soehngenia                         -          LKAP-GUTHK2_A08_064_2017_1 -               12     857       5     877       1     879    1494    +    6.7e-142  472.4  22.1  -
Cytophagaceae_Cytophaga                          -          LKAP-GUTHK2_A08_064_2017_1 -                4     791      75     877      72     879    1382    +    6.7e-142  472.3  19.8  -
Alcaligenaceae_Castellaniella                    -          LKAP-GUTHK2_A08_064_2017_1 -               12     861      13     877       3     879    1464    +    6.8e-142  472.3  22.0  -
Pseudonocardiaceae_Thermotunica                  -          LKAP-GUTHK2_A08_064_2017_1 -                6     828       7     877       3     879    1446    +    7.2e-142  472.4  21.4  -
Sporomusaceae_Dendrosporobacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               25     871      19     877       2     879    1506    +    7.9e-142  472.1  22.4  -
Alcaligenaceae_Achromobacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               22     859      16     877       2     879    1483    +    7.9e-142  472.0  22.5  -
Eubacteriaceae_Alkalibaculum                     -          LKAP-GUTHK2_A08_064_2017_1 -               40     811      72     877      59     879    1517    +    8.2e-142  472.0  19.7  -
Verrucomicrobiaceae_Haloferula                   -          LKAP-GUTHK2_A08_064_2017_1 -               82     870      76     877      54     879    1460    +    8.9e-142  472.0  20.2  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-GUTHK2_A08_064_2017_1 -               28     854      19     877       2     879    1462    +      9e-142  472.0  21.9  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-GUTHK2_A08_064_2017_1 -               26     874       4     877       1     879    1453    +    9.2e-142  472.0  22.5  -
Clostridiaceae_Salimesophilobacter               -          LKAP-GUTHK2_A08_064_2017_1 -               91     864      76     877      54     879    1471    +    9.4e-142  471.8  19.2  -
Phormidiaceae_Ancylothrix                        -          LKAP-GUTHK2_A08_064_2017_1 -               30     834       5     877       2     878    1485    +    1.1e-141  471.9  20.2  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-GUTHK2_A08_064_2017_1 -                6     842       4     877       1     879    1420    +    1.1e-141  471.6  21.2  -
Clostridiales_Anaerovorax                        -          LKAP-GUTHK2_A08_064_2017_1 -               31     875       6     877       1     878    1500    +    1.3e-141  471.4  21.7  -
Lachnospiraceae_Falcatimonas                     -          LKAP-GUTHK2_A08_064_2017_1 -               27     875       4     877       1     879    1484    +    1.3e-141  471.5  22.1  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-GUTHK2_A08_064_2017_1 -               18     864      19     877       5     879    1424    +    1.3e-141  471.6  22.2  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-GUTHK2_A08_064_2017_1 -               33     892       6     875       1     878    1418    +    1.3e-141  471.2  22.1  -
Ruminococcaceae_Fournierella                     -          LKAP-GUTHK2_A08_064_2017_1 -               46     878      17     877       1     879    1491    +    1.4e-141  471.4  22.2  -
Lewinellaceae_Lewinella                          -          LKAP-GUTHK2_A08_064_2017_1 -               24     854      16     877       2     878    1446    +    1.6e-141  471.1  22.3  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-GUTHK2_A08_064_2017_1 -               21     781      68     877      47     879    1401    +    1.8e-141  471.1  19.8  -
Microbacteriaceae_Cnuibacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               30     869       5     877       1     879    1490    +    1.9e-141  470.9  21.4  -
Moritellaceae_Moritella                          -          LKAP-GUTHK2_A08_064_2017_1 -               29     888       4     877       2     879    1506    +      2e-141  470.6  21.4  -
Neisseriaceae_Alysiella                          -          LKAP-GUTHK2_A08_064_2017_1 -               32     888       3     877       1     879    1524    +    2.2e-141  470.6  22.1  -
Acidothermaceae_Acidothermus                     -          LKAP-GUTHK2_A08_064_2017_1 -               26     858       4     877       1     879    1509    +    2.5e-141  470.6  21.3  -
Orbaceae_Orbus                                   -          LKAP-GUTHK2_A08_064_2017_1 -               41     875      19     877       2     879    1522    +    2.6e-141  470.1  21.3  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-GUTHK2_A08_064_2017_1 -               29     904       4     877       2     879    1528    +    2.6e-141  470.3  22.5  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-GUTHK2_A08_064_2017_1 -               25     851      18     877       3     879    1443    +    2.8e-141  470.5  21.3  -
Sporomusaceae_Anaeromusa                         -          LKAP-GUTHK2_A08_064_2017_1 -               39     883      19     877       2     879    1530    +    2.9e-141  470.1  21.9  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-GUTHK2_A08_064_2017_1 -               46     878      18     877       1     879    1494    +    3.6e-141  470.1  22.0  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-GUTHK2_A08_064_2017_1 -                1     782      78     877      78     879    1427    +    3.7e-141  470.0  18.8  -
Nautiliaceae_Nautilia                            -          LKAP-GUTHK2_A08_064_2017_1 -                2     804      21     877      20     879    1369    +      4e-141  470.0  21.6  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-GUTHK2_A08_064_2017_1 -               29     875       4     877       1     879    1498    +    4.3e-141  469.8  22.2  -
Veillonellaceae_Anaeroglobus                     -          LKAP-GUTHK2_A08_064_2017_1 -                7     824      72     877      65     879    1408    +    4.6e-141  469.5  20.3  -
Nannocystaceae_Enhygromyxa                       -          LKAP-GUTHK2_A08_064_2017_1 -               40     872      18     877       1     879    1480    +    4.9e-141  469.6  22.0  -
Spirochaetaceae_Salinispira                      -          LKAP-GUTHK2_A08_064_2017_1 -               61     913       6     876       1     878    1501    +    5.2e-141  469.4  22.3  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-GUTHK2_A08_064_2017_1 -               20     864       6     876       1     878    1465    +    5.9e-141  469.4  21.9  -
Cellulomonadaceae_Tropheryma                     -          LKAP-GUTHK2_A08_064_2017_1 -               29     865       5     877       1     879    1484    +      6e-141  469.3  21.6  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-GUTHK2_A08_064_2017_1 -               59     843      59     876      22     878    1495    +    6.2e-141  469.0  20.5  -
Erysipelotrichaceae_Faecalibaculum               -          LKAP-GUTHK2_A08_064_2017_1 -               48     878      19     876       2     878    1487    +    7.1e-141  469.1  22.0  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-GUTHK2_A08_064_2017_1 -               20     852      18     877       3     879    1445    +    7.2e-141  468.9  21.8  -
Pasteurellaceae_Gallibacterium                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     867      19     877       1     879    1464    +    7.3e-141  469.0  22.2  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-GUTHK2_A08_064_2017_1 -               31     898       6     877       1     879    1549    +    7.8e-141  468.9  22.5  -
Bradymonadaceae_Bradymonas                       -          LKAP-GUTHK2_A08_064_2017_1 -               69     856      76     877      54     879    1461    +    8.9e-141  468.5  20.5  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               10     877       5     877       1     879    1479    +      1e-140  468.6  22.4  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-GUTHK2_A08_064_2017_1 -               16     852      19     877       5     879    1459    +      1e-140  468.5  21.7  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-GUTHK2_A08_064_2017_1 -               28     860      19     877       2     878    1456    +    1.1e-140  468.3  21.7  -
Lachnospiraceae_Kineothrix                       -          LKAP-GUTHK2_A08_064_2017_1 -               19     864       5     877       1     879    1412    +    1.2e-140  468.3  22.3  -
Beutenbergiaceae_Beutenbergia                    -          LKAP-GUTHK2_A08_064_2017_1 -               18     860       4     877       1     879    1485    +    1.4e-140  468.1  22.4  -
Pasteurellaceae_Ursidibacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               54     913       4     877       2     879    1409    +    1.4e-140  467.9  22.3  -
Egibacteraceae_Egibacter                         -          LKAP-GUTHK2_A08_064_2017_1 -               47     865      18     876       1     879    1516    +    1.6e-140  468.0  21.5  -
Erysipelotrichaceae_Dubosiella                   -          LKAP-GUTHK2_A08_064_2017_1 -               55     858      70     876      18     878    1460    +    1.6e-140  467.8  21.1  -
Methylocystaceae_Terasakiella                    -          LKAP-GUTHK2_A08_064_2017_1 -               29     838       4     877       2     879    1463    +    1.9e-140  467.4  21.0  -
Dermatophilaceae_Austwickia                      -          LKAP-GUTHK2_A08_064_2017_1 -               15     850       5     877       1     879    1495    +    1.9e-140  467.6  21.5  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-GUTHK2_A08_064_2017_1 -               18     830      18     877       3     879    1441    +      2e-140  467.6  21.2  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-GUTHK2_A08_064_2017_1 -               81     893      76     877      53     879    1509    +    2.1e-140  467.4  20.8  -
Egicoccaceae_Egicoccus                           -          LKAP-GUTHK2_A08_064_2017_1 -               29     863       4     876       1     879    1512    +    2.1e-140  467.4  21.8  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-GUTHK2_A08_064_2017_1 -              166     974      76     877      56     879    1588    +    2.3e-140  467.4  21.4  -
Micromonosporaceae_Xiangella                     -          LKAP-GUTHK2_A08_064_2017_1 -               30     861       4     877       1     879    1512    +    2.4e-140  467.3  21.6  -
Microbacteriaceae_Aurantimicrobium               -          LKAP-GUTHK2_A08_064_2017_1 -                9     846       4     877       1     879    1473    +    2.6e-140  467.1  21.5  -
Synergistaceae_Cloacibacillus                    -          LKAP-GUTHK2_A08_064_2017_1 -                9     828       4     876       2     879    1447    +    2.7e-140  467.2  20.9  -
Sporomusaceae_Thermosinus                        -          LKAP-GUTHK2_A08_064_2017_1 -               84     896      76     877      53     879    1554    +    2.9e-140  466.8  20.8  -
Deltaproteobacteria_Dissulfuribacter             -          LKAP-GUTHK2_A08_064_2017_1 -               17     888       6     877       1     879    1502    +      3e-140  467.1  22.4  -
Microbacteriaceae_Rudaibacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               18     854       5     877       1     879    1466    +    3.1e-140  467.0  21.1  -
Succinivibrionaceae_Anaerobiospirillum           -          LKAP-GUTHK2_A08_064_2017_1 -               18     846       3     877       1     879    1494    +    3.2e-140  466.6  21.6  -
Micromonosporaceae_Mangrovihabitans              -          LKAP-GUTHK2_A08_064_2017_1 -               29     865       4     877       1     879    1484    +    3.5e-140  466.8  22.0  -
Geodermatophilaceae_Antricoccus                  -          LKAP-GUTHK2_A08_064_2017_1 -               18     835      19     877       5     879    1415    +    3.5e-140  466.6  20.9  -
Erysipelotrichaceae_Bulleidia                    -          LKAP-GUTHK2_A08_064_2017_1 -               10     851       5     875       1     878    1479    +    3.8e-140  466.7  22.9  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-GUTHK2_A08_064_2017_1 -               29     864       4     877       2     878    1483    +    3.9e-140  466.3  21.0  -
Acidimicrobiales_Aciditerrimonas                 -          LKAP-GUTHK2_A08_064_2017_1 -               13     852       6     877       1     879    1483    +    4.2e-140  466.7  22.2  -
Clostridiaceae_Lactonifactor                     -          LKAP-GUTHK2_A08_064_2017_1 -               28     876       4     877       1     879    1438    +    4.3e-140  466.3  22.3  -
Opitutaceae_Cephaloticoccus                      -          LKAP-GUTHK2_A08_064_2017_1 -               48     903      19     876       2     879    1552    +    4.4e-140  466.1  21.9  -
Ruminococcaceae_Mageeibacillus                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     854      19     877       1     879    1480    +    4.8e-140  466.1  21.4  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-GUTHK2_A08_064_2017_1 -               94     863      79     877      62     878    1482    +    5.2e-140  466.0  18.7  -
Nannocystaceae_Plesiocystis                      -          LKAP-GUTHK2_A08_064_2017_1 -               36     870      16     877       1     879    1484    +    5.3e-140  466.2  21.8  -
Nitrospiraceae_Leptospirillum                    -          LKAP-GUTHK2_A08_064_2017_1 -               76     884      77     877      56     879    1516    +    5.8e-140  465.8  20.6  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-GUTHK2_A08_064_2017_1 -               48     876      19     877       1     879    1475    +    6.2e-140  465.9  22.7  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               24     855      16     877       2     879    1449    +    7.1e-140  465.6  22.2  -
Dermabacteraceae_Devriesea                       -          LKAP-GUTHK2_A08_064_2017_1 -               28     862       4     877       1     879    1476    +    8.5e-140  465.3  21.7  -
Micromonosporaceae_Jishengella                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     859       4     877       1     879    1508    +    8.5e-140  465.5  21.4  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-GUTHK2_A08_064_2017_1 -                6     832      19     877      15     879    1452    +    8.6e-140  465.6  21.1  -
Alcaligenaceae_Taylorella                        -          LKAP-GUTHK2_A08_064_2017_1 -               95     892      75     877      54     879    1521    +    8.6e-140  465.4  20.5  -
Micromonosporaceae_Pseudosporangium              -          LKAP-GUTHK2_A08_064_2017_1 -               29     862       4     877       1     879    1513    +    8.9e-140  465.4  21.7  -
Lachnospiraceae_Faecalimonas                     -          LKAP-GUTHK2_A08_064_2017_1 -               29     875       4     877       1     879    1492    +    1.1e-139  464.9  22.4  -
Syntrophomonadaceae_Thermohydrogenium            -          LKAP-GUTHK2_A08_064_2017_1 -               27     854       5     877       1     879    1508    +    1.2e-139  464.9  21.7  -
Microbacteriaceae_Rhodoluna                      -          LKAP-GUTHK2_A08_064_2017_1 -               15     833      18     877       6     879    1423    +    1.3e-139  464.9  21.2  -
Caldilineaceae_Litorilinea                       -          LKAP-GUTHK2_A08_064_2017_1 -               17     863       5     877       1     879    1543    +    1.3e-139  464.8  22.8  -
Microbacteriaceae_Klugiella                      -          LKAP-GUTHK2_A08_064_2017_1 -               33     869       5     877       1     879    1501    +    1.4e-139  464.7  21.4  -
Microbacteriaceae_Diaminobutyricibacter          -          LKAP-GUTHK2_A08_064_2017_1 -               18     855       4     877       1     879    1466    +    1.5e-139  464.6  20.9  -
Acidaminococcaceae_Succiniclasticum              -          LKAP-GUTHK2_A08_064_2017_1 -               77     890      75     877      46     879    1505    +    1.5e-139  464.5  20.9  -
Alcaligenaceae_Oligella                          -          LKAP-GUTHK2_A08_064_2017_1 -               24     879       4     876       2     879    1504    +    1.6e-139  464.3  22.2  -
Microbacteriaceae_Lysinibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     866       4     877       1     879    1482    +    1.6e-139  464.5  21.2  -
Microbacteriaceae_Alpinimonas                    -          LKAP-GUTHK2_A08_064_2017_1 -               30     866       5     877       1     879    1513    +    1.7e-139  464.4  21.8  -
Deferribacteraceae_Flexistipes                   -          LKAP-GUTHK2_A08_064_2017_1 -               39     899       6     877       1     879    1498    +    1.8e-139  464.2  22.3  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-GUTHK2_A08_064_2017_1 -                6     842      15     877      10     879    1417    +    1.8e-139  464.3  21.7  -
Kineosporiaceae_Thalassiella                     -          LKAP-GUTHK2_A08_064_2017_1 -               17     853       5     877       1     879    1466    +    2.2e-139  464.2  21.7  -
Gammaproteobacteria_Litorivivens                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     861       4     877       1     879    1456    +    2.4e-139  463.9  22.2  -
Clostridiales_Dethiosulfatibacter                -          LKAP-GUTHK2_A08_064_2017_1 -               52     860      19     877       2     879    1479    +    2.5e-139  463.9  20.6  -
Intrasporangiaceae_Oryzobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               14     852       5     877       1     879    1467    +    2.8e-139  463.7  21.3  -
Jiangellaceae_Haloactinopolyspora                -          LKAP-GUTHK2_A08_064_2017_1 -                6     823      15     877      10     879    1432    +    3.5e-139  463.4  20.5  -
Microbacteriaceae_Compostimonas                  -          LKAP-GUTHK2_A08_064_2017_1 -               26     853      12     877       1     879    1422    +    3.9e-139  463.2  21.5  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-GUTHK2_A08_064_2017_1 -               11     856       4     877       1     879    1416    +    3.9e-139  463.2  21.7  -
Clostridiales_Frisingicoccus                     -          LKAP-GUTHK2_A08_064_2017_1 -               29     878       4     877       1     879    1448    +      4e-139  463.2  22.5  -
Kiloniellaceae_Kiloniella                        -          LKAP-GUTHK2_A08_064_2017_1 -               47     837      19     877       3     879    1450    +    4.1e-139  462.9  20.2  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               35     889       5     877       2     879    1480    +    4.2e-139  462.9  22.2  -
Selenomonadaceae_Schwartzia                      -          LKAP-GUTHK2_A08_064_2017_1 -               76     879      76     877      49     879    1489    +    4.2e-139  463.0  20.4  -
Aquificales_Thermosulfidibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               17     879      18     877       5     879    1450    +    4.2e-139  463.3  23.1  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-GUTHK2_A08_064_2017_1 -                3     826      40     877      38     879    1318    +    4.4e-139  463.1  21.2  -
