# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Acetobacteraceae_Nguyenibacter                   -          A1b_forward          -                1     845       5     900       5     900    1407    +      6e-164  545.6  19.1  -
Opitutaceae_Cephaloticoccus                      -          A1b_forward          -               24     942       4     900       2     900    1552    +    6.9e-164  545.1  19.0  -
Rhodobacteraceae_Halodurantibacterium            -          A1b_forward          -                3     846       3     900       1     900    1387    +    6.9e-164  545.3  18.5  -
Rhodobacteraceae_Vadicella                       -          A1b_forward          -                9     852       3     900       1     900    1439    +    6.9e-164  545.2  18.9  -
Acetobacteraceae_Swaminathania                   -          A1b_forward          -               23     868       3     900       1     900    1455    +    7.1e-164  545.4  19.5  -
Streptosporangiaceae_Microtetraspora             -          A1b_forward          -                1     845      30     900      30     900    1415    +    7.1e-164  545.0  19.6  -
Thermaceae_Thermus                               -          A1b_forward          -                8     888       4     900       2     900    1482    +    7.2e-164  545.5  19.7  -
Acetobacteraceae_Acidisphaera                    -          A1b_forward          -               23     871       3     900       1     900    1451    +    9.8e-164  544.9  20.1  -
Hyphomicrobiaceae_Arsenicitalea                  -          A1b_forward          -                3     846       3     900       1     900    1438    +    1.1e-163  544.5  19.1  -
Spirochaetaceae_Alkalispirochaeta                -          A1b_forward          -                2     893      11     900      10     900    1462    +    1.1e-163  544.6  19.1  -
Chitinophagaceae_Lacibacter                      -          A1b_forward          -                2     880      20     899      19     900    1412    +    1.3e-163  544.5  17.5  -
Actinopolysporaceae_Actinopolyspora              -          A1b_forward          -                2     895       5     900       4     900    1471    +    1.7e-163  543.9  19.5  -
Sphingobacteriaceae_Pseudopedobacter             -          A1b_forward          -               24     921       4     900       2     900    1518    +    1.8e-163  544.0  18.3  -
Pasteurellaceae_Cricetibacter                    -          A1b_forward          -               19     864      54     900      34     900    1295    +    1.8e-163  543.8  18.6  -
Desulfobacteraceae_Desulfosalsimonas             -          A1b_forward          -                3     923       4     900       2     900    1469    +    1.9e-163  543.8  18.9  -
Flavobacteriaceae_Flavivirga                     -          A1b_forward          -                4     891       4     900       2     900    1439    +      2e-163  543.6  18.3  -
Verrucomicrobiaceae_Luteolibacter                -          A1b_forward          -                3     889      15     899      13     900    1459    +    2.2e-163  543.7  18.7  -
Lachnospiraceae_Dorea                            -          A1b_forward          -               12     792      99     900      80     900    1316    +    2.4e-163  543.6  17.6  -
Ruminococcaceae_Anaerofilum                      -          A1b_forward          -               30     929       3     900       2     900    1468    +    2.5e-163  543.0  18.6  -
Phyllobacteriaceae_Lentilitoribacter             -          A1b_forward          -                3     846       3     900       1     900    1443    +    2.6e-163  543.5  19.2  -
Synergistaceae_Cloacibacillus                    -          A1b_forward          -                3     867       3     900       2     900    1447    +    2.6e-163  543.5  20.5  -
Flavobacteriaceae_Arenibacter                    -          A1b_forward          -                4     897       4     900       2     900    1446    +    2.8e-163  543.2  18.9  -
Rhodobacteraceae_Lacimonas                       -          A1b_forward          -               23     865       3     900       1     900    1425    +    4.7e-163  542.7  18.8  -
Hyphomonadaceae_Fretibacter                      -          A1b_forward          -               11     864       3     900       1     900    1412    +    5.1e-163  542.5  19.2  -
Leuconostocaceae_Fructobacillus                  -          A1b_forward          -                4     911       4     899       2     900    1485    +    5.3e-163  542.4  18.5  -
Rhodobacteraceae_Frigidibacter                   -          A1b_forward          -               23     866       3     900       1     900    1428    +    5.4e-163  542.3  19.0  -
Deinococcaceae_Deinococcus                       -          A1b_forward          -                6     878       4     900       2     900    1455    +    5.5e-163  542.2  19.4  -
Bacteriovoracaceae_Peredibacter                  -          A1b_forward          -                3     896       3     900       1     900    1457    +    5.5e-163  542.4  18.5  -
Erysipelotrichaceae_Breznakia                    -          A1b_forward          -                9     934       4     900       2     900    1508    +    5.6e-163  542.0  19.4  -
Rhodobacteraceae_Roseicitreum                    -          A1b_forward          -               23     866       3     900       1     900    1429    +    6.4e-163  541.9  18.9  -
Beijerinckiaceae_Methyloferula                   -          A1b_forward          -               23     866       3     900       1     900    1408    +    6.5e-163  542.0  18.9  -
Alphaproteobacteria_Breoghania                   -          A1b_forward          -               23     865       3     900       1     900    1481    +    7.2e-163  542.0  19.0  -
Odoribacteraceae_Odoribacter                     -          A1b_forward          -                4     897       4     900       2     900    1478    +    8.1e-163  541.6  19.7  -
Xanthobacteraceae_Variibacter                    -          A1b_forward          -                3     844       3     900       1     900    1407    +    8.5e-163  541.7  19.0  -
Micromonosporaceae_Phytomonospora                -          A1b_forward          -               23     902       3     900       2     900    1513    +    8.7e-163  541.7  19.4  -
Marinilabiliaceae_Labilibacter                   -          A1b_forward          -               26     919       4     900       2     900    1470    +      1e-162  541.0  18.2  -
Rhodobacteraceae_Nereida                         -          A1b_forward          -               23     866       3     900       1     900    1455    +    1.7e-162  540.6  19.0  -
Rhizobiaceae_Ciceribacter                        -          A1b_forward          -                1     829      16     900      16     900    1392    +    1.8e-162  540.7  19.0  -
Chitinophagaceae_Filimonas                       -          A1b_forward          -               24     916       4     899       2     900    1493    +      2e-162  540.4  18.8  -
Rhodobacteraceae_Pseudoroseicyclus               -          A1b_forward          -                3     846       3     900       1     900    1418    +    2.2e-162  540.3  18.6  -
Methylocystaceae_Albibacter                      -          A1b_forward          -               20     863       3     900       1     900    1476    +    2.4e-162  540.1  18.9  -
Balneolaceae_Balneola                            -          A1b_forward          -               15     910       3     900       2     900    1479    +    3.1e-162  539.7  18.9  -
Chitinophagaceae_Sediminibacterium               -          A1b_forward          -                2     877      21     899      20     900    1429    +    3.3e-162  539.7  18.0  -
Acetobacteraceae_Paracraurococcus                -          A1b_forward          -               21     865       3     900       1     900    1439    +    3.4e-162  540.0  19.5  -
Rhodobacteraceae_Hasllibacter                    -          A1b_forward          -               23     864       3     900       1     900    1429    +    3.7e-162  539.4  18.8  -
Cyclobacteriaceae_Mongoliicoccus                 -          A1b_forward          -                8     874      28     899      21     900    1405    +    3.9e-162  539.7  18.6  -
Sneathiellaceae_Taonella                         -          A1b_forward          -                3     844       3     900       1     900    1408    +    4.1e-162  539.4  18.9  -
Eggerthellaceae_Slackia                          -          A1b_forward          -                4     876       4     900       2     900    1463    +    4.2e-162  539.4  19.6  -
Rhodobiaceae_Anderseniella                       -          A1b_forward          -                3     844       3     900       1     900    1406    +    4.4e-162  539.2  18.9  -
Bacillaceae_Salisediminibacterium                -          A1b_forward          -               56     904      69     900      49     900    1449    +    5.2e-162  539.1  18.6  -
Crocinitomicaceae_Brumimicrobium                 -          A1b_forward          -               13     904       4     900       2     900    1484    +    5.4e-162  538.9  18.5  -
Rhizobiaceae_Methylobrevis                       -          A1b_forward          -               33     826      69     900      48     900    1367    +      6e-162  538.9  18.7  -
Acetobacteraceae_Humitalea                       -          A1b_forward          -               23     867       3     900       1     900    1479    +      6e-162  539.0  19.5  -
Rickettsiaceae_Orientia                          -          A1b_forward          -                3     864       3     900       1     900    1459    +    6.8e-162  538.8  18.6  -
Acidimicrobiaceae_Ilumatobacter                  -          A1b_forward          -                3     882       3     900       2     900    1443    +    7.3e-162  538.8  19.6  -
Parvularculaceae_Aquisalinus                     -          A1b_forward          -               23     866       3     900       1     900    1426    +    1.4e-161  537.8  18.4  -
Rhodospirillaceae_Limibacillus                   -          A1b_forward          -                2     830      30     900      29     900    1402    +    1.4e-161  537.5  18.8  -
Phormidiaceae_Cephalothrix                       -          A1b_forward          -               24     871       4     900       2     900    1481    +    1.6e-161  537.4  20.1  -
Flavobacteriaceae_Moheibacter                    -          A1b_forward          -               24     910       4     900       2     900    1481    +    1.7e-161  537.0  18.5  -
Flavobacteriaceae_Euzebyella                     -          A1b_forward          -               24     921       4     900       2     900    1489    +    1.8e-161  537.1  18.9  -
Cytophagaceae_Litoribacter                       -          A1b_forward          -               15     887      24     899      11     900    1452    +      2e-161  537.2  18.8  -
Persicobacteraceae_Persicobacter                 -          A1b_forward          -                4     892       4     899       2     900    1447    +    2.2e-161  537.2  18.9  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          A1b_forward          -                3     848       3     900       1     900    1393    +    2.3e-161  536.8  19.0  -
Propionibacteriaceae_Mariniluteicoccus           -          A1b_forward          -               44     919       3     900       2     900    1536    +    2.3e-161  536.6  19.3  -
Eggerthellaceae_Eggerthella                      -          A1b_forward          -               24     897       4     900       2     900    1505    +    2.5e-161  536.5  19.5  -
Syntrophorhabdaceae_Syntrophorhabdus             -          A1b_forward          -                3     917       3     900       1     900    1482    +    2.6e-161  536.6  18.7  -
Pasteurellaceae_Histophilus                      -          A1b_forward          -                9     844      65     900      55     900    1361    +    2.7e-161  536.7  19.3  -
Comamonadaceae_Melaminivora                      -          A1b_forward          -                7     887      10     899       4     900    1436    +    2.9e-161  536.3  19.0  -
Hyphomonadaceae_Hellea                           -          A1b_forward          -                9     862       3     900       1     900    1412    +      3e-161  536.5  18.7  -
Fusobacteriaceae_Fusobacterium                   -          A1b_forward          -               20     881       4     899       2     900    1443    +    3.5e-161  536.2  19.5  -
Rhodobacteraceae_Agaricicola                     -          A1b_forward          -               22     865       3     900       1     900    1436    +    3.5e-161  536.2  18.7  -
Flavobacteriaceae_Ulvibacter                     -          A1b_forward          -                3     892       4     900       2     900    1440    +    3.5e-161  536.1  18.9  -
Selenomonadaceae_Pectinatus                      -          A1b_forward          -               23     930       3     900       2     900    1511    +    3.6e-161  536.0  18.6  -
Phyllobacteriaceae_Thalassocola                  -          A1b_forward          -                6     848       3     900       1     900    1443    +    3.6e-161  536.3  18.8  -
Eubacteriaceae_Irregularibacter                  -          A1b_forward          -               12     895       3     900       1     900    1431    +    4.1e-161  536.0  19.8  -
Pasteurellaceae_Necropsobacter                   -          A1b_forward          -               15     856      54     900      39     900    1272    +    4.1e-161  536.1  18.9  -
Sphingomonadaceae_Sandaracinobacter              -          A1b_forward          -                2     833      17     900      16     900    1417    +    5.6e-161  535.5  17.8  -
Rhodobacteraceae_Roseisalinus                    -          A1b_forward          -                1     837      10     900      10     900    1421    +    6.3e-161  535.4  18.7  -
Alphaproteobacteria_Phreatobacter                -          A1b_forward          -                3     844       3     900       1     900    1402    +    6.4e-161  535.6  19.0  -
Methylocystaceae_Chenggangzhangella              -          A1b_forward          -               22     865       3     900       1     900    1448    +    6.4e-161  535.4  18.9  -
Flavobacteriaceae_Elizabethkingia                -          A1b_forward          -               10     896       4     900       2     900    1450    +    6.8e-161  535.2  19.2  -
Fusobacteriaceae_Cetobacterium                   -          A1b_forward          -               25     892       4     899       2     900    1505    +    7.9e-161  534.9  20.0  -
Bradyrhizobiaceae_Tardiphaga                     -          A1b_forward          -                3     848       3     900       1     900    1439    +    9.6e-161  534.8  18.7  -
Rhodobiaceae_Tepidicaulis                        -          A1b_forward          -                7     844      18     900      11     900    1396    +    9.7e-161  534.8  18.6  -
Flavobacteriaceae_Chryseobacterium               -          A1b_forward          -                4     890       4     900       2     900    1439    +    1.1e-160  534.5  18.6  -
Bacillaceae_Piscibacillus                        -          A1b_forward          -                5     905      26     900      20     900    1520    +    1.5e-160  534.2  18.1  -
Rhodobacteraceae_Pseudopelagicola                -          A1b_forward          -                3     848       3     900       1     900    1392    +    1.8e-160  533.9  19.0  -
Dermacoccaceae_Yimella                           -          A1b_forward          -                2     860      27     900      26     900    1471    +    2.1e-160  533.5  19.6  -
Erythrobacteraceae_Erythromicrobium              -          A1b_forward          -                1     837      11     900      11     900    1413    +    2.1e-160  533.6  18.3  -
Flavobacteriaceae_Muricauda                      -          A1b_forward          -                4     899       4     900       2     900    1461    +    2.4e-160  533.5  18.7  -
Rhodospirillales_Elioraea                        -          A1b_forward          -                1     837      11     900      11     900    1413    +    2.8e-160  533.6  20.1  -
Flavobacteriaceae_Muriicola                      -          A1b_forward          -               24     919       4     900       2     900    1490    +    2.9e-160  533.2  19.3  -
Sphingomonadaceae_Hephaestia                     -          A1b_forward          -                3     847       3     900       1     900    1411    +    3.3e-160  533.2  18.5  -
Verrucomicrobiaceae_Roseibacillus                -          A1b_forward          -               14     910       3     899       1     900    1473    +    3.3e-160  533.2  19.0  -
Flavobacteriaceae_Empedobacter                   -          A1b_forward          -               25     911       4     900       2     900    1484    +    3.4e-160  532.7  18.7  -
Rhodobacteraceae_Albirhodobacter                 -          A1b_forward          -                1     846      16     900      16     900    1405    +    3.7e-160  532.8  18.6  -
Rhodospirillaceae_Tagaea                         -          A1b_forward          -               25     880       3     900       1     900    1467    +    3.8e-160  532.8  19.0  -
Hyphomonadaceae_Woodsholea                       -          A1b_forward          -                3     844       3     900       1     900    1421    +    3.8e-160  532.8  19.0  -
Deltaproteobacteria_Dissulfuribacter             -          A1b_forward          -                9     926       3     900       1     900    1502    +      4e-160  532.9  18.8  -
Rhodobacteraceae_Pseudooctadecabacter            -          A1b_forward          -                3     846       3     900       1     900    1384    +    4.2e-160  532.6  18.7  -
Kofleriaceae_Kofleria                            -          A1b_forward          -               19     934       3     900       1     900    1498    +    4.3e-160  532.7  18.6  -
Rhodospirillaceae_Rhodospira                     -          A1b_forward          -               50     891       3     900       1     900    1465    +    4.7e-160  532.5  18.0  -
Chitinophagaceae_Niabella                        -          A1b_forward          -               39     868      69     899      48     900    1406    +    4.7e-160  532.7  18.3  -
Sphingobacteriaceae_Olivibacter                  -          A1b_forward          -               13     902       4     900       2     900    1469    +    5.1e-160  532.3  19.2  -
Rhodobacteraceae_Rhodobaculum                    -          A1b_forward          -               26     870       3     900       1     900    1436    +    5.6e-160  532.4  18.7  -
Cytophagales_Ohtaekwangia                        -          A1b_forward          -                4     892       4     899       2     900    1444    +    6.1e-160  532.4  19.1  -
Rhizobiales_Qingshengfania                       -          A1b_forward          -               23     864       3     900       1     900    1442    +    6.5e-160  532.1  18.7  -
Emcibacteraceae_Emcibacter                       -          A1b_forward          -               23     877       3     900       1     900    1460    +    6.6e-160  532.2  19.1  -
Sphingobacteriaceae_Solitalea                    -          A1b_forward          -                4     893       4     900       2     900    1475    +    8.3e-160  531.9  18.7  -
Rhodobacteraceae_Marimonas                       -          A1b_forward          -               12     856       3     900       1     900    1437    +    8.4e-160  531.8  19.0  -
Rhodobacteraceae_Acuticoccus                     -          A1b_forward          -               11     853       3     900       1     900    1397    +    9.6e-160  531.7  18.6  -
Anaeroplasmataceae_Anaeroplasma                  -          A1b_forward          -               31     887       5     900       3     900    1435    +      1e-159  531.4  18.5  -
Rhodobacteraceae_Rubricella                      -          A1b_forward          -               23     866       3     900       1     900    1416    +    1.1e-159  531.3  19.1  -
Balneolaceae_Gracilimonas                        -          A1b_forward          -                3     900       3     900       2     900    1447    +    1.2e-159  531.1  18.6  -
Desulfobacteraceae_Desulfatitalea                -          A1b_forward          -                4     922       4     900       2     900    1485    +    1.3e-159  531.0  18.9  -
Leuconostocaceae_Leuconostoc                     -          A1b_forward          -                1     903       9     899       9     900    1477    +    1.3e-159  531.1  19.2  -
Marinifilaceae_Marinifilum                       -          A1b_forward          -                4     898       4     900       2     900    1451    +    1.5e-159  530.8  18.7  -
Sphingobacteriaceae_Mucilaginibacter             -          A1b_forward          -                4     893       4     900       2     900    1444    +    1.5e-159  530.9  18.6  -
Crocinitomicaceae_Lishizhenia                    -          A1b_forward          -               24     927       4     900       2     900    1513    +    1.5e-159  530.5  18.2  -
Desulfohalobiaceae_Desulfovermiculus             -          A1b_forward          -                2     902      12     900      11     900    1424    +    1.5e-159  530.9  18.8  -
Prochlorococcaceae_Prochlorococcus               -          A1b_forward          -               11     854       4     900       2     900    1465    +    1.6e-159  530.8  19.2  -
Pasteurellaceae_Seminibacterium                  -          A1b_forward          -               29     863      65     900      44     900    1405    +    1.8e-159  530.6  18.6  -
Halobacteroidaceae_Fuchsiella                    -          A1b_forward          -               20     929       3     900       2     900    1500    +    2.1e-159  530.3  18.4  -
Clostridiales_Mogibacterium                      -          A1b_forward          -               22     909       4     899       2     900    1477    +    2.3e-159  530.1  18.7  -
Acidobacteria_Thermoanaerobaculum                -          A1b_forward          -                4     917       4     900       2     900    1464    +    2.3e-159  530.3  18.9  -
Acetobacteraceae_Rhodovarius                     -          A1b_forward          -               25     868       4     900       2     900    1458    +    2.4e-159  530.4  18.9  -
Rhodobacteraceae_Thalassobacter                  -          A1b_forward          -               23     868       3     900       1     900    1465    +    2.5e-159  530.1  19.1  -
Actinomycetaceae_Flaviflexus                     -          A1b_forward          -                2     867      31     900      30     900    1400    +    2.7e-159  530.0  18.5  -
Eggerthellaceae_Gordonibacter                    -          A1b_forward          -               10     880       4     900       2     900    1437    +    2.9e-159  529.9  19.8  -
Cytophagaceae_Spirosoma                          -          A1b_forward          -                9     883       4     899       2     900    1438    +    3.7e-159  529.5  20.0  -
Thermoanaerobacterales_Caldicellulosiruptor      -          A1b_forward          -               20     924       3     900       2     900    1517    +    4.1e-159  529.3  19.1  -
Cytophagaceae_Dyadobacter                        -          A1b_forward          -                4     879       4     899       2     900    1416    +    4.2e-159  529.3  18.8  -
Rhodobacteraceae_Thiobacimonas                   -          A1b_forward          -               23     865       3     900       1     900    1425    +    4.7e-159  529.2  18.3  -
Fervidobacteraceae_Fervidobacterium              -          A1b_forward          -                5     868       4     900       2     900    1480    +    5.1e-159  529.3  21.1  -
Prevotellaceae_Alloprevotella                    -          A1b_forward          -                4     903       4     900       2     900    1455    +    5.7e-159  528.9  18.3  -
Geobacteraceae_Geothermobacter                   -          A1b_forward          -               24     941       3     900       1     900    1470    +    6.4e-159  528.7  18.7  -
Flavobacteriaceae_Riemerella                     -          A1b_forward          -                4     899       4     900       2     900    1440    +    6.7e-159  528.7  18.7  -
Veillonellaceae_Veillonella                      -          A1b_forward          -               11     880      54     900      45     900    1407    +    7.2e-159  528.5  18.3  -
Nautiliaceae_Nitratiruptor                       -          A1b_forward          -                4     884       4     899       2     900    1409    +    8.3e-159  528.5  19.6  -
Chlorobiaceae_Prosthecochloris                   -          A1b_forward          -               23     906       3     900       2     900    1495    +      1e-158  528.0  18.2  -
Flavobacteriaceae_Subsaxibacter                  -          A1b_forward          -               24     911       4     900       2     900    1479    +      1e-158  527.9  19.3  -
Rhodobacteraceae_Boseongicola                    -          A1b_forward          -                3     844       3     900       1     900    1391    +      1e-158  528.0  19.1  -
Petrotogaceae_Marinitoga                         -          A1b_forward          -                6     891       3     899       2     900    1487    +    1.1e-158  528.2  19.8  -
Beijerinckiaceae_Methylorosula                   -          A1b_forward          -               20     861       3     900       1     900    1413    +    1.2e-158  527.7  18.9  -
Rhizobiales_Alsobacter                           -          A1b_forward          -               11     856       3     900       1     900    1467    +    1.4e-158  527.6  18.9  -
Roseiarcaceae_Roseiarcus                         -          A1b_forward          -               22     863       3     900       1     900    1399    +    1.7e-158  527.3  19.2  -
Flavobacteriaceae_Sediminicola                   -          A1b_forward          -                4     891       4     900       2     900    1449    +    1.9e-158  527.1  19.3  -
Halanaerobiaceae_Halanaerobium                   -          A1b_forward          -               11     934       3     900       1     900    1503    +    2.1e-158  526.9  19.2  -
Nautiliaceae_Lebetimonas                         -          A1b_forward          -                4     869       4     899       2     900    1431    +    2.1e-158  527.3  20.2  -
Clostridiales_Acetoanaerobium                    -          A1b_forward          -                3     841      35     899      33     900    1343    +    2.5e-158  526.6  18.5  -
Pyrinomonadaceae_Brevitalea                      -          A1b_forward          -               25     941       5     899       2     900    1528    +    3.3e-158  526.3  18.7  -
Rhodobacteraceae_Alkalimicrobium                 -          A1b_forward          -               23     853       3     900       1     900    1411    +    3.6e-158  526.3  20.0  -
Rhodobacteraceae_Maliponia                       -          A1b_forward          -                3     835       3     900       1     900    1373    +    3.9e-158  526.3  19.9  -
Balneolaceae_Aliifodinibius                      -          A1b_forward          -                4     882      19     900      16     900    1446    +    4.5e-158  526.0  18.3  -
Eggerthellaceae_Enterorhabdus                    -          A1b_forward          -               13     884       4     900       2     900    1452    +    5.2e-158  525.9  19.3  -
Bradyrhizobiaceae_Pararhizobium                  -          A1b_forward          -                2     836      14     900      13     900    1421    +    5.7e-158  525.6  19.3  -
Thermoanaerobacterales_Thermosediminibacter      -          A1b_forward          -                1     857      29     900      29     900    1404    +    5.9e-158  525.7  19.7  -
Chitinophagaceae_Flavitalea                      -          A1b_forward          -                2     880      20     899      19     900    1447    +    6.2e-158  525.7  17.6  -
Rhodobacteraceae_Litorisediminivivens            -          A1b_forward          -                3     846       3     900       1     900    1390    +    6.8e-158  525.3  18.7  -
Rhodobacteraceae_Marivivens                      -          A1b_forward          -                3     846       3     900       1     900    1385    +    7.7e-158  525.1  18.6  -
Sporomusaceae_Propionispora                      -          A1b_forward          -               22     935       3     900       2     900    1548    +    7.8e-158  525.0  19.0  -
Leuconostocaceae_Oenococcus                      -          A1b_forward          -                7     931       5     899       2     900    1496    +      8e-158  525.3  18.8  -
Cryomorphaceae_Phaeocystidibacter                -          A1b_forward          -               24     913       4     900       2     900    1480    +    9.6e-158  525.0  19.1  -
Chitinophagaceae_Flaviaesturariibacter           -          A1b_forward          -               24     919       4     899       2     900    1493    +      1e-157  524.9  18.7  -
Desulfarculaceae_Desulfarculus                   -          A1b_forward          -               23     943       3     900       1     900    1522    +    1.3e-157  524.5  18.7  -
Rhodobacteraceae_Nautella                        -          A1b_forward          -                1     841       6     900       6     900    1426    +    1.3e-157  524.4  18.8  -
Rhodobacteraceae_Brevirhabdus                    -          A1b_forward          -                3     846       3     900       1     900    1384    +    1.3e-157  524.5  19.0  -
Rhodobacteraceae_Xuhuaishuia                     -          A1b_forward          -                3     846       3     900       1     900    1384    +    1.3e-157  524.5  19.0  -
Rhodobacteraceae_Marinibacterium                 -          A1b_forward          -                3     844       3     900       1     900    1378    +    1.3e-157  524.4  18.9  -
Desulfobacteraceae_Desulfocella                  -          A1b_forward          -               24     933       4     900       2     900    1547    +    1.6e-157  524.0  19.1  -
Rhodospirillaceae_Tistlia                        -          A1b_forward          -               13     857       3     900       1     900    1299    +    1.9e-157  524.2  18.9  -
Rhodobacteraceae_Dinoroseobacter                 -          A1b_forward          -                1     789      74     900      74     900    1262    +    1.9e-157  523.9  17.8  -
Clostridiaceae_Anaerosporobacter                 -          A1b_forward          -                4     881       4     899       2     900    1442    +    1.9e-157  523.9  19.6  -
Synergistaceae_Aminobacterium                    -          A1b_forward          -               20     898       3     900       2     900    1521    +      2e-157  523.7  20.7  -
Clostridiaceae_Paeniclostridium                  -          A1b_forward          -               13     863       4     899       2     900    1461    +      2e-157  523.8  18.6  -
Rhodobacteraceae_Citreimonas                     -          A1b_forward          -                3     845       3     900       1     900    1401    +      2e-157  524.0  19.1  -
Rhodobacteraceae_Litorisediminicola              -          A1b_forward          -                3     844       3     900       1     900    1382    +      2e-157  524.0  18.8  -
Nautiliaceae_Cetia                               -          A1b_forward          -               32     893       4     899       2     900    1482    +    2.1e-157  523.8  19.2  -
Rhodobacteraceae_Cereibacter                     -          A1b_forward          -               16     836      26     900       8     900    1380    +    2.2e-157  523.8  18.8  -
Rhodobacteraceae_Planktomarina                   -          A1b_forward          -                2     845       3     900       2     900    1441    +    2.4e-157  523.6  19.1  -
Leptotrichiaceae_Leptotrichia                    -          A1b_forward          -               23     893       4     899       2     900    1486    +    2.5e-157  523.4  20.3  -
Iodidimonadaceae_Iodidimonas                     -          A1b_forward          -               10     868       3     900       1     900    1437    +    3.2e-157  523.1  19.1  -
Deltaproteobacteria_Dissulfurimicrobium          -          A1b_forward          -               24     940       4     900       2     900    1521    +    3.6e-157  522.9  18.4  -
Rhodobacteraceae_Salinihabitans                  -          A1b_forward          -                3     846       3     900       1     900    1421    +    4.6e-157  522.7  18.6  -
Fusobacteriaceae_Propionigenium                  -          A1b_forward          -               33     905       4     899       2     900    1524    +    5.6e-157  522.1  19.7  -
Thermodesulfobiaceae_Thermodesulfobium           -          A1b_forward          -               52     925       3     900       2     900    1545    +      1e-156  521.3  20.1  -
Porphyromonadaceae_Barnesiella                   -          A1b_forward          -                8     907       4     900       2     900    1488    +    1.2e-156  521.5  19.9  -
Desulfarculaceae_Dethiosulfatarculus             -          A1b_forward          -               12     930       3     899       1     900    1516    +    1.4e-156  521.0  18.7  -
Micropepsaceae_Micropepsis                       -          A1b_forward          -               22     866       3     900       1     900    1455    +    1.4e-156  520.9  19.1  -
Akkermansiaceae_Akkermansia                      -          A1b_forward          -                3     876       3     899       2     900    1441    +    1.7e-156  521.0  19.9  -
Bradyrhizobiaceae_Oligotropha                    -          A1b_forward          -               19     864       3     900       1     900    1477    +    2.5e-156  520.1  18.9  -
Flavobacteriaceae_Croceitalea                    -          A1b_forward          -                4     897       4     900       2     900    1494    +    2.7e-156  519.8  18.7  -
Rhodospirillaceae_Varunaivibrio                  -          A1b_forward          -                4     829      33     900      30     900    1360    +    3.3e-156  519.9  19.0  -
Desulfovibrionaceae_Desulfobaculum               -          A1b_forward          -                2     908       2     900       1     900    1471    +    3.7e-156  519.6  19.2  -
Sphingomonadaceae_Rhizorhapis                    -          A1b_forward          -               23     867       3     900       1     900    1453    +    3.7e-156  519.6  18.6  -
Hyphomicrobiaceae_Methylorhabdus                 -          A1b_forward          -               23     864       3     900       1     900    1337    +      4e-156  519.6  18.6  -
Chlorobiaceae_Chlorobaculum                      -          A1b_forward          -                3     869      20     900      18     900    1419    +    4.3e-156  519.3  18.7  -
Magnetococcaceae_Magnetococcus                   -          A1b_forward          -               23     883       3     900       1     900    1497    +    4.4e-156  519.4  19.5  -
Micrococcaceae_Rhizobium                         -          A1b_forward          -                1     835      12     900      12     900    1424    +    5.4e-156  519.2  19.4  -
Syntrophaceae_Smithella                          -          A1b_forward          -               18     931       4     900       2     900    1371    +    5.7e-156  519.0  19.0  -
Bacillaceae_Marinococcus                         -          A1b_forward          -                2     922      12     900      11     900    1503    +    6.1e-156  519.0  19.0  -
Rhodobacteraceae_Aestuariihabitans               -          A1b_forward          -                3     848       3     900       1     900    1389    +    7.9e-156  518.6  18.8  -
Holophagaceae_Geothrix                           -          A1b_forward          -                2     898       4     900       3     900    1448    +    1.2e-155  518.0  19.0  -
Rhodobacteraceae_Pontibaca                       -          A1b_forward          -               25     868       3     900       1     900    1434    +    1.4e-155  517.8  18.3  -
Temperatibacteraceae_Temperatibacter             -          A1b_forward          -                3     825      35     900      33     900    1362    +    1.4e-155  517.7  18.3  -
Rhodospirillaceae_Limimonas                      -          A1b_forward          -               43     840      73     900      53     900    1407    +    1.6e-155  517.6  19.0  -
Rhodobacteraceae_Aquimixticola                   -          A1b_forward          -                3     846       3     900       1     900    1388    +    1.8e-155  517.3  18.9  -
Rhodobacteraceae_Salipiger                       -          A1b_forward          -                5     832      18     900      10     900    1364    +    1.9e-155  517.3  18.6  -
Acetobacteraceae_Crenalkalicoccus                -          A1b_forward          -               46     894       3     900       1     900    1514    +    3.2e-155  516.8  19.3  -
Rhodobacteraceae_Roseibaca                       -          A1b_forward          -                1     836      10     900      10     900    1425    +    3.5e-155  516.5  18.6  -
Rhodobacteraceae_Oceanibulbus                    -          A1b_forward          -                8     851       3     900       1     900    1379    +    3.8e-155  516.3  18.9  -
Rhodobacteraceae_Marinovum                       -          A1b_forward          -                2     844       3     900       2     900    1348    +    3.9e-155  516.3  18.8  -
Rhodobacteraceae_Ascidiaceihabitans              -          A1b_forward          -                3     846       3     900       1     900    1387    +      4e-155  516.2  19.1  -
Phyllobacteriaceae_Corticibacterium              -          A1b_forward          -               43     836      69     900      48     900    1435    +    4.4e-155  516.1  18.7  -
Rhodobacteraceae_Sediminimonas                   -          A1b_forward          -               15     840      18     900       4     900    1368    +    5.8e-155  515.6  18.8  -
