# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Pasteurellaceae_Actinobacillus                   -          LKAP-GUTHK2_B05_045_2017_1 -               20     864      16     877       2     879    1364    +    1.1e-141  471.8  20.7  -
Chromobacteriaceae_Aquitalea                     -          LKAP-GUTHK2_B05_045_2017_1 -               29     864      17     877       2     879    1488    +    1.1e-141  471.6  20.3  -
Geobacteraceae_Geopsychrobacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               38     870      13     877       1     880    1493    +    1.1e-141  471.5  21.2  -
Rhodobacteraceae_Sedimentitalea                  -          LKAP-GUTHK2_B05_045_2017_1 -               37     825      14     877       2     879    1429    +    1.3e-141  471.4  19.8  -
Alcaligenaceae_Candidimonas                      -          LKAP-GUTHK2_B05_045_2017_1 -                1     831      22     877      22     879    1411    +    1.3e-141  471.4  19.7  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-GUTHK2_B05_045_2017_1 -               42     874      18     877       2     879    1510    +    1.3e-141  471.0  20.7  -
Chromobacteriaceae_Iodobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               22     857      17     877       2     879    1459    +    1.4e-141  471.4  20.4  -
Rhodobacteraceae_Methylarcula                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     823      16     877       2     879    1370    +    1.4e-141  471.4  18.9  -
Hydrogenophilaceae_Hydrogenophilus               -          LKAP-GUTHK2_B05_045_2017_1 -               37     881      16     877       2     879    1494    +    1.5e-141  471.3  20.5  -
Comamonadaceae_Malikia                           -          LKAP-GUTHK2_B05_045_2017_1 -               43     875      18     877       3     879    1526    +    1.6e-141  470.8  20.0  -
Alcaligenaceae_Azohydromonas                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     853      16     877       3     879    1464    +    1.7e-141  471.0  21.5  -
Rhodocyclaceae_Thauera                           -          LKAP-GUTHK2_B05_045_2017_1 -               19     859      17     877       2     879    1487    +    2.2e-141  470.6  21.4  -
Cardiobacteriaceae_Suttonella                    -          LKAP-GUTHK2_B05_045_2017_1 -               25     863      19     877       3     879    1486    +    2.3e-141  470.8  20.0  -
Bacteroidaceae_Acetomicrobium                    -          LKAP-GUTHK2_B05_045_2017_1 -               42     860      18     877       1     879    1525    +    2.4e-141  470.3  20.0  -
Desulfobacteraceae_Desulfotignum                 -          LKAP-GUTHK2_B05_045_2017_1 -               42     900      18     877       2     879    1505    +    2.8e-141  470.2  20.7  -
Nitrosomonadaceae_Nitrosospira                   -          LKAP-GUTHK2_B05_045_2017_1 -               43     877      18     877       3     879    1529    +    3.1e-141  470.2  21.0  -
Streptococcaceae_Lactovum                        -          LKAP-GUTHK2_B05_045_2017_1 -               13     870      12     877       2     881    1456    +    3.3e-141  470.0  20.6  -
Chromobacteriaceae_Vogesella                     -          LKAP-GUTHK2_B05_045_2017_1 -               38     830      77     877      57     879    1424    +    3.5e-141  469.8  18.1  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-GUTHK2_B05_045_2017_1 -               20     811      79     877      70     879    1368    +    3.5e-141  470.0  17.6  -
Alcaligenaceae_Advenella                         -          LKAP-GUTHK2_B05_045_2017_1 -                5     844      21     877      16     879    1428    +    3.6e-141  469.9  18.7  -
Halomonadaceae_Cobetia                           -          LKAP-GUTHK2_B05_045_2017_1 -               26     874      10     877       1     879    1516    +    3.8e-141  469.7  21.6  -
Alicyclobacillaceae_Kyrpidia                     -          LKAP-GUTHK2_B05_045_2017_1 -               37     880      12     877       1     880    1528    +    3.8e-141  470.1  21.9  -
Nautiliaceae_Caminibacter                        -          LKAP-GUTHK2_B05_045_2017_1 -               18     826      17     877       3     879    1411    +      4e-141  469.9  20.6  -
Sphingomonadaceae_Zymomonas                      -          LKAP-GUTHK2_B05_045_2017_1 -               45     828      19     877       3     879    1452    +    4.7e-141  469.6  18.2  -
Clostridiaceae_Anoxynatronum                     -          LKAP-GUTHK2_B05_045_2017_1 -                7     838      17     877      12     881    1409    +      8e-141  468.9  19.3  -
Thermodesulfobiaceae_Coprothermobacter           -          LKAP-GUTHK2_B05_045_2017_1 -               33     865      13     877       1     879    1529    +    8.1e-141  468.6  20.5  -
Comamonadaceae_Polaromonas                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     857      16     877       2     879    1458    +    8.4e-141  468.6  21.0  -
Eggerthellaceae_Gordonibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               23     840      13     877       2     879    1437    +    8.5e-141  468.6  20.6  -
Clostridiaceae_Caminicella                       -          LKAP-GUTHK2_B05_045_2017_1 -               31     864      12     877       1     880    1456    +    8.9e-141  468.7  21.0  -
Helicobacteraceae_Sulfurovum                     -          LKAP-GUTHK2_B05_045_2017_1 -               44     811      79     877      59     879    1378    +    9.8e-141  468.6  16.4  -
Hydrogenothermaceae_Persephonella                -          LKAP-GUTHK2_B05_045_2017_1 -               15     846      11     877       1     879    1465    +      1e-140  468.6  21.0  -
Clostridiaceae_Asaccharospora                    -          LKAP-GUTHK2_B05_045_2017_1 -               45     847      13     877       1     881    1495    +    1.1e-140  468.3  19.4  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-GUTHK2_B05_045_2017_1 -               18     855      13     877       3     879    1446    +    1.2e-140  468.2  20.9  -
Pseudomonadaceae_Azomonas                        -          LKAP-GUTHK2_B05_045_2017_1 -                5     846      17     877      13     879    1453    +    1.3e-140  468.0  18.5  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-GUTHK2_B05_045_2017_1 -               37     866      12     877       1     880    1516    +    1.3e-140  468.2  20.6  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-GUTHK2_B05_045_2017_1 -               20     860      15     877       2     879    1459    +    1.3e-140  468.1  21.3  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               10     832      19     877      11     880    1441    +    1.3e-140  468.0  18.3  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -              200     974      78     877      58     880    1549    +    1.4e-140  467.9  17.0  -
Chromobacteriaceae_Microvirgula                  -          LKAP-GUTHK2_B05_045_2017_1 -               43     879      18     877       3     879    1508    +    1.4e-140  468.0  20.1  -
Comamonadaceae_Curvibacter                       -          LKAP-GUTHK2_B05_045_2017_1 -               42     878      16     877       2     879    1483    +    1.5e-140  467.7  21.4  -
Comamonadaceae_Caenimonas                        -          LKAP-GUTHK2_B05_045_2017_1 -               27     863      16     877       2     879    1463    +    1.6e-140  467.6  21.6  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-GUTHK2_B05_045_2017_1 -               28     814      17     877       1     879    1465    +    1.7e-140  467.7  18.3  -
Psychromonadaceae_Psychromonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               18     864      14     877       2     879    1467    +    1.8e-140  467.5  20.2  -
Porphyromonadaceae_Porphyromonas                 -          LKAP-GUTHK2_B05_045_2017_1 -               35     872      19     877      10     879    1465    +    1.9e-140  467.5  19.7  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               78     865      79     877      57     879    1525    +    1.9e-140  467.5  17.7  -
Enterobacteriaceae_Cedecea                       -          LKAP-GUTHK2_B05_045_2017_1 -                1     786      85     877      85     879    1403    +    2.3e-140  467.3  16.3  -
Chromobacteriaceae_Chromobacterium               -          LKAP-GUTHK2_B05_045_2017_1 -               40     875      17     877       1     879    1469    +    2.6e-140  467.1  21.2  -
Clostridiales_Catabacter                         -          LKAP-GUTHK2_B05_045_2017_1 -               21     859      16     877       1     880    1453    +    2.8e-140  466.9  21.3  -
Clostridiaceae_Thermotalea                       -          LKAP-GUTHK2_B05_045_2017_1 -              205     974      79     877      59     881    1627    +    2.8e-140  467.0  17.5  -
Rhodobacteraceae_Ketogulonicigenium              -          LKAP-GUTHK2_B05_045_2017_1 -               21     810      12     877       1     879    1371    +    3.4e-140  466.9  19.9  -
Rhodobacteraceae_Pseudophaeobacter               -          LKAP-GUTHK2_B05_045_2017_1 -               39     826      14     877       1     879    1426    +    3.8e-140  466.6  19.5  -
Geobacteraceae_Geothermobacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               42     901      16     877       1     880    1470    +    3.8e-140  466.6  21.2  -
Comamonadaceae_Caldimonas                        -          LKAP-GUTHK2_B05_045_2017_1 -               23     857      18     877       2     879    1468    +    3.9e-140  466.5  20.2  -
Alcaligenaceae_Pusillimonas                      -          LKAP-GUTHK2_B05_045_2017_1 -               48     839      78     877      58     879    1446    +    4.3e-140  466.3  18.2  -
Nostocales_Halotia                               -          LKAP-GUTHK2_B05_045_2017_1 -               24     810      19     877       3     879    1458    +    4.9e-140  466.2  17.7  -
Sutterellaceae_Parasutterella                    -          LKAP-GUTHK2_B05_045_2017_1 -               22     869      17     877       2     879    1494    +      5e-140  466.1  20.4  -
Hymenobacteraceae_Rufibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               38     862      14     877       3     879    1469    +      5e-140  466.1  20.6  -
Clostridiaceae_Haloimpatiens                     -          LKAP-GUTHK2_B05_045_2017_1 -               37     855      12     877       1     880    1476    +    5.1e-140  466.1  20.5  -
Rhodocyclaceae_Methyloversatilis                 -          LKAP-GUTHK2_B05_045_2017_1 -               43     879      18     877       2     879    1426    +    5.2e-140  466.3  20.5  -
Pseudomonadaceae_Rhizobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               40     831      78     877      51     879    1443    +    5.2e-140  466.1  18.6  -
Campylobacteraceae_Campylobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               18     839      13     877       2     879    1424    +    5.3e-140  465.1  20.2  -
Clostridiales_Proteocatella                      -          LKAP-GUTHK2_B05_045_2017_1 -               21     848      16     877       1     881    1450    +    5.5e-140  466.1  21.4  -
Comamonadaceae_Lampropedia                       -          LKAP-GUTHK2_B05_045_2017_1 -               41     879      17     877       2     879    1488    +    5.8e-140  465.8  20.5  -
Rhodobacteraceae_Ahrensia                        -          LKAP-GUTHK2_B05_045_2017_1 -               40     826      16     877       2     879    1474    +    6.7e-140  465.9  19.3  -
Cytophagaceae_Flexibacter                        -          LKAP-GUTHK2_B05_045_2017_1 -               47     875      15     877       5     879    1463    +      8e-140  465.5  20.5  -
Zoogloeaceae_Zoogloea                            -          LKAP-GUTHK2_B05_045_2017_1 -               30     866      18     877       3     879    1474    +    8.1e-140  465.3  20.6  -
Clostridiaceae_Keratinibaculum                   -          LKAP-GUTHK2_B05_045_2017_1 -               37     869      12     877       1     881    1491    +    8.1e-140  465.5  21.0  -
Celerinatantimonadaceae_Celerinatantimonas       -          LKAP-GUTHK2_B05_045_2017_1 -               13     869      14     875       3     879    1433    +    8.2e-140  465.4  20.2  -
Rhodobacteraceae_Amylibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     806      13     877       2     879    1423    +    8.4e-140  465.5  19.7  -
Thiobacilliaceae_Thiobacillus                    -          LKAP-GUTHK2_B05_045_2017_1 -               32     871      17     877       2     879    1487    +    8.4e-140  465.4  20.5  -
Thermaceae_Thermus                               -          LKAP-GUTHK2_B05_045_2017_1 -               20     848      12     877       2     879    1482    +    8.9e-140  465.6  22.3  -
Alcaligenaceae_Bordetella                        -          LKAP-GUTHK2_B05_045_2017_1 -               41     877      16     877       2     879    1476    +    9.7e-140  465.1  21.3  -
Eubacteriaceae_Alkalibacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               23     841      16     877       1     880    1465    +      1e-139  465.1  20.6  -
Moraxellaceae_Psychrobacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               19     860      15     877       1     879    1491    +      1e-139  465.0  20.9  -
Clostridiaceae_Serpentinicella                   -          LKAP-GUTHK2_B05_045_2017_1 -               58     821      80     877      59     881    1417    +    1.3e-139  464.7  17.3  -
Acetobacteraceae_Roseococcus                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     799      20     877       6     879    1383    +    1.5e-139  464.8  17.6  -
Pseudoalteromonadaceae_Psychrosphaera            -          LKAP-GUTHK2_B05_045_2017_1 -               21     859      13     877       2     879    1450    +    1.7e-139  464.3  20.8  -
Aeromonadaceae_Tolumonas                         -          LKAP-GUTHK2_B05_045_2017_1 -               28     875      13     877       2     879    1514    +    1.8e-139  464.2  21.2  -
Erysipelotrichaceae_Longicatena                  -          LKAP-GUTHK2_B05_045_2017_1 -               35     830      75     877      55     881    1433    +    1.8e-139  464.3  18.2  -
Anaplasmataceae_Ehrlichia                        -          LKAP-GUTHK2_B05_045_2017_1 -               37     843      17     875       2     878    1448    +    1.9e-139  464.3  18.9  -
Halanaerobiaceae_Halocella                       -          LKAP-GUTHK2_B05_045_2017_1 -               13     874      17     875       5     880    1475    +    2.4e-139  463.8  21.2  -
Burkholderiales_Piscinibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               29     863      16     877       2     879    1470    +    2.5e-139  463.9  21.2  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               24     818      13     877       2     879    1443    +    2.5e-139  463.7  19.4  -
Hymenobacteraceae_Adhaeribacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               38     871      14     877       3     879    1483    +    2.8e-139  463.6  20.8  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               21     810      12     877       2     879    1389    +      3e-139  463.6  19.5  -
Thermoanaerobacteraceae_Calderihabitans          -          LKAP-GUTHK2_B05_045_2017_1 -               17     892      12     877       1     880    1503    +    3.1e-139  463.7  22.2  -
Clostridiaceae_Geosporobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -              238    1006      79     877      59     881    1627    +    3.1e-139  463.3  17.3  -
Pasteurellaceae_Haemophilus                      -          LKAP-GUTHK2_B05_045_2017_1 -               22     862      18     877       2     879    1450    +    3.3e-139  463.3  20.5  -
Lysobacteraceae_Xylella                          -          LKAP-GUTHK2_B05_045_2017_1 -               37     885      13     877       2     879    1537    +      4e-139  463.2  21.1  -
Neisseriaceae_Conchiformibius                    -          LKAP-GUTHK2_B05_045_2017_1 -               33     874      18     877       3     879    1479    +    4.6e-139  463.0  19.8  -
Hymenobacteraceae_Pontibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -                3     833      17     877      15     879    1426    +    5.3e-139  462.7  18.8  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-GUTHK2_B05_045_2017_1 -              152     921      79     877      58     880    1725    +    5.9e-139  462.5  17.1  -
Kofleriaceae_Kofleria                            -          LKAP-GUTHK2_B05_045_2017_1 -               33     894      13     877       2     880    1498    +    6.5e-139  462.6  21.2  -
Alcaligenaceae_Kerstersia                        -          LKAP-GUTHK2_B05_045_2017_1 -               11     850      17     877       7     879    1414    +    7.2e-139  462.5  19.8  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-GUTHK2_B05_045_2017_1 -               40     867      16     877       2     879    1487    +    8.6e-139  462.3  19.6  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-GUTHK2_B05_045_2017_1 -              305     966     214     877     192     879    1528    +    8.6e-139  461.8  14.1  -
Kosmotogaceae_Kosmotoga                          -          LKAP-GUTHK2_B05_045_2017_1 -               21     854      16     877       2     879    1458    +    1.3e-138  461.7  22.4  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-GUTHK2_B05_045_2017_1 -               21     841      16     877       1     880    1474    +    1.4e-138  461.4  21.0  -
Rhodobacteraceae_Cribrihabitans                  -          LKAP-GUTHK2_B05_045_2017_1 -               37     825      14     877       2     879    1427    +    1.6e-138  461.1  19.6  -
Alcaligenaceae_Castellaniella                    -          LKAP-GUTHK2_B05_045_2017_1 -               14     859      16     877       4     879    1464    +    1.7e-138  461.0  20.7  -
Deltaproteobacteria_Dissulfurirhabdus            -          LKAP-GUTHK2_B05_045_2017_1 -               33     896      12     877       1     880    1521    +    1.8e-138  461.1  21.6  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-GUTHK2_B05_045_2017_1 -               37     826      12     877       1     879    1427    +    1.9e-138  460.9  20.4  -
Clostridiaceae_Anaeromicrobium                   -          LKAP-GUTHK2_B05_045_2017_1 -               18     840      21     877       5     880    1414    +      2e-138  461.0  19.4  -
Christensenellaceae_Christensenella              -          LKAP-GUTHK2_B05_045_2017_1 -               30     868      16     877       1     880    1497    +    2.1e-138  460.7  21.8  -
Clostridiaceae_Fervidicella                      -          LKAP-GUTHK2_B05_045_2017_1 -                5     774      79     877      76     880    1423    +    2.2e-138  460.9  16.1  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-GUTHK2_B05_045_2017_1 -               19     857      14     877       1     879    1477    +    2.5e-138  460.3  22.5  -
Comamonadaceae_Limnohabitans                     -          LKAP-GUTHK2_B05_045_2017_1 -               13     848      17     877       5     879    1500    +    3.5e-138  459.7  21.0  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-GUTHK2_B05_045_2017_1 -               51     827      83     877      57     879    1419    +    3.6e-138  459.9  18.0  -
Alcaligenaceae_Alcaligenes                       -          LKAP-GUTHK2_B05_045_2017_1 -               16     858      16     877       3     879    1469    +    3.7e-138  459.8  20.5  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-GUTHK2_B05_045_2017_1 -               19     854      18     877       3     879    1515    +    5.1e-138  459.4  20.2  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-GUTHK2_B05_045_2017_1 -               20     844      15     877       1     880    1443    +    5.7e-138  459.3  19.9  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-GUTHK2_B05_045_2017_1 -               22     852      12     877       1     880    1458    +    5.8e-138  459.7  21.0  -
Comamonadaceae_Schlegelella                      -          LKAP-GUTHK2_B05_045_2017_1 -               40     876      17     877       2     879    1517    +    6.3e-138  459.1  21.2  -
Selenomonadaceae_Anaerovibrio                    -          LKAP-GUTHK2_B05_045_2017_1 -               44     935      19     877       1     880    1587    +    6.4e-138  459.1  21.6  -
Sporomusaceae_Acetonema                          -          LKAP-GUTHK2_B05_045_2017_1 -               23     873      18     877       1     880    1510    +    6.4e-138  459.1  20.5  -
Comamonadaceae_Verminephrobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               36     879      14     877       2     879    1469    +    6.8e-138  458.7  21.4  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-GUTHK2_B05_045_2017_1 -               21     858      17     877       2     879    1460    +      8e-138  458.6  19.5  -
Rhodocyclaceae_Dechloromonas                     -          LKAP-GUTHK2_B05_045_2017_1 -               31     869      16     877       2     879    1512    +      1e-137  458.5  20.4  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-GUTHK2_B05_045_2017_1 -               43     890      16     875       1     880    1418    +    1.1e-137  458.2  21.4  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-GUTHK2_B05_045_2017_1 -               18     861      14     877       5     879    1465    +    1.2e-137  458.1  20.2  -
Rhodobacteraceae_Mameliella                      -          LKAP-GUTHK2_B05_045_2017_1 -               27     802      14     877       2     879    1380    +    1.3e-137  458.1  18.5  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-GUTHK2_B05_045_2017_1 -              179     949      79     877      59     880    1577    +    1.4e-137  458.1  16.8  -
Acetobacteraceae_Belnapia                        -          LKAP-GUTHK2_B05_045_2017_1 -               76     831      78     877      55     879    1453    +    1.4e-137  458.3  17.1  -
Rubritaleaceae_Rubritalea                        -          LKAP-GUTHK2_B05_045_2017_1 -               23     865      11     877       2     879    1459    +    1.5e-137  457.8  20.8  -
Neisseriaceae_Alysiella                          -          LKAP-GUTHK2_B05_045_2017_1 -               47     886      18     877       3     879    1524    +    1.6e-137  457.8  19.6  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-GUTHK2_B05_045_2017_1 -               40     861      16     877       1     880    1482    +    1.7e-137  457.8  19.9  -
Clostridiaceae_Saccharofermentans                -          LKAP-GUTHK2_B05_045_2017_1 -               33     865      13     877       1     880    1510    +    1.8e-137  457.6  20.8  -
Persicobacteraceae_Persicobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               18     853      14     877       3     879    1447    +      2e-137  457.8  20.0  -
Yersiniaceae_Rahnella                            -          LKAP-GUTHK2_B05_045_2017_1 -                1     785      86     877      86     879    1345    +    2.1e-137  457.5  16.5  -
Chromobacteriaceae_Deefgea                       -          LKAP-GUTHK2_B05_045_2017_1 -               23     863      17     877       2     879    1511    +    2.2e-137  457.3  20.4  -
Eubacteriaceae_Holdemanella                      -          LKAP-GUTHK2_B05_045_2017_1 -               48     892      16     877       2     881    1487    +    2.6e-137  457.1  20.5  -
Peptococcaceae_Desulfurispora                    -          LKAP-GUTHK2_B05_045_2017_1 -              163     934      80     877      59     880    1567    +    3.7e-137  456.6  17.3  -
Veillonellaceae_Allisonella                      -          LKAP-GUTHK2_B05_045_2017_1 -               43     910      17     877       1     880    1537    +      5e-137  456.1  20.9  -
Glycomycetaceae_Salininema                       -          LKAP-GUTHK2_B05_045_2017_1 -               41     870      16     877       1     880    1492    +    6.1e-137  456.1  21.1  -
Bradymonadaceae_Bradymonas                       -          LKAP-GUTHK2_B05_045_2017_1 -               22     854      17     877       1     880    1461    +    6.3e-137  455.7  20.6  -
Coriobacteriaceae_Enorma                         -          LKAP-GUTHK2_B05_045_2017_1 -               30     847      13     877       1     879    1465    +    6.9e-137  456.2  20.2  -
Halanaerobiales_Anoxybacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               21     894      12     877       1     880    1500    +      7e-137  455.7  22.0  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-GUTHK2_B05_045_2017_1 -               12     853      13     877       3     880    1474    +    7.5e-137  455.5  21.4  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-GUTHK2_B05_045_2017_1 -                1     785      86     877      86     879    1345    +    7.7e-137  455.6  16.4  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP-GUTHK2_B05_045_2017_1 -               23     849       9     875       1     880    1425    +    8.8e-137  455.4  20.9  -
Comamonadaceae_Pelomonas                         -          LKAP-GUTHK2_B05_045_2017_1 -               30     822      77     877      57     879    1390    +    9.2e-137  455.4  18.3  -
Alcaligenaceae_Achromobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               16     857      11     877       2     879    1483    +    1.1e-136  454.9  21.4  -
Puniceicoccaceae_Pelagicoccus                    -          LKAP-GUTHK2_B05_045_2017_1 -               83     886      79     873      58     878    1500    +    1.1e-136  455.0  17.6  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-GUTHK2_B05_045_2017_1 -               23     834      18     877       1     879    1431    +    1.1e-136  455.1  19.5  -
Comamonadaceae_Roseateles                        -          LKAP-GUTHK2_B05_045_2017_1 -               19     827      61     877      41     879    1396    +    1.1e-136  455.0  19.4  -
Lachnospiraceae_Abyssivirga                      -          LKAP-GUTHK2_B05_045_2017_1 -               41     869      16     877       1     880    1520    +    1.2e-136  454.9  20.9  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-GUTHK2_B05_045_2017_1 -               42     857      16     877       1     880    1483    +    1.2e-136  455.1  20.3  -
Phormidiaceae_Cephalothrix                       -          LKAP-GUTHK2_B05_045_2017_1 -               44     831      19     877       3     879    1481    +    1.3e-136  454.8  18.7  -
Clostridiaceae_Salimesophilobacter               -          LKAP-GUTHK2_B05_045_2017_1 -               36     862      13     877       1     881    1471    +    1.3e-136  454.8  20.3  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-GUTHK2_B05_045_2017_1 -               38     842      13     877       1     881    1495    +    1.3e-136  454.6  19.2  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-GUTHK2_B05_045_2017_1 -                9     862      15     877       6     880    1424    +    1.4e-136  454.9  20.9  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-GUTHK2_B05_045_2017_1 -               38     872      16     877       1     881    1453    +    1.5e-136  454.7  21.0  -
Microbacteriaceae_Allohumibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               30     854      16     877       1     880    1450    +    1.6e-136  454.6  20.7  -
Sporomusaceae_Anaeroarcus                        -          LKAP-GUTHK2_B05_045_2017_1 -               22     870      17     877       1     880    1506    +    1.6e-136  454.4  21.1  -
Syntrophomonadaceae_Thermohydrogenium            -          LKAP-GUTHK2_B05_045_2017_1 -               34     852      12     877       1     880    1508    +    1.7e-136  454.4  21.0  -
Cytophagaceae_Cytophaga                          -          LKAP-GUTHK2_B05_045_2017_1 -                4     735      79     820      76     842    1382    +    2.2e-136  454.0  20.4  -
Phormidiaceae_Ancylothrix                        -          LKAP-GUTHK2_B05_045_2017_1 -               44     832      19     877       3     879    1485    +    2.3e-136  454.3  18.5  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               22     875      17     877       1     880    1479    +    2.4e-136  454.1  21.0  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               37     870      13     877       2     879    1502    +    2.5e-136  453.8  21.2  -
Eubacteriaceae_Alkalibaculum                     -          LKAP-GUTHK2_B05_045_2017_1 -               39     809      75     877      55     880    1517    +    2.5e-136  453.8  17.4  -
Clostridiales_Soehngenia                         -          LKAP-GUTHK2_B05_045_2017_1 -               19     855      12     877       1     881    1494    +    2.7e-136  453.9  21.2  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-GUTHK2_B05_045_2017_1 -               37     896      12     877       1     880    1549    +    2.7e-136  453.9  21.7  -
Ruminococcaceae_Fournierella                     -          LKAP-GUTHK2_B05_045_2017_1 -               38     876      13     877       1     880    1491    +    3.3e-136  453.6  21.2  -
Micromonosporaceae_Polymorphospora               -          LKAP-GUTHK2_B05_045_2017_1 -               21     837      16     877       1     880    1471    +    3.8e-136  453.4  20.7  -
Methylocystaceae_Terasakiella                    -          LKAP-GUTHK2_B05_045_2017_1 -               37     836      13     877       2     879    1463    +      4e-136  453.1  20.0  -
Streptomycetaceae_Allostreptomyces               -          LKAP-GUTHK2_B05_045_2017_1 -               42     861      16     877       1     880    1510    +    4.7e-136  453.2  20.7  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               19     853      14     877       2     879    1449    +    4.8e-136  452.9  20.6  -
Clostridiaceae_Thermobrachium                    -          LKAP-GUTHK2_B05_045_2017_1 -                3     772      79     877      77     880    1404    +    5.6e-136  452.9  16.0  -
Acidaminococcaceae_Succinispira                  -          LKAP-GUTHK2_B05_045_2017_1 -               25     879      13     877       1     881    1495    +    7.5e-136  452.2  20.5  -
Petrotogaceae_Marinitoga                         -          LKAP-GUTHK2_B05_045_2017_1 -               25     852      17     877       1     881    1487    +    7.7e-136  452.5  22.2  -
Micromonosporaceae_Krasilnikovia                 -          LKAP-GUTHK2_B05_045_2017_1 -               40     858      16     877       1     880    1511    +    7.9e-136  452.4  21.0  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-GUTHK2_B05_045_2017_1 -               39     862      15     877       3     879    1483    +    7.9e-136  452.1  20.3  -
Nocardioidaceae_Thermasporomyces                 -          LKAP-GUTHK2_B05_045_2017_1 -               21     843      16     877       1     880    1447    +    7.9e-136  452.4  20.6  -
Lachnospiraceae_Falcatimonas                     -          LKAP-GUTHK2_B05_045_2017_1 -               39     873      16     877       1     881    1484    +    8.6e-136  452.2  20.6  -
Synergistaceae_Cloacibacillus                    -          LKAP-GUTHK2_B05_045_2017_1 -               17     825      13     875       2     878    1447    +    9.1e-136  452.2  20.0  -
