# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_E09_071_2018_2 -               19     843      14     835      10     835    1504    +           0 1040.8  21.4  -
Acetobacteraceae_Roseococcus                     -          LKAP-TSAKG2_E09_071_2018_2 -               44     770      61     834      41     835    1383    +    3.5e-151  503.2  23.5  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               24     822      18     828      10     835    1483    +    4.1e-151  502.7  22.1  -
Clostridiaceae_Caldisalinibacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               50     845      21     834       7     835    1526    +    4.2e-151  502.7  21.2  -
Alcaligenaceae_Azohydromonas                     -          LKAP-TSAKG2_E09_071_2018_2 -               20     806      18     814      11     829    1464    +      5e-151  502.4  22.7  -
Oxalobacteraceae_Collimonas                      -          LKAP-TSAKG2_E09_071_2018_2 -               24     802      18     807      11     824    1453    +    5.1e-151  502.6  22.5  -
Neisseriaceae_Uruburuella                        -          LKAP-TSAKG2_E09_071_2018_2 -               29     810      22     809      13     827    1477    +    5.2e-151  502.5  22.6  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               33     752      22     804      13     824    1389    +    5.9e-151  502.3  23.2  -
Fusobacteriaceae_Cetobacterium                   -          LKAP-TSAKG2_E09_071_2018_2 -               50     804      22     811      13     831    1505    +    6.1e-151  502.0  22.1  -
Alcaligenaceae_Alcaligenes                       -          LKAP-TSAKG2_E09_071_2018_2 -               24     814      22     817      10     835    1469    +    6.9e-151  501.9  22.4  -
Clostridiaceae_Serpentinicella                   -          LKAP-TSAKG2_E09_071_2018_2 -               22     791      26     833      11     835    1417    +    6.9e-151  502.0  21.9  -
Oxalobacteraceae_Pseudoduganella                 -          LKAP-TSAKG2_E09_071_2018_2 -                1     775      22     808      22     827    1439    +    6.9e-151  502.0  23.6  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_E09_071_2018_2 -               46     822      21     809       8     827    1517    +    8.1e-151  501.7  22.9  -
Eubacteriaceae_Garciella                         -          LKAP-TSAKG2_E09_071_2018_2 -               23     792      21     813       8     830    1471    +    8.2e-151  501.9  22.5  -
Sporomusaceae_Anaeromusa                         -          LKAP-TSAKG2_E09_071_2018_2 -               40     843      22     827       9     834    1530    +    8.8e-151  501.5  22.2  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_E09_071_2018_2 -               39     803      14     799      10     818    1487    +    9.6e-151  501.8  23.1  -
Nautiliaceae_Nautilia                            -          LKAP-TSAKG2_E09_071_2018_2 -                2     765      23     826      22     834    1369    +    1.1e-150  501.7  23.3  -
Mycoplasmataceae_Ureaplasma                      -          LKAP-TSAKG2_E09_071_2018_2 -               48     819      22     805      10     818    1476    +    1.5e-150  501.0  22.2  -
Clostridiaceae_Clostridiisalibacter              -          LKAP-TSAKG2_E09_071_2018_2 -               40     831      21     831       8     835    1434    +    1.6e-150  500.9  21.7  -
Moritellaceae_Moritella                          -          LKAP-TSAKG2_E09_071_2018_2 -               49     831      22     808      14     823    1506    +    1.8e-150  500.4  22.2  -
Phormidiaceae_Ancylothrix                        -          LKAP-TSAKG2_E09_071_2018_2 -               49     773      22     805      10     825    1485    +    1.8e-150  500.9  23.2  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     774      14     807      10     830    1414    +    1.8e-150  500.5  22.2  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_E09_071_2018_2 -               29     798      22     825      17     834    1441    +      2e-150  500.8  22.2  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-TSAKG2_E09_071_2018_2 -               48     814      21     835       7     835    1495    +    2.3e-150  500.1  21.6  -
Acidobacteriaceae_Granulicella                   -          LKAP-TSAKG2_E09_071_2018_2 -               40     785      15     807      11     829    1455    +    2.4e-150  500.1  22.5  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-TSAKG2_E09_071_2018_2 -               48     778      21     814      12     834    1446    +    2.5e-150  500.4  23.2  -
Clostridiales_Crassaminicella                    -          LKAP-TSAKG2_E09_071_2018_2 -               47     787      59     834      39     835    1456    +    2.5e-150  500.1  22.2  -
Campylobacteraceae_Campylobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               26     791      20     815      10     835    1424    +    2.8e-150  499.0  21.4  -
Hyphomonadaceae_Hirschia                         -          LKAP-TSAKG2_E09_071_2018_2 -               29     752      22     808      10     828    1373    +    2.9e-150  500.2  23.0  -
Erysipelotrichaceae_Catenisphaera                -          LKAP-TSAKG2_E09_071_2018_2 -               20     833      15     833       7     835    1419    +      3e-150  500.1  21.6  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_E09_071_2018_2 -               25     800      21     809      11     829    1456    +      3e-150  499.6  22.7  -
Eggerthellaceae_Eggerthella                      -          LKAP-TSAKG2_E09_071_2018_2 -               40     828      15     834      11     835    1505    +      3e-150  499.7  21.3  -
Clostridiaceae_Caminicella                       -          LKAP-TSAKG2_E09_071_2018_2 -               42     834      21     833       8     835    1456    +    3.4e-150  499.7  21.7  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_E09_071_2018_2 -              287     915     181     808     161     816    1528    +    4.3e-150  499.2  20.9  -
Clostridiaceae_Haloimpatiens                     -          LKAP-TSAKG2_E09_071_2018_2 -               41     811      16     816       7     834    1476    +    4.8e-150  499.2  21.8  -
Enterobacteriaceae_Cedecea                       -          LKAP-TSAKG2_E09_071_2018_2 -                1     737      68     821      68     830    1403    +      5e-150  499.2  22.8  -
Rhodobacteraceae_Confluentimicrobium             -          LKAP-TSAKG2_E09_071_2018_2 -               48     768      22     805      12     825    1455    +      5e-150  499.2  22.8  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-TSAKG2_E09_071_2018_2 -               28     812      21     831       9     834    1443    +    5.2e-150  499.1  21.9  -
Acidobacteriaceae_Occallatibacter                -          LKAP-TSAKG2_E09_071_2018_2 -               40     789      15     811      10     832    1463    +    5.2e-150  499.1  22.0  -
Clostridiaceae_Intestinibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               23     797      16     834       7     835    1429    +    7.9e-150  498.4  21.4  -
Veillonellaceae_Negativicoccus                   -          LKAP-TSAKG2_E09_071_2018_2 -                6     821      22     827      18     834    1401    +    9.9e-150  497.9  22.5  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-TSAKG2_E09_071_2018_2 -               22     807      18     815       7     831    1515    +    1.1e-149  498.0  22.8  -
Acidobacteriaceae_Acidipila                      -          LKAP-TSAKG2_E09_071_2018_2 -               39     789      14     811      10     831    1461    +    1.1e-149  498.0  22.2  -
Balneolaceae_Aliifodinibius                      -          LKAP-TSAKG2_E09_071_2018_2 -               13     788      22     806      13     825    1446    +    1.2e-149  498.0  22.2  -
Synergistaceae_Cloacibacillus                    -          LKAP-TSAKG2_E09_071_2018_2 -               20     770      15     805      11     820    1447    +    1.2e-149  498.0  22.5  -
Persicobacteraceae_Persicobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               29     800      22     807      13     815    1447    +    1.4e-149  498.0  22.8  -
Chlorobiaceae_Chlorobium                         -          LKAP-TSAKG2_E09_071_2018_2 -               50     812      32     806      12     816    1465    +    1.8e-149  497.2  21.9  -
Burkholderiales_Sphaerotilus                     -          LKAP-TSAKG2_E09_071_2018_2 -               11     794      18     815      11     828    1407    +      2e-149  497.3  23.6  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-TSAKG2_E09_071_2018_2 -               36     773      22     823      12     835    1465    +    2.3e-149  497.0  22.4  -
Clostridiales_Proteiniborus                      -          LKAP-TSAKG2_E09_071_2018_2 -               49     841      22     834       9     835    1523    +    2.8e-149  496.6  21.5  -
Erysipelotrichaceae_Longicatena                  -          LKAP-TSAKG2_E09_071_2018_2 -                9     799      35     832      27     835    1433    +    2.8e-149  496.7  22.3  -
Pasteurellaceae_Gallibacterium                   -          LKAP-TSAKG2_E09_071_2018_2 -               29     797      22     793      11     813    1464    +    2.9e-149  496.7  23.0  -
Nannocystaceae_Nannocystis                       -          LKAP-TSAKG2_E09_071_2018_2 -               46     839      22     833      13     835    1518    +    3.5e-149  496.2  22.4  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -              164     949      57     834      36     835    1559    +    3.8e-149  496.3  22.0  -
Cytophagaceae_Flexibacter                        -          LKAP-TSAKG2_E09_071_2018_2 -               57     826      22     809      14     824    1463    +      4e-149  496.3  23.1  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               36     762      22     806      12     826    1443    +    4.3e-149  496.0  22.0  -
Fibrobacteraceae_Fibrobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               25     806      20     829      12     834    1412    +    4.5e-149  496.3  22.4  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_E09_071_2018_2 -               28     794      14     799       9     819    1476    +    4.6e-149  496.1  22.9  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               14     802      21     833      12     835    1441    +    6.4e-149  495.4  21.4  -
Thorselliaceae_Thorsellia                        -          LKAP-TSAKG2_E09_071_2018_2 -               10     771      22     793      14     813    1421    +    6.7e-149  495.3  22.5  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_E09_071_2018_2 -               41     828      16     827       7     834    1516    +    6.8e-149  495.5  21.7  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-TSAKG2_E09_071_2018_2 -              174     915      57     829      37     835    1577    +    6.9e-149  495.4  21.8  -
Clostridiaceae_Anaeromicrobium                   -          LKAP-TSAKG2_E09_071_2018_2 -               15     811      16     834       7     835    1414    +    6.9e-149  495.5  21.5  -
Balneolaceae_Gracilimonas                        -          LKAP-TSAKG2_E09_071_2018_2 -               29     807      22     807       9     824    1447    +    8.9e-149  494.9  22.2  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_E09_071_2018_2 -               48     804      22     832       9     835    1450    +      1e-148  494.7  21.2  -
Clostridiaceae_Anoxynatronum                     -          LKAP-TSAKG2_E09_071_2018_2 -               14     808      22     833      12     835    1409    +    1.1e-148  494.8  21.7  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     814      22     818      10     835    1459    +    1.2e-148  494.6  23.2  -
Cellulomonadaceae_Tropheryma                     -          LKAP-TSAKG2_E09_071_2018_2 -               47     833      21     833       9     835    1484    +    1.2e-148  494.6  22.5  -
Alicyclobacillaceae_Kyrpidia                     -          LKAP-TSAKG2_E09_071_2018_2 -               40     840      15     823       7     833    1528    +    1.3e-148  494.8  22.3  -
Ruminococcaceae_Pseudobacteroides                -          LKAP-TSAKG2_E09_071_2018_2 -               40     827      16     833       7     835    1506    +    1.4e-148  494.2  21.7  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               26     811      15     834      10     835    1437    +    1.6e-148  494.2  21.7  -
Clostridiales_Acidaminobacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               27     821      21     830       8     835    1468    +    1.7e-148  494.3  21.7  -
Yersiniaceae_Rahnella                            -          LKAP-TSAKG2_E09_071_2018_2 -                1     736      69     821      69     830    1345    +    2.2e-148  493.8  22.6  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-TSAKG2_E09_071_2018_2 -               48     827      22     808      12     827    1541    +    2.5e-148  493.4  22.4  -
Clostridiaceae_Cellulosibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -              219     957      61     827      40     834    1570    +    3.3e-148  493.1  22.9  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_E09_071_2018_2 -               41     867      16     834       7     835    1549    +    3.9e-148  493.0  21.7  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     806      21     815       8     835    1479    +    4.1e-148  492.7  21.9  -
Selenomonadaceae_Schwartzia                      -          LKAP-TSAKG2_E09_071_2018_2 -               30     839      21     827       9     834    1489    +    4.4e-148  492.7  21.8  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_E09_071_2018_2 -               49     800      22     834      12     835    1437    +    4.4e-148  493.1  23.6  -
Pseudomonadaceae_Rhizobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -                3     774      22     805      20     826    1443    +    5.1e-148  492.6  22.7  -
Sporomusaceae_Thermosinus                        -          LKAP-TSAKG2_E09_071_2018_2 -               48     847      21     817       7     834    1554    +    7.2e-148  491.9  22.5  -
Brachyspiraceae_Brachyspira                      -          LKAP-TSAKG2_E09_071_2018_2 -               21     772      22     806      13     814    1441    +      8e-148  491.9  22.7  -
Clostridiaceae_Thermobrachium                    -          LKAP-TSAKG2_E09_071_2018_2 -                2     743      61     834      60     835    1404    +      8e-148  492.0  21.9  -
Clostridiaceae_Salimesophilobacter               -          LKAP-TSAKG2_E09_071_2018_2 -               39     808      16     808       7     829    1471    +    9.6e-148  491.5  21.7  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_E09_071_2018_2 -               40     817      18     808      11     829    1497    +    1.2e-147  491.0  22.6  -
Pasteurellaceae_Ursidibacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               74     843      22     793      13     813    1409    +    1.6e-147  491.0  22.5  -
Rhodobacteraceae_Amylibacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               29     752      22     808      13     828    1423    +    1.8e-147  490.9  22.2  -
Hymenobacteraceae_Rufibacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               49     806      22     804      12     813    1469    +    2.1e-147  490.5  24.0  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-TSAKG2_E09_071_2018_2 -                8     759      27     805      21     825    1395    +    2.1e-147  490.6  22.8  -
Neisseriaceae_Conchiformibius                    -          LKAP-TSAKG2_E09_071_2018_2 -               39     839      22     828      13     835    1479    +    2.2e-147  490.5  22.4  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_E09_071_2018_2 -               29     790      22     799      14     819    1446    +    2.3e-147  490.4  22.5  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_E09_071_2018_2 -               48     822      22     805       8     818    1488    +    2.5e-147  490.1  22.9  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_E09_071_2018_2 -               37     832      21     833       8     835    1412    +    2.6e-147  490.2  21.8  -
Acidaminococcaceae_Succiniclasticum              -          LKAP-TSAKG2_E09_071_2018_2 -               40     849      21     825       8     835    1505    +    3.6e-147  489.7  21.9  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_E09_071_2018_2 -               44     830      18     815      11     830    1496    +    3.7e-147  489.6  22.8  -
Bacteroidaceae_Anaerorhabdus                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     830      15     833       7     835    1471    +    4.8e-147  489.4  22.1  -
Clostridiaceae_Asaccharospora                    -          LKAP-TSAKG2_E09_071_2018_2 -               55     818      21     834       7     835    1495    +    5.7e-147  489.0  21.1  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-TSAKG2_E09_071_2018_2 -               47     830      21     832       8     835    1482    +    5.9e-147  489.0  21.9  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_E09_071_2018_2 -               29     777      22     806      11     826    1431    +    6.3e-147  489.0  21.6  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_E09_071_2018_2 -               49     814      22     793      11     813    1504    +    6.4e-147  488.8  22.1  -
Clostridiales_Proteinivorax                      -          LKAP-TSAKG2_E09_071_2018_2 -               45     832      21     833       8     835    1488    +      1e-146  488.0  21.2  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_E09_071_2018_2 -               48     798      22     805      13     814    1486    +    2.1e-146  487.1  22.6  -
Clostridiales_Dethiosulfatibacter                -          LKAP-TSAKG2_E09_071_2018_2 -               44     808      15     810       7     830    1479    +    2.1e-146  487.3  21.6  -
Peptostreptococcaceae_Maledivibacter             -          LKAP-TSAKG2_E09_071_2018_2 -               56     844      22     829      10     835    1480    +    2.2e-146  487.0  21.7  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_E09_071_2018_2 -               17     821      22     834      13     835    1459    +    2.3e-146  487.2  22.5  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_E09_071_2018_2 -               49     768      22     804      13     822    1474    +    3.5e-146  486.6  22.6  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-TSAKG2_E09_071_2018_2 -               29     804      22     810      11     830    1446    +      4e-146  486.3  22.3  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_E09_071_2018_2 -               49     809      22     796      13     819    1526    +      4e-146  486.0  23.0  -
Clostridiales_Soehngenia                         -          LKAP-TSAKG2_E09_071_2018_2 -               30     804      21     809       8     831    1494    +    4.2e-146  486.2  21.8  -
Peptococcaceae_Desulfurispora                    -          LKAP-TSAKG2_E09_071_2018_2 -              159     904      59     833      38     835    1567    +    5.1e-146  485.8  22.2  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_E09_071_2018_2 -               18     833      21     834       9     835    1424    +    5.7e-146  485.9  21.8  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_E09_071_2018_2 -               49     803      22     835      10     835    1481    +    6.4e-146  485.6  22.9  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_E09_071_2018_2 -               70     819      22     805      13     823    1536    +    6.4e-146  485.3  22.4  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               50     839      23     830      11     835    1529    +    6.5e-146  485.6  21.7  -
Alteromonadaceae_Aliagarivorans                  -          LKAP-TSAKG2_E09_071_2018_2 -               22     827      22     820      13     835    1462    +    6.9e-146  485.6  22.2  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_E09_071_2018_2 -               47     822      22     809      13     826    1501    +    7.7e-146  484.9  22.9  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_E09_071_2018_2 -                2     776      23     815      22     827    1390    +    8.2e-146  485.3  24.1  -
Acidaminococcaceae_Succinispira                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     841      16     827       7     834    1495    +    8.3e-146  485.1  22.2  -
Halanaerobiales_Anoxybacter                      -          LKAP-TSAKG2_E09_071_2018_2 -               88     866      61     835      40     835    1500    +    1.1e-145  484.8  22.3  -
Methylocystaceae_Terasakiella                    -          LKAP-TSAKG2_E09_071_2018_2 -               49     807      22     834      13     835    1463    +    1.2e-145  484.6  21.8  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_E09_071_2018_2 -               49     819      22     806      10     823    1512    +    1.6e-145  483.9  22.8  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_E09_071_2018_2 -               49     833      21     809       9     827    1457    +    1.7e-145  484.3  22.1  -
Clostridiaceae_Oxobacter                         -          LKAP-TSAKG2_E09_071_2018_2 -               48     828      16     833       7     835    1496    +      2e-145  483.9  21.5  -
Halanaerobiaceae_Halothermothrix                 -          LKAP-TSAKG2_E09_071_2018_2 -               95     866      61     832      40     835    1534    +    2.2e-145  483.7  22.4  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               54     819      22     793      13     814    1480    +    2.2e-145  483.7  22.9  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_E09_071_2018_2 -               48     846      21     835       9     835    1475    +    2.3e-145  483.8  22.1  -
Clostridiales_Anaerovorax                        -          LKAP-TSAKG2_E09_071_2018_2 -               48     830      21     821       7     835    1500    +    2.9e-145  483.4  21.3  -
Selenomonadaceae_Centipeda                       -          LKAP-TSAKG2_E09_071_2018_2 -               23     839      21     827       9     834    1494    +    3.3e-145  483.1  21.7  -
Pasteurellaceae_Rodentibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               55     829      22     814      12     828    1478    +    3.5e-145  483.0  22.8  -
Clostridiaceae_Keratinibaculum                   -          LKAP-TSAKG2_E09_071_2018_2 -               41     826      16     817       7     835    1491    +    4.9e-145  482.7  21.6  -
Ruminococcaceae_Herbivorax                       -          LKAP-TSAKG2_E09_071_2018_2 -                3     778      28     827      26     835    1421    +    5.4e-145  482.4  22.1  -
Alcaligenaceae_Oligella                          -          LKAP-TSAKG2_E09_071_2018_2 -               44     835      22     818      13     835    1504    +    5.8e-145  482.2  22.3  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_E09_071_2018_2 -              158     943      55     834      35     835    1588    +    5.9e-145  482.6  22.6  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_E09_071_2018_2 -               49     818      22     805      13     819    1492    +    6.8e-145  481.9  23.4  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-TSAKG2_E09_071_2018_2 -               46     821      22     812      11     831    1453    +    7.2e-145  482.2  22.2  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_E09_071_2018_2 -               48     821      22     809      12     829    1510    +    7.9e-145  481.6  22.9  -
Clostridiaceae_Saccharofermentans                -          LKAP-TSAKG2_E09_071_2018_2 -               36     836      16     834       7     835    1510    +    8.9e-145  481.7  21.9  -
Neisseriaceae_Alysiella                          -          LKAP-TSAKG2_E09_071_2018_2 -               53     847      22     824      12     835    1524    +    1.1e-144  481.4  22.6  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_E09_071_2018_2 -               20     809      15     809       7     829    1464    +    1.1e-144  481.6  21.7  -
Lachnospiraceae_Abyssivirga                      -          LKAP-TSAKG2_E09_071_2018_2 -               48     839      21     833       9     835    1520    +    1.1e-144  481.4  21.6  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               48     808      22     799       8     817    1502    +    1.2e-144  481.3  22.9  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_E09_071_2018_2 -               16     790      20     807      10     825    1430    +    1.3e-144  481.0  22.8  -
Clostridiales_Proteocatella                      -          LKAP-TSAKG2_E09_071_2018_2 -               29     797      22     808      10     828    1450    +    1.3e-144  481.3  21.8  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-TSAKG2_E09_071_2018_2 -               37     833      21     833       8     835    1465    +    1.4e-144  481.3  22.1  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_E09_071_2018_2 -               41     875      16     833       7     835    1500    +    1.6e-144  481.0  21.5  -
Comamonadaceae_Caldimonas                        -          LKAP-TSAKG2_E09_071_2018_2 -               29     805      22     810      12     830    1468    +    1.6e-144  480.9  23.3  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               34     807      20     806      11     826    1470    +    1.7e-144  480.9  22.4  -
Christensenellaceae_Christensenella              -          LKAP-TSAKG2_E09_071_2018_2 -               95     815      62     809      41     829    1497    +    1.9e-144  480.7  22.6  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_E09_071_2018_2 -               49     810      22     812      12     831    1483    +      2e-144  480.5  21.8  -
Sporomusaceae_Anaerosinus                        -          LKAP-TSAKG2_E09_071_2018_2 -               29     836      22     827       8     834    1511    +    2.3e-144  480.2  22.2  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_E09_071_2018_2 -               29     798      22     805      11     819    1470    +    2.3e-144  480.0  23.5  -
Comamonadaceae_Roseateles                        -          LKAP-TSAKG2_E09_071_2018_2 -               28     781      53     815      32     830    1396    +    2.6e-144  480.2  23.4  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     815      21     827       8     834    1451    +    2.8e-144  480.0  21.8  -
Geobacteraceae_Geopsychrobacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               41     837      16     830       7     835    1493    +    3.9e-144  479.6  22.7  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     808      22     808      13     816    1465    +    4.4e-144  479.3  22.1  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-TSAKG2_E09_071_2018_2 -              151     882      61     824      41     834    1725    +    4.6e-144  479.3  22.4  -
Phyllobacteriaceae_Pseudahrensia                 -          LKAP-TSAKG2_E09_071_2018_2 -               29     752      22     808      13     824    1441    +    5.1e-144  479.4  22.3  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_E09_071_2018_2 -               29     795      21     827       9     835    1480    +    5.3e-144  479.4  22.5  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_E09_071_2018_2 -               29     834      21     834       8     835    1511    +    5.5e-144  479.1  22.3  -
Acidobacteriaceae_Edaphobacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               37     772      22     806       9     826    1449    +    5.8e-144  479.0  22.2  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_E09_071_2018_2 -               36     802      22     800      11     826    1460    +      9e-144  478.3  22.6  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -              115     832      62     809      41     827    1480    +      1e-143  478.2  22.7  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_E09_071_2018_2 -               52     831      22     799      18     820    1548    +      1e-143  478.1  22.1  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_E09_071_2018_2 -               28     800      21     808       9     822    1461    +      1e-143  478.1  22.2  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-TSAKG2_E09_071_2018_2 -               34     775      64     821      44     833    1275    +    1.2e-143  478.5  23.5  -
Beutenbergiaceae_Miniimonas                      -          LKAP-TSAKG2_E09_071_2018_2 -               28     803      21     813       9     832    1447    +    1.5e-143  477.7  22.3  -
Pasteurellaceae_Volucribacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               21     765      42     793      25     814    1434    +    1.6e-143  477.7  22.9  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               27     811      13     809       5     829    1438    +    1.8e-143  477.0  22.3  -
Clostridiales_Caproiciproducens                  -          LKAP-TSAKG2_E09_071_2018_2 -               21     814      16     829       7     835    1445    +    1.9e-143  477.4  21.5  -
Pasteurellaceae_Bisgaardia                       -          LKAP-TSAKG2_E09_071_2018_2 -               37     809      22     793      13     813    1389    +      2e-143  477.4  23.2  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_E09_071_2018_2 -               35     810      18     806      11     826    1484    +    2.2e-143  476.9  22.3  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-TSAKG2_E09_071_2018_2 -               35     814      22     807      12     816    1463    +    2.2e-143  477.0  22.5  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               18     775      22     807      12     827    1411    +    2.3e-143  477.1  21.9  -
Veillonellaceae_Allisonella                      -          LKAP-TSAKG2_E09_071_2018_2 -               49     872      21     827       9     834    1537    +    2.9e-143  476.7  22.1  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_E09_071_2018_2 -               37     811      22     814       8     834    1479    +    4.3e-143  476.3  21.9  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-TSAKG2_E09_071_2018_2 -                1     716      69     794      69     817    1345    +    4.8e-143  476.1  23.5  -
