# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1466    +           0 1057.0  17.5  -
Vibrionaceae_Photobacterium                      -          B0306_LKAP-FHGF1_A06_048 -               23     950       5     927       2     933    1487    +    1.1e-304 1011.8  17.4  -
Rhodospirillaceae_Limibacillus                   -          B0306_LKAP-FHGF1_A06_048 -               14     866      34     927      14     934    1402    +    2.5e-151  503.7  17.4  -
Anaerolineaceae_Anaerolinea                      -          B0306_LKAP-FHGF1_A06_048 -               41     931       6     928       2     932    1457    +    3.2e-151  503.6  17.4  -
Leptotrichiaceae_Leptotrichia                    -          B0306_LKAP-FHGF1_A06_048 -               83     928      55     925      30     933    1486    +    3.4e-151  503.1  16.7  -
Hyphomicrobiaceae_Youhaiella                     -          B0306_LKAP-FHGF1_A06_048 -               62     898      45     926      23     933    1447    +    3.7e-151  503.1  16.4  -
Nocardiopsaceae_Streptomonospora                 -          B0306_LKAP-FHGF1_A06_048 -               44     945       6     925       2     933    1519    +    4.9e-151  502.7  17.8  -
Puniceicoccaceae_Pelagicoccus                    -          B0306_LKAP-FHGF1_A06_048 -               82     966      53     927      32     933    1500    +    5.6e-151  502.5  16.2  -
Hyphomicrobiaceae_Arsenicitalea                  -          B0306_LKAP-FHGF1_A06_048 -               52     881      51     926      22     933    1438    +    5.9e-151  502.4  16.3  -
Rikenellaceae_Alistipes                          -          B0306_LKAP-FHGF1_A06_048 -               30     940       6     925       2     929    1456    +    6.2e-151  502.4  17.3  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          B0306_LKAP-FHGF1_A06_048 -               25     948       7     927       2     931    1495    +      8e-151  502.2  17.0  -
Sandaracinaceae_Sandaracinus                     -          B0306_LKAP-FHGF1_A06_048 -               13     940       6     927       2     934    1506    +      1e-150  501.7  16.9  -
Acetobacteraceae_Rhodopila                       -          B0306_LKAP-FHGF1_A06_048 -               67     919      44     927      23     934    1465    +    1.1e-150  501.9  17.1  -
Chlorobiaceae_Chlorobium                         -          B0306_LKAP-FHGF1_A06_048 -               72     941      47     927      23     933    1465    +    1.2e-150  501.4  16.9  -
Methylocystaceae_Chthonobacter                   -          B0306_LKAP-FHGF1_A06_048 -               56     886      51     927      22     934    1404    +    1.2e-150  501.4  16.1  -
Micromonosporaceae_Phytomonospora                -          B0306_LKAP-FHGF1_A06_048 -               44     938       6     927       2     933    1513    +    1.2e-150  501.5  17.1  -
Comamonadaceae_Macromonas                        -          B0306_LKAP-FHGF1_A06_048 -               45     956       5     928       2     935    1461    +    1.7e-150  500.8  16.9  -
Sneathiellaceae_Taonella                         -          B0306_LKAP-FHGF1_A06_048 -               44     880      45     927      23     934    1408    +    1.7e-150  501.0  16.1  -
Hyphomicrobiaceae_Paradevosia                    -          B0306_LKAP-FHGF1_A06_048 -               44     880      45     926      23     933    1407    +    1.9e-150  500.8  16.4  -
Sphingomonadaceae_Pacificimonas                  -          B0306_LKAP-FHGF1_A06_048 -               64     905      40     927      16     934    1450    +    2.1e-150  500.7  15.5  -
Rhodobiaceae_Methyloceanibacter                  -          B0306_LKAP-FHGF1_A06_048 -               45     912       6     926       2     933    1485    +    2.3e-150  500.5  16.6  -
Methylocystaceae_Chenggangzhangella              -          B0306_LKAP-FHGF1_A06_048 -               44     901       7     927       2     934    1448    +    2.5e-150  500.4  16.8  -
Flavobacteriaceae_Winogradskyella                -          B0306_LKAP-FHGF1_A06_048 -               24     933       6     925       2     930    1448    +    2.6e-150  500.0  17.8  -
Acetobacteraceae_Granulibacter                   -          B0306_LKAP-FHGF1_A06_048 -               70     912      42     927      19     934    1491    +    2.8e-150  500.5  16.7  -
Hydrogenothermaceae_Persephonella                -          B0306_LKAP-FHGF1_A06_048 -               24     924       6     929       2     932    1465    +    2.8e-150  500.3  17.2  -
Aurantimonadaceae_Jiella                         -          B0306_LKAP-FHGF1_A06_048 -               67     902      46     927      19     934    1445    +    3.4e-150  500.0  16.3  -
Erysipelotrichaceae_Breznakia                    -          B0306_LKAP-FHGF1_A06_048 -              104     967      55     924      35     932    1508    +    3.8e-150  499.6  17.2  -
Bacteroidaceae_Acetomicrobium                    -          B0306_LKAP-FHGF1_A06_048 -               44     937       6     928       2     932    1525    +    3.9e-150  499.5  17.5  -
Erythrobacteraceae_Qipengyuania                  -          B0306_LKAP-FHGF1_A06_048 -               60     902      40     924      16     934    1452    +    4.5e-150  499.4  15.7  -
Rhodothalassiaceae_Rhodothalassium               -          B0306_LKAP-FHGF1_A06_048 -               19     877       6     927       2     934    1318    +    4.6e-150  499.7  17.1  -
Deltaproteobacteria_Dissulfurirhabdus            -          B0306_LKAP-FHGF1_A06_048 -               41     972       7     927       2     934    1521    +    5.5e-150  499.3  16.9  -
Desulfobulbaceae_Desulfofustis                   -          B0306_LKAP-FHGF1_A06_048 -               85     974      51     927      19     934    1547    +    5.6e-150  499.3  16.8  -
Clostridiales_Sulfobacillus                      -          B0306_LKAP-FHGF1_A06_048 -               44     931       6     925       2     933    1472    +    6.1e-150  499.3  17.6  -
Thermodesulfobacteriaceae_Caldimicrobium         -          B0306_LKAP-FHGF1_A06_048 -               37     961       6     927       1     931    1508    +    7.5e-150  498.9  17.1  -
Fibrobacteraceae_Fibrobacter                     -          B0306_LKAP-FHGF1_A06_048 -               22     910       5     924       3     933    1412    +    7.9e-150  499.0  18.0  -
Persicobacteraceae_Persicobacter                 -          B0306_LKAP-FHGF1_A06_048 -               24     927       6     925       2     930    1447    +    8.5e-150  498.8  17.7  -
Clostridiales_Anaerococcus                       -          B0306_LKAP-FHGF1_A06_048 -               63     899      55     925      34     933    1410    +    1.1e-149  498.3  16.6  -
Beijerinckiaceae_Methylorosula                   -          B0306_LKAP-FHGF1_A06_048 -               61     897      45     927      23     934    1413    +    1.2e-149  498.1  17.1  -
Flavobacteriaceae_Nonlabens                      -          B0306_LKAP-FHGF1_A06_048 -               24     933       6     925       2     930    1448    +    1.3e-149  497.8  17.0  -
Rhodospirillaceae_Limimonas                      -          B0306_LKAP-FHGF1_A06_048 -               26     876      45     927      24     934    1407    +    1.4e-149  498.0  17.0  -
Rhizobiaceae_Ciceribacter                        -          B0306_LKAP-FHGF1_A06_048 -               27     865      43     927      22     934    1392    +    1.4e-149  498.1  16.6  -
Desulfobulbaceae_Desulfurivibrio                 -          B0306_LKAP-FHGF1_A06_048 -               13     943       6     927       2     934    1409    +    1.6e-149  497.7  16.9  -
Anaplasmataceae_Anaplasma                        -          B0306_LKAP-FHGF1_A06_048 -               82     913      50     928      17     935    1433    +    1.7e-149  497.8  15.8  -
Syntrophobacteraceae_Desulforhabdus              -          B0306_LKAP-FHGF1_A06_048 -               25     955       7     927       2     934    1482    +    1.8e-149  497.8  16.8  -
Desulfobulbaceae_Desulfoprunum                   -          B0306_LKAP-FHGF1_A06_048 -               13     904      51     927      38     934    1357    +    1.8e-149  497.6  16.6  -
Halobacteroidaceae_Natroniella                   -          B0306_LKAP-FHGF1_A06_048 -               18     927       6     924       2     932    1467    +    1.9e-149  497.3  17.0  -
Methylocystaceae_Hartmannibacter                 -          B0306_LKAP-FHGF1_A06_048 -               71     902      50     927      25     934    1426    +    2.3e-149  497.3  16.3  -
Flammeovirgaceae_Marinoscillum                   -          B0306_LKAP-FHGF1_A06_048 -               34     936       6     925       2     930    1484    +    3.1e-149  496.6  16.8  -
Sphingobacteriaceae_Solitalea                    -          B0306_LKAP-FHGF1_A06_048 -               24     927       6     925       2     930    1475    +    4.9e-149  496.2  16.9  -
Desulfovibrionaceae_Bilophila                    -          B0306_LKAP-FHGF1_A06_048 -               41     962       7     928       3     934    1500    +    6.1e-149  495.7  17.0  -
Spirochaetaceae_Sphaerochaeta                    -          B0306_LKAP-FHGF1_A06_048 -               46     955       8     925       3     930    1529    +    6.4e-149  495.7  18.0  -
Entomoplasmataceae_Entomoplasma                  -          B0306_LKAP-FHGF1_A06_048 -               64     932      54     924      33     930    1498    +    6.6e-149  495.9  17.1  -
Halobacteroidaceae_Halanaerobacter               -          B0306_LKAP-FHGF1_A06_048 -               43     938       6     924       3     932    1437    +    8.7e-149  495.2  17.1  -
Rhodobiaceae_Anderseniella                       -          B0306_LKAP-FHGF1_A06_048 -               51     880      52     927      31     934    1406    +    1.1e-148  495.0  15.8  -
Eggerthellaceae_Slackia                          -          B0306_LKAP-FHGF1_A06_048 -               24     909       6     924       2     931    1463    +    1.1e-148  495.0  17.6  -
Selenomonadaceae_Pectinatus                      -          B0306_LKAP-FHGF1_A06_048 -               44     964       6     925       2     933    1511    +    1.1e-148  494.7  16.8  -
Rhodospirillaceae_Rhodospira                     -          B0306_LKAP-FHGF1_A06_048 -               92     926      42     926      21     933    1465    +    1.3e-148  494.7  16.9  -
Desulfomicrobiaceae_Desulfoplanes                -          B0306_LKAP-FHGF1_A06_048 -               24     951       6     928       2     934    1437    +    1.3e-148  494.7  16.8  -
Phyllobacteriaceae_Tianweitania                  -          B0306_LKAP-FHGF1_A06_048 -               62     900      43     927      20     934    1447    +    1.4e-148  494.8  16.3  -
Phyllobacteriaceae_Thalassocola                  -          B0306_LKAP-FHGF1_A06_048 -               53     884      51     927      25     934    1443    +    1.6e-148  494.6  16.1  -
Lachnospiraceae_Lachnoanaerobaculum              -          B0306_LKAP-FHGF1_A06_048 -              102     944      55     924      25     932    1490    +    2.5e-148  492.9  16.7  -
Lachnospiraceae_Dorea                            -          B0306_LKAP-FHGF1_A06_048 -                1     825      72     924      72     932    1316    +    2.5e-148  493.9  14.4  -
Sphingomonadaceae_Hephaestia                     -          B0306_LKAP-FHGF1_A06_048 -               43     883      40     927      16     934    1411    +    2.6e-148  493.9  15.7  -
Beijerinckiaceae_Methylovirgula                  -          B0306_LKAP-FHGF1_A06_048 -               74     901      54     927      33     934    1402    +    2.6e-148  493.6  16.4  -
Rhodospirillaceae_Tagaea                         -          B0306_LKAP-FHGF1_A06_048 -               46     917       6     928       2     935    1467    +    2.8e-148  493.6  16.2  -
Sporomusaceae_Pelosinus                          -          B0306_LKAP-FHGF1_A06_048 -               42     966       6     925       2     933    1550    +    3.4e-148  492.5  17.0  -
Cytophagaceae_Flexibacter                        -          B0306_LKAP-FHGF1_A06_048 -               52     949       6     925       2     930    1463    +    3.7e-148  493.2  16.5  -
Geobacteraceae_Geopsychrobacter                  -          B0306_LKAP-FHGF1_A06_048 -               44     946       6     927       2     934    1493    +    6.1e-148  492.3  16.8  -
Rhizobiales_Alsobacter                           -          B0306_LKAP-FHGF1_A06_048 -               32     892       6     927       2     934    1467    +    6.6e-148  492.4  17.0  -
Alphaproteobacteria_Phreatobacter                -          B0306_LKAP-FHGF1_A06_048 -               42     880      43     927      20     934    1402    +    6.8e-148  492.5  16.3  -
Syntrophobacteraceae_Thermodesulforhabdus        -          B0306_LKAP-FHGF1_A06_048 -              117    1003      54     928      34     934    1559    +    6.8e-148  492.5  16.5  -
Phyllobacteriaceae_Oricola                       -          B0306_LKAP-FHGF1_A06_048 -               28     886       6     927       2     934    1455    +      7e-148  492.3  16.3  -
Spirochaetaceae_Pleomorphochaeta                 -          B0306_LKAP-FHGF1_A06_048 -               54     962      11     925       3     930    1492    +    7.9e-148  491.9  18.1  -
Methylobacteriaceae_Meganema                     -          B0306_LKAP-FHGF1_A06_048 -               42     880      43     927      20     934    1383    +    7.9e-148  492.2  16.3  -
Phyllobacteriaceae_Lentilitoribacter             -          B0306_LKAP-FHGF1_A06_048 -               53     882      52     927      31     934    1443    +    8.2e-148  492.2  16.0  -
Desulfovibrionaceae_Lawsonia                     -          B0306_LKAP-FHGF1_A06_048 -               80     973      47     928      23     934    1552    +    9.4e-148  491.9  16.8  -
Hyphomonadaceae_Fretibacter                      -          B0306_LKAP-FHGF1_A06_048 -               32     900       6     927       2     934    1412    +    1.1e-147  491.8  16.4  -
Bradymonadaceae_Bradymonas                       -          B0306_LKAP-FHGF1_A06_048 -               63     929      49     926      11     933    1461    +    1.2e-147  491.2  17.3  -
Thermoanaerobacteraceae_Calderihabitans          -          B0306_LKAP-FHGF1_A06_048 -               77     969      47     928      25     934    1503    +    1.5e-147  491.3  17.1  -
Flavobacteriaceae_Maribacter                     -          B0306_LKAP-FHGF1_A06_048 -               23     936       5     925       2     930    1443    +    1.6e-147  491.0  17.7  -
Myxococcaceae_Pyxidicoccus                       -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     934    1493    +    1.8e-147  490.7  17.0  -
Kosmotogaceae_Kosmotoga                          -          B0306_LKAP-FHGF1_A06_048 -               25     930       6     927       2     931    1458    +    2.1e-147  490.9  17.9  -
Desulfobacteraceae_Desulforegula                 -          B0306_LKAP-FHGF1_A06_048 -               70     964      43     927      14     934    1524    +    2.2e-147  490.7  17.3  -
Phyllobacteriaceae_Corticibacterium              -          B0306_LKAP-FHGF1_A06_048 -               16     872       5     927       1     934    1435    +    2.2e-147  490.7  16.6  -
Acetobacteraceae_Kozakia                         -          B0306_LKAP-FHGF1_A06_048 -               49     885      48     927      24     934    1415    +    2.2e-147  490.9  16.3  -
Rhodospirillaceae_Telmatospirillum               -          B0306_LKAP-FHGF1_A06_048 -               76     901      55     926      34     934    1344    +    2.3e-147  490.5  15.8  -
Xanthobacteraceae_Pseudolabrys                   -          B0306_LKAP-FHGF1_A06_048 -                3     829      54     926      52     934    1386    +    2.4e-147  490.6  16.3  -
Actinomycetaceae_Flaviflexus                     -          B0306_LKAP-FHGF1_A06_048 -               30     903      44     927      23     933    1400    +    2.6e-147  490.4  17.2  -
Balneolaceae_Balneola                            -          B0306_LKAP-FHGF1_A06_048 -               36     946       6     927       2     933    1479    +    2.9e-147  490.2  16.0  -
Beijerinckiaceae_Methyloferula                   -          B0306_LKAP-FHGF1_A06_048 -               75     902      54     927      33     934    1408    +    3.1e-147  490.1  16.4  -
Roseiarcaceae_Roseiarcus                         -          B0306_LKAP-FHGF1_A06_048 -               61     899      43     927      20     934    1399    +    3.3e-147  490.0  16.8  -
Acetobacteraceae_Endobacter                      -          B0306_LKAP-FHGF1_A06_048 -               75     911      47     927      25     934    1492    +    3.5e-147  490.3  16.7  -
Balneolaceae_Gracilimonas                        -          B0306_LKAP-FHGF1_A06_048 -               25     936       7     927       2     933    1447    +    3.7e-147  489.7  16.9  -
Rhodospirillaceae_Tistlia                        -          B0306_LKAP-FHGF1_A06_048 -               61     893      50     927      23     934    1299    +    6.5e-147  489.4  16.4  -
Rhodobacteraceae_Agaricicola                     -          B0306_LKAP-FHGF1_A06_048 -               64     901      42     927      17     934    1436    +    6.7e-147  489.0  16.5  -
Flavobacteriaceae_Moheibacter                    -          B0306_LKAP-FHGF1_A06_048 -               44     944       6     925       2     930    1481    +    8.3e-147  488.4  16.7  -
Flavobacteriaceae_Lutibacter                     -          B0306_LKAP-FHGF1_A06_048 -               24     929       6     925       2     930    1444    +    9.3e-147  488.5  17.3  -
Selenomonadaceae_Megamonas                       -          B0306_LKAP-FHGF1_A06_048 -               33     919      53     925      33     933    1475    +    9.9e-147  488.4  16.7  -
Dictyoglomaceae_Dictyoglomus                     -          B0306_LKAP-FHGF1_A06_048 -               49     961       9     927       3     932    1541    +    1.1e-146  488.2  17.5  -
Rhodobacteraceae_Halodurantibacterium            -          B0306_LKAP-FHGF1_A06_048 -               55     882      54     927      32     934    1387    +    1.2e-146  488.4  15.4  -
Polyangiaceae_Sorangium                          -          B0306_LKAP-FHGF1_A06_048 -               46     972       6     927       2     934    1520    +    1.2e-146  488.3  17.0  -
Acetobacteraceae_Saccharibacter                  -          B0306_LKAP-FHGF1_A06_048 -               62     899      47     927      24     934    1436    +    1.3e-146  488.3  16.0  -
Hyphomicrobiaceae_Cucumibacter                   -          B0306_LKAP-FHGF1_A06_048 -               44     873      51     926      25     933    1358    +    1.4e-146  488.0  16.2  -
Myxococcaceae_Aggregicoccus                      -          B0306_LKAP-FHGF1_A06_048 -               44     970       6     927       2     934    1531    +    1.4e-146  487.8  16.9  -
Methylocystaceae_Oharaeibacter                   -          B0306_LKAP-FHGF1_A06_048 -               56     885      53     927      32     934    1408    +    1.7e-146  487.9  16.4  -
Actinomycetaceae_Mobiluncus                      -          B0306_LKAP-FHGF1_A06_048 -               23     935       6     927       2     933    1477    +    1.8e-146  487.3  17.8  -
Thermotogaceae_Pseudothermotoga                  -          B0306_LKAP-FHGF1_A06_048 -               41     954       6     925       2     930    1541    +    1.9e-146  487.6  18.2  -
Rhodobacteraceae_Paenirhodobacter                -          B0306_LKAP-FHGF1_A06_048 -               44     902       6     927       2     934    1428    +    1.9e-146  487.5  16.0  -
Rhodobacteraceae_Vadicella                       -          B0306_LKAP-FHGF1_A06_048 -               30     888       6     927       2     934    1439    +    1.9e-146  487.6  16.3  -
Brucellaceae_Falsochrobactrum                    -          B0306_LKAP-FHGF1_A06_048 -               66     901      45     927      21     934    1458    +      2e-146  487.6  16.3  -
Syntrophaceae_Desulfobacca                       -          B0306_LKAP-FHGF1_A06_048 -               67     968      39     927      10     934    1562    +      2e-146  487.4  16.4  -
Hyphomonadaceae_Hyphobacterium                   -          B0306_LKAP-FHGF1_A06_048 -               70     900      51     927      25     934    1423    +    2.4e-146  487.4  16.0  -
Clostridiales_Helcococcus                        -          B0306_LKAP-FHGF1_A06_048 -              102     938      55     924      35     932    1458    +    2.8e-146  486.8  16.0  -
Desulfuromonadaceae_Malonomonas                  -          B0306_LKAP-FHGF1_A06_048 -               44     949       6     927       2     934    1525    +    2.9e-146  486.9  17.3  -
Flavobacteriaceae_Euzebyella                     -          B0306_LKAP-FHGF1_A06_048 -               42     955       4     925       1     930    1489    +    3.4e-146  486.5  17.0  -
Sphingobacteriaceae_Sphingobacterium             -          B0306_LKAP-FHGF1_A06_048 -               30     941       6     925       2     929    1463    +    3.5e-146  486.4  17.4  -
Bradyrhizobiaceae_Pararhizobium                  -          B0306_LKAP-FHGF1_A06_048 -               45     874      54     929      32     935    1421    +    3.5e-146  486.6  15.9  -
Rhodospirillaceae_Lacibacterium                  -          B0306_LKAP-FHGF1_A06_048 -               29     855      55     927      33     934    1401    +    3.8e-146  486.6  15.4  -
Syntrophobacteraceae_Desulfovirga                -          B0306_LKAP-FHGF1_A06_048 -               67     960      46     927      13     934    1524    +    4.2e-146  486.6  16.8  -
Spirochaetaceae_Alkalispirochaeta                -          B0306_LKAP-FHGF1_A06_048 -               17     927       8     925       2     930    1462    +    4.3e-146  486.3  17.9  -
Phyllobacteriaceae_Pseudohoeflea                 -          B0306_LKAP-FHGF1_A06_048 -               44     902       6     927       2     934    1449    +    4.7e-146  486.3  16.0  -
Cystobacteraceae_Hyalangium                      -          B0306_LKAP-FHGF1_A06_048 -               24     948       6     927       2     934    1491    +    5.4e-146  486.0  17.0  -
Deltaproteobacteria_Dissulfurimicrobium          -          B0306_LKAP-FHGF1_A06_048 -               82     976      46     927      21     934    1521    +    5.9e-146  485.8  16.7  -
Rhodobacteraceae_Oceanicella                     -          B0306_LKAP-FHGF1_A06_048 -               42     900       6     927       2     934    1431    +      6e-146  486.1  16.6  -
Deltaproteobacteria_Dissulfuribacter             -          B0306_LKAP-FHGF1_A06_048 -               30     961       6     926       2     933    1502    +    6.4e-146  486.0  17.2  -
Flavobacteriaceae_Zeaxanthinibacter              -          B0306_LKAP-FHGF1_A06_048 -               24     934       6     925       2     930    1451    +    6.5e-146  485.6  17.4  -
Cyclobacteriaceae_Cyclobacterium                 -          B0306_LKAP-FHGF1_A06_048 -               25     927       7     925       2     930    1465    +    7.2e-146  485.6  17.5  -
Syntrophomonadaceae_Pelospora                    -          B0306_LKAP-FHGF1_A06_048 -               44     982       6     928       2     934    1500    +    7.7e-146  485.5  17.1  -
Rhodobacteraceae_Nesiotobacter                   -          B0306_LKAP-FHGF1_A06_048 -                3     861       6     927       4     934    1384    +    8.8e-146  485.4  16.2  -
Alphaproteobacteria_Eilatimonas                  -          B0306_LKAP-FHGF1_A06_048 -               50     936       7     927       2     934    1494    +    9.1e-146  485.4  17.0  -
Hyphomonadaceae_Hellea                           -          B0306_LKAP-FHGF1_A06_048 -               30     898       6     927       2     934    1412    +      1e-145  485.2  16.3  -
Flavobacteriaceae_Muricauda                      -          B0306_LKAP-FHGF1_A06_048 -               23     933       5     925       2     930    1461    +    1.1e-145  485.0  17.7  -
Xanthobacteraceae_Variibacter                    -          B0306_LKAP-FHGF1_A06_048 -               42     879      43     926      20     934    1407    +    1.1e-145  485.1  16.6  -
Phyllobacteriaceae_Roseitalea                    -          B0306_LKAP-FHGF1_A06_048 -               56     886      51     927      30     934    1419    +    1.3e-145  484.8  16.2  -
Spirochaetaceae_Sediminispirochaeta              -          B0306_LKAP-FHGF1_A06_048 -               34     944       9     925       3     930    1520    +    1.4e-145  484.5  17.7  -
Xanthobacteraceae_Pseudorhodoplanes              -          B0306_LKAP-FHGF1_A06_048 -               50     888      43     927      20     934    1424    +    1.4e-145  484.7  17.0  -
Polyangiaceae_Byssovorax                         -          B0306_LKAP-FHGF1_A06_048 -               38     963       6     927       1     934    1529    +    1.5e-145  484.6  17.1  -
Rhodospirillaceae_Defluviicoccus                 -          B0306_LKAP-FHGF1_A06_048 -               70     903      48     925      22     934    1452    +    1.6e-145  484.7  16.5  -
Thermosporotrichaceae_Thermosporothrix           -          B0306_LKAP-FHGF1_A06_048 -                6     842      53     927      48     933    1317    +    1.7e-145  484.6  17.0  -
Rhodobacteraceae_Albirhodobacter                 -          B0306_LKAP-FHGF1_A06_048 -               28     882      40     927      16     934    1405    +    1.9e-145  484.2  16.5  -
Leptotrichiaceae_Streptobacillus                 -          B0306_LKAP-FHGF1_A06_048 -               94     935      58     925      37     933    1482    +      2e-145  484.1  16.3  -
Methylobacteriaceae_Psychroglaciecola            -          B0306_LKAP-FHGF1_A06_048 -               25     854      52     927      32     934    1353    +    2.1e-145  484.1  16.3  -
Rhodobiaceae_Roseospirillum                      -          B0306_LKAP-FHGF1_A06_048 -                8     828      51     924      42     934    1310    +    2.2e-145  484.1  16.5  -
Desulfarculaceae_Dethiosulfatarculus             -          B0306_LKAP-FHGF1_A06_048 -               78     967      53     927       8     934    1516    +    2.4e-145  483.9  16.5  -
Rhodobacteraceae_Pleomorphobacterium             -          B0306_LKAP-FHGF1_A06_048 -               44     902       6     927       2     934    1432    +    2.5e-145  484.1  16.6  -
Desulfobacteraceae_Desulfatirhabdium             -          B0306_LKAP-FHGF1_A06_048 -               64     980      34     927      11     934    1535    +    2.7e-145  483.7  17.0  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          B0306_LKAP-FHGF1_A06_048 -               44     972       6     927       2     934    1549    +    2.7e-145  483.7  17.4  -
Cyclobacteriaceae_Echinicola                     -          B0306_LKAP-FHGF1_A06_048 -               15     891      40     925      20     929    1388    +      3e-145  483.6  17.0  -
Thermoactinomycetaceae_Polycladomyces            -          B0306_LKAP-FHGF1_A06_048 -               25     959       7     926       2     933    1485    +    3.3e-145  483.5  17.2  -
Thermoanaerobacterales_Thermovenabulum           -          B0306_LKAP-FHGF1_A06_048 -               44     938       6     924       2     932    1424    +    3.7e-145  483.3  18.3  -
Acetobacteraceae_Acidomonas                      -          B0306_LKAP-FHGF1_A06_048 -               73     904      53     927      32     934    1481    +      4e-145  483.4  16.4  -
Phormidiaceae_Cephalothrix                       -          B0306_LKAP-FHGF1_A06_048 -               44     907       6     927       2     933    1481    +    4.3e-145  483.0  16.9  -
Lentisphaeraceae_Lentisphaera                    -          B0306_LKAP-FHGF1_A06_048 -               52     919      31     924      11     932    1465    +    5.5e-145  482.9  17.3  -
Acetobacteraceae_Ameyamaea                       -          B0306_LKAP-FHGF1_A06_048 -               49     885      48     927      24     934    1414    +    5.8e-145  482.9  16.3  -
Rhodobacteraceae_Silicimonas                     -          B0306_LKAP-FHGF1_A06_048 -               56     886      51     927      23     934    1395    +      6e-145  482.6  16.3  -
Chitinophagaceae_Terrimonas                      -          B0306_LKAP-FHGF1_A06_048 -               11     919       5     925       2     930    1441    +    7.3e-145  482.5  17.3  -
Chitinophagaceae_Taibaiella                      -          B0306_LKAP-FHGF1_A06_048 -               14     919       2     925       1     930    1427    +    7.5e-145  482.3  17.0  -
Acetobacteraceae_Nguyenibacter                   -          B0306_LKAP-FHGF1_A06_048 -               44     881      47     927      24     934    1407    +    8.2e-145  482.3  16.8  -
Fervidobacteriaceae_Thermosipho                  -          B0306_LKAP-FHGF1_A06_048 -               31     961       5     922       2     931    1514    +    8.4e-145  482.0  18.3  -
Flammeovirgaceae_Marivirga                       -          B0306_LKAP-FHGF1_A06_048 -               25     926       7     925       2     930    1476    +    8.6e-145  482.1  16.6  -
Rhodospirillaceae_Aliidongia                     -          B0306_LKAP-FHGF1_A06_048 -               76     903      55     927      34     934    1447    +    9.7e-145  481.9  15.8  -
Rhodobacteraceae_Frigidibacter                   -          B0306_LKAP-FHGF1_A06_048 -               44     902       6     927       2     934    1428    +      1e-144  481.9  16.3  -
Flavobacteriaceae_Empedobacter                   -          B0306_LKAP-FHGF1_A06_048 -               45     945       6     925       2     930    1484    +    1.2e-144  481.2  16.8  -
Micrococcaceae_Rhizobium                         -          B0306_LKAP-FHGF1_A06_048 -               31     871      43     927      21     934    1424    +    1.3e-144  481.7  16.3  -
Cyclobacteriaceae_Algoriphagus                   -          B0306_LKAP-FHGF1_A06_048 -               24     929       6     925       2     930    1446    +    1.3e-144  481.5  17.5  -
Desulfobacteraceae_Desulfocella                  -          B0306_LKAP-FHGF1_A06_048 -               44     968       6     926       2     933    1547    +    1.5e-144  481.2  17.1  -
Hyphomonadaceae_Woodsholea                       -          B0306_LKAP-FHGF1_A06_048 -               25     880       7     927       2     934    1421    +    1.6e-144  481.2  16.3  -
Flavobacteriaceae_Pseudofulvibacter              -          B0306_LKAP-FHGF1_A06_048 -               24     927       6     925       2     930    1442    +    1.7e-144  480.9  17.1  -
Oligoflexaceae_Oligoflexus                       -          B0306_LKAP-FHGF1_A06_048 -               52     932      45     927      20     934    1458    +    1.7e-144  481.1  17.1  -
Ruminococcaceae_Anaerofilum                      -          B0306_LKAP-FHGF1_A06_048 -               51     962       7     924       1     932    1468    +    1.9e-144  480.6  16.8  -
Hyphomonadaceae_Litorimonas                      -          B0306_LKAP-FHGF1_A06_048 -               15     866      31     927      11     934    1357    +    1.9e-144  481.0  16.5  -
Rhodobacteraceae_Rubribacterium                  -          B0306_LKAP-FHGF1_A06_048 -               52     869      54     927      22     934    1380    +      2e-144  481.1  17.0  -
Marinilabiliaceae_Carboxylicivirga               -          B0306_LKAP-FHGF1_A06_048 -               22     930       4     925       1     930    1445    +    2.1e-144  480.5  17.2  -
Rhodobacteraceae_Tabrizicola                     -          B0306_LKAP-FHGF1_A06_048 -               40     881      38     927      15     934    1388    +    2.2e-144  480.8  16.5  -
Acidobacteria_Thermoanaerobaculum                -          B0306_LKAP-FHGF1_A06_048 -               24     954       6     928       1     934    1464    +    2.4e-144  480.7  17.3  -
Temperatibacteraceae_Temperatibacter             -          B0306_LKAP-FHGF1_A06_048 -               34     861      54     927      33     934    1362    +    2.6e-144  480.4  16.0  -
Marinifilaceae_Marinifilum                       -          B0306_LKAP-FHGF1_A06_048 -               24     932       6     925       2     930    1451    +    2.8e-144  480.2  17.3  -
Emcibacteraceae_Emcibacter                       -          B0306_LKAP-FHGF1_A06_048 -               44     912       6     926       2     933    1460    +    2.8e-144  480.5  16.5  -
Clostridiaceae_Lutispora                         -          B0306_LKAP-FHGF1_A06_048 -               25     923       7     926       2     933    1438    +    3.1e-144  480.2  16.6  -
