# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Mzabimycetaceae_Mzabimyces                       -          LKAP-TSAKG2_H06_034_2018_2 -                9     762      59     844      54     844    1357    +    1.2e-133  445.0  20.9  -
Intrasporangiaceae_Marihabitans                  -          LKAP-TSAKG2_H06_034_2018_2 -               12     820      14     844       6     844    1435    +    1.2e-133  445.0  21.0  -
Dermabacteraceae_Helcobacillus                   -          LKAP-TSAKG2_H06_034_2018_2 -               14     826      12     844       4     844    1448    +    1.4e-133  444.7  21.3  -
Cyclobacteriaceae_Cyclobacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     787      27     796       7     816    1465    +    1.4e-133  444.7  21.1  -
Halomonadaceae_Carnimonas                        -          LKAP-TSAKG2_H06_034_2018_2 -               32     845      20     842       4     844    1519    +    1.5e-133  444.7  20.5  -
Petrotogaceae_Marinitoga                         -          LKAP-TSAKG2_H06_034_2018_2 -               70     828      63     841      38     843    1487    +    1.5e-133  444.8  20.9  -
Thermoanaerobacterales_Thermovorax               -          LKAP-TSAKG2_H06_034_2018_2 -               21     836      14     843       4     844    1469    +    1.6e-133  444.8  22.0  -
Propionibacteriaceae_Micropruina                 -          LKAP-TSAKG2_H06_034_2018_2 -               14     817      12     844       4     844    1438    +    1.7e-133  444.6  21.7  -
Pseudonocardiaceae_Sciscionella                  -          LKAP-TSAKG2_H06_034_2018_2 -               14     817      13     844       4     844    1465    +    1.8e-133  444.6  20.9  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-TSAKG2_H06_034_2018_2 -               47     857      23     843       5     844    1494    +    1.8e-133  444.2  20.2  -
Oceanospirillales_Spongiispira                   -          LKAP-TSAKG2_H06_034_2018_2 -               31     846      19     843       4     844    1486    +    1.9e-133  444.2  20.5  -
Desulfobacteraceae_Desulforegula                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     865      13     842       4     844    1524    +    2.4e-133  444.1  20.5  -
Lysobacteraceae_Chujaibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     846      23     842       5     844    1483    +    2.4e-133  443.8  20.2  -
Beijerinckiaceae_Methyloferula                   -          LKAP-TSAKG2_H06_034_2018_2 -               76     803      65     842      44     844    1408    +    2.6e-133  443.9  21.5  -
Chrysiogenaceae_Chrysiogenes                     -          LKAP-TSAKG2_H06_034_2018_2 -               73     838      63     843      36     844    1511    +    2.7e-133  443.8  19.6  -
Sanguibacteraceae_Timonella                      -          LKAP-TSAKG2_H06_034_2018_2 -               34     846      12     844       4     844    1508    +    2.9e-133  443.7  21.6  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-TSAKG2_H06_034_2018_2 -               32     798      57     844      34     844    1450    +    3.2e-133  443.8  20.5  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP-TSAKG2_H06_034_2018_2 -               59     870      24     842       5     844    1555    +    3.4e-133  443.4  20.3  -
Propionibacteriaceae_Propionicicella             -          LKAP-TSAKG2_H06_034_2018_2 -                7     811      14     844       8     844    1469    +    3.5e-133  443.6  21.3  -
Thermoanaerobacterales_Caldanaerovirga           -          LKAP-TSAKG2_H06_034_2018_2 -               11     813      24     843      13     844    1418    +    3.9e-133  443.5  21.1  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-TSAKG2_H06_034_2018_2 -               64     838      61     842      35     844    1463    +      4e-133  443.1  20.0  -
Cellvibrionaceae_Teredinibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               33     831      27     843       6     844    1469    +    4.2e-133  443.0  20.5  -
Erysipelotrichaceae_Catenibacterium              -          LKAP-TSAKG2_H06_034_2018_2 -               65     850      53     843      32     844    1485    +    4.5e-133  442.9  20.0  -
Chromatiaceae_Chromatium                         -          LKAP-TSAKG2_H06_034_2018_2 -               73     847      53     842      15     844    1391    +    4.7e-133  443.2  19.8  -
Dehalococcoidaceae_Dehalococcoides               -          LKAP-TSAKG2_H06_034_2018_2 -               17     807      15     842       6     844    1435    +      5e-133  443.0  21.7  -
Erysipelotrichaceae_Solobacterium                -          LKAP-TSAKG2_H06_034_2018_2 -               50     850      29     842       8     844    1487    +      5e-133  443.1  20.2  -
Methylobacteriaceae_Psychroglaciecola            -          LKAP-TSAKG2_H06_034_2018_2 -               10     755      47     842      27     844    1353    +    5.6e-133  442.9  20.8  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               41     806      26     805       7     822    1469    +    5.6e-133  442.6  21.8  -
Oceanospirillaceae_Corallomonas                  -          LKAP-TSAKG2_H06_034_2018_2 -                7     825      14     842       8     844    1466    +    6.1e-133  442.5  20.1  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-TSAKG2_H06_034_2018_2 -               31     842      25     842       5     844    1464    +    6.3e-133  442.6  20.1  -
Alteromonadales_Aestuariicella                   -          LKAP-TSAKG2_H06_034_2018_2 -               21     792      62     843      44     844    1400    +    6.3e-133  442.6  20.2  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-TSAKG2_H06_034_2018_2 -               46     817      61     842      36     844    1417    +    6.7e-133  442.5  19.9  -
Pseudomonadaceae_Thiopseudomonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               45     863      19     844       4     844    1505    +    7.7e-133  442.2  20.3  -
Clostridiales_Muricomes                          -          LKAP-TSAKG2_H06_034_2018_2 -               90     843      59     843      37     844    1431    +    7.8e-133  442.3  21.1  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_H06_034_2018_2 -               33     794      27     802       7     819    1475    +    9.5e-133  442.1  21.1  -
Intrasporangiaceae_Humibacillus                  -          LKAP-TSAKG2_H06_034_2018_2 -               23     795      46     844      25     844    1480    +    9.6e-133  441.9  20.5  -
Cyclobacteriaceae_Cecembia                       -          LKAP-TSAKG2_H06_034_2018_2 -               88     811      65     800      43     820    1513    +    9.6e-133  441.9  21.5  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-TSAKG2_H06_034_2018_2 -               10     828      10     844       3     844    1443    +    9.9e-133  442.1  21.1  -
Ruminococcaceae_Sporobacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               35     836      13     842       4     844    1506    +    1.1e-132  441.9  21.1  -
Propionibacteriaceae_Propionicimonas             -          LKAP-TSAKG2_H06_034_2018_2 -               28     833      12     844       4     844    1504    +    1.1e-132  441.9  21.8  -
Prolixibacteraceae_Prolixibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               67     789      64     797      34     815    1444    +    1.2e-132  441.3  21.0  -
Actinomycetales_Bounagaea                        -          LKAP-TSAKG2_H06_034_2018_2 -               44     851      18     842       4     844    1497    +    1.3e-132  441.7  21.4  -
Ruaniaceae_Haloactinobacterium                   -          LKAP-TSAKG2_H06_034_2018_2 -               38     848      12     844       4     844    1524    +    1.3e-132  441.5  21.6  -
Desulfobacteraceae_Desulfatirhabdium             -          LKAP-TSAKG2_H06_034_2018_2 -               87     882      61     843      28     844    1535    +    1.5e-132  441.4  20.1  -
Chromatiaceae_Thiorhodovibrio                    -          LKAP-TSAKG2_H06_034_2018_2 -               59     829      59     842      37     844    1456    +    1.6e-132  441.5  19.8  -
Chromatiaceae_Nitrosococcus                      -          LKAP-TSAKG2_H06_034_2018_2 -               51     863      25     842       5     844    1491    +    1.6e-132  441.4  20.2  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-TSAKG2_H06_034_2018_2 -               48     863      19     843       4     844    1475    +    1.6e-132  441.1  20.5  -
Ectothiorhodospiraceae_Thiogranum                -          LKAP-TSAKG2_H06_034_2018_2 -               37     850      24     842       5     844    1508    +    1.7e-132  441.3  20.2  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          LKAP-TSAKG2_H06_034_2018_2 -               37     831      64     844      44     844    1453    +    2.1e-132  440.9  20.1  -
Lachnospiraceae_Sellimonas                       -          LKAP-TSAKG2_H06_034_2018_2 -                6     758      59     843      55     844    1345    +    2.1e-132  441.0  21.4  -
Rhizobiaceae_Methylobrevis                       -          LKAP-TSAKG2_H06_034_2018_2 -                3     763      15     842      13     844    1367    +    2.3e-132  440.9  21.0  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          LKAP-TSAKG2_H06_034_2018_2 -               33     831      27     843       7     844    1451    +    2.3e-132  440.6  21.4  -
Anaeroplasmataceae_Asteroleplasma                -          LKAP-TSAKG2_H06_034_2018_2 -               67     857      49     844       7     844    1470    +    2.4e-132  440.8  21.4  -
Xanthobacteraceae_Variibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               41     781      52     842      31     844    1407    +    2.6e-132  440.8  21.0  -
Pyrinomonadaceae_Pyrinomonas                     -          LKAP-TSAKG2_H06_034_2018_2 -               22     827      50     842      29     844    1432    +    2.7e-132  440.5  19.8  -
Hyphomonadaceae_Litorimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               37     769      62     844      37     844    1357    +    2.8e-132  440.6  20.3  -
Spongiibacteraceae_Dasania                       -          LKAP-TSAKG2_H06_034_2018_2 -               32     833      26     843       6     844    1486    +    2.9e-132  440.5  20.8  -
Cytophagaceae_Litoribacter                       -          LKAP-TSAKG2_H06_034_2018_2 -               14     793      19     807       8     827    1452    +      3e-132  440.4  21.0  -
Cellvibrionaceae_Pseudoteredinibacter            -          LKAP-TSAKG2_H06_034_2018_2 -                5     776      62     843      58     844    1406    +    3.4e-132  440.1  20.4  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP-TSAKG2_H06_034_2018_2 -               34     848      20     843       4     844    1474    +    3.4e-132  440.2  20.3  -
Micrococcaceae_Garicola                          -          LKAP-TSAKG2_H06_034_2018_2 -               15     832      13     844       4     844    1459    +    4.2e-132  439.9  21.1  -
Clostridiales_Finegoldia                         -          LKAP-TSAKG2_H06_034_2018_2 -               59     802      64     843      43     844    1409    +    4.5e-132  439.8  21.1  -
Micromonosporaceae_Spirilliplanes                -          LKAP-TSAKG2_H06_034_2018_2 -               14     815      12     844       4     844    1470    +    4.9e-132  439.8  22.1  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_H06_034_2018_2 -               67     829      42     833      22     842    1482    +    5.1e-132  439.5  20.9  -
Porticoccaceae_Porticoccus                       -          LKAP-TSAKG2_H06_034_2018_2 -               39     843      25     843       5     844    1497    +      6e-132  439.4  20.9  -
Rhodobacteraceae_Agaricicola                     -          LKAP-TSAKG2_H06_034_2018_2 -               63     804      54     844      34     844    1436    +    6.3e-132  439.3  20.4  -
Rhodobiaceae_Pyruvatibacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               68     809      53     844      32     844    1462    +    6.4e-132  439.2  20.3  -
Rhodobacteraceae_Roseicyclus                     -          LKAP-TSAKG2_H06_034_2018_2 -               43     794      27     843       6     844    1435    +    6.7e-132  439.3  21.6  -
Micromonosporaceae_Rhizocola                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     838      12     844       4     844    1451    +    6.8e-132  439.3  22.0  -
Flammeovirgaceae_Marivirga                       -          LKAP-TSAKG2_H06_034_2018_2 -               33     799      27     808       7     822    1476    +    7.1e-132  439.1  21.5  -
Sphingobacteriaceae_Mucilaginibacter             -          LKAP-TSAKG2_H06_034_2018_2 -               18     793      12     801       3     820    1444    +      9e-132  438.7  21.8  -
Cytophagales_Ohtaekwangia                        -          LKAP-TSAKG2_H06_034_2018_2 -               32     793      26     801       6     821    1444    +      9e-132  438.9  21.2  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-TSAKG2_H06_034_2018_2 -               35     833      29     842       9     844    1363    +    9.8e-132  438.8  20.8  -
Porphyromonadaceae_Proteiniphilum                -          LKAP-TSAKG2_H06_034_2018_2 -               95     821      65     801      45     817    1523    +      1e-131  438.3  22.0  -
Jonesiaceae_Populibacterium                      -          LKAP-TSAKG2_H06_034_2018_2 -               39     813      56     843      34     844    1411    +      1e-131  438.6  19.6  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-TSAKG2_H06_034_2018_2 -               21     835      12     842       4     844    1469    +    1.1e-131  438.6  21.9  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-TSAKG2_H06_034_2018_2 -               43     859      12     844       4     844    1542    +    1.2e-131  438.5  20.6  -
Beijerinckiaceae_Methylovirgula                  -          LKAP-TSAKG2_H06_034_2018_2 -               75     802      65     842      44     844    1402    +    1.3e-131  438.3  21.5  -
Porphyromonadaceae_Parabacteroides               -          LKAP-TSAKG2_H06_034_2018_2 -               53     825      27     807      12     825    1489    +    1.3e-131  438.3  20.8  -
Rikenellaceae_Alistipes                          -          LKAP-TSAKG2_H06_034_2018_2 -               39     801      27     796       7     813    1456    +    1.3e-131  438.2  20.7  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-TSAKG2_H06_034_2018_2 -               50     862      25     844       5     844    1530    +    1.3e-131  438.2  20.3  -
Porphyromonadaceae_Coprobacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               64     838      27     807      14     819    1540    +    1.5e-131  437.9  20.8  -
Gammaproteobacteria_Methylohalomonas             -          LKAP-TSAKG2_H06_034_2018_2 -               16     806      45     842      26     844    1325    +    1.6e-131  438.2  19.6  -
Litoricolaceae_Litoribacillus                    -          LKAP-TSAKG2_H06_034_2018_2 -               54     868      19     842       4     844    1519    +    1.6e-131  437.8  20.4  -
Microbacteriaceae_Homoserinimonas                -          LKAP-TSAKG2_H06_034_2018_2 -               23     834      12     844       4     844    1469    +    1.7e-131  437.9  21.4  -
Hyphomonadaceae_Ponticaulis                      -          LKAP-TSAKG2_H06_034_2018_2 -               23     758      59     844      43     844    1328    +    2.1e-131  437.6  20.7  -
Rhizobiaceae_Ciceribacter                        -          LKAP-TSAKG2_H06_034_2018_2 -               26     768      52     844      32     844    1392    +    2.1e-131  437.8  20.9  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               25     833      19     842       4     844    1452    +    2.2e-131  437.5  20.8  -
Deltaproteobacteria_Dissulfurimicrobium          -          LKAP-TSAKG2_H06_034_2018_2 -               69     879      45     844      22     844    1521    +    2.2e-131  437.5  19.6  -
Rhodospirillaceae_Marinibaculum                  -          LKAP-TSAKG2_H06_034_2018_2 -               87     817      64     844      35     844    1464    +    2.3e-131  437.4  20.8  -
Armatimonadaceae_Armatimonas                     -          LKAP-TSAKG2_H06_034_2018_2 -               32     813      27     844       7     844    1438    +    2.4e-131  437.4  21.1  -
Thermoanaerobacteraceae_Caloribacterium          -          LKAP-TSAKG2_H06_034_2018_2 -               67     813      64     843      43     844    1437    +    2.5e-131  437.3  21.7  -
Dermabacteraceae_Devriesea                       -          LKAP-TSAKG2_H06_034_2018_2 -               33     838      12     843       4     844    1476    +    2.7e-131  437.1  21.6  -
Chromatiaceae_Thioflavicoccus                    -          LKAP-TSAKG2_H06_034_2018_2 -               27     794      26     801       6     827    1469    +    2.7e-131  437.3  20.8  -
Acidimicrobiaceae_Ferrimicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               36     844      14     844       4     844    1466    +    2.7e-131  437.1  21.2  -
Rhizobiales_Alsobacter                           -          LKAP-TSAKG2_H06_034_2018_2 -               63     793      64     842      44     844    1467    +    2.8e-131  437.2  21.4  -
Halobacteroidaceae_Halonatronum                  -          LKAP-TSAKG2_H06_034_2018_2 -               31     818      53     844      31     844    1414    +    2.8e-131  437.0  19.2  -
Methylocystaceae_Hartmannibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               50     803      24     842       4     844    1426    +    2.8e-131  437.4  21.5  -
Streptosporangiaceae_Thermocatellispora          -          LKAP-TSAKG2_H06_034_2018_2 -               41     840      12     844       4     844    1526    +      3e-131  437.1  22.0  -
Intrasporangiaceae_Fodinibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               10     803      27     843      19     844    1444    +      3e-131  437.0  20.5  -
Halomonadaceae_Aidingimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               19     832      20     842       5     844    1469    +      3e-131  437.0  20.5  -
Gallionellaceae_Ferriphaselus                    -          LKAP-TSAKG2_H06_034_2018_2 -               32     853      13     842       4     844    1385    +      3e-131  437.2  20.9  -
Chitinophagaceae_Taibaiella                      -          LKAP-TSAKG2_H06_034_2018_2 -               15     784      17     800       6     812    1427    +      3e-131  437.1  21.3  -
Hyphomonadaceae_Hyphobacterium                   -          LKAP-TSAKG2_H06_034_2018_2 -               58     803      49     844      28     844    1423    +    3.2e-131  437.1  20.3  -
Dermatophilaceae_Tonsilliphilus                  -          LKAP-TSAKG2_H06_034_2018_2 -               33     844      13     844       4     844    1534    +    3.3e-131  436.8  21.6  -
Betaproteobacteria_Chitinivorax                  -          LKAP-TSAKG2_H06_034_2018_2 -               14     815      27     842      17     844    1454    +    3.4e-131  436.9  19.9  -
Planctomycetaceae_Blastopirellula                -          LKAP-TSAKG2_H06_034_2018_2 -               60     812      27     818      11     830    1520    +    3.4e-131  436.7  21.6  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-TSAKG2_H06_034_2018_2 -                4     780      19     807      16     828    1405    +    3.7e-131  437.0  20.2  -
Methylocystaceae_Chthonobacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               46     789      51     844      29     844    1404    +    3.7e-131  436.9  20.5  -
Ectothiorhodospiraceae_Halopeptonella            -          LKAP-TSAKG2_H06_034_2018_2 -                6     808      28     842      24     844    1437    +    4.7e-131  436.5  20.5  -
Rhodobiaceae_Methyloceanibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               73     816      57     844      26     844    1485    +    4.8e-131  436.5  20.9  -
Rhodobacteraceae_Pseudoroseicyclus               -          LKAP-TSAKG2_H06_034_2018_2 -               33     784      27     843       6     844    1418    +    5.2e-131  436.4  21.7  -
Chromatiaceae_Thiobaca                           -          LKAP-TSAKG2_H06_034_2018_2 -               28     823      30     841       9     843    1370    +    5.3e-131  436.5  20.4  -
Flavobacteriaceae_Galbibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               53     828      27     818       8     834    1484    +    5.3e-131  435.9  21.3  -
Alphaproteobacteria_Phreatobacter                -          LKAP-TSAKG2_H06_034_2018_2 -               41     781      52     842      31     844    1402    +    6.1e-131  436.3  20.9  -
Kangiellaceae_Aliikangiella                      -          LKAP-TSAKG2_H06_034_2018_2 -               38     810      61     842      28     844    1392    +    6.2e-131  435.9  20.2  -
Propionibacteriaceae_Propioniciclava             -          LKAP-TSAKG2_H06_034_2018_2 -               23     828      12     844       4     844    1453    +    6.3e-131  436.0  20.0  -
Desulfarculaceae_Dethiosulfatarculus             -          LKAP-TSAKG2_H06_034_2018_2 -               72     870      57     844      34     844    1516    +    7.6e-131  435.8  19.5  -
Bogoriellaceae_Bogoriella                        -          LKAP-TSAKG2_H06_034_2018_2 -                7     818      12     843       6     844    1476    +    8.2e-131  435.8  21.6  -
Rhodobacteraceae_Roseibacterium                  -          LKAP-TSAKG2_H06_034_2018_2 -               37     783      46     843      26     844    1389    +      9e-131  435.6  20.8  -
Gammaproteobacteria_Arsukibacterium              -          LKAP-TSAKG2_H06_034_2018_2 -               40     850      21     844       4     844    1479    +    9.5e-131  435.3  20.2  -
Oceanospirillales_Alkalimarinus                  -          LKAP-TSAKG2_H06_034_2018_2 -               26     839      20     842       4     844    1464    +    9.6e-131  435.3  20.4  -
Stigonematales_Loriellopsis                      -          LKAP-TSAKG2_H06_034_2018_2 -               53     809      27     842       7     844    1449    +    9.8e-131  435.5  21.9  -
Spirillaceae_Spirillum                           -          LKAP-TSAKG2_H06_034_2018_2 -               35     860      17     842       7     843    1447    +    9.9e-131  435.4  20.8  -
Lysobacteraceae_Metallibacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               37     842      25     842       5     844    1479    +      1e-130  435.4  20.6  -
Rhodanobacteraceae_Pseudofulvimonas              -          LKAP-TSAKG2_H06_034_2018_2 -                3     806      27     842      25     844    1386    +      1e-130  435.4  20.3  -
Methylocystaceae_Oharaeibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               58     788      65     844      44     844    1408    +      1e-130  435.5  21.5  -
Kangiellaceae_Pleionea                           -          LKAP-TSAKG2_H06_034_2018_2 -               40     856      20     842       4     844    1485    +      1e-130  435.1  20.3  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_H06_034_2018_2 -               17     803      16     807       5     832    1451    +      1e-130  435.3  20.9  -
Rhodobacteraceae_Salinovum                       -          LKAP-TSAKG2_H06_034_2018_2 -               10     755      47     842      27     844    1334    +    1.1e-130  435.4  21.2  -
Lysobacteraceae_Mizugakiibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               31     838      25     842       5     844    1463    +    1.1e-130  435.1  20.3  -
Oceanospirillaceae_Motiliproteus                 -          LKAP-TSAKG2_H06_034_2018_2 -               26     840      20     842       4     844    1466    +    1.1e-130  435.2  20.4  -
Halothiobacillaceae_Thiofaba                     -          LKAP-TSAKG2_H06_034_2018_2 -               59     829      62     841      40     843    1487    +    1.1e-130  435.1  20.0  -
Ardenticatenia_Ardenticatena                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     839      27     840       7     843    1453    +    1.2e-130  435.3  21.9  -
Trueperaceae_Truepera                            -          LKAP-TSAKG2_H06_034_2018_2 -               21     797      25     842       8     844    1461    +    1.3e-130  434.9  19.8  -
Thermoflexaceae_Thermoflexus                     -          LKAP-TSAKG2_H06_034_2018_2 -               10     822      18     842       8     844    1466    +    1.3e-130  435.4  21.6  -
Sneathiellaceae_Taonella                         -          LKAP-TSAKG2_H06_034_2018_2 -               41     781      52     842      31     844    1408    +    1.3e-130  435.1  21.2  -
Synergistaceae_Lactivibrio                       -          LKAP-TSAKG2_H06_034_2018_2 -               72     790      61     817      37     839    1443    +    1.3e-130  435.2  21.6  -
Hahellaceae_Halospina                            -          LKAP-TSAKG2_H06_034_2018_2 -               15     812      27     842      15     844    1427    +    1.4e-130  435.0  20.2  -
Halieaceae_Marimicrobium                         -          LKAP-TSAKG2_H06_034_2018_2 -               68     841      60     843      36     844    1512    +    1.5e-130  434.8  19.9  -
Desulfobulbaceae_Desulfofustis                   -          LKAP-TSAKG2_H06_034_2018_2 -               53     877      27     844       7     844    1547    +    1.5e-130  434.8  20.7  -
Methylococcaceae_Methylomarinovum                -          LKAP-TSAKG2_H06_034_2018_2 -               27     840      21     842       4     844    1466    +    1.7e-130  434.6  21.1  -
Rhizobiales_Qingshengfania                       -          LKAP-TSAKG2_H06_034_2018_2 -               57     801      48     842      28     844    1442    +      2e-130  434.4  20.4  -
Dermacoccaceae_Rudaeicoccus                      -          LKAP-TSAKG2_H06_034_2018_2 -               19     794      43     844      23     844    1394    +    2.2e-130  434.1  20.2  -
Rhodospirillaceae_Limimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -                2     777      25     842      24     844    1407    +    2.3e-130  434.3  21.1  -
Rhodobacteraceae_Boseongicola                    -          LKAP-TSAKG2_H06_034_2018_2 -               38     782      49     843      28     844    1391    +    2.3e-130  434.2  20.8  -
Streptosporangineae_Allonocardiopsis             -          LKAP-TSAKG2_H06_034_2018_2 -               29     809      54     844      33     844    1476    +    2.3e-130  434.2  19.9  -
Rhodobacteraceae_Roseisalinus                    -          LKAP-TSAKG2_H06_034_2018_2 -               28     775      46     843      26     844    1421    +    2.4e-130  434.2  20.8  -
Iamiaceae_Aquihabitans                           -          LKAP-TSAKG2_H06_034_2018_2 -               41     817      46     844      24     844    1439    +    2.4e-130  434.3  20.6  -
Clostridiaceae_Acutalibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -              117     869      60     842      38     844    1510    +    2.4e-130  434.0  20.7  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-TSAKG2_H06_034_2018_2 -               60     836      30     842      10     844    1472    +    2.5e-130  434.0  20.9  -
Chloroflexaceae_Chloroflexus                     -          LKAP-TSAKG2_H06_034_2018_2 -               35     778      13     807       7     830    1473    +    2.6e-130  434.2  23.3  -
Acidiferrobacteraceae_Sulfurifustis              -          LKAP-TSAKG2_H06_034_2018_2 -               59     833      59     843      37     844    1454    +    2.8e-130  433.9  19.6  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP-TSAKG2_H06_034_2018_2 -               33     805      61     842      39     844    1599    +    3.1e-130  433.6  19.8  -
Clostridiales_Kallipyga                          -          LKAP-TSAKG2_H06_034_2018_2 -               94     833      65     840      44     844    1474    +    3.2e-130  433.7  21.5  -
Roseiarcaceae_Roseiarcus                         -          LKAP-TSAKG2_H06_034_2018_2 -               60     800      52     842      31     844    1399    +    3.2e-130  433.7  21.1  -
Rhodospirillaceae_Varunaivibrio                  -          LKAP-TSAKG2_H06_034_2018_2 -                3     766      26     842      24     844    1360    +    3.4e-130  433.7  21.1  -
Dermatophilaceae_Kineosphaera                    -          LKAP-TSAKG2_H06_034_2018_2 -               13     819      12     844       4     844    1461    +    3.8e-130  433.4  21.6  -
Rhodobacteraceae_Tabrizicola                     -          LKAP-TSAKG2_H06_034_2018_2 -               40     783      50     843      29     844    1388    +    3.9e-130  433.5  20.6  -
Rhodothalassiaceae_Rhodothalassium               -          LKAP-TSAKG2_H06_034_2018_2 -               23     780      22     844       4     844    1318    +    3.9e-130  433.6  22.3  -
Cryomorphaceae_Phaeocystidibacter                -          LKAP-TSAKG2_H06_034_2018_2 -               53     808      27     796       8     816    1480    +    4.4e-130  433.2  21.1  -
Deferribacteraceae_Flexistipes                   -          LKAP-TSAKG2_H06_034_2018_2 -               91     874      60     842      33     844    1498    +    4.4e-130  433.1  19.8  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP-TSAKG2_H06_034_2018_2 -               12     754      53     844      33     844    1346    +      5e-130  433.1  20.4  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-TSAKG2_H06_034_2018_2 -               11     816      27     844      19     844    1425    +    5.1e-130  432.9  20.0  -
Lachnospiraceae_Lachnotalea                      -          LKAP-TSAKG2_H06_034_2018_2 -               10     699     123     843     114     844    1207    +    6.3e-130  432.9  18.6  -
Chromatiaceae_Thiococcus                         -          LKAP-TSAKG2_H06_034_2018_2 -               27     794      26     801       6     827    1470    +    7.4e-130  432.6  21.0  -
Chitinophagaceae_Chitinophaga                    -          LKAP-TSAKG2_H06_034_2018_2 -               40     802      27     800       7     808    1476    +    9.2e-130  432.4  21.1  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-TSAKG2_H06_034_2018_2 -               40     784      49     843      27     844    1387    +    1.2e-129  431.9  21.1  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP-TSAKG2_H06_034_2018_2 -               50     800      56     811      34     828    1439    +    1.2e-129  431.7  21.0  -
Rhodobacteraceae_Profundibacterium               -          LKAP-TSAKG2_H06_034_2018_2 -               46     791      50     843      29     844    1436    +    1.3e-129  431.9  20.6  -
Sphingomonadaceae_Pacificimonas                  -          LKAP-TSAKG2_H06_034_2018_2 -               64     808      52     844      31     844    1450    +    1.4e-129  431.7  20.3  -
Ruminococcaceae_Ercella                          -          LKAP-TSAKG2_H06_034_2018_2 -               50     734     132     843     111     844    1376    +    1.4e-129  431.5  18.8  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-TSAKG2_H06_034_2018_2 -               59     861      26     844       5     844    1534    +    1.5e-129  431.3  20.5  -
