# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Burkholderiales_Piscinibacterium                 -          A1d2_reverse         -              472    1374     953      43     960      22    1415    -    2.7e-177  589.7   5.6  -
Microbacteriaceae_Frigoribacterium               -          A1d2_reverse         -              496    1388     952      60     960      42    1474    -    2.8e-177  589.6   5.6  -
Micrococcaceae_Paeniglutamicibacter              -          A1d2_reverse         -              495    1393     952      57     960      41    1467    -    3.1e-177  589.5   5.8  -
Pasteurellaceae_Seminibacterium                  -          A1d2_reverse         -              472    1381     954      41     960      21    1405    -    3.1e-177  589.5   5.6  -
Micrococcaceae_Citricoccus                       -          A1d2_reverse         -              508    1371     952      93     960      62    1479    -    3.2e-177  589.4   5.9  -
Clostridiaceae_Paraclostridium                   -          A1d2_reverse         -              486    1375     959      67     960      43    1490    -    3.4e-177  589.5   5.8  -
Sterolibacteriaceae_Sterolibacterium             -          A1d2_reverse         -              529    1437     952      45     960      24    1531    -    3.6e-177  589.3   5.6  -
Burkholderiaceae_Paucimonas                      -          A1d2_reverse         -              508    1410     952      44     960      22    1488    -    4.1e-177  589.0   5.5  -
Fusobacteriaceae_Cetobacterium                   -          A1d2_reverse         -              509    1411     948      45     960      37    1505    -    4.6e-177  588.8   5.4  -
Dermacoccaceae_Yimella                           -          A1d2_reverse         -              466    1326     952      93     960      62    1471    -    4.8e-177  588.7   6.0  -
Rhodobacteraceae_Phaeobacter                     -          A1d2_reverse         -              452    1331     960      56     960      40    1389    -    5.4e-177  588.8   5.3  -
Morganellaceae_Arsenophonus                      -          A1d2_reverse         -              503    1413     958      46     960      25    1511    -    5.7e-177  588.6   5.8  -
Streptosporangiaceae_Sphaerimonospora            -          A1d2_reverse         -              486    1356     952      93     960      73    1464    -    5.8e-177  588.5   6.4  -
Pasteurellaceae_Bibersteinia                     -          A1d2_reverse         -              507    1360     958     103     960     101    1362    -    7.3e-177  588.3   7.0  -
Intrasporangiaceae_Oryzihumus                    -          A1d2_reverse         -              496    1356     952      93     960      62    1460    -    7.7e-177  588.2   5.8  -
Dermacoccaceae_Branchiibius                      -          A1d2_reverse         -              515    1405     952      63     960      45    1524    -      8e-177  587.9   5.9  -
Jonesiaceae_Jonesia                              -          A1d2_reverse         -              532    1439     952      46     960      36    1541    -    8.6e-177  588.2   5.8  -
Desulfurobacteriaceae_Thermovibrio               -          A1d2_reverse         -              541    1447     947      55     960      36    1498    -    9.1e-177  588.4   5.5  -
Frankiales_Motilibacter                          -          A1d2_reverse         -              493    1387     952      57     960      41    1425    -    9.4e-177  588.1   5.7  -
Flavobacteriaceae_Leeuwenhoekiella               -          A1d2_reverse         -              502    1391     960      68     960      49    1481    -    1.1e-176  587.6   6.1  -
Intrasporangiaceae_Intrasporangium               -          A1d2_reverse         -              481    1341     952      93     960      62    1435    -    1.1e-176  587.6   5.9  -
Micrococcaceae_Paenarthrobacter                  -          A1d2_reverse         -              500    1398     952      55     960      40    1484    -    1.2e-176  587.5   5.3  -
Intrasporangiaceae_Aquipuribacter                -          A1d2_reverse         -              504    1395     952      61     960      43    1505    -    1.3e-176  587.4   5.8  -
Pseudomonadaceae_Rugamonas                       -          A1d2_reverse         -              521    1422     953      46     960      25    1456    -    1.4e-176  587.3   5.5  -
Streptosporangiaceae_Streptosporangium           -          A1d2_reverse         -              470    1343     958      93     960      73    1449    -    1.5e-176  587.1   6.0  -
Micrococcaceae_Kocuria                           -          A1d2_reverse         -              506    1413     952      51     960      38    1480    -    1.5e-176  587.2   5.7  -
Alcaligenaceae_Ampullimonas                      -          A1d2_reverse         -              516    1422     953      42     960      21    1519    -    1.5e-176  587.3   5.4  -
Crocinitomicaceae_Fluviicola                     -          A1d2_reverse         -              501    1382     960      72     960      55    1446    -    1.7e-176  586.9   5.8  -
Dermacoccaceae_Dermacoccus                       -          A1d2_reverse         -              486    1381     952      57     960      40    1468    -    1.7e-176  587.0   5.7  -
Cyclobacteriaceae_Cyclobacterium                 -          A1d2_reverse         -              496    1384     960      68     960      48    1465    -    1.7e-176  587.1   6.3  -
Desulfobacteraceae_Desulfosalsimonas             -          A1d2_reverse         -              525    1439     958      47     960      34    1469    -    1.8e-176  586.9   5.6  -
Rhodocyclaceae_Denitratisoma                     -          A1d2_reverse         -              516    1424     952      45     960      24    1492    -    1.9e-176  586.9   5.5  -
Veillonellaceae_Veillonella                      -          A1d2_reverse         -              484    1373     957      67     960      46    1407    -    2.1e-176  586.8   6.1  -
Intrasporangiaceae_Janibacter                    -          A1d2_reverse         -              492    1353     952      93     960      62    1475    -    2.6e-176  586.4   5.9  -
Micromonosporaceae_Catellatospora                -          A1d2_reverse         -              505    1364     951      93     959      62    1509    -    2.6e-176  586.4   6.0  -
Streptosporangiaceae_Planobispora                -          A1d2_reverse         -              480    1348     952      93     960      73    1443    -    2.7e-176  586.3   6.0  -
Mariprofundaceae_Mariprofundus                   -          A1d2_reverse         -              524    1425     954      52     960      32    1528    -    3.1e-176  586.0   5.5  -
Spirochaetaceae_Alkalispirochaeta                -          A1d2_reverse         -              504    1407     950      45     959      33    1462    -    3.5e-176  586.1   5.8  -
Microbacteriaceae_Labedella                      -          A1d2_reverse         -              519    1405     952      66     960      45    1542    -    3.6e-176  585.9   5.7  -
Rhodocyclaceae_Ferribacterium                    -          A1d2_reverse         -              526    1437     952      42     960      21    1530    -    3.7e-176  586.0   5.4  -
Micromonosporaceae_Luedemannella                 -          A1d2_reverse         -              503    1363     951      93     959      58    1506    -    3.8e-176  585.9   5.8  -
Streptosporangiaceae_Herbidospora                -          A1d2_reverse         -              487    1353     952      93     960      73    1484    -    4.6e-176  585.5   6.0  -
Rhodobacteraceae_Pseudophaeobacter               -          A1d2_reverse         -              468    1342     960      61     960      41    1426    -    4.7e-176  585.7   5.2  -
Sphingobacteriaceae_Pseudopedobacter             -          A1d2_reverse         -              526    1412     959      68     960      50    1518    -    4.8e-176  585.7   6.0  -
Microbacteriaceae_Plantibacter                   -          A1d2_reverse         -              508    1397     952      65     960      44    1512    -    5.2e-176  585.2   5.9  -
Dermacoccaceae_Flexivirga                        -          A1d2_reverse         -              493    1353     952      93     960      62    1448    -    5.6e-176  585.2   6.1  -
Alcaligenaceae_Brackiella                        -          A1d2_reverse         -              495    1399     953      43     960      22    1473    -    5.6e-176  585.3   5.4  -
Microbacteriaceae_Agreia                         -          A1d2_reverse         -              508    1402     952      60     960      42    1513    -    7.4e-176  584.8   5.8  -
Petrotogaceae_Marinitoga                         -          A1d2_reverse         -              496    1409     959      55     960      37    1487    -    8.4e-176  585.0   6.3  -
Flavobacteriaceae_Nonlabens                      -          A1d2_reverse         -              499    1388     960      68     960      55    1448    -    9.3e-176  584.5   6.0  -
Rhodobacteraceae_Mameliella                      -          A1d2_reverse         -              444    1317     960      62     960      50    1380    -    9.8e-176  584.6   5.4  -
Nocardiopsaceae_Nocardiopsis                     -          A1d2_reverse         -              492    1376     952      70     960      50    1461    -      1e-175  584.6   5.9  -
Kineosporiaceae_Angustibacter                    -          A1d2_reverse         -              497    1358     952      93     960      62    1466    -    1.2e-175  584.4   6.1  -
Synergistaceae_Cloacibacillus                    -          A1d2_reverse         -              470    1388     959      47     960      31    1447    -    1.2e-175  584.4   6.3  -
Nocardiopsaceae_Thermobifida                     -          A1d2_reverse         -              503    1363     951      93     960      63    1481    -    1.4e-175  584.1   6.0  -
Peptococcaceae_Thermincola                       -          A1d2_reverse         -              496    1370     957      93     960      63    1482    -    1.5e-175  583.9   6.1  -
Rhodocyclaceae_Rugosibacter                      -          A1d2_reverse         -              548    1459     952      42     960      26    1580    -    1.5e-175  583.7   5.6  -
Gallionellaceae_Ferriphaselus                    -          A1d2_reverse         -              523    1380     952      97     960      92    1385    -    1.6e-175  583.8   6.8  -
Chitinophagaceae_Terrimonas                      -          A1d2_reverse         -              489    1392     960      55     960      42    1441    -    1.6e-175  584.1   6.2  -
Flammeovirgaceae_Reichenbachiella                -          A1d2_reverse         -              505    1406     960      53     960      42    1429    -    1.6e-175  584.2   6.0  -
Rhodocyclaceae_Georgfuchsia                      -          A1d2_reverse         -              521    1431     952      44     960      22    1496    -    1.9e-175  583.5   5.5  -
Veillonellaceae_Megasphaera                      -          A1d2_reverse         -              550    1457     959      55     960      37    1528    -    1.9e-175  583.4   5.9  -
Clostridiales_Mogibacterium                      -          A1d2_reverse         -              515    1398     959      67     960      47    1477    -    1.9e-175  583.4   5.6  -
Deltaproteobacteria_Dissulfurimicrobium          -          A1d2_reverse         -              542    1448     958      54     960      34    1521    -      2e-175  583.4   5.5  -
Chitinophagaceae_Hydrotalea                      -          A1d2_reverse         -              527    1430     960      55     960      43    1531    -    2.3e-175  583.4   6.2  -
Selenomonadaceae_Megamonas                       -          A1d2_reverse         -              494    1387     951      59     960      39    1475    -    2.5e-175  583.2   5.6  -
Clostridiaceae_Paeniclostridium                  -          A1d2_reverse         -              469    1356     959      67     960      43    1461    -    2.5e-175  583.2   5.6  -
Micrococcaceae_Sinomonas                         -          A1d2_reverse         -              512    1374     952      93     960      62    1489    -    2.7e-175  583.0   5.9  -
Dermabacteraceae_Dermabacter                     -          A1d2_reverse         -              496    1362     952      81     960      42    1456    -    3.1e-175  582.9   5.7  -
Phormidiaceae_Cephalothrix                       -          A1d2_reverse         -              472    1361     959      68     960      48    1481    -    3.2e-175  582.9   5.9  -
Rhodocyclaceae_Sulfurisoma                       -          A1d2_reverse         -              506    1416     952      43     960      22    1460    -    3.4e-175  582.9   5.6  -
Thermoanaerobacterales_Thermovenabulum           -          A1d2_reverse         -              507    1413     959      60     960      50    1424    -    3.9e-175  582.7   6.2  -
Micrococcaceae_Micrococcus                       -          A1d2_reverse         -              492    1355     952      93     960      62    1457    -    3.9e-175  582.5   5.9  -
Cellulomonadaceae_Oerskovia                      -          A1d2_reverse         -              499    1359     952      93     960      62    1488    -    4.1e-175  582.5   5.9  -
Chitinophagaceae_Chitinophaga                    -          A1d2_reverse         -              507    1378     960      83     960      67    1476    -    4.3e-175  582.8   6.5  -
Cytophagaceae_Dyadobacter                        -          A1d2_reverse         -              484    1371     960      68     960      48    1416    -    4.9e-175  582.2   6.4  -
Chitinophagaceae_Lacibacter                      -          A1d2_reverse         -              484    1388     960      55     960      43    1412    -    5.3e-175  582.4   6.1  -
Microbacteriaceae_Microcella                     -          A1d2_reverse         -              505    1393     952      64     960      45    1505    -    5.3e-175  582.1   5.7  -
Thermomonosporaceae_Spirillospora                -          A1d2_reverse         -              471    1329     952      93     960      73    1445    -      6e-175  581.9   6.3  -
Entomoplasmataceae_Mesoplasma                    -          A1d2_reverse         -              506    1399     960      54     960      35    1497    -    8.9e-175  581.6   5.8  -
Micrococcaceae_Enteractinococcus                 -          A1d2_reverse         -              526    1389     952      93     960      62    1542    -    8.9e-175  581.2   5.9  -
Chlamydiaceae_Chlamydia                          -          A1d2_reverse         -              536    1439     960      55     960      41    1548    -    1.1e-174  581.0   5.2  -
Rhodocyclaceae_Niveibacterium                    -          A1d2_reverse         -              475    1379     952      44     960      35    1394    -    1.1e-174  580.9   5.7  -
Rhodobacteraceae_Roseobacter                     -          A1d2_reverse         -              446    1319     960      60     960      40    1369    -    1.1e-174  581.1   5.6  -
Thiotrichales_Fangia                             -          A1d2_reverse         -              521    1456     958      23     960       7    1515    -    1.2e-174  580.9   5.1  -
Streptosporangiaceae_Microtetraspora             -          A1d2_reverse         -              452    1318     952      93     960      63    1415    -    1.3e-174  580.6   5.9  -
Flammeovirgaceae_Cesiribacter                    -          A1d2_reverse         -              513    1397     960      72     960      60    1502    -    1.4e-174  580.7   6.0  -
Kineosporiaceae_Kineococcus                      -          A1d2_reverse         -              494    1393     952      55     960      38    1442    -    1.7e-174  580.5   5.7  -
Streptosporangiaceae_Microbispora                -          A1d2_reverse         -              501    1368     952      93     960      73    1482    -    1.9e-174  580.2   6.1  -
Kineosporiaceae_Kineosporia                      -          A1d2_reverse         -              501    1408     952      45     960      36    1475    -    2.2e-174  580.1   5.8  -
Acidobacteriaceae_Acidipila                      -          A1d2_reverse         -              487    1386     954      55     960      39    1461    -    2.2e-174  580.1   5.7  -
Desulfobacteraceae_Desulfatitalea                -          A1d2_reverse         -              527    1430     954      53     960      33    1485    -    2.4e-174  579.8   5.7  -
Chlamydiaceae_Chlamydophila                      -          A1d2_reverse         -              536    1439     960      55     960      38    1550    -    2.9e-174  579.4   5.2  -
Cryptosporangiaceae_Cryptosporangium             -          A1d2_reverse         -              483    1368     952      66     960      46    1470    -    2.9e-174  579.7   5.9  -
Dermacoccaceae_Kytococcus                        -          A1d2_reverse         -              504    1390     952      66     960      41    1468    -      3e-174  579.6   6.0  -
Micrococcaceae_Pseudoglutamicibacter             -          A1d2_reverse         -              509    1407     952      56     960      40    1502    -    3.1e-174  579.4   5.6  -
Actinomycetaceae_Actinotignum                    -          A1d2_reverse         -              500    1392     951      62     960      40    1488    -    3.9e-174  579.4   5.7  -
Micrococcaceae_Pseudarthrobacter                 -          A1d2_reverse         -              500    1398     952      56     960      40    1471    -    4.3e-174  579.1   5.6  -
Atopobacteriaceae_Olsenella                      -          A1d2_reverse         -              485    1379     959      55     960      41    1449    -    4.5e-174  579.4   6.0  -
Verrucomicrobiaceae_Luteolibacter                -          A1d2_reverse         -              497    1394     952      55     960      38    1459    -      5e-174  579.0   5.8  -
Nocardiopsaceae_Streptomonospora                 -          A1d2_reverse         -              518    1402     952      70     960      50    1519    -    5.1e-174  578.9   5.9  -
Deltaproteobacteria_Dissulfurirhabdus            -          A1d2_reverse         -              538    1444     958      54     960      33    1521    -    5.5e-174  578.8   5.6  -
Desulfobulbaceae_Desulfofustis                   -          A1d2_reverse         -              540    1440     958      54     960      33    1547    -    5.9e-174  578.7   5.5  -
Glycomycetaceae_Glycomyces                       -          A1d2_reverse         -              499    1389     951      60     959      42    1486    -      6e-174  578.8   5.6  -
Microbacteriaceae_Gryllotalpicola                -          A1d2_reverse         -              506    1392     952      66     960      45    1431    -    6.6e-174  578.5   5.7  -
Intrasporangiaceae_Serinicoccus                  -          A1d2_reverse         -              500    1369     952      93     960      62    1482    -    6.8e-174  578.4   6.1  -
Rhodocyclaceae_Sulfuritalea                      -          A1d2_reverse         -              506    1415     952      44     960      22    1448    -    7.1e-174  578.4   5.5  -
Balneolaceae_Balneola                            -          A1d2_reverse         -              514    1383     960      82     960      62    1479    -    7.4e-174  578.3   6.1  -
Kineosporiaceae_Pseudokineococcus                -          A1d2_reverse         -              510    1396     952      66     960      44    1449    -    9.4e-174  578.1   6.1  -
Flavobacteriaceae_Bizionia                       -          A1d2_reverse         -              504    1389     959      68     960      48    1449    -    9.7e-174  577.9   6.3  -
Oscillospiraceae_Oscillibacter                   -          A1d2_reverse         -              499    1391     957      60     960      38    1453    -    9.8e-174  577.6   5.9  -
Micrococcaceae_Tersicoccus                       -          A1d2_reverse         -              482    1375     952      61     960      43    1447    -      1e-173  577.8   5.6  -
Micrococcaceae_Zhihengliuella                    -          A1d2_reverse         -              488    1382     952      60     960      41    1469    -    1.2e-173  577.5   5.9  -
Crocinitomicaceae_Lishizhenia                    -          A1d2_reverse         -              531    1416     960      68     960      53    1513    -    1.3e-173  577.3   6.0  -
Thermoanaerobacterales_Thermosediminibacter      -          A1d2_reverse         -              458    1368     959      58     960      40    1404    -    1.4e-173  577.6   6.1  -
Leptotrichiaceae_Streptobacillus                 -          A1d2_reverse         -              515    1404     948      55     960      41    1482    -    1.5e-173  577.3   5.3  -
Alcaligenaceae_Saccharedens                      -          A1d2_reverse         -              492    1345     952      94     960      81    1354    -    1.6e-173  577.3   6.2  -
Eggerthellaceae_Eggerthella                      -          A1d2_reverse         -              505    1396     952      55     960      44    1505    -    1.7e-173  576.9   5.5  -
Pseudonocardiaceae_Thermocrispum                 -          A1d2_reverse         -              507    1329     952     131     960     131    1329    -      2e-173  577.1   7.8  -
Flavobacteriaceae_Aquimarina                     -          A1d2_reverse         -              500    1384     959      68     960      53    1453    -    2.1e-173  576.6   6.2  -
Rhodocyclaceae_Oryzomicrobium                    -          A1d2_reverse         -              512    1423     952      42     960      21    1496    -    2.3e-173  576.6   5.4  -
Propionibacteriaceae_Cutibacterium               -          A1d2_reverse         -              494    1392     951      57     959      39    1507    -    2.7e-173  576.3   6.0  -
Betaproteobacteria_Chitinivorax                  -          A1d2_reverse         -              484    1418     953      22     960       6    1454    -    3.2e-173  576.1   5.2  -
Propionibacteriaceae_Acidipropionibacterium      -          A1d2_reverse         -              518    1405     951      65     959      43    1455    -    4.1e-173  576.0   5.9  -
Verrucomicrobiaceae_Prosthecobacter              -          A1d2_reverse         -              505    1413     960      55     960      43    1469    -    4.5e-173  575.9   5.8  -
Ectothiorhodospiraceae_Thiorhodospira            -          A1d2_reverse         -              513    1364     958     106     960     105    1365    -    5.4e-173  575.3   7.6  -
Hydrogenophilaceae_Sulfuritortus                 -          A1d2_reverse         -              507    1410     952      43     960      23    1454    -    8.3e-173  574.9   5.5  -
Flavobacteriaceae_Formosa                        -          A1d2_reverse         -              495    1379     959      68     960      47    1428    -    8.6e-173  574.6   6.2  -
Chitinophagaceae_Niastella                       -          A1d2_reverse         -              511    1414     960      55     960      44    1469    -    8.7e-173  575.2   6.1  -
Chitinophagaceae_Sediminibacterium               -          A1d2_reverse         -              482    1385     960      55     960      38    1429    -    8.9e-173  574.9   6.0  -
Nocardioidaceae_Tenggerimyces                    -          A1d2_reverse         -              519    1402     951      68     960      47    1526    -    1.1e-172  574.1   5.9  -
Micromonosporaceae_Phytomonospora                -          A1d2_reverse         -              510    1393     951      68     959      48    1513    -    1.4e-172  574.3   5.9  -
Streptosporangiaceae_Acrocarpospora              -          A1d2_reverse         -              481    1349     952      93     960      73    1478    -    1.5e-172  573.9   6.1  -
Deltaproteobacteria_Dissulfuribacter             -          A1d2_reverse         -              528    1436     958      52     960      33    1502    -    1.6e-172  574.1   5.5  -
Burkholderiales_Mitsuaria                        -          A1d2_reverse         -              523    1448     953      24     960       3    1490    -    1.9e-172  573.7   5.1  -
Flavobacteriaceae_Lutibacter                     -          A1d2_reverse         -              503    1384     960      68     960      50    1444    -    2.1e-172  573.5   5.9  -
Cyclobacteriaceae_Cecembia                       -          A1d2_reverse         -              516    1408     960      64     960      45    1513    -    2.4e-172  573.3   5.9  -
Dermacoccaceae_Barrientosiimonas                 -          A1d2_reverse         -              500    1398     952      56     960      36    1443    -    2.4e-172  573.1   5.8  -
Flavobacteriaceae_Subsaxibacter                  -          A1d2_reverse         -              516    1393     959      75     960      53    1479    -    3.4e-172  572.7   6.2  -
Flavobacteriaceae_Gelidibacter                   -          A1d2_reverse         -              515    1399     960      69     960      49    1478    -    3.9e-172  572.5   6.3  -
Lachnospiraceae_Mobilitalea                      -          A1d2_reverse         -              508    1404     952      56     960      35    1444    -    5.2e-172  572.1   5.7  -
Halanaerobiaceae_Halanaerobium                   -          A1d2_reverse         -              543    1441     951      55     960      44    1503    -    5.4e-172  572.1   5.7  -
Thermoanaerobacteraceae_Ammonifex                -          A1d2_reverse         -              551    1451     951      66     960      43    1571    -    5.7e-172  572.3   6.1  -
Desulfobacteraceae_Desulforegula                 -          A1d2_reverse         -              533    1435     954      53     960      35    1524    -    8.1e-172  571.6   5.7  -
Chitinophagaceae_Niabella                        -          A1d2_reverse         -              473    1338     960      93     960      62    1406    -    8.7e-172  571.7   6.1  -
Cyclobacteriaceae_Algoriphagus                   -          A1d2_reverse         -              498    1387     960      67     960      47    1446    -    8.8e-172  571.5   6.0  -
Flavobacteriaceae_Psychroflexus                  -          A1d2_reverse         -              499    1388     960      68     960      48    1448    -    1.3e-171  570.5   6.0  -
Pasteurellaceae_Mesocricetibacter                -          A1d2_reverse         -              518    1332     958     141     960     135    1339    -    1.5e-171  570.7   8.1  -
Planctomycetaceae_Thermogutta                    -          A1d2_reverse         -              502    1367     948      93     956      73    1487    -    1.6e-171  570.8   6.1  -
Desulfomicrobiaceae_Desulfoplanes                -          A1d2_reverse         -              519    1417     958      59     960      39    1437    -    1.8e-171  570.4   5.7  -
Desulfobacteraceae_Desulfocella                  -          A1d2_reverse         -              536    1430     958      63     960      43    1547    -    1.9e-171  570.2   5.6  -
Burkholderiales_Paucibacter                      -          A1d2_reverse         -              498    1400     953      42     960      22    1429    -      2e-171  570.3   5.4  -
Burkholderiales_Methylibium                      -          A1d2_reverse         -              513    1438     953      24     960       3    1514    -    2.4e-171  570.0   5.2  -
Flavobacteriaceae_Winogradskyella                -          A1d2_reverse         -              504    1388     959      68     960      48    1448    -    3.3e-171  569.3   6.2  -
Eubacteriaceae_Alkalibacter                      -          A1d2_reverse         -              496    1386     952      55     960      35    1465    -    3.3e-171  569.4   5.9  -
Lachnospiraceae_Anaerotaenia                     -          A1d2_reverse         -              508    1402     952      59     960      39    1479    -    3.4e-171  569.4   5.8  -
Comamonadaceae_Kinneretia                        -          A1d2_reverse         -              470    1372     952      44     960      35    1386    -    3.6e-171  569.5   5.6  -
Sphingobacteriaceae_Solitalea                    -          A1d2_reverse         -              498    1381     959      69     960      47    1475    -    5.1e-171  569.1   5.9  -
Flavobacteriaceae_Salinimicrobium                -          A1d2_reverse         -              498    1386     959      68     960      54    1467    -    5.9e-171  568.5   6.1  -
Cyclobacteriaceae_Echinicola                     -          A1d2_reverse         -              460    1348     960      68     960      48    1388    -    6.3e-171  568.7   6.1  -
Gammaproteobacteria_Acidibacter                  -          A1d2_reverse         -              445    1234     959     167     960     162    1239    -    7.1e-171  568.4   7.8  -
Flavobacteriaceae_Mesonia                        -          A1d2_reverse         -              500    1388     959      68     960      53    1449    -    7.1e-171  568.1   5.9  -
Pasteurellaceae_Nicoletella                      -          A1d2_reverse         -              509    1363     958     103     960     101    1365    -    7.2e-171  568.4   7.1  -
Burkholderiales_Aquincola                        -          A1d2_reverse         -              503    1428     953      24     960       3    1451    -    7.3e-171  568.4   5.1  -
Rhodocyclaceae_Quatrionicoccus                   -          A1d2_reverse         -              525    1436     952      43     960      22    1477    -    7.9e-171  568.4   5.5  -
Micrococcaceae_Yaniella                          -          A1d2_reverse         -              506    1405     952      55     960      39    1497    -    8.2e-171  568.1   5.5  -
Persicobacteraceae_Persicobacter                 -          A1d2_reverse         -              497    1380     960      70     960      59    1447    -    9.1e-171  568.4   5.9  -
Flavobacteriaceae_Gillisia                       -          A1d2_reverse         -              497    1381     959      68     960      48    1435    -    9.6e-171  567.8   6.0  -
Clostridiales_Sulfobacillus                      -          A1d2_reverse         -              507    1399     951      55     960      35    1472    -      1e-170  568.1   5.7  -
Crocinitomicaceae_Brumimicrobium                 -          A1d2_reverse         -              508    1393     960      68     960      51    1484    -    1.2e-170  567.7   5.9  -
Balneolaceae_Aliifodinibius                      -          A1d2_reverse         -              486    1369     960      71     960      50    1446    -    1.2e-170  567.8   6.1  -
Bradymonadaceae_Bradymonas                       -          A1d2_reverse         -              498    1404     958      52     960      32    1461    -    1.3e-170  567.3   5.6  -
Comamonadaceae_Albidiferax                       -          A1d2_reverse         -              528    1456     952      24     960       3    1531    -    1.4e-170  567.4   5.2  -
Cytophagaceae_Spirosoma                          -          A1d2_reverse         -              488    1377     960      68     960      49    1438    -    1.6e-170  567.3   6.2  -
Verrucomicrobiaceae_Haloferula                   -          A1d2_reverse         -              516    1405     951      62     960      44    1460    -    1.7e-170  567.3   5.9  -
Sphingobacteriaceae_Arcticibacter                -          A1d2_reverse         -              496    1382     959      68     960      54    1441    -    2.2e-170  566.9   6.0  -
Cyclobacteriaceae_Belliella                      -          A1d2_reverse         -              502    1391     960      67     960      47    1451    -    3.1e-170  566.4   6.0  -
Rubritaleaceae_Rubritalea                        -          A1d2_reverse         -              513    1407     951      55     960      36    1459    -    3.3e-170  566.2   5.5  -
Cyclobacteriaceae_Fontibacter                    -          A1d2_reverse         -              520    1407     959      67     960      47    1488    -    3.6e-170  566.2   6.1  -
Desulfohalobiaceae_Desulfovermiculus             -          A1d2_reverse         -              505    1406     958      58     960      42    1424    -    3.9e-170  566.1   5.9  -
Porphyromonadaceae_Paludibacter                  -          A1d2_reverse         -              511    1409     959      57     960      42    1471    -    3.9e-170  566.1   5.6  -
Pasteurellaceae_Cricetibacter                    -          A1d2_reverse         -              472    1294     954     131     960     130    1295    -    4.7e-170  565.7   8.2  -
Flavobacteriaceae_Wenyingzhuangia                -          A1d2_reverse         -              501    1384     960      68     960      48    1444    -    4.8e-170  565.6   6.1  -
Labilitrichaceae_Labilithrix                     -          A1d2_reverse         -              519    1426     957      53     960      33    1483    -    5.3e-170  565.4   5.7  -
Cyclobacteriaceae_Lunatimonas                    -          A1d2_reverse         -              517    1405     960      68     960      48    1511    -    5.6e-170  565.5   6.2  -
Opitutaceae_Cephaloticoccus                      -          A1d2_reverse         -              542    1444     960      55     960      35    1552    -    6.5e-170  565.1   5.7  -
Hyphomicrobiaceae_Dichotomicrobium               -          A1d2_reverse         -              468    1366     954      52     960      32    1469    -    7.7e-170  565.0   5.6  -
Caldilineaceae_Caldilinea                        -          A1d2_reverse         -              487    1366     950      60     960      44    1427    -    8.5e-170  564.8   5.9  -
Actinospicaceae_Actinospica                      -          A1d2_reverse         -              481    1375     952      66     960      45    1444    -    9.9e-170  564.7   6.0  -
Flavobacteriaceae_Cellulophaga                   -          A1d2_reverse         -              495    1379     960      69     960      49    1459    -    9.9e-170  564.5   6.2  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          A1d2_reverse         -              537    1444     959      52     960      35    1549    -    1.3e-169  564.3   5.7  -
Flammeovirgaceae_Flammeovirga                    -          A1d2_reverse         -              501    1387     960      69     960      47    1456    -    1.3e-169  564.2   5.8  -
Flavobacteriaceae_Seonamhaeicola                 -          A1d2_reverse         -              499    1381     959      68     960      48    1441    -    1.4e-169  564.0   6.1  -
Hydrogenimonaceae_Hydrogenimonas                 -          A1d2_reverse         -              499    1404     958      54     960      40    1422    -    1.6e-169  564.0   5.8  -
Flavobacteriaceae_Flaviramulus                   -          A1d2_reverse         -              508    1392     959      68     960      48    1466    -    1.7e-169  563.6   6.2  -
Pasteurellaceae_Muribacter                       -          A1d2_reverse         -              501    1354     958     103     960     101    1356    -    1.8e-169  563.7   7.0  -
Flavobacteriaceae_Dokdonia                       -          A1d2_reverse         -              501    1386     960      68     960      55    1446    -    1.9e-169  563.5   6.3  -
Flavobacteriaceae_Psychroserpens                 -          A1d2_reverse         -              503    1388     960      68     960      48    1466    -    2.2e-169  563.4   6.4  -
Geobacteraceae_Geothermobacter                   -          A1d2_reverse         -              543    1404     958      99     960      77    1470    -    2.4e-169  563.3   6.2  -
Flavobacteriaceae_Tenacibaculum                  -          A1d2_reverse         -              501    1384     960      68     960      52    1444    -    2.5e-169  563.4   6.2  -
Acidimicrobiaceae_Ilumatobacter                  -          A1d2_reverse         -              493    1380     946      60     957      43    1443    -    2.5e-169  563.6   5.6  -
Saprospiraceae_Aureispira                        -          A1d2_reverse         -              522    1410     960      68     960      51    1459    -    3.3e-169  563.4   5.9  -
Thermotogaceae_Thermotoga                        -          A1d2_reverse         -              537    1449     959      55     960      37    1561    -    3.4e-169  562.9   6.0  -
Actinomycetaceae_Flaviflexus                     -          A1d2_reverse         -              477    1357     951      68     960      47    1400    -    3.5e-169  562.9   5.9  -
Flavobacteriaceae_Chryseobacterium               -          A1d2_reverse         -              494    1375     960      70     960      59    1439    -    3.9e-169  562.6   5.7  -
