# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Syntrophobacteraceae_Thermodesulforhabdus        -          LKAP.g-Gut1_B06_046.seq -               96     959      41     899      20     901    1559    +    4.4e-130  433.5  18.0  -
Desulfobacteraceae_Desulfoconvexum               -          LKAP.g-Gut1_B06_046.seq -               11     900       5     899       2     901    1367    +    4.5e-130  433.3  17.0  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP.g-Gut1_B06_046.seq -               81     899      62     898      41     900    1463    +    5.2e-130  432.8  16.4  -
Xanthobacteraceae_Variibacter                    -          LKAP.g-Gut1_B06_046.seq -               52     837      61     899      41     901    1407    +    5.2e-130  433.2  15.9  -
Actinomycetaceae_Mobiluncus                      -          LKAP.g-Gut1_B06_046.seq -               23     893       5     900       2     901    1477    +    5.5e-130  432.6  17.3  -
Flammeovirgaceae_Fabibacter                      -          LKAP.g-Gut1_B06_046.seq -               26     886       7     900       2     901    1420    +    5.9e-130  432.9  17.2  -
Thermoactinomycetaceae_Polycladomyces            -          LKAP.g-Gut1_B06_046.seq -               24     862       5     828       2     899    1485    +    6.8e-130  432.8  18.6  -
Polyangiaceae_Minicystis                         -          LKAP.g-Gut1_B06_046.seq -               45     925       6     899       2     901    1550    +    7.1e-130  432.7  17.6  -
Pyrinomonadaceae_Brevitalea                      -          LKAP.g-Gut1_B06_046.seq -               46     936       7     900       3     901    1528    +    7.8e-130  432.3  17.8  -
Oligoflexaceae_Oligoflexus                       -          LKAP.g-Gut1_B06_046.seq -               59     889      57     899      17     901    1458    +    8.3e-130  432.4  17.5  -
Rhodobacteraceae_Acuticoccus                     -          LKAP.g-Gut1_B06_046.seq -               62     846      61     899      41     901    1397    +    8.7e-130  432.6  15.8  -
Rhodobacteraceae_Dinoroseobacter                 -          LKAP.g-Gut1_B06_046.seq -                1     782      65     899      65     901    1262    +    1.1e-129  432.1  15.0  -
Flavobacteriaceae_Maribacter                     -          LKAP.g-Gut1_B06_046.seq -               24     895       5     899       2     900    1443    +    1.2e-129  431.7  17.7  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP.g-Gut1_B06_046.seq -               60     908      59     899      38     901    1479    +    1.3e-129  431.8  17.1  -
Acetobacteraceae_Ameyamaea                       -          LKAP.g-Gut1_B06_046.seq -               55     842      62     899      40     901    1414    +    1.4e-129  431.9  16.3  -
Prolixibacteraceae_Sunxiuqinia                   -          LKAP.g-Gut1_B06_046.seq -               24     795       5     792       2     805    1445    +    1.4e-129  431.5  20.3  -
Rhodobacteraceae_Lentibacter                     -          LKAP.g-Gut1_B06_046.seq -               18     807      57     899      37     901    1375    +    1.5e-129  431.6  15.6  -
Acidobacteria_Luteitalea                         -          LKAP.g-Gut1_B06_046.seq -               83     929      58     899      35     901    1506    +    1.6e-129  431.8  17.2  -
Sphingobacteriaceae_Pedobacter                   -          LKAP.g-Gut1_B06_046.seq -               24     886       5     899       2     900    1449    +    1.6e-129  431.3  16.6  -
Acetobacteraceae_Nguyenibacter                   -          LKAP.g-Gut1_B06_046.seq -               51     838      62     899      39     901    1407    +    1.6e-129  431.6  16.9  -
Chlorobiaceae_Chlorobaculum                      -          LKAP.g-Gut1_B06_046.seq -               51     811      66     844      46     867    1419    +    1.6e-129  431.2  18.3  -
Micrococcaceae_Rhizobium                         -          LKAP.g-Gut1_B06_046.seq -               41     828      61     899      41     901    1424    +    1.7e-129  431.6  15.9  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP.g-Gut1_B06_046.seq -               25     879       5     887       2     900    1422    +    1.8e-129  431.3  17.1  -
Acetobacteraceae_Paracraurococcus                -          LKAP.g-Gut1_B06_046.seq -               72     858      63     899      43     901    1439    +    1.9e-129  431.6  16.9  -
Xanthobacteraceae_Pseudorhodoplanes              -          LKAP.g-Gut1_B06_046.seq -               60     845      61     899      41     901    1424    +      2e-129  431.2  16.2  -
Lachnospiraceae_Anaerobium                       -          LKAP.g-Gut1_B06_046.seq -                7     866       7     899       2     901    1402    +    2.4e-129  430.9  17.0  -
Labilitrichaceae_Labilithrix                     -          LKAP.g-Gut1_B06_046.seq -               61     909      59     899      38     901    1483    +    4.1e-129  430.0  17.2  -
Clostridiaceae_Lutispora                         -          LKAP.g-Gut1_B06_046.seq -               76     881      63     899      42     901    1438    +      5e-129  429.9  16.1  -
Selenomonadaceae_Propionispira                   -          LKAP.g-Gut1_B06_046.seq -                3     847      63     900      61     901    1448    +    5.2e-129  429.5  16.7  -
Rhodobacteraceae_Roseicitreum                    -          LKAP.g-Gut1_B06_046.seq -               71     859      58     899      15     901    1429    +    5.5e-129  429.7  15.9  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1437    +    6.1e-129  429.6  17.4  -
Bacillaceae_Caenibacillus                        -          LKAP.g-Gut1_B06_046.seq -               25     903       6     881       2     901    1490    +    6.2e-129  429.6  18.5  -
Roseiarcaceae_Roseiarcus                         -          LKAP.g-Gut1_B06_046.seq -               71     856      61     899      41     901    1399    +    6.3e-129  429.5  15.8  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          LKAP.g-Gut1_B06_046.seq -               24     868       5     900       2     901    1447    +    6.8e-129  429.4  16.4  -
Rhodobacteraceae_Pseudoroseicyclus               -          LKAP.g-Gut1_B06_046.seq -               50     839      57     899      17     901    1418    +    7.1e-129  429.4  16.2  -
Rhodobacteraceae_Roseicyclus                     -          LKAP.g-Gut1_B06_046.seq -               60     849      57     899      17     901    1435    +    7.5e-129  429.3  16.1  -
Acetobacteraceae_Swaminathania                   -          LKAP.g-Gut1_B06_046.seq -               72     861      59     899      39     901    1455    +    9.1e-129  429.2  16.3  -
Desulfobacteraceae_Desulfatitalea                -          LKAP.g-Gut1_B06_046.seq -               68     915      60     899      39     901    1485    +    9.5e-129  428.8  16.9  -
Acetobacteraceae_Neoasaia                        -          LKAP.g-Gut1_B06_046.seq -               53     745      60     792      39     813    1457    +    9.5e-129  429.1  19.9  -
Rhodobacteraceae_Rubricella                      -          LKAP.g-Gut1_B06_046.seq -               75     859      62     899      41     901    1416    +    9.6e-129  429.0  15.9  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          LKAP.g-Gut1_B06_046.seq -               55     841      60     899      36     901    1393    +      1e-128  428.8  15.6  -
Micromonosporaceae_Phytomonospora                -          LKAP.g-Gut1_B06_046.seq -               87     896      61     900      40     901    1513    +    1.1e-128  428.6  17.0  -
Emcibacteraceae_Emcibacter                       -          LKAP.g-Gut1_B06_046.seq -               44     870       5     899       2     901    1460    +    1.2e-128  428.8  16.1  -
Rhodobacteraceae_Marinibacterium                 -          LKAP.g-Gut1_B06_046.seq -               51     837      60     899      15     901    1378    +    1.2e-128  428.7  15.8  -
Synergistaceae_Dethiosulfovibrio                 -          LKAP.g-Gut1_B06_046.seq -               32     881       5     900       2     901    1470    +    1.2e-128  428.5  16.7  -
Rhodobacteraceae_Salinihabitans                  -          LKAP.g-Gut1_B06_046.seq -               55     839      62     899      40     901    1421    +    1.2e-128  428.7  15.8  -
Rhodobacteraceae_Hasllibacter                    -          LKAP.g-Gut1_B06_046.seq -               71     857      60     899      16     901    1429    +    1.4e-128  428.4  15.6  -
Temperatibacteraceae_Temperatibacter             -          LKAP.g-Gut1_B06_046.seq -               31     818      59     899      37     901    1362    +    1.5e-128  428.3  15.6  -
Flavobacteriaceae_Gelidibacter                   -          LKAP.g-Gut1_B06_046.seq -               44     904       5     899       2     901    1478    +    1.5e-128  427.9  17.3  -
Rhodobacteraceae_Roseibaca                       -          LKAP.g-Gut1_B06_046.seq -               16     829       6     899       2     901    1425    +    1.6e-128  428.3  16.0  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP.g-Gut1_B06_046.seq -               93     887      55     899      35     901    1514    +    1.7e-128  428.4  16.3  -
Syntrophorhabdaceae_Syntrophorhabdus             -          LKAP.g-Gut1_B06_046.seq -               24     910       5     899       2     901    1482    +    1.7e-128  428.0  17.9  -
Nautiliaceae_Nitratifractor                      -          LKAP.g-Gut1_B06_046.seq -               75     865      62     887      37     900    1439    +    1.9e-128  427.8  15.9  -
Caldilineaceae_Litorilinea                       -          LKAP.g-Gut1_B06_046.seq -               31     894       5     899       2     901    1543    +      2e-128  427.9  17.6  -
Rhodobacteraceae_Litorisediminicola              -          LKAP.g-Gut1_B06_046.seq -               51     837      60     899      15     901    1382    +    2.2e-128  427.9  15.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP.g-Gut1_B06_046.seq -               80     929      58     899      37     901    1549    +    2.8e-128  427.4  17.3  -
Rhodobacteraceae_Thalassobacter                  -          LKAP.g-Gut1_B06_046.seq -               69     861      54     899      33     901    1465    +    3.3e-128  427.1  15.8  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP.g-Gut1_B06_046.seq -               46     860       6     845       2     877    1486    +    3.8e-128  426.9  18.3  -
Rhodobacteraceae_Boseongicola                    -          LKAP.g-Gut1_B06_046.seq -               51     837      60     899      15     901    1391    +    4.6e-128  426.7  15.8  -
Lachnospiraceae_Lachnobacterium                  -          LKAP.g-Gut1_B06_046.seq -               41     905       5     899       2     901    1453    +    4.9e-128  426.6  17.3  -
Rhodobacteraceae_Pseudopelagicola                -          LKAP.g-Gut1_B06_046.seq -               25     841       6     899       2     901    1392    +    4.9e-128  426.6  16.0  -
Desulfarculaceae_Desulfocarbo                    -          LKAP.g-Gut1_B06_046.seq -               28     875      59     899      39     901    1417    +    4.9e-128  426.6  16.9  -
Cyclobacteriaceae_Cecembia                       -          LKAP.g-Gut1_B06_046.seq -               45     860       6     847       3     862    1513    +    5.5e-128  426.2  18.2  -
Flavobacteriaceae_Aureisphaera                   -          LKAP.g-Gut1_B06_046.seq -               24     889       5     900       2     901    1444    +    6.6e-128  426.0  17.1  -
Hyphomonadaceae_Robiginitomaculum                -          LKAP.g-Gut1_B06_046.seq -               30     856       5     900       2     901    1415    +    6.7e-128  426.1  16.1  -
Clostridiales_Acidaminobacter                    -          LKAP.g-Gut1_B06_046.seq -               23     884       5     899       2     901    1468    +    6.9e-128  426.2  17.7  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP.g-Gut1_B06_046.seq -               22     793       4     792       1     811    1447    +    7.1e-128  425.8  20.1  -
Leuconostocaceae_Oenococcus                      -          LKAP.g-Gut1_B06_046.seq -               28     926       7     900       3     901    1496    +    7.7e-128  425.9  18.2  -
Erysipelotrichaceae_Turicibacter                 -          LKAP.g-Gut1_B06_046.seq -               57     890      42     899      19     901    1508    +    7.7e-128  426.0  17.5  -
Syntrophaceae_Desulfobacca                       -          LKAP.g-Gut1_B06_046.seq -               41     925       6     899       2     901    1562    +    8.1e-128  425.8  17.4  -
Rhodobacteraceae_Epibacterium                    -          LKAP.g-Gut1_B06_046.seq -               22     809      59     899      39     901    1326    +      1e-127  425.6  15.6  -
Rhodobacteraceae_Lacimonas                       -          LKAP.g-Gut1_B06_046.seq -               69     858      56     899      17     901    1425    +    1.1e-127  425.6  16.1  -
Prolixibacteraceae_Prolixibacter                 -          LKAP.g-Gut1_B06_046.seq -               24     886       5     899       2     900    1444    +    1.3e-127  424.8  17.6  -
Rhodobacteraceae_Salinovum                       -          LKAP.g-Gut1_B06_046.seq -               22     811      57     899      37     901    1334    +    1.4e-127  425.2  15.9  -
Rhodobacteraceae_Pseudooctadecabacter            -          LKAP.g-Gut1_B06_046.seq -               54     839      61     899      38     901    1384    +    1.4e-127  425.0  16.0  -
Thermaceae_Oceanithermus                         -          LKAP.g-Gut1_B06_046.seq -               41     899       7     898       3     900    1503    +    1.5e-127  424.8  17.5  -
Desulfobacteraceae_Desulfospira                  -          LKAP.g-Gut1_B06_046.seq -               64     913      56     899      33     901    1447    +    1.5e-127  425.0  17.0  -
Christensenellaceae_Christensenella              -          LKAP.g-Gut1_B06_046.seq -               33     901       5     899       2     901    1497    +    1.5e-127  424.8  17.1  -
Flavobacteriaceae_Chryseobacterium               -          LKAP.g-Gut1_B06_046.seq -               24     883       5     899       2     900    1439    +    1.7e-127  424.5  17.5  -
Clostridiaceae_Fonticella                        -          LKAP.g-Gut1_B06_046.seq -               41     884       5     899       2     901    1503    +    1.8e-127  424.8  16.8  -
Porphyromonadaceae_Parabacteroides               -          LKAP.g-Gut1_B06_046.seq -               44     866       5     847       2     861    1489    +    1.9e-127  424.6  19.9  -
Cytophagaceae_Litoribacter                       -          LKAP.g-Gut1_B06_046.seq -               12     835       2     847       1     867    1452    +      2e-127  424.6  18.6  -
Eggerthellaceae_Enterorhabdus                    -          LKAP.g-Gut1_B06_046.seq -               33     878       5     900       2     901    1452    +    2.1e-127  424.5  16.9  -
Rhodobacteraceae_Planktotalea                    -          LKAP.g-Gut1_B06_046.seq -               22     808      60     899      39     901    1336    +    2.2e-127  424.4  15.6  -
Flammeovirgaceae_Flammeovirga                    -          LKAP.g-Gut1_B06_046.seq -               25     796       6     792       3     813    1456    +    2.6e-127  423.9  20.0  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP.g-Gut1_B06_046.seq -               24     799       5     792       2     813    1465    +    2.7e-127  423.7  21.2  -
Flavobacteriaceae_Muricauda                      -          LKAP.g-Gut1_B06_046.seq -               23     892       4     899       2     901    1461    +    2.7e-127  423.9  17.4  -
Flavobacteriaceae_Pseudofulvibacter              -          LKAP.g-Gut1_B06_046.seq -               24     792       5     792       2     813    1442    +    2.8e-127  423.8  20.4  -
Chitinophagaceae_Chitinophaga                    -          LKAP.g-Gut1_B06_046.seq -               32     896       6     899       3     900    1476    +    3.2e-127  424.1  17.8  -
Rhodobacteraceae_Roseibacterium                  -          LKAP.g-Gut1_B06_046.seq -               50     838      57     899      36     901    1389    +    3.6e-127  423.8  16.1  -
Flavobacteriaceae_Lutibacter                     -          LKAP.g-Gut1_B06_046.seq -               24     799       5     793       2     834    1444    +      4e-127  423.3  20.1  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP.g-Gut1_B06_046.seq -               25     885       5     899       2     900    1441    +    4.1e-127  423.1  18.1  -
Porphyromonadaceae_Coprobacter                   -          LKAP.g-Gut1_B06_046.seq -               55     831       5     792       2     806    1540    +    4.2e-127  423.3  20.9  -
Streptomycetaceae_Allostreptomyces               -          LKAP.g-Gut1_B06_046.seq -               46     894       6     899       2     901    1510    +    4.3e-127  423.6  17.5  -
Marinifilaceae_Marinifilum                       -          LKAP.g-Gut1_B06_046.seq -               24     798       5     793       2     824    1451    +    5.1e-127  422.9  20.3  -
Rhodobacteraceae_Rubrimonas                      -          LKAP.g-Gut1_B06_046.seq -               41     840       6     899       2     901    1318    +    5.2e-127  423.4  16.8  -
Eubacteriaceae_Alkalibacter                      -          LKAP.g-Gut1_B06_046.seq -               78     874      63     899      35     901    1465    +    5.5e-127  423.1  16.3  -
Bacillaceae_Saccharococcus                       -          LKAP.g-Gut1_B06_046.seq -               45     918       6     898       2     901    1538    +    5.7e-127  423.0  17.5  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP.g-Gut1_B06_046.seq -               47     844      60     899      39     901    1450    +    5.9e-127  423.0  15.7  -
Rhodobacteraceae_Tranquillimonas                 -          LKAP.g-Gut1_B06_046.seq -               22     807      60     899      39     901    1364    +    6.8e-127  422.9  15.9  -
Clostridiales_Anaerovirgula                      -          LKAP.g-Gut1_B06_046.seq -               26     884       5     899       2     901    1495    +    7.8e-127  422.6  17.3  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP.g-Gut1_B06_046.seq -              161    1005      58     899      38     901    1588    +    8.1e-127  422.6  17.7  -
Flavobacteriaceae_Elizabethkingia                -          LKAP.g-Gut1_B06_046.seq -               30     878       5     886       2     900    1450    +    1.1e-126  421.9  18.0  -
Verrucomicrobiaceae_Persicirhabdus               -          LKAP.g-Gut1_B06_046.seq -               85     905      63     900      41     901    1480    +    1.2e-126  422.1  16.5  -
Acidobacteria_Vicinamibacter                     -          LKAP.g-Gut1_B06_046.seq -               81     928      57     899      34     901    1515    +    1.3e-126  422.0  17.1  -
Rhodobacteraceae_Roseisalinus                    -          LKAP.g-Gut1_B06_046.seq -               41     830      57     899      36     901    1421    +    1.4e-126  421.8  16.1  -
Bacillaceae_Natronobacillus                      -          LKAP.g-Gut1_B06_046.seq -               52     932       6     881       2     900    1473    +    1.5e-126  421.7  18.5  -
Rhodobacteraceae_Nautella                        -          LKAP.g-Gut1_B06_046.seq -               47     834      59     899      18     901    1426    +    1.6e-126  421.5  15.7  -
Bacillaceae_Caldibacillus                        -          LKAP.g-Gut1_B06_046.seq -               73     911      61     898      37     901    1512    +    1.7e-126  421.6  17.4  -
Bacillaceae_Saliterribacillus                    -          LKAP.g-Gut1_B06_046.seq -               45     930       6     881       2     900    1472    +    1.9e-126  421.3  18.4  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP.g-Gut1_B06_046.seq -               24     853      43     900      20     901    1395    +      2e-126  421.2  17.3  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP.g-Gut1_B06_046.seq -               75     857      63     899      43     901    1337    +    2.1e-126  421.3  16.1  -
Rhodobacteraceae_Ascidiaceihabitans              -          LKAP.g-Gut1_B06_046.seq -               50     839      57     899      17     901    1387    +    2.4e-126  421.0  15.9  -
Rhizobiales_Qingshengfania                       -          LKAP.g-Gut1_B06_046.seq -               72     857      61     899      18     901    1442    +    2.5e-126  421.0  15.9  -
Clostridiaceae_Proteiniclasticum                 -          LKAP.g-Gut1_B06_046.seq -               44     899       5     899       2     901    1516    +    2.9e-126  420.7  16.7  -
Helicobacteraceae_Wolinella                      -          LKAP.g-Gut1_B06_046.seq -               53     873       8     886       3     900    1481    +    3.1e-126  420.6  15.8  -
Rickettsiaceae_Orientia                          -          LKAP.g-Gut1_B06_046.seq -               25     857       6     899       2     901    1459    +    3.4e-126  420.7  16.0  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP.g-Gut1_B06_046.seq -               74     857      63     899      42     901    1477    +    3.5e-126  420.3  16.0  -
Rhodobacteraceae_Marimonas                       -          LKAP.g-Gut1_B06_046.seq -               57     849      55     899      17     901    1437    +    3.6e-126  420.5  15.9  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP.g-Gut1_B06_046.seq -               66     812      55     803      31     899    1451    +    4.2e-126  419.9  18.1  -
Cryptosporangiaceae_Fodinicola                   -          LKAP.g-Gut1_B06_046.seq -               15     861       5     899       2     901    1441    +    4.2e-126  420.2  17.3  -
Sporomusaceae_Propionispora                      -          LKAP.g-Gut1_B06_046.seq -               43     929       5     900       2     901    1548    +    4.2e-126  419.8  17.6  -
Cytophagaceae_Emticicia                          -          LKAP.g-Gut1_B06_046.seq -               57     782      64     793      43     813    1433    +    4.8e-126  419.7  20.3  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP.g-Gut1_B06_046.seq -                5     822       5     847       1     867    1405    +    4.8e-126  420.1  18.6  -
Rhodobacteraceae_Marinovum                       -          LKAP.g-Gut1_B06_046.seq -               53     837      61     899      40     901    1348    +    5.1e-126  420.0  15.6  -
Nautiliaceae_Lebetimonas                         -          LKAP.g-Gut1_B06_046.seq -               24     852       5     886       2     900    1431    +    5.5e-126  420.1  17.3  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP.g-Gut1_B06_046.seq -               54     839      61     899      41     901    1390    +    5.8e-126  419.7  15.9  -
Rhodobacteraceae_Pelagimonas                     -          LKAP.g-Gut1_B06_046.seq -                1     818       4     899       4     901    1344    +    5.9e-126  419.6  15.8  -
Pseudonocardiaceae_Thermotunica                  -          LKAP.g-Gut1_B06_046.seq -               17     859       8     899       2     901    1446    +    6.1e-126  419.7  17.7  -
Porphyromonadaceae_Paludibacter                  -          LKAP.g-Gut1_B06_046.seq -               32     900       5     900       2     901    1471    +    6.3e-126  419.5  16.5  -
Lachnospiraceae_Agathobacter                     -          LKAP.g-Gut1_B06_046.seq -                1     862      10     899      10     901    1434    +    6.4e-126  419.5  17.6  -
Gracilibacteraceae_Gracilibacter                 -          LKAP.g-Gut1_B06_046.seq -              201    1007      62     899      42     901    1549    +    7.2e-126  419.2  16.7  -
Flavobacteriaceae_Cellulophaga                   -          LKAP.g-Gut1_B06_046.seq -               23     791       5     793       2     860    1459    +    7.3e-126  419.0  19.5  -
Eubacteriaceae_Irregularibacter                  -          LKAP.g-Gut1_B06_046.seq -               33     887       5     898       2     901    1431    +    7.9e-126  419.2  17.0  -
Acetobacteraceae_Acidicaldus                     -          LKAP.g-Gut1_B06_046.seq -               16     808      60     898      43     901    1340    +      8e-126  419.5  17.1  -
Clostridiales_Catabacter                         -          LKAP.g-Gut1_B06_046.seq -               24     892       5     899       2     901    1453    +      8e-126  419.1  17.1  -
Polyangiaceae_Jahnella                           -          LKAP.g-Gut1_B06_046.seq -               80     926      59     899      37     901    1550    +    8.5e-126  419.1  17.5  -
Lachnospiraceae_Mobilitalea                      -          LKAP.g-Gut1_B06_046.seq -               32     894       5     899       2     901    1444    +    8.5e-126  419.1  16.7  -
Cyclobacteriaceae_Lunatimonas                    -          LKAP.g-Gut1_B06_046.seq -               86     812      61     792      36     813    1511    +    9.8e-126  418.8  20.7  -
Acidothermaceae_Acidothermus                     -          LKAP.g-Gut1_B06_046.seq -               41     889       5     899       2     901    1509    +    9.9e-126  419.0  17.4  -
Rhodobacteraceae_Citreimonas                     -          LKAP.g-Gut1_B06_046.seq -               50     838      57     899      17     901    1401    +    1.1e-125  419.0  16.1  -
Lachnospiraceae_Abyssivirga                      -          LKAP.g-Gut1_B06_046.seq -               44     902       5     899       2     901    1520    +    1.1e-125  418.7  17.2  -
Flavobacteriaceae_Dokdonia                       -          LKAP.g-Gut1_B06_046.seq -               24     890       5     899       2     900    1446    +    1.1e-125  418.4  17.2  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP.g-Gut1_B06_046.seq -               25     873       6     899       2     901    1475    +    1.1e-125  418.9  17.5  -
Peptostreptococcaceae_Wukongibacter              -          LKAP.g-Gut1_B06_046.seq -               24     884       5     899       2     901    1455    +    1.2e-125  418.6  17.3  -
Parvularculaceae_Aquisalinus                     -          LKAP.g-Gut1_B06_046.seq -               75     859      62     899      41     901    1426    +    1.3e-125  418.8  15.9  -
Peptococcaceae_Desulfonispora                    -          LKAP.g-Gut1_B06_046.seq -               19     913       6     899       2     901    1507    +    1.3e-125  418.2  17.6  -
Eggerthellaceae_Eggerthella                      -          LKAP.g-Gut1_B06_046.seq -               44     891       5     900       3     901    1505    +    1.3e-125  418.1  16.3  -
Gaiellaceae_Gaiella                              -          LKAP.g-Gut1_B06_046.seq -               44     920       5     899       2     901    1544    +    1.5e-125  418.1  17.8  -
Rhodobacteraceae_Pelagibaca                      -          LKAP.g-Gut1_B06_046.seq -               71     860      57     899      36     901    1460    +    1.6e-125  418.2  16.0  -
Flammeovirgaceae_Reichenbachiella                -          LKAP.g-Gut1_B06_046.seq -               32     801       6     793       2     864    1429    +    1.7e-125  418.4  19.5  -
Flavobacteriaceae_Leeuwenhoekiella               -          LKAP.g-Gut1_B06_046.seq -               24     895       5     899       2     901    1481    +    1.7e-125  417.8  17.2  -
Rhodobacteraceae_Profundibacterium               -          LKAP.g-Gut1_B06_046.seq -               58     846      60     899      39     901    1436    +    1.8e-125  418.3  16.0  -
Pseudonocardiaceae_Goodfellowiella               -          LKAP.g-Gut1_B06_046.seq -               48     895       5     899       2     901    1497    +    1.8e-125  418.1  17.6  -
Phormidiaceae_Cephalothrix                       -          LKAP.g-Gut1_B06_046.seq -               78     825      63     856      41     880    1481    +    1.8e-125  417.9  17.2  -
Peptostreptococcaceae_Maledivibacter             -          LKAP.g-Gut1_B06_046.seq -               51     911       5     899       2     901    1480    +    1.8e-125  417.9  17.8  -
Akkermansiaceae_Akkermansia                      -          LKAP.g-Gut1_B06_046.seq -               69     871      60     900      40     901    1441    +    1.9e-125  418.1  15.8  -
Rhodobacteraceae_Brevirhabdus                    -          LKAP.g-Gut1_B06_046.seq -               55     839      62     899      41     901    1384    +    1.9e-125  418.1  15.7  -
Rhodobacteraceae_Xuhuaishuia                     -          LKAP.g-Gut1_B06_046.seq -               55     839      62     899      41     901    1384    +    1.9e-125  418.1  15.7  -
Chitinophagaceae_Terrimonas                      -          LKAP.g-Gut1_B06_046.seq -               12     867       5     886       2     900    1441    +      2e-125  418.0  17.1  -
Coriobacteriaceae_Collinsella                    -          LKAP.g-Gut1_B06_046.seq -               44     886       5     900       2     901    1468    +    2.2e-125  418.0  17.4  -
Staphylococcaceae_Corticicoccus                  -          LKAP.g-Gut1_B06_046.seq -               12     907       2     898       1     901    1465    +    2.4e-125  417.6  18.1  -
Acetobacteraceae_Humitalea                       -          LKAP.g-Gut1_B06_046.seq -               74     860      63     899      43     901    1479    +    2.5e-125  417.8  16.7  -
Bacteriovoracaceae_Peredibacter                  -          LKAP.g-Gut1_B06_046.seq -               61     889      59     899      38     901    1457    +    2.7e-125  417.7  16.7  -
Acetobacteraceae_Dankookia                       -          LKAP.g-Gut1_B06_046.seq -               57     843      63     899      42     901    1411    +    2.9e-125  417.7  16.0  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP.g-Gut1_B06_046.seq -               25     841       6     899       2     901    1389    +    3.1e-125  417.4  16.0  -
Clostridiales_Proteiniborus                      -          LKAP.g-Gut1_B06_046.seq -               44     886       5     879       2     900    1523    +    3.6e-125  417.0  17.5  -
Chitinophagaceae_Niastella                       -          LKAP.g-Gut1_B06_046.seq -               33     806       5     792       2     812    1469    +    3.8e-125  417.2  20.6  -
Flavobacteriaceae_Kordia                         -          LKAP.g-Gut1_B06_046.seq -               29     896       5     900       2     901    1458    +      4e-125  416.5  17.0  -
Rhodobacteraceae_Thiobacimonas                   -          LKAP.g-Gut1_B06_046.seq -               45     858       6     899       2     901    1425    +    4.4e-125  416.8  16.0  -
Ruminococcaceae_Herbivorax                       -          LKAP.g-Gut1_B06_046.seq -               42     849      61     899      41     901    1421    +    4.6e-125  416.5  16.5  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP.g-Gut1_B06_046.seq -               55     844      57     899      17     901    1379    +      5e-125  416.7  15.8  -
Flavobacteriaceae_Arenibacter                    -          LKAP.g-Gut1_B06_046.seq -               24     796       5     792       2     808    1446    +    5.7e-125  416.2  20.5  -
Thermoactinomycetaceae_Paludifilum               -          LKAP.g-Gut1_B06_046.seq -               25     889       6     877       2     899    1362    +    5.9e-125  416.6  18.7  -
Staphylococcaceae_Auricoccus                     -          LKAP.g-Gut1_B06_046.seq -               51     934       7     899       2     901    1507    +    6.2e-125  416.3  17.5  -
Intrasporangiaceae_Fodinibacter                  -          LKAP.g-Gut1_B06_046.seq -                3     858       7     899       5     901    1444    +    6.5e-125  416.1  16.8  -
Rhodobacteraceae_Nereida                         -          LKAP.g-Gut1_B06_046.seq -               74     859      61     899      38     901    1455    +    6.5e-125  416.3  15.8  -
Bacillales_Chungangia                            -          LKAP.g-Gut1_B06_046.seq -               34     910       7     898       2     901    1440    +    6.7e-125  416.1  18.2  -
Flavobacteriaceae_Sediminicola                   -          LKAP.g-Gut1_B06_046.seq -               24     883       5     898       2     900    1449    +    7.2e-125  415.8  17.7  -
Rhodobacteraceae_Aquimixticola                   -          LKAP.g-Gut1_B06_046.seq -               51     839      58     899      15     901    1388    +    7.6e-125  416.0  15.8  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP.g-Gut1_B06_046.seq -               46     851      61     900      41     901    1404    +    8.2e-125  415.9  16.9  -
