# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_A11_095_2018_2 -               12     919       7     912       2     912    1491    +           0 1158.4  21.1  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_A11_095_2018_2 -                6     905       9     912       4     912    1446    +           0 1032.0  21.1  -
Rhodobacteraceae_Agaricicola                     -          LKAP-TSAKG2_A11_095_2018_2 -               32     884       8     912       2     912    1436    +    3.9e-160  532.7  20.6  -
Eggerthellaceae_Eggerthella                      -          LKAP-TSAKG2_A11_095_2018_2 -               47     916      20     912       6     912    1505    +    4.1e-160  532.5  20.7  -
Hyphomonadaceae_Hellea                           -          LKAP-TSAKG2_A11_095_2018_2 -               19     881       8     912       2     912    1412    +    4.4e-160  532.7  20.5  -
Kofleriaceae_Kofleria                            -          LKAP-TSAKG2_A11_095_2018_2 -               34     953      13     912       4     912    1498    +    4.6e-160  532.7  20.3  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-TSAKG2_A11_095_2018_2 -               51     888      68     912      47     912    1419    +    5.3e-160  532.3  20.5  -
Sphingomonadaceae_Sandarakinorhabdus             -          LKAP-TSAKG2_A11_095_2018_2 -               24     834      65     912      45     912    1346    +    6.2e-160  532.1  19.8  -
Eubacteriaceae_Irregularibacter                  -          LKAP-TSAKG2_A11_095_2018_2 -               34     914      19     912       4     912    1431    +    6.3e-160  532.0  21.3  -
Bradyrhizobiaceae_Tardiphaga                     -          LKAP-TSAKG2_A11_095_2018_2 -               13     867       8     912       2     912    1439    +      7e-160  532.0  20.6  -
Acetobacteraceae_Rhodovarius                     -          LKAP-TSAKG2_A11_095_2018_2 -               40     887      14     912       3     912    1458    +      7e-160  532.2  20.4  -
Alphaproteobacteria_Geminicoccus                 -          LKAP-TSAKG2_A11_095_2018_2 -               28     837      63     912      42     912    1352    +    7.3e-160  532.1  19.9  -
Alphaproteobacteria_Phreatobacter                -          LKAP-TSAKG2_A11_095_2018_2 -               13     863       8     912       2     912    1402    +    7.6e-160  532.0  20.9  -
Methylocystaceae_Chenggangzhangella              -          LKAP-TSAKG2_A11_095_2018_2 -               32     884       8     912       2     912    1448    +    8.6e-160  531.7  20.9  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_A11_095_2018_2 -               38     913      14     912       5     912    1486    +    9.8e-160  531.4  21.7  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-TSAKG2_A11_095_2018_2 -               29     838      65     912      45     912    1401    +      1e-159  531.5  20.1  -
Flavobacteriaceae_Muriicola                      -          LKAP-TSAKG2_A11_095_2018_2 -               40     938      15     912       5     912    1490    +    1.1e-159  531.3  20.9  -
Rhodobacteraceae_Planktotalea                    -          LKAP-TSAKG2_A11_095_2018_2 -               22     834      62     912      42     912    1336    +    1.2e-159  531.2  20.0  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_A11_095_2018_2 -               14     918       9     912       4     912    1440    +    1.2e-159  531.2  20.6  -
Hyphomonadaceae_Woodsholea                       -          LKAP-TSAKG2_A11_095_2018_2 -               12     863       7     912       2     912    1421    +    1.2e-159  531.1  21.0  -
Nautiliaceae_Nitratiruptor                       -          LKAP-TSAKG2_A11_095_2018_2 -               21     904      16     912       3     912    1409    +    1.3e-159  531.2  21.0  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_A11_095_2018_2 -               26     921      12     912       6     912    1469    +    1.3e-159  531.0  20.7  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_A11_095_2018_2 -               30     951      21     912       7     912    1496    +    1.4e-159  531.2  20.1  -
Deltaproteobacteria_Dissulfuribacter             -          LKAP-TSAKG2_A11_095_2018_2 -               33     945      20     912       4     912    1502    +    1.4e-159  531.2  20.5  -
Rhodospirillaceae_Tagaea                         -          LKAP-TSAKG2_A11_095_2018_2 -               43     899      16     912       3     912    1467    +    1.5e-159  530.9  20.5  -
Chitinophagaceae_Flaviaesturariibacter           -          LKAP-TSAKG2_A11_095_2018_2 -               36     939      11     912       3     912    1493    +    1.8e-159  530.7  20.3  -
Rhodobacteraceae_Pseudooctadecabacter            -          LKAP-TSAKG2_A11_095_2018_2 -               27     865      20     912       3     912    1384    +    2.4e-159  530.1  20.3  -
Cytophagaceae_Dyadobacter                        -          LKAP-TSAKG2_A11_095_2018_2 -               56     899      67     912      45     912    1416    +    2.8e-159  529.9  19.9  -
Cytophagaceae_Spirosoma                          -          LKAP-TSAKG2_A11_095_2018_2 -               22     903      12     912       4     912    1438    +      3e-159  529.8  21.6  -
Emcibacteraceae_Emcibacter                       -          LKAP-TSAKG2_A11_095_2018_2 -               47     896      20     912       3     912    1460    +    3.1e-159  529.9  20.7  -
Rhodobacteraceae_Pseudopelagicola                -          LKAP-TSAKG2_A11_095_2018_2 -               13     867       8     912       2     912    1392    +    3.4e-159  529.7  21.0  -
Petrotogaceae_Marinitoga                         -          LKAP-TSAKG2_A11_095_2018_2 -               30     910      20     911       4     912    1487    +    3.6e-159  529.8  21.5  -
Sphingomonadaceae_Hephaestia                     -          LKAP-TSAKG2_A11_095_2018_2 -               27     866      20     912       3     912    1411    +      4e-159  529.6  20.1  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_A11_095_2018_2 -               28     885      20     910       4     912    1480    +    5.4e-159  529.2  22.6  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_A11_095_2018_2 -               48     961      21     912       7     912    1528    +    5.6e-159  528.9  20.3  -
Rhodobacteraceae_Rhodobaculum                    -          LKAP-TSAKG2_A11_095_2018_2 -               38     889      10     912       2     912    1436    +    6.4e-159  528.9  20.7  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_A11_095_2018_2 -               19     899      14     910       4     912    1443    +    6.6e-159  529.0  21.1  -
Rhodobacteraceae_Salipiger                       -          LKAP-TSAKG2_A11_095_2018_2 -               14     851      20     912       9     912    1364    +    6.7e-159  528.7  20.3  -
Rhizobiales_Qingshengfania                       -          LKAP-TSAKG2_A11_095_2018_2 -               34     883       9     912       2     912    1442    +      7e-159  528.7  20.5  -
Syntrophorhabdaceae_Syntrophorhabdus             -          LKAP-TSAKG2_A11_095_2018_2 -               27     936      20     912       4     912    1482    +    7.7e-159  528.5  20.4  -
Marinifilaceae_Marinifilum                       -          LKAP-TSAKG2_A11_095_2018_2 -               20     917      15     912       6     912    1451    +      8e-159  528.4  19.9  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_A11_095_2018_2 -               62     938      16     912       5     912    1536    +    1.2e-158  527.7  20.8  -
Acidobacteria_Thermoanaerobaculum                -          LKAP-TSAKG2_A11_095_2018_2 -               27     935      20     911       4     912    1464    +    1.3e-158  527.9  20.5  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_A11_095_2018_2 -               46     954      20     912       6     912    1548    +    1.3e-158  527.6  20.5  -
Rhodobacteraceae_Rubricella                      -          LKAP-TSAKG2_A11_095_2018_2 -               35     885      10     912       2     912    1416    +    1.4e-158  527.8  21.0  -
Rhodobacteraceae_Marimonas                       -          LKAP-TSAKG2_A11_095_2018_2 -               22     875       8     912       2     912    1437    +    1.6e-158  527.6  21.0  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_A11_095_2018_2 -               27     896      65     912      45     912    1439    +      3e-158  526.5  19.8  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-TSAKG2_A11_095_2018_2 -               29     953      16     912       4     912    1503    +    3.1e-158  526.4  20.7  -
Rhodobacteraceae_Thalassobacter                  -          LKAP-TSAKG2_A11_095_2018_2 -               35     887      10     912       2     912    1465    +    3.1e-158  526.5  20.9  -
Methylobacteriaceae_Psychroglaciecola            -          LKAP-TSAKG2_A11_095_2018_2 -                1     837      22     912      22     912    1353    +    3.5e-158  526.4  20.0  -
Rhodobacteraceae_Thiobacimonas                   -          LKAP-TSAKG2_A11_095_2018_2 -               35     884      10     912       2     912    1425    +    4.2e-158  526.0  20.2  -
Rhodobacteraceae_Acuticoccus                     -          LKAP-TSAKG2_A11_095_2018_2 -               21     872       8     912       2     912    1397    +    4.4e-158  526.2  20.4  -
Rhodospirillaceae_Rhodospira                     -          LKAP-TSAKG2_A11_095_2018_2 -               60     910       8     912       2     912    1465    +    5.4e-158  525.7  20.0  -
Rhodobacteraceae_Epibacterium                    -          LKAP-TSAKG2_A11_095_2018_2 -               24     835      63     912      43     912    1326    +    7.4e-158  525.3  19.8  -
Synergistaceae_Aminobacterium                    -          LKAP-TSAKG2_A11_095_2018_2 -               44     916      20     911       5     912    1521    +    7.6e-158  525.1  22.4  -
Acetobacteraceae_Acidicaldus                     -          LKAP-TSAKG2_A11_095_2018_2 -               16     835      62     912      50     912    1340    +      8e-158  525.4  20.9  -
Micrococcaceae_Rhizobium                         -          LKAP-TSAKG2_A11_095_2018_2 -                6     854      12     912       7     912    1424    +    8.5e-158  525.2  20.9  -
Beijerinckiaceae_Methylorosula                   -          LKAP-TSAKG2_A11_095_2018_2 -               34     880      12     912       3     912    1413    +      1e-157  524.7  20.7  -
Rhodobacteraceae_Nautella                        -          LKAP-TSAKG2_A11_095_2018_2 -               11     860      11     912       3     912    1426    +    1.1e-157  524.6  20.7  -
Rhodobacteraceae_Boseongicola                    -          LKAP-TSAKG2_A11_095_2018_2 -               15     863      10     912       2     912    1391    +    1.2e-157  524.6  21.0  -
Flavobacteriaceae_Croceitalea                    -          LKAP-TSAKG2_A11_095_2018_2 -               17     916      12     912       4     912    1494    +    1.2e-157  524.4  20.1  -
Rhodobacteraceae_Lentibacter                     -          LKAP-TSAKG2_A11_095_2018_2 -               22     833      63     912      42     912    1375    +    1.3e-157  524.4  19.9  -
Nautiliaceae_Lebetimonas                         -          LKAP-TSAKG2_A11_095_2018_2 -               17     889      12     912       3     912    1431    +    1.5e-157  524.6  22.0  -
Chlorobiaceae_Prosthecochloris                   -          LKAP-TSAKG2_A11_095_2018_2 -               48     925      21     912       7     912    1495    +    1.5e-157  524.2  19.6  -
Chitinophagaceae_Flavihumibacter                 -          LKAP-TSAKG2_A11_095_2018_2 -               29     878      60     912      40     912    1417    +    1.7e-157  524.1  19.2  -
Geobacteraceae_Geothermobacter                   -          LKAP-TSAKG2_A11_095_2018_2 -               48     960      20     912       3     912    1470    +    1.8e-157  523.9  20.6  -
Rhizobiales_Alsobacter                           -          LKAP-TSAKG2_A11_095_2018_2 -               21     875       8     912       2     912    1467    +    2.5e-157  523.5  20.9  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-TSAKG2_A11_095_2018_2 -               34     873      20     912       5     912    1465    +    2.5e-157  523.5  20.5  -
Magnetococcaceae_Magnetococcus                   -          LKAP-TSAKG2_A11_095_2018_2 -               37     902      12     912       3     912    1497    +    3.1e-157  523.2  21.4  -
Roseiarcaceae_Roseiarcus                         -          LKAP-TSAKG2_A11_095_2018_2 -               32     882       8     912       2     912    1399    +    3.2e-157  523.1  21.2  -
Nautiliaceae_Cetia                               -          LKAP-TSAKG2_A11_095_2018_2 -               49     913      16     912       3     912    1482    +      4e-157  523.0  20.6  -
Clostridiaceae_Anaerosporobacter                 -          LKAP-TSAKG2_A11_095_2018_2 -               21     901      16     912       3     912    1442    +    4.1e-157  522.8  21.1  -
Cryomorphaceae_Phaeocystidibacter                -          LKAP-TSAKG2_A11_095_2018_2 -               37     932      12     912       5     912    1480    +    4.5e-157  522.8  20.5  -
Rhodobacteraceae_Maliponia                       -          LKAP-TSAKG2_A11_095_2018_2 -               17     854      12     912       2     912    1373    +      5e-157  522.6  21.8  -
Prevotellaceae_Alloprevotella                    -          LKAP-TSAKG2_A11_095_2018_2 -               17     922      12     912       6     912    1455    +    5.5e-157  522.4  19.6  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_A11_095_2018_2 -               28     896      21     912       9     912    1441    +    6.3e-157  522.4  21.2  -
Rhodobacteraceae_Brevirhabdus                    -          LKAP-TSAKG2_A11_095_2018_2 -               27     865      20     912       3     912    1384    +    7.2e-157  522.1  20.7  -
Rhodobacteraceae_Xuhuaishuia                     -          LKAP-TSAKG2_A11_095_2018_2 -               27     865      20     912       3     912    1384    +    7.2e-157  522.1  20.7  -
Deltaproteobacteria_Dissulfurimicrobium          -          LKAP-TSAKG2_A11_095_2018_2 -               47     959      20     912       4     912    1521    +    7.4e-157  521.9  20.0  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_A11_095_2018_2 -               15     865      10     912       2     912    1385    +    7.4e-157  521.9  20.5  -
Rhodobacteraceae_Planktomarina                   -          LKAP-TSAKG2_A11_095_2018_2 -               14     864      10     912       2     912    1441    +    7.9e-157  521.9  20.8  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_A11_095_2018_2 -               33     899      20     912       6     912    1437    +      8e-157  521.8  21.0  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_A11_095_2018_2 -               15     865      10     912       2     912    1390    +    9.3e-157  521.6  20.6  -
Micropepsaceae_Micropepsis                       -          LKAP-TSAKG2_A11_095_2018_2 -               39     885      15     912       3     912    1455    +      1e-156  521.4  20.8  -
Sphingomonadaceae_Parablastomonas                -          LKAP-TSAKG2_A11_095_2018_2 -                2     848      24     912      23     912    1397    +    1.2e-156  521.2  19.9  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-TSAKG2_A11_095_2018_2 -               76     944      20     912       6     912    1545    +    1.3e-156  520.9  21.4  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_A11_095_2018_2 -               36     903      20     912       6     912    1452    +    1.5e-156  521.1  20.4  -
Rhodobacteraceae_Marinibacterium                 -          LKAP-TSAKG2_A11_095_2018_2 -               15     863      10     912       2     912    1378    +    1.5e-156  521.0  20.7  -
Rhodobacteraceae_Roseibaca                       -          LKAP-TSAKG2_A11_095_2018_2 -                6     855      10     912       5     912    1425    +    1.5e-156  521.0  20.3  -
Rhodospirillaceae_Tistlia                        -          LKAP-TSAKG2_A11_095_2018_2 -               25     876      10     912       2     912    1299    +    1.7e-156  521.1  20.9  -
Rhodobacteraceae_Litorisediminicola              -          LKAP-TSAKG2_A11_095_2018_2 -               15     863      10     912       2     912    1382    +    1.8e-156  520.9  20.7  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP-TSAKG2_A11_095_2018_2 -               37     872      12     912       3     912    1411    +    1.8e-156  520.8  21.8  -
Flavobacteriaceae_Spongiibacterium               -          LKAP-TSAKG2_A11_095_2018_2 -               38     936      12     912       3     912    1485    +      2e-156  520.5  20.0  -
Acetobacteraceae_Rubritepida                     -          LKAP-TSAKG2_A11_095_2018_2 -                9     859      14     912       6     912    1429    +    2.1e-156  520.4  21.0  -
Rhodobacteraceae_Citreimonas                     -          LKAP-TSAKG2_A11_095_2018_2 -               15     864      10     912       2     912    1401    +    2.3e-156  520.5  21.0  -
Xanthobacteraceae_Pseudolabrys                   -          LKAP-TSAKG2_A11_095_2018_2 -                3     813      64     912      62     912    1386    +    2.4e-156  520.4  19.8  -
Desulfarculaceae_Desulfarculus                   -          LKAP-TSAKG2_A11_095_2018_2 -               35     962      10     912       2     912    1522    +    2.4e-156  520.3  20.8  -
Iodidimonadaceae_Iodidimonas                     -          LKAP-TSAKG2_A11_095_2018_2 -               22     887      10     912       2     912    1437    +    3.5e-156  519.7  21.0  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          LKAP-TSAKG2_A11_095_2018_2 -                2     890      23     911      22     912    1466    +    3.8e-156  519.5  20.2  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP-TSAKG2_A11_095_2018_2 -               25     926      19     911       4     912    1471    +    4.7e-156  519.3  20.9  -
Desulfobacteraceae_Desulfocella                  -          LKAP-TSAKG2_A11_095_2018_2 -               47     952      20     912       3     912    1547    +    4.8e-156  519.2  20.9  -
Thermodesulfobiaceae_Coprothermobacter           -          LKAP-TSAKG2_A11_095_2018_2 -               44     924      21     912       7     912    1529    +    5.1e-156  519.0  20.1  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_A11_095_2018_2 -               13     865       8     912       2     912    1421    +    7.2e-156  518.7  20.6  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_A11_095_2018_2 -               35     920      20     912       4     912    1444    +    7.6e-156  518.5  21.0  -
Syntrophaceae_Smithella                          -          LKAP-TSAKG2_A11_095_2018_2 -               41     950      20     912       4     912    1371    +    7.8e-156  518.6  20.6  -
Cytophagaceae_Flectobacillus                     -          LKAP-TSAKG2_A11_095_2018_2 -               26     869      65     912      45     912    1400    +    8.4e-156  518.4  20.5  -
Chitinophagaceae_Arachidicoccus                  -          LKAP-TSAKG2_A11_095_2018_2 -               22     922      13     912       3     912    1470    +    9.5e-156  518.2  20.4  -
Hyphomonadaceae_Ponticaulis                      -          LKAP-TSAKG2_A11_095_2018_2 -               29     838      65     912      44     912    1328    +    9.9e-156  518.2  19.8  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_A11_095_2018_2 -               34     883       9     912       2     912    1337    +      1e-155  518.3  20.7  -
Lachnospiraceae_Lachnospira                      -          LKAP-TSAKG2_A11_095_2018_2 -               37     930      16     912       3     912    1518    +    1.1e-155  517.9  21.0  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_A11_095_2018_2 -               16     919      11     912       3     912    1451    +    1.2e-155  517.8  20.2  -
Clostridiaceae_Paeniclostridium                  -          LKAP-TSAKG2_A11_095_2018_2 -               36     883      20     912       6     912    1461    +    1.9e-155  517.3  19.9  -
Porphyromonadaceae_Barnesiella                   -          LKAP-TSAKG2_A11_095_2018_2 -               31     926      20     912       8     912    1488    +      2e-155  517.6  21.2  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP-TSAKG2_A11_095_2018_2 -               29     883       8     912       2     912    1477    +    2.2e-155  517.0  20.8  -
Rhodobacteraceae_Pelagimonas                     -          LKAP-TSAKG2_A11_095_2018_2 -               33     844      63     912      42     912    1344    +    2.6e-155  516.8  19.8  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          LKAP-TSAKG2_A11_095_2018_2 -               26     930      19     911       8     912    1495    +    2.8e-155  516.9  20.1  -
Anaerolineaceae_Anaerolinea                      -          LKAP-TSAKG2_A11_095_2018_2 -               44     911      20     910       6     912    1457    +    3.2e-155  516.8  21.7  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP-TSAKG2_A11_095_2018_2 -               71     913      21     912       3     912    1514    +    3.2e-155  516.8  20.8  -
Cytophagaceae_Larkinella                         -          LKAP-TSAKG2_A11_095_2018_2 -               24     911      12     912       5     912    1433    +    3.3e-155  516.5  20.8  -
Desulfarculaceae_Dethiosulfatarculus             -          LKAP-TSAKG2_A11_095_2018_2 -               24     950      10     912       2     912    1516    +    5.8e-155  515.7  20.8  -
Sphingomonadaceae_Rhizorhapis                    -          LKAP-TSAKG2_A11_095_2018_2 -               47     886      20     912       3     912    1453    +    6.2e-155  515.6  20.2  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_A11_095_2018_2 -               57     869      65     912      44     912    1411    +    6.3e-155  515.8  20.2  -
Rhodospirillaceae_Elstera                        -          LKAP-TSAKG2_A11_095_2018_2 -                2     841      23     912      22     912    1356    +    6.4e-155  515.5  19.4  -
Thermaceae_Oceanithermus                         -          LKAP-TSAKG2_A11_095_2018_2 -               43     926      21     912       7     912    1503    +    6.7e-155  515.5  20.9  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_A11_095_2018_2 -               51     955      21     912       6     912    1548    +      9e-155  514.9  19.8  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP-TSAKG2_A11_095_2018_2 -               15     867      10     912       2     912    1389    +    9.2e-155  515.1  20.7  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_A11_095_2018_2 -               47     951      20     912       3     912    1509    +    9.4e-155  515.2  20.6  -
Acetobacteraceae_Craurococcus                    -          LKAP-TSAKG2_A11_095_2018_2 -               47     890      20     912       4     912    1443    +    1.1e-154  515.1  20.9  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_A11_095_2018_2 -               37     887      10     912       2     912    1434    +    1.2e-154  514.7  20.1  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_A11_095_2018_2 -               53     910      20     912       4     912    1481    +    1.6e-154  514.2  20.2  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_A11_095_2018_2 -               27     879      20     912       3     912    1417    +    1.7e-154  514.2  20.4  -
Desulfarculaceae_Desulfocarbo                    -          LKAP-TSAKG2_A11_095_2018_2 -               31     900      64     911      44     912    1417    +    1.9e-154  514.0  20.1  -
Holophagaceae_Geothrix                           -          LKAP-TSAKG2_A11_095_2018_2 -               53     917      66     912      44     912    1448    +      2e-154  514.0  20.0  -
Rhodobacteraceae_Aquimixticola                   -          LKAP-TSAKG2_A11_095_2018_2 -               15     865      10     912       2     912    1388    +    2.1e-154  513.9  20.8  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-TSAKG2_A11_095_2018_2 -                3     878      22     912      20     912    1395    +    2.1e-154  513.9  20.4  -
Oligoflexaceae_Oligoflexus                       -          LKAP-TSAKG2_A11_095_2018_2 -               27     914      20     911       4     912    1458    +    2.5e-154  513.6  20.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_A11_095_2018_2 -               47     955      20     912       4     912    1549    +    2.6e-154  513.5  21.3  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_A11_095_2018_2 -               48     921      21     912       7     912    1483    +    3.4e-154  513.0  20.8  -
Clostridiaceae_Lutispora                         -          LKAP-TSAKG2_A11_095_2018_2 -               27     907      20     912       4     912    1438    +    3.6e-154  513.1  20.8  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_A11_095_2018_2 -               14     863      10     912       2     912    1348    +    3.9e-154  513.0  20.5  -
Sandaracinaceae_Sandaracinus                     -          LKAP-TSAKG2_A11_095_2018_2 -                8     923      14     912       7     912    1506    +    4.2e-154  512.9  20.2  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-TSAKG2_A11_095_2018_2 -               27     932      20     911       4     912    1437    +    4.4e-154  512.8  20.6  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_A11_095_2018_2 -              164    1031      63     912      42     912    1588    +    4.8e-154  512.8  20.4  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_A11_095_2018_2 -               20     870      10     912       2     912    1379    +    5.3e-154  512.5  20.9  -
Rhodobacteraceae_Ascidiaceihabitans              -          LKAP-TSAKG2_A11_095_2018_2 -               15     865      10     912       2     912    1387    +    5.6e-154  512.4  21.0  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_A11_095_2018_2 -               12     852      10     912       2     912    1380    +    6.1e-154  512.6  21.7  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_A11_095_2018_2 -               36     921      20     912       4     912    1412    +    7.7e-154  511.9  21.3  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_A11_095_2018_2 -               47     920      20     912       5     912    1482    +    8.8e-154  511.7  21.4  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_A11_095_2018_2 -              169    1037      64     912      43     912    1559    +    9.8e-154  511.6  20.1  -
Rhodobacteraceae_Pelagibaca                      -          LKAP-TSAKG2_A11_095_2018_2 -               73     886      61     912      40     912    1460    +    1.1e-153  511.3  19.7  -
Flavobacteriaceae_Cloacibacterium                -          LKAP-TSAKG2_A11_095_2018_2 -               15     906      10     909       3     912    1439    +    1.2e-153  511.0  20.5  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_A11_095_2018_2 -               45     964      19     912       4     912    1500    +    1.2e-153  511.2  20.5  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_A11_095_2018_2 -               28     915      20     912       5     912    1422    +    1.4e-153  511.1  19.9  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_A11_095_2018_2 -               47     951      20     912       5     912    1550    +    1.5e-153  511.1  19.7  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_A11_095_2018_2 -               48     921      21     912       7     912    1484    +    1.6e-153  510.7  20.3  -
Rhodospirillaceae_Defluviicoccus                 -          LKAP-TSAKG2_A11_095_2018_2 -               37     888      13     912       3     912    1452    +    1.8e-153  511.0  20.7  -
Coriobacteriaceae_Collinsella                    -          LKAP-TSAKG2_A11_095_2018_2 -               47     911      20     912       7     912    1468    +    1.8e-153  511.1  20.8  -
Labilitrichaceae_Labilithrix                     -          LKAP-TSAKG2_A11_095_2018_2 -               28     935      21     912       6     912    1483    +    2.1e-153  510.4  19.8  -
Rhodobacteraceae_Youngimonas                     -          LKAP-TSAKG2_A11_095_2018_2 -               18     867      10     912       2     912    1423    +    2.1e-153  510.6  20.3  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_A11_095_2018_2 -               33     882      10     912       2     912    1424    +    2.3e-153  510.4  20.8  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_A11_095_2018_2 -               35     920      20     912       4     912    1479    +    2.8e-153  510.1  21.1  -
Desulfobacteraceae_Desulfatirhabdium             -          LKAP-TSAKG2_A11_095_2018_2 -               41     963      16     912       3     912    1535    +    2.9e-153  510.0  20.8  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-TSAKG2_A11_095_2018_2 -               40     943      20     911       9     912    1508    +    2.9e-153  510.1  20.5  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-TSAKG2_A11_095_2018_2 -               15     886      63     911      50     912    1357    +      3e-153  510.1  20.3  -
Eubacteriaceae_Garciella                         -          LKAP-TSAKG2_A11_095_2018_2 -               22     896      20     912       5     912    1471    +    3.2e-153  510.0  21.9  -
Sphingobacteriaceae_Arcticibacter                -          LKAP-TSAKG2_A11_095_2018_2 -               18     910      13     912       4     912    1441    +    3.5e-153  509.8  20.5  -
Bacillaceae_Vulcanibacillus                      -          LKAP-TSAKG2_A11_095_2018_2 -               37     945      20     912       4     912    1526    +    4.1e-153  509.4  20.6  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_A11_095_2018_2 -               47     925      20     912       4     912    1516    +    4.8e-153  509.4  21.2  -
Cytophagaceae_Runella                            -          LKAP-TSAKG2_A11_095_2018_2 -               28     898      21     912       5     912    1428    +    5.4e-153  509.4  20.6  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP-TSAKG2_A11_095_2018_2 -               25     913      19     912       3     912    1419    +    5.5e-153  509.0  20.6  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_A11_095_2018_2 -                7     823      64     910      56     912    1317    +      6e-153  509.2  20.8  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_A11_095_2018_2 -               28     913      21     912       4     912    1461    +      7e-153  508.6  20.1  -
Rhodobacteraceae_Profundibacterium               -          LKAP-TSAKG2_A11_095_2018_2 -               22     872      10     912       2     912    1436    +    1.2e-152  508.1  20.8  -
Lentisphaeraceae_Lentisphaera                    -          LKAP-TSAKG2_A11_095_2018_2 -               38     905      20     912       7     912    1465    +    1.2e-152  508.2  20.3  -
Gaiellaceae_Gaiella                              -          LKAP-TSAKG2_A11_095_2018_2 -               42     946      17     912       4     912    1544    +    1.7e-152  507.3  20.1  -
