# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     845      26     838      19     838    1491    +    2.2e-307 1020.7  16.6  -
Emcibacteraceae_Emcibacter                       -          LKAP-TSAKG2_G08_052_2018_2 -               81     820      60     836      36     838    1460    +    2.4e-131  437.5  16.3  -
Nautiliaceae_Lebetimonas                         -          LKAP-TSAKG2_G08_052_2018_2 -               33     777      26     799      12     820    1431    +    3.1e-131  437.3  17.8  -
Propionibacteriaceae_Friedmanniella              -          LKAP-TSAKG2_G08_052_2018_2 -               33     785      26     800      16     823    1457    +    3.7e-131  436.8  17.0  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_G08_052_2018_2 -               44     807      26     790      21     810    1473    +      4e-131  436.7  17.2  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_G08_052_2018_2 -               55     759      64     805      43     826    1390    +    4.3e-131  436.6  16.3  -
Lachnospiraceae_Lachnospira                      -          LKAP-TSAKG2_G08_052_2018_2 -               50     855      27     837      10     838    1518    +    4.7e-131  436.3  16.9  -
Xanthobacteraceae_Pseudolabrys                   -          LKAP-TSAKG2_G08_052_2018_2 -                3     707      64     805      62     826    1386    +    5.6e-131  436.3  16.3  -
Sphingomonadaceae_Parablastomonas                -          LKAP-TSAKG2_G08_052_2018_2 -               30     773      57     837      37     838    1397    +    5.6e-131  436.2  16.0  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_G08_052_2018_2 -               54     753      63     799      43     822    1385    +    8.6e-131  435.6  16.3  -
Micromonosporaceae_Catellatospora                -          LKAP-TSAKG2_G08_052_2018_2 -               53     806      26     803      20     824    1509    +    8.9e-131  435.2  17.1  -
Holophagaceae_Geothrix                           -          LKAP-TSAKG2_G08_052_2018_2 -               53     801      66     797      45     820    1448    +    9.1e-131  435.6  16.6  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_G08_052_2018_2 -               78     775      65     798      44     815    1481    +    9.6e-131  435.3  17.5  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_G08_052_2018_2 -               75     771      65     799      45     826    1337    +      1e-130  435.5  16.2  -
Desulfobacteraceae_Desulfocella                  -          LKAP-TSAKG2_G08_052_2018_2 -               53     877      26     837      12     838    1547    +      1e-130  435.2  16.7  -
Geobacteraceae_Geothermobacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               55     885      27     837      15     838    1470    +    1.2e-130  435.1  16.4  -
Hyphomonadaceae_Ponticaulis                      -          LKAP-TSAKG2_G08_052_2018_2 -               29     723      65     796      44     818    1328    +    1.2e-130  435.1  16.4  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               52     787      46     801      25     814    1443    +    1.3e-130  435.1  16.9  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_G08_052_2018_2 -                3     798      65     838      63     838    1448    +    1.6e-130  434.4  16.2  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_G08_052_2018_2 -               78     782      65     806      44     827    1434    +    1.6e-130  434.7  16.2  -
Bacillaceae_Thermolongibacillus                  -          LKAP-TSAKG2_G08_052_2018_2 -                3     790      28     797      26     828    1432    +    1.8e-130  434.3  16.9  -
Rhizobiales_Alsobacter                           -          LKAP-TSAKG2_G08_052_2018_2 -               59     770      60     806      39     826    1467    +    1.8e-130  434.5  16.0  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_G08_052_2018_2 -               56     760      65     806      44     826    1421    +    1.9e-130  434.5  16.4  -
Rhodobacteraceae_Pelagibaca                      -          LKAP-TSAKG2_G08_052_2018_2 -               74     780      62     805      41     826    1460    +      2e-130  434.3  16.1  -
Bacillaceae_Marinococcus                         -          LKAP-TSAKG2_G08_052_2018_2 -               71     826      62     798      42     827    1503    +    2.4e-130  434.0  16.6  -
Cytophagaceae_Runella                            -          LKAP-TSAKG2_G08_052_2018_2 -               56     788      67     799      48     816    1428    +    3.2e-130  433.8  16.2  -
Flavobacteriaceae_Muricauda                      -          LKAP-TSAKG2_G08_052_2018_2 -               30     811      24     802      17     818    1461    +    3.6e-130  433.4  16.2  -
Roseiarcaceae_Roseiarcus                         -          LKAP-TSAKG2_G08_052_2018_2 -               70     777      62     806      41     827    1399    +    4.4e-130  433.2  16.3  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_G08_052_2018_2 -               91     846      63     837      40     838    1412    +    4.5e-130  433.2  17.1  -
Petrotogaceae_Marinitoga                         -          LKAP-TSAKG2_G08_052_2018_2 -               69     793      62     792      42     805    1487    +    4.9e-130  433.1  17.0  -
Iodidimonadaceae_Iodidimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               61     807      63     832      41     838    1437    +    5.5e-130  432.9  16.2  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_G08_052_2018_2 -               27     821      65     837      45     838    1439    +    5.7e-130  432.7  16.2  -
Balneolaceae_Gracilimonas                        -          LKAP-TSAKG2_G08_052_2018_2 -               68     843      63     836      42     838    1447    +    5.8e-130  432.6  16.1  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     769      26     786      20     803    1441    +      6e-130  432.9  17.9  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-TSAKG2_G08_052_2018_2 -               63     858      61     837      35     838    1437    +    8.5e-130  432.3  16.3  -
Chlorobiaceae_Prosthecochloris                   -          LKAP-TSAKG2_G08_052_2018_2 -               87     814      68     798      48     825    1495    +    9.6e-130  431.9  16.3  -
Sandaracinaceae_Sandaracinus                     -          LKAP-TSAKG2_G08_052_2018_2 -               54     806      65     796      44     827    1506    +    9.9e-130  432.2  16.6  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-TSAKG2_G08_052_2018_2 -               51     873      27     837      20     838    1500    +    1.2e-129  431.5  15.9  -
Acetobacteraceae_Rubritepida                     -          LKAP-TSAKG2_G08_052_2018_2 -               48     783      65     836      45     838    1429    +    1.2e-129  431.8  17.0  -
Bifidobacteriaceae_Scardovia                     -          LKAP-TSAKG2_G08_052_2018_2 -               50     825      26     802      20     811    1534    +    1.3e-129  431.6  17.1  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_G08_052_2018_2 -               53     874      26     837      19     838    1511    +    1.3e-129  431.3  16.2  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP-TSAKG2_G08_052_2018_2 -               56     762      63     806      42     826    1389    +    1.3e-129  431.7  16.3  -
Lachnospiraceae_Anaerobium                       -          LKAP-TSAKG2_G08_052_2018_2 -               58     817      60     837      38     838    1402    +    1.5e-129  431.6  16.7  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_G08_052_2018_2 -               58     803      25     805       7     826    1481    +    1.6e-129  431.4  16.3  -
Rhodobacteraceae_Ascidiaceihabitans              -          LKAP-TSAKG2_G08_052_2018_2 -               54     754      63     800      41     820    1387    +      2e-129  431.1  16.6  -
Nautiliaceae_Cetia                               -          LKAP-TSAKG2_G08_052_2018_2 -               61     801      26     799       9     823    1482    +      2e-129  431.2  16.9  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_G08_052_2018_2 -               72     770      63     799      42     819    1424    +    2.1e-129  431.1  16.6  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_G08_052_2018_2 -              164     956      63     837      43     838    1588    +    2.5e-129  430.8  16.9  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_G08_052_2018_2 -               58     759      62     800      41     820    1379    +    2.5e-129  430.8  16.6  -
Desulfarculaceae_Desulfarculus                   -          LKAP-TSAKG2_G08_052_2018_2 -               55     846      28     798      12     819    1522    +    2.6e-129  430.7  16.5  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_G08_052_2018_2 -               92     845      65     837      44     838    1479    +    2.7e-129  430.6  17.0  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-TSAKG2_G08_052_2018_2 -               47     828      24     797      16     818    1517    +    2.7e-129  430.3  16.5  -
Micropepsaceae_Micropepsis                       -          LKAP-TSAKG2_G08_052_2018_2 -               72     809      64     836      43     838    1455    +    2.8e-129  430.5  16.1  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_G08_052_2018_2 -               83     834      59     796      39     817    1496    +      3e-129  430.5  16.7  -
Rhodospirillaceae_Elstera                        -          LKAP-TSAKG2_G08_052_2018_2 -               28     765      63     836      43     838    1356    +    3.3e-129  430.3  16.0  -
Flavobacteriaceae_Croceitalea                    -          LKAP-TSAKG2_G08_052_2018_2 -               33     809      26     802      13     810    1494    +    3.4e-129  429.9  16.3  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_G08_052_2018_2 -               57     792      65     835      44     838    1411    +    3.6e-129  430.5  16.5  -
Rhodobacteraceae_Aquimixticola                   -          LKAP-TSAKG2_G08_052_2018_2 -               56     752      65     798      44     819    1388    +    3.6e-129  430.2  16.6  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_G08_052_2018_2 -               53     757      63     805      42     826    1348    +    4.3e-129  430.0  16.2  -
Sphingomonadaceae_Rhizorhapis                    -          LKAP-TSAKG2_G08_052_2018_2 -               74     811      63     837      42     838    1453    +    4.7e-129  429.8  15.9  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-TSAKG2_G08_052_2018_2 -               29     796      23     792       5     805    1447    +    4.8e-129  429.5  17.3  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_G08_052_2018_2 -               89     873      62     834      26     838    1509    +    4.9e-129  430.0  16.4  -
Clostridiaceae_Proteiniclasticum                 -          LKAP-TSAKG2_G08_052_2018_2 -               95     849      64     836      36     838    1516    +    6.1e-129  429.5  16.9  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-TSAKG2_G08_052_2018_2 -               61     759      65     799      45     819    1465    +    6.4e-129  429.3  17.1  -
Selenomonadaceae_Megamonas                       -          LKAP-TSAKG2_G08_052_2018_2 -               32     829      62     837      40     838    1475    +    6.6e-129  429.1  16.3  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP-TSAKG2_G08_052_2018_2 -              100     835      64     834      44     837    1514    +    6.9e-129  429.6  16.5  -
Micromonosporaceae_Phytomonospora                -          LKAP-TSAKG2_G08_052_2018_2 -               54     845      27     836      20     837    1513    +    7.3e-129  429.2  16.9  -
Desulfobulbaceae_Desulfoprunum                   -          LKAP-TSAKG2_G08_052_2018_2 -               15     812      63     837      50     838    1357    +    7.7e-129  429.2  16.8  -
Rhodobacteraceae_Youngimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               59     762      65     806      44     826    1423    +    8.9e-129  429.0  16.4  -
Holophagaceae_Holophaga                          -          LKAP-TSAKG2_G08_052_2018_2 -               75     822      66     796      45     817    1501    +    9.2e-129  429.1  16.6  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP-TSAKG2_G08_052_2018_2 -               74     771      65     799      44     819    1477    +    9.3e-129  428.8  16.4  -
Rhodospirillaceae_Defluviicoccus                 -          LKAP-TSAKG2_G08_052_2018_2 -               77     778      65     801      44     823    1452    +      1e-128  428.9  16.4  -
Flavobacteriaceae_Spongiibacterium               -          LKAP-TSAKG2_G08_052_2018_2 -               48     829      22     802       6     812    1485    +    1.2e-128  428.3  16.2  -
Rhodobiaceae_Roseospirillum                      -          LKAP-TSAKG2_G08_052_2018_2 -               11     714      64     807      55     828    1310    +    1.2e-128  428.6  16.8  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_G08_052_2018_2 -               33     771      26     797      12     818    1417    +    1.7e-128  428.1  16.2  -
Syntrophaceae_Smithella                          -          LKAP-TSAKG2_G08_052_2018_2 -               82     875      64     837      43     838    1371    +    1.8e-128  428.0  16.5  -
Cytophagaceae_Larkinella                         -          LKAP-TSAKG2_G08_052_2018_2 -               66     807      64     806      44     821    1433    +    1.9e-128  427.7  16.8  -
Rhodobacteraceae_Antarctobacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               44     732      63     799      42     819    1400    +    2.5e-128  427.5  17.5  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_G08_052_2018_2 -               34     809      26     834      16     838    1480    +    2.6e-128  427.4  18.1  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_G08_052_2018_2 -              169     961      64     836      42     838    1559    +    2.8e-128  427.2  16.5  -
Rhodospirillaceae_Tistlia                        -          LKAP-TSAKG2_G08_052_2018_2 -               65     798      64     834      43     837    1299    +    3.3e-128  427.4  16.3  -
Clostridiaceae_Lutispora                         -          LKAP-TSAKG2_G08_052_2018_2 -               34     832      27     837      11     838    1438    +    3.6e-128  426.9  16.8  -
Acetobacteraceae_Craurococcus                    -          LKAP-TSAKG2_G08_052_2018_2 -               76     779      63     801      43     825    1443    +    5.3e-128  426.6  16.9  -
Labilitrichaceae_Labilithrix                     -          LKAP-TSAKG2_G08_052_2018_2 -               65     856      65     833      45     838    1483    +    6.5e-128  425.9  16.3  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-TSAKG2_G08_052_2018_2 -               94     878      65     837      45     838    1503    +    8.9e-128  425.3  16.6  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_G08_052_2018_2 -               86     839      64     836      43     838    1422    +    1.1e-127  425.4  15.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_G08_052_2018_2 -               54     876      27     833      10     837    1549    +    1.1e-127  425.3  17.0  -
Eubacteriaceae_Garciella                         -          LKAP-TSAKG2_G08_052_2018_2 -               28     788      26     799       9     820    1471    +    1.3e-127  425.2  17.7  -
Desulfobacteraceae_Desulfoconvexum               -          LKAP-TSAKG2_G08_052_2018_2 -               21     807      27     794      15     814    1367    +    1.3e-127  425.0  16.6  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_G08_052_2018_2 -               81     795      63     792      42     812    1486    +    1.4e-127  424.7  17.4  -
Clostridiaceae_Paeniclostridium                  -          LKAP-TSAKG2_G08_052_2018_2 -               59     771      61     799      41     820    1461    +    1.5e-127  424.7  16.3  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_G08_052_2018_2 -               67     782      64     798      44     813    1463    +    1.6e-127  424.8  17.2  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     811      26     802      12     820    1440    +    1.9e-127  424.4  16.2  -
Desulfobacteraceae_Desulfatirhabdium             -          LKAP-TSAKG2_G08_052_2018_2 -               54     849      27     799      10     822    1535    +    2.1e-127  424.3  16.8  -
Rhodobacteraceae_Profundibacterium               -          LKAP-TSAKG2_G08_052_2018_2 -               58     766      62     805      41     826    1436    +    2.2e-127  424.4  16.2  -
Desulfarculaceae_Desulfocarbo                    -          LKAP-TSAKG2_G08_052_2018_2 -               31     787      64     799      44     825    1417    +    2.5e-127  424.1  16.5  -
Rhodobacteraceae_Yangia                          -          LKAP-TSAKG2_G08_052_2018_2 -               40     741      62     799      41     819    1351    +    2.9e-127  424.0  16.3  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_G08_052_2018_2 -               90     800      65     792      45     812    1483    +    3.4e-127  423.4  17.0  -
Synergistaceae_Aminobacterium                    -          LKAP-TSAKG2_G08_052_2018_2 -              104     841      64     836      43     838    1521    +    3.9e-127  423.2  17.8  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_G08_052_2018_2 -               35     845      26     836       8     838    1497    +    4.1e-127  423.5  16.5  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-TSAKG2_G08_052_2018_2 -               46     750      61     796      41     817    1450    +    6.5e-127  422.8  16.6  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_G08_052_2018_2 -               33     810      26     800       8     815    1451    +    6.9e-127  422.4  16.2  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_G08_052_2018_2 -               53     888      26     836       9     838    1500    +    8.7e-127  422.3  16.7  -
Erythrobacteraceae_Qipengyuania                  -          LKAP-TSAKG2_G08_052_2018_2 -               71     811      63     837      42     838    1452    +      1e-126  422.0  15.8  -
Desulfarculaceae_Dethiosulfatarculus             -          LKAP-TSAKG2_G08_052_2018_2 -               79     874      64     836      42     838    1516    +    1.1e-126  422.0  16.2  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          LKAP-TSAKG2_G08_052_2018_2 -               29     833      56     834      35     838    1453    +    1.4e-126  421.6  16.2  -
Desulfobacteraceae_Desulforegula                 -          LKAP-TSAKG2_G08_052_2018_2 -               85     836      63     802      43     825    1524    +    1.5e-126  421.6  16.5  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_G08_052_2018_2 -               63     807      37     797      23     816    1482    +    1.9e-126  421.0  17.2  -
Bacillaceae_Vulcanibacillus                      -          LKAP-TSAKG2_G08_052_2018_2 -               43     869      26     836       8     838    1526    +      2e-126  420.9  16.8  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               64     857      26     837      16     838    1484    +    2.1e-126  421.0  16.9  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_G08_052_2018_2 -               53     872      26     833      10     838    1550    +    2.3e-126  421.0  15.9  -
Lachnospiraceae_Mobilisporobacter                -          LKAP-TSAKG2_G08_052_2018_2 -              105     853      64     837      44     838    1589    +    2.3e-126  420.8  17.3  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_G08_052_2018_2 -               56     834      26     792      20     807    1548    +    2.5e-126  420.5  16.0  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_G08_052_2018_2 -               11     763      65     836      55     838    1390    +    2.6e-126  420.8  17.1  -
Eggerthellaceae_Eggerthella                      -          LKAP-TSAKG2_G08_052_2018_2 -               87     804      64     801      43     823    1505    +    2.8e-126  420.3  16.7  -
Desulfovibrionaceae_Bilophila                    -          LKAP-TSAKG2_G08_052_2018_2 -               81     868      65     836      44     838    1500    +    2.8e-126  420.6  16.7  -
Gaiellaceae_Gaiella                              -          LKAP-TSAKG2_G08_052_2018_2 -               88     832      65     799      43     824    1544    +    3.3e-126  420.2  16.4  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_G08_052_2018_2 -                7     706      64     794      56     812    1317    +    3.6e-126  420.4  17.4  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_G08_052_2018_2 -               85     879      65     837      45     838    1548    +    4.1e-126  419.8  16.4  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_G08_052_2018_2 -               69     838      65     837      45     838    1461    +    4.4e-126  419.8  16.1  -
Syntrophobacteraceae_Desulfovirga                -          LKAP-TSAKG2_G08_052_2018_2 -               76     825      65     795      45     815    1524    +    4.8e-126  420.0  16.6  -
Flavobacteriaceae_Cloacibacterium                -          LKAP-TSAKG2_G08_052_2018_2 -               33     803      26     803       7     815    1439    +    5.3e-126  419.3  16.4  -
Cystobacteraceae_Hyalangium                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     815      26     797      11     820    1491    +    5.4e-126  419.6  16.3  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               90     800      65     792      40     813    1484    +    5.4e-126  419.3  16.4  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_G08_052_2018_2 -               74     825      26     802      20     823    1536    +    7.6e-126  418.8  16.7  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_G08_052_2018_2 -               52     747      64     806      35     826    1380    +    1.1e-125  419.0  17.3  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-TSAKG2_G08_052_2018_2 -               96     856      60     837      37     838    1453    +    1.1e-125  418.7  17.1  -
Lachnospiraceae_Acetitomaculum                   -          LKAP-TSAKG2_G08_052_2018_2 -              101     865      53     837      31     838    1478    +    1.4e-125  418.5  17.3  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_G08_052_2018_2 -               50     834      26     836       9     838    1503    +    1.4e-125  418.4  17.0  -
Rhodobacteraceae_Litorimicrobium                 -          LKAP-TSAKG2_G08_052_2018_2 -               55     750      64     796      43     816    1386    +    1.7e-125  418.0  16.5  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-TSAKG2_G08_052_2018_2 -               63     817      63     797      41     820    1493    +      2e-125  417.6  16.4  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               73     787      64     798      44     810    1437    +    2.1e-125  417.5  17.6  -
Mycoplasmataceae_Ureaplasma                      -          LKAP-TSAKG2_G08_052_2018_2 -               76     815      65     791      45     813    1476    +    3.1e-125  417.1  16.7  -
Cytophagaceae_Arcicella                          -          LKAP-TSAKG2_G08_052_2018_2 -               36     769      65     799      44     811    1410    +    3.8e-125  416.8  16.6  -
Myxococcaceae_Aggregicoccus                      -          LKAP-TSAKG2_G08_052_2018_2 -               83     838      63     798      41     822    1531    +      4e-125  416.7  16.4  -
Sphingobacteriaceae_Arcticibacter                -          LKAP-TSAKG2_G08_052_2018_2 -               33     794      26     793      15     800    1441    +    4.3e-125  416.6  16.6  -
Bacillaceae_Melghiribacillus                     -          LKAP-TSAKG2_G08_052_2018_2 -               90     878      62     836      41     838    1552    +    4.9e-125  416.6  16.5  -
Lachnospiraceae_Stomatobaculum                   -          LKAP-TSAKG2_G08_052_2018_2 -                4     759      62     837      59     838    1377    +    4.9e-125  416.7  17.3  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               20     783      26     796       8     816    1420    +    5.4e-125  416.6  17.3  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               61     825      62     804      42     828    1479    +    5.7e-125  416.4  16.3  -
Clostridiaceae_Saccharofermentans                -          LKAP-TSAKG2_G08_052_2018_2 -               90     849      64     837      28     838    1510    +    6.2e-125  416.1  17.3  -
Polyangiaceae_Byssovorax                         -          LKAP-TSAKG2_G08_052_2018_2 -               76     867      64     833      44     838    1529    +    6.2e-125  416.3  16.3  -
Lachnospiraceae_Parasporobacterium               -          LKAP-TSAKG2_G08_052_2018_2 -               86     798      64     796      44     820    1487    +    6.4e-125  416.2  17.3  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-TSAKG2_G08_052_2018_2 -              198     957      61     836      39     838    1549    +    7.1e-125  415.8  16.8  -
Lachnospiraceae_Sporobacterium                   -          LKAP-TSAKG2_G08_052_2018_2 -               88     815      54     799      32     820    1511    +    7.2e-125  415.9  17.1  -
Syntrophaceae_Desulfobacca                       -          LKAP-TSAKG2_G08_052_2018_2 -               68     837      47     798      26     823    1562    +    8.3e-125  415.7  16.7  -
Thermodesulfobiaceae_Coprothermobacter           -          LKAP-TSAKG2_G08_052_2018_2 -               49     810      26     799      19     825    1529    +    8.5e-125  415.4  16.5  -
Erysipelotrichaceae_Turicibacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               72     840      59     836      38     838    1508    +    8.8e-125  415.8  16.5  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-TSAKG2_G08_052_2018_2 -               32     824      25     837       7     838    1475    +    9.2e-125  415.8  16.8  -
Desulfobulbaceae_Desulfofustis                   -          LKAP-TSAKG2_G08_052_2018_2 -               53     881      26     836       9     838    1547    +    9.7e-125  415.6  16.3  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-TSAKG2_G08_052_2018_2 -               83     825      27     791      21     808    1545    +    9.9e-125  415.2  17.6  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-TSAKG2_G08_052_2018_2 -               34     748      66     784      46     804    1275    +    1.2e-124  415.6  17.6  -
Lachnospiraceae_Agathobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               57     811      64     836      43     838    1434    +    1.2e-124  415.2  16.9  -
Lachnospiraceae_Moryella                         -          LKAP-TSAKG2_G08_052_2018_2 -               50     805      62     837      42     838    1374    +    1.2e-124  415.3  17.3  -
Ruminococcaceae_Ruthenibacterium                 -          LKAP-TSAKG2_G08_052_2018_2 -              105     859      64     836      42     838    1519    +    1.6e-124  414.7  16.2  -
Bacteriovoracaceae_Bacteriovorax                 -          LKAP-TSAKG2_G08_052_2018_2 -               49     835      64     831      42     838    1371    +    1.9e-124  414.6  16.4  -
Planococcaceae_Filibacter                        -          LKAP-TSAKG2_G08_052_2018_2 -               42     864      25     836       7     838    1517    +    2.1e-124  414.3  16.3  -
Spirochaetaceae_Salinispira                      -          LKAP-TSAKG2_G08_052_2018_2 -               83     895      26     836       8     838    1501    +    2.1e-124  414.3  17.1  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP-TSAKG2_G08_052_2018_2 -               30     805      25     801       9     821    1419    +    2.3e-124  414.0  16.5  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_G08_052_2018_2 -               87     876      65     833      44     838    1520    +    2.6e-124  414.2  16.2  -
Ruminococcaceae_Herbivorax                       -          LKAP-TSAKG2_G08_052_2018_2 -               20     799      43     836      26     838    1421    +    2.7e-124  413.9  17.2  -
Lachnospiraceae_Syntrophococcus                  -          LKAP-TSAKG2_G08_052_2018_2 -               54     850      27     836      10     838    1535    +    2.8e-124  413.9  16.8  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_G08_052_2018_2 -               76     791      64     798      44     812    1452    +    2.9e-124  414.0  16.7  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_G08_052_2018_2 -               33     858      26     836       7     838    1362    +    2.9e-124  414.2  16.7  -
Ruminococcaceae_Papillibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               87     841      65     836      44     838    1491    +    3.1e-124  413.9  16.6  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-TSAKG2_G08_052_2018_2 -               89     831      64     799      42     822    1495    +    3.9e-124  413.7  16.6  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-TSAKG2_G08_052_2018_2 -               29     768      49     804      29     824    1395    +    4.1e-124  413.4  16.7  -
Lachnospiraceae_Abyssivirga                      -          LKAP-TSAKG2_G08_052_2018_2 -               54     818      27     799      11     820    1520    +    4.3e-124  413.3  16.8  -
Rhodobacteraceae_Hwanghaeicola                   -          LKAP-TSAKG2_G08_052_2018_2 -               39     746      65     805      44     826    1350    +    4.6e-124  413.5  16.5  -
Bacillaceae_Sinibacillus                         -          LKAP-TSAKG2_G08_052_2018_2 -               83     871      62     836      42     838    1489    +    6.3e-124  413.0  16.4  -
Clostridiaceae_Lactonifactor                     -          LKAP-TSAKG2_G08_052_2018_2 -               98     858      58     837      37     838    1438    +    8.2e-124  412.4  16.9  -
Carnobacteriaceae_Atopostipes                    -          LKAP-TSAKG2_G08_052_2018_2 -               54     875      26     835      10     838    1546    +    8.3e-124  412.4  16.4  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-TSAKG2_G08_052_2018_2 -               36     836      29     836      13     838    1451    +    8.8e-124  412.2  16.8  -
Thermaceae_Oceanithermus                         -          LKAP-TSAKG2_G08_052_2018_2 -               93     817      65     798      47     809    1503    +    8.9e-124  412.2  17.3  -
Anaerolineaceae_Anaerolinea                      -          LKAP-TSAKG2_G08_052_2018_2 -               81     799      65     799      44     819    1457    +    8.9e-124  412.5  17.6  -
