# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Clostridiaceae_Thermobrachium                    -          LKAP-TSAKG2_H09_065_2018_2 -                2     777      63     871      62     872    1404    +    5.1e-158  525.8  18.3  -
Aeromonadaceae_Oceanimonas                       -          LKAP-TSAKG2_H09_065_2018_2 -               20     869      18     872       7     872    1483    +    5.6e-158  525.3  20.1  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_H09_065_2018_2 -               20     859      17     872       7     872    1456    +    6.3e-158  525.1  18.9  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     862      16     871       7     872    1483    +    6.3e-158  525.3  18.7  -
Phormidiaceae_Cephalothrix                       -          LKAP-TSAKG2_H09_065_2018_2 -               37     834      13     869       7     872    1481    +    7.8e-158  525.1  19.6  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_H09_065_2018_2 -               33     881      18     872       6     872    1514    +    8.3e-158  525.0  19.4  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_H09_065_2018_2 -               18     859      16     872       6     872    1451    +    8.6e-158  525.0  19.7  -
Clostridiaceae_Cellulosibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -              213    1001      57     872      36     872    1570    +    9.2e-158  524.7  18.5  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     850      18     872       6     872    1443    +    9.8e-158  524.7  18.4  -
Nitrosomonadaceae_Nitrosospira                   -          LKAP-TSAKG2_H09_065_2018_2 -               43     882      18     871       8     872    1529    +    9.8e-158  524.8  19.0  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-TSAKG2_H09_065_2018_2 -               42     831      17     871       5     872    1427    +      1e-157  524.8  18.1  -
Clostridiaceae_Intestinibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     829      15     869       6     872    1429    +      1e-157  524.6  16.9  -
Rhodobacteraceae_Cribrihabitans                  -          LKAP-TSAKG2_H09_065_2018_2 -               41     831      18     872       8     872    1427    +    1.1e-157  524.6  18.3  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_H09_065_2018_2 -               24     839      19     871       7     872    1431    +    1.2e-157  524.6  18.0  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-TSAKG2_H09_065_2018_2 -              178     954      63     871      41     872    1577    +    1.2e-157  524.5  17.8  -
Hymenobacteraceae_Pontibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -                3     838      17     871      15     872    1426    +    1.2e-157  524.5  19.1  -
Methylophilaceae_Methylophilus                   -          LKAP-TSAKG2_H09_065_2018_2 -                2     841      20     871      19     872    1420    +    1.3e-157  524.3  19.2  -
Cellulomonadaceae_Tropheryma                     -          LKAP-TSAKG2_H09_065_2018_2 -               42     869      18     872       6     872    1484    +    1.4e-157  524.3  18.9  -
Neisseriaceae_Conchiformibius                    -          LKAP-TSAKG2_H09_065_2018_2 -               33     879      18     871       8     872    1479    +    1.6e-157  524.2  19.3  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_H09_065_2018_2 -               40     882      17     872       5     872    1517    +    1.7e-157  524.0  19.0  -
Clostridiaceae_Asaccharospora                    -          LKAP-TSAKG2_H09_065_2018_2 -               46     850      15     869       5     872    1495    +    2.7e-157  523.2  18.2  -
Selenomonadaceae_Schwartzia                      -          LKAP-TSAKG2_H09_065_2018_2 -               25     882      18     871       6     872    1489    +    2.8e-157  523.2  18.9  -
Erysipelotrichaceae_Longicatena                  -          LKAP-TSAKG2_H09_065_2018_2 -               20     833      47     869      29     872    1433    +    2.9e-157  523.2  18.9  -
Alcaligenaceae_Alcaligenes                       -          LKAP-TSAKG2_H09_065_2018_2 -               17     863      17     871       6     872    1469    +    2.9e-157  523.1  19.5  -
Syntrophomonadaceae_Pelospora                    -          LKAP-TSAKG2_H09_065_2018_2 -               39     910      15     871       5     872    1500    +      3e-157  523.2  18.6  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_H09_065_2018_2 -               37     879      19     872       8     872    1522    +    3.1e-157  522.9  19.4  -
Acidobacteriaceae_Acidipila                      -          LKAP-TSAKG2_H09_065_2018_2 -               38     847      14     871       8     872    1461    +    3.2e-157  523.1  18.1  -
Erysipelotrichaceae_Catenisphaera                -          LKAP-TSAKG2_H09_065_2018_2 -               19     866      15     869       5     872    1419    +    3.4e-157  523.1  18.9  -
Oxalobacteraceae_Collimonas                      -          LKAP-TSAKG2_H09_065_2018_2 -               20     862      16     871       8     872    1453    +    3.4e-157  523.1  19.1  -
Ruminococcaceae_Anaerobacterium                  -          LKAP-TSAKG2_H09_065_2018_2 -               19     859      15     872       6     872    1451    +    4.1e-157  522.5  18.4  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               43     878      18     872       6     872    1529    +    4.3e-157  522.7  18.4  -
Clostridiaceae_Keratinibaculum                   -          LKAP-TSAKG2_H09_065_2018_2 -               39     872      15     869       5     872    1491    +    4.5e-157  522.6  18.5  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-TSAKG2_H09_065_2018_2 -                2     838      24     872      23     872    1432    +    5.3e-157  522.2  20.1  -
Methylocystaceae_Terasakiella                    -          LKAP-TSAKG2_H09_065_2018_2 -               40     841      16     871       8     872    1463    +    5.5e-157  522.2  17.9  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               13     836      19     871      10     872    1411    +    6.1e-157  522.2  18.1  -
Nautiliaceae_Nautilia                            -          LKAP-TSAKG2_H09_065_2018_2 -                1     808      24     872      24     872    1369    +    7.3e-157  522.2  19.8  -
Moritellaceae_Moritella                          -          LKAP-TSAKG2_H09_065_2018_2 -               44     892      19     872      10     872    1506    +    9.4e-157  521.3  19.3  -
Eggerthellaceae_Eggerthella                      -          LKAP-TSAKG2_H09_065_2018_2 -               38     863      14     872       8     872    1505    +    9.8e-157  521.3  17.8  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               27     815      18     871       9     872    1389    +    1.1e-156  521.3  18.1  -
Kofleriaceae_Kofleria                            -          LKAP-TSAKG2_H09_065_2018_2 -               39     900      18     872       7     872    1498    +    1.5e-156  521.0  18.6  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-TSAKG2_H09_065_2018_2 -               22     858      17     869       8     872    1446    +    1.7e-156  520.8  18.4  -
Alcaligenaceae_Derxia                            -          LKAP-TSAKG2_H09_065_2018_2 -               38     879      16     871       5     872    1481    +    1.7e-156  520.8  19.2  -
Morganellaceae_Morganella                        -          LKAP-TSAKG2_H09_065_2018_2 -                1     817      47     872      47     872    1356    +      2e-156  520.6  18.0  -
Oxalobacteraceae_Pseudoduganella                 -          LKAP-TSAKG2_H09_065_2018_2 -                1     834      24     871      24     872    1439    +    2.1e-156  520.4  19.9  -
Rhodobacteraceae_Amylibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               20     811      16     871       8     872    1423    +    2.5e-156  520.3  18.0  -
Fibrobacteraceae_Fibrobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               20     840      16     869       9     872    1412    +    2.5e-156  520.4  18.8  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     838      19     872      11     872    1441    +    2.7e-156  519.9  18.3  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_H09_065_2018_2 -               43     840      19     871       6     872    1450    +    2.7e-156  519.8  17.6  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_H09_065_2018_2 -               21     866      16     872       6     872    1459    +      3e-156  519.9  19.0  -
Acidaminococcaceae_Succinispira                  -          LKAP-TSAKG2_H09_065_2018_2 -               26     882      15     869       5     872    1495    +    3.3e-156  519.6  18.5  -
Clostridiales_Caproiciproducens                  -          LKAP-TSAKG2_H09_065_2018_2 -               19     854      15     872       6     872    1445    +    3.4e-156  519.6  18.4  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_H09_065_2018_2 -               41     881      16     872       7     872    1512    +    4.6e-156  518.9  19.1  -
Clostridiaceae_Oxobacter                         -          LKAP-TSAKG2_H09_065_2018_2 -               46     863      15     871       5     872    1496    +      5e-156  519.0  18.2  -
Verrucomicrobiaceae_Luteolibacter                -          LKAP-TSAKG2_H09_065_2018_2 -               11     856      18     872      11     872    1459    +    6.5e-156  518.9  19.3  -
Peptostreptococcaceae_Maledivibacter             -          LKAP-TSAKG2_H09_065_2018_2 -               50     883      18     871       6     872    1480    +    7.1e-156  518.5  18.2  -
Akkermansiaceae_Akkermansia                      -          LKAP-TSAKG2_H09_065_2018_2 -               24     842      19     871      11     872    1441    +    8.4e-156  518.6  18.8  -
Hydrogenothermaceae_Persephonella                -          LKAP-TSAKG2_H09_065_2018_2 -               19     852      15     872       8     872    1465    +    8.4e-156  518.5  18.1  -
Chlorobiaceae_Chlorobium                         -          LKAP-TSAKG2_H09_065_2018_2 -               43     868      18     869       6     872    1465    +    8.7e-156  518.2  17.6  -
Mycoplasmataceae_Ureaplasma                      -          LKAP-TSAKG2_H09_065_2018_2 -               37     876      14     868       8     871    1476    +    1.3e-155  517.8  17.8  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               27     823      16     871       8     872    1443    +    1.3e-155  517.7  17.4  -
Peptococcaceae_Desulfitibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -              160     984      60     872      36     872    1559    +    1.5e-155  517.5  18.3  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_H09_065_2018_2 -               43     881      18     872       8     872    1526    +    1.6e-155  517.2  19.3  -
Clostridiales_Proteocatella                      -          LKAP-TSAKG2_H09_065_2018_2 -               23     851      18     869       6     872    1450    +    1.8e-155  517.4  18.3  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-TSAKG2_H09_065_2018_2 -               22     856      17     869       7     872    1430    +      2e-155  517.2  18.8  -
Methylophilaceae_Methylotenera                   -          LKAP-TSAKG2_H09_065_2018_2 -               43     884      18     871       9     872    1526    +    2.3e-155  516.8  18.8  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_H09_065_2018_2 -               65     885      19     872       8     872    1536    +    2.3e-155  516.7  18.0  -
Lachnospiraceae_Kineothrix                       -          LKAP-TSAKG2_H09_065_2018_2 -               28     865      15     869       5     872    1412    +    3.1e-155  516.5  18.1  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_H09_065_2018_2 -               43     880      18     872       6     872    1475    +      4e-155  516.2  19.2  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_H09_065_2018_2 -               44     831      19     871       8     872    1474    +    4.3e-155  516.2  17.8  -
Prochlorococcaceae_Prochlorococcus               -          LKAP-TSAKG2_H09_065_2018_2 -               31     817      19     869       8     872    1465    +      5e-155  515.8  18.3  -
Clostridiales_Anaerovorax                        -          LKAP-TSAKG2_H09_065_2018_2 -               39     876      15     869       5     872    1500    +    5.6e-155  515.6  18.0  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_H09_065_2018_2 -               40     882      16     872       8     872    1496    +    5.8e-155  515.6  19.7  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_H09_065_2018_2 -              287     969     183     869     163     872    1528    +    6.4e-155  515.3  16.5  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-TSAKG2_H09_065_2018_2 -                2     825      23     872      22     872    1395    +    9.7e-155  515.0  19.2  -
Synergistaceae_Cloacibacillus                    -          LKAP-TSAKG2_H09_065_2018_2 -               18     832      14     871       8     872    1447    +      1e-154  515.0  18.8  -
Enterobacteriaceae_Cedecea                       -          LKAP-TSAKG2_H09_065_2018_2 -                1     792      70     872      70     872    1403    +      1e-154  514.8  19.6  -
Acidobacteriaceae_Edaphobacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               26     835      14     871       6     872    1449    +    1.6e-154  514.0  18.3  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-TSAKG2_H09_065_2018_2 -               40     897      15     872       5     872    1509    +    1.7e-154  514.0  18.8  -
Clostridiales_Proteinivorax                      -          LKAP-TSAKG2_H09_065_2018_2 -               37     867      16     871       6     872    1488    +    2.5e-154  513.3  18.0  -
Eggerthellaceae_Gordonibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               24     846      14     872       8     872    1437    +    2.7e-154  513.4  18.4  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-TSAKG2_H09_065_2018_2 -                3     817      49     872      47     872    1368    +    2.8e-154  513.3  18.9  -
Eubacteriaceae_Holdemanella                      -          LKAP-TSAKG2_H09_065_2018_2 -               46     895      15     869       5     872    1487    +    3.6e-154  512.9  18.9  -
Blastocatellaceae_Stenotrophobacter              -          LKAP-TSAKG2_H09_065_2018_2 -               40     865      16     869       8     872    1483    +    3.9e-154  512.8  18.0  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_H09_065_2018_2 -               42     880      18     872       6     872    1510    +    4.5e-154  512.3  19.7  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               26     870      13     872       4     872    1438    +    6.2e-154  511.8  18.9  -
Alteromonadaceae_Aliagarivorans                  -          LKAP-TSAKG2_H09_065_2018_2 -               17     876      19     872       9     872    1462    +    6.9e-154  512.1  18.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_H09_065_2018_2 -               39     902      15     872       5     872    1549    +    7.1e-154  512.0  18.3  -
Persicobacteraceae_Persicobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               20     856      16     869      10     872    1447    +    7.8e-154  512.1  19.1  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-TSAKG2_H09_065_2018_2 -               14     860      14     872       5     872    1515    +    9.7e-154  511.5  19.5  -
Ruminococcaceae_Ethanoligenens                   -          LKAP-TSAKG2_H09_065_2018_2 -               41     856      16     872       6     872    1499    +    9.7e-154  511.5  17.7  -
Pasteurellaceae_Gallibacterium                   -          LKAP-TSAKG2_H09_065_2018_2 -               24     871      19     872       7     872    1464    +    1.1e-153  511.5  19.6  -
Phyllobacteriaceae_Pseudahrensia                 -          LKAP-TSAKG2_H09_065_2018_2 -               20     811      16     871       8     872    1441    +    1.1e-153  511.5  17.2  -
Lachnospiraceae_Abyssivirga                      -          LKAP-TSAKG2_H09_065_2018_2 -               43     872      18     869       6     872    1520    +    1.2e-153  511.2  18.4  -
Comamonadaceae_Caldimonas                        -          LKAP-TSAKG2_H09_065_2018_2 -               23     863      18     872       6     872    1468    +    1.3e-153  511.1  19.0  -
Peptococcaceae_Desulfurispora                    -          LKAP-TSAKG2_H09_065_2018_2 -              161     939      63     871      43     872    1567    +    1.4e-153  510.8  18.6  -
Clostridiales_Soehngenia                         -          LKAP-TSAKG2_H09_065_2018_2 -               21     858      15     869       6     872    1494    +    1.7e-153  510.8  18.5  -
Selenomonadaceae_Centipeda                       -          LKAP-TSAKG2_H09_065_2018_2 -               18     882      18     871       7     872    1494    +    1.7e-153  510.6  18.8  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_H09_065_2018_2 -               35     876      19     871      10     872    1473    +    1.7e-153  510.9  19.2  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_H09_065_2018_2 -               21     861      16     872       7     872    1470    +    2.1e-153  510.0  19.1  -
Sporomusaceae_Anaerosinus                        -          LKAP-TSAKG2_H09_065_2018_2 -               19     880      15     872       6     872    1511    +    2.2e-153  510.1  18.4  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_H09_065_2018_2 -               43     881      18     872       9     872    1492    +    2.2e-153  510.1  19.6  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_H09_065_2018_2 -               41     885      17     872       5     872    1488    +    2.3e-153  510.2  19.0  -
Neisseriaceae_Alysiella                          -          LKAP-TSAKG2_H09_065_2018_2 -               47     891      18     871       8     872    1524    +    2.4e-153  510.2  19.5  -
Eubacteriaceae_Aminicella                        -          LKAP-TSAKG2_H09_065_2018_2 -               28     865      15     869       5     872    1465    +    2.4e-153  510.1  18.2  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-TSAKG2_H09_065_2018_2 -               28     866      15     869       5     872    1465    +    3.7e-153  509.7  18.5  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_H09_065_2018_2 -               31     872      16     872       7     872    1484    +    4.1e-153  509.2  18.9  -
Acidothermaceae_Acidothermus                     -          LKAP-TSAKG2_H09_065_2018_2 -               40     862      18     872       6     872    1509    +    4.4e-153  509.5  18.3  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_H09_065_2018_2 -               23     855      18     869       9     872    1446    +    4.9e-153  509.3  17.9  -
Yersiniaceae_Rahnella                            -          LKAP-TSAKG2_H09_065_2018_2 -                1     791      71     872      71     872    1345    +    4.9e-153  509.2  19.2  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_H09_065_2018_2 -               12     851      17     872       9     872    1430    +      5e-153  509.0  19.1  -
Ruminococcaceae_Herbivorax                       -          LKAP-TSAKG2_H09_065_2018_2 -                2     822      29     872      28     872    1421    +    5.2e-153  508.9  19.1  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_H09_065_2018_2 -              151     977      47     871      26     872    1588    +    6.9e-153  508.9  19.6  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-TSAKG2_H09_065_2018_2 -               41     875      19     869       6     872    1453    +    7.7e-153  508.6  18.3  -
Halanaerobiales_Anoxybacter                      -          LKAP-TSAKG2_H09_065_2018_2 -               23     899      15     871       5     872    1500    +    8.6e-153  508.3  18.7  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-TSAKG2_H09_065_2018_2 -              152     927      64     872      44     872    1725    +    1.1e-152  507.9  18.0  -
Helicobacteraceae_Sulfurovum                     -          LKAP-TSAKG2_H09_065_2018_2 -                5     816      29     871      25     872    1378    +    1.1e-152  508.1  18.4  -
Pseudomonadaceae_Rhizobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -                1     837      22     872      22     872    1443    +    1.2e-152  508.0  20.3  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_H09_065_2018_2 -               23     868      17     871       5     872    1511    +    1.6e-152  507.5  19.0  -
Pasteurellaceae_Rodentibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               50     889      19     872       8     872    1478    +    1.8e-152  507.3  19.7  -
Hymenobacteraceae_Rufibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               42     867      17     871       8     872    1469    +    1.8e-152  507.4  18.3  -
Veillonellaceae_Allisonella                      -          LKAP-TSAKG2_H09_065_2018_2 -               44     913      18     869       6     872    1537    +    2.2e-152  506.9  18.9  -
Streptomycetaceae_Allostreptomyces               -          LKAP-TSAKG2_H09_065_2018_2 -               44     867      18     872       6     872    1510    +    2.4e-152  507.1  18.4  -
Brachyspiraceae_Brachyspira                      -          LKAP-TSAKG2_H09_065_2018_2 -               13     830      16     870       9     872    1441    +    2.4e-152  506.9  18.9  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               41     873      17     869       6     871    1502    +    2.6e-152  506.8  19.6  -
Alcaligenaceae_Oligella                          -          LKAP-TSAKG2_H09_065_2018_2 -               38     883      18     871       8     872    1504    +    2.8e-152  506.5  19.4  -
Cytophagaceae_Cytophaga                          -          LKAP-TSAKG2_H09_065_2018_2 -                7     794      67     871      63     872    1382    +      3e-152  506.6  19.7  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-TSAKG2_H09_065_2018_2 -               19     855      15     869       6     872    1479    +    3.2e-152  506.4  18.1  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_H09_065_2018_2 -                9     867      15     871       8     872    1424    +    4.5e-152  506.2  18.4  -
Pasteurellaceae_Ursidibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               69     917      19     872       8     872    1409    +    5.5e-152  505.8  19.3  -
Halanaerobiaceae_Halothermothrix                 -          LKAP-TSAKG2_H09_065_2018_2 -               35     902      19     871       6     872    1534    +    6.1e-152  505.4  19.0  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               49     893      19     872       8     872    1480    +    6.9e-152  505.3  19.7  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_H09_065_2018_2 -               25     859      18     871       6     872    1416    +    7.2e-152  505.3  18.5  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               28     869      16     872       8     872    1470    +    7.6e-152  505.3  19.9  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_H09_065_2018_2 -               41     882      18     872       8     872    1501    +    7.9e-152  504.8  19.1  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_H09_065_2018_2 -                1     828      24     872      24     872    1390    +    9.6e-152  505.0  20.7  -
Anaplasmataceae_Neorickettsia                    -          LKAP-TSAKG2_H09_065_2018_2 -               51     848      18     871       6     872    1498    +      1e-151  504.8  18.9  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_H09_065_2018_2 -               43     860      19     872      10     872    1486    +    1.2e-151  504.6  18.9  -
Nostocales_Halotia                               -          LKAP-TSAKG2_H09_065_2018_2 -               24     813      19     869       9     871    1458    +    1.2e-151  504.6  18.0  -
Spirochaetaceae_Borrelia                         -          LKAP-TSAKG2_H09_065_2018_2 -               13     850      15     869       8     872    1376    +    1.5e-151  504.3  18.8  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_H09_065_2018_2 -               44     888      19     872       7     872    1504    +    1.9e-151  503.8  19.3  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_H09_065_2018_2 -               29     871      16     872       7     872    1481    +    2.1e-151  503.6  19.3  -
Micromonosporaceae_Xiangella                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     865      18     872       6     872    1512    +    2.3e-151  503.8  18.1  -
Syntrophomonadaceae_Thermohydrogenium            -          LKAP-TSAKG2_H09_065_2018_2 -               36     858      15     872       5     872    1508    +    2.3e-151  503.6  18.9  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-TSAKG2_H09_065_2018_2 -               27     864      15     869       5     872    1479    +      3e-151  503.3  18.1  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               31     862      18     869       6     872    1423    +    3.7e-151  502.9  18.4  -
Coriobacteriaceae_Collinsella                    -          LKAP-TSAKG2_H09_065_2018_2 -               40     858      16     872       9     872    1468    +    3.8e-151  503.3  18.1  -
Geobacteraceae_Geopsychrobacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               39     876      15     872       5     872    1493    +    3.9e-151  502.8  18.4  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-TSAKG2_H09_065_2018_2 -               12     850      16     872       8     872    1393    +    4.2e-151  502.7  18.3  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_H09_065_2018_2 -               27     864      15     869       5     872    1444    +      5e-151  502.5  18.1  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-TSAKG2_H09_065_2018_2 -               28     873      17     872       8     872    1463    +    5.2e-151  502.3  19.0  -
Clostridiales_Guggenheimella                     -          LKAP-TSAKG2_H09_065_2018_2 -               38     872      15     871       5     872    1501    +    5.3e-151  502.5  18.5  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               57     886      19     871       6     872    1480    +    8.8e-151  501.7  18.3  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_H09_065_2018_2 -               41     884      16     872       8     872    1483    +      1e-150  501.4  19.4  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_H09_065_2018_2 -               20     863      16     872       8     872    1459    +      1e-150  501.3  19.4  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_H09_065_2018_2 -               45     902      18     872       6     872    1520    +    1.2e-150  501.4  18.4  -
Microbacteriaceae_Allohumibacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               32     860      18     872       6     872    1450    +    1.5e-150  501.0  18.7  -
Lachnospiraceae_Acetitomaculum                   -          LKAP-TSAKG2_H09_065_2018_2 -               47     884      15     869       5     872    1478    +    1.8e-150  500.9  18.3  -
Comamonadaceae_Polaromonas                       -          LKAP-TSAKG2_H09_065_2018_2 -               20     863      16     872       6     872    1458    +    2.1e-150  500.4  19.5  -
Desulfuromonadaceae_Malonomonas                  -          LKAP-TSAKG2_H09_065_2018_2 -               39     879      15     872       5     872    1525    +    2.3e-150  500.4  18.4  -
Phaselicystidaceae_Phaselicystis                 -          LKAP-TSAKG2_H09_065_2018_2 -               42     897      18     872       6     872    1539    +    2.3e-150  500.5  19.1  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-TSAKG2_H09_065_2018_2 -               19     858      15     872       6     872    1462    +    2.4e-150  500.4  19.0  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_H09_065_2018_2 -                7     783      61     869      56     872    1390    +    2.6e-150  500.2  17.8  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_H09_065_2018_2 -               42     894      17     872       6     872    1457    +    3.1e-150  500.0  19.0  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_H09_065_2018_2 -               29     870      17     872       7     872    1460    +    3.6e-150  499.5  19.2  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     858      16     871       6     872    1449    +    3.8e-150  499.7  19.1  -
Pasteurellaceae_Bisgaardia                       -          LKAP-TSAKG2_H09_065_2018_2 -               32     883      19     872       8     872    1389    +    3.8e-150  499.7  19.7  -
Christensenellaceae_Christensenella              -          LKAP-TSAKG2_H09_065_2018_2 -               33     871      19     869       7     872    1497    +      4e-150  499.5  18.6  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_H09_065_2018_2 -               19     869      15     872       6     872    1464    +    4.4e-150  499.6  18.9  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-TSAKG2_H09_065_2018_2 -               13     859      14     872       6     872    1474    +    4.6e-150  499.2  18.2  -
Ruminococcaceae_Harryflintia                     -          LKAP-TSAKG2_H09_065_2018_2 -                9     804      47     871      38     872    1363    +    4.7e-150  499.2  17.1  -
Veillonellaceae_Anaeroglobus                     -          LKAP-TSAKG2_H09_065_2018_2 -                9     828      63     872      55     872    1408    +    4.8e-150  499.2  18.6  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-TSAKG2_H09_065_2018_2 -               34     824      66     872      46     872    1275    +    5.1e-150  499.7  18.2  -
Comamonadaceae_Roseateles                        -          LKAP-TSAKG2_H09_065_2018_2 -               38     833      65     872      43     872    1396    +    6.7e-150  498.9  19.2  -
Eubacteriaceae_Anaerofustis                      -          LKAP-TSAKG2_H09_065_2018_2 -               15     839      19     869       8     872    1462    +    6.9e-150  498.9  18.5  -
