# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H08_050_2018_2 -               15     819      16     823      12     823    1504    +    9.8e-304 1008.5  22.1  -
Thermogemmatisporaceae_Thermogemmatispora        -          LKAP-TSAKG2_H08_050_2018_2 -               15     792      16     821      10     823    1443    +    4.1e-138  459.8  23.7  -
Erysipelotrichaceae_Coprobacillus                -          LKAP-TSAKG2_H08_050_2018_2 -               35     824      16     822       8     823    1485    +    4.1e-138  459.7  22.3  -
Micromonosporaceae_Pseudosporangium              -          LKAP-TSAKG2_H08_050_2018_2 -               35     804      16     820       8     823    1513    +    4.1e-138  459.8  22.6  -
Ruminococcaceae_Intestinimonas                   -          LKAP-TSAKG2_H08_050_2018_2 -               15     805      16     822       9     823    1475    +    4.2e-138  459.8  22.0  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-TSAKG2_H08_050_2018_2 -               23     793      16     817       9     822    1464    +    4.6e-138  459.6  21.6  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-TSAKG2_H08_050_2018_2 -               35     801      16     817       8     822    1480    +    5.4e-138  459.4  21.1  -
Beutenbergiaceae_Beutenbergia                    -          LKAP-TSAKG2_H08_050_2018_2 -               24     799      16     817       8     823    1485    +    5.6e-138  459.3  22.1  -
Halomonadaceae_Modicisalibacter                  -          LKAP-TSAKG2_H08_050_2018_2 -               37     826      18     817       9     822    1531    +    5.7e-138  459.2  21.6  -
Clostridiales_Frisingicoccus                     -          LKAP-TSAKG2_H08_050_2018_2 -               35     821      16     820       9     823    1448    +      6e-138  459.2  21.6  -
Flammeovirgaceae_Reichenbachiella                -          LKAP-TSAKG2_H08_050_2018_2 -               23     794      17     804       8     819    1429    +      7e-138  459.3  21.1  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_H08_050_2018_2 -               23     791      16     817       9     823    1461    +    7.3e-138  459.0  22.3  -
Microbacteriaceae_Cnuibacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               35     807      16     816       8     822    1490    +    9.2e-138  458.6  21.5  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_H08_050_2018_2 -               39     839      18     818       9     823    1520    +    9.9e-138  458.6  21.9  -
Peptoniphilaceae_Ezakiella                       -          LKAP-TSAKG2_H08_050_2018_2 -               12     798      18     821      11     823    1367    +    1.2e-137  458.2  21.9  -
Chrysiogenaceae_Chrysiogenes                     -          LKAP-TSAKG2_H08_050_2018_2 -               35     805      16     819       8     823    1511    +    1.2e-137  458.2  22.5  -
Halomonadaceae_Halotalea                         -          LKAP-TSAKG2_H08_050_2018_2 -               17     803      18     815       9     821    1491    +    1.3e-137  458.2  21.5  -
Verrucomicrobiaceae_Prosthecobacter              -          LKAP-TSAKG2_H08_050_2018_2 -               19     806      19     816      13     823    1469    +    1.4e-137  458.0  21.6  -
Microbacteriaceae_Klugiella                      -          LKAP-TSAKG2_H08_050_2018_2 -               38     810      16     819       8     823    1501    +    1.4e-137  458.0  22.2  -
Microbacteriaceae_Conyzicola                     -          LKAP-TSAKG2_H08_050_2018_2 -               22     792      16     819       9     823    1457    +    1.5e-137  457.9  21.8  -
Halieaceae_Congregibacter                        -          LKAP-TSAKG2_H08_050_2018_2 -               26     809      18     819       9     823    1416    +    1.7e-137  457.7  22.2  -
Egibacteraceae_Egibacter                         -          LKAP-TSAKG2_H08_050_2018_2 -               36     807      17     819       9     823    1516    +    1.7e-137  457.8  22.1  -
Microbacteriaceae_Glaciibacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               15     797      16     819       9     823    1498    +    1.9e-137  457.5  21.5  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-TSAKG2_H08_050_2018_2 -               35     841      16     822       8     823    1525    +    1.9e-137  457.3  22.0  -
Microbacteriaceae_Rudaibacter                    -          LKAP-TSAKG2_H08_050_2018_2 -               23     795      16     819       9     823    1466    +      2e-137  457.5  22.0  -
Dermatophilaceae_Austwickia                      -          LKAP-TSAKG2_H08_050_2018_2 -               20     788      16     816       9     822    1495    +    2.1e-137  457.5  21.2  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_H08_050_2018_2 -               37     838      16     820       8     823    1418    +    2.1e-137  457.2  21.5  -
Nocardiaceae_Skermania                           -          LKAP-TSAKG2_H08_050_2018_2 -               15     780      16     816       9     822    1477    +    2.3e-137  457.4  22.3  -
Ectothiorhodospiraceae_Thiogranum                -          LKAP-TSAKG2_H08_050_2018_2 -               22     817      16     819       8     822    1508    +    2.4e-137  457.3  21.5  -
Promicromonosporaceae_Xylanimonas                -          LKAP-TSAKG2_H08_050_2018_2 -               36     808      16     820       8     823    1518    +    2.5e-137  457.1  22.3  -
Flavobacteriaceae_Galbibacter                    -          LKAP-TSAKG2_H08_050_2018_2 -               39     821      20     819      14     822    1484    +    2.7e-137  456.8  21.2  -
Holophagaceae_Geothrix                           -          LKAP-TSAKG2_H08_050_2018_2 -               13     800      16     817       9     823    1448    +    2.7e-137  457.2  21.8  -
Desulfovibrionaceae_Bilophila                    -          LKAP-TSAKG2_H08_050_2018_2 -               31     833      16     819       9     823    1500    +      3e-137  456.9  21.8  -
Gammaproteobacteria_Thiohalorhabdus              -          LKAP-TSAKG2_H08_050_2018_2 -               29     780      72     818      51     823    1332    +      3e-137  457.0  22.6  -
Cellvibrionaceae_Maricurvus                      -          LKAP-TSAKG2_H08_050_2018_2 -               36     825      18     818       9     822    1500    +    3.3e-137  456.5  21.7  -
Oceanospirillaceae_Bacterioplanes                -          LKAP-TSAKG2_H08_050_2018_2 -                3     786      27     821      25     823    1412    +    3.6e-137  456.6  22.8  -
Acidobacteria_Vicinamibacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               35     837      16     817       8     823    1515    +    3.8e-137  456.8  21.5  -
Deferribacteraceae_Calditerrivibrio              -          LKAP-TSAKG2_H08_050_2018_2 -               26     817      18     819       9     823    1487    +    3.8e-137  456.6  22.1  -
Chromatiaceae_Nitrosococcus                      -          LKAP-TSAKG2_H08_050_2018_2 -               35     832      16     820       8     823    1491    +      4e-137  456.6  22.4  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-TSAKG2_H08_050_2018_2 -               15     781      16     820       9     823    1467    +      4e-137  456.6  22.2  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-TSAKG2_H08_050_2018_2 -               12     781      16     817       9     822    1420    +    4.4e-137  456.3  21.5  -
Myxococcaceae_Aggregicoccus                      -          LKAP-TSAKG2_H08_050_2018_2 -               35     837      16     818       8     823    1531    +    4.6e-137  456.2  21.9  -
Desulfobacteraceae_Desulfosalsimonas             -          LKAP-TSAKG2_H08_050_2018_2 -               14     828      16     820       9     823    1469    +    4.9e-137  456.2  21.8  -
Prolixibacteraceae_Prolixibacter                 -          LKAP-TSAKG2_H08_050_2018_2 -               19     798      20     816      14     822    1444    +    5.2e-137  455.7  21.1  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_H08_050_2018_2 -               17     801      18     819       9     823    1452    +    5.4e-137  456.0  22.0  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP-TSAKG2_H08_050_2018_2 -               17     782      16     818       9     823    1480    +      6e-137  455.9  22.9  -
Cytophagaceae_Litoribacter                       -          LKAP-TSAKG2_H08_050_2018_2 -               15     794      25     818      16     821    1452    +    6.3e-137  455.9  20.9  -
Kangiellaceae_Pleionea                           -          LKAP-TSAKG2_H08_050_2018_2 -               31     819      18     815       9     821    1485    +    7.3e-137  455.4  21.0  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP-TSAKG2_H08_050_2018_2 -              103     853      73     821      51     823    1546    +    8.2e-137  455.4  23.0  -
Halomonadaceae_Zymobacter                        -          LKAP-TSAKG2_H08_050_2018_2 -               13     799      18     815      10     821    1509    +    8.4e-137  455.3  21.4  -
Syntrophorhabdaceae_Syntrophorhabdus             -          LKAP-TSAKG2_H08_050_2018_2 -               15     821      16     818       9     823    1482    +    9.7e-137  455.2  21.9  -
Cellvibrionaceae_Saccharophagus                  -          LKAP-TSAKG2_H08_050_2018_2 -                3     784      21     820      19     823    1431    +      1e-136  455.1  22.2  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-TSAKG2_H08_050_2018_2 -               15     803      16     817       9     821    1463    +    1.1e-136  454.8  21.6  -
Rhodospirillaceae_Aliidongia                     -          LKAP-TSAKG2_H08_050_2018_2 -               35     770      16     817       8     822    1447    +    1.2e-136  455.0  21.8  -
Cytophagaceae_Emticicia                          -          LKAP-TSAKG2_H08_050_2018_2 -               23     789      20     818      13     822    1433    +    1.2e-136  454.6  21.7  -
Microbacteriaceae_Lysinibacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               35     807      16     819       8     823    1482    +    1.4e-136  454.7  21.8  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-TSAKG2_H08_050_2018_2 -               23     828      16     817       9     823    1495    +    1.5e-136  454.7  22.0  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-TSAKG2_H08_050_2018_2 -               25     810      17     820       9     823    1472    +    1.5e-136  454.6  21.4  -
Erysipelotrichaceae_Eggerthia                    -          LKAP-TSAKG2_H08_050_2018_2 -               31     781      71     819      51     823    1506    +    1.5e-136  454.9  22.5  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-TSAKG2_H08_050_2018_2 -               35     815      16     817       8     823    1528    +    1.6e-136  454.6  22.1  -
Calditrichaeota_Calorithrix                      -          LKAP-TSAKG2_H08_050_2018_2 -               35     832      16     817       9     822    1453    +    1.7e-136  454.5  21.5  -
Pseudonocardiaceae_Labedaea                      -          LKAP-TSAKG2_H08_050_2018_2 -               22     787      16     818       9     823    1424    +    1.7e-136  454.5  22.2  -
Clostridiaceae_Extibacter                        -          LKAP-TSAKG2_H08_050_2018_2 -               24     809      16     819       9     823    1436    +    1.8e-136  454.3  21.9  -
Pseudonocardiaceae_Goodfellowiella               -          LKAP-TSAKG2_H08_050_2018_2 -               39     804      16     818       8     823    1497    +    1.9e-136  454.3  22.5  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-TSAKG2_H08_050_2018_2 -                2     724      29     819      28     823    1401    +    1.9e-136  454.4  23.0  -
Flavobacteriaceae_Myroides                       -          LKAP-TSAKG2_H08_050_2018_2 -               17     799      18     819       9     822    1439    +      2e-136  453.9  21.3  -
Lysobacteraceae_Chiayiivirga                     -          LKAP-TSAKG2_H08_050_2018_2 -               34     821      16     818       8     822    1522    +      2e-136  454.2  22.0  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-TSAKG2_H08_050_2018_2 -               35     815      16     818       9     823    1498    +      2e-136  454.2  21.5  -
Halieaceae_Pseudohaliea                          -          LKAP-TSAKG2_H08_050_2018_2 -               32     816      18     820       9     823    1485    +      2e-136  454.1  22.4  -
Sneathiellaceae_Oceanibacterium                  -          LKAP-TSAKG2_H08_050_2018_2 -               37     785      18     822       9     823    1397    +    2.1e-136  454.1  22.4  -
Polyangiaceae_Jahnella                           -          LKAP-TSAKG2_H08_050_2018_2 -               36     837      18     819       9     823    1550    +    2.2e-136  454.0  22.0  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-TSAKG2_H08_050_2018_2 -               22     819      16     821       9     823    1516    +    2.2e-136  453.9  21.9  -
Cellvibrionaceae_Teredinibacter                  -          LKAP-TSAKG2_H08_050_2018_2 -               17     796      18     817       9     821    1469    +    2.4e-136  453.7  21.5  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_H08_050_2018_2 -                8     708      74     817      68     822    1317    +    3.2e-136  453.7  23.6  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_H08_050_2018_2 -               36     835      17     818       9     823    1550    +    3.7e-136  453.4  22.0  -
Syntrophaceae_Smithella                          -          LKAP-TSAKG2_H08_050_2018_2 -               29     838      16     822       8     823    1371    +    3.8e-136  453.3  21.6  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP-TSAKG2_H08_050_2018_2 -               30     793      22     818      12     823    1425    +    3.9e-136  453.2  22.1  -
Flavobacteriaceae_Chryseobacterium               -          LKAP-TSAKG2_H08_050_2018_2 -               17     784      18     805      10     822    1439    +    4.2e-136  452.9  21.2  -
Clostridiales_Muricomes                          -          LKAP-TSAKG2_H08_050_2018_2 -               24     810      16     819       9     823    1431    +    4.7e-136  452.9  21.7  -
Halanaerobiaceae_Halocella                       -          LKAP-TSAKG2_H08_050_2018_2 -                7     822      17     820      12     823    1475    +    4.7e-136  452.9  21.7  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          LKAP-TSAKG2_H08_050_2018_2 -               34     848      16     821       8     823    1532    +    4.7e-136  453.1  22.0  -
Polyangiaceae_Byssovorax                         -          LKAP-TSAKG2_H08_050_2018_2 -               30     830      17     818       9     823    1529    +    4.9e-136  453.0  22.0  -
Cystobacteraceae_Hyalangium                      -          LKAP-TSAKG2_H08_050_2018_2 -               15     815      16     818       9     823    1491    +    5.1e-136  452.8  22.1  -
Coxiellaceae_Coxiella                            -          LKAP-TSAKG2_H08_050_2018_2 -               16     809      16     820       8     823    1465    +    5.1e-136  452.9  21.9  -
Cellulomonadaceae_Tropicihabitans                -          LKAP-TSAKG2_H08_050_2018_2 -               15     784      16     818       9     823    1475    +    5.2e-136  452.8  21.6  -
Micromonosporaceae_Jishengella                   -          LKAP-TSAKG2_H08_050_2018_2 -               35     802      16     821       8     823    1508    +    5.3e-136  452.8  22.7  -
Beijerinckiaceae_Methylorosula                   -          LKAP-TSAKG2_H08_050_2018_2 -               35     768      19     820      10     823    1413    +    5.9e-136  452.6  22.2  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-TSAKG2_H08_050_2018_2 -               15     783      16     818       9     823    1474    +      6e-136  452.6  21.5  -
Promicromonosporaceae_Xylanibacterium            -          LKAP-TSAKG2_H08_050_2018_2 -               36     802      16     820       9     823    1513    +    6.1e-136  452.7  22.2  -
Cellulomonadaceae_Sediminihabitans               -          LKAP-TSAKG2_H08_050_2018_2 -               15     784      16     817       9     823    1475    +    6.2e-136  452.5  21.8  -
Sphingobacteriaceae_Parapedobacter               -          LKAP-TSAKG2_H08_050_2018_2 -               28     810      19     818      12     822    1474    +    6.3e-136  452.3  21.9  -
Lysobacteraceae_Chujaibacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               19     812      16     818       8     822    1483    +    6.5e-136  452.3  21.6  -
Ruaniaceae_Ruania                                -          LKAP-TSAKG2_H08_050_2018_2 -               15     792      16     816       9     822    1454    +    8.1e-136  452.0  20.8  -
Chromatiaceae_Thiobaca                           -          LKAP-TSAKG2_H08_050_2018_2 -               12     784      16     812       9     822    1370    +    9.5e-136  452.2  21.6  -
Corynebacterineae_Lawsonella                     -          LKAP-TSAKG2_H08_050_2018_2 -               15     785      16     818       9     823    1445    +    9.6e-136  452.2  21.9  -
Microbacteriaceae_Alpinimonas                    -          LKAP-TSAKG2_H08_050_2018_2 -               35     807      16     819       8     823    1513    +    9.7e-136  451.8  21.8  -
Desulfovibrionaceae_Lawsonia                     -          LKAP-TSAKG2_H08_050_2018_2 -               42     846      16     821       8     823    1552    +    1.1e-135  451.8  22.1  -
Spirochaetaceae_Salinispira                      -          LKAP-TSAKG2_H08_050_2018_2 -               77     859      28     818      13     822    1501    +    1.1e-135  451.6  21.6  -
Acidimicrobiales_Aciditerrimonas                 -          LKAP-TSAKG2_H08_050_2018_2 -               17     791      16     817       9     823    1483    +    1.2e-135  451.8  21.4  -
Petrotogaceae_Geotoga                            -          LKAP-TSAKG2_H08_050_2018_2 -               48     815      19     817      14     823    1613    +    1.2e-135  451.5  22.1  -
Synergistaceae_Thermovirga                       -          LKAP-TSAKG2_H08_050_2018_2 -               24     754      51     817      31     823    1427    +    1.2e-135  451.6  22.9  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-TSAKG2_H08_050_2018_2 -               15     821      16     819       9     823    1437    +    1.3e-135  451.6  21.6  -
Lachnospiraceae_Acetatifactor                    -          LKAP-TSAKG2_H08_050_2018_2 -               34     759      65     822      35     823    1376    +    1.4e-135  451.5  22.9  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-TSAKG2_H08_050_2018_2 -               36     818      18     816       9     823    1494    +    1.4e-135  451.5  21.7  -
Microbacteriaceae_Aurantimicrobium               -          LKAP-TSAKG2_H08_050_2018_2 -               15     785      16     817       9     822    1473    +    1.4e-135  451.3  21.6  -
Methylococcaceae_Methylomarinovum                -          LKAP-TSAKG2_H08_050_2018_2 -               17     806      18     817       9     822    1466    +    1.4e-135  451.4  21.8  -
Chromatiaceae_Chromatium                         -          LKAP-TSAKG2_H08_050_2018_2 -               35     812      16     817       8     822    1391    +    1.5e-135  451.4  21.6  -
Oceanospirillaceae_Bermanella                    -          LKAP-TSAKG2_H08_050_2018_2 -               44     827      18     818       9     822    1533    +    1.5e-135  451.1  21.9  -
Sphingomonadaceae_Sandaracinobacter              -          LKAP-TSAKG2_H08_050_2018_2 -                3     738      19     819      17     823    1417    +    1.6e-135  451.1  21.8  -
Brevibacteriaceae_Spelaeicoccus                  -          LKAP-TSAKG2_H08_050_2018_2 -                2     778      20     816      19     822    1397    +    1.8e-135  451.1  21.4  -
Clostridiaceae_Acutalibacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               48     836      16     818       8     823    1510    +    1.8e-135  451.0  21.6  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-TSAKG2_H08_050_2018_2 -               15     785      16     817       9     822    1476    +    2.1e-135  450.8  21.5  -
Prevotellaceae_Prevotella                        -          LKAP-TSAKG2_H08_050_2018_2 -               39     830      20     818      16     822    1482    +    2.3e-135  450.3  21.2  -
Clostridiales_Howardella                         -          LKAP-TSAKG2_H08_050_2018_2 -               35     819      16     819       8     822    1531    +    2.4e-135  450.5  21.2  -
Kosmotogaceae_Mesotoga                           -          LKAP-TSAKG2_H08_050_2018_2 -               25     796      18     818      13     823    1478    +    2.5e-135  450.8  23.1  -
Woeseiaceae_Woeseia                              -          LKAP-TSAKG2_H08_050_2018_2 -               24     820      16     820       8     823    1476    +    2.7e-135  450.4  22.3  -
Microbacteriaceae_Parafrigoribacterium           -          LKAP-TSAKG2_H08_050_2018_2 -               75     840      19     817      11     822    1476    +    2.7e-135  450.5  21.4  -
Rhodobiaceae_Tepidamorphus                       -          LKAP-TSAKG2_H08_050_2018_2 -                8     738      19     815      13     822    1391    +    2.9e-135  450.4  22.2  -
Microbacteriaceae_Homoserinibacter               -          LKAP-TSAKG2_H08_050_2018_2 -               23     795      16     817       8     823    1468    +    2.9e-135  450.3  21.8  -
Microbacteriaceae_Marisediminicola               -          LKAP-TSAKG2_H08_050_2018_2 -               35     803      16     817       8     822    1480    +    3.3e-135  450.0  21.7  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP-TSAKG2_H08_050_2018_2 -               44     832      16     813       8     823    1555    +    3.3e-135  450.0  21.7  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-TSAKG2_H08_050_2018_2 -               15     760      72     814      58     823    1413    +    3.6e-135  450.1  22.3  -
Hyphomicrobiaceae_Dichotomicrobium               -          LKAP-TSAKG2_H08_050_2018_2 -               34     767      18     819       9     823    1469    +    4.6e-135  449.7  22.3  -
Micromonosporaceae_Polymorphospora               -          LKAP-TSAKG2_H08_050_2018_2 -               15     782      16     821       9     823    1471    +    5.1e-135  449.6  22.6  -
Hyphomicrobiaceae_Gemmiger                       -          LKAP-TSAKG2_H08_050_2018_2 -                2     759      29     820      28     823    1426    +    5.1e-135  449.5  22.3  -
Aquificales_Thermosulfidibacter                  -          LKAP-TSAKG2_H08_050_2018_2 -                7     823      18     820      13     823    1450    +    5.2e-135  449.6  22.4  -
Intrasporangiaceae_Monashia                      -          LKAP-TSAKG2_H08_050_2018_2 -               35     806      16     816       8     822    1488    +    5.5e-135  449.4  21.6  -
Chromatiaceae_Thiococcus                         -          LKAP-TSAKG2_H08_050_2018_2 -               15     797      16     814       9     821    1470    +    6.1e-135  449.3  21.6  -
Oceanospirillaceae_Bacterioplanoides             -          LKAP-TSAKG2_H08_050_2018_2 -               37     828      18     821       9     823    1500    +    6.7e-135  449.1  22.3  -
Lachnospiraceae_Sellimonas                       -          LKAP-TSAKG2_H08_050_2018_2 -               10     724      72     818      65     823    1345    +    6.9e-135  449.2  23.2  -
Syntrophobacteraceae_Thermodesulforhabdus        -          LKAP-TSAKG2_H08_050_2018_2 -               64     870      19     818      10     823    1559    +    6.9e-135  449.2  22.1  -
Anaeroplasmataceae_Asteroleplasma                -          LKAP-TSAKG2_H08_050_2018_2 -               42     829      16     821       7     823    1470    +    6.9e-135  449.2  22.7  -
Cyclobacteriaceae_Fontibacter                    -          LKAP-TSAKG2_H08_050_2018_2 -               39     814      17     810       7     818    1488    +    7.1e-135  449.0  21.4  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-TSAKG2_H08_050_2018_2 -                8     797      16     822      11     823    1445    +    7.3e-135  448.9  22.5  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_H08_050_2018_2 -               19     792      20     804      14     822    1440    +    8.5e-135  448.7  20.8  -
Dermatophilaceae_Piscicoccus                     -          LKAP-TSAKG2_H08_050_2018_2 -               15     782      16     818       9     823    1473    +    9.6e-135  448.5  21.9  -
Chlamydiaceae_Chlamydophila                      -          LKAP-TSAKG2_H08_050_2018_2 -               87     831      72     810      51     820    1550    +    1.1e-134  448.0  21.5  -
Cellvibrionaceae_Marinibactrum                   -          LKAP-TSAKG2_H08_050_2018_2 -               17     801      18     820      10     823    1451    +    1.2e-134  448.2  22.0  -
Beijerinckiaceae_Methyloferula                   -          LKAP-TSAKG2_H08_050_2018_2 -               37     773      18     820       9     823    1408    +    1.3e-134  448.3  22.2  -
Halomonadaceae_Halovibrio                        -          LKAP-TSAKG2_H08_050_2018_2 -               12     793      18     820      11     823    1439    +    1.3e-134  448.3  22.6  -
Intrasporangiaceae_Terracoccus                   -          LKAP-TSAKG2_H08_050_2018_2 -               15     784      16     816       9     822    1479    +    1.5e-134  447.9  21.5  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-TSAKG2_H08_050_2018_2 -               15     821      16     817       9     823    1482    +    1.5e-134  448.3  21.4  -
Cytophagaceae_Spirosoma                          -          LKAP-TSAKG2_H08_050_2018_2 -               23     789      19     816      12     822    1438    +    1.5e-134  447.8  22.2  -
Lachnospiraceae_Shuttleworthia                   -          LKAP-TSAKG2_H08_050_2018_2 -               16     799      17     817       9     822    1456    +    1.6e-134  447.9  21.5  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-TSAKG2_H08_050_2018_2 -               18     789      19     806      10     821    1447    +    1.6e-134  447.7  20.1  -
Flavobacteriaceae_Aequorivita                    -          LKAP-TSAKG2_H08_050_2018_2 -               15     794      19     817      12     822    1422    +    1.7e-134  447.7  21.6  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-TSAKG2_H08_050_2018_2 -               40     781      66     818      46     821    1405    +    1.7e-134  448.0  22.0  -
Micrococcaceae_Auritidibacter                    -          LKAP-TSAKG2_H08_050_2018_2 -                7     778      16     818      11     822    1466    +    1.8e-134  447.7  21.1  -
Micromonosporaceae_Krasilnikovia                 -          LKAP-TSAKG2_H08_050_2018_2 -               34     803      16     821       8     823    1511    +    1.8e-134  447.8  22.7  -
Egicoccaceae_Egicoccus                           -          LKAP-TSAKG2_H08_050_2018_2 -               39     806      20     820      11     823    1512    +    1.9e-134  447.6  22.2  -
Nannocystaceae_Enhygromyxa                       -          LKAP-TSAKG2_H08_050_2018_2 -               31     812      19     816       9     823    1480    +    1.9e-134  447.7  21.9  -
Litoricolaceae_Litoribrevibacter                 -          LKAP-TSAKG2_H08_050_2018_2 -               18     806      19     818      10     822    1465    +    1.9e-134  447.6  21.7  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-TSAKG2_H08_050_2018_2 -               35     825      16     817       8     822    1530    +    1.9e-134  447.6  21.7  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_H08_050_2018_2 -               14     803      16     817       9     822    1451    +      2e-134  447.5  21.7  -
Flammeovirgaceae_Limibacter                      -          LKAP-TSAKG2_H08_050_2018_2 -               28     811      18     817       9     822    1467    +      2e-134  447.7  21.9  -
Desulfobacteraceae_Desulfatitalea                -          LKAP-TSAKG2_H08_050_2018_2 -               15     824      16     817       9     823    1485    +    2.1e-134  447.4  21.5  -
Propionibacteriaceae_Propionicicella             -          LKAP-TSAKG2_H08_050_2018_2 -               11     776      22     820      14     823    1469    +    2.2e-134  447.5  21.9  -
Sanguibacteraceae_Timonella                      -          LKAP-TSAKG2_H08_050_2018_2 -               35     808      16     817       8     823    1508    +    2.3e-134  447.4  21.8  -
Micromonosporaceae_Spirilliplanes                -          LKAP-TSAKG2_H08_050_2018_2 -               15     778      16     817       9     822    1470    +    2.3e-134  447.5  22.1  -
Clostridiales_Kallipyga                          -          LKAP-TSAKG2_H08_050_2018_2 -               24     809      17     822       9     823    1474    +    2.3e-134  447.4  21.7  -
Thermoanaerobacteraceae_Caloribacterium          -          LKAP-TSAKG2_H08_050_2018_2 -               21     781      16     818       8     823    1437    +    2.4e-134  447.3  22.5  -
Oceanospirillaceae_Terasakiispira                -          LKAP-TSAKG2_H08_050_2018_2 -               10     790      21     818      15     822    1436    +    2.4e-134  447.3  21.8  -
Yersiniaceae_Chania                              -          LKAP-TSAKG2_H08_050_2018_2 -               46     828      18     809       9     822    1546    +    2.5e-134  447.2  21.2  -
Lachnospiraceae_Catonella                        -          LKAP-TSAKG2_H08_050_2018_2 -               13     798      16     819       9     823    1467    +    2.5e-134  447.3  21.6  -
Beutenbergiaceae_Salana                          -          LKAP-TSAKG2_H08_050_2018_2 -                8     779      17     818      12     823    1447    +    2.6e-134  447.2  22.0  -
Streptosporangiaceae_Thermoactinospora           -          LKAP-TSAKG2_H08_050_2018_2 -               42     809      16     821       8     823    1533    +    2.6e-134  447.2  22.6  -
Nannocystaceae_Plesiocystis                      -          LKAP-TSAKG2_H08_050_2018_2 -               29     811      18     816       9     823    1484    +    2.7e-134  447.2  22.0  -
Pseudonocardiaceae_Herbihabitans                 -          LKAP-TSAKG2_H08_050_2018_2 -               28     799      16     817       9     823    1496    +    2.8e-134  446.9  22.1  -
Ruminococcaceae_Subdoligranulum                  -          LKAP-TSAKG2_H08_050_2018_2 -               47     775      61     820      38     823    1428    +      3e-134  446.9  21.7  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-TSAKG2_H08_050_2018_2 -               17     749      18     816      10     823    1387    +    3.1e-134  447.1  22.1  -
Arenicellaceae_Perspicuibacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               18     746      73     817      59     823    1365    +    3.1e-134  446.9  22.8  -
Clostridiales_Murdochiella                       -          LKAP-TSAKG2_H08_050_2018_2 -               42     758      69     819      49     823    1362    +    3.4e-134  446.8  22.8  -
Lachnospiraceae_Stomatobaculum                   -          LKAP-TSAKG2_H08_050_2018_2 -                7     720      74     819      68     822    1377    +    3.5e-134  446.9  22.9  -
Dermatophilaceae_Dermatophilus                   -          LKAP-TSAKG2_H08_050_2018_2 -               25     793      16     817       9     823    1464    +    3.7e-134  446.6  21.5  -
Rhodospirillaceae_Marinibaculum                  -          LKAP-TSAKG2_H08_050_2018_2 -               38     786      19     821      10     823    1464    +    3.7e-134  446.6  22.2  -
Intrasporangiaceae_Ornithinibacter               -          LKAP-TSAKG2_H08_050_2018_2 -               21     780      28     816      15     822    1441    +    3.8e-134  446.7  22.1  -
