# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          F0117_LKAP-FHGF1_A12_096 -               20     871       6     855       1     855    1483    +           0 1034.6  20.3  -
Rhodobacteraceae_Rhodobaculum                    -          F0117_LKAP-FHGF1_A12_096 -               77     835      57     855      24     855    1436    +    3.6e-139  463.5  20.1  -
Sphingomonadaceae_Hephaestia                     -          F0117_LKAP-FHGF1_A12_096 -               53     811      56     854      35     855    1411    +    3.9e-139  463.4  20.5  -
Methylobacteriaceae_Meganema                     -          F0117_LKAP-FHGF1_A12_096 -               51     809      56     855      34     855    1383    +    4.6e-139  463.0  20.9  -
Lachnospiraceae_Syntrophococcus                  -          F0117_LKAP-FHGF1_A12_096 -               47     870      11     853       1     855    1535    +      5e-139  462.8  20.6  -
Flavobacteriaceae_Cellulophaga                   -          F0117_LKAP-FHGF1_A12_096 -               19     854       6     853       1     855    1459    +    5.1e-139  462.6  20.6  -
Rhodobacteraceae_Pseudopelagicola                -          F0117_LKAP-FHGF1_A12_096 -               33     812      31     854      10     855    1392    +    5.1e-139  462.9  19.9  -
Rhodobacteraceae_Thalassobacter                  -          F0117_LKAP-FHGF1_A12_096 -               56     832      34     854      13     855    1465    +    5.6e-139  462.6  19.8  -
Actinopolysporaceae_Actinopolyspora              -          F0117_LKAP-FHGF1_A12_096 -               24     860      11     855       2     855    1471    +    5.8e-139  462.5  20.0  -
Geobacteraceae_Geopsychrobacter                  -          F0117_LKAP-FHGF1_A12_096 -               84     875      56     855      35     855    1493    +    7.6e-139  462.1  21.2  -
Acetobacteraceae_Humitalea                       -          F0117_LKAP-FHGF1_A12_096 -               74     832      59     855      39     855    1479    +    7.8e-139  462.4  21.4  -
Cytophagaceae_Cytophaga                          -          F0117_LKAP-FHGF1_A12_096 -                3     794      57     855      55     855    1382    +    8.3e-139  462.0  21.0  -
Hyphomonadaceae_Robiginitomaculum                -          F0117_LKAP-FHGF1_A12_096 -               40     826      17     854       1     855    1415    +    8.3e-139  462.1  20.4  -
Syntrophaceae_Smithella                          -          F0117_LKAP-FHGF1_A12_096 -               58     895      36     854      15     855    1371    +    8.5e-139  462.1  20.1  -
Alphaproteobacteria_Breoghania                   -          F0117_LKAP-FHGF1_A12_096 -               73     829      57     854      37     855    1481    +    8.8e-139  462.2  20.6  -
Sporomusaceae_Propionispora                      -          F0117_LKAP-FHGF1_A12_096 -               47     900      12     855       1     855    1548    +    9.2e-139  461.7  20.8  -
Flavobacteriaceae_Aquimarina                     -          F0117_LKAP-FHGF1_A12_096 -               20     858       6     853       1     855    1453    +    9.4e-139  461.6  20.4  -
Alphaproteobacteria_Geminicoccus                 -          F0117_LKAP-FHGF1_A12_096 -               28     783      57     855      37     855    1352    +    9.6e-139  462.1  20.9  -
Thermoanaerobacteraceae_Calderihabitans          -          F0117_LKAP-FHGF1_A12_096 -               81     897      55     855      34     855    1503    +    1.1e-138  461.8  21.2  -
Desulfobacteraceae_Desulfatitalea                -          F0117_LKAP-FHGF1_A12_096 -               34     887      17     855       2     855    1485    +    1.1e-138  461.6  20.2  -
Micrococcaceae_Rhizobium                         -          F0117_LKAP-FHGF1_A12_096 -               40     799      56     854      35     855    1424    +    1.2e-138  461.7  21.0  -
Syntrophobacteraceae_Desulfovirga                -          F0117_LKAP-FHGF1_A12_096 -               76     888      59     854      38     855    1524    +    1.3e-138  461.7  20.9  -
Lachnospiraceae_Mobilitalea                      -          F0117_LKAP-FHGF1_A12_096 -               35     864      11     853       1     855    1444    +    1.3e-138  461.5  20.6  -
Labilitrichaceae_Labilithrix                     -          F0117_LKAP-FHGF1_A12_096 -               65     881      59     855      37     855    1483    +    1.3e-138  461.3  20.8  -
Rhodobacteraceae_Halodurantibacterium            -          F0117_LKAP-FHGF1_A12_096 -               55     811      58     855      37     855    1387    +    1.4e-138  461.5  20.6  -
Bacillaceae_Melghiribacillus                     -          F0117_LKAP-FHGF1_A12_096 -               37     900      12     855       1     855    1552    +    1.4e-138  461.4  20.3  -
Verrucomicrobiaceae_Roseibacillus                -          F0117_LKAP-FHGF1_A12_096 -               38     875      11     854       2     855    1473    +    1.5e-138  461.3  19.7  -
Desulfovibrionaceae_Lawsonia                     -          F0117_LKAP-FHGF1_A12_096 -               83     900      53     854      26     855    1552    +    1.5e-138  461.3  20.4  -
Lentisphaeraceae_Lentisphaera                    -          F0117_LKAP-FHGF1_A12_096 -               58     850      40     854      18     855    1465    +    1.8e-138  461.1  20.4  -
Sporomusaceae_Pelosinus                          -          F0117_LKAP-FHGF1_A12_096 -               45     897      11     855       1     855    1550    +    1.8e-138  460.1  20.5  -
Rhodobacteraceae_Salinovum                       -          F0117_LKAP-FHGF1_A12_096 -               25     782      56     854      35     855    1334    +      2e-138  461.0  20.8  -
Rhodobacteraceae_Roseisalinus                    -          F0117_LKAP-FHGF1_A12_096 -               45     801      57     854      36     855    1421    +    2.4e-138  460.6  20.5  -
Chlorobiaceae_Chlorobaculum                      -          F0117_LKAP-FHGF1_A12_096 -               51     830      62     853      42     855    1419    +    2.7e-138  460.3  21.0  -
Sphingobacteriaceae_Solitalea                    -          F0117_LKAP-FHGF1_A12_096 -               28     857      12     854       2     855    1475    +      3e-138  460.3  19.7  -
Deltaproteobacteria_Dissulfuribacter             -          F0117_LKAP-FHGF1_A12_096 -               73     891      55     855      17     855    1502    +      3e-138  460.5  20.5  -
Flavobacteriaceae_Winogradskyella                -          F0117_LKAP-FHGF1_A12_096 -               18     862       4     853       1     855    1448    +    3.5e-138  459.7  20.2  -
Lachnospiraceae_Faecalimonas                     -          F0117_LKAP-FHGF1_A12_096 -               54     876      17     853       2     855    1492    +    3.7e-138  459.8  20.8  -
Rhodobacteraceae_Salipiger                       -          F0117_LKAP-FHGF1_A12_096 -               41     797      57     855      36     855    1364    +      4e-138  459.9  20.9  -
Bacillaceae_Sinibacillus                         -          F0117_LKAP-FHGF1_A12_096 -               83     893      56     855      35     855    1489    +      4e-138  459.9  20.8  -
Lachnospiraceae_Parasporobacterium               -          F0117_LKAP-FHGF1_A12_096 -               86     858      58     853      35     855    1487    +    4.4e-138  459.8  21.1  -
Cytophagaceae_Flexibacter                        -          F0117_LKAP-FHGF1_A12_096 -               55     878      11     853       2     855    1463    +    4.8e-138  459.6  20.5  -
Lachnospiraceae_Moryella                         -          F0117_LKAP-FHGF1_A12_096 -               50     824      56     853      35     855    1374    +      5e-138  459.6  21.5  -
Clostridiaceae_Proteiniclasticum                 -          F0117_LKAP-FHGF1_A12_096 -               47     870      11     854       1     855    1516    +    5.3e-138  459.5  20.7  -
Cyclobacteriaceae_Cyclobacterium                 -          F0117_LKAP-FHGF1_A12_096 -               27     857      11     854       2     855    1465    +      7e-138  459.0  20.4  -
Rhodobacteraceae_Epibacterium                    -          F0117_LKAP-FHGF1_A12_096 -               23     780      56     854      35     855    1326    +    7.1e-138  459.1  20.3  -
Flavobacteriaceae_Maribacter                     -          F0117_LKAP-FHGF1_A12_096 -               19     865       5     853       1     855    1443    +    7.4e-138  458.8  20.2  -
Nautiliaceae_Lebetimonas                         -          F0117_LKAP-FHGF1_A12_096 -               28     835      12     855       1     855    1431    +    7.6e-138  459.2  20.9  -
Rhodobacteraceae_Dinoroseobacter                 -          F0117_LKAP-FHGF1_A12_096 -                1     753      61     854      61     855    1262    +    7.8e-138  459.0  20.4  -
Xanthobacteraceae_Pseudorhodoplanes              -          F0117_LKAP-FHGF1_A12_096 -               59     816      56     854      35     855    1424    +    8.1e-138  458.9  20.9  -
Rhodobacteraceae_Brevirhabdus                    -          F0117_LKAP-FHGF1_A12_096 -               44     810      42     854      18     855    1384    +    8.3e-138  458.9  20.1  -
Rhodobacteraceae_Xuhuaishuia                     -          F0117_LKAP-FHGF1_A12_096 -               44     810      42     854      18     855    1384    +    8.3e-138  458.9  20.1  -
Nautiliaceae_Cetia                               -          F0117_LKAP-FHGF1_A12_096 -               55     859      11     855       1     855    1482    +    9.8e-138  458.7  20.2  -
Desulfovibrionaceae_Bilophila                    -          F0117_LKAP-FHGF1_A12_096 -               80     889      58     854      35     855    1500    +      1e-137  458.4  21.0  -
Sphingobacteriaceae_Pedobacter                   -          F0117_LKAP-FHGF1_A12_096 -               27     857      11     854       1     855    1449    +    1.1e-137  458.3  19.6  -
Carnobacteriaceae_Lacticigenium                  -          F0117_LKAP-FHGF1_A12_096 -               37     879      17     853       1     855    1446    +    1.2e-137  458.3  20.2  -
Lachnospiraceae_Lachnospira                      -          F0117_LKAP-FHGF1_A12_096 -               45     874      13     853       1     855    1518    +    1.3e-137  458.1  20.4  -
Marinilabiliaceae_Carboxylicivirga               -          F0117_LKAP-FHGF1_A12_096 -               27     859      11     853       2     855    1445    +    1.4e-137  457.7  20.2  -
Rhodobacteraceae_Planktomarina                   -          F0117_LKAP-FHGF1_A12_096 -               52     809      56     854      35     855    1441    +    1.5e-137  458.0  20.4  -
Vulgatibacteraceae_Vulgatibacter                 -          F0117_LKAP-FHGF1_A12_096 -               59     880      54     855      33     855    1479    +    1.5e-137  458.0  20.0  -
Coriobacteriaceae_Enorma                         -          F0117_LKAP-FHGF1_A12_096 -               33     852       6     855       1     855    1465    +    1.6e-137  458.3  21.6  -
Myxococcaceae_Pyxidicoccus                       -          F0117_LKAP-FHGF1_A12_096 -               27     878      11     854       1     855    1493    +    1.8e-137  457.6  20.2  -
Lachnospiraceae_Kineothrix                       -          F0117_LKAP-FHGF1_A12_096 -               39     865      14     853       1     855    1412    +    1.8e-137  457.7  21.0  -
Clostridiaceae_Serpentinicella                   -          F0117_LKAP-FHGF1_A12_096 -               12     824       6     853       1     855    1417    +    1.9e-137  457.5  20.4  -
Erysipelotrichaceae_Turicibacter                 -          F0117_LKAP-FHGF1_A12_096 -               72     861      53     854      32     855    1508    +      2e-137  457.7  20.9  -
Desulfomicrobiaceae_Desulfoplanes                -          F0117_LKAP-FHGF1_A12_096 -               44     878      36     854      15     855    1437    +    2.1e-137  457.5  20.2  -
Spirochaetaceae_Alkalispirochaeta                -          F0117_LKAP-FHGF1_A12_096 -               15     856       8     853       2     855    1462    +    2.2e-137  457.3  20.5  -
Rhizobiales_Qingshengfania                       -          F0117_LKAP-FHGF1_A12_096 -               72     828      57     854      36     855    1442    +    2.2e-137  457.4  20.7  -
Rhodobacteraceae_Marivivens                      -          F0117_LKAP-FHGF1_A12_096 -               54     810      57     854      36     855    1385    +    2.4e-137  457.3  20.5  -
Bradyrhizobiaceae_Tardiphaga                     -          F0117_LKAP-FHGF1_A12_096 -               58     812      59     854      38     855    1439    +    2.7e-137  457.2  20.2  -
Deltaproteobacteria_Dissulfurimicrobium          -          F0117_LKAP-FHGF1_A12_096 -               87     905      55     855      35     855    1521    +    2.9e-137  456.9  20.8  -
Syntrophomonadaceae_Syntrophothermus             -          F0117_LKAP-FHGF1_A12_096 -              165     976      58     854      38     855    1588    +      3e-137  457.1  21.3  -
Rhodobacteraceae_Litorisediminicola              -          F0117_LKAP-FHGF1_A12_096 -               51     808      56     854      35     855    1382    +      3e-137  457.1  20.8  -
Sporolactobacillaceae_Terrilactibacillus         -          F0117_LKAP-FHGF1_A12_096 -               28     841      45     853      25     855    1456    +    3.5e-137  456.7  20.1  -
Clostridiaceae_Fonticella                        -          F0117_LKAP-FHGF1_A12_096 -               45     854      12     853       1     855    1503    +    3.8e-137  456.7  21.2  -
Desulfobacteraceae_Desulfocella                  -          F0117_LKAP-FHGF1_A12_096 -               63     897      35     854      14     855    1547    +    3.9e-137  456.5  20.5  -
Lachnospiraceae_Stomatobaculum                   -          F0117_LKAP-FHGF1_A12_096 -                4     778      56     853      53     855    1377    +    3.9e-137  456.7  21.7  -
Beijerinckiaceae_Methylorosula                   -          F0117_LKAP-FHGF1_A12_096 -               69     825      57     854      35     855    1413    +      4e-137  456.5  21.1  -
Haliscomenobacteraceae_Phaeodactylibacter        -          F0117_LKAP-FHGF1_A12_096 -               48     879      11     853       1     855    1486    +    4.2e-137  456.5  20.9  -
Sandaracinaceae_Sandaracinus                     -          F0117_LKAP-FHGF1_A12_096 -               54     868      59     854      38     855    1506    +    5.2e-137  456.3  20.9  -
Rhodobacteraceae_Planktotalea                    -          F0117_LKAP-FHGF1_A12_096 -                8     779      39     854      19     855    1336    +    5.4e-137  456.1  20.1  -
Acetobacteraceae_Neoasaia                        -          F0117_LKAP-FHGF1_A12_096 -               53     751      56     791      35     811    1457    +    5.5e-137  456.3  21.8  -
Bacillaceae_Caenibacillus                        -          F0117_LKAP-FHGF1_A12_096 -               81     890      56     855      35     855    1490    +      6e-137  456.0  21.1  -
Bacteroidaceae_Acetomicrobium                    -          F0117_LKAP-FHGF1_A12_096 -               47     864      11     854       1     855    1525    +    6.7e-137  455.5  20.9  -
Roseiarcaceae_Roseiarcus                         -          F0117_LKAP-FHGF1_A12_096 -               70     827      56     854      35     855    1399    +    6.8e-137  455.8  21.0  -
Alphaproteobacteria_Phreatobacter                -          F0117_LKAP-FHGF1_A12_096 -               51     808      56     854      35     855    1402    +      7e-137  456.0  20.8  -
Cystobacteraceae_Hyalangium                      -          F0117_LKAP-FHGF1_A12_096 -               30     876      14     854       1     855    1491    +    7.1e-137  455.7  20.4  -
Bradymonadaceae_Bradymonas                       -          F0117_LKAP-FHGF1_A12_096 -               69     859      59     855      39     855    1461    +    7.4e-137  455.4  20.6  -
Streptomycetaceae_Allostreptomyces               -          F0117_LKAP-FHGF1_A12_096 -               55     866      17     855       1     855    1510    +    7.6e-137  455.7  21.2  -
Carnobacteriaceae_Alloiococcus                   -          F0117_LKAP-FHGF1_A12_096 -               46     892      11     853       1     855    1525    +    7.9e-137  455.5  20.2  -
Rhodobacteraceae_Pelagibaca                      -          F0117_LKAP-FHGF1_A12_096 -               73     831      55     854      35     855    1460    +    9.2e-137  455.3  20.8  -
Clostridiaceae_Fervidicella                      -          F0117_LKAP-FHGF1_A12_096 -                6     777      59     853      55     855    1423    +    9.6e-137  455.4  22.0  -
Ruminococcaceae_Herbivorax                       -          F0117_LKAP-FHGF1_A12_096 -                2     821      17     855      16     855    1421    +    9.8e-137  455.1  21.3  -
Rhodobacteraceae_Thiobacimonas                   -          F0117_LKAP-FHGF1_A12_096 -               75     829      58     854      35     855    1425    +    1.1e-136  455.1  20.8  -
Flavobacteriaceae_Kordia                         -          F0117_LKAP-FHGF1_A12_096 -               24     865       5     853       1     855    1458    +    1.1e-136  454.8  20.5  -
Rhodobacteraceae_Profundibacterium               -          F0117_LKAP-FHGF1_A12_096 -               58     817      56     854      35     855    1436    +    1.1e-136  455.2  20.7  -
Thermoactinomycetaceae_Polycladomyces            -          F0117_LKAP-FHGF1_A12_096 -               28     889      12     855       1     855    1485    +    1.3e-136  455.0  20.1  -
Acetobacteraceae_Craurococcus                    -          F0117_LKAP-FHGF1_A12_096 -               76     836      57     855      37     855    1443    +    1.3e-136  455.2  21.7  -
Bifidobacteriaceae_Pseudoscardovia               -          F0117_LKAP-FHGF1_A12_096 -               35     824      49     855      28     855    1395    +    1.3e-136  454.8  21.2  -
Anaeroplasmataceae_Anaeroplasma                  -          F0117_LKAP-FHGF1_A12_096 -               53     850      11     853       1     854    1435    +    1.4e-136  454.6  20.5  -
Microbacteriaceae_Huakuichenia                   -          F0117_LKAP-FHGF1_A12_096 -               47     869      11     855       1     855    1482    +    1.4e-136  454.8  21.3  -
Flavobacteriaceae_Lutibacter                     -          F0117_LKAP-FHGF1_A12_096 -               27     858      11     853       1     855    1444    +    1.4e-136  454.6  20.0  -
Propionibacteriaceae_Propionicicella             -          F0117_LKAP-FHGF1_A12_096 -               17     837      11     855       1     855    1469    +    1.5e-136  454.7  21.6  -
Bryobacteraceae_Paludibaculum                    -          F0117_LKAP-FHGF1_A12_096 -               84     841      59     854      38     855    1413    +    1.5e-136  454.7  21.5  -
Cyclobacteriaceae_Echinicola                     -          F0117_LKAP-FHGF1_A12_096 -               14     820      41     853      21     855    1388    +    1.6e-136  454.6  20.9  -
Actinomycetaceae_Mobiluncus                      -          F0117_LKAP-FHGF1_A12_096 -               26     863      11     854       1     855    1477    +    1.6e-136  454.2  20.3  -
Rhodobacteraceae_Sediminimonas                   -          F0117_LKAP-FHGF1_A12_096 -               13     805       2     855       1     855    1368    +    1.7e-136  454.5  20.5  -
Clostridiaceae_Eisenbergiella                    -          F0117_LKAP-FHGF1_A12_096 -               11     783      59     853      50     855    1390    +    1.8e-136  454.4  21.7  -
Myxococcaceae_Aggregicoccus                      -          F0117_LKAP-FHGF1_A12_096 -               47     898      11     854       1     855    1531    +    1.9e-136  454.2  20.4  -
Bacillales_Chungangia                            -          F0117_LKAP-FHGF1_A12_096 -               35     883      11     855       1     855    1440    +    1.9e-136  454.3  20.1  -
Bacillaceae_Alkalilactibacillus                  -          F0117_LKAP-FHGF1_A12_096 -              101     918      54     855      32     855    1567    +      2e-136  454.3  20.5  -
Bradyrhizobiaceae_Oligotropha                    -          F0117_LKAP-FHGF1_A12_096 -               74     828      59     854      38     855    1477    +    2.1e-136  454.1  20.5  -
Rhodobacteraceae_Lentibacter                     -          F0117_LKAP-FHGF1_A12_096 -               22     778      57     854      35     855    1375    +    2.2e-136  454.1  20.5  -
Rhodobacteraceae_Ascidiaceihabitans              -          F0117_LKAP-FHGF1_A12_096 -               52     810      55     854      16     855    1387    +    2.6e-136  453.9  20.3  -
Cytophagaceae_Litoribacter                       -          F0117_LKAP-FHGF1_A12_096 -               18     851      10     853       2     855    1452    +    2.6e-136  453.9  21.0  -
Thermomicrobiaceae_Thermomicrobium               -          F0117_LKAP-FHGF1_A12_096 -               31     823      59     855      38     855    1275    +    2.8e-136  454.2  22.8  -
Planococcaceae_Filibacter                        -          F0117_LKAP-FHGF1_A12_096 -               37     886      11     855       1     855    1517    +    3.4e-136  453.4  20.3  -
Rhodobacteraceae_Nautella                        -          F0117_LKAP-FHGF1_A12_096 -               47     805      55     854      21     855    1426    +    3.4e-136  453.5  19.9  -
Ruminococcaceae_Ruthenibacterium                 -          F0117_LKAP-FHGF1_A12_096 -               48     879      12     853       1     855    1519    +    3.5e-136  453.3  20.5  -
Rhodobacteraceae_Roseibaca                       -          F0117_LKAP-FHGF1_A12_096 -               46     800      58     854      36     855    1425    +    3.8e-136  453.4  20.8  -
Sporolactobacillaceae_Tuberibacillus             -          F0117_LKAP-FHGF1_A12_096 -               30     887      14     853       1     855    1486    +    4.3e-136  453.1  20.2  -
Clostridiales_Acidaminobacter                    -          F0117_LKAP-FHGF1_A12_096 -               27     855      12     854       1     855    1468    +    4.4e-136  453.2  20.8  -
Staphylococcaceae_Corticicoccus                  -          F0117_LKAP-FHGF1_A12_096 -               16     878       9     853       1     855    1465    +    5.7e-136  452.7  20.1  -
Desulfobacteraceae_Desulfatirhabdium             -          F0117_LKAP-FHGF1_A12_096 -               73     907      45     853      18     855    1535    +    5.9e-136  452.7  20.3  -
Flammeovirgaceae_Reichenbachiella                -          F0117_LKAP-FHGF1_A12_096 -               34     865      11     853       1     855    1429    +    6.8e-136  452.8  20.6  -
Acetobacteraceae_Paracraurococcus                -          F0117_LKAP-FHGF1_A12_096 -               72     830      59     855      39     855    1439    +    7.1e-136  452.8  21.5  -
Flavobacteriaceae_Salegentibacter                -          F0117_LKAP-FHGF1_A12_096 -               16     863       5     853       1     855    1471    +    7.8e-136  451.9  19.5  -
Polyangiaceae_Jahnella                           -          F0117_LKAP-FHGF1_A12_096 -               83     898      58     855      35     855    1550    +    8.7e-136  452.1  21.1  -
Peptococcaceae_Desulfonispora                    -          F0117_LKAP-FHGF1_A12_096 -               27     884      16     854       1     855    1507    +    9.3e-136  451.7  20.4  -
Lachnospiraceae_Murimonas                        -          F0117_LKAP-FHGF1_A12_096 -                1     825      13     853      13     855    1433    +      1e-135  451.9  21.0  -
Flavobacteriaceae_Psychroflexus                  -          F0117_LKAP-FHGF1_A12_096 -               19     862       5     853       1     855    1448    +      1e-135  451.5  20.4  -
Microbacteriaceae_Diaminobutyricimonas           -          F0117_LKAP-FHGF1_A12_096 -               35     857      11     855       1     855    1464    +      1e-135  451.9  21.1  -
Hyphomonadaceae_Ponticaulis                      -          F0117_LKAP-FHGF1_A12_096 -               29     784      59     855      39     855    1328    +    1.1e-135  451.8  20.5  -
Flavobacteriaceae_Zeaxanthinibacter              -          F0117_LKAP-FHGF1_A12_096 -               20     863       6     853       1     855    1451    +    1.2e-135  451.5  20.4  -
Chloroflexaceae_Chloroflexus                     -          F0117_LKAP-FHGF1_A12_096 -               81     841      59     853      38     855    1473    +    1.2e-135  451.9  20.7  -
Microbacteriaceae_Aurantimicrobium               -          F0117_LKAP-FHGF1_A12_096 -               29     849      13     855       1     855    1473    +    1.2e-135  451.5  21.1  -
Bacillaceae_Caldibacillus                        -          F0117_LKAP-FHGF1_A12_096 -               34     884      17     855       1     855    1512    +    1.3e-135  451.6  20.5  -
Intrasporangiaceae_Oryzobacter                   -          F0117_LKAP-FHGF1_A12_096 -               31     855      11     855       1     855    1467    +    1.4e-135  451.5  21.0  -
Clostridiaceae_Lactonifactor                     -          F0117_LKAP-FHGF1_A12_096 -               99     877      53     853      31     855    1438    +    1.6e-135  451.1  21.3  -
Nautiliaceae_Nitratiruptor                       -          F0117_LKAP-FHGF1_A12_096 -               27     850      11     855       1     855    1409    +    1.7e-135  451.4  20.9  -
Rhodospirillaceae_Elstera                        -          F0117_LKAP-FHGF1_A12_096 -               28     786      57     854      37     855    1356    +    1.7e-135  451.1  20.2  -
Clostridiales_Anaerovirgula                      -          F0117_LKAP-FHGF1_A12_096 -               29     854      11     853       1     855    1495    +    1.8e-135  451.1  20.4  -
Pseudonocardiaceae_Thermotunica                  -          F0117_LKAP-FHGF1_A12_096 -               12     831       6     855       1     855    1446    +    2.1e-135  450.9  22.1  -
Clostridiales_Frisingicoccus                     -          F0117_LKAP-FHGF1_A12_096 -               83     879      33     853      11     855    1448    +    2.2e-135  450.8  20.5  -
Rhodobacteraceae_Vadicella                       -          F0117_LKAP-FHGF1_A12_096 -               59     816      56     854      34     855    1439    +    2.2e-135  450.8  20.4  -
Polyangiaceae_Byssovorax                         -          F0117_LKAP-FHGF1_A12_096 -               77     892      59     855      38     855    1529    +    2.3e-135  450.8  20.9  -
Lachnospiraceae_Marvinbryantia                   -          F0117_LKAP-FHGF1_A12_096 -               18     847      11     853       1     855    1456    +    2.4e-135  450.8  20.8  -
Rhodobacteraceae_Marinibacterium                 -          F0117_LKAP-FHGF1_A12_096 -               51     808      56     854      35     855    1378    +    2.4e-135  450.7  20.7  -
Clostridiaceae_Fusicatenibacter                  -          F0117_LKAP-FHGF1_A12_096 -               35     862      11     853       1     855    1423    +    2.4e-135  450.6  20.4  -
Acetobacteraceae_Rubritepida                     -          F0117_LKAP-FHGF1_A12_096 -               48     805      59     855      38     855    1429    +    2.7e-135  450.5  21.5  -
Bacteriovoracaceae_Peredibacter                  -          F0117_LKAP-FHGF1_A12_096 -               65     860      59     854      37     855    1457    +    3.3e-135  450.4  20.7  -
Flavobacteriaceae_Chryseobacterium               -          F0117_LKAP-FHGF1_A12_096 -               19     853       5     853       1     855    1439    +    3.4e-135  450.0  19.1  -
Flavobacteriaceae_Aureisphaera                   -          F0117_LKAP-FHGF1_A12_096 -               18     858       4     853       1     855    1444    +    3.5e-135  450.1  18.7  -
Rhodobacteraceae_Oceanibulbus                    -          F0117_LKAP-FHGF1_A12_096 -               58     815      56     854      34     855    1379    +    3.7e-135  450.1  20.8  -
Bacillaceae_Vulcanibacillus                      -          F0117_LKAP-FHGF1_A12_096 -               37     891      11     855       1     855    1526    +    3.7e-135  449.9  20.2  -
Rhodobacteraceae_Salinihabitans                  -          F0117_LKAP-FHGF1_A12_096 -               55     810      58     854      38     855    1421    +    3.8e-135  450.1  20.4  -
Akkermansiaceae_Akkermansia                      -          F0117_LKAP-FHGF1_A12_096 -               27     841      11     854       3     855    1441    +    4.8e-135  449.8  20.3  -
Nautiliaceae_Thioreductor                        -          F0117_LKAP-FHGF1_A12_096 -               27     824      11     854       1     855    1417    +    5.6e-135  449.6  19.9  -
Flavobacteriaceae_Riemerella                     -          F0117_LKAP-FHGF1_A12_096 -               18     862       4     853       1     855    1440    +    5.6e-135  449.3  18.5  -
Marinifilaceae_Marinifilum                       -          F0117_LKAP-FHGF1_A12_096 -               18     861       4     853       2     855    1451    +    5.8e-135  449.2  18.7  -
Clostridiaceae_Extibacter                        -          F0117_LKAP-FHGF1_A12_096 -               42     867      16     853       2     855    1436    +    5.9e-135  449.3  20.8  -
Selenomonadaceae_Propionispira                   -          F0117_LKAP-FHGF1_A12_096 -                3     818      59     855      57     855    1448    +    6.1e-135  449.1  21.0  -
Bacillaceae_Saccharococcus                       -          F0117_LKAP-FHGF1_A12_096 -               47     891      11     855       1     855    1538    +    6.4e-135  449.2  20.2  -
Intrasporangiaceae_Ornithinibacter               -          F0117_LKAP-FHGF1_A12_096 -               15     845       5     855       1     855    1441    +    6.6e-135  449.2  20.5  -
Flammeovirgaceae_Flammeovirga                    -          F0117_LKAP-FHGF1_A12_096 -               19     861       5     853       1     855    1456    +    6.8e-135  449.0  18.7  -
Clostridiales_Catabacter                         -          F0117_LKAP-FHGF1_A12_096 -               76     862      48     853      27     855    1453    +      7e-135  449.0  20.8  -
Christensenellaceae_Christensenella              -          F0117_LKAP-FHGF1_A12_096 -               88     871      51     853      28     855    1497    +    7.1e-135  449.0  21.2  -
Thermoactinomycetaceae_Paludifilum               -          F0117_LKAP-FHGF1_A12_096 -               27     880      11     855       1     855    1362    +    7.2e-135  449.3  20.6  -
Rhodospirillaceae_Phaeovibrio                    -          F0117_LKAP-FHGF1_A12_096 -               46     814      55     854      34     855    1450    +    7.7e-135  449.0  20.2  -
Fervidobacteraceae_Fervidobacterium              -          F0117_LKAP-FHGF1_A12_096 -               24     831       9     853       1     855    1480    +    7.8e-135  449.0  21.7  -
Polyangiaceae_Minicystis                         -          F0117_LKAP-FHGF1_A12_096 -               47     897      11     855       1     855    1550    +    8.1e-135  449.0  20.4  -
Rhodobacteraceae_Marimonas                       -          F0117_LKAP-FHGF1_A12_096 -               62     820      56     854      35     855    1437    +    8.8e-135  449.0  20.8  -
Aquificaceae_Hydrogenivirga                      -          F0117_LKAP-FHGF1_A12_096 -               28     886      12     854       2     855    1503    +    8.9e-135  448.9  20.4  -
Thermodesulfobiaceae_Coprothermobacter           -          F0117_LKAP-FHGF1_A12_096 -               43     870      11     855       1     855    1529    +      1e-134  448.4  21.3  -
Clostridiaceae_Haloimpatiens                     -          F0117_LKAP-FHGF1_A12_096 -               47     859      11     854       1     855    1476    +      1e-134  448.5  21.2  -
Ruminococcaceae_Blautia                          -          F0117_LKAP-FHGF1_A12_096 -               17     845      11     853       1     855    1457    +      1e-134  448.5  20.6  -
Rhodobacteraceae_Lacimonas                       -          F0117_LKAP-FHGF1_A12_096 -               73     830      56     855      35     855    1425    +    1.1e-134  448.8  20.5  -
Acidothermaceae_Acidothermus                     -          F0117_LKAP-FHGF1_A12_096 -               45     861      12     855       1     855    1509    +    1.1e-134  448.6  21.7  -
Flavobacteriaceae_Mesonia                        -          F0117_LKAP-FHGF1_A12_096 -               19     862       5     853       1     855    1449    +    1.2e-134  448.0  20.4  -
Thermoactinomycetaceae_Marinithermofilum         -          F0117_LKAP-FHGF1_A12_096 -               47     909      12     855       1     855    1523    +    1.2e-134  448.4  20.6  -
Paenibacillaceae_Oxalophagus                     -          F0117_LKAP-FHGF1_A12_096 -               29     867      11     855       1     855    1497    +    1.5e-134  448.1  20.4  -
