# target name             accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1474    +           0 1046.9  17.5  -
Chloroflexales            -          B0306_LKAP-FHGF1_A06_048 -               22     900       9     927       3     933    1355    +    4.2e-103  342.0  18.2  -
Tepidisphaeraceae         -          B0306_LKAP-FHGF1_A06_048 -               77     921      54     926      33     933    1491    +      6e-102  337.8  16.2  -
Methanocaldococcaceae     -          B0306_LKAP-FHGF1_A06_048 -               71     918      45     929      24     934    1429    +     3.6e-83  275.7  15.3  -
Methanobacteriaceae       -          B0306_LKAP-FHGF1_A06_048 -               52     890      55     929      35     933    1403    +     1.7e-81  269.7  14.9  -
Methanococcaceae          -          B0306_LKAP-FHGF1_A06_048 -               69     901      57     929      37     934    1410    +     7.7e-78  257.7  15.0  -
Sulfolobaceae             -          B0306_LKAP-FHGF1_A06_048 -               53     916      44     926      31     934    1464    +     5.2e-74  244.8  16.8  -
Methanothermaceae         -          B0306_LKAP-FHGF1_A06_048 -               76     917      55     929      34     934    1482    +       6e-73  241.7  15.5  -
Archaeoglobaceae          -          B0306_LKAP-FHGF1_A06_048 -               65     909      52     929      28     934    1451    +     1.3e-72  240.3  15.5  -
Methanoregulaceae         -          B0306_LKAP-FHGF1_A06_048 -               55     883      57     927      37     933    1413    +     2.6e-71  235.8  15.7  -
Methanomicrobiaceae       -          B0306_LKAP-FHGF1_A06_048 -               58     887      56     927      36     933    1420    +     1.1e-68  227.3  16.1  -
Desulfurococcaceae        -          B0306_LKAP-FHGF1_A06_048 -               71     926      51     926      40     933    1460    +     3.2e-68  225.9  17.2  -
Thermococcaceae           -          B0306_LKAP-FHGF1_A06_048 -               65     905      54     928      33     933    1448    +     1.7e-66  220.2  15.7  -
Thermoproteaceae          -          B0306_LKAP-FHGF1_A06_048 -               51     915      47     927      27     933    1471    +       2e-66  218.3  17.0  -
Pyrodictiaceae            -          B0306_LKAP-FHGF1_A06_048 -               78     930      52     927      31     933    1497    +       4e-66  218.9  18.1  -
Acidilobaceae             -          B0306_LKAP-FHGF1_A06_048 -               77     930      54     927      34     933    1451    +     1.7e-62  206.8  16.7  -
Methanomicrobiales        -          B0306_LKAP-FHGF1_A06_048 -               69     899      57     929      37     934    1425    +     4.2e-62  205.2  15.3  -
Nostocaceae               -          B0306_LKAP-FHGF1_A06_048 -                4     564     347     928     344     934    1476    +       1e-61  204.5   8.1  -
Methanopyraceae           -          B0306_LKAP-FHGF1_A06_048 -               83     947      53     929      30     935    1512    +     7.6e-61  201.9  15.9  -
Thermofilaceae            -          B0306_LKAP-FHGF1_A06_048 -               95     944      57     927      43     933    1513    +     9.4e-61  201.0  17.0  -
Halobacteriaceae          -          B0306_LKAP-FHGF1_A06_048 -               61     912      44     927      29     933    1474    +     3.4e-60  198.8  17.0  -
Methanospirillaceae       -          B0306_LKAP-FHGF1_A06_048 -               27     854      57     926      40     933    1378    +     1.1e-59  197.2  15.9  -
Haloarculaceae            -          B0306_LKAP-FHGF1_A06_048 -               55     911      38     927      27     933    1473    +     6.1e-58  191.5  17.2  -
Thermoplasmataceae        -          B0306_LKAP-FHGF1_A06_048 -               75     912      55     929      40     934    1471    +     4.5e-57  188.9  15.0  -
Natrialbaceae             -          B0306_LKAP-FHGF1_A06_048 -               58     912      41     927      28     933    1474    +     4.7e-57  188.3  17.1  -
Caldisphaeraceae          -          B0306_LKAP-FHGF1_A06_048 -               62     916      54     927      34     934    1466    +       1e-56  188.1  15.7  -
Cuniculiplasmataceae      -          B0306_LKAP-FHGF1_A06_048 -               75     908      55     929      35     935    1469    +     1.7e-55  184.0  14.9  -
Methanocorpusculaceae     -          B0306_LKAP-FHGF1_A06_048 -               71     899      57     927      37     934    1421    +       6e-55  181.5  15.3  -
Ferroplasmaceae           -          B0306_LKAP-FHGF1_A06_048 -               76     908      57     929      47     934    1442    +     1.2e-54  180.8  14.8  -
Haloferacaceae            -          B0306_LKAP-FHGF1_A06_048 -               76     912      56     927      35     933    1474    +     1.4e-52  173.4  16.3  -
Fervidicoccaceae          -          B0306_LKAP-FHGF1_A06_048 -               75     936      49     928      28     934    1502    +     1.9e-52  173.8  16.4  -
Thermoplasmatales         -          B0306_LKAP-FHGF1_A06_048 -               59     893      55     929      35     935    1370    +     2.2e-52  174.0  15.1  -
Methermicoccaceae         -          B0306_LKAP-FHGF1_A06_048 -               18     870      44     929      31     935    1346    +     1.7e-51  170.8  15.3  -
Picrophilaceae            -          B0306_LKAP-FHGF1_A06_048 -               85     919      56     929      45     934    1479    +     5.4e-51  168.7  15.1  -
Methanotrichaceae         -          B0306_LKAP-FHGF1_A06_048 -               75     910      58     929      38     934    1423    +       6e-51  168.2  15.1  -
Nitrososphaeraceae        -          B0306_LKAP-FHGF1_A06_048 -               72     904      55     927      35     934    1470    +       2e-50  167.1  15.2  -
Methanocellaceae          -          B0306_LKAP-FHGF1_A06_048 -               74     907      57     928      37     934    1440    +     8.4e-49  161.3  15.5  -
Methanomassiliicoccaceae  -          B0306_LKAP-FHGF1_A06_048 -               75     905      57     929      37     935    1434    +     1.9e-48  160.7  15.2  -
Methanosarcinaceae        -          B0306_LKAP-FHGF1_A06_048 -               74     907      58     927      37     933    1425    +     2.2e-48  159.6  15.2  -
Halorubraceae             -          B0306_LKAP-FHGF1_A06_048 -               76     911      56     927      36     933    1470    +       1e-46  154.2  15.8  -
Halococcaceae             -          B0306_LKAP-FHGF1_A06_048 -               76     911      56     927      21     933    1474    +     5.3e-45  148.6  17.0  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/B0306_LKAP-FHGF1_A06_048.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/B0306_LKAP-FHGF1_A06_048.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/B0306_LKAP-FHGF1_A06_048.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 10:07:56 2020
# [ok]
