# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae             -          LKAP-TSAKG2_A11_095_2018_2 -                9     914       7     912       2     912    1468    +           0 1071.8  21.6  -
Ktedonobacteraceae        -          LKAP-TSAKG2_A11_095_2018_2 -               22     870      20     910       5     912    1386    +    3.5e-131  434.5  21.0  -
Prochlorotrichaceae       -          LKAP-TSAKG2_A11_095_2018_2 -               15     854      21     911      10     912    1448    +    5.5e-130  430.3  20.0  -
Soortiaceae               -          LKAP-TSAKG2_A11_095_2018_2 -               51     949      20     912       3     912    1516    +    1.1e-129  429.3  20.5  -
Verrucomicrobiales        -          LKAP-TSAKG2_A11_095_2018_2 -               43     909      65     911      44     912    1410    +    2.6e-129  428.5  19.9  -
Oligosphaeraceae          -          LKAP-TSAKG2_A11_095_2018_2 -               28     891      21     912       5     912    1434    +    2.4e-128  424.9  20.6  -
Balneicellaceae           -          LKAP-TSAKG2_A11_095_2018_2 -               23     924      14     910       5     912    1505    +    4.9e-128  423.9  20.2  -
Thermoflexaceae           -          LKAP-TSAKG2_A11_095_2018_2 -               57     902      63     910      43     912    1466    +    1.9e-127  422.4  20.5  -
Chthonomonadaceae         -          LKAP-TSAKG2_A11_095_2018_2 -                1     884      21     912      21     912    1411    +    7.7e-126  416.8  20.8  -
Filobacteriaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               36     933      12     911       3     912    1521    +    2.6e-125  414.8  20.7  -
Phycisphaeraceae          -          LKAP-TSAKG2_A11_095_2018_2 -               25     890      18     912       4     912    1461    +    1.7e-120  399.2  20.5  -
Tepidisphaeraceae         -          LKAP-TSAKG2_A11_095_2018_2 -               47     905      20     912       4     912    1491    +    1.2e-118  393.0  20.5  -
Chloroflexales            -          LKAP-TSAKG2_A11_095_2018_2 -               22     881      20     910       5     912    1355    +    2.2e-118  392.5  20.8  -
Simkaniaceae              -          LKAP-TSAKG2_A11_095_2018_2 -               48     953      21     912       5     912    1545    +    5.3e-118  390.7  20.3  -
Waddliaceae               -          LKAP-TSAKG2_A11_095_2018_2 -               53     963      20     911       4     912    1557    +    1.5e-116  386.1  20.1  -
Methanocaldococcaceae     -          LKAP-TSAKG2_A11_095_2018_2 -               49     897      19     910      10     912    1429    +     4.1e-90  298.7  19.7  -
Methanococcaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               70     880      68     910      57     912    1410    +     1.7e-87  289.6  19.9  -
Methanobacteriaceae       -          LKAP-TSAKG2_A11_095_2018_2 -               24     869      19     910      10     912    1403    +     9.3e-87  287.0  18.9  -
Sulfolobaceae             -          LKAP-TSAKG2_A11_095_2018_2 -               66     897      64     909      44     912    1464    +     1.5e-83  276.3  19.4  -
Desulfurococcaceae        -          LKAP-TSAKG2_A11_095_2018_2 -               75     908      65     910      45     912    1460    +     3.3e-83  275.6  19.1  -
Methanoregulaceae         -          LKAP-TSAKG2_A11_095_2018_2 -               28     864      19     910      11     912    1413    +     5.2e-83  274.5  20.1  -
Methanomicrobiaceae       -          LKAP-TSAKG2_A11_095_2018_2 -               58     868      66     910      41     912    1420    +     1.4e-80  266.7  19.6  -
Thermoproteaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               30     896      19     910       4     912    1471    +     5.4e-80  263.3  20.8  -
Halobacteriaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               72     893      62     910      41     912    1474    +     1.4e-79  263.0  19.2  -
Methanothermaceae         -          LKAP-TSAKG2_A11_095_2018_2 -               49     896      19     910      10     912    1482    +     3.1e-78  259.1  19.4  -
Thermococcaceae           -          LKAP-TSAKG2_A11_095_2018_2 -               66     885      65     910      41     912    1448    +     5.9e-78  258.2  20.0  -
Haloferacaceae            -          LKAP-TSAKG2_A11_095_2018_2 -               72     893      62     910      41     912    1474    +     3.7e-76  251.5  18.8  -
Archaeoglobaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               29     888      19     910       6     912    1451    +     6.2e-76  251.3  20.0  -
Haloarculaceae            -          LKAP-TSAKG2_A11_095_2018_2 -               72     892      62     910      41     912    1473    +     1.6e-75  249.7  19.4  -
Methanospirillaceae       -          LKAP-TSAKG2_A11_095_2018_2 -               27     836      67     910      46     912    1378    +     4.7e-75  248.1  20.6  -
Pyrodictiaceae            -          LKAP-TSAKG2_A11_095_2018_2 -               80     911      64     910      44     912    1497    +     8.5e-75  247.6  20.7  -
Thermofilaceae            -          LKAP-TSAKG2_A11_095_2018_2 -               95     925      67     910      55     912    1513    +     3.1e-74  245.6  19.9  -
Natrialbaceae             -          LKAP-TSAKG2_A11_095_2018_2 -               72     893      62     910      41     912    1474    +     6.6e-74  244.1  18.4  -
Methanomicrobiales        -          LKAP-TSAKG2_A11_095_2018_2 -               43     878      20     910       9     912    1425    +     1.3e-73  243.4  20.1  -
Acidilobaceae             -          LKAP-TSAKG2_A11_095_2018_2 -               78     911      65     910      44     912    1451    +     5.3e-73  241.5  19.7  -
Halorubraceae             -          LKAP-TSAKG2_A11_095_2018_2 -               72     892      62     910      41     912    1470    +     7.8e-72  237.4  18.8  -
Nostocaceae               -          LKAP-TSAKG2_A11_095_2018_2 -                4     545     355     911     351     912    1476    +     1.1e-69  230.8  11.8  -
Methanocellaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               48     887      21     910      13     912    1440    +     1.5e-67  223.4  18.3  -
Caldisphaeraceae          -          LKAP-TSAKG2_A11_095_2018_2 -               63     897      65     910      44     912    1466    +       2e-67  223.6  19.6  -
Methanopyraceae           -          LKAP-TSAKG2_A11_095_2018_2 -               49     926      19     910       6     912    1512    +     3.8e-67  222.7  20.4  -
Methanocorpusculaceae     -          LKAP-TSAKG2_A11_095_2018_2 -               45     880      20     910       9     912    1421    +     1.7e-66  219.7  19.3  -
Halococcaceae             -          LKAP-TSAKG2_A11_095_2018_2 -               76     892      66     910      42     912    1474    +       2e-65  216.3  19.1  -
Fervidicoccaceae          -          LKAP-TSAKG2_A11_095_2018_2 -               80     916      64     910      43     912    1502    +     3.4e-65  216.0  18.8  -
Methanosarcinaceae        -          LKAP-TSAKG2_A11_095_2018_2 -               74     888      68     910      48     912    1425    +     5.2e-65  214.7  18.9  -
Thermoplasmataceae        -          LKAP-TSAKG2_A11_095_2018_2 -               75     891      65     910      45     912    1471    +     9.6e-63  207.6  18.1  -
Methanotrichaceae         -          LKAP-TSAKG2_A11_095_2018_2 -               75     890      68     911      48     912    1423    +     9.7e-63  207.2  19.5  -
Ferroplasmaceae           -          LKAP-TSAKG2_A11_095_2018_2 -               76     870      67     894      36     910    1442    +     2.2e-61  203.0  18.4  -
Nitrososphaeraceae        -          LKAP-TSAKG2_A11_095_2018_2 -               70     885      63     910      42     912    1470    +     7.8e-61  201.5  19.2  -
Methermicoccaceae         -          LKAP-TSAKG2_A11_095_2018_2 -               31     849      67     910      47     912    1346    +     2.5e-59  196.7  20.0  -
Cuniculiplasmataceae      -          LKAP-TSAKG2_A11_095_2018_2 -               75     886      65     909      45     912    1469    +     5.3e-58  192.3  18.8  -
Picrophilaceae            -          LKAP-TSAKG2_A11_095_2018_2 -               86     881      67     894      46     910    1479    +       4e-57  189.0  18.3  -
Thermoplasmatales         -          LKAP-TSAKG2_A11_095_2018_2 -               60     871      66     909      45     912    1370    +     3.7e-52  173.2  19.0  -
Methanomassiliicoccaceae  -          LKAP-TSAKG2_A11_095_2018_2 -               75     883      67     909      46     912    1434    +     4.7e-52  172.6  18.9  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_A11_095_2018_2.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-TSAKG2_A11_095_2018_2.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_A11_095_2018_2.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 11:10:10 2020
# [ok]
