# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae             -          LKAP-TSAKG2_D09_073_2018_2 -               29     955      22     946      13     948    1468    +           0 1081.4  18.9  -
Verrucomicrobiales        -          LKAP-TSAKG2_D09_073_2018_2 -               43     951      62     946      41     948    1410    +      6e-133  440.6  18.4  -
Fimbriimonadaceae         -          LKAP-TSAKG2_D09_073_2018_2 -               63     929      62     941      41     948    1443    +    1.4e-132  439.1  18.8  -
Brevinemataceae           -          LKAP-TSAKG2_D09_073_2018_2 -               52     964      23     940      12     948    1490    +    2.4e-132  438.3  19.2  -
Soortiaceae               -          LKAP-TSAKG2_D09_073_2018_2 -               94     985      64     941      42     948    1516    +    8.8e-132  436.3  18.5  -
Thermoflexaceae           -          LKAP-TSAKG2_D09_073_2018_2 -               10     944      14     945       7     948    1466    +    2.7e-131  435.1  19.2  -
Balneicellaceae           -          LKAP-TSAKG2_D09_073_2018_2 -               36     967      22     946      10     949    1505    +    7.7e-130  429.9  18.4  -
Oligosphaeraceae          -          LKAP-TSAKG2_D09_073_2018_2 -               60     931      62     944      41     949    1434    +    1.5e-129  429.0  18.8  -
Filobacteriaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               86     973      57     944      35     948    1521    +    2.8e-126  418.1  18.6  -
Chthonomonadaceae         -          LKAP-TSAKG2_D09_073_2018_2 -                7     924      24     945      19     948    1411    +    1.1e-124  413.0  19.3  -
Simkaniaceae              -          LKAP-TSAKG2_D09_073_2018_2 -               67     989      41     941      19     948    1545    +    6.5e-122  403.7  18.6  -
Tepidisphaeraceae         -          LKAP-TSAKG2_D09_073_2018_2 -               74     946      58     946      36     948    1491    +    2.2e-121  402.2  18.3  -
Phycisphaeraceae          -          LKAP-TSAKG2_D09_073_2018_2 -               63     922      61     938      38     948    1461    +    3.2e-121  401.7  18.6  -
Waddliaceae               -          LKAP-TSAKG2_D09_073_2018_2 -               91    1005      62     946      41     948    1557    +    1.3e-119  396.3  18.5  -
Chloroflexales            -          LKAP-TSAKG2_D09_073_2018_2 -               55     914      62     937      40     948    1355    +    5.8e-118  391.2  19.3  -
Methanocaldococcaceae     -          LKAP-TSAKG2_D09_073_2018_2 -               80     919      61     926      40     943    1429    +     2.4e-89  296.2  18.9  -
Methanococcaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               70     900      65     925      55     937    1410    +     1.5e-87  289.9  19.2  -
Methanobacteriaceae       -          LKAP-TSAKG2_D09_073_2018_2 -               53     893      63     928      43     943    1403    +       7e-86  284.2  18.6  -
Methanoregulaceae         -          LKAP-TSAKG2_D09_073_2018_2 -               55     897      64     937      44     946    1413    +     3.9e-83  275.0  18.9  -
Sulfolobaceae             -          LKAP-TSAKG2_D09_073_2018_2 -               66     917      61     924      43     944    1464    +     4.9e-83  274.7  18.8  -
Desulfurococcaceae        -          LKAP-TSAKG2_D09_073_2018_2 -               75     933      62     929      52     944    1460    +     1.2e-82  273.8  18.5  -
Methanomicrobiaceae       -          LKAP-TSAKG2_D09_073_2018_2 -               58     896      63     932      43     945    1420    +     8.6e-81  267.4  19.1  -
Thermoproteaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               61     933      61     940      41     945    1471    +     6.9e-80  263.0  19.3  -
Halobacteriaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               72     912      59     924      39     944    1474    +     4.1e-79  261.6  18.6  -
Thermococcaceae           -          LKAP-TSAKG2_D09_073_2018_2 -               66     918      62     937      46     944    1448    +     2.2e-78  259.7  19.5  -
Methanothermaceae         -          LKAP-TSAKG2_D09_073_2018_2 -               77     929      63     937      45     944    1482    +     9.3e-78  257.6  18.4  -
Haloferacaceae            -          LKAP-TSAKG2_D09_073_2018_2 -               72     917      59     928      39     946    1474    +     4.3e-76  251.3  18.1  -
Methanospirillaceae       -          LKAP-TSAKG2_D09_073_2018_2 -               27     860      64     928      43     944    1378    +     9.2e-76  250.5  19.8  -
Haloarculaceae            -          LKAP-TSAKG2_D09_073_2018_2 -               72     917      59     929      39     947    1473    +     1.3e-75  250.1  18.6  -
Thermofilaceae            -          LKAP-TSAKG2_D09_073_2018_2 -               95     962      64     941      55     945    1513    +     4.8e-75  248.4  18.9  -
Archaeoglobaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               71     913      62     929      42     944    1451    +     5.2e-75  248.3  19.0  -
Nostocaceae               -          LKAP-TSAKG2_D09_073_2018_2 -                4     581     352     940     349     948    1476    +     2.8e-74  246.1  10.7  -
Pyrodictiaceae            -          LKAP-TSAKG2_D09_073_2018_2 -               80     936      61     929      46     944    1497    +       3e-74  245.9  19.9  -
Methanomicrobiales        -          LKAP-TSAKG2_D09_073_2018_2 -               69     903      64     929      44     945    1425    +     3.4e-74  245.3  19.0  -
Natrialbaceae             -          LKAP-TSAKG2_D09_073_2018_2 -               72     912      59     924      39     940    1474    +     1.1e-73  243.5  17.9  -
Acidilobaceae             -          LKAP-TSAKG2_D09_073_2018_2 -               78     944      62     937      48     944    1451    +     3.8e-72  238.7  19.1  -
Halorubraceae             -          LKAP-TSAKG2_D09_073_2018_2 -               72     911      59     924      39     942    1470    +       4e-72  238.4  18.2  -
Methanopyraceae           -          LKAP-TSAKG2_D09_073_2018_2 -               86     963      63     941      42     947    1512    +     6.6e-68  225.3  18.7  -
Caldisphaeraceae          -          LKAP-TSAKG2_D09_073_2018_2 -               63     930      62     937      41     945    1466    +     3.1e-67  223.0  18.7  -
Methanocellaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               74     924      64     940      45     947    1440    +     3.4e-67  222.3  17.4  -
Methanocorpusculaceae     -          LKAP-TSAKG2_D09_073_2018_2 -               71     903      64     927      44     944    1421    +     8.9e-67  220.7  18.4  -
Methanosarcinaceae        -          LKAP-TSAKG2_D09_073_2018_2 -               74     927      65     942      45     947    1425    +       2e-65  216.1  17.9  -
Halococcaceae             -          LKAP-TSAKG2_D09_073_2018_2 -               77     911      64     924      42     943    1474    +     4.2e-65  215.2  18.7  -
Fervidicoccaceae          -          LKAP-TSAKG2_D09_073_2018_2 -               80     943      61     931      41     945    1502    +     4.5e-65  215.6  18.0  -
Methanotrichaceae         -          LKAP-TSAKG2_D09_073_2018_2 -               75     929      65     943      48     949    1423    +     3.7e-64  212.0  18.3  -
Thermoplasmataceae        -          LKAP-TSAKG2_D09_073_2018_2 -               75     930      62     942      51     946    1471    +     1.6e-63  210.3  17.5  -
Ferroplasmaceae           -          LKAP-TSAKG2_D09_073_2018_2 -               76     926      64     942      44     947    1442    +     4.6e-62  205.4  18.3  -
Nitrososphaeraceae        -          LKAP-TSAKG2_D09_073_2018_2 -               70     923      60     941      39     947    1470    +     1.9e-61  203.5  18.2  -
Methermicoccaceae         -          LKAP-TSAKG2_D09_073_2018_2 -               31     875      64     930      44     946    1346    +     9.2e-60  198.2  19.1  -
Cuniculiplasmataceae      -          LKAP-TSAKG2_D09_073_2018_2 -               75     923      62     939      42     946    1469    +     9.4e-59  194.8  18.0  -
Picrophilaceae            -          LKAP-TSAKG2_D09_073_2018_2 -               86     937      64     942      51     946    1479    +     6.6e-58  191.6  18.0  -
Methanomassiliicoccaceae  -          LKAP-TSAKG2_D09_073_2018_2 -               75     924      64     943      44     948    1434    +     2.6e-53  176.8  18.0  -
Thermoplasmatales         -          LKAP-TSAKG2_D09_073_2018_2 -               60     911      63     942      43     948    1370    +     4.7e-53  176.2  18.2  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_D09_073_2018_2.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-TSAKG2_D09_073_2018_2.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_D09_073_2018_2.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 11:13:42 2020
# [ok]
