# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Alcaligenaceae            -          LKAP-TSAKG2_H07_049_2018_2 -               16     924      11     921       6     921    1467    +           0 1085.9  20.9  -
Chitinivibrionaceae       -          LKAP-TSAKG2_H07_049_2018_2 -               44     937      41     919      20     921    1488    +    6.9e-127  420.1  20.4  -
Filobacteriaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               52     938      26     920      11     921    1521    +    8.3e-127  419.8  20.4  -
Longimicrobiaceae         -          LKAP-TSAKG2_H07_049_2018_2 -                8     884      58     920      51     921    1413    +    5.2e-126  417.4  21.3  -
Kiritimatiellaceae        -          LKAP-TSAKG2_H07_049_2018_2 -              103     972      64     920      44     921    1556    +    2.1e-124  411.9  20.7  -
Simkaniaceae              -          LKAP-TSAKG2_H07_049_2018_2 -               82     957      65     920      42     921    1545    +    2.6e-124  411.6  20.5  -
Ichthyobacteriaceae       -          LKAP-TSAKG2_H07_049_2018_2 -               51     943      25     920       9     921    1521    +    4.4e-124  410.9  21.1  -
Roseiflexaceae            -          LKAP-TSAKG2_H07_049_2018_2 -               61     901      48     919      28     921    1469    +    5.3e-122  404.4  20.5  -
Oligosphaeraceae          -          LKAP-TSAKG2_H07_049_2018_2 -               37     893      46     918      26     921    1434    +    6.1e-122  403.8  20.7  -
Chthonomonadaceae         -          LKAP-TSAKG2_H07_049_2018_2 -               39     886      65     918      44     921    1411    +    3.8e-118  391.3  21.0  -
Phycisphaeraceae          -          LKAP-TSAKG2_H07_049_2018_2 -               48     894      51     920      25     921    1461    +    5.9e-117  387.5  20.6  -
Chloroflexales            -          LKAP-TSAKG2_H07_049_2018_2 -               44     886      56     919      34     921    1355    +    3.4e-116  385.3  22.1  -
Tepidisphaeraceae         -          LKAP-TSAKG2_H07_049_2018_2 -               77     909      66     920      45     921    1491    +    1.3e-114  379.7  20.3  -
Balneicellaceae           -          LKAP-TSAKG2_H07_049_2018_2 -               58     930      46     920      25     921    1505    +    9.6e-114  376.6  20.3  -
Waddliaceae               -          LKAP-TSAKG2_H07_049_2018_2 -               73     968      53     920      31     921    1557    +    2.2e-113  375.6  20.5  -
Methanocaldococcaceae     -          LKAP-TSAKG2_H07_049_2018_2 -               66     896      53     913      35     920    1429    +     7.6e-89  294.5  20.6  -
Methanococcaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               68     879      68     913      48     921    1410    +     9.1e-86  283.9  20.0  -
Methanobacteriaceae       -          LKAP-TSAKG2_H07_049_2018_2 -               47     868      62     913      42     921    1403    +     2.8e-76  252.3  19.6  -
Desulfurococcaceae        -          LKAP-TSAKG2_H07_049_2018_2 -               69     911      61     917      41     921    1460    +     2.3e-75  249.6  20.1  -
Sulfolobaceae             -          LKAP-TSAKG2_H07_049_2018_2 -               46     897      50     913      36     920    1464    +     2.3e-74  245.9  19.6  -
Methanothermaceae         -          LKAP-TSAKG2_H07_049_2018_2 -               74     896      65     914      44     921    1482    +     2.7e-73  242.8  20.1  -
Thermoproteaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               58     892      63     910      42     920    1471    +     4.3e-73  240.4  20.5  -
Thermococcaceae           -          LKAP-TSAKG2_H07_049_2018_2 -               53     884      54     913      35     921    1448    +     5.2e-73  241.8  20.9  -
Archaeoglobaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               48     888      51     914      35     921    1451    +     1.2e-72  240.4  20.4  -
Methanomicrobiaceae       -          LKAP-TSAKG2_H07_049_2018_2 -               42     867      42     913      34     921    1420    +       2e-71  236.3  19.8  -
Methanoregulaceae         -          LKAP-TSAKG2_H07_049_2018_2 -               57     864      71     914      55     921    1413    +       1e-70  233.8  19.8  -
Thermofilaceae            -          LKAP-TSAKG2_H07_049_2018_2 -               96     922      70     911      52     920    1513    +     3.3e-70  232.3  20.6  -
Acidilobaceae             -          LKAP-TSAKG2_H07_049_2018_2 -               77     911      66     914      48     921    1451    +     6.9e-69  227.9  19.6  -
Pyrodictiaceae            -          LKAP-TSAKG2_H07_049_2018_2 -               65     910      55     913      38     921    1497    +       2e-67  223.2  20.9  -
Halobacteriaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               75     891      67     912      47     920    1474    +       1e-63  210.5  19.3  -
Methanopyraceae           -          LKAP-TSAKG2_H07_049_2018_2 -               77     929      60     917      39     921    1512    +     4.9e-63  209.2  20.8  -
Methanospirillaceae       -          LKAP-TSAKG2_H07_049_2018_2 -               28     835      70     913      50     921    1378    +     4.4e-62  205.2  19.3  -
Haloferacaceae            -          LKAP-TSAKG2_H07_049_2018_2 -               76     891      68     912      48     920    1474    +     8.2e-61  200.6  19.0  -
Nostocaceae               -          LKAP-TSAKG2_H07_049_2018_2 -                4     550     361     920     359     921    1476    +     2.6e-60  199.9  11.4  -
Methanomicrobiales        -          LKAP-TSAKG2_H07_049_2018_2 -               81     878      81     914      61     921    1425    +     2.7e-60  199.2  20.4  -
Nitrososphaeraceae        -          LKAP-TSAKG2_H07_049_2018_2 -               70     883      65     912      45     921    1470    +     1.9e-59  196.9  18.9  -
Caldisphaeraceae          -          LKAP-TSAKG2_H07_049_2018_2 -               52     900      56     917      35     921    1466    +     1.9e-59  197.1  19.9  -
Haloarculaceae            -          LKAP-TSAKG2_H07_049_2018_2 -               76     890      68     912      48     920    1473    +     3.4e-59  195.6  19.2  -
Natrialbaceae             -          LKAP-TSAKG2_H07_049_2018_2 -               79     892      71     913      49     921    1474    +     4.2e-59  195.1  19.0  -
Methanocellaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               75     887      70     914      50     921    1440    +     1.9e-58  193.2  19.3  -
Fervidicoccaceae          -          LKAP-TSAKG2_H07_049_2018_2 -               70     919      56     917      35     921    1502    +     4.4e-58  192.4  19.7  -
Methanosarcinaceae        -          LKAP-TSAKG2_H07_049_2018_2 -               73     887      69     913      54     920    1425    +       2e-56  186.3  19.5  -
Methanotrichaceae         -          LKAP-TSAKG2_H07_049_2018_2 -               74     892      69     917      48     921    1423    +     1.3e-55  183.6  20.3  -
Methermicoccaceae         -          LKAP-TSAKG2_H07_049_2018_2 -               15     852      53     917      41     921    1346    +     2.7e-55  183.4  20.0  -
Halorubraceae             -          LKAP-TSAKG2_H07_049_2018_2 -               76     891      68     913      48     921    1470    +     9.2e-55  180.8  18.5  -
Methanocorpusculaceae     -          LKAP-TSAKG2_H07_049_2018_2 -               77     882      75     916      55     921    1421    +     1.2e-53  177.1  17.8  -
Cuniculiplasmataceae      -          LKAP-TSAKG2_H07_049_2018_2 -               77     888      69     915      49     921    1469    +     9.2e-52  171.7  18.7  -
Picrophilaceae            -          LKAP-TSAKG2_H07_049_2018_2 -              129     898     111     914      87     921    1479    +     2.2e-51  170.0  17.8  -
Thermoplasmataceae        -          LKAP-TSAKG2_H07_049_2018_2 -               77     890      69     913      55     921    1471    +     4.7e-49  162.3  19.1  -
Thermoplasmatales         -          LKAP-TSAKG2_H07_049_2018_2 -               61     873      69     915      49     921    1370    +     1.7e-48  161.1  19.9  -
Halococcaceae             -          LKAP-TSAKG2_H07_049_2018_2 -              121     891     112     913      91     921    1474    +     1.7e-48  160.1  17.3  -
Ferroplasmaceae           -          LKAP-TSAKG2_H07_049_2018_2 -              120     887     112     914      86     921    1442    +     1.7e-47  157.1  17.1  -
Methanomassiliicoccaceae  -          LKAP-TSAKG2_H07_049_2018_2 -               76     885      70     915      50     921    1434    +     5.9e-46  152.4  19.3  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_H07_049_2018_2.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-TSAKG2_H07_049_2018_2.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-TSAKG2_H07_049_2018_2.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 11:16:50 2020
# [ok]
