# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               13     967       7     949       3     951    1474    +           0 1081.6  22.7  -
Oligosphaeraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               60     925      66     949      45     951    1434    +    7.1e-123  406.9  21.3  -
Lentimicrobiaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               24     948      15     949       3     951    1446    +    9.6e-123  406.4  22.1  -
Spirochaetales            -          LKAP-GUTHK2_E11_087_2017_1 -               34     943      24     949       4     951    1456    +    1.3e-122  406.0  21.6  -
Filobacteriaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               42     968      14     949       3     951    1521    +    1.8e-121  402.1  21.9  -
Schleiferiaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               34     967       9     949       3     951    1499    +    2.3e-121  402.1  22.2  -
Soortiaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               84     983      60     949      30     951    1516    +    3.4e-121  401.3  22.2  -
Balneicellaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               27     960      14     949       3     951    1505    +    3.7e-121  401.2  21.6  -
Roseiflexaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               78     932      64     949      43     951    1469    +    2.2e-120  399.1  21.8  -
Simkaniaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               83     987      65     949      43     951    1545    +    1.1e-119  396.4  22.1  -
Waddliaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               68     998      44     949      24     951    1557    +    2.7e-117  388.6  21.9  -
Chthonomonadaceae         -          LKAP-GUTHK2_E11_087_2017_1 -                6     917      23     948      19     951    1411    +      3e-117  388.4  22.3  -
Phycisphaeraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               60     922      62     947      33     950    1461    +      1e-109  363.7  20.9  -
Tepidisphaeraceae         -          LKAP-GUTHK2_E11_087_2017_1 -               74     939      62     949      39     951    1491    +    4.9e-109  361.3  21.4  -
Chloroflexales            -          LKAP-GUTHK2_E11_087_2017_1 -               55     916      66     948      43     951    1355    +    1.6e-107  356.6  23.0  -
Methanocaldococcaceae     -          LKAP-GUTHK2_E11_087_2017_1 -               74     917      59     927      32     947    1429    +     2.9e-86  286.0  20.1  -
Methanococcaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               70     900      69     927      58     938    1410    +     5.7e-81  268.1  21.2  -
Methanobacteriaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               53     882      67     925      47     937    1403    +     7.6e-80  264.2  20.3  -
Methanothermaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               77     915      67     926      61     940    1482    +     3.8e-74  245.7  21.9  -
Sulfolobaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               66     911      65     925      47     946    1464    +     5.6e-74  244.7  21.5  -
Archaeoglobaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               71     908      66     927      45     947    1451    +     2.5e-72  239.4  21.4  -
Methanoregulaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               55     877      68     925      48     945    1413    +     2.1e-71  236.1  21.5  -
Desulfurococcaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               75     942      66     947      56     950    1460    +     1.4e-70  233.8  22.9  -
Thermococcaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               66     906      66     928      46     948    1448    +     9.5e-70  231.0  21.8  -
Methanomicrobiaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               59     882      68     926      51     946    1420    +     4.1e-69  228.7  21.9  -
Pyrodictiaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               80     935      65     937      54     950    1497    +     1.1e-67  224.1  23.6  -
Thermoproteaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               61     909      65     925      52     945    1471    +     4.9e-67  220.4  21.9  -
Acidilobaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               79     944      67     946      56     950    1451    +     6.7e-67  221.3  22.7  -
Methanomicrobiales        -          LKAP-GUTHK2_E11_087_2017_1 -               70     898      69     927      55     946    1425    +     3.5e-63  208.8  22.2  -
Thermofilaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               95     948      68     936      61     950    1513    +     5.3e-63  208.4  22.4  -
Halobacteriaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               73     906      64     925      45     938    1474    +       6e-63  208.0  21.7  -
Methanopyraceae           -          LKAP-GUTHK2_E11_087_2017_1 -               86     941      67     927      47     948    1512    +     2.8e-62  206.7  22.3  -
Natrialbaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               86     906      77     925      53     938    1474    +     2.5e-60  199.2  21.5  -
Methanospirillaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               27     848      68     924      49     944    1378    +     1.5e-59  196.8  22.0  -
Haloarculaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               76     905      67     925      47     938    1473    +     1.8e-59  196.6  21.9  -
Nostocaceae               -          LKAP-GUTHK2_E11_087_2017_1 -                4     580     358     949     355     951    1476    +     1.1e-57  191.3  13.3  -
Caldisphaeraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               63     927      66     943      46     949    1466    +     6.7e-57  188.8  20.9  -
Haloferacaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               76     906      67     925      47     939    1474    +     6.3e-56  184.5  21.1  -
Methanotrichaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               75     909      69     927      49     946    1423    +     8.3e-55  181.0  21.0  -
Fervidicoccaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               80     952      65     949      44     951    1502    +     2.6e-54  180.0  22.1  -
Nitrososphaeraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               70     897      64     924      43     945    1470    +     6.7e-54  178.6  21.1  -
Thermoplasmataceae        -          LKAP-GUTHK2_E11_087_2017_1 -               75     911      66     927      55     946    1471    +     1.4e-53  177.3  20.3  -
Cuniculiplasmataceae      -          LKAP-GUTHK2_E11_087_2017_1 -               75     903      66     928      46     948    1469    +     1.5e-53  177.6  20.5  -
Ferroplasmaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               76     908      68     928      50     947    1442    +     4.3e-53  175.6  19.8  -
Methanocorpusculaceae     -          LKAP-GUTHK2_E11_087_2017_1 -               72     895      69     927      48     944    1421    +     5.3e-53  175.0  21.5  -
Thermoplasmatales         -          LKAP-GUTHK2_E11_087_2017_1 -               60     888      67     928      46     948    1370    +     1.8e-52  174.3  21.1  -
Methanosarcinaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               67     904      55     928      39     947    1425    +     1.9e-52  173.1  21.0  -
Halococcaceae             -          LKAP-GUTHK2_E11_087_2017_1 -              104     905      94     925      74     939    1474    +     2.3e-51  169.7  19.9  -
Methanocellaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               74     906      68     926      53     946    1440    +     7.5e-51  168.1  21.3  -
Halorubraceae             -          LKAP-GUTHK2_E11_087_2017_1 -               76     905      67     925      48     938    1470    +     7.9e-51  167.8  21.1  -
Methermicoccaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               31     868      68     926      48     946    1346    +     1.4e-50  167.8  20.7  -
Picrophilaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               86     918      68     927      49     946    1479    +       1e-49  164.5  20.2  -
Methanomassiliicoccaceae  -          LKAP-GUTHK2_E11_087_2017_1 -               75     915      68     943      48     950    1434    +     1.3e-49  164.5  20.6  -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-GUTHK2_E11_087_2017_1.fa
# Target file:     /root/Github/Database/Family_DB
# Option settings: nhmmscan --tblout /root/Github/Project_Mendel/Data/MSA_Scans_From_nhmmerscan/LKAP-GUTHK2_E11_087_2017_1.txt --noali /root/Github/Database/Family_DB /root/Github/Project_Mendel/Data/Metadata/Experimental_Sequences_Kaplan/LKAP-GUTHK2_E11_087_2017_1.fa 
# Current dir:     /root/Github/Project_Mendel/source_code
# Date:            Mon Jun 22 10:26:39 2020
# [ok]
